Orthogroup	Polistes_dominula	Anopheles_gambiae
OG0000307	XP_015176072.1	XP_321110.5
OG0000308	XP_015172660.1	XP_003436758.1, XP_313171.5
OG0000309	XP_015185206.1, XP_015185207.1	XP_314908.3
OG0000310	XP_015178812.1, XP_015178815.1, XP_015178811.1	XP_554747.3
OG0000311	XP_015189996.1	XP_308653.4
OG0000312	XP_015172100.1, XP_015172101.1	XP_314530.4
OG0000313	XP_015186194.1	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4
OG0000314	XP_015173286.1	XP_001230545.2, XP_309706.4
OG0000314	XP_015174831.1, XP_015174832.1	XP_313795.3
OG0000315	XP_015181547.1	XP_309465.3, XP_309463.4, XP_309462.4
OG0000316	XP_015188891.1	XP_024667073.1
OG0000316	XP_015185171.1	XP_024667074.1
OG0000317	XP_015174046.1	XP_313902.4
OG0000318	XP_015181576.1	XP_318652.3
OG0000319	XP_015177103.1, XP_015177105.1, XP_015177107.1, XP_015177104.1	XP_001688115.1, XP_308867.3
OG0000320	XP_015190093.1	XP_564296.2, XP_310187.3
OG0000321	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1	XP_319900.4
OG0000322	XP_015180479.1	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4
OG0000323	XP_015190020.1, XP_015190019.1	XP_321271.5
OG0000324	XP_015178081.1	XP_307908.4
OG0000325	XP_015182480.1	XP_321287.5
OG0000326	XP_015187782.1	XP_321051.5, XP_321052.5
OG0000327	XP_015171979.1, XP_015171973.1	XP_316546.4
OG0000329	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1	XP_313828.2, XP_313829.3
OG0000330	XP_015171434.1, XP_015171433.1	XP_309352.4
OG0000331	XP_015183004.1	XP_310335.3, XP_003436613.1, XP_003436612.1
OG0000332	XP_015172020.1, XP_015172019.1, XP_015172018.1	XP_566006.4
OG0000333	XP_015171023.1, XP_015171557.1	XP_312762.5, XP_003436384.1
OG0000334	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1	XP_314676.4
OG0000335	XP_015180888.1, XP_015180897.1	XP_003436883.1, XP_316737.3
OG0000336	XP_015191296.1, XP_015191294.1, XP_015191295.1, XP_015176027.1	XP_307640.4, XP_313669.5
OG0000337	XP_015172545.1	XP_308411.4, XP_001687921.1
OG0000338	XP_015175675.1	XP_316824.5
OG0000338	XP_015184789.1	XP_319663.4, XP_319430.4
OG0000339	XP_015182663.1	XP_312776.3
OG0000339	XP_015185741.1	XP_318978.3
OG0000340	XP_015184668.1	XP_320471.4
OG0000341	XP_015185152.1, XP_015185154.1, XP_015185153.1	XP_319890.3
OG0000342	XP_015178419.1	XP_316483.4
OG0000342	XP_015186344.1, XP_015186343.1	XP_315148.4
OG0000343	XP_015190431.1	XP_311526.4
OG0000344	XP_015185092.1, XP_015185090.1, XP_015185091.1	XP_001237160.2
OG0000345	XP_015174394.1	XP_318033.4
OG0000347	XP_015184796.1	XP_319116.4
OG0000349	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1	XP_309063.4
OG0000350	XP_015175799.1	XP_308023.5
OG0000351	XP_015174757.1, XP_015174756.1, XP_015191806.1	XP_321705.4
OG0000352	XP_015181417.1, XP_015181418.1	XP_001687947.1, XP_308460.4
OG0000356	XP_015182715.1, XP_015182720.1	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1
OG0000357	XP_015188589.1, XP_015188587.1	XP_319323.3
OG0000358	XP_015171782.1, XP_015171781.1	XP_315015.1
OG0000360	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1	XP_311565.4
OG0000361	XP_015184937.1	XP_320718.4
OG0000362	XP_015173895.1	XP_315999.4
OG0000362	XP_015173885.1	XP_315998.4
OG0000363	XP_015174614.1	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2
OG0000364	XP_015188098.1	XP_319428.4, XP_308650.4
OG0000365	XP_015179288.1	XP_316149.4
OG0000366	XP_015183995.1, XP_015184130.1, XP_015184138.1	XP_001688691.1, XP_315611.3
OG0000367	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1	XP_561080.4, XP_313654.5
OG0000368	XP_015172806.1, XP_015172805.1	XP_310154.1
OG0000369	XP_015181056.1, XP_015171819.1, XP_015171821.1	XP_559235.3, XP_311598.4
OG0000370	XP_015172523.1	XP_313875.2
OG0000370	XP_015172522.1	XP_313874.5, XP_001237553.3
OG0000371	XP_015174595.1	XP_316786.4
OG0000372	XP_015174581.1, XP_015181940.1	XP_310552.5, XP_003437022.1
OG0000375	XP_015184082.1	XP_314533.4
OG0000377	XP_015176492.1	XP_317423.4, XP_555424.2
OG0000377	XP_015171536.1	XP_321752.4
OG0000378	XP_015182971.1	XP_313201.4
OG0000379	XP_015177176.1, XP_015177175.1	XP_311845.5, XP_003436359.1
OG0000380	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1	XP_319182.3, XP_553933.2
OG0000381	XP_015181537.1	XP_003436397.1, XP_312797.5
OG0000381	XP_015187133.1	XP_309483.4
OG0000382	XP_015176221.1, XP_015176213.1, XP_015181021.1	XP_317621.2
OG0000384	XP_015187803.1	XP_555061.3
OG0000384	XP_015187798.1	XP_320635.4
OG0000385	XP_015187297.1	XP_001237800.1, XP_316640.4
OG0000386	XP_015184892.1, XP_015184894.1, XP_015184893.1	XP_310698.4, XP_307577.3, XP_313941.3
OG0000387	XP_015181663.1	XP_315272.3, XP_315274.4, XP_315275.3
OG0000388	XP_015182150.1	XP_001237266.2
OG0000388	XP_015172563.1	XP_308405.3, XP_001687920.1
OG0000389	XP_015187563.1, XP_015187565.1	XP_318057.3, XP_307582.4
OG0000390	XP_015182435.1, XP_015182436.1, XP_015182432.1	XP_309960.4
OG0000391	XP_015183972.1	XP_311596.4
OG0000394	XP_015185400.1	XP_321253.4
OG0000395	XP_015185269.1, XP_015177347.1, XP_015177346.1, XP_015177348.1	XP_321695.5
OG0000396	XP_015187490.1	XP_319041.4, XP_321974.4, XP_320780.3
OG0000397	XP_015177509.1	XP_318514.3
OG0000398	XP_015187922.1	XP_309559.3
OG0000399	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1	XP_309168.4
OG0000400	XP_015182549.1	XP_003435910.1, XP_321381.5
OG0000401	XP_015182165.1	XP_312250.5
OG0000402	XP_015177187.1, XP_015177186.1, XP_015177188.1	XP_316359.1, XP_316360.1
OG0000403	XP_015178385.1, XP_015178387.1, XP_015178377.1	XP_318819.3
OG0000405	XP_015186119.1	XP_318737.3
OG0000405	XP_015174613.1	XP_316198.4
OG0000406	XP_015173272.1	XP_001689338.1
OG0000406	XP_015173290.1	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4
OG0000407	XP_015191347.1, XP_015191346.1, XP_015191345.1	XP_311485.3
OG0000408	XP_015191524.1	XP_320166.4
OG0000409	XP_015174711.1	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1
OG0000410	XP_015175254.1	XP_318590.3, XP_306537.3
OG0000411	XP_015183849.1	XP_308807.4
OG0000411	XP_015189262.1	XP_310523.5
OG0000412	XP_015191503.1	XP_314315.3
OG0000413	XP_015191329.1, XP_015191331.1, XP_015191330.1	XP_309828.4
OG0000414	XP_015178993.1	XP_311018.5
OG0000415	XP_015174243.1	XP_003436539.1, XP_313377.5
OG0000416	XP_015172129.1	XP_308374.4
OG0000417	XP_015175825.1, XP_015175859.1	XP_312988.5, XP_560742.5
OG0000418	XP_015184074.1, XP_015184073.1	XP_307899.5
OG0000418	XP_015175385.1	XP_313370.5
OG0000419	XP_015177458.1, XP_015177457.1	XP_317521.4, XP_024667069.1
OG0000420	XP_015181420.1	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3
OG0000421	XP_015180338.1	XP_309225.5
OG0000423	XP_015173683.1	XP_319395.3
OG0000424	XP_015173446.1	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1
OG0000425	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1	XP_001688755.1, XP_315971.4
OG0000426	XP_015178943.1, XP_015178944.1, XP_015178945.1	XP_312914.4
OG0000427	XP_015179186.1	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1
OG0000428	XP_015186351.1	XP_312088.4
OG0000429	XP_015182920.1	XP_319540.5
OG0000430	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1	XP_557414.3
OG0000431	XP_015171179.1, XP_015171182.1	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1
OG0000432	XP_015190207.1	XP_001689031.1
OG0000433	XP_015184278.1, XP_015184277.1	XP_310972.5
OG0000434	XP_015178277.1	XP_311575.4, XP_001230815.2
OG0000436	XP_015182179.1	XP_320338.4
OG0000436	XP_015180038.1	XP_313820.5
OG0000437	XP_015176927.1	XP_312425.3, XP_003436143.1
OG0000438	XP_015184824.1, XP_015179976.1	XP_311834.5
OG0000439	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1
OG0000440	XP_015176418.1	XP_321521.2, XP_001230327.1, XP_321519.1
OG0000441	XP_015174801.1	XP_310080.3
OG0000442	XP_015178722.1, XP_015178721.1	XP_316879.5
OG0000443	XP_015178167.1	XP_309467.4, XP_308975.4
OG0000444	XP_015177117.1, XP_015177118.1, XP_015177116.1	XP_317600.4
OG0000445	XP_015179205.1	XP_319976.3
OG0000445	XP_015179206.1	XP_319978.4
OG0000446	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1	XP_309165.3
OG0000447	XP_015183158.1, XP_015183157.1, XP_015183156.1	XP_316880.5
OG0000448	XP_015182614.1, XP_015182606.1, XP_015182597.1	XP_319042.4
OG0000449	XP_015183775.1, XP_015183773.1	XP_315614.2, XP_315615.2
OG0000450	XP_015171123.1	XP_003436512.1, XP_313280.5
OG0000451	XP_015172179.1	XP_003436509.1, XP_562364.3
OG0000452	XP_015183772.1	XP_311528.4
OG0000452	XP_015175979.1	XP_316654.3
OG0000453	XP_015172208.1, XP_015172207.1	XP_308836.4, XP_001237142.2
OG0000454	XP_015175549.1	XP_001238331.2
OG0000455	XP_015177184.1	XP_317809.4
OG0000456	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2
OG0000457	XP_015182902.1	XP_001238433.2, XP_321100.4, XP_321101.4
OG0000458	XP_015175800.1	XP_311395.2
OG0000459	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1	XP_311558.3
OG0000460	XP_015181326.1	XP_001688244.1
OG0000460	XP_015181394.1	XP_001688243.1
OG0000461	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1	XP_309203.5
OG0000462	XP_015178560.1, XP_015178559.1	XP_321604.4, XP_003435861.1
OG0000464	XP_015190554.1, XP_015190767.1	XP_321465.5
OG0000466	XP_015186604.1	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4
OG0000467	XP_015188253.1, XP_015188252.1, XP_015188251.1, XP_015188257.1, XP_015188256.1, XP_015188255.1, XP_015188254.1	XP_321775.5
OG0000468	XP_015187171.1, XP_015187167.1	XP_318937.4
OG0000469	XP_015171607.1	XP_311819.3
OG0000470	XP_015173543.1, XP_015173542.1, XP_015173541.1, XP_015173540.1, XP_015173545.1, XP_015173544.1	XP_317663.4, XP_317661.3, XP_317660.4
OG0000471	XP_015185649.1, XP_015185648.1, XP_015185647.1	XP_317381.3
OG0000472	XP_015185084.1	XP_003437138.1
OG0000475	XP_015181248.1	XP_319656.4
OG0000476	XP_015173211.1	XP_314173.1
OG0000477	XP_015190123.1	XP_313167.3, XP_313166.3, XP_003436755.1
OG0000478	XP_015182315.1	XP_320165.3
OG0000479	XP_015182767.1	XP_316228.4
OG0000480	XP_015182359.1	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4
OG0000482	XP_015181543.1	XP_320255.4
OG0000483	XP_015184934.1, XP_015184933.1	XP_311551.4, XP_311550.4, XP_559053.3
OG0000484	XP_015173280.1, XP_015173278.1	XP_321460.4, XP_321461.4
OG0000485	XP_015177478.1	XP_316898.4
OG0000486	XP_015175277.1	XP_564581.3
OG0000487	XP_015188388.1, XP_015188389.1, XP_015188390.1	XP_310954.5
OG0000488	XP_015190452.1, XP_015190451.1	XP_561157.5, XP_314246.4
OG0000489	XP_015175904.1, XP_015175906.1, XP_015175905.1, XP_015175903.1, XP_015175902.1	XP_564036.3
OG0000490	XP_015178097.1	XP_320879.4
OG0000492	XP_015188688.1	XP_001689170.1, XP_319114.3
OG0000493	XP_015177031.1, XP_015177042.1	XP_313157.5
OG0000495	XP_015182063.1	XP_001688655.1, XP_315399.4
OG0000496	XP_015186575.1	XP_001237119.2
OG0000497	XP_015190639.1, XP_015190640.1	XP_001689344.2
OG0000497	XP_015186732.1	XP_314947.4
OG0000498	XP_015175025.1, XP_015175023.1, XP_015175024.1	XP_314112.3
OG0000500	XP_015191578.1	XP_311090.5
OG0000501	XP_015181826.1	XP_310059.4
OG0000501	XP_015181954.1	XP_311103.5
OG0000502	XP_015177168.1	XP_308521.3
OG0000503	XP_015191090.1, XP_015191088.1, XP_015191087.1	XP_001237084.1, XP_001238802.1
OG0000504	XP_015172635.1	XP_314690.4, XP_318891.4
OG0000505	XP_015191857.1	XP_001689117.2
OG0000506	XP_015190400.1, XP_015175789.1, XP_015175788.1, XP_015175791.1, XP_015175790.1, XP_015175793.1	XP_314755.4
OG0000507	XP_015171471.1	XP_001238394.2, XP_001230950.3
OG0000508	XP_015183031.1	XP_320054.4
OG0000509	XP_015187013.1	XP_312654.5, XP_312655.5, XP_551967.2
OG0000510	XP_015179474.1	XP_308808.4, XP_001688096.1
OG0000512	XP_015175595.1	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2
OG0000513	XP_015175840.1	XP_552793.1
OG0000516	XP_015190498.1	XP_307965.4
OG0000517	XP_015189099.1, XP_015181380.1	XP_312302.3
OG0000518	XP_015179647.1, XP_015179648.1, XP_015179649.1	XP_308156.3, XP_001687847.1, XP_001687848.1
OG0000519	XP_015185214.1	XP_315418.4, XP_001688658.1, XP_001688657.1
OG0000520	XP_015175185.1	XP_314101.4
OG0000520	XP_015175037.1, XP_015175038.1	XP_315538.3
OG0000522	XP_015178697.1	XP_003436838.1, XP_003436837.1, XP_001238821.3
OG0000523	XP_015182265.1, XP_015182279.1, XP_015182347.1	XP_319932.4
OG0000525	XP_015184198.1, XP_015184199.1, XP_015184200.1, XP_015184201.1, XP_015184202.1	XP_313810.3
OG0000526	XP_015190607.1	XP_316916.3, XP_313700.4
OG0000527	XP_015171347.1, XP_015171348.1	XP_001687795.1
OG0000528	XP_015173596.1	XP_001689312.2, XP_320991.5, XP_550752.3
OG0000529	XP_015180779.1, XP_015174000.1	XP_317672.2
OG0000533	XP_015187513.1, XP_015187512.1	XP_309387.4
OG0000536	XP_015190937.1	XP_003436941.1
OG0000536	XP_015188262.1	XP_321152.5
OG0000537	XP_015188368.1	XP_315491.4
OG0000538	XP_015191382.1	XP_317268.4, XP_317267.4
OG0000540	XP_015188027.1	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3
OG0000543	XP_015176987.1	XP_003437124.1, XP_003437125.1, XP_316855.5
OG0000544	XP_015184916.1	XP_308971.4
OG0000545	XP_015190238.1	XP_313011.5, XP_307590.4
OG0000546	XP_015182760.1, XP_015182761.1, XP_015182762.1	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1
OG0000547	XP_015181073.1	XP_311559.3, XP_309676.3
OG0000549	XP_015189695.1, XP_015189694.1, XP_015185177.1, XP_015182055.1	XP_317762.3
OG0000551	XP_015183166.1	XP_565802.4
OG0000552	XP_015180360.1	XP_317397.3
OG0000553	XP_015171078.1, XP_015171077.1	XP_550942.3, XP_003435963.1, XP_003435964.1
OG0000554	XP_015177001.1, XP_015175654.1, XP_015175655.1	XP_313279.4
OG0000555	XP_015178478.1	XP_318655.2
OG0000556	XP_015186802.1	XP_315740.4
OG0000557	XP_015175082.1, XP_015175084.1	XP_309438.2
OG0000558	XP_015188663.1	XP_001230821.2
OG0000559	XP_015179651.1, XP_015179617.1, XP_015179643.1, XP_015179626.1, XP_015179633.1	XP_311035.4
OG0000560	XP_015179179.1, XP_015179183.1, XP_015179178.1, XP_015179180.1, XP_015179181.1, XP_015179184.1	XP_312915.3
OG0000561	XP_015174740.1	XP_308116.4, XP_003436650.1
OG0000562	XP_015186797.1	XP_311518.4
OG0000563	XP_015181608.1, XP_015181602.1	XP_320678.4
OG0000565	XP_015183282.1, XP_015172078.1	XP_558570.2, XP_001688519.1
OG0000566	XP_015184609.1, XP_015184612.1, XP_015184608.1	XP_309696.2, XP_308088.4, XP_308089.4, XP_001687840.1
OG0000567	XP_015191148.1, XP_015190709.1	XP_311354.2
OG0000568	XP_015171473.1, XP_015171472.1, XP_015171474.1	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1
OG0000569	XP_015191638.1	XP_321336.5
OG0000571	XP_015172394.1, XP_015172391.1	XP_310604.5
OG0000572	XP_015171168.1, XP_015171161.1	XP_319953.4, XP_313213.4
OG0000574	XP_015180242.1, XP_015180241.1	XP_024667097.1
OG0000575	XP_015182669.1, XP_015182785.1, XP_015182670.1	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1
OG0000576	XP_015177938.1, XP_015177939.1, XP_015177937.1	XP_555680.3, XP_317659.3
OG0000582	XP_015188411.1, XP_015188412.1	XP_315519.4
OG0000584	XP_015181615.1	XP_001237856.2, XP_003436985.1, XP_310701.5
OG0000585	XP_015174406.1, XP_015191542.1	XP_321716.4, XP_003435822.1
OG0000586	XP_015186252.1	XP_308512.4
OG0000587	XP_015186935.1, XP_015186936.1, XP_015186934.1, XP_015186938.1	XP_309520.2
OG0000588	XP_015183027.1, XP_015183026.1	XP_312032.5
OG0000589	XP_015184062.1	XP_001688736.1, XP_001688735.1, XP_315853.4
OG0000591	XP_015188885.1	XP_310353.5
OG0000591	XP_015180278.1	XP_307855.3
OG0000593	XP_015178586.1	XP_309968.4, XP_309969.4
OG0000594	XP_015174738.1	XP_310412.7
OG0000595	XP_015174684.1	XP_309498.4
OG0000595	XP_015183505.1	XP_310612.5
OG0000596	XP_015182399.1, XP_015182406.1	XP_313021.5
OG0000598	XP_015186100.1	XP_309229.4, XP_003437180.1
OG0000599	XP_015188527.1, XP_015188534.1	XP_315432.4
OG0000600	XP_015183407.1	XP_001238414.3
OG0000601	XP_015173235.1	XP_313009.1
OG0000601	XP_015173236.1	XP_313005.4
OG0000602	XP_015171451.1	XP_001689086.1, XP_318026.4
OG0000603	XP_015181038.1, XP_015181037.1	XP_561377.5, XP_313270.4
OG0000604	XP_015184462.1, XP_015184463.1	XP_312372.4, XP_003436156.1, XP_003436155.1, XP_003436158.1, XP_003436157.1
OG0000605	XP_015176873.1, XP_015176874.1	XP_557495.3, XP_001688419.2
OG0000606	XP_015175575.1, XP_015175573.1, XP_015175574.1, XP_015175571.1, XP_015175572.1	XP_003436708.1, XP_309640.5
OG0000609	XP_015189358.1	XP_319246.4
OG0000611	XP_015181298.1, XP_015181297.1, XP_015181296.1	XP_313775.4
OG0000612	XP_015179263.1	XP_317513.3
OG0000613	XP_015188507.1	XP_310601.5
OG0000614	XP_015187538.1	XP_321424.5
OG0000614	XP_015174915.1	XP_559011.3
OG0000615	XP_015181651.1, XP_015181650.1, XP_015181654.1, XP_015181653.1, XP_015181652.1, XP_015181649.1	XP_321045.5
OG0000616	XP_015184088.1, XP_015184091.1	XP_311535.4
OG0000619	XP_015190413.1, XP_015190412.1, XP_015190415.1, XP_015190414.1	XP_316024.4
OG0000620	XP_015172097.1	XP_552567.1
OG0000621	XP_015189145.1, XP_015189144.1, XP_015189143.1, XP_015189142.1	XP_311411.3
OG0000622	XP_015184720.1	XP_563974.2
OG0000623	XP_015186678.1, XP_015186677.1, XP_015186679.1	XP_321862.3
OG0000624	XP_015183343.1, XP_015183349.1	XP_001237058.2, XP_001687886.1, XP_308292.3
OG0000625	XP_015186903.1, XP_015186904.1, XP_015186905.1	XP_311150.5
OG0000626	XP_015183650.1, XP_015183649.1, XP_015183645.1, XP_015183646.1, XP_015183647.1, XP_015183648.1	XP_309478.3
OG0000627	XP_015180643.1, XP_015180644.1	XP_313991.3, XP_308941.4
OG0000628	XP_015173969.1, XP_015173968.1	XP_003435801.1, XP_321860.5
OG0000629	XP_015177997.1	XP_307949.3
OG0000630	XP_015190676.1, XP_015190549.1	XP_319210.4
OG0000631	XP_015177364.1	XP_315856.4
OG0000632	XP_015172160.1, XP_015172161.1, XP_015172162.1	XP_306246.4
OG0000633	XP_015183047.1, XP_015183046.1	XP_314784.2
OG0000634	XP_015185639.1	XP_319410.4
OG0000636	XP_015178010.1	XP_319577.4
OG0000637	XP_015173254.1	XP_310856.5
OG0000638	XP_015191322.1, XP_015191317.1	XP_562148.4
OG0000639	XP_015187910.1, XP_015187909.1, XP_015187911.1	XP_309308.4
OG0000640	XP_015186374.1	XP_003436963.1, XP_310820.4, XP_003436962.1
OG0000641	XP_015180654.1	XP_316424.3
OG0000642	XP_015181404.1, XP_015181405.1	XP_311230.3, XP_003437068.1, XP_003437069.1
OG0000643	XP_015173274.1	XP_560259.3
OG0000643	XP_015173275.1	XP_309230.3
OG0000644	XP_015188700.1, XP_015188699.1	XP_001688516.1
OG0000645	XP_015188661.1	XP_315876.4
OG0000645	XP_015175009.1	XP_001688363.2
OG0000646	XP_015172229.1	XP_003437070.1, XP_315052.4
OG0000647	XP_015187418.1, XP_015187419.1	XP_321059.2
OG0000649	XP_015182725.1, XP_015182709.1, XP_015182700.1, XP_015182718.1, XP_015182691.1	XP_314034.3, XP_001230969.2
OG0000650	XP_015177656.1	XP_320650.4
OG0000651	XP_015186623.1	XP_317650.4
OG0000651	XP_015187789.1	XP_317229.4
OG0000653	XP_015184478.1	XP_001230952.2
OG0000655	XP_015189604.1, XP_015189586.1, XP_015189599.1	XP_319245.3
OG0000656	XP_015175864.1	XP_316542.4
OG0000657	XP_015183362.1	XP_001688791.1
OG0000659	XP_015182064.1, XP_015182065.1	XP_313457.4
OG0000660	XP_015180142.1	XP_307846.2, XP_001230584.2, XP_001687822.1, XP_307847.4
OG0000661	XP_015179223.1	XP_001238041.2
OG0000662	XP_015181970.1	XP_313337.4, XP_313338.3
OG0000663	XP_015177064.1, XP_015177062.1, XP_015177068.1	XP_317433.4
OG0000664	XP_015174258.1	XP_308050.5
OG0000665	XP_015184641.1	XP_001230383.1, XP_321303.3, XP_003435929.1, XP_003435928.1, XP_551025.3, XP_313434.3, XP_003436555.1
OG0000666	XP_015190545.1, XP_015190567.1	XP_001238109.2, XP_319212.3
OG0000667	XP_015188831.1	XP_319669.4
OG0000668	XP_015189393.1	XP_001688078.1
OG0000669	XP_015186031.1	XP_309585.5
OG0000670	XP_015179260.1	XP_312110.5, XP_001688360.2, XP_308586.1, XP_312064.5, XP_001687933.1, XP_312063.2, XP_312068.4, XP_003436263.1
OG0000671	XP_015185728.1	XP_001688495.1, XP_001688496.1, XP_001688497.1, XP_558477.3, XP_001688494.1
OG0000672	XP_015176566.1, XP_015176565.1, XP_015176600.1	XP_317741.4
OG0000673	XP_015189488.1, XP_015189486.1, XP_015189489.1	XP_308041.5
OG0000674	XP_015175773.1, XP_015187094.1	XP_310408.4, XP_003436633.1, XP_003436634.1
OG0000676	XP_015176516.1	XP_317278.4
OG0000680	XP_015181835.1	XP_320630.2
OG0000681	XP_015177157.1	XP_321558.2
OG0000681	XP_015179283.1	XP_319533.2, XP_001231181.2
OG0000682	XP_015176964.1	XP_319299.4
OG0000683	XP_015178545.1	XP_319765.3
OG0000684	XP_015183369.1, XP_015183372.1	XP_001238071.2
OG0000685	XP_015186626.1	XP_319708.4
OG0000686	XP_015186259.1	XP_321442.4, XP_003435895.1
OG0000687	XP_015180013.1	XP_319825.4
OG0000688	XP_015172768.1, XP_015172770.1, XP_015172769.1, XP_015172771.1	XP_308581.3
OG0000689	XP_015173020.1	XP_314674.4, XP_314675.4
OG0000690	XP_015185113.1	XP_308564.3, XP_001688002.1
