Orthogroup	Habropoda_laboriosa	Megachile_rotundata
OG0000249	XP_017792670.1, XP_017792668.1	XP_012147526.1, XP_012147527.1, XP_012147542.1
OG0000250	XP_017788369.1	XP_012141839.1, XP_012141838.1, XP_012141836.1, XP_012141835.1
OG0000251	XP_017796631.1	XP_012146926.1
OG0000252	XP_017789685.1	XP_003708670.2, XP_012153580.1, XP_012153579.1
OG0000253	XP_017797956.1	XP_003705522.1
OG0000253	XP_017797971.1, XP_017797954.1	XP_003705520.2
OG0000254	XP_017789404.1	XP_003708223.1
OG0000255	XP_017798490.1	XP_012139723.1, XP_012139724.1
OG0000256	XP_017798011.1	XP_003705686.1
OG0000257	XP_017798701.1, XP_017798700.1, XP_017798703.1, XP_017798704.1, XP_017798699.1	XP_003699811.1, XP_012145248.1
OG0000258	XP_017791021.1	XP_012143637.1, XP_012143636.1, XP_012143634.1, XP_012143635.1
OG0000259	XP_017796780.1, XP_017796777.1, XP_017796776.1, XP_017796778.1, XP_017796779.1	XP_003701764.1
OG0000260	XP_017790206.1	XP_012140925.1, XP_012141791.1, XP_012141417.1
OG0000261	XP_017799571.1	XP_003705105.1
OG0000262	XP_017789911.1	XP_012141446.1, XP_012141447.1, XP_012141448.1
OG0000263	XP_017792920.1	XP_012146772.1
OG0000264	XP_017790243.1	XP_003706804.1
OG0000265	XP_017792850.1, XP_017792851.1	XP_003699242.1, XP_012149360.1, XP_012149168.1, XP_012149224.1
OG0000267	XP_017796412.1	XP_012136599.1, XP_003701573.1
OG0000268	XP_017799493.1	XP_012138405.1, XP_012138406.1, XP_012138408.1, XP_012138407.1, XP_003702317.1
OG0000269	XP_017794548.1, XP_017794546.1, XP_017794547.1	XP_003706673.1, XP_012148462.1
OG0000270	XP_017795077.1	XP_003705242.1
OG0000271	XP_017794217.1	XP_012153053.1, XP_012153055.1, XP_012153056.1, XP_012153054.1, XP_012153051.1, XP_012153050.1, XP_012153052.1
OG0000272	XP_017793928.1	XP_012143587.1
OG0000273	XP_017799525.1, XP_017799524.1, XP_017799522.1	XP_012138854.1, XP_012138855.1, XP_003702507.1
OG0000274	XP_017790922.1	XP_003704533.1, XP_012143457.1
OG0000275	XP_017792432.1	XP_012136137.1, XP_012136136.1, XP_012136139.1, XP_012136140.1, XP_012136138.1, XP_012136144.1, XP_012136143.1, XP_012136142.1, XP_012136141.1, XP_003708680.1
OG0000276	XP_017795898.1, XP_017795906.1	XP_012152694.1
OG0000277	XP_017789718.1, XP_017789719.1, XP_017789715.1, XP_017789720.1, XP_017789716.1, XP_017789717.1	XP_003702996.1, XP_012139887.1
OG0000278	XP_017796176.1, XP_017796175.1, XP_017796178.1, XP_017796177.1, XP_017796184.1, XP_017796183.1, XP_017796182.1, XP_017796181.1, XP_017796186.1, XP_017796185.1, XP_017796180.1	XP_012142375.1
OG0000279	XP_017789380.1, XP_017789381.1	XP_012152181.1, XP_012152180.1, XP_003708140.1
OG0000280	XP_017796495.1	XP_012147611.1, XP_012147609.1, XP_012147608.1, XP_012147610.1
OG0000281	XP_017795263.1	XP_003706282.1, XP_012147617.1
OG0000282	XP_017788367.1	XP_012141911.1, XP_012141910.1, XP_012141912.1, XP_012141913.1, XP_012141914.1, XP_012141909.1, XP_012141907.1, XP_012141908.1, XP_003703865.1
OG0000283	XP_017794884.1	XP_012142526.1, XP_003704114.1, XP_012142524.1, XP_012142527.1, XP_012142525.1
OG0000284	XP_017793542.1	XP_003708557.1, XP_012153468.1, XP_012153467.1
OG0000285	XP_017787925.1	XP_003699608.1
OG0000286	XP_017798374.1	XP_012154241.1, XP_003700419.1, XP_012154242.1
OG0000287	XP_017798046.1	XP_003705682.1, XP_012146272.1
OG0000288	XP_017795523.1	XP_003700371.1
OG0000289	XP_017798582.1	XP_012139726.1, XP_012139725.1, XP_003702817.1
OG0000290	XP_017791652.1	XP_003702393.1, XP_012138556.1, XP_012138559.1, XP_012138552.1, XP_012138553.1, XP_012138550.1, XP_012138551.1, XP_012138545.1, XP_012138554.1, XP_012138555.1, XP_012138549.1, XP_012138548.1, XP_012138558.1, XP_012138547.1
OG0000291	XP_017795689.1, XP_017795690.1	XP_003702122.1
OG0000292	XP_017787467.1	XP_012138377.1, XP_012138380.1, XP_012138379.1, XP_012138382.1, XP_012138381.1, XP_003702251.1
OG0000293	XP_017794181.1	XP_003708059.1, XP_012151917.1, XP_012151918.1, XP_012151919.1
OG0000294	XP_017798356.1	XP_003705404.1
OG0000295	XP_017798876.1	XP_012141054.1, XP_003703438.1
OG0000296	XP_017798854.1	XP_012141148.1
OG0000297	XP_017790169.1	XP_012141111.1
OG0000298	XP_017788782.1	XP_012142874.1
OG0000299	XP_017794371.1	XP_012150636.1, XP_012150635.1
OG0000300	XP_017789601.1	XP_012143146.1, XP_012143151.1
OG0000301	XP_017792528.1	XP_003706965.2
OG0000302	XP_017796651.1	XP_003705898.1, XP_012146893.1, XP_012146892.1, XP_012146891.1, XP_012146894.1
OG0000303	XP_017787512.1, XP_017787511.1, XP_017787509.1, XP_017787510.1, XP_017787505.1	XP_012135873.1, XP_012135875.1
OG0000304	XP_017798488.1	XP_012146264.1
OG0000305	XP_017790766.1	XP_012145591.1
OG0000306	XP_017798013.1, XP_017798014.1	XP_003705529.1, XP_012145887.1
OG0000307	XP_017796742.1	XP_003706109.1
OG0000308	XP_017799348.1	XP_012147844.1
OG0000309	XP_017799373.1	XP_003707993.1, XP_012151646.1
OG0000310	XP_017797132.1, XP_017797072.1	XP_003706389.1
OG0000311	XP_017798823.1	XP_003703636.1
OG0000312	XP_017797440.1, XP_017797942.1	XP_012147130.1
OG0000313	XP_017790933.1	XP_003704846.1
OG0000314	XP_017790272.1	XP_012138725.1, XP_012138718.1, XP_012138710.1
OG0000316	XP_017793237.1	XP_003705773.1, XP_012146496.1, XP_012146495.1, XP_012146497.1
OG0000317	XP_017793167.1	XP_012135338.1, XP_012135339.1, XP_012135341.1, XP_012135337.1, XP_012135336.1, XP_012135335.1, XP_012135334.1, XP_003701022.1, XP_012135340.1
OG0000318	XP_017791479.1	XP_012146187.1, XP_003705664.1
OG0000319	XP_017798161.1	XP_012147417.1, XP_012147416.1
OG0000320	XP_017792101.1	XP_012152409.1
OG0000320	XP_017795705.1	XP_012148632.1, XP_012145428.1
OG0000321	XP_017793698.1	XP_003705555.2, XP_012145928.1, XP_003706752.1, XP_012145922.1, XP_012150572.1, XP_012148634.1, XP_012148635.1, XP_012152076.1
OG0000322	XP_017789938.1	XP_012148419.1, XP_012151876.1, XP_012144558.1
OG0000322	XP_017796951.1	XP_012147629.1
OG0000323	XP_017798115.1	XP_003705303.1
OG0000324	XP_017790126.1	XP_012136018.1, XP_012136019.1, XP_012136020.1, XP_012136016.1, XP_012136017.1, XP_012136015.1, XP_003701339.1
OG0000325	XP_017796219.1	XP_003708252.2
OG0000326	XP_017798760.1	XP_003702879.1, XP_012139396.1, XP_012139397.1
OG0000327	XP_017797731.1	XP_012152006.1, XP_012152007.1, XP_012152008.1, XP_012152009.1, XP_003708091.1
OG0000328	XP_017799559.1	XP_003706446.1
OG0000329	XP_017796665.1, XP_017796657.1	XP_003703047.1, XP_012139953.1
OG0000330	XP_017788913.1	XP_012142949.1
OG0000331	XP_017794693.1	XP_003701955.1
OG0000332	XP_017790040.1, XP_017790038.1, XP_017790039.1	XP_012141409.1, XP_003703532.1
OG0000333	XP_017797645.1	XP_012137107.1, XP_012137109.1, XP_012137110.1, XP_012137108.1, XP_003701751.1
OG0000334	XP_017794702.1	XP_012145769.1, XP_012145767.1, XP_012145766.1, XP_012145768.1
OG0000335	XP_017793772.1	XP_003700636.1
OG0000336	XP_017794988.1	XP_012152837.1, XP_012152859.1, XP_012152833.1, XP_012152852.1, XP_012152845.1, XP_012152866.1
OG0000337	XP_017788630.1	XP_003699914.1
OG0000339	XP_017795448.1, XP_017795447.1	XP_012143277.1, XP_012143284.1, XP_012143300.1, XP_003699782.1
OG0000340	XP_017794025.1	XP_012135653.1
OG0000341	XP_017793661.1	XP_012145091.1, XP_012145093.1, XP_003705216.1, XP_012145090.1
OG0000342	XP_017798574.1	XP_003702782.1, XP_012139606.1, XP_012139604.1, XP_012139607.1
OG0000343	XP_017789927.1	XP_003706929.1, XP_012149372.1, XP_012149371.1
OG0000344	XP_017795573.1	XP_012143303.1
OG0000345	XP_017794527.1, XP_017794528.1, XP_017794529.1, XP_017794530.1	XP_012149683.1, XP_003700130.1, XP_012149672.1
OG0000347	XP_017792090.1	XP_003702097.1
OG0000348	XP_017790082.1, XP_017790084.1	XP_012137646.1, XP_012137640.1
OG0000349	XP_017796898.1	XP_012139018.1
OG0000350	XP_017793056.1	XP_003700582.1
OG0000351	XP_017792969.1	XP_003699339.1
OG0000352	XP_017788680.1	XP_012134664.1, XP_012134663.1, XP_012134661.1, XP_012134660.1, XP_012134659.1, XP_012134658.1, XP_012134665.1, XP_003700783.1
OG0000353	XP_017799217.1	XP_003706394.1
OG0000355	XP_017792136.1	XP_012150339.1
OG0000356	XP_017788619.1	XP_003707364.1
OG0000357	XP_017788600.1, XP_017788599.1	XP_012144930.1, XP_003705151.1
OG0000358	XP_017797725.1	XP_012139833.1, XP_012139834.1
OG0000360	XP_017799297.1	XP_003705061.1
OG0000361	XP_017797135.1	XP_012144054.1
OG0000361	XP_017787787.1	XP_012144057.1, XP_012144064.1
OG0000362	XP_017797990.1	XP_012145905.1, XP_012145914.1, XP_012145908.1, XP_012145909.1, XP_012145906.1, XP_012145907.1, XP_003705537.1, XP_012145913.1, XP_012145911.1, XP_012145912.1, XP_012145903.1, XP_012145904.1
OG0000363	XP_017794059.1	XP_012138798.1, XP_012138799.1
OG0000364	XP_017789694.1	XP_012145582.1, XP_012145587.1, XP_012145586.1, XP_012145585.1, XP_012145590.1, XP_012145581.1, XP_012145584.1, XP_012145583.1
OG0000365	XP_017791372.1	XP_012136054.1
OG0000366	XP_017789846.1	XP_012143007.1
OG0000367	XP_017794682.1	XP_003706114.1
OG0000368	XP_017799294.1	XP_012141615.1
OG0000369	XP_017796433.1	XP_012136410.1, XP_012136416.1, XP_012136415.1, XP_012136412.1, XP_012136411.1, XP_012136414.1, XP_012136413.1, XP_012136408.1, XP_012136409.1
OG0000370	XP_017790008.1	XP_003699188.2
OG0000371	XP_017798424.1	XP_012154342.1, XP_012154341.1, XP_012154340.1, XP_012154339.1, XP_012154343.1
OG0000372	XP_017796065.1	XP_012137394.1, XP_012137395.1, XP_003701894.1
OG0000373	XP_017797471.1	XP_012146759.1, XP_012146762.1, XP_012146726.1, XP_012146725.1, XP_012146727.1, XP_012146761.1
OG0000375	XP_017793149.1	XP_012154264.1
OG0000376	XP_017791999.1	XP_003703189.1
OG0000377	XP_017791614.1, XP_017791613.1	XP_012138539.1, XP_003699502.1, XP_012138557.1, XP_012138546.1, XP_012138564.1
OG0000378	XP_017791029.1	XP_012144020.1
OG0000379	XP_017796785.1	XP_003701747.1
OG0000379	XP_017787928.1	XP_003706328.1
OG0000380	XP_017796498.1, XP_017796497.1	XP_003701479.1
OG0000381	XP_017792307.1	XP_012148330.1
OG0000382	XP_017794882.1	XP_003703522.1
OG0000383	XP_017787604.1	XP_012134804.1
OG0000384	XP_017788567.1	XP_003701958.1, XP_012137518.1, XP_012137519.1, XP_012137520.1
OG0000385	XP_017794716.1	XP_012137581.1, XP_003701965.1
OG0000386	XP_017787503.1	XP_003701161.1
OG0000387	XP_017789972.1	XP_003699194.1
OG0000388	XP_017788864.1	XP_012142780.1
OG0000389	XP_017798453.1, XP_017798452.1	XP_012154253.1, XP_003700424.1
OG0000390	XP_017788957.1, XP_017788956.1, XP_017788955.1	XP_003704346.1
OG0000391	XP_017793293.1	XP_012138624.1, XP_012138621.1, XP_012138622.1, XP_012138625.1, XP_012138620.1
OG0000392	XP_017790768.1, XP_017790776.1	XP_003699198.1, XP_012138000.1, XP_012138045.1
OG0000393	XP_017789806.1	XP_003706913.1, XP_012149325.1
OG0000394	XP_017789228.1	XP_003699955.1, XP_012148056.1
OG0000395	XP_017791408.1	XP_003704986.1
OG0000396	XP_017792356.1	XP_003702038.1, XP_012137929.1, XP_012137930.1, XP_012137927.1, XP_012137928.1
OG0000397	XP_017794957.1, XP_017794955.1	XP_003704122.1, XP_012142456.1
OG0000398	XP_017792204.1	XP_012149989.1
OG0000399	XP_017799365.1, XP_017799364.1, XP_017799366.1	XP_012141726.1, XP_012141725.1
OG0000400	XP_017799149.1	XP_003705040.1
OG0000401	XP_017799552.1	XP_003703610.1
OG0000402	XP_017788121.1	XP_012142153.1, XP_012142152.1, XP_012142151.1, XP_003703973.1
OG0000404	XP_017787665.1	XP_012149693.1
OG0000405	XP_017796858.1	XP_012153717.1, XP_012153716.1, XP_012153715.1, XP_012153714.1, XP_003700293.1, XP_012153718.1, XP_012153719.1
OG0000406	XP_017788373.1	XP_012136781.1
OG0000407	XP_017791448.1	XP_003705715.1
OG0000408	XP_017789663.1	XP_012146106.1
OG0000409	XP_017798930.1	XP_012141492.1, XP_003703548.1
OG0000410	XP_017791270.1	XP_012144747.1, XP_012144749.1, XP_003705112.1
OG0000411	XP_017799436.1	XP_003700087.2, XP_003699993.2, XP_003708666.1
OG0000412	XP_017790875.1	XP_012149378.1, XP_012149382.1
OG0000413	XP_017793134.1	XP_003699355.1
OG0000414	XP_017793821.1, XP_017797088.1, XP_017795986.1, XP_017791946.1, XP_017797041.1, XP_017797102.1	XP_012135049.1, XP_012145365.1
OG0000415	XP_017793074.1	XP_003699272.2
OG0000416	XP_017794888.1, XP_017794887.1, XP_017794889.1	XP_012150998.1
OG0000417	XP_017788986.1, XP_017788981.1	XP_012140389.1
OG0000418	XP_017789845.1	XP_003704387.2
OG0000419	XP_017793279.1, XP_017793280.1, XP_017793281.1	XP_003705779.1
OG0000420	XP_017799092.1	XP_012151688.1, XP_012151687.1
OG0000421	XP_017793483.1	XP_003700573.1, XP_012154517.1
OG0000422	XP_017792345.1	XP_003702054.1
OG0000423	XP_017790844.1, XP_017790842.1	XP_003702635.1, XP_012139198.1, XP_012139197.1, XP_012139199.1, XP_012139196.1, XP_012139195.1
OG0000424	XP_017788135.1, XP_017788134.1	XP_003706121.1, XP_012147314.1, XP_012147313.1, XP_012147312.1
OG0000425	XP_017797024.1	XP_012153574.1, XP_012148630.1, XP_012145926.1, XP_012144350.1, XP_012137700.1, XP_012151854.1, XP_012148622.1
OG0000426	XP_017788629.1	XP_003707314.1
OG0000427	XP_017798518.1	XP_012139520.1, XP_012139518.1, XP_012139519.1
OG0000428	XP_017787356.1	XP_003702318.1
OG0000428	XP_017797921.1	XP_012138419.1
OG0000429	XP_017795294.1, XP_017795317.1	XP_012146364.1
OG0000430	XP_017788513.1	XP_012149505.1, XP_012149510.1
OG0000431	XP_017798671.1	XP_012139696.1, XP_012139694.1, XP_012139695.1, XP_003702944.1
OG0000432	XP_017793254.1	XP_012147700.1, XP_012147701.1, XP_012147702.1, XP_003706331.1
OG0000433	XP_017794051.1	XP_003701242.1
OG0000434	XP_017794992.1	XP_012142550.1, XP_012142543.1
OG0000436	XP_017792802.1	XP_003700512.1
OG0000437	XP_017791205.1	XP_012135755.1, XP_012135756.1
OG0000438	XP_017793114.1	XP_003706526.1
OG0000439	XP_017797071.1	XP_003707140.1, XP_012149518.1
OG0000440	XP_017791924.1	XP_012153937.1, XP_012153932.1
OG0000441	XP_017798355.1	XP_012154176.1
OG0000443	XP_017790180.1	XP_003703446.1
OG0000444	XP_017788008.1	XP_012149602.1, XP_012149603.1, XP_012149601.1, XP_012149605.1, XP_003707125.1
OG0000445	XP_017788829.1	XP_003704206.1
OG0000446	XP_017789786.1	XP_012137392.1, XP_012137391.1, XP_012137393.1, XP_012137388.1, XP_012137387.1, XP_012137390.1, XP_012137389.1, XP_003701896.1
OG0000449	XP_017789131.1	XP_012140704.1, XP_012140703.1, XP_012140702.1, XP_012140700.1, XP_012140701.1, XP_003703286.1
OG0000450	XP_017793235.1	XP_003705691.1
OG0000451	XP_017797688.1	XP_003708299.1
OG0000452	XP_017792600.1, XP_017792601.1	XP_003704685.1, XP_012143794.1
OG0000453	XP_017791124.1	XP_003705100.1, XP_012144875.1, XP_012144877.1
OG0000454	XP_017795595.1, XP_017795597.1, XP_017795596.1, XP_017795598.1	XP_012154573.1, XP_012154575.1, XP_012154571.1, XP_012154572.1, XP_003700629.1, XP_012154574.1
OG0000455	XP_017792421.1	XP_003700700.2, XP_012134602.1
OG0000456	XP_017793388.1	XP_012147656.1
OG0000457	XP_017793490.1	XP_003699290.1
OG0000458	XP_017791968.1, XP_017791969.1, XP_017791967.1	XP_012134975.1
OG0000459	XP_017798124.1	XP_003706174.1
OG0000460	XP_017790747.1	XP_003707337.1
OG0000461	XP_017787809.1	XP_012140064.1
OG0000462	XP_017798283.1	XP_003708394.2
OG0000463	XP_017787653.1	XP_012147958.1, XP_012147957.1, XP_003706375.1
OG0000464	XP_017798819.1	XP_012144581.1, XP_003699829.1
OG0000465	XP_017795463.1	XP_003701041.1, XP_003699767.1
OG0000466	XP_017790128.1, XP_017790129.1, XP_017790130.1	XP_012147772.1, XP_012147771.1, XP_012147770.1, XP_012147769.1, XP_003706340.1, XP_012147773.1
OG0000467	XP_017794344.1	XP_003707632.1, XP_012150629.1
OG0000468	XP_017787953.1	XP_012145803.1, XP_012145804.1, XP_012145805.1, XP_012145806.1, XP_012145807.1, XP_003705511.1
OG0000470	XP_017790920.1	XP_012138910.1, XP_012138911.1
OG0000471	XP_017796879.1	XP_012143185.1, XP_012143186.1, XP_003704457.1
OG0000472	XP_017795650.1	XP_012145173.1, XP_012145174.1
OG0000473	XP_017797575.1	XP_012140751.1
OG0000474	XP_017791166.1	XP_012135759.1, XP_003701124.1
OG0000475	XP_017789934.1	XP_012137652.1, XP_012137653.1, XP_012137656.1, XP_012137657.1, XP_012137654.1, XP_012137655.1, XP_012137651.1
OG0000476	XP_017788995.1	XP_012142802.1, XP_003704181.1
OG0000477	XP_017794629.1	XP_003706290.1, XP_003706289.1
OG0000478	XP_017794910.1	XP_003705398.1
OG0000479	XP_017787706.1	XP_003700273.1
OG0000479	XP_017787697.1	XP_012153877.1, XP_012153876.1, XP_012153875.1, XP_012153878.1
OG0000480	XP_017790812.1	XP_003700353.2
OG0000481	XP_017794335.1	XP_003707584.1
OG0000482	XP_017794448.1	XP_012135142.1
OG0000483	XP_017789362.1	XP_003699201.1
OG0000485	XP_017795844.1	XP_012150982.1, XP_012145355.1, XP_012146049.1, XP_012143887.1, XP_012138507.1, XP_012145059.1
OG0000487	XP_017793455.1	XP_012140272.1
OG0000488	XP_017798803.1, XP_017798801.1, XP_017798804.1	XP_003702963.1
OG0000490	XP_017799391.1, XP_017799392.1	XP_012151824.1
OG0000491	XP_017792675.1	XP_003704047.1
OG0000491	XP_017792656.1	XP_012142317.1
OG0000492	XP_017794533.1	XP_003701703.1
OG0000492	XP_017794504.1	XP_003701707.1
OG0000493	XP_017789464.1	XP_003699932.1
OG0000495	XP_017795762.1	XP_012143050.1, XP_003704410.1
OG0000496	XP_017793845.1	XP_012143581.1
OG0000497	XP_017790089.1	XP_012149221.1, XP_003706892.1
OG0000498	XP_017789142.1	XP_012140790.1
OG0000499	XP_017789284.1	XP_012150946.1, XP_003707680.1, XP_012150945.1
OG0000500	XP_017787650.1	XP_003707178.1
OG0000501	XP_017795725.1	XP_003700157.1, XP_012151844.1, XP_012151837.1
OG0000502	XP_017789976.1, XP_017792634.1	XP_003705747.2
OG0000503	XP_017794095.1	XP_012150491.1, XP_012150495.1, XP_012150494.1, XP_012150492.1, XP_012150496.1, XP_003707513.1, XP_012150490.1, XP_012150488.1, XP_012150489.1, XP_012150487.1
OG0000505	XP_017799037.1, XP_017799036.1	XP_003707941.2
OG0000506	XP_017794013.1	XP_012135707.1, XP_012135709.1, XP_012135708.1
OG0000507	XP_017791059.1, XP_017791060.1	XP_003705718.1
OG0000508	XP_017787983.1	XP_012139404.1, XP_012139405.1, XP_003702887.1, XP_012139401.1, XP_012139402.1, XP_012139400.1, XP_012139403.1
OG0000509	XP_017791216.1	XP_012150836.1, XP_012150835.1
OG0000510	XP_017795275.1	XP_003706272.1, XP_012147618.1, XP_012147619.1
OG0000511	XP_017790819.1	XP_012150280.1, XP_012150279.1
OG0000512	XP_017792306.1	XP_003702047.1
OG0000513	XP_017792710.1	XP_012138484.1, XP_003702360.2
OG0000514	XP_017787820.1, XP_017787821.1, XP_017787822.1	XP_003704625.1, XP_012143713.1
OG0000515	XP_017798306.1	XP_012154246.1, XP_012154247.1, XP_003700497.1
OG0000516	XP_017788586.1	XP_003705144.1
OG0000517	XP_017787441.1, XP_017787440.1, XP_017787439.1	XP_012135834.1, XP_003701138.1
OG0000518	XP_017791529.1	XP_012153302.1, XP_012153329.1, XP_012153308.1, XP_012153323.1, XP_012153317.1
OG0000519	XP_017797313.1	XP_003704830.1, XP_012144283.1, XP_012144282.1
OG0000520	XP_017790691.1	XP_012150132.1, XP_003707298.1, XP_012150131.1
OG0000521	XP_017795466.1	XP_003701067.1
OG0000522	XP_017798592.1, XP_017798593.1, XP_017797116.1	XP_003702958.1
OG0000524	XP_017794086.1	XP_003702476.1
OG0000525	XP_017788491.1	XP_012152035.1, XP_003708102.1
OG0000526	XP_017796099.1	XP_003705203.1
OG0000527	XP_017796060.1	XP_003705252.1
OG0000528	XP_017795586.1	XP_012152695.1
OG0000529	XP_017787599.1	XP_012134858.1
OG0000530	XP_017793803.1, XP_017793804.1	XP_003699212.1
OG0000531	XP_017793347.1	XP_012154376.1
OG0000531	XP_017793346.1	XP_003700547.1
OG0000532	XP_017798007.1	XP_012148014.1
OG0000533	XP_017796482.1	XP_012136668.1, XP_012136667.1, XP_012136665.1, XP_012136669.1
OG0000534	XP_017798173.1	XP_012152767.1, XP_012152770.1, XP_012152769.1, XP_012152771.1, XP_012152765.1, XP_012152768.1
OG0000535	XP_017792187.1, XP_017792186.1	XP_012139103.1, XP_012139104.1, XP_012139105.1
OG0000536	XP_017794568.1	XP_012148464.1
OG0000537	XP_017798974.1	XP_003707873.1
OG0000538	XP_017799376.1	XP_012141674.1
OG0000539	XP_017794164.1	XP_012153095.1, XP_012153094.1
OG0000540	XP_017796269.1	XP_003704991.2
OG0000541	XP_017790072.1	XP_012146110.1
OG0000541	XP_017790071.1	XP_012146111.1
OG0000542	XP_017790591.1	XP_012148168.1, XP_012148169.1
OG0000543	XP_017790741.1	XP_003699197.1
OG0000545	XP_017788037.1	XP_012139352.1, XP_012139358.1
OG0000546	XP_017791847.1	XP_003704777.1
OG0000547	XP_017791206.1	XP_012137152.1, XP_012137153.1, XP_012137151.1
OG0000548	XP_017799163.1, XP_017799162.1	XP_003707906.1, XP_012151700.1
OG0000549	XP_017789722.1	XP_012137218.1
OG0000550	XP_017796142.1	XP_012147200.1
OG0000551	XP_017795146.1	XP_012141797.1, XP_012141800.1, XP_012141798.1, XP_012141799.1
OG0000552	XP_017795579.1	XP_012154050.1, XP_012154054.1
OG0000553	XP_017797595.1	XP_012145710.1, XP_012145715.1, XP_012145714.1, XP_012145712.1, XP_012145711.1
OG0000554	XP_017787794.1, XP_017787795.1	XP_012143664.1
OG0000555	XP_017790927.1	XP_003706264.1
OG0000556	XP_017795082.1	XP_003704897.1, XP_012144236.1, XP_012144237.1
OG0000557	XP_017791612.1	XP_012144347.1
OG0000558	XP_017792000.1	XP_012148993.1, XP_012148994.1, XP_003706990.2
OG0000559	XP_017793419.1	XP_012148930.1
OG0000560	XP_017792954.1	XP_003700562.1
OG0000561	XP_017789582.1	XP_003701996.1
OG0000562	XP_017792425.1	XP_012144364.1
OG0000563	XP_017795776.1	XP_012143051.1
OG0000564	XP_017794794.1	XP_003699630.1
