Orthogroup	Habropoda_laboriosa	Apis_mellifera
OG0000350	XP_017793056.1	XP_006570342.1, XP_392786.2
OG0000351	XP_017792969.1	XP_006570411.1
OG0000352	XP_017788680.1	XP_006570965.1
OG0000353	XP_017799217.1	XP_006571180.1
OG0000354	XP_017799064.1	XP_006571243.1
OG0000355	XP_017792136.1	XP_016767588.2, XP_016767587.2, XP_026296397.1, XP_016767589.2, XP_016767593.2, XP_016767592.2, XP_016767590.2
OG0000356	XP_017788619.1	XP_016767764.1
OG0000357	XP_017788600.1, XP_017788599.1	XP_016767931.1
OG0000358	XP_017797725.1	XP_026300699.1, XP_026300700.1, XP_016771829.2
OG0000359	XP_017796735.1	XP_016771932.2
OG0000360	XP_017799297.1	XP_026295907.1, XP_016772842.1, XP_016772846.1, XP_016772841.1, XP_026295911.1, XP_026295914.1
OG0000361	XP_017797135.1, XP_017787786.1	XP_026297620.1
OG0000362	XP_017797990.1	XP_026298056.1
OG0000363	XP_017794059.1	XP_026298090.1
OG0000364	XP_017789694.1	XP_026299447.1
OG0000365	XP_017791372.1	XP_026300187.1
OG0000367	XP_017794682.1	XP_026300876.1, XP_026300875.1, XP_026300874.1, XP_026300873.1
OG0000368	XP_017799294.1	XP_026302090.1
OG0000369	XP_017796433.1	XP_393488.4
OG0000370	XP_017790008.1	XP_395253.2
OG0000371	XP_017798424.1	XP_397228.2
OG0000372	XP_017796065.1	XP_625126.3
OG0000375	XP_017793149.1	NP_001229362.1
OG0000376	XP_017791999.1	NP_001229369.1
OG0000377	XP_017791614.1, XP_017791613.1	XP_001119898.1
OG0000378	XP_017791029.1	XP_016767761.1, XP_001120426.2
OG0000379	XP_017796785.1	XP_001122230.1
OG0000380	XP_017796498.1, XP_017796497.1	XP_006568865.1, XP_001122316.2
OG0000381	XP_017792307.1	XP_006570133.1, XP_001122688.2
OG0000382	XP_017794882.1	XP_001122957.2
OG0000383	XP_017787604.1	XP_006565335.1, XP_001123319.2
OG0000384	XP_017788567.1	XP_003249075.1
OG0000385	XP_017794716.1	XP_006559354.2, XP_006559353.2, XP_006559352.2, XP_006559351.2, XP_006559350.2, XP_003249471.2
OG0000386	XP_017787503.1	XP_003250487.1, XP_006564676.1, XP_006564675.1
OG0000387	XP_017789972.1	XP_003250785.1
OG0000388	XP_017788864.1	XP_016771262.2, XP_026300650.1, XP_006558563.2, XP_006558564.2, XP_006558562.2, XP_016771264.2
OG0000389	XP_017798453.1, XP_017798452.1	XP_026301500.1, XP_006559446.1
OG0000390	XP_017788957.1, XP_017788956.1, XP_017788955.1	XP_006560473.1, XP_623685.1
OG0000391	XP_017793293.1	XP_006563366.1
OG0000392	XP_017790768.1, XP_017790776.1	XP_006566068.1
OG0000393	XP_017789806.1	XP_006566169.1, XP_026299092.1
OG0000394	XP_017789228.1	XP_006566519.1, XP_016770274.1, XP_006566518.1
OG0000395	XP_017791408.1	XP_006566942.2
OG0000396	XP_017792356.1	XP_006569593.1
OG0000397	XP_017794957.1, XP_017794955.1	XP_006570258.1, XP_625164.1
OG0000398	XP_017792204.1	XP_026296777.1, XP_016767777.2, XP_006570272.2
OG0000399	XP_017799365.1, XP_017799364.1, XP_017799366.1	XP_006570894.1, XP_006570895.1
OG0000400	XP_017799149.1	XP_016773414.1, XP_006571183.1
OG0000401	XP_017799552.1	XP_026298243.1, XP_393065.4, XP_006572034.2, XP_006572035.2
OG0000402	XP_017788121.1	XP_016766945.1
OG0000405	XP_017796858.1	XP_026294819.1, XP_026294820.1
OG0000406	XP_017788373.1	XP_026294864.1, XP_026294874.1, XP_026294873.1
OG0000407	XP_017791448.1	XP_026297000.1, XP_026296999.1, XP_026296998.1
OG0000408	XP_017789663.1	XP_026297064.1
OG0000409	XP_017798930.1	XP_026297968.1
OG0000410	XP_017791270.1	XP_026298087.1
OG0000411	XP_017799436.1	XP_026298750.1, XP_026298586.1, XP_026298587.1
OG0000412	XP_017790875.1	XP_026298971.1, XP_026298970.1
OG0000413	XP_017793134.1	XP_026299519.1
OG0000414	XP_017793821.1, XP_017797088.1, XP_017795986.1, XP_017791946.1, XP_017797041.1, XP_017797102.1	XP_026299610.1
OG0000415	XP_017793074.1	XP_026299760.1
OG0000416	XP_017794888.1, XP_017794887.1, XP_017794889.1	XP_026300186.1
OG0000417	XP_017788986.1, XP_017788981.1	XP_026300368.1, XP_026300367.1, XP_026300363.1, XP_026300372.1
OG0000418	XP_017789845.1	XP_026300389.1
OG0000419	XP_017793279.1, XP_017793280.1, XP_017793281.1	XP_026300888.1, XP_394882.2
OG0000420	XP_017799092.1	XP_026301949.1
OG0000421	XP_017793483.1	XP_392845.4
OG0000422	XP_017792345.1	XP_394670.3
OG0000423	XP_017790844.1, XP_017790842.1	XP_395525.3
OG0000424	XP_017788135.1, XP_017788134.1	XP_624930.1
OG0000426	XP_017788631.1	NP_001011574.1
OG0000427	XP_017798518.1	NP_001013024.1, XP_006565650.1
OG0000428	XP_017787356.1	XP_026302166.1, NP_001091702.1
OG0000428	XP_017797921.1	XP_006568756.2, NP_001073563.2
OG0000429	XP_017795294.1, XP_017795317.1	XP_026295220.1, NP_001128300.1, XP_026295217.1
OG0000430	XP_017788513.1	XP_026298560.1, XP_006557270.1, NP_001135908.1
OG0000431	XP_017798671.1	XP_001120242.1, XP_006564978.1
OG0000432	XP_017793254.1	XP_006571825.1, XP_001120557.1
OG0000433	XP_017794103.1	XP_006564601.1
OG0000433	XP_017794051.1	XP_001120684.2
OG0000434	XP_017794992.1	XP_006560860.2, XP_001120901.3
OG0000436	XP_017792802.1	XP_001122652.2
OG0000437	XP_017791205.1	XP_003249531.1
OG0000438	XP_017793114.1	XP_003250310.2
OG0000439	XP_017797071.1	XP_003251001.1
OG0000440	XP_017791924.1	XP_006569556.2, XP_003251401.2
OG0000441	XP_017798355.1	XP_016772603.2, XP_006557792.2, XP_026301494.1
OG0000443	XP_017790180.1	XP_006559900.1
OG0000444	XP_017788008.1	XP_006560273.1
OG0000445	XP_017788829.1	XP_396991.5, XP_006560484.2, XP_006560483.2
OG0000446	XP_017789786.1	XP_016767858.1, XP_006561126.1, XP_006561128.1, XP_016767856.1
OG0000447	XP_017791395.1	XP_006562334.1
OG0000448	XP_017794730.1	XP_006562364.1, XP_006562363.1, XP_392000.1
OG0000449	XP_017789131.1	XP_006562485.1, XP_006562486.1, XP_026297116.1
OG0000450	XP_017793235.1	XP_006562818.1, XP_623089.2, XP_006562819.1
OG0000451	XP_017797688.1	XP_395781.2, XP_006563130.1
OG0000452	XP_017792600.1, XP_017792601.1	XP_006563206.1, XP_006563207.1
OG0000453	XP_017791124.1	XP_006563839.1
OG0000454	XP_017795595.1, XP_017795597.1, XP_017795596.1, XP_017795598.1	XP_392727.4, XP_006564460.2
OG0000455	XP_017792421.1	XP_006565218.1
OG0000456	XP_017793388.1	XP_006566644.1
OG0000457	XP_017793490.1	XP_006566764.2, XP_006566763.2, XP_006566762.2, XP_006566761.2, XP_026299796.1
OG0000458	XP_017791968.1, XP_017791969.1, XP_017791967.1	XP_393160.1, XP_006567191.1, XP_006567190.1
OG0000459	XP_017798124.1	XP_006567236.1, XP_006567234.1
OG0000460	XP_017790747.1	XP_006567884.1, XP_006567883.1
OG0000461	XP_017787809.1	XP_006568423.1, XP_016768724.1, XP_392631.2, XP_006568424.1
OG0000462	XP_017798283.1	XP_006569397.1, XP_624593.1
OG0000463	XP_017787653.1	XP_006571560.1, XP_006571562.1, XP_623241.1, XP_006571561.1
OG0000464	XP_017798819.1	XP_006572373.1, XP_392665.3
OG0000465	XP_017795463.1	XP_006572525.1
OG0000466	XP_017790128.1, XP_017790129.1, XP_017790130.1	XP_016767919.1
OG0000467	XP_017794344.1	XP_016769630.2, XP_026298509.1, XP_026298510.1
OG0000468	XP_017787953.1	XP_016772038.1
OG0000469	XP_017799350.1, XP_017799349.1, XP_017799353.1, XP_017799351.1, XP_017799352.1	XP_016773222.2
OG0000470	XP_017790920.1	XP_026295288.1, XP_026295289.1
OG0000471	XP_017796879.1	XP_026296060.1
OG0000472	XP_017795650.1	XP_026296689.1
OG0000473	XP_017797575.1	XP_026297184.1
OG0000473	XP_017797598.1	XP_026297088.1
OG0000474	XP_017791166.1	XP_026298349.1, XP_396698.3
OG0000475	XP_017789934.1	XP_026299125.1
OG0000476	XP_017788995.1	XP_026300478.1
OG0000477	XP_017794629.1	XP_026300764.1
OG0000478	XP_017794910.1	XP_026301533.1
OG0000479	XP_017787706.1, XP_017787697.1	XP_026302052.1
OG0000480	XP_017790812.1	XP_394551.1
OG0000481	XP_017794335.1	XP_396237.5
OG0000483	XP_017789362.1	XP_624525.3
OG0000487	XP_017797131.1	XP_006558427.2
OG0000487	XP_017793455.1	XP_026298412.1, NP_001014994.1
OG0000488	XP_017798803.1, XP_017798801.1, XP_017798804.1	XP_006564868.1, NP_001127699.1
OG0000489	XP_017797237.1	XP_026295739.1
OG0000490	XP_017799391.1, XP_017799392.1	NP_001177849.1, XP_006572276.1
OG0000491	XP_017792675.1	NP_001257747.1
OG0000491	XP_017792656.1	NP_001257746.1
OG0000492	XP_017794533.1	XP_001119884.1
OG0000492	XP_017794504.1	XP_001120194.1
OG0000494	XP_017791768.1, XP_017791767.1, XP_017791766.1	XP_001120016.1, XP_026298822.1
OG0000495	XP_017795762.1	XP_001120306.1
OG0000496	XP_017793845.1	XP_001120690.1
OG0000497	XP_017790089.1	XP_001121067.3, XP_016769870.2
OG0000498	XP_017789142.1	XP_006565394.1, XP_001121094.1, XP_026297302.1
OG0000499	XP_017789284.1	XP_006566543.1, XP_001121442.1
OG0000500	XP_017787650.1	XP_001121565.2
OG0000501	XP_017795725.1	XP_006567506.1, XP_001122104.1
OG0000502	XP_017789976.1, XP_017792634.1	XP_001122238.2, XP_016770708.1, XP_006566607.1, XP_006566608.1
OG0000503	XP_017794095.1	XP_001122245.1, XP_006564576.1
OG0000505	XP_017799037.1, XP_017799036.1	XP_006570777.1, XP_016771428.1, XP_016771429.1, XP_001122616.1
OG0000506	XP_017794013.1	XP_001123354.1, XP_016768842.1
OG0000507	XP_017791059.1, XP_017791060.1	XP_003249336.1, XP_006558661.1, XP_006558659.1, XP_006558660.1
OG0000508	XP_017787983.1	XP_006560292.1, XP_006560293.1, XP_016771898.1, XP_003249657.1
OG0000509	XP_017791216.1	XP_003249915.1
OG0000510	XP_017795275.1	XP_006562035.1, XP_003249994.1
OG0000511	XP_017790819.1	XP_003251106.1
OG0000512	XP_017792306.1	XP_006569697.1, XP_006569698.1, XP_003251410.1, XP_006569699.1
OG0000513	XP_017792710.1	XP_006572185.1, XP_003251885.1
OG0000514	XP_017787820.1, XP_017787821.1, XP_017787822.1	XP_006557496.1
OG0000515	XP_017798306.1	XP_006557822.1, XP_006557823.1, XP_016772640.1
OG0000516	XP_017788586.1	XP_006557949.1
OG0000517	XP_017787441.1, XP_017787440.1, XP_017787439.1	XP_006559598.1, XP_006559599.1
OG0000518	XP_017791529.1	XP_006561421.2
OG0000519	XP_017797313.1	XP_006561685.1
OG0000520	XP_017790691.1	XP_006562214.1
OG0000521	XP_017795466.1	XP_006562958.1
OG0000524	XP_017794086.1	XP_006563826.1
OG0000525	XP_017788491.1	XP_395577.4, XP_006564038.1
OG0000526	XP_017796099.1	XP_016767809.1, XP_006564258.1
OG0000527	XP_017796060.1	XP_006564274.1
OG0000528	XP_017795586.1	XP_006564494.1, XP_006564492.1, XP_006564495.1
OG0000529	XP_017787599.1	XP_006565307.2, XP_006565305.2, XP_006565306.2, XP_026299930.1, XP_026299931.1, XP_026299929.1, XP_016770904.2
OG0000530	XP_017793803.1, XP_017793804.1	XP_016767139.1, XP_006566003.1
OG0000531	XP_017793347.1	XP_006566650.1
OG0000531	XP_017793346.1	XP_006566649.2
OG0000532	XP_017798007.1	XP_026298127.1, XP_006568577.1
OG0000533	XP_017796482.1	XP_006568840.1, XP_006568839.1, XP_016773635.1
OG0000534	XP_017798173.1	XP_006569373.1
OG0000535	XP_017792187.1, XP_017792186.1	XP_006570306.1, XP_016767854.1, XP_026296437.1
OG0000536	XP_017794568.1	XP_006571083.1, XP_026301887.1, XP_016770421.1
OG0000537	XP_017798974.1	XP_394164.3, XP_006571261.2, XP_006571260.2
OG0000538	XP_017799376.1	XP_006571354.1
OG0000539	XP_017794164.1	XP_006572147.1
OG0000540	XP_017796269.1	XP_016767529.2
OG0000541	XP_017790072.1	XP_016768325.1
OG0000541	XP_017790071.1	XP_026297099.1
OG0000542	XP_017790591.1	XP_016768846.1
OG0000543	XP_017790741.1	XP_016769739.2
OG0000544	XP_017794420.1	XP_016771019.1
OG0000545	XP_017788037.1	XP_016771755.1, XP_016771762.1, XP_016771769.1
OG0000546	XP_017791847.1	XP_016772137.1, XP_394090.1
OG0000547	XP_017791206.1	XP_392903.1, XP_016772903.1
OG0000548	XP_017799163.1, XP_017799162.1	XP_392116.3, XP_016773297.1
OG0000549	XP_017789722.1	XP_026294895.1
OG0000550	XP_017796142.1	XP_026295181.1
OG0000551	XP_017795146.1	XP_026295303.1
OG0000552	XP_017795579.1	XP_026296461.1, XP_026296460.1
OG0000553	XP_017797595.1	XP_026296995.1, XP_026296997.1, XP_026296996.1
OG0000554	XP_017787794.1, XP_017787795.1	XP_026297678.1, XP_026297674.1, XP_026297675.1, XP_026297672.1, XP_026297673.1, XP_026297671.1, XP_026297679.1, XP_026297677.1
OG0000555	XP_017790927.1	XP_026298049.1, XP_026298047.1, XP_026298050.1, XP_026298048.1
OG0000556	XP_017795082.1	XP_026298567.1
OG0000557	XP_017791612.1	XP_026298997.1
OG0000558	XP_017792000.1	XP_026299206.1
OG0000559	XP_017793419.1	XP_026299429.1
OG0000560	XP_017792954.1	XP_026299446.1
OG0000561	XP_017789582.1	XP_026299665.1
OG0000562	XP_017792425.1	XP_026300052.1, XP_026300053.1
OG0000563	XP_017795776.1	XP_026300611.1, XP_026300610.1
OG0000564	XP_017794794.1	XP_026301309.1, XP_026301308.1, XP_026301307.1
OG0000565	XP_017796647.1	XP_026301344.1
OG0000566	XP_017791583.1	XP_026301434.1
OG0000567	XP_017792232.1	XP_026301939.1
OG0000568	XP_017788211.1	XP_026301974.1
OG0000569	XP_017791006.1	XP_026302042.1, XP_026302043.1
OG0000570	XP_017799000.1	XP_026302100.1
OG0000571	XP_017799230.1, XP_017799231.1	XP_392181.4
OG0000572	XP_017787431.1	XP_394109.3
OG0000573	XP_017794454.1	XP_394347.5
OG0000574	XP_017789132.1	XP_394641.3
OG0000575	XP_017793383.1, XP_017793382.1	XP_395330.3
OG0000576	XP_017794782.1	XP_395366.2
OG0000577	XP_017792584.1	XP_395591.4
OG0000578	XP_017795035.1	XP_396025.4
OG0000583	XP_017793787.1	NP_001011583.1
OG0000584	XP_017796745.1	NP_001013377.2
OG0000585	XP_017793163.1	XP_006571686.1, NP_001032395.1
OG0000586	XP_017793739.1	XP_006557547.1, NP_001035348.1
OG0000587	XP_017790303.1	XP_006564382.1
OG0000588	XP_017795143.1	XP_006558991.2, NP_001091698.1
OG0000589	XP_017789351.1	XP_026295141.1, NP_001165875.1
OG0000590	XP_017788420.1, XP_017788417.1	NP_001229456.1
OG0000591	XP_017789453.1	XP_001119982.2
OG0000592	XP_017787976.1	XP_006560279.2, XP_001120537.3
OG0000593	XP_017795359.1, XP_017795358.1, XP_017795357.1, XP_017795360.1	XP_001120948.1
OG0000594	XP_017799087.1, XP_017799088.1	XP_001121151.3
OG0000595	XP_017793405.1	XP_001121588.2
OG0000596	XP_017799595.1	XP_001121782.1
OG0000596	XP_017799454.1	XP_006561945.1
OG0000597	XP_017788993.1	XP_001121814.2
OG0000598	XP_017796218.1, XP_017796217.1	XP_003249169.1
OG0000599	XP_017793972.1	XP_003250338.1
OG0000600	XP_017793733.1	XP_003250417.1
OG0000601	XP_017790818.1	XP_003250684.1
OG0000602	XP_017795971.1	XP_003250782.1
OG0000603	XP_017791305.1	XP_016771426.1, XP_003251169.1
OG0000604	XP_017799291.1	XP_624415.1, XP_003251612.1, XP_026295254.1, XP_006570845.1, XP_016773034.1
OG0000605	XP_017798384.1, XP_017798383.1	XP_006557807.1, XP_392746.3
OG0000606	XP_017789740.1	XP_006558378.1
OG0000607	XP_017788978.1	XP_006558583.1
OG0000608	XP_017796319.1	XP_006559325.2
OG0000609	XP_017788785.1	XP_016771230.1, XP_026300477.1
OG0000609	XP_017788783.1	XP_006559375.2
OG0000610	XP_017794787.1	XP_006560007.3
OG0000611	XP_017788941.1, XP_017788944.1	XP_006560423.2, XP_006560434.2
OG0000612	XP_017788177.1	XP_016766593.1, XP_006560979.1
OG0000613	XP_017792805.1	XP_006561470.2
OG0000614	XP_017795381.1	XP_006561870.1, XP_623659.3
OG0000615	XP_017791347.1	XP_006562323.1
OG0000616	XP_017792602.1	XP_392108.3, XP_006563203.1, XP_026301636.1
OG0000617	XP_017793278.1, XP_017793273.1	XP_006563335.1
OG0000618	XP_017796582.1	XP_006563576.1, XP_026301131.1
OG0000619	XP_017795362.1, XP_017791575.1	XP_006563732.1
OG0000620	XP_017797482.1	XP_006564136.1
OG0000621	XP_017797684.1	XP_026300908.1, XP_006565022.2, XP_006565021.2, XP_016773421.2
OG0000622	XP_017794470.1	XP_016766390.1, XP_006565985.1, XP_006565984.1
OG0000623	XP_017795570.1	XP_016770587.1
OG0000623	XP_017795569.1	XP_006566329.1
OG0000624	XP_017788388.1, XP_017791533.1, XP_017787714.1, XP_017799406.1, XP_017792886.1, XP_017797039.1	XP_026299417.1, XP_006566433.2
OG0000625	XP_017793370.1, XP_017793369.1	XP_006566718.1, XP_006566717.1
OG0000626	XP_017793333.1	XP_006566733.2
OG0000627	XP_017791377.1	XP_006566923.2
OG0000628	XP_017798132.1	XP_006567281.1, XP_006567283.1, XP_006567280.1
OG0000629	XP_017798088.1	XP_016767126.2, XP_006567318.2
OG0000630	XP_017795419.1, XP_017790366.1	XP_006567343.1, XP_006567342.1
OG0000631	XP_017789991.1, XP_017789992.1	XP_006567672.1, XP_006567673.1
OG0000632	XP_017787699.1	XP_006568168.1
OG0000633	XP_017792051.1	XP_006568172.2
OG0000634	XP_017795003.1	XP_006568316.1, XP_006568317.1
OG0000635	XP_017794298.1	XP_016768585.1, XP_006568687.1, XP_006568686.1
OG0000636	XP_017798908.1	XP_006568996.1
OG0000636	XP_017799021.1	XP_006572449.2
OG0000637	XP_017792392.1	XP_006569661.1
OG0000638	XP_017795342.1	XP_006569805.2, XP_006569804.2, XP_026298298.1, XP_026298297.1, XP_006569806.2
OG0000639	XP_017790868.1	XP_006569852.1, XP_006569851.1, XP_016769189.1
OG0000640	XP_017792269.1, XP_017792268.1	XP_006570083.1, XP_016770134.1, XP_016770141.1
OG0000641	XP_017792169.1	XP_006570299.1, XP_006570300.1
OG0000642	XP_017792207.1, XP_017792206.1	XP_026296436.1, XP_006570318.1
OG0000643	XP_017799377.1, XP_017799382.1	XP_006571136.1, XP_006571132.1, XP_006571134.1
OG0000644	XP_017799266.1	XP_006571365.1
OG0000645	XP_017787642.1	XP_006571588.1
OG0000646	XP_017788301.1	XP_006571646.1
OG0000647	XP_017788609.1	XP_006572004.2
OG0000648	XP_017788046.1	XP_016766735.2, XP_026295451.1
OG0000649	XP_017789374.1	XP_016766824.1
OG0000649	XP_017789373.1	XP_016766822.1, XP_016766821.1
OG0000650	XP_017788050.1	XP_016766858.1
OG0000651	XP_017792160.1	XP_016767597.1
OG0000652	XP_017793678.1, XP_017793679.1, XP_017793677.1	XP_016767875.1
OG0000653	XP_017789778.1	XP_016767882.2
OG0000654	XP_017791154.1, XP_017791153.1	XP_016769109.1
OG0000655	XP_017790170.1	XP_016769991.2
OG0000656	XP_017790862.1	XP_393754.2, XP_016770687.1
OG0000657	XP_017789892.1, XP_017789891.1	XP_016771340.2
OG0000659	XP_017793669.1, XP_017793668.1	XP_026296664.1
OG0000659	XP_017793670.1	XP_026295419.1, XP_026296654.1
OG0000660	XP_017788053.1	XP_026295460.1
OG0000661	XP_017798180.1	XP_026295777.1, XP_026295776.1
OG0000662	XP_017798105.1, XP_017798104.1	XP_026295804.1
OG0000663	XP_017798285.1	XP_026295945.1
OG0000664	XP_017792121.1	XP_026296673.1
OG0000665	XP_017795802.1	XP_026296990.1
OG0000666	XP_017790921.1	XP_026299260.1
OG0000667	XP_017793470.1, XP_017793324.1	XP_026299403.1
OG0000668	XP_017791426.1	XP_026299979.1
OG0000669	XP_017788716.1	XP_026300488.1
OG0000669	XP_017788717.1	XP_026300490.1
OG0000670	XP_017795756.1, XP_017795758.1	XP_026300549.1
OG0000671	XP_017797705.1	XP_026301020.1
OG0000672	XP_017792810.1	XP_026301665.1, XP_026301664.1
OG0000673	XP_017793232.1	XP_026301918.1, XP_026301917.1
OG0000674	XP_017799342.1, XP_017799341.1	XP_026301951.1, XP_026301953.1
OG0000675	XP_017787619.1	XP_026302035.1
OG0000676	XP_017799009.1	XP_026302089.1
OG0000677	XP_017788406.1	XP_392758.2
OG0000678	XP_017791480.1	XP_393778.2
OG0000679	XP_017798629.1	XP_394020.3
OG0000680	XP_017791867.1	XP_394095.3
OG0000681	XP_017792078.1	XP_394140.4
OG0000682	XP_017791608.1	XP_394840.2
OG0000684	XP_017798002.1	XP_624111.1
OG0000685	XP_017789102.1, XP_017789038.1	XP_624150.2
OG0000686	XP_017794583.1, XP_017794585.1, XP_017794586.1, XP_017794584.1	XP_624283.3
OG0000687	XP_017788579.1	XP_624652.1
OG0000688	XP_017790730.1	XP_625158.1
OG0000695	XP_017797019.1	NP_001011624.1, XP_006566306.1
OG0000696	XP_017787690.1	XP_016768459.2, XP_026297794.1, XP_026297792.1, XP_026297793.1, NP_001128419.1, XP_026300653.1, XP_026300733.1, NP_001136081.1, XP_006564307.1
OG0000697	XP_017791769.1	XP_006561626.1, NP_001139211.1
OG0000698	XP_017788025.1	NP_001229385.1
OG0000699	XP_017790941.1	XP_001120025.2
OG0000700	XP_017798151.1	XP_001120198.1
OG0000701	XP_017792807.1	XP_001120583.1
OG0000702	XP_017788503.1	XP_001120619.2
OG0000703	XP_017789539.1	XP_001121210.2
OG0000704	XP_017796054.1	XP_001121602.2, XP_026296545.1
OG0000705	XP_017787848.1, XP_017787807.1	XP_001122105.4
OG0000706	XP_017789117.1, XP_017789116.1	XP_006562517.1, XP_001122160.2
OG0000707	XP_017792604.1	XP_006563218.1
OG0000707	XP_017793168.1	XP_001122299.3
OG0000708	XP_017793673.1	XP_001122827.2
OG0000709	XP_017795356.1	XP_026300225.1, XP_026300226.1, XP_026300229.1
OG0000710	XP_017795175.1	XP_003249430.1, XP_006559013.1, XP_006559014.1
OG0000711	XP_017791359.1	XP_006562314.1, XP_003250045.1
OG0000712	XP_017788739.1, XP_017788740.1, XP_017788738.1	XP_003250137.2, XP_026300424.1
OG0000713	XP_017797470.1	XP_003250415.1
OG0000714	XP_017795532.1	XP_003250465.3, XP_026299634.1
OG0000715	XP_017796013.1	XP_003250667.2, XP_006562163.1
OG0000716	XP_017795928.1	XP_026294956.1, XP_003250767.2
OG0000717	XP_017793084.1	XP_003250899.1
OG0000718	XP_017790068.1, XP_017790069.1, XP_017790070.1, XP_017790067.1	XP_003251085.1
OG0000719	XP_017789359.1	XP_006557300.1
OG0000720	XP_017790399.1	XP_006557363.2
OG0000721	XP_017790187.1	XP_006557737.1, XP_006557738.1
OG0000722	XP_017793896.1	XP_006557859.1, XP_026299032.1, XP_016769765.1
OG0000723	XP_017788760.1	XP_006557887.1
OG0000724	XP_017789574.1	XP_006558381.1
OG0000725	XP_017793920.1	XP_006558410.1, XP_016770073.1, XP_006558409.1
OG0000726	XP_017791030.1	XP_006558615.1
OG0000727	XP_017797887.1	XP_016773287.2, XP_006558676.2
OG0000728	XP_017796555.1	XP_006558800.1
OG0000729	XP_017794289.1	XP_393447.2, XP_006559055.1
OG0000730	XP_017794314.1	XP_006559065.1, XP_006559062.1
OG0000731	XP_017793916.1	XP_006559124.1, XP_395932.2, XP_016769753.1, XP_006559125.1
OG0000732	XP_017793882.1	XP_006559288.1
OG0000733	XP_017788842.1, XP_017788843.1	XP_006559390.1, XP_006559391.1, XP_016771285.1
