Orthogroup	Habropoda_laboriosa	Osmia_lignaria
OG0000237	XP_017789931.1	XP_034181102.1, XP_034181105.1, XP_034181103.1, XP_034181101.1, XP_034181104.1
OG0000238	XP_017793620.1	XP_034176782.1
OG0000240	XP_017788566.1	XP_034180058.1, XP_034180056.1
OG0000241	XP_017798026.1	XP_034185581.1, XP_034185578.1, XP_034185582.1, XP_034185583.1, XP_034185580.1
OG0000242	XP_017788190.1, XP_017788189.1	XP_034181365.1
OG0000243	XP_017788238.1, XP_017788234.1, XP_017788237.1, XP_017788233.1, XP_017788232.1	XP_034173756.1
OG0000244	XP_017788158.1	XP_034182098.1, XP_034182097.1
OG0000245	XP_017797193.1	XP_034187246.1, XP_034187245.1
OG0000246	XP_017797565.1	XP_034196159.1
OG0000246	XP_017797950.1	XP_034195100.1
OG0000247	XP_017792221.1	XP_034183856.1, XP_034183850.1, XP_034183840.1, XP_034183826.1, XP_034183833.1, XP_034183865.1, XP_034183817.1
OG0000248	XP_017792722.1	XP_034187781.1, XP_034187782.1, XP_034187783.1
OG0000249	XP_017792670.1, XP_017792668.1	XP_034181364.1, XP_034181366.1, XP_034181369.1
OG0000250	XP_017788369.1	XP_034172097.1, XP_034172096.1, XP_034172095.1
OG0000251	XP_017796631.1	XP_034179315.1, XP_034179314.1
OG0000252	XP_017789685.1	XP_034185807.1, XP_034185805.1, XP_034185808.1
OG0000253	XP_017797956.1	XP_034185500.1
OG0000253	XP_017797971.1, XP_017797954.1	XP_034185501.1
OG0000254	XP_017789404.1	XP_034181913.1, XP_034181916.1, XP_034181914.1, XP_034181915.1
OG0000255	XP_017798490.1	XP_034192133.1, XP_034192134.1
OG0000256	XP_017798011.1	XP_034185976.1, XP_034185977.1
OG0000257	XP_017798701.1, XP_017798700.1, XP_017798703.1, XP_017798704.1, XP_017798699.1	XP_034191847.1
OG0000258	XP_017791021.1	XP_034189815.1, XP_034189824.1, XP_034189833.1
OG0000259	XP_017796780.1, XP_017796777.1, XP_017796776.1, XP_017796778.1, XP_017796779.1	XP_034195599.1
OG0000261	XP_017799571.1	XP_034184755.1, XP_034184753.1, XP_034184752.1, XP_034184754.1
OG0000262	XP_017789911.1	XP_034181772.1, XP_034181773.1, XP_034181774.1
OG0000263	XP_017792920.1	XP_034179478.1, XP_034179477.1, XP_034179480.1, XP_034179481.1, XP_034179479.1
OG0000264	XP_017790243.1	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1
OG0000265	XP_017792850.1, XP_017792851.1	XP_034176282.1
OG0000266	XP_017796547.1	XP_034188916.1
OG0000267	XP_017796412.1	XP_034171334.1, XP_034171333.1, XP_034171331.1, XP_034171332.1, XP_034171330.1
OG0000268	XP_017799493.1	XP_034196640.1, XP_034196641.1, XP_034196639.1
OG0000269	XP_017794548.1, XP_017794546.1, XP_017794547.1	XP_034172452.1
OG0000270	XP_017795077.1	XP_034192849.1, XP_034192837.1
OG0000271	XP_017794217.1	XP_034173912.1, XP_034173836.1, XP_034173989.1
OG0000272	XP_017793928.1	XP_034189677.1
OG0000273	XP_017799525.1, XP_017799524.1, XP_017799522.1	XP_034185323.1, XP_034185324.1, XP_034185325.1
OG0000274	XP_017790922.1	XP_034171832.1
OG0000275	XP_017792432.1	XP_034190930.1
OG0000276	XP_017795898.1, XP_017795906.1	XP_034181830.1, XP_034181826.1, XP_034181832.1
OG0000277	XP_017789718.1, XP_017789719.1, XP_017789715.1, XP_017789720.1, XP_017789716.1, XP_017789717.1	XP_034187453.1, XP_034187452.1
OG0000278	XP_017796176.1, XP_017796175.1, XP_017796178.1, XP_017796177.1, XP_017796184.1, XP_017796183.1, XP_017796182.1, XP_017796181.1, XP_017796186.1, XP_017796185.1, XP_017796180.1	XP_034188414.1
OG0000279	XP_017789380.1, XP_017789381.1	XP_034194356.1, XP_034194357.1
OG0000280	XP_017796495.1	XP_034173755.1, XP_034173759.1, XP_034173761.1, XP_034173760.1, XP_034173758.1, XP_034173757.1, XP_034173754.1
OG0000281	XP_017795263.1	XP_034173736.1, XP_034173733.1, XP_034173735.1, XP_034173734.1, XP_034173737.1
OG0000282	XP_017788367.1	XP_034173559.1, XP_034173562.1, XP_034173561.1, XP_034173560.1, XP_034173563.1
OG0000283	XP_017794884.1	XP_034182970.1, XP_034182969.1
OG0000284	XP_017793542.1	XP_034179560.1
OG0000285	XP_017787925.1	XP_034193967.1
OG0000286	XP_017798374.1	XP_034187113.1, XP_034187115.1
OG0000287	XP_017798046.1	XP_034185755.1, XP_034185756.1, XP_034185753.1, XP_034185754.1, XP_034185751.1, XP_034185752.1
OG0000288	XP_017795523.1	XP_034192862.1
OG0000289	XP_017798582.1	XP_034191632.1
OG0000290	XP_017791652.1	XP_034177193.1, XP_034177187.1
OG0000291	XP_017795689.1, XP_017795690.1	XP_034174351.1
OG0000292	XP_017787467.1	XP_034171345.1, XP_034171347.1, XP_034171346.1, XP_034171350.1, XP_034171348.1
OG0000293	XP_017794181.1	XP_034187323.1, XP_034187341.1, XP_034187332.1
OG0000294	XP_017798356.1	XP_034186341.1
OG0000295	XP_017798876.1	XP_034180997.1, XP_034180996.1, XP_034180995.1
OG0000296	XP_017798854.1	XP_034181155.1, XP_034181153.1, XP_034181154.1, XP_034181151.1
OG0000297	XP_017790169.1	XP_034192474.1
OG0000298	XP_017788782.1	XP_034178782.1, XP_034178784.1, XP_034178783.1
OG0000299	XP_017794371.1	XP_034180514.1, XP_034180523.1
OG0000300	XP_017789601.1	XP_034192273.1
OG0000301	XP_017792528.1	XP_034183399.1, XP_034183398.1
OG0000302	XP_017796651.1	XP_034193562.1
OG0000303	XP_017787512.1, XP_017787511.1, XP_017787509.1, XP_017787510.1, XP_017787505.1	XP_034185476.1, XP_034185473.1
OG0000304	XP_017798488.1	XP_034185972.1, XP_034185971.1
OG0000305	XP_017790766.1	XP_034177114.1, XP_034177113.1, XP_034177112.1
OG0000306	XP_017798013.1, XP_017798014.1	XP_034185696.1, XP_034185692.1, XP_034185694.1, XP_034185693.1, XP_034185695.1
OG0000307	XP_017796742.1	XP_034186970.1, XP_034186971.1, XP_034186972.1
OG0000308	XP_017799348.1	XP_034173195.1, XP_034173193.1, XP_034173196.1, XP_034173192.1
OG0000309	XP_017799373.1	XP_034173109.1, XP_034173110.1
OG0000310	XP_017797132.1, XP_017797072.1	XP_034172597.1, XP_034172599.1, XP_034172598.1, XP_034172596.1
OG0000311	XP_017798823.1	XP_034188148.1
OG0000312	XP_017797440.1	XP_034176615.1
OG0000313	XP_017790933.1	XP_034187721.1
OG0000314	XP_017790272.1	XP_034176014.1
OG0000316	XP_017793237.1	XP_034183506.1, XP_034183504.1, XP_034183503.1, XP_034183505.1
OG0000317	XP_017793167.1	XP_034171418.1
OG0000318	XP_017791479.1	XP_034195475.1
OG0000319	XP_017798161.1	XP_034187524.1, XP_034187523.1
OG0000321	XP_017793698.1	XP_034177310.1, XP_034177337.1, XP_034177300.1
OG0000323	XP_017798115.1	XP_034183501.1, XP_034183524.1, XP_034183512.1
OG0000324	XP_017790126.1	XP_034186725.1, XP_034186726.1
OG0000325	XP_017796219.1	XP_034192422.1, XP_034192419.1, XP_034192420.1, XP_034192421.1
OG0000326	XP_017798760.1	XP_034180621.1, XP_034180619.1, XP_034180622.1, XP_034180623.1, XP_034180624.1, XP_034180620.1
OG0000327	XP_017797731.1	XP_034191549.1, XP_034191548.1
OG0000328	XP_017799559.1	XP_034184643.1, XP_034184644.1
OG0000329	XP_017796665.1, XP_017796657.1	XP_034174488.1, XP_034174487.1, XP_034174490.1
OG0000330	XP_017788913.1	XP_034177979.1, XP_034177981.1
OG0000331	XP_017794693.1	XP_034180454.1, XP_034180455.1, XP_034180456.1
OG0000332	XP_017790040.1, XP_017790038.1, XP_017790039.1	XP_034181902.1
OG0000333	XP_017797645.1	XP_034193692.1, XP_034193765.1
OG0000334	XP_017794702.1	XP_034180817.1
OG0000335	XP_017793772.1	XP_034184149.1, XP_034184150.1
OG0000336	XP_017794988.1	XP_034186935.1
OG0000337	XP_017788630.1	XP_034181908.1
OG0000338	XP_017797841.1	XP_034181636.1, XP_034181635.1, XP_034181634.1, XP_034181638.1, XP_034181637.1, XP_034181639.1
OG0000339	XP_017795448.1, XP_017795447.1	XP_034183642.1
OG0000340	XP_017794025.1	XP_034190530.1
OG0000341	XP_017793661.1	XP_034176805.1, XP_034176803.1, XP_034176804.1
OG0000342	XP_017798574.1	XP_034191667.1
OG0000343	XP_017789927.1	XP_034189601.1, XP_034189603.1
OG0000344	XP_017795573.1	XP_034176458.1, XP_034176456.1, XP_034176455.1
OG0000345	XP_017794527.1, XP_017794528.1, XP_017794529.1, XP_017794530.1	XP_034184508.1
OG0000347	XP_017792090.1	XP_034176423.1
OG0000348	XP_017790082.1, XP_017790084.1	XP_034181312.1, XP_034181306.1
OG0000349	XP_017796898.1	XP_034189021.1, XP_034189023.1, XP_034189022.1
OG0000350	XP_017793056.1	XP_034193410.1, XP_034193409.1, XP_034193411.1, XP_034193412.1
OG0000351	XP_017792969.1	XP_034175282.1, XP_034175491.1
OG0000352	XP_017788680.1	XP_034187439.1
OG0000353	XP_017799217.1	XP_034172906.1
OG0000354	XP_017799064.1	XP_034172138.1
OG0000355	XP_017792136.1	XP_034176981.1
OG0000356	XP_017788619.1	XP_034177453.1, XP_034177454.1
OG0000357	XP_017788600.1, XP_017788599.1	XP_034192918.1
OG0000358	XP_017797725.1	XP_034180893.1, XP_034180882.1
OG0000359	XP_017791631.1	XP_034174846.1
OG0000360	XP_017799297.1	XP_034173654.1, XP_034173655.1, XP_034173656.1, XP_034173657.1, XP_034173658.1, XP_034173653.1
OG0000361	XP_017797135.1, XP_017787786.1, XP_017787787.1	XP_034182781.1
OG0000362	XP_017797990.1	XP_034190259.1
OG0000363	XP_017794059.1	XP_034190266.1, XP_034190264.1, XP_034190269.1, XP_034190270.1, XP_034190267.1
OG0000364	XP_017789694.1	XP_034192209.1, XP_034192212.1
OG0000365	XP_017791372.1	XP_034183201.1
OG0000366	XP_017789846.1	XP_034192201.1, XP_034178194.1, XP_034178806.1, XP_034178808.1, XP_034178698.1, XP_034178807.1, XP_034194621.1, XP_034194612.1
OG0000367	XP_017794682.1	XP_034180255.1
OG0000368	XP_017799294.1	XP_034173255.1, XP_034173257.1, XP_034173263.1, XP_034173262.1, XP_034173258.1, XP_034173259.1, XP_034173261.1, XP_034173260.1, XP_034173264.1, XP_034173265.1
OG0000369	XP_017796433.1	XP_034189277.1
OG0000370	XP_017790008.1	XP_034186084.1, XP_034186083.1
OG0000371	XP_017798424.1	XP_034191096.1
OG0000372	XP_017796065.1	XP_034177085.1, XP_034177084.1, XP_034177086.1
OG0000373	XP_017797471.1	XP_034195545.1
OG0000374	XP_017796812.1	XP_034174838.1, XP_034173823.1
OG0000375	XP_017793149.1	XP_034176224.1, XP_034176225.1, XP_034176226.1
OG0000376	XP_017791999.1	XP_034193251.1, XP_034193245.1, XP_034193249.1, XP_034193248.1, XP_034193244.1, XP_034193250.1, XP_034193240.1, XP_034193241.1, XP_034193247.1, XP_034193246.1, XP_034193242.1, XP_034193253.1, XP_034193252.1, XP_034193239.1, XP_034193254.1
OG0000377	XP_017791614.1, XP_017791613.1	XP_034189845.1
OG0000378	XP_017791029.1	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1
OG0000379	XP_017796785.1	XP_034195611.1
OG0000380	XP_017796498.1, XP_017796497.1	XP_034189331.1
OG0000381	XP_017792307.1	XP_034177030.1, XP_034177024.1, XP_034177015.1
OG0000382	XP_017794882.1	XP_034181453.1
OG0000383	XP_017787604.1	XP_034186544.1
OG0000384	XP_017788567.1	XP_034191743.1, XP_034191742.1, XP_034191744.1
OG0000385	XP_017794716.1	XP_034180276.1, XP_034180277.1, XP_034180275.1, XP_034180274.1
OG0000386	XP_017787503.1	XP_034185238.1, XP_034185237.1, XP_034185235.1, XP_034185239.1, XP_034185240.1
OG0000387	XP_017789972.1	XP_034186076.1
OG0000388	XP_017788864.1	XP_034178224.1
OG0000389	XP_017798453.1, XP_017798452.1	XP_034186722.1, XP_034186723.1
OG0000390	XP_017788957.1, XP_017788956.1, XP_017788955.1	XP_034178769.1, XP_034178780.1, XP_034178779.1, XP_034178777.1, XP_034178778.1
OG0000391	XP_017793293.1	XP_034176377.1, XP_034176375.1, XP_034176374.1, XP_034176373.1, XP_034176371.1, XP_034176372.1, XP_034176378.1, XP_034176370.1, XP_034176379.1
OG0000392	XP_017790768.1, XP_017790776.1	XP_034185702.1
OG0000393	XP_017789806.1	XP_034186133.1, XP_034186134.1, XP_034186132.1
OG0000394	XP_017789228.1	XP_034175167.1
OG0000395	XP_017791408.1	XP_034183255.1
OG0000396	XP_017792356.1	XP_034177551.1, XP_034177541.1
OG0000397	XP_017794957.1, XP_017794955.1	XP_034190999.1, XP_034190998.1
OG0000398	XP_017792204.1	XP_034177324.1
OG0000399	XP_017799365.1, XP_017799364.1, XP_017799366.1	XP_034173488.1, XP_034173486.1, XP_034173487.1
OG0000400	XP_017799149.1	XP_034172833.1, XP_034172832.1, XP_034172834.1
OG0000401	XP_017799552.1	XP_034192158.1, XP_034174666.1
OG0000402	XP_017788121.1	XP_034188593.1, XP_034188591.1, XP_034188594.1
OG0000404	XP_017787665.1	XP_034190807.1, XP_034190798.1
OG0000405	XP_017796858.1	XP_034175984.1, XP_034175986.1, XP_034175985.1
OG0000406	XP_017788373.1	XP_034196693.1, XP_034196698.1, XP_034196699.1
OG0000407	XP_017791448.1	XP_034171108.1, XP_034171106.1, XP_034171107.1, XP_034171109.1, XP_034171104.1
OG0000408	XP_017789663.1	XP_034195651.1, XP_034195652.1
OG0000409	XP_017798930.1	XP_034188103.1, XP_034188106.1, XP_034188105.1, XP_034188104.1
OG0000410	XP_017791270.1	XP_034185670.1, XP_034185668.1
OG0000411	XP_017799436.1	XP_034179648.1, XP_034179661.1, XP_034179594.1, XP_034179602.1, XP_034195387.1, XP_034194733.1
OG0000412	XP_017790875.1	XP_034189459.1
OG0000413	XP_017793134.1	XP_034193171.1
OG0000414	XP_017793821.1, XP_017797088.1, XP_017795986.1, XP_017791946.1	XP_034194914.1
OG0000414	XP_017797041.1, XP_017797102.1	XP_034181739.1
OG0000415	XP_017793074.1	XP_034193213.1, XP_034193212.1, XP_034193214.1
OG0000417	XP_017788986.1, XP_017788981.1	XP_034178209.1
OG0000418	XP_017789845.1	XP_034178047.1, XP_034178813.1, XP_034192200.1, XP_034178812.1, XP_034192230.1
OG0000419	XP_017793279.1, XP_017793280.1, XP_017793281.1	XP_034183724.1, XP_034183725.1
OG0000420	XP_017799092.1	XP_034172078.1, XP_034172077.1, XP_034172074.1, XP_034172076.1
OG0000421	XP_017793483.1	XP_034193117.1, XP_034193118.1, XP_034193119.1
OG0000422	XP_017792345.1	XP_034183976.1, XP_034183929.1, XP_034183966.1, XP_034183937.1, XP_034183956.1, XP_034183921.1, XP_034183947.1
OG0000423	XP_017790844.1, XP_017790842.1	XP_034177644.1, XP_034177641.1, XP_034177640.1, XP_034177642.1
OG0000424	XP_017788135.1, XP_017788134.1	XP_034194405.1, XP_034194404.1, XP_034194406.1
OG0000425	XP_017797024.1	XP_034195302.1, XP_034172329.1, XP_034171030.1, XP_034192192.1
OG0000426	XP_017788631.1	XP_034177719.1
OG0000427	XP_017798518.1	XP_034180134.1, XP_034180123.1, XP_034180114.1
OG0000428	XP_017787356.1	XP_034171020.1
OG0000428	XP_017797921.1	XP_034196642.1
OG0000429	XP_017795294.1, XP_017795317.1	XP_034182151.1
OG0000430	XP_017788513.1	XP_034191741.1
OG0000431	XP_017798671.1	XP_034192052.1, XP_034192050.1, XP_034192051.1
OG0000432	XP_017793254.1	XP_034175949.1, XP_034175950.1, XP_034175951.1
OG0000433	XP_017794103.1, XP_017794051.1	XP_034190341.1
OG0000434	XP_017794992.1	XP_034186686.1, XP_034186674.1
OG0000436	XP_017792802.1	XP_034191079.1
OG0000437	XP_017791205.1	XP_034190283.1, XP_034190281.1, XP_034190284.1, XP_034190280.1, XP_034190285.1
OG0000438	XP_017793114.1	XP_034187889.1, XP_034187890.1
OG0000439	XP_017797071.1	XP_034194108.1, XP_034194107.1, XP_034194106.1
OG0000440	XP_017791924.1	XP_034183023.1, XP_034183022.1, XP_034183021.1, XP_034183024.1
OG0000441	XP_017798355.1	XP_034191193.1
OG0000443	XP_017790180.1	XP_034181099.1, XP_034181100.1, XP_034181097.1, XP_034181098.1, XP_034181096.1
OG0000444	XP_017788008.1	XP_034191694.1
OG0000445	XP_017788829.1	XP_034178751.1, XP_034178749.1, XP_034178750.1
OG0000446	XP_017789786.1	XP_034177837.1, XP_034177838.1
OG0000447	XP_017791395.1	XP_034182952.1, XP_034182950.1, XP_034182951.1
OG0000448	XP_017794730.1	XP_034180228.1, XP_034180226.1
OG0000449	XP_017789131.1	XP_034195499.1
OG0000450	XP_017793235.1	XP_034189891.1, XP_034189890.1, XP_034189889.1
OG0000451	XP_017797688.1	XP_034180736.1
OG0000452	XP_017792600.1, XP_017792601.1	XP_034190740.1, XP_034190741.1
OG0000453	XP_017791124.1	XP_034185184.1, XP_034185186.1, XP_034185183.1, XP_034185182.1
OG0000454	XP_017795595.1, XP_017795597.1, XP_017795596.1, XP_017795598.1	XP_034175784.1
OG0000455	XP_017792421.1	XP_034183277.1, XP_034183276.1
OG0000456	XP_017793388.1	XP_034175898.1
OG0000457	XP_017793490.1	XP_034193267.1, XP_034193265.1, XP_034193268.1, XP_034193266.1
OG0000458	XP_017791968.1, XP_017791969.1, XP_017791967.1	XP_034187617.1, XP_034187616.1, XP_034187615.1, XP_034187618.1
OG0000459	XP_017798124.1	XP_034187630.1
OG0000460	XP_017790747.1	XP_034192771.1, XP_034192772.1, XP_034192773.1, XP_034192775.1, XP_034192770.1, XP_034192769.1
OG0000461	XP_017787809.1	XP_034180534.1
OG0000462	XP_017798283.1	XP_034187454.1, XP_034187459.1, XP_034187457.1, XP_034187456.1, XP_034187458.1, XP_034187455.1
OG0000463	XP_017787653.1	XP_034172406.1, XP_034172405.1
OG0000464	XP_017798819.1	XP_034191570.1, XP_034191569.1, XP_034191572.1, XP_034191571.1
OG0000465	XP_017795463.1	XP_034189636.1, XP_034183622.1
OG0000466	XP_017790128.1, XP_017790129.1, XP_017790130.1	XP_034180962.1
OG0000467	XP_017794344.1	XP_034174056.1, XP_034174081.1, XP_034174065.1, XP_034174073.1
OG0000468	XP_017787953.1	XP_034179767.1
OG0000470	XP_017790920.1	XP_034188776.1, XP_034188777.1, XP_034188775.1, XP_034188778.1
OG0000471	XP_017796879.1	XP_034187557.1, XP_034187553.1, XP_034187555.1, XP_034187554.1, XP_034187558.1, XP_034187556.1
OG0000472	XP_017795650.1	XP_034176948.1
OG0000473	XP_017797575.1	XP_034195905.1
OG0000473	XP_017797598.1	XP_034195891.1
OG0000474	XP_017791166.1	XP_034190240.1, XP_034190239.1
OG0000475	XP_017789934.1	XP_034181315.1
OG0000476	XP_017788995.1	XP_034178010.1
OG0000477	XP_017794629.1	XP_034180213.1, XP_034180495.1, XP_034180205.1, XP_034180494.1, XP_034180493.1, XP_034180060.1
OG0000478	XP_017794910.1	XP_034191390.1, XP_034191388.1, XP_034191389.1, XP_034191391.1
OG0000479	XP_017787706.1, XP_017787697.1	XP_034187809.1
OG0000480	XP_017790812.1	XP_034177459.1, XP_034177460.1, XP_034177458.1
OG0000481	XP_017794335.1	XP_034183918.1
OG0000482	XP_017794448.1	XP_034172050.1, XP_034172048.1, XP_034172049.1, XP_034172047.1
OG0000483	XP_017789362.1	XP_034186095.1
OG0000485	XP_017795844.1	XP_034195062.1, XP_034183870.1, XP_034174050.1
OG0000487	XP_017797131.1	XP_034174922.1
OG0000487	XP_017793455.1	XP_034174919.1
OG0000488	XP_017798803.1, XP_017798801.1, XP_017798804.1	XP_034180176.1
OG0000489	XP_017797237.1	XP_034174156.1, XP_034174145.1
OG0000490	XP_017799391.1, XP_017799392.1	XP_034172323.1
OG0000491	XP_017792675.1	XP_034181406.1
OG0000491	XP_017792656.1	XP_034181408.1
OG0000492	XP_017794533.1	XP_034196475.1
OG0000492	XP_017794504.1	XP_034196526.1
OG0000493	XP_017789464.1	XP_034194302.1
OG0000494	XP_017791768.1, XP_017791767.1, XP_017791766.1	XP_034180809.1
OG0000495	XP_017795762.1	XP_034178674.1, XP_034178675.1
OG0000496	XP_017793845.1	XP_034189680.1, XP_034189681.1, XP_034189683.1, XP_034189682.1
OG0000497	XP_017790089.1	XP_034183594.1, XP_034183596.1
OG0000498	XP_017789142.1	XP_034195746.1, XP_034195748.1
OG0000499	XP_017789284.1	XP_034175835.1, XP_034175834.1, XP_034175836.1
OG0000500	XP_017787650.1	XP_034183159.1
OG0000501	XP_017795725.1	XP_034180770.1, XP_034180788.1, XP_034180759.1, XP_034180779.1
OG0000502	XP_017789976.1, XP_017792634.1	XP_034176116.1
OG0000503	XP_017794095.1	XP_034185352.1
OG0000506	XP_017794013.1	XP_034190567.1
OG0000507	XP_017791059.1, XP_017791060.1	XP_034175955.1, XP_034175946.1
OG0000508	XP_017787983.1	XP_034191520.1
OG0000509	XP_017791216.1	XP_034184128.1, XP_034184129.1
OG0000510	XP_017795275.1	XP_034173721.1, XP_034173720.1, XP_034173719.1
OG0000511	XP_017790819.1	XP_034192758.1, XP_034192750.1, XP_034192749.1, XP_034192752.1, XP_034192751.1, XP_034192754.1, XP_034192753.1, XP_034192755.1, XP_034192748.1, XP_034192757.1, XP_034192759.1
OG0000512	XP_017792306.1	XP_034195617.1, XP_034195626.1
OG0000513	XP_017792710.1	XP_034182753.1, XP_034182752.1, XP_034182750.1, XP_034182751.1
OG0000514	XP_017787820.1, XP_017787821.1, XP_017787822.1	XP_034181008.1
OG0000515	XP_017798306.1	XP_034187116.1
OG0000516	XP_017788586.1	XP_034192913.1
OG0000517	XP_017787441.1, XP_017787440.1, XP_017787439.1	XP_034184874.1, XP_034184873.1
OG0000518	XP_017791529.1	XP_034186733.1
OG0000519	XP_017797313.1	XP_034184432.1, XP_034184430.1, XP_034184429.1, XP_034184428.1, XP_034184431.1
OG0000520	XP_017790691.1	XP_034177365.1, XP_034177364.1
OG0000521	XP_017795466.1	XP_034189565.1, XP_034189566.1
OG0000522	XP_017798592.1, XP_017798593.1, XP_017797116.1	XP_034180630.1
OG0000524	XP_017794086.1	XP_034190292.1
OG0000525	XP_017788491.1	XP_034194706.1
OG0000526	XP_017796099.1	XP_034177897.1
OG0000527	XP_017796060.1	XP_034177214.1, XP_034177215.1, XP_034177216.1, XP_034177218.1
OG0000528	XP_017795586.1	XP_034176577.1, XP_034176578.1, XP_034176579.1
OG0000529	XP_017787599.1	XP_034183134.1
OG0000530	XP_017793803.1, XP_017793804.1	XP_034174045.1, XP_034174043.1, XP_034174044.1
OG0000531	XP_017793347.1	XP_034175399.1
OG0000531	XP_017793346.1	XP_034175393.1
OG0000532	XP_017798007.1	XP_034190416.1
OG0000533	XP_017796482.1	XP_034189410.1, XP_034189409.1
OG0000534	XP_017798173.1	XP_034187420.1
OG0000535	XP_017792187.1, XP_017792186.1	XP_034177618.1, XP_034177620.1, XP_034177619.1
OG0000536	XP_017794568.1	XP_034172422.1, XP_034172425.1
OG0000537	XP_017798974.1	XP_034172719.1, XP_034172720.1, XP_034172717.1, XP_034172718.1
OG0000539	XP_017794164.1	XP_034196401.1, XP_034196409.1
OG0000540	XP_017796269.1	XP_034174110.1, XP_034174113.1, XP_034174111.1, XP_034174112.1, XP_034174109.1
OG0000541	XP_017790072.1	XP_034196122.1
OG0000541	XP_017790071.1	XP_034196123.1
OG0000542	XP_017790591.1	XP_034188071.1, XP_034188070.1, XP_034188069.1, XP_034188072.1
