Orthogroup	Habropoda_laboriosa	Dufourea_novaeangliae
OG0000386	XP_017787503.1	XP_015430528.1
OG0000387	XP_017789972.1	XP_015439589.1
OG0000388	XP_017788864.1	XP_015428650.1
OG0000389	XP_017798453.1, XP_017798452.1	XP_015430382.1, XP_015430381.1
OG0000390	XP_017788957.1, XP_017788956.1, XP_017788955.1	XP_015432329.1
OG0000391	XP_017793293.1	XP_015436519.1, XP_015436621.1
OG0000392	XP_017790768.1, XP_017790776.1	XP_015439605.1, XP_015439606.1, XP_015439604.1
OG0000393	XP_017789806.1	XP_015438460.1, XP_015438459.1
OG0000394	XP_017789228.1	XP_015438883.1, XP_015438882.1
OG0000395	XP_017791408.1	XP_015437554.1, XP_015437553.1
OG0000396	XP_017792356.1	XP_015436664.1
OG0000397	XP_017794957.1, XP_017794955.1	XP_015432744.1, XP_015432743.1, XP_015432742.1
OG0000398	XP_017792204.1	XP_015440167.1
OG0000399	XP_017799365.1, XP_017799364.1, XP_017799366.1	XP_015435467.1
OG0000400	XP_017799149.1	XP_015432954.1
OG0000401	XP_017799552.1	XP_015437884.1, XP_015430402.1
OG0000402	XP_017788121.1	XP_015434309.1
OG0000404	XP_017787665.1	XP_015438704.1, XP_015438693.1
OG0000406	XP_017788373.1	XP_015433964.1
OG0000407	XP_017791448.1	XP_015428711.1, XP_015428696.1, XP_015428704.1
OG0000408	XP_017789663.1	XP_015437087.1
OG0000409	XP_017798930.1	XP_015429551.1
OG0000410	XP_017791270.1	XP_015430577.1
OG0000412	XP_017790875.1	XP_015438592.1
OG0000413	XP_017793134.1	XP_015438862.1
OG0000414	XP_017797041.1, XP_017797102.1	XP_015428672.1
OG0000415	XP_017793074.1	XP_015440486.1
OG0000416	XP_017794888.1, XP_017794887.1, XP_017794889.1	XP_015432779.1, XP_015432778.1
OG0000417	XP_017788986.1, XP_017788981.1	XP_015428538.1
OG0000418	XP_017789845.1	XP_015433594.1
OG0000419	XP_017793279.1, XP_017793280.1, XP_017793281.1	XP_015432643.1
OG0000420	XP_017799092.1	XP_015432979.1
OG0000421	XP_017793483.1	XP_015437313.1
OG0000422	XP_017792345.1	XP_015438217.1
OG0000423	XP_017790844.1, XP_017790842.1	XP_015433383.1, XP_015433382.1
OG0000424	XP_017788135.1, XP_017788134.1	XP_015435885.1
OG0000425	XP_017797024.1	XP_015436995.1, XP_015432528.1, XP_015429493.1
OG0000426	XP_017788631.1	XP_015439712.1
OG0000426	XP_017788629.1	XP_015439997.1
OG0000427	XP_017798518.1	XP_015430209.1
OG0000428	XP_017787356.1	XP_015432930.1
OG0000428	XP_017797921.1	XP_015432119.1
OG0000429	XP_017795294.1, XP_017795317.1	XP_015440193.1
OG0000430	XP_017788513.1	XP_015431157.1, XP_015431186.1
OG0000431	XP_017798671.1	XP_015439206.1
OG0000432	XP_017793254.1	XP_015437815.1
OG0000433	XP_017794103.1	XP_015437472.1, XP_015437475.1
OG0000433	XP_017794051.1	XP_015437482.1
OG0000434	XP_017794992.1	XP_015432255.1
OG0000436	XP_017792802.1	XP_015430282.1
OG0000437	XP_017791205.1	XP_015433620.1
OG0000438	XP_017793114.1	XP_015428705.1
OG0000439	XP_017797071.1	XP_015431088.1
OG0000440	XP_017791924.1	XP_015435743.1
OG0000441	XP_017798355.1	XP_015430275.1
OG0000443	XP_017790180.1	XP_015429610.1
OG0000444	XP_017788008.1	XP_015439000.1, XP_015439001.1
OG0000445	XP_017788829.1	XP_015432294.1
OG0000446	XP_017789786.1	XP_015433248.1
OG0000447	XP_017791395.1	XP_015434626.1
OG0000448	XP_017794730.1	XP_015438921.1, XP_015439019.1, XP_015438919.1, XP_015438920.1
OG0000449	XP_017789131.1	XP_015438750.1
OG0000450	XP_017793235.1	XP_015434567.1
OG0000451	XP_017797688.1	XP_015434121.1
OG0000452	XP_017792600.1, XP_017792601.1	XP_015437567.1, XP_015437566.1
OG0000453	XP_017791124.1	XP_015437481.1
OG0000454	XP_017795595.1, XP_017795597.1, XP_017795596.1, XP_017795598.1	XP_015435554.1
OG0000455	XP_017792421.1	XP_015432162.1
OG0000456	XP_017793388.1	XP_015437761.1
OG0000457	XP_017793490.1	XP_015437296.1
OG0000458	XP_017791968.1, XP_017791969.1, XP_017791967.1	XP_015431625.1
OG0000459	XP_017798124.1	XP_015430723.1, XP_015430726.1, XP_015430725.1, XP_015430724.1
OG0000460	XP_017790747.1	XP_015439987.1, XP_015439986.1, XP_015439985.1
OG0000461	XP_017787809.1	XP_015429427.1
OG0000462	XP_017798283.1	XP_015430844.1
OG0000463	XP_017787653.1	XP_015429808.1
OG0000464	XP_017798819.1	XP_015439143.1
OG0000465	XP_017795463.1	XP_015438589.1, XP_015438588.1
OG0000466	XP_017790128.1, XP_017790129.1, XP_017790130.1	XP_015434734.1
OG0000467	XP_017794344.1	XP_015436302.1
OG0000468	XP_017787953.1	XP_015433166.1
OG0000470	XP_017790920.1	XP_015434573.1
OG0000471	XP_017796879.1	XP_015440332.1
OG0000472	XP_017795650.1	XP_015440109.1
OG0000473	XP_017797575.1	XP_015431968.1
OG0000473	XP_017797598.1	XP_015432044.1
OG0000474	XP_017791166.1	XP_015433442.1, XP_015433436.1
OG0000475	XP_017789934.1	XP_015436502.1
OG0000476	XP_017788995.1	XP_015428633.1
OG0000477	XP_017794629.1	XP_015438926.1
OG0000478	XP_017794910.1	XP_015432670.1
OG0000479	XP_017787706.1, XP_017787697.1	XP_015435212.1
OG0000480	XP_017790812.1	XP_015440017.1
OG0000481	XP_017794335.1	XP_015436145.1
OG0000482	XP_017794448.1	XP_015429075.1
OG0000483	XP_017789362.1	XP_015437667.1
OG0000485	XP_017795844.1	XP_015438100.1, XP_015440400.1, XP_015437583.1, XP_015432072.1, XP_015433583.1, XP_015437900.1, XP_015438093.1, XP_015429651.1, XP_015435727.1
OG0000487	XP_017797131.1	XP_015433233.1
OG0000487	XP_017793455.1	XP_015433232.1
OG0000488	XP_017798803.1, XP_017798801.1, XP_017798804.1	XP_015438966.1
OG0000489	XP_017797237.1	XP_015430804.1
OG0000490	XP_017799391.1, XP_017799392.1	XP_015435289.1, XP_015435288.1, XP_015435286.1, XP_015435285.1, XP_015435290.1
OG0000491	XP_017792675.1	XP_015428687.1
OG0000491	XP_017792656.1	XP_015428726.1
OG0000492	XP_017794533.1	XP_015431874.1
OG0000492	XP_017794504.1	XP_015431820.1
OG0000494	XP_017791768.1, XP_017791767.1, XP_017791766.1	XP_015433780.1, XP_015433779.1
OG0000495	XP_017795762.1	XP_015437432.1
OG0000496	XP_017793845.1	XP_015431387.1, XP_015431388.1, XP_015431389.1
OG0000497	XP_017790089.1	XP_015438367.1
OG0000498	XP_017789142.1	XP_015437195.1
OG0000499	XP_017789284.1	XP_015437387.1, XP_015437388.1, XP_015437390.1
OG0000500	XP_017787650.1	XP_015431707.1
OG0000501	XP_017795725.1	XP_015436351.1
OG0000502	XP_017789976.1, XP_017792634.1	XP_015437034.1
OG0000503	XP_017794095.1	XP_015430909.1
OG0000505	XP_017799037.1, XP_017799036.1	XP_015432903.1, XP_015432902.1, XP_015432901.1
OG0000506	XP_017794013.1	XP_015430513.1, XP_015430512.1
OG0000507	XP_017791059.1, XP_017791060.1	XP_015435755.1
OG0000508	XP_017787983.1	XP_015438942.1
OG0000509	XP_017791216.1	XP_015436329.1
OG0000510	XP_017795275.1	XP_015431719.1
OG0000511	XP_017790819.1	XP_015439675.1
OG0000512	XP_017792306.1	XP_015430057.1, XP_015430058.1
OG0000513	XP_017792710.1	XP_015428998.1
OG0000514	XP_017787820.1, XP_017787821.1, XP_017787822.1	XP_015434410.1
OG0000515	XP_017798306.1	XP_015430260.1
OG0000516	XP_017788586.1	XP_015440060.1
OG0000517	XP_017787441.1, XP_017787440.1, XP_017787439.1	XP_015430445.1, XP_015430444.1, XP_015430443.1
OG0000518	XP_017791529.1	XP_015434705.1
OG0000519	XP_017797313.1	XP_015436300.1
OG0000520	XP_017790691.1	XP_015439810.1
OG0000521	XP_017795466.1	XP_015438358.1
OG0000522	XP_017798592.1, XP_017798593.1, XP_017797116.1	XP_015430238.1
OG0000524	XP_017794086.1	XP_015430963.1, XP_015430962.1, XP_015430964.1
OG0000525	XP_017788491.1	XP_015431581.1, XP_015431580.1, XP_015431579.1, XP_015431578.1
OG0000526	XP_017796099.1	XP_015440248.1, XP_015440249.1
OG0000527	XP_017796060.1	XP_015433380.1
OG0000528	XP_017795586.1	XP_015435545.1
OG0000529	XP_017787599.1	XP_015432216.1
OG0000530	XP_017793803.1, XP_017793804.1	XP_015440418.1
OG0000531	XP_017793347.1	XP_015438810.1
OG0000531	XP_017793346.1	XP_015438807.1
OG0000532	XP_017798007.1	XP_015428756.1, XP_015428757.1
OG0000533	XP_017796482.1	XP_015433990.1
OG0000534	XP_017798173.1	XP_015436922.1
OG0000535	XP_017792187.1, XP_017792186.1	XP_015440021.1
OG0000536	XP_017794574.1	XP_015430118.1, XP_015430121.1
OG0000537	XP_017798974.1	XP_015435369.1
OG0000538	XP_017799376.1	XP_015433063.1, XP_015433061.1
OG0000539	XP_017794164.1	XP_015438176.1
OG0000540	XP_017796269.1	XP_015439543.1
OG0000541	XP_017790072.1	XP_015429710.1
OG0000541	XP_017790071.1	XP_015429686.1
OG0000542	XP_017790591.1	XP_015429244.1
OG0000543	XP_017790741.1	XP_015439579.1
OG0000545	XP_017788037.1	XP_015430216.1
OG0000546	XP_017791847.1	XP_015434883.1
OG0000547	XP_017791206.1	XP_015429407.1, XP_015429406.1
OG0000548	XP_017799163.1, XP_017799162.1	XP_015435352.1
OG0000549	XP_017789722.1	XP_015431864.1
OG0000550	XP_017796142.1	XP_015434268.1, XP_015434218.1
OG0000551	XP_017795146.1	XP_015429785.1
OG0000552	XP_017795579.1	XP_015439656.1
OG0000553	XP_017797595.1	XP_015431062.1
OG0000554	XP_017787794.1, XP_017787795.1	XP_015438906.1
OG0000555	XP_017790927.1	XP_015429495.1
OG0000556	XP_017795082.1	XP_015431135.1
OG0000557	XP_017791612.1	XP_015438541.1
OG0000558	XP_017792000.1	XP_015428951.1
OG0000559	XP_017793419.1	XP_015437374.1
OG0000560	XP_017792954.1	XP_015437330.1, XP_015437332.1, XP_015437333.1
OG0000561	XP_017789582.1	XP_015428702.1
OG0000562	XP_017792425.1	XP_015432197.1
OG0000563	XP_017795776.1	XP_015437439.1, XP_015437438.1, XP_015437441.1, XP_015437440.1, XP_015437443.1, XP_015437437.1
OG0000564	XP_017794794.1	XP_015439409.1
OG0000565	XP_017796647.1	XP_015433175.1, XP_015433176.1
OG0000566	XP_017791583.1	XP_015437892.1
OG0000567	XP_017792232.1	XP_015438232.1
OG0000568	XP_017788211.1	XP_015437465.1
OG0000569	XP_017791006.1	XP_015435737.1, XP_015434421.1, XP_015434434.1
OG0000570	XP_017799000.1	XP_015432837.1
OG0000571	XP_017799230.1, XP_017799231.1	XP_015439532.1, XP_015433009.1
OG0000572	XP_017787431.1	XP_015438101.1
OG0000573	XP_017794454.1	XP_015429044.1
OG0000574	XP_017789132.1	XP_015431992.1
OG0000575	XP_017793383.1, XP_017793382.1	XP_015437743.1, XP_015437744.1, XP_015437746.1, XP_015437745.1, XP_015437742.1
OG0000576	XP_017794782.1	XP_015433181.1
OG0000577	XP_017792584.1	XP_015429172.1
OG0000578	XP_017795035.1	XP_015432092.1
OG0000579	XP_017798342.1	XP_015430314.1, XP_015430315.1
OG0000583	XP_017793787.1	XP_015440179.1
OG0000583	XP_017794273.1	XP_015438227.1
OG0000584	XP_017796745.1	XP_015434629.1
OG0000585	XP_017793163.1	XP_015430580.1
OG0000586	XP_017793739.1	XP_015432049.1, XP_015432051.1, XP_015432050.1, XP_015432048.1
OG0000587	XP_017790304.1	XP_015435564.1
OG0000588	XP_017795143.1	XP_015429795.1
OG0000589	XP_017789351.1	XP_015429335.1
OG0000590	XP_017788420.1, XP_017788417.1	XP_015432222.1
OG0000591	XP_017789453.1	XP_015433666.1, XP_015433665.1, XP_015433664.1
OG0000592	XP_017787976.1	XP_015434141.1
OG0000594	XP_017799087.1, XP_017799088.1	XP_015435260.1
OG0000595	XP_017793405.1	XP_015437348.1
OG0000596	XP_017799595.1	XP_015439466.1
OG0000596	XP_017799454.1	XP_015439467.1
OG0000597	XP_017788993.1	XP_015428607.1
OG0000598	XP_017796218.1, XP_017796217.1	XP_015436658.1, XP_015436659.1, XP_015436660.1
OG0000599	XP_017793972.1	XP_015430977.1, XP_015430978.1
OG0000600	XP_017793733.1	XP_015431168.1
OG0000601	XP_017790818.1	XP_015439897.1, XP_015439895.1
OG0000602	XP_017795971.1	XP_015432188.1
OG0000603	XP_017791305.1	XP_015437821.1
OG0000604	XP_017799291.1	XP_015435318.1
OG0000605	XP_017798384.1, XP_017798383.1	XP_015430326.1
OG0000606	XP_017789740.1	XP_015431935.1
OG0000607	XP_017788978.1	XP_015438024.1
OG0000608	XP_017796319.1	XP_015430194.1
OG0000609	XP_017788783.1	XP_015428627.1
OG0000610	XP_017794787.1	XP_015433149.1
OG0000611	XP_017788941.1, XP_017788944.1	XP_015433625.1
OG0000612	XP_017788177.1	XP_015435916.1
OG0000613	XP_017792805.1	XP_015428422.1
OG0000614	XP_017795381.1	XP_015436273.1
OG0000615	XP_017791347.1	XP_015434641.1
OG0000616	XP_017792602.1	XP_015434627.1
OG0000617	XP_017793278.1, XP_017793273.1	XP_015432641.1
OG0000618	XP_017796582.1	XP_015432495.1
OG0000619	XP_017795362.1	XP_015436972.1
OG0000620	XP_017797482.1	XP_015431114.1
OG0000621	XP_017797684.1	XP_015434075.1
OG0000622	XP_017794470.1	XP_015429109.1
OG0000623	XP_017795570.1	XP_015436551.1
OG0000623	XP_017795569.1	XP_015436549.1
OG0000624	XP_017788388.1, XP_017791533.1, XP_017787714.1, XP_017799406.1, XP_017792886.1, XP_017797039.1	XP_015435474.1
OG0000625	XP_017793370.1, XP_017793369.1	XP_015437318.1
OG0000626	XP_017793333.1	XP_015437736.1
OG0000627	XP_017791377.1	XP_015428846.1
OG0000628	XP_017798132.1	XP_015431599.1
OG0000629	XP_017798088.1, XP_017793743.1	XP_015431656.1
OG0000630	XP_017790366.1	XP_015434494.1
OG0000631	XP_017789991.1, XP_017789992.1	XP_015434720.1, XP_015434721.1
OG0000632	XP_017787699.1	XP_015429761.1
OG0000633	XP_017792051.1	XP_015429923.1
OG0000634	XP_017795003.1	XP_015432714.1
OG0000636	XP_017798908.1	XP_015431289.1
OG0000636	XP_017799021.1	XP_015431300.1
OG0000637	XP_017792392.1	XP_015437247.1
OG0000638	XP_017795342.1	XP_015433753.1
OG0000639	XP_017790868.1	XP_015435142.1
OG0000640	XP_017792269.1, XP_017792268.1	XP_015438269.1, XP_015438268.1, XP_015438266.1
OG0000641	XP_017792169.1	XP_015439808.1, XP_015439809.1
OG0000642	XP_017792207.1, XP_017792206.1	XP_015440072.1, XP_015440073.1
OG0000643	XP_017799377.1, XP_017799382.1	XP_015433083.1
OG0000644	XP_017799266.1	XP_015432949.1
OG0000645	XP_017787642.1	XP_015429480.1
OG0000646	XP_017788301.1	XP_015436837.1
OG0000647	XP_017788609.1	XP_015431206.1
OG0000648	XP_017788046.1	XP_015431451.1
OG0000649	XP_017789374.1	XP_015433690.1
OG0000650	XP_017788050.1	XP_015435794.1
OG0000651	XP_017792160.1	XP_015439962.1
OG0000652	XP_017793678.1, XP_017793679.1, XP_017793677.1	XP_015440051.1
OG0000653	XP_017789778.1	XP_015440087.1
OG0000654	XP_017791154.1, XP_017791153.1	XP_015437511.1
OG0000655	XP_017790170.1	XP_015437649.1
OG0000656	XP_017790862.1	XP_015437279.1
OG0000657	XP_017789892.1, XP_017789891.1	XP_015433611.1, XP_015433610.1
OG0000659	XP_017793669.1, XP_017793668.1	XP_015439979.1
OG0000659	XP_017793670.1	XP_015439684.1
OG0000660	XP_017788053.1	XP_015435875.1
OG0000661	XP_017798180.1	XP_015430623.1
OG0000662	XP_017798105.1, XP_017798104.1	XP_015430628.1
OG0000663	XP_017798285.1	XP_015436956.1, XP_015436955.1
OG0000664	XP_017792121.1	XP_015439901.1
OG0000664	XP_017792172.1	XP_015439905.1, XP_015439692.1
OG0000665	XP_017795802.1	XP_015440362.1
OG0000666	XP_017790921.1	XP_015438499.1
OG0000668	XP_017791426.1	XP_015434663.1
OG0000670	XP_017795756.1, XP_017795758.1	XP_015435160.1
OG0000671	XP_017797705.1	XP_015434065.1, XP_015434066.1
OG0000672	XP_017792810.1	XP_015430394.1
OG0000673	XP_017793232.1	XP_015435825.1, XP_015435833.1
OG0000674	XP_017799342.1, XP_017799341.1	XP_015432857.1
OG0000676	XP_017799009.1	XP_015432820.1
OG0000677	XP_017788406.1	XP_015433991.1
OG0000678	XP_017791480.1	XP_015438182.1
OG0000679	XP_017798629.1	XP_015439121.1
OG0000680	XP_017791867.1	XP_015437976.1
OG0000681	XP_017792078.1	XP_015429980.1
OG0000682	XP_017791608.1	XP_015431394.1, XP_015431393.1
OG0000684	XP_017798002.1	XP_015435744.1, XP_015435745.1
OG0000685	XP_017789102.1	XP_015438700.1
OG0000685	XP_017789038.1	XP_015438653.1
OG0000686	XP_017794583.1, XP_017794585.1, XP_017794586.1, XP_017794584.1	XP_015430992.1, XP_015430984.1, XP_015431000.1
OG0000687	XP_017788579.1	XP_015431084.1
OG0000688	XP_017790730.1	XP_015440141.1
OG0000689	XP_017790357.1	XP_015429177.1
OG0000690	XP_017799604.1	XP_015436326.1
OG0000691	XP_017798750.1, XP_017796998.1, XP_017798805.1, XP_017799195.1	XP_015438996.1, XP_015438997.1
OG0000692	XP_017795917.1, XP_017795918.1	XP_015434895.1
OG0000693	XP_017798552.1	XP_015439128.1
OG0000695	XP_017797019.1, XP_017793457.1	XP_015440520.1
OG0000696	XP_017787690.1	XP_015434396.1
OG0000697	XP_017791769.1	XP_015439535.1
OG0000698	XP_017788025.1	XP_015434183.1
OG0000699	XP_017790941.1	XP_015439526.1
OG0000700	XP_017798151.1	XP_015436921.1, XP_015436920.1
OG0000701	XP_017792807.1	XP_015428476.1
OG0000702	XP_017788503.1	XP_015435226.1
OG0000703	XP_017789539.1	XP_015438509.1
OG0000704	XP_017796054.1	XP_015433354.1, XP_015433353.1
OG0000705	XP_017787848.1, XP_017787807.1	XP_015434475.1
OG0000706	XP_017789117.1, XP_017789116.1	XP_015437163.1
OG0000707	XP_017792604.1	XP_015436984.1
OG0000707	XP_017793168.1	XP_015433751.1
OG0000708	XP_017793673.1	XP_015439823.1
OG0000710	XP_017795175.1	XP_015429924.1
OG0000711	XP_017791359.1	XP_015434686.1, XP_015434687.1
OG0000712	XP_017788739.1, XP_017788740.1, XP_017788738.1	XP_015428504.1
OG0000713	XP_017797470.1	XP_015432054.1
OG0000714	XP_017795532.1	XP_015435552.1, XP_015435551.1
OG0000715	XP_017796013.1	XP_015439740.1
OG0000717	XP_017793084.1	XP_015437382.1
OG0000718	XP_017790068.1, XP_017790069.1, XP_017790070.1, XP_017790067.1	XP_015436611.1
OG0000719	XP_017789359.1	XP_015437119.1
OG0000720	XP_017790399.1	XP_015429511.1
OG0000721	XP_017790187.1	XP_015429614.1
OG0000722	XP_017793896.1	XP_015431370.1
OG0000723	XP_017788760.1	XP_015432310.1
OG0000724	XP_017789574.1	XP_015431932.1
OG0000725	XP_017793920.1	XP_015431408.1
OG0000726	XP_017791030.1, XP_017791032.1	XP_015434898.1
OG0000728	XP_017796555.1	XP_015431791.1
OG0000729	XP_017794289.1	XP_015438303.1, XP_015438300.1, XP_015438301.1, XP_015438299.1, XP_015438302.1
OG0000731	XP_017793916.1	XP_015431403.1
OG0000732	XP_017793882.1	XP_015431277.1
OG0000733	XP_017788842.1, XP_017788843.1	XP_015428548.1, XP_015428550.1
OG0000734	XP_017799520.1	XP_015430553.1
OG0000735	XP_017799603.1	XP_015430463.1, XP_015430462.1, XP_015430464.1
OG0000736	XP_017787426.1, XP_017787427.1	XP_015430468.1, XP_015430469.1
OG0000737	XP_017787495.1	XP_015437463.1
OG0000738	XP_017788060.1	XP_015434220.1
OG0000739	XP_017788071.1	XP_015434245.1, XP_015434242.1, XP_015434243.1, XP_015434246.1, XP_015434247.1, XP_015434244.1
OG0000740	XP_017793949.1, XP_017793950.1	XP_015431341.1
OG0000741	XP_017789735.1	XP_015429749.1
OG0000742	XP_017794566.1	XP_015431810.1
OG0000743	XP_017797324.1	XP_015436045.1
OG0000744	XP_017791089.1	XP_015436117.1
OG0000745	XP_017794650.1, XP_017794651.1	XP_015436742.1
OG0000746	XP_017796046.1	XP_015440107.1
OG0000747	XP_017797974.1, XP_017797972.1	XP_015433762.1
OG0000748	XP_017795472.1	XP_015438547.1
OG0000749	XP_017787985.1	XP_015439264.1
OG0000750	XP_017791836.1	XP_015439299.1
OG0000751	XP_017791837.1	XP_015437981.1
OG0000752	XP_017789549.1	XP_015439311.1
OG0000753	XP_017796024.1	XP_015440036.1
OG0000754	XP_017790301.1	XP_015436624.1, XP_015436625.1
OG0000755	XP_017790274.1	XP_015436535.1
OG0000756	XP_017794596.1	XP_015439149.1
OG0000757	XP_017787570.1, XP_017787569.1, XP_017787568.1	XP_015432287.1
OG0000758	XP_017798607.1	XP_015439029.1
OG0000759	XP_017789831.1	XP_015438401.1
OG0000760	XP_017789244.1, XP_017789243.1	XP_015438881.1
OG0000761	XP_017793494.1, XP_017793501.1	XP_015428397.1, XP_015428396.1
OG0000762	XP_017793380.1	XP_015437334.1
OG0000763	XP_017793429.1	XP_015437354.1, XP_015437352.1
OG0000764	XP_017791132.1	XP_015436285.1
OG0000765	XP_017795520.1, XP_017795521.1	XP_015436374.1
OG0000766	XP_017795300.1	XP_015434231.1
OG0000767	XP_017794158.1	XP_015438174.1
OG0000768	XP_017794186.1	XP_015438264.1
OG0000769	XP_017794283.1	XP_015436801.1
OG0000770	XP_017789408.1, XP_017789326.1	XP_015432407.1
OG0000771	XP_017794833.1	XP_015432662.1
OG0000772	XP_017793032.1	XP_015437416.1
OG0000773	XP_017794554.1	XP_015430083.1
OG0000774	XP_017797480.1	XP_015431079.1
OG0000775	XP_017799371.1	XP_015432899.1, XP_015432894.1
OG0000776	XP_017788341.1	XP_015430278.1
OG0000777	XP_017797065.1	XP_015433787.1
OG0000778	XP_017790514.1, XP_017790523.1	XP_015438348.1
OG0000779	XP_017797246.1	XP_015431768.1
OG0000780	XP_017789683.1	XP_015433837.1, XP_015433838.1
OG0000781	XP_017797401.1	XP_015438742.1
OG0000782	XP_017790453.1	XP_015429056.1
OG0000783	XP_017789348.1	XP_015429361.1
OG0000784	XP_017787961.1	XP_015431781.1
OG0000785	XP_017797492.1	XP_015432001.1
OG0000786	XP_017791445.1	XP_015440142.1
OG0000787	XP_017789159.1	XP_015436780.1
OG0000788	XP_017795862.1	XP_015436244.1, XP_015436245.1
OG0000789	XP_017791432.1	XP_015434583.1
OG0000790	XP_017788939.1	XP_015433606.1
OG0000791	XP_017798598.1	XP_015434060.1
OG0000792	XP_017798779.1	XP_015439212.1
OG0000793	XP_017792788.1, XP_017792789.1	XP_015428454.1
OG0000794	XP_017799244.1	XP_015435389.1
OG0000795	XP_017795925.1	XP_015431034.1
OG0000796	XP_017794412.1	XP_015440192.1, XP_015428606.1
OG0000797	XP_017792754.1	XP_015437836.1
OG0000798	XP_017797253.1, XP_017797254.1	XP_015431788.1
OG0000800	XP_017796435.1	XP_015431766.1
OG0000801	XP_017792205.1	XP_015439774.1
OG0000802	XP_017795662.1	XP_015433276.1
OG0000802	XP_017795493.1	XP_015433361.1
OG0000803	XP_017792195.1	XP_015440203.1
OG0000804	XP_017790151.1	XP_015429925.1
OG0000805	XP_017787829.1	XP_015429432.1
OG0000806	XP_017791646.1, XP_017791647.1, XP_017791648.1, XP_017791649.1	XP_015429990.1
OG0000807	XP_017792320.1	XP_015430048.1
OG0000808	XP_017794117.1, XP_017794116.1	XP_015437527.1
OG0000809	XP_017793169.1	XP_015433750.1
OG0000810	XP_017792511.1	XP_015430611.1
OG0000811	XP_017793900.1	XP_015438454.1
OG0000812	XP_017799108.1	XP_015435296.1
OG0000813	XP_017796557.1	XP_015439321.1
