Orthogroup	Habropoda_laboriosa	Ceratina_calcarata
OG0000270	XP_017795077.1	XP_017877447.1, XP_017877440.1
OG0000271	XP_017794217.1	XP_026670033.1, XP_017881487.1
OG0000272	XP_017793928.1	XP_017885691.1
OG0000273	XP_017799525.1, XP_017799524.1, XP_017799522.1	XP_017877649.1
OG0000274	XP_017790922.1	XP_017878878.1, XP_017878881.1
OG0000275	XP_017792432.1	XP_017888661.1
OG0000276	XP_017795898.1, XP_017795906.1	XP_017890424.2, XP_026672263.1, XP_017875862.1
OG0000277	XP_017789718.1, XP_017789719.1, XP_017789715.1, XP_017789720.1, XP_017789716.1, XP_017789717.1	XP_026672250.1, XP_026672249.1, XP_026672246.1, XP_017885753.1, XP_026672248.1
OG0000279	XP_017789380.1, XP_017789381.1	XP_017887363.1, XP_017887362.1
OG0000280	XP_017796495.1	XP_017878726.2
OG0000281	XP_017795263.1	XP_026670595.1, XP_017882531.1, XP_017882532.1
OG0000282	XP_017788367.1	XP_017875958.1
OG0000283	XP_017794884.1	XP_017888487.1, XP_017888485.1, XP_017888486.1, XP_017888479.1, XP_017888481.1, XP_017888482.1, XP_017888484.1, XP_026673529.1
OG0000284	XP_017793542.1	XP_017889643.1
OG0000285	XP_017787925.1	XP_026672526.1
OG0000286	XP_017798374.1	XP_026674245.1, XP_026674244.1, XP_017889974.1
OG0000288	XP_017795523.1	XP_026674327.1, XP_026674326.1, XP_017890165.1
OG0000289	XP_017798582.1	XP_017875530.1, XP_017875531.1
OG0000290	XP_017791652.1	XP_017887868.1
OG0000291	XP_017795689.1, XP_017795690.1	XP_017892510.1, XP_017892508.1, XP_017892509.1
OG0000292	XP_017787467.1	XP_026671317.1, XP_017883991.1, XP_026671319.1, XP_026671318.1
OG0000293	XP_017794181.1	XP_017888002.2
OG0000294	XP_017798356.1	XP_017888724.1, XP_017888723.1, XP_017888726.1, XP_017888725.1
OG0000295	XP_017798876.1	XP_017891153.1, XP_017891154.1
OG0000296	XP_017798854.1	XP_017893250.1
OG0000297	XP_017790169.1	XP_017885576.1
OG0000298	XP_017788782.1	XP_026666798.1, XP_026666797.1, XP_017893510.1
OG0000299	XP_017794371.1	XP_017881228.1, XP_017881225.1, XP_017881227.1
OG0000300	XP_017789601.1	XP_017887481.1, XP_017887484.1
OG0000301	XP_017792528.1	XP_017876666.1, XP_017876667.1, XP_026667677.1, XP_017876668.1
OG0000302	XP_017796651.1	XP_026672568.1, XP_017886502.1, XP_017886500.1, XP_017886498.1
OG0000303	XP_017787512.1, XP_017787511.1, XP_017787509.1, XP_017787510.1, XP_017787505.1	XP_017888875.2, XP_026673685.1
OG0000304	XP_017798488.1	XP_026675088.1, XP_026675087.1, XP_026675086.1, XP_026675085.1, XP_026675089.1, XP_026675084.1
OG0000305	XP_017790766.1	XP_017885393.1
OG0000306	XP_017798013.1, XP_017798014.1	XP_017880083.1, XP_017880079.1
OG0000307	XP_017796742.1	XP_017888893.1, XP_026673915.1, XP_017888902.1, XP_026673940.1, XP_026673919.1, XP_026673923.1, XP_026673934.1
OG0000308	XP_017799348.1	XP_017889038.1, XP_017889035.1, XP_017889036.1
OG0000309	XP_017799373.1	XP_026666993.1, XP_017875728.1
OG0000310	XP_017797132.1, XP_017797072.1	XP_017882961.1, XP_017882960.1
OG0000311	XP_017798823.1	XP_017879973.1, XP_026668982.1
OG0000313	XP_017790933.1	XP_017892605.1
OG0000314	XP_017790272.1	XP_017887380.2, XP_017885792.1, XP_026668832.1, XP_017875300.2, XP_017877436.1, XP_017890717.1
OG0000316	XP_017793237.1	XP_026673470.1, XP_026673471.1, XP_017888358.1
OG0000317	XP_017793167.1	XP_026671441.1
OG0000318	XP_017791479.1	XP_017881510.1
OG0000319	XP_017798161.1	XP_026666844.1, XP_017893640.1, XP_017893639.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1
OG0000320	XP_017795705.1	XP_017875127.1
OG0000321	XP_017793698.1	XP_017892218.2, XP_017893148.1, XP_017892229.1, XP_017883003.2
OG0000322	XP_017789775.1, XP_017789770.1, XP_017796951.1	XP_017891414.1
OG0000323	XP_017798115.1	XP_017876987.2
OG0000324	XP_017790126.1	XP_017882576.1, XP_017882577.1, XP_026670617.1
OG0000325	XP_017796219.1	XP_026668693.1, XP_017878751.1, XP_017878758.1, XP_026668694.1, XP_026668691.1, XP_026668692.1
OG0000326	XP_017798760.1	XP_026671812.1
OG0000327	XP_017797731.1	XP_017884792.1, XP_017884791.1
OG0000328	XP_017799559.1	XP_017888309.1, XP_017888308.1
OG0000329	XP_017796665.1, XP_017796657.1	XP_017888722.1, XP_017888721.1
OG0000330	XP_017788912.1	XP_017875305.1
OG0000331	XP_017794693.1	XP_026666632.1, XP_017893300.1
OG0000332	XP_017790040.1, XP_017790038.1, XP_017790039.1	XP_017885849.1
OG0000333	XP_017797645.1	XP_017875615.1, XP_017875618.1, XP_017875613.1, XP_017875617.1, XP_017875611.1, XP_026667188.1
OG0000334	XP_017794702.1	XP_017882301.1, XP_026670260.1
OG0000335	XP_017793772.1	XP_026668042.1
OG0000336	XP_017794988.1	XP_017877209.1
OG0000337	XP_017788630.1	XP_017882334.1, XP_017882333.1
OG0000338	XP_017797841.1	XP_017876980.2
OG0000339	XP_017795448.1, XP_017795447.1	XP_017882127.1
OG0000340	XP_017794025.1	XP_026667384.1
OG0000341	XP_017793661.1	XP_017883067.1
OG0000342	XP_017798574.1	XP_017884928.1
OG0000343	XP_017789927.1	XP_026670462.1, XP_017882114.1
OG0000344	XP_017795573.1	XP_017890442.1, XP_017890441.1
OG0000345	XP_017794527.1, XP_017794528.1, XP_017794529.1, XP_017794530.1	XP_026673878.1
OG0000346	XP_017795222.1	XP_026672374.1
OG0000347	XP_017792090.1	XP_017887891.1
OG0000348	XP_017790082.1, XP_017790084.1	XP_026671105.1
OG0000349	XP_017796898.1	XP_017882631.1
OG0000350	XP_017793056.1	XP_017879015.1
OG0000351	XP_017792969.1	XP_017879431.1, XP_017880104.1, XP_026670745.1, XP_017881611.1, XP_026673021.1
OG0000352	XP_017788680.1	XP_017879420.1
OG0000353	XP_017799217.1	XP_017875776.1
OG0000354	XP_017799064.1	XP_017877020.1
OG0000355	XP_017792136.1	XP_017876220.1, XP_017876219.1, XP_017876221.1, XP_017876223.1, XP_017876222.1
OG0000356	XP_017788619.1	XP_026674338.1, XP_026674337.1, XP_026674336.1, XP_017890043.1, XP_017890045.1, XP_017890044.1, XP_026674339.1
OG0000357	XP_017788600.1, XP_017788599.1	XP_017883601.1, XP_017883604.1, XP_017883603.1, XP_017883602.1
OG0000358	XP_017797725.1	XP_026671665.1, XP_026671666.1
OG0000359	XP_017791631.1	XP_026667907.1
OG0000360	XP_017799297.1	XP_026674774.1, XP_017891265.1
OG0000361	XP_017787786.1	XP_026666601.1
OG0000361	XP_017787787.1	XP_026674571.1, XP_026674574.1
OG0000362	XP_017797990.1	XP_017878368.1, XP_017888803.1
OG0000363	XP_017794059.1	XP_026670020.1, XP_017881399.1, XP_017881397.1
OG0000364	XP_017789694.1	XP_017890425.1
OG0000365	XP_017791372.1	XP_026673913.1, XP_026673911.1, XP_026673910.1, XP_026673912.1, XP_017889314.1, XP_026673914.1
OG0000367	XP_017794682.1	XP_017885102.1
OG0000368	XP_017799294.1	XP_017892741.1, XP_026675616.1
OG0000369	XP_017796433.1	XP_017884211.1
OG0000370	XP_017790008.1	XP_017875724.1
OG0000371	XP_017798424.1	XP_017890681.1
OG0000372	XP_017796065.1	XP_017891787.1, XP_017891786.1, XP_026675153.1, XP_017891788.1, XP_017891789.1
OG0000373	XP_017797471.1	XP_017890716.2, XP_017883369.2
OG0000374	XP_017796812.1	XP_017886196.1, XP_017890453.1, XP_026669405.1, XP_017888591.1, XP_017876268.1, XP_017877688.1, XP_017889154.1, XP_017875795.1, XP_017885272.1, XP_017885478.1, XP_017880834.1, XP_017881064.1, XP_017890417.1, XP_017888671.1
OG0000375	XP_017793149.1	XP_017880003.1
OG0000377	XP_017791614.1, XP_017791613.1	XP_017876705.1
OG0000378	XP_017791029.1	XP_026672229.1, XP_026672228.1, XP_017885746.1, XP_026672230.1
OG0000379	XP_017787928.1	XP_017876756.1, XP_017876755.1, XP_017876754.1
OG0000380	XP_017796498.1, XP_017796497.1	XP_017879217.1
OG0000381	XP_017792307.1	XP_017887720.1, XP_017887719.1
OG0000382	XP_017794882.1	XP_017885079.1
OG0000383	XP_017787604.1	XP_017886713.1, XP_017886711.1, XP_017886710.1
OG0000384	XP_017788567.1	XP_017885722.1, XP_017885721.1, XP_026672240.1, XP_017885720.1
OG0000385	XP_017794716.1	XP_017885097.1, XP_017885107.1
OG0000386	XP_017787503.1	XP_017876004.1
OG0000387	XP_017789972.1	XP_026671246.1
OG0000388	XP_017788864.1	XP_017893520.1
OG0000389	XP_017798453.1, XP_017798452.1	XP_026674256.1, XP_017889984.1
OG0000390	XP_017788957.1, XP_017788956.1, XP_017788955.1	XP_017893445.1
OG0000391	XP_017793293.1	XP_017880384.1, XP_026669442.1
OG0000392	XP_017790768.1, XP_017790776.1	XP_017883836.1, XP_017883835.1, XP_026671267.1
OG0000393	XP_017789806.1	XP_026670585.1, XP_026670575.1, XP_017882535.1, XP_017882550.1, XP_017882558.1, XP_017882527.1
OG0000394	XP_017789228.1	XP_017876721.1, XP_017876729.1
OG0000395	XP_017791408.1	XP_017879917.1
OG0000396	XP_017792356.1	XP_017892526.1, XP_017892525.1, XP_026675422.1
OG0000397	XP_017794957.1, XP_017794955.1	XP_017886844.1, XP_017886843.1
OG0000398	XP_017792204.1	XP_017876425.1, XP_017876424.1, XP_017876422.1, XP_017876423.1, XP_026667570.1
OG0000399	XP_017799365.1, XP_017799364.1, XP_017799366.1	XP_026669802.1, XP_026669801.1, XP_017881043.1, XP_017881044.1
OG0000400	XP_017799149.1	XP_026673753.1, XP_017889124.1, XP_026673754.1, XP_026673752.1
OG0000401	XP_017799552.1	XP_017879321.1, XP_017883946.1, XP_017879308.1, XP_026672076.1, XP_017885395.1, XP_017885625.1
OG0000402	XP_017788121.1	XP_026669663.1, XP_026669664.1, XP_017880753.1, XP_026669665.1
OG0000404	XP_017787665.1	XP_017886589.1
OG0000405	XP_017796858.1	XP_017888647.2, XP_017888646.2
OG0000406	XP_017788373.1	XP_017884207.1, XP_017884205.1
OG0000407	XP_017791448.1	XP_017884491.1, XP_026671512.1
OG0000408	XP_017789663.1	XP_017888925.2, XP_017886275.1, XP_017886249.1, XP_017886267.1, XP_017886258.1
OG0000409	XP_017798930.1	XP_017893314.1
OG0000410	XP_017791270.1	XP_017883453.1
OG0000411	XP_017799436.1	XP_026670019.1
OG0000412	XP_017790875.1	XP_017882168.1
OG0000413	XP_017793134.1	XP_017879984.1
OG0000414	XP_017793821.1, XP_017797088.1, XP_017795986.1, XP_017791946.1	XP_017890267.2
OG0000414	XP_017797041.1, XP_017797102.1	XP_017885094.2, XP_026675167.1, XP_026668991.1, XP_017891813.1
OG0000415	XP_017793074.1	XP_026668790.1
OG0000416	XP_017794888.1, XP_017794887.1, XP_017794889.1	XP_017886684.1, XP_026672663.1
OG0000417	XP_017788986.1, XP_017788981.1	XP_026675222.1, XP_026675220.1, XP_017891912.1
OG0000418	XP_017789845.1	XP_026669751.1, XP_017892956.2, XP_017891025.1
OG0000419	XP_017793279.1, XP_017793280.1, XP_017793281.1	XP_017890927.1
OG0000420	XP_017799092.1	XP_017889183.1
OG0000421	XP_017793483.1	XP_026674530.1, XP_017890537.1, XP_017890536.1
OG0000422	XP_017792345.1	XP_026666859.1, XP_026666852.1, XP_026666870.1, XP_026666867.1
OG0000423	XP_017790844.1, XP_017790842.1	XP_017890189.1
OG0000424	XP_017788135.1, XP_017788134.1	XP_017886107.1, XP_026672373.1, XP_017886106.1
OG0000425	XP_017797024.1	XP_017879825.1
OG0000426	XP_017788631.1	XP_017883555.1
OG0000427	XP_017798518.1	XP_026671739.1, XP_026671742.1, XP_017884799.1
OG0000428	XP_017787356.1	XP_017880475.1
OG0000428	XP_017797921.1	XP_017880489.1
OG0000429	XP_017795294.1, XP_017795317.1	XP_017887009.1, XP_017887008.1
OG0000430	XP_017788513.1	XP_017879641.1, XP_017888125.1
OG0000431	XP_017798671.1	XP_017875410.1, XP_017875412.1, XP_017875411.1
OG0000432	XP_017793254.1	XP_017875152.1, XP_017875151.1, XP_017875150.1, XP_017885804.1
OG0000433	XP_017794103.1	XP_017892973.1
OG0000433	XP_017794051.1	XP_017892982.1
OG0000434	XP_017794992.1	XP_017877208.1, XP_017877206.1
OG0000436	XP_017792802.1	XP_026674594.1, XP_026674590.1, XP_026674595.1, XP_017890652.1, XP_026674592.1, XP_026674591.1, XP_017890651.1
OG0000437	XP_017791205.1	XP_026670221.1, XP_017887042.1, XP_017881880.1
OG0000438	XP_017793114.1	XP_017881113.1
OG0000439	XP_017797071.1	XP_026672207.1, XP_026672206.1, XP_026672208.1, XP_026672209.1, XP_026672210.1, XP_017885740.1, XP_026672205.1, XP_026672211.1
OG0000440	XP_017791924.1	XP_017880238.1, XP_017880240.1
OG0000441	XP_017798355.1	XP_026675559.1, XP_017875980.2
OG0000443	XP_017790180.1	XP_017885599.1, XP_026672148.1
OG0000444	XP_017788008.1	XP_017875538.1
OG0000445	XP_017788829.1	XP_017893539.1, XP_026666681.1, XP_026666682.1
OG0000446	XP_017789786.1	XP_017875382.1
OG0000447	XP_017791395.1	XP_017879443.1, XP_017879445.1, XP_017879444.1
OG0000448	XP_017794730.1	XP_017887161.1, XP_017887159.1, XP_017887158.1, XP_017887153.1
OG0000449	XP_017789131.1	XP_017875153.1
OG0000450	XP_017793235.1	XP_017890988.1, XP_017890987.1, XP_017890986.1
OG0000451	XP_017797688.1	XP_026671702.1
OG0000452	XP_017792600.1, XP_017792601.1	XP_017886888.1, XP_017886889.1
OG0000453	XP_017791124.1	XP_017883445.1
OG0000454	XP_017795595.1, XP_017795597.1, XP_017795596.1, XP_017795598.1	XP_017886230.2
OG0000455	XP_017792421.1	XP_017882596.1, XP_026670620.1
OG0000456	XP_017793388.1	XP_017878611.1, XP_017878615.1, XP_017878613.1, XP_017878614.1, XP_017878612.1
OG0000457	XP_017793490.1	XP_017890593.1, XP_026674563.1, XP_017890591.1
OG0000458	XP_017791968.1, XP_017791969.1, XP_017791967.1	XP_017879114.1
OG0000459	XP_017798124.1	XP_026666840.1, XP_017893628.1
OG0000460	XP_017790747.1	XP_017890057.1
OG0000461	XP_017787809.1	XP_017892403.1
OG0000462	XP_017798283.1	XP_017888705.1
OG0000463	XP_017787653.1	XP_017890736.1, XP_017890735.1, XP_017890723.1
OG0000464	XP_017798819.1	XP_017875547.1, XP_017875546.1, XP_017875545.1, XP_017875544.1
OG0000465	XP_017795463.1	XP_017876485.1
OG0000466	XP_017790128.1, XP_017790129.1, XP_017790130.1	XP_017884125.1, XP_026671371.1, XP_026671372.1, XP_026671373.1
OG0000467	XP_017794344.1	XP_017885045.1
OG0000468	XP_017787953.1	XP_017891643.1
OG0000469	XP_017799350.1, XP_017799349.1, XP_017799353.1, XP_017799351.1, XP_017799352.1	XP_026673431.1
OG0000470	XP_017790920.1	XP_017883259.1
OG0000471	XP_017796879.1	XP_017876717.1, XP_026667609.1
OG0000472	XP_017795650.1	XP_017883545.1
OG0000473	XP_017797575.1	XP_026670113.1
OG0000473	XP_017797598.1	XP_026666493.1, XP_026666492.1, XP_026666491.1
OG0000474	XP_017791166.1	XP_017893077.1, XP_017893076.1
OG0000475	XP_017789934.1	XP_017883676.1, XP_017883675.1, XP_017883674.1, XP_017883673.1, XP_017883672.1, XP_026671113.1, XP_026671112.1
OG0000476	XP_017788995.1	XP_017887075.1, XP_017887074.1, XP_017887071.1, XP_017887073.1, XP_017887072.1, XP_026672822.1
OG0000477	XP_017794629.1	XP_017884401.2, XP_026671595.1, XP_026671596.1
OG0000478	XP_017794910.1	XP_017877252.1
OG0000479	XP_017787706.1, XP_017787697.1	XP_026673554.1
OG0000480	XP_017790812.1	XP_017890135.1, XP_017890133.1
OG0000481	XP_017794335.1	XP_017881241.1, XP_026669947.1, XP_026669948.1, XP_017881242.1, XP_017881245.1, XP_017881239.1, XP_017881240.1, XP_026669946.1
OG0000483	XP_017789362.1	XP_026667249.1
OG0000485	XP_017795844.1	XP_026675096.1
OG0000487	XP_017797131.1	XP_017889260.1
OG0000487	XP_017793455.1	XP_026673879.1
OG0000488	XP_017798803.1, XP_017798801.1, XP_017798804.1	XP_017884378.1
OG0000489	XP_017797237.1	XP_026668241.1
OG0000490	XP_017799391.1, XP_017799392.1	XP_026668326.1
OG0000491	XP_017792656.1	XP_017879055.1, XP_017878925.1
OG0000492	XP_017794533.1	XP_017884166.1
OG0000492	XP_017794504.1	XP_017884165.1
OG0000494	XP_017791768.1, XP_017791767.1, XP_017791766.1	XP_017882856.1, XP_017882866.1, XP_017882847.1
OG0000495	XP_017795762.1	XP_017890958.1
OG0000496	XP_017793845.1	XP_017876672.1
OG0000497	XP_017790089.1	XP_017882092.1, XP_017882086.1, XP_017882094.1, XP_026670278.1, XP_017882088.1, XP_017882087.1, XP_026670279.1, XP_017882091.1
OG0000498	XP_017789142.1	XP_017892625.1
OG0000499	XP_017789284.1	XP_026673464.1, XP_017888323.1
OG0000500	XP_017787650.1	XP_017881059.1
OG0000501	XP_017795725.1	XP_026670085.1, XP_017881650.1, XP_026670083.1, XP_026670084.1
OG0000502	XP_017789976.1, XP_017792634.1	XP_026669402.1, XP_017880297.1, XP_017880369.1
OG0000503	XP_017794095.1	XP_026669291.1, XP_017880048.1
OG0000505	XP_017799037.1, XP_017799036.1	XP_017876054.2, XP_017881008.1
OG0000506	XP_017794013.1	XP_026670226.1, XP_017881886.1, XP_026670225.1
OG0000508	XP_017787983.1	XP_017884991.1, XP_026671633.1
OG0000509	XP_017791216.1	XP_017885639.1, XP_017885647.1
OG0000510	XP_017795275.1	XP_017878387.1
OG0000511	XP_017790819.1	XP_017890025.2
OG0000512	XP_017792306.1	XP_017885235.1, XP_026671991.1, XP_017885234.1
OG0000513	XP_017792710.1	XP_017886242.1, XP_017886243.1
OG0000514	XP_017787820.1, XP_017787821.1, XP_017787822.1	XP_017885225.1, XP_017885226.1
OG0000515	XP_017798306.1	XP_026674246.1
OG0000516	XP_017788586.1	XP_017883516.1
OG0000517	XP_017787441.1, XP_017787440.1, XP_017787439.1	XP_026673662.1
OG0000518	XP_017791529.1	XP_026673506.1, XP_026673507.1, XP_017888383.1, XP_017888384.1, XP_026673508.1
OG0000519	XP_017797313.1	XP_026674155.1
OG0000520	XP_017790691.1	XP_017879635.1
OG0000521	XP_017795466.1	XP_017876734.1
OG0000522	XP_017798592.1, XP_017798593.1, XP_017797116.1	XP_026675309.1, XP_017892155.1, XP_017892156.1
OG0000524	XP_017794086.1	XP_026670023.1, XP_017881478.1
OG0000525	XP_017788491.1	XP_017875637.1, XP_017875635.1, XP_017875633.1
OG0000526	XP_017796099.1	XP_017883167.1
OG0000527	XP_017796060.1	XP_017876412.1, XP_017876413.1, XP_017876414.1, XP_017876410.1, XP_017876411.1, XP_026667557.1
OG0000528	XP_017795586.1	XP_017890588.1, XP_017890587.1, XP_017890589.1
OG0000529	XP_017787599.1	XP_017880175.1
OG0000530	XP_017793803.1, XP_017793804.1	XP_017886585.1, XP_026672603.1, XP_017886584.1
OG0000531	XP_017793347.1	XP_017878649.1
OG0000531	XP_017793346.1	XP_017878648.1
OG0000532	XP_017798007.1	XP_026668398.1
OG0000533	XP_017796482.1	XP_017876848.1
OG0000534	XP_017798173.1	XP_017891678.1
OG0000535	XP_017792187.1, XP_017792186.1	XP_026670837.1, XP_017883017.1, XP_026670836.1
OG0000536	XP_017794574.1	XP_017875702.1, XP_017875693.1
OG0000537	XP_017798974.1	XP_026673193.1, XP_026673194.1, XP_026673195.1, XP_026673191.1, XP_026673192.1, XP_017887781.1
OG0000539	XP_017794164.1	XP_017881530.2, XP_026669984.1, XP_026666909.1, XP_017881402.1
OG0000540	XP_017796269.1	XP_026673888.1, XP_026673889.1, XP_026673887.1, XP_017889249.1, XP_026673890.1
OG0000541	XP_017790072.1	XP_026674731.1
OG0000541	XP_017790071.1	XP_026674733.1, XP_026674730.1
OG0000542	XP_017790591.1	XP_017879550.1
OG0000543	XP_017790741.1	XP_026671263.1, XP_017883834.1, XP_026671266.1, XP_026671264.1
OG0000544	XP_017794420.1	XP_026671155.1
OG0000545	XP_017788037.1	XP_026671646.1, XP_026671636.1, XP_026671640.1, XP_026671643.1
OG0000546	XP_017791847.1	XP_017889613.1
OG0000547	XP_017791206.1	XP_017893012.1, XP_017893037.1
OG0000548	XP_017799163.1, XP_017799162.1	XP_017889057.1
OG0000549	XP_017789722.1	XP_017886253.1
OG0000550	XP_017796142.1	XP_026671339.1, XP_017884059.1
OG0000551	XP_017795146.1	XP_017889252.1
OG0000552	XP_017795579.1	XP_017890618.1, XP_017883524.1, XP_026671041.1
OG0000553	XP_017797595.1	XP_026667327.1, XP_017875874.1, XP_026667326.1, XP_017875876.1
OG0000554	XP_017787794.1, XP_017787795.1	XP_026668281.1, XP_026668280.1, XP_026668279.1
OG0000555	XP_017790927.1	XP_017885418.1
OG0000556	XP_017795082.1	XP_017891560.1
OG0000557	XP_017791612.1	XP_017886551.1
OG0000558	XP_017792000.1	XP_026675267.1, XP_026675268.1, XP_026675269.1, XP_017891919.1
OG0000559	XP_017793419.1	XP_017878430.1, XP_017878429.1, XP_026668533.1
OG0000560	XP_017792954.1	XP_017878975.1, XP_026668816.1, XP_026668820.1, XP_026668819.1, XP_026668818.1, XP_026668817.1, XP_026668822.1, XP_026668821.1
OG0000561	XP_017789582.1	XP_017877585.1, XP_017877587.1, XP_026668180.1, XP_017877586.1
OG0000562	XP_017792425.1	XP_026668115.1
OG0000563	XP_017795776.1	XP_026672569.1
OG0000564	XP_017794794.1	XP_026674102.1, XP_017889494.1, XP_017889491.1, XP_017889492.1
OG0000565	XP_017796647.1	XP_017889817.1
OG0000566	XP_017791583.1	XP_017878159.1, XP_026668411.1, XP_026668410.1
OG0000567	XP_017792232.1	XP_017885885.1
OG0000568	XP_017788211.1	XP_026666565.1, XP_017893132.1, XP_017893129.1
OG0000570	XP_017799000.1	XP_026669133.1
OG0000571	XP_017799230.1, XP_017799231.1	XP_017890809.1
OG0000572	XP_017787431.1	XP_017889750.1
OG0000573	XP_017794454.1	XP_017884262.1, XP_017884263.1
OG0000574	XP_017789132.1	XP_017888946.1
OG0000575	XP_017793383.1, XP_017793382.1	XP_026674531.1
OG0000576	XP_017794782.1	XP_017889463.1, XP_017889465.1, XP_026673966.1
OG0000577	XP_017792584.1	XP_017890733.1
OG0000578	XP_017795035.1	XP_017887182.1, XP_026674767.1, XP_017892140.2
OG0000579	XP_017798342.1	XP_026670611.1, XP_017882547.1
OG0000583	XP_017793787.1	XP_017878064.1
OG0000583	XP_017794273.1	XP_017881454.1
OG0000584	XP_017796745.1	XP_026673949.1, XP_026673952.1, XP_026673951.1, XP_026673956.1
OG0000585	XP_017793163.1	XP_026667444.1
OG0000586	XP_017793739.1	XP_026674859.1, XP_017891160.1
OG0000587	XP_017790304.1	XP_017883752.1, XP_017883754.1
OG0000589	XP_017789351.1	XP_017887280.1
OG0000590	XP_017788420.1, XP_017788417.1	XP_017884171.1
OG0000591	XP_017789453.1	XP_026669662.1, XP_017880741.1, XP_017880743.1, XP_017880742.1
OG0000592	XP_017787976.1	XP_017875456.1, XP_017875458.1
OG0000593	XP_017795359.1, XP_017795358.1, XP_017795357.1, XP_017795360.1	XP_026674952.1
OG0000594	XP_017799087.1, XP_017799088.1	XP_017875205.1
OG0000595	XP_017793405.1	XP_017890540.1, XP_017890539.1
OG0000596	XP_017799595.1	XP_017881053.1
