Orthogroup	Vespa_mandarinia	Tribolium_castaneum
OG0000224	XP_035739815.1, XP_035739812.1, XP_035739813.1, XP_035739814.1	XP_970766.1, XP_008193916.1
OG0000225	XP_035734246.1, XP_035734248.1, XP_035742936.1	XP_971086.2
OG0000227	XP_035735426.1	XP_008198897.2
OG0000229	XP_035730748.1, XP_035730749.1, XP_035731006.1, XP_035731009.1	XP_008190780.1
OG0000231	XP_035738625.1, XP_035738626.1, XP_035738627.1	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1
OG0000232	XP_035727361.1, XP_035727359.1, XP_035727360.1	XP_970131.1
OG0000233	XP_035718297.1	XP_008196062.1, XP_008196018.1, XP_008196019.1
OG0000234	XP_035726727.1	XP_972520.3, XP_001814003.1
OG0000235	XP_035729544.1, XP_035729549.1, XP_035729541.1	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1
OG0000236	XP_035735169.1	NP_001155991.1
OG0000237	XP_035740253.1	XP_008197452.1
OG0000237	XP_035740306.1	XP_008197451.1
OG0000240	XP_035741192.1, XP_035741079.1	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1
OG0000242	XP_035723091.1, XP_035742763.1, XP_035742764.1, XP_035727376.1, XP_035727388.1, XP_035742921.1	XP_967642.2, XP_968884.1, XP_015833766.1
OG0000244	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1	XP_974579.1, XP_015836330.1
OG0000245	XP_035726439.1	XP_008194988.1, NP_001034522.1, NP_001034493.1
OG0000246	XP_035739647.1	NP_001096056.1
OG0000246	XP_035722551.1, XP_035722552.1, XP_035722553.1	XP_973068.2, XP_008193582.1
OG0000247	XP_035731997.1	XP_015836651.1, XP_967265.2, XP_015836758.1, XP_967437.1, XP_015836650.1, XP_015836187.1
OG0000247	XP_035732193.1	XP_015840017.1, XP_008190606.2, XP_015833810.1
OG0000248	XP_035739829.1	XP_015839338.1, XP_008193359.2, XP_015835108.1
OG0000249	XP_035744085.1, XP_035717767.1	XP_966587.1
OG0000250	XP_035723650.1	XP_008196257.1
OG0000251	XP_035723813.1	XP_015840048.1, XP_008201191.1
OG0000252	XP_035720532.1, XP_035720531.1	XP_970662.1
OG0000253	XP_035742337.1, XP_035742338.1	XP_008198043.1
OG0000254	XP_035718876.1	XP_008195945.1
OG0000254	XP_035732648.1	XP_008195412.1, XP_971164.2
OG0000255	XP_035728438.1, XP_035728437.1, XP_035728436.1	XP_970270.1, XP_008199406.1
OG0000256	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	XP_035740806.1, XP_035740850.1	XP_015838389.1
OG0000257	XP_035740701.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000260	XP_035730089.1	NP_001034506.1
OG0000263	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1	XP_966512.1, XP_975893.1
OG0000264	XP_035735842.1	XP_008198346.1, NP_001164126.1
OG0000264	XP_035728468.1	XP_968284.1, XP_015835141.1
OG0000265	XP_035743707.1	NP_001153781.1, XP_008200967.1, XP_008200966.1
OG0000266	XP_035743679.1	XP_967356.1
OG0000266	XP_035727916.1	XP_970881.1, XP_970797.1
OG0000268	XP_035724329.1	XP_967796.2, XP_015832932.1, XP_015838161.1
OG0000269	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1	XP_971005.2
OG0000270	XP_035721119.1	XP_008198078.1, NP_001280505.1
OG0000270	XP_035736463.1	XP_008198076.1, NP_001280501.1
OG0000271	XP_035725070.1, XP_035725069.1	NP_001280518.1
OG0000272	XP_035738837.1	XP_008193383.1, NP_001107763.1
OG0000272	XP_035729176.1	NP_001103420.1
OG0000273	XP_035734287.1, XP_035734277.1	XP_008191036.1
OG0000275	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1	XP_970514.2
OG0000277	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1	XP_015837443.1
OG0000278	XP_035742183.1, XP_035742182.1	XP_015834844.1
OG0000281	XP_035720653.1, XP_035720658.1	XP_968478.1, XP_968177.1
OG0000282	XP_035742493.1, XP_035731240.1, XP_035731241.1	XP_015839963.1, XP_015837078.1, XP_015838612.1, XP_015840021.1
OG0000283	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1	XP_970327.1, XP_015836740.1
OG0000284	XP_035725371.1	XP_968561.1
OG0000284	XP_035736377.1	XP_008195942.1, XP_973257.1
OG0000285	XP_035725457.1, XP_035725458.1, XP_035725456.1	XP_970530.1
OG0000286	XP_035731751.1, XP_035731750.1, XP_035731752.1	XP_008193140.1
OG0000287	XP_035740381.1	XP_008197596.1
OG0000288	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1	XP_015833077.1, XP_008200294.1
OG0000288	XP_035727964.1	XP_966392.1
OG0000289	XP_035736843.1, XP_035736844.1, XP_035736845.1	XP_973833.1
OG0000290	XP_035742649.1	XP_008193818.1
OG0000291	XP_035728615.1	NP_001161313.1
OG0000292	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000293	XP_035717704.1	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1
OG0000295	XP_035724522.1, XP_035724503.1, XP_035724513.1	XP_974942.1
OG0000296	XP_035742884.1, XP_035742883.1, XP_035742885.1	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000297	XP_035732677.1	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1
OG0000298	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1	XP_975374.1
OG0000299	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1	XP_008196759.1
OG0000300	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1	XP_001811015.1
OG0000301	XP_035741425.1	NP_001107791.1
OG0000301	XP_035725195.1	NP_001107860.1
OG0000302	XP_035736733.1	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000303	XP_035738398.1	XP_971548.1, XP_008199064.1
OG0000304	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1	XP_015835772.1, XP_008193751.1
OG0000305	XP_035725285.1	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1
OG0000306	XP_035737223.1, XP_035737207.1, XP_035737199.1	XP_008195672.2
OG0000307	XP_035721440.1, XP_035721443.1, XP_035721442.1	XP_973197.1
OG0000308	XP_035734694.1, XP_035734697.1	XP_015835181.1
OG0000309	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1	XP_968563.2, XP_015838858.1
OG0000310	XP_035742346.1, XP_035722399.1	XP_015834524.1
OG0000311	XP_035743868.1, XP_035743867.1	NP_001164089.1, XP_015836774.1
OG0000312	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1	XP_015833546.1
OG0000313	XP_035740443.1	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000315	XP_035727385.1	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1
OG0000316	XP_035740432.1	XP_008190751.1, NP_001182329.1
OG0000317	XP_035740159.1	XP_008200064.1
OG0000318	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1	XP_008192121.1, XP_974398.1
OG0000319	XP_035727711.1, XP_035727714.1, XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1	XP_967713.1, XP_971783.1
OG0000320	XP_035723044.1	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	XP_035718651.1, XP_035718650.1	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	XP_035732799.1	XP_974306.1
OG0000322	XP_035736008.1, XP_035735999.1	XP_008191340.1
OG0000323	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1	XP_015839632.1, XP_015839647.1
OG0000324	XP_035728721.1, XP_035728715.1, XP_035724087.1	XP_015834170.1, XP_015834173.1
OG0000325	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1
OG0000326	XP_035730290.1	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	XP_035729496.1	XP_008191189.2
OG0000330	XP_035734130.1, XP_035719014.1, XP_035719494.1	XP_967194.1, XP_973575.3, XP_968237.2
OG0000331	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1	XP_972225.1
OG0000332	XP_035734091.1, XP_035734090.1, XP_035734092.1	XP_971957.1
OG0000333	XP_035719269.1, XP_035743594.1	XP_015839725.1
OG0000334	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1	XP_015836026.1
OG0000335	XP_035723458.1, XP_035731643.1, XP_035731642.1	XP_971201.1
OG0000336	XP_035739272.1	XP_001814361.1
OG0000337	XP_035723409.1	XP_008198111.1, XP_008198112.1
OG0000338	XP_035737384.1	XP_008197000.1
OG0000339	XP_035724022.1	XP_975511.1
OG0000339	XP_035718121.1, XP_035718122.1	NP_001177648.1, XP_008193158.1
OG0000340	XP_035721594.1	XP_008200736.1
OG0000340	XP_035725472.1, XP_035725471.1	XP_015838405.1, XP_973952.1, XP_973891.1
OG0000341	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1	XP_975221.1
OG0000342	XP_035718354.1	XP_008198162.1
OG0000342	XP_035719318.1	XP_968153.2
OG0000343	XP_035743980.1	XP_008193357.1
OG0000344	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1	XP_015840052.1, XP_015840053.1
OG0000345	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1	XP_015838177.1
OG0000347	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1	XP_008196770.1
OG0000349	XP_035729444.1	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	XP_035737131.1, XP_035737130.1	XP_008197841.1, XP_971237.1
OG0000351	XP_035718015.1, XP_035718022.1, XP_035718032.1, XP_035726210.1	XP_971635.2, XP_008196968.1
OG0000352	XP_035737721.1	XP_974349.1
OG0000356	XP_035740320.1	XP_008197708.1, XP_008197784.2
OG0000357	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1	XP_008194728.1
OG0000358	XP_035727372.1, XP_035727374.1, XP_035727373.1	XP_972062.1
OG0000360	XP_035717699.1	XP_008195292.1, XP_967057.1
OG0000361	XP_035728053.1	XP_973660.1
OG0000362	XP_035733777.1	NP_001161782.1
OG0000362	XP_035733776.1	NP_001161781.1
OG0000363	XP_035717943.1	XP_015834105.1
OG0000364	XP_035724830.1, XP_035724831.1	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1
OG0000366	XP_035731042.1, XP_035731038.1, XP_035731020.1	XP_015840947.1, NP_001107777.1
OG0000367	XP_035730042.1, XP_035730043.1	XP_008194856.1, XP_015836457.1
OG0000368	XP_035725421.1	XP_976104.1, XP_015838018.1
OG0000369	XP_035736257.1, XP_035735619.1	XP_008201712.1
OG0000370	XP_035723563.1	XP_015839940.1
OG0000371	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1	XP_008201299.1
OG0000372	XP_035726735.1, XP_035733921.1	XP_015836666.1
OG0000375	XP_035733331.1	XP_015838589.1
OG0000377	XP_035744081.1	XP_008198810.1
OG0000377	XP_035738841.1	XP_008199609.1
OG0000378	XP_035720515.1	XP_008190395.1
OG0000379	XP_035730189.1, XP_035730188.1, XP_035730187.1	XP_008191956.1, XP_015836606.1
OG0000380	XP_035726693.1, XP_035726692.1, XP_035726694.1	XP_970911.1, XP_015835308.1
OG0000381	XP_035739680.1	XP_015834938.1
OG0000381	XP_035743164.1	XP_001813974.1
OG0000382	XP_035731760.1, XP_035732432.1	XP_966771.1
OG0000383	XP_035740378.1	XP_015840217.1
OG0000384	XP_035720776.1	XP_001813130.1
OG0000385	XP_035729195.1, XP_035723456.1	XP_008200161.1
OG0000386	XP_035728038.1, XP_035728376.1, XP_035728377.1	XP_970034.2
OG0000387	XP_035736603.1	XP_968734.1
OG0000388	XP_035726517.1	XP_974824.1
OG0000389	XP_035719223.1	XP_008191053.1, XP_971552.2
OG0000390	XP_035738057.1	XP_970733.3
OG0000392	XP_035742210.1	XP_015839708.1
OG0000394	XP_035735750.1, XP_035735752.1, XP_035735751.1	XP_008190453.1, XP_015836362.1, XP_970450.1
OG0000395	XP_035722253.1, XP_035722857.1	XP_967306.3
OG0000396	XP_035740626.1	XP_967256.1
OG0000397	XP_035733757.1, XP_035733756.1	XP_973626.3
OG0000398	XP_035727861.1, XP_035727863.1, XP_035727862.1	XP_973071.1
OG0000399	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1	XP_015838955.1
OG0000401	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1	XP_973474.1
OG0000403	XP_035718489.1	XP_015835469.1
OG0000405	XP_035740586.1, XP_035740585.1	XP_975505.1
OG0000405	XP_035729013.1, XP_035729012.1	XP_969335.1
OG0000406	XP_035732984.1	XP_015840310.1
OG0000406	XP_035732985.1	XP_967861.2
OG0000407	XP_035743386.1, XP_035743388.1, XP_035743390.1, XP_035743383.1, XP_035743384.1	XP_008198805.1
OG0000408	XP_035722401.1	XP_008190910.1
OG0000408	XP_035737799.1	XP_008199142.1, XP_970081.3
OG0000409	XP_035723932.1	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1
OG0000410	XP_035724504.1	XP_008194279.1
OG0000410	XP_035724339.1	XP_008199891.1
OG0000411	XP_035728085.1	XP_008191461.1
OG0000411	XP_035736358.1	XP_001813433.1
OG0000413	XP_035737679.1	XP_969620.2
OG0000415	XP_035739802.1	XP_973217.2
OG0000416	XP_035742854.1	XP_008192545.1
OG0000417	XP_035731664.1, XP_035731666.1	XP_008198772.1
OG0000417	XP_035736212.1	XP_974698.1
OG0000419	XP_035736016.1	XP_971173.1, XP_015838774.1
OG0000420	XP_035737714.1	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1
OG0000420	XP_035737727.1, XP_035737728.1, XP_035737726.1, XP_035737725.1	XP_008199675.1
OG0000421	XP_035725314.1	XP_008192097.1
OG0000423	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1	XP_008199561.1
OG0000424	XP_035721875.1	XP_015840415.1
OG0000424	XP_035721878.1	XP_015840422.1
OG0000425	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1	XP_969804.2
OG0000426	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1	XP_973970.1
OG0000427	XP_035736616.1	XP_008196417.1
OG0000428	XP_035728302.1, XP_035728301.1, XP_035728303.1	XP_015839428.1, XP_008194527.2
OG0000428	XP_035731002.1, XP_035731003.1	XP_015837845.1, NP_001280511.1
OG0000429	XP_035720359.1	XP_008196407.1, XP_015837255.1
OG0000430	XP_035742034.1	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1
OG0000431	XP_035719249.1	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1
OG0000432	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1	XP_973723.1
OG0000433	XP_035740897.1	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1
OG0000434	XP_035724577.1, XP_035724578.1, XP_035724580.1	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1
OG0000436	XP_035726509.1	XP_008197909.1
OG0000436	XP_035717431.1	XP_970620.1
OG0000437	XP_035719769.1	XP_008200406.1
OG0000438	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1, XP_035732528.1	XP_971688.3
OG0000439	XP_035726037.1	XP_008193933.1
OG0000440	XP_035734048.1	XP_008200809.1
OG0000441	XP_035743138.1	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1
OG0000442	XP_035728022.1	XP_008197799.1, XP_968004.1
OG0000443	XP_035724536.1	XP_974381.2
OG0000444	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1	NP_001164534.1, NP_001164533.1
OG0000445	XP_035739638.1	XP_008193734.1
OG0000446	XP_035725068.1, XP_035725067.1	XP_008198655.1, XP_008198715.2, XP_008198651.1
OG0000447	XP_035727077.1, XP_035727079.1, XP_035727078.1	XP_008191853.2
OG0000448	XP_035732885.1, XP_035732883.1	XP_969343.1
OG0000449	XP_035730911.1, XP_035730912.1	XP_966346.1
OG0000450	XP_035719304.1, XP_035719299.1	NP_001157610.1, XP_015835206.1
OG0000451	XP_035732335.1, XP_035732337.1, XP_035732336.1	XP_972488.2
OG0000452	XP_035731135.1	XP_008195563.1
OG0000452	XP_035721082.1	XP_008190571.1
OG0000453	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1	XP_008196382.1, XP_008196383.1, XP_008196384.1
OG0000454	XP_035726887.1	XP_008197523.2
OG0000455	XP_035730560.1	NP_001280547.1, XP_008193388.1
OG0000456	XP_035733682.1, XP_035733683.1, XP_035733681.1	XP_969928.1, XP_008196724.1
OG0000457	XP_035727490.1	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1
OG0000458	XP_035737420.1, XP_035737421.1	XP_967155.1
OG0000459	XP_035743475.1	XP_968944.1
OG0000460	XP_035737627.1	XP_968752.1
OG0000460	XP_035737628.1	XP_968824.2
OG0000461	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1	XP_008198752.1
OG0000462	XP_035718532.1, XP_035718530.1	XP_015840075.1
OG0000463	XP_035726149.1	XP_015833244.1, XP_015833229.1
OG0000464	XP_035717973.1	XP_015836316.1, XP_015837285.1, XP_015836265.1, XP_015835579.1
OG0000465	XP_035734799.1	XP_008198275.1
OG0000466	XP_035729251.1, XP_035729250.1	XP_969900.1, XP_008191787.1
OG0000467	XP_035719734.1, XP_035719732.1, XP_035719733.1, XP_035719731.1	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1
OG0000468	XP_035731830.1	XP_008194809.1
OG0000469	XP_035732317.1, XP_035732334.1, XP_035732325.1, XP_035732342.1	XP_967943.1, NP_001306191.1
OG0000471	XP_035725522.1, XP_035725520.1, XP_035725523.1	XP_972436.1
OG0000472	XP_035738209.1, XP_035738208.1	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1
OG0000474	XP_035734433.1, XP_035734431.1, XP_035734432.1	XP_967468.1
OG0000475	XP_035740702.1, XP_035740696.1	XP_008193995.1, XP_015836218.1, XP_969591.2
OG0000476	XP_035723663.1	NP_001127700.1, XP_015834940.1, NP_001120783.1
OG0000477	XP_035734311.1, XP_035717171.1	NP_001164309.1, XP_008198961.1, XP_969867.1
OG0000478	XP_035720224.1	XP_970086.1
OG0000479	XP_035739832.1, XP_035739831.1, XP_035739834.1, XP_035739833.1, XP_035739836.1, XP_035739835.1, XP_035739837.1, XP_035739838.1	XP_015839265.1, XP_008198225.1
OG0000480	XP_035739092.1	XP_008194196.2, XP_015836177.1, XP_015836175.1, XP_008194198.2, XP_008194199.2, XP_015835638.1, XP_015835640.1, XP_015835226.1
OG0000482	XP_035736484.1	XP_969479.3
OG0000483	XP_035728009.1	XP_015837619.1, XP_008196295.1, XP_973683.1, XP_015837618.1, XP_015837422.1
OG0000484	XP_035728728.1, XP_035728738.1, XP_035728765.1, XP_035728720.1, XP_035728714.1, XP_035728755.1, XP_035728746.1	XP_008198466.1
OG0000485	XP_035733703.1	XP_971795.1
OG0000488	XP_035723488.1	XP_970829.1
OG0000489	XP_035733300.1	XP_971503.1, XP_015836306.1, XP_015836308.1
OG0000490	XP_035725029.1	XP_970402.1
OG0000492	XP_035717306.1, XP_035717307.1, XP_035717308.1, XP_035717310.1, XP_035717311.1, XP_035717314.1, XP_035717313.1, XP_035717312.1	XP_008191436.1, XP_008191435.1, XP_008191434.1
OG0000493	XP_035731687.1, XP_035731684.1, XP_035731685.1, XP_035731688.1	XP_015836062.1
OG0000495	XP_035725338.1	XP_971329.1
OG0000496	XP_035736171.1	XP_968047.1
OG0000497	XP_035733287.1	XP_975478.1
OG0000497	XP_035730688.1	XP_008196347.1, XP_015837674.1, XP_015837673.1
OG0000498	XP_035739325.1, XP_035739324.1, XP_035739323.1, XP_035739322.1	XP_971487.1
OG0000500	XP_035732148.1	XP_015840287.1
OG0000500	XP_035732174.1	XP_015840276.1
OG0000501	XP_035738238.1	XP_015836029.1
OG0000502	XP_035730547.1	XP_972728.2
OG0000503	XP_035741446.1, XP_035741429.1, XP_035741420.1, XP_035741455.1, XP_035741436.1, XP_035741410.1	XP_967287.2
OG0000504	XP_035734634.1, XP_035734633.1, XP_035734637.1	XP_968718.1, XP_008194015.1, XP_974277.2
OG0000505	XP_035735657.1, XP_035735659.1, XP_035735658.1	XP_969277.1
OG0000507	XP_035720858.1	XP_001807284.2, XP_976138.1, XP_001811691.1
OG0000508	XP_035729979.1	XP_008192396.1
OG0000509	XP_035735617.1	XP_969380.1, NP_001107848.1, XP_015840636.1, XP_969234.1, XP_975485.1, XP_008201472.1, XP_008201470.1
OG0000510	XP_035735029.1, XP_035735030.1, XP_035735031.1, XP_035735033.1	XP_967289.1, XP_967368.2, XP_008190366.1
OG0000512	XP_035742351.1	NP_001157690.1, XP_008200992.1
OG0000516	XP_035717475.1, XP_035717476.1, XP_035717481.1, XP_035717479.1, XP_035717478.1, XP_035717477.1	XP_974600.1
OG0000517	XP_035736870.1, XP_035737658.1	XP_972373.1
OG0000518	XP_035735694.1, XP_035735695.1, XP_035735697.1, XP_035735693.1	XP_966468.1
OG0000519	XP_035727636.1	XP_001806886.2
OG0000520	XP_035739352.1	XP_015833266.1
OG0000522	XP_035727954.1	NP_001161913.1, XP_008196457.1
