Orthogroup	Vespa_mandarinia	Anopheles_gambiae
OG0000300	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1	XP_311179.3
OG0000301	XP_035741425.1	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5
OG0000301	XP_035725195.1	XP_555875.4
OG0000302	XP_035736733.1	XP_559969.3
OG0000303	XP_035738398.1	XP_562126.3
OG0000304	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1	XP_309314.4
OG0000305	XP_035725285.1	XP_563311.4
OG0000306	XP_035737223.1, XP_035737207.1, XP_035737199.1	XP_313557.5
OG0000307	XP_035721440.1, XP_035721443.1, XP_035721442.1	XP_321110.5
OG0000308	XP_035734694.1, XP_035734697.1	XP_003436758.1, XP_313171.5
OG0000309	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1	XP_314908.3
OG0000310	XP_035742346.1, XP_035722399.1	XP_554747.3
OG0000311	XP_035743868.1, XP_035743867.1	XP_308653.4
OG0000312	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1	XP_314530.4
OG0000313	XP_035740443.1	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4
OG0000315	XP_035727385.1	XP_309465.3, XP_309463.4, XP_309462.4
OG0000316	XP_035740432.1	XP_024667073.1
OG0000316	XP_035729094.1, XP_035729092.1	XP_024667074.1
OG0000317	XP_035740159.1	XP_313902.4
OG0000318	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1	XP_318652.3
OG0000319	XP_035727711.1, XP_035727714.1, XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1	XP_001688115.1, XP_308867.3
OG0000320	XP_035723044.1	XP_564296.2, XP_310187.3
OG0000321	XP_035718651.1, XP_035718650.1	XP_319900.4
OG0000322	XP_035732799.1	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4
OG0000323	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1	XP_321271.5
OG0000324	XP_035724087.1	XP_307908.4
OG0000325	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1	XP_321287.5
OG0000326	XP_035730290.1	XP_321051.5, XP_321052.5
OG0000327	XP_035729496.1	XP_316546.4
OG0000329	XP_035727539.1, XP_035727540.1	XP_313828.2, XP_313829.3
OG0000330	XP_035734130.1, XP_035719014.1, XP_035719494.1	XP_309352.4
OG0000331	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1	XP_310335.3, XP_003436613.1, XP_003436612.1
OG0000332	XP_035734091.1, XP_035734090.1, XP_035734092.1	XP_566006.4
OG0000333	XP_035719269.1, XP_035743594.1	XP_312762.5, XP_003436384.1
OG0000334	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1	XP_314676.4
OG0000335	XP_035723458.1, XP_035731643.1, XP_035731642.1	XP_003436883.1, XP_316737.3
OG0000336	XP_035742767.1, XP_035742772.1, XP_035742759.1, XP_035739272.1	XP_307640.4, XP_313669.5
OG0000337	XP_035723409.1	XP_308411.4, XP_001687921.1
OG0000338	XP_035737384.1	XP_316824.5
OG0000338	XP_035739250.1	XP_319663.4, XP_319430.4
OG0000339	XP_035724022.1	XP_312776.3
OG0000339	XP_035718121.1, XP_035718122.1	XP_318978.3
OG0000340	XP_035725472.1, XP_035725471.1	XP_320471.4
OG0000341	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1	XP_319890.3
OG0000342	XP_035718354.1	XP_316483.4
OG0000342	XP_035719318.1	XP_315148.4
OG0000343	XP_035743980.1	XP_311526.4
OG0000344	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1	XP_001237160.2
OG0000345	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1	XP_318033.4
OG0000347	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1	XP_319116.4
OG0000349	XP_035729444.1	XP_309063.4
OG0000350	XP_035737131.1, XP_035737130.1	XP_308023.5
OG0000351	XP_035718015.1, XP_035718022.1, XP_035718032.1, XP_035726210.1	XP_321705.4
OG0000352	XP_035737721.1	XP_001687947.1, XP_308460.4
OG0000356	XP_035740320.1	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1
OG0000357	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1	XP_319323.3
OG0000358	XP_035727372.1, XP_035727374.1, XP_035727373.1	XP_315015.1
OG0000360	XP_035717699.1	XP_311565.4
OG0000361	XP_035728053.1	XP_320718.4
OG0000362	XP_035733777.1	XP_315999.4
OG0000362	XP_035733776.1	XP_315998.4
OG0000363	XP_035717943.1	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2
OG0000364	XP_035724830.1, XP_035724831.1	XP_319428.4, XP_308650.4
OG0000365	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1	XP_316149.4
OG0000366	XP_035731042.1, XP_035731038.1, XP_035731020.1	XP_001688691.1, XP_315611.3
OG0000367	XP_035730042.1, XP_035730043.1	XP_561080.4, XP_313654.5
OG0000368	XP_035725421.1	XP_310154.1
OG0000369	XP_035736257.1, XP_035735619.1	XP_559235.3, XP_311598.4
OG0000370	XP_035723563.1	XP_313875.2
OG0000370	XP_035723707.1	XP_313874.5, XP_001237553.3
OG0000371	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1	XP_316786.4
OG0000372	XP_035726735.1, XP_035733921.1	XP_310552.5, XP_003437022.1
OG0000375	XP_035733331.1	XP_314533.4
OG0000377	XP_035744081.1	XP_317423.4, XP_555424.2
OG0000377	XP_035738841.1	XP_321752.4
OG0000378	XP_035720515.1	XP_313201.4
OG0000379	XP_035730189.1, XP_035730188.1, XP_035730187.1	XP_311845.5, XP_003436359.1
OG0000380	XP_035726693.1, XP_035726692.1, XP_035726694.1	XP_319182.3, XP_553933.2
OG0000381	XP_035739680.1	XP_003436397.1, XP_312797.5
OG0000381	XP_035743164.1	XP_309483.4
OG0000382	XP_035731760.1, XP_035732432.1	XP_317621.2
OG0000384	XP_035720776.1	XP_555061.3
OG0000385	XP_035729195.1, XP_035723456.1	XP_001237800.1, XP_316640.4
OG0000386	XP_035728038.1, XP_035728376.1, XP_035728377.1	XP_310698.4, XP_307577.3, XP_313941.3
OG0000387	XP_035736603.1	XP_315272.3, XP_315274.4, XP_315275.3
OG0000388	XP_035726517.1	XP_001237266.2
OG0000389	XP_035719223.1	XP_318057.3, XP_307582.4
OG0000390	XP_035738057.1	XP_309960.4
OG0000391	XP_035733359.1	XP_311596.4
OG0000394	XP_035735750.1, XP_035735752.1, XP_035735751.1	XP_321253.4
OG0000395	XP_035722253.1, XP_035722857.1	XP_321695.5
OG0000396	XP_035740626.1	XP_319041.4, XP_321974.4, XP_320780.3
OG0000397	XP_035733757.1, XP_035733756.1	XP_318514.3
OG0000398	XP_035727861.1, XP_035727863.1, XP_035727862.1	XP_309559.3
OG0000399	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1	XP_309168.4
OG0000400	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1	XP_003435910.1, XP_321381.5
OG0000401	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1	XP_312250.5
OG0000402	XP_035730366.1	XP_316359.1, XP_316360.1
OG0000403	XP_035718489.1	XP_318819.3
OG0000405	XP_035740586.1, XP_035740585.1	XP_318737.3
OG0000405	XP_035729013.1, XP_035729012.1	XP_316198.4
OG0000406	XP_035732984.1	XP_001689338.1
OG0000406	XP_035732985.1	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4
OG0000407	XP_035743386.1, XP_035743388.1, XP_035743390.1, XP_035743383.1, XP_035743384.1	XP_311485.3
OG0000408	XP_035737799.1	XP_320166.4
OG0000409	XP_035723932.1	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1
OG0000410	XP_035724339.1	XP_318590.3, XP_306537.3
OG0000411	XP_035728085.1	XP_308807.4
OG0000411	XP_035736358.1	XP_310523.5
OG0000412	XP_035731605.1	XP_314315.3
OG0000413	XP_035737679.1	XP_309828.4
OG0000414	XP_035741012.1, XP_035741013.1, XP_035741014.1	XP_311018.5
OG0000415	XP_035739802.1	XP_003436539.1, XP_313377.5
OG0000416	XP_035742854.1	XP_308374.4
OG0000417	XP_035731664.1, XP_035731666.1	XP_312988.5, XP_560742.5
OG0000417	XP_035736212.1	XP_560264.4
OG0000419	XP_035736016.1	XP_317521.4, XP_024667069.1
OG0000420	XP_035737714.1	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3
OG0000421	XP_035725314.1	XP_309225.5
OG0000423	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1	XP_319395.3
OG0000424	XP_035721878.1	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1
OG0000425	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1	XP_001688755.1, XP_315971.4
OG0000426	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1	XP_312914.4
OG0000427	XP_035736616.1	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1
OG0000428	XP_035728302.1, XP_035728301.1, XP_035728303.1	XP_321512.5, XP_003435887.1, XP_561144.4
OG0000428	XP_035731002.1, XP_035731003.1	XP_312088.4
OG0000429	XP_035720359.1	XP_319540.5
OG0000430	XP_035742034.1	XP_557414.3
OG0000431	XP_035719249.1	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1
OG0000432	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1	XP_001689031.1
OG0000433	XP_035740897.1	XP_310972.5
OG0000434	XP_035724577.1, XP_035724578.1, XP_035724580.1	XP_311575.4, XP_001230815.2
OG0000436	XP_035726509.1	XP_320338.4
OG0000436	XP_035717431.1	XP_313820.5
OG0000437	XP_035719769.1	XP_312425.3, XP_003436143.1
OG0000438	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1, XP_035732528.1	XP_311834.5
OG0000439	XP_035726037.1	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1
OG0000440	XP_035734048.1	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1
OG0000441	XP_035743138.1	XP_310080.3
OG0000442	XP_035728022.1	XP_316879.5
OG0000443	XP_035724536.1	XP_309467.4, XP_308975.4
OG0000444	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1	XP_317600.4
OG0000445	XP_035739638.1	XP_319976.3
OG0000445	XP_035739639.1	XP_319978.4
OG0000446	XP_035725068.1, XP_035725067.1	XP_309165.3
OG0000447	XP_035727077.1, XP_035727079.1, XP_035727078.1	XP_316880.5
OG0000448	XP_035732885.1, XP_035732883.1	XP_319042.4
OG0000449	XP_035730911.1, XP_035730912.1	XP_315614.2, XP_315615.2
OG0000451	XP_035732335.1, XP_035732337.1, XP_035732336.1	XP_003436509.1, XP_562364.3
OG0000452	XP_035731135.1	XP_311528.4
OG0000452	XP_035721082.1	XP_316654.3
OG0000453	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1	XP_308836.4, XP_001237142.2
OG0000454	XP_035726887.1	XP_001238331.2
OG0000455	XP_035730560.1	XP_317809.4
OG0000456	XP_035733682.1, XP_035733683.1, XP_035733681.1	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2
OG0000457	XP_035727490.1	XP_001238433.2, XP_321100.4, XP_321101.4
OG0000458	XP_035737420.1, XP_035737421.1	XP_311395.2
OG0000459	XP_035743475.1	XP_311558.3
OG0000460	XP_035737627.1	XP_001688244.1
OG0000460	XP_035737628.1	XP_001688243.1
OG0000461	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1	XP_309203.5
OG0000462	XP_035718532.1, XP_035718530.1	XP_321604.4, XP_003435861.1
OG0000463	XP_035726149.1	XP_319085.4, XP_321180.5, XP_309157.5
OG0000464	XP_035717973.1	XP_321465.5
OG0000466	XP_035729251.1, XP_035729250.1	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4
OG0000467	XP_035719734.1, XP_035719732.1, XP_035719733.1, XP_035719731.1	XP_321775.5
OG0000468	XP_035731830.1	XP_318937.4
OG0000469	XP_035732317.1, XP_035732334.1, XP_035732325.1, XP_035732342.1	XP_311819.3
OG0000470	XP_035721093.1	XP_317663.4, XP_317661.3, XP_317660.4
OG0000471	XP_035725522.1, XP_035725520.1, XP_035725523.1	XP_317381.3
OG0000472	XP_035738209.1, XP_035738208.1	XP_003437138.1
OG0000475	XP_035740702.1, XP_035740696.1	XP_319656.4
OG0000476	XP_035723663.1	XP_314173.1
OG0000477	XP_035717171.1	XP_313167.3, XP_313166.3, XP_003436755.1
OG0000478	XP_035720224.1	XP_320165.3
OG0000479	XP_035739832.1, XP_035739831.1, XP_035739834.1, XP_035739833.1, XP_035739836.1, XP_035739835.1, XP_035739837.1, XP_035739838.1	XP_316228.4
OG0000480	XP_035739092.1	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4
OG0000482	XP_035736484.1	XP_320255.4
OG0000483	XP_035728009.1	XP_311551.4, XP_311550.4, XP_559053.3
OG0000484	XP_035728728.1, XP_035728738.1, XP_035728765.1, XP_035728720.1, XP_035728714.1, XP_035728755.1, XP_035728746.1	XP_321460.4, XP_321461.4
OG0000485	XP_035733703.1	XP_316898.4
OG0000486	XP_035725763.1	XP_564581.3
OG0000487	XP_035732753.1, XP_035732754.1	XP_310954.5
OG0000488	XP_035723488.1	XP_561157.5, XP_314246.4
OG0000489	XP_035733300.1	XP_564036.3
OG0000490	XP_035725029.1	XP_320879.4
OG0000492	XP_035717306.1, XP_035717307.1, XP_035717308.1, XP_035717310.1, XP_035717311.1, XP_035717314.1, XP_035717313.1, XP_035717312.1	XP_001689170.1, XP_319114.3
OG0000493	XP_035731687.1, XP_035731684.1, XP_035731685.1, XP_035731688.1	XP_313157.5
OG0000495	XP_035725338.1	XP_001688655.1, XP_315399.4
OG0000496	XP_035736171.1	XP_001237119.2
OG0000497	XP_035733287.1	XP_001689344.2
OG0000497	XP_035730688.1	XP_314947.4
OG0000498	XP_035739325.1, XP_035739324.1, XP_035739323.1, XP_035739322.1	XP_314112.3
OG0000500	XP_035732148.1	XP_311090.5
OG0000501	XP_035738238.1	XP_311103.5
OG0000502	XP_035730532.1	XP_308521.3
OG0000503	XP_035741446.1, XP_035741429.1, XP_035741420.1, XP_035741455.1, XP_035741436.1, XP_035741410.1	XP_001237084.1, XP_001238802.1
OG0000504	XP_035734634.1, XP_035734633.1, XP_035734637.1	XP_314690.4, XP_318891.4
OG0000505	XP_035735657.1, XP_035735659.1, XP_035735658.1	XP_001689117.2
OG0000507	XP_035720858.1	XP_001238394.2, XP_001230950.3
OG0000508	XP_035729979.1	XP_320054.4
OG0000509	XP_035735617.1	XP_312654.5, XP_312655.5, XP_551967.2
OG0000510	XP_035735029.1, XP_035735030.1, XP_035735031.1, XP_035735033.1	XP_308808.4, XP_001688096.1
OG0000512	XP_035742351.1	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2
OG0000513	XP_035733054.1	XP_552793.1
OG0000516	XP_035717475.1, XP_035717476.1, XP_035717481.1, XP_035717479.1, XP_035717478.1, XP_035717477.1	XP_307965.4
OG0000517	XP_035736870.1, XP_035737658.1	XP_312302.3
OG0000518	XP_035735694.1, XP_035735695.1, XP_035735697.1, XP_035735693.1	XP_308156.3, XP_001687847.1, XP_001687848.1
OG0000519	XP_035727636.1	XP_315418.4, XP_001688658.1, XP_001688657.1
OG0000520	XP_035739352.1	XP_314101.4
OG0000520	XP_035739298.1	XP_315538.3
OG0000522	XP_035727954.1	XP_003436838.1, XP_003436837.1, XP_001238821.3
OG0000523	XP_035729921.1, XP_035729923.1	XP_319932.4
OG0000524	XP_035739430.1, XP_035739432.1	XP_321954.3, XP_320175.3
OG0000525	XP_035727500.1, XP_035727501.1	XP_313810.3
OG0000526	XP_035726113.1	XP_316916.3, XP_313700.4
OG0000527	XP_035719402.1, XP_035719404.1, XP_035719403.1	XP_001687795.1
OG0000528	XP_035721376.1, XP_035721377.1	XP_001689312.2, XP_320991.5, XP_550752.3
OG0000529	XP_035738926.1, XP_035738927.1, XP_035738928.1, XP_035741199.1	XP_317672.2
OG0000533	XP_035740461.1, XP_035740459.1, XP_035740460.1, XP_035740458.1, XP_035740457.1, XP_035740456.1	XP_309387.4
OG0000536	XP_035725863.1	XP_003436941.1
OG0000537	XP_035732842.1, XP_035732832.1	XP_318596.3
OG0000538	XP_035742291.1	XP_317268.4, XP_317267.4
OG0000540	XP_035728187.1	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3
OG0000544	XP_035728188.1	XP_308971.4
OG0000545	XP_035727994.1, XP_035717765.1, XP_035717764.1	XP_313011.5, XP_307590.4
OG0000546	XP_035740271.1	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1
OG0000547	XP_035733458.1	XP_311559.3, XP_309676.3
OG0000549	XP_035723081.1	XP_307905.5
OG0000549	XP_035722929.1, XP_035723017.1, XP_035722965.1, XP_035722951.1, XP_035722978.1, XP_035723045.1, XP_035723031.1, XP_035723056.1, XP_035722937.1, XP_035723019.1, XP_035723145.1, XP_035723188.1, XP_035723200.1, XP_035723070.1, XP_035723179.1	XP_317762.3
OG0000551	XP_035741193.1	XP_565802.4
OG0000552	XP_035731123.1	XP_317397.3
OG0000553	XP_035718906.1, XP_035718905.1	XP_550942.3, XP_003435963.1, XP_003435964.1
OG0000554	XP_035717322.1, XP_035735174.1	XP_313279.4
OG0000555	XP_035718008.1	XP_318655.2
OG0000556	XP_035730705.1, XP_035730704.1	XP_315740.4
OG0000557	XP_035740309.1	XP_309438.2
OG0000558	XP_035720628.1	XP_001230821.2
OG0000559	XP_035741421.1, XP_035741424.1, XP_035741422.1, XP_035741423.1	XP_311035.4
OG0000560	XP_035742656.1, XP_035742659.1, XP_035742657.1, XP_035742658.1	XP_312915.3
OG0000561	XP_035717328.1	XP_308116.4, XP_003436650.1
OG0000562	XP_035730672.1	XP_311518.4
OG0000563	XP_035736517.1, XP_035736516.1, XP_035736515.1, XP_035736518.1	XP_320678.4
OG0000564	XP_035719379.1	XP_003437141.1, XP_001238804.3, XP_003437140.1
OG0000565	XP_035738984.1, XP_035727335.1	XP_558570.2, XP_001688519.1
OG0000566	XP_035744118.1, XP_035717259.1	XP_309696.2, XP_308088.4, XP_308089.4, XP_001687840.1
OG0000567	XP_035737745.1, XP_035718057.1	XP_311354.2
OG0000568	XP_035743545.1	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1
OG0000569	XP_035732293.1	XP_321336.5
OG0000570	XP_035730971.1	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2
OG0000571	XP_035720312.1, XP_035720295.1, XP_035720288.1, XP_035720289.1, XP_035720292.1	XP_310604.5
OG0000574	XP_035723182.1	XP_024667097.1
OG0000575	XP_035740223.1, XP_035740252.1, XP_035740244.1	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1
OG0000576	XP_035721333.1, XP_035721335.1, XP_035721332.1, XP_035721330.1, XP_035721331.1	XP_555680.3, XP_317659.3
OG0000582	XP_035730900.1	XP_315519.4
OG0000584	XP_035736549.1	XP_001237856.2, XP_003436985.1, XP_310701.5
OG0000585	XP_035739903.1, XP_035731996.1	XP_321716.4, XP_003435822.1
OG0000586	XP_035725595.1	XP_308512.4
OG0000587	XP_035720087.1	XP_309520.2
OG0000588	XP_035735245.1	XP_312032.5
OG0000589	XP_035733584.1, XP_035733583.1	XP_001688736.1, XP_001688735.1, XP_315853.4
OG0000591	XP_035740440.1	XP_310353.5
OG0000591	XP_035731178.1	XP_307855.3
OG0000593	XP_035729167.1, XP_035728346.1	XP_309968.4, XP_309969.4
OG0000594	XP_035732995.1	XP_310412.7
OG0000595	XP_035728571.1	XP_309498.4
OG0000595	XP_035743183.1	XP_310612.5
OG0000596	XP_035720228.1	XP_313021.5
OG0000598	XP_035740397.1	XP_308205.4, XP_308207.2
OG0000598	XP_035740512.1, XP_035740510.1, XP_035740511.1	XP_309229.4, XP_003437180.1
OG0000599	XP_035726536.1, XP_035726562.1, XP_035726543.1	XP_315432.4
OG0000600	XP_035732814.1, XP_035732805.1	XP_001238414.3
OG0000601	XP_035723471.1	XP_313009.1
OG0000602	XP_035720576.1	XP_001689086.1, XP_318026.4
OG0000603	XP_035736138.1	XP_561377.5, XP_313270.4
OG0000604	XP_035719416.1, XP_035719750.1	XP_312372.4, XP_003436156.1, XP_003436155.1, XP_003436158.1, XP_003436157.1
OG0000609	XP_035719616.1	XP_319246.4
OG0000611	XP_035740690.1, XP_035740688.1, XP_035740689.1, XP_035740683.1, XP_035740684.1, XP_035740685.1, XP_035740691.1, XP_035740686.1	XP_313775.4
OG0000612	XP_035734547.1, XP_035734548.1, XP_035734542.1, XP_035734543.1, XP_035734544.1	XP_317513.3
OG0000613	XP_035726603.1	XP_310601.5
OG0000614	XP_035719111.1	XP_321424.5
OG0000614	XP_035728185.1	XP_559011.3
OG0000615	XP_035736501.1	XP_321045.5
OG0000616	XP_035733555.1, XP_035733551.1	XP_311535.4
OG0000619	XP_035744132.1, XP_035744129.1, XP_035744128.1, XP_035744131.1, XP_035744130.1	XP_316024.4
OG0000620	XP_035727153.1, XP_035727154.1	XP_552567.1
OG0000621	XP_035718106.1, XP_035718105.1, XP_035718103.1, XP_035718104.1	XP_311411.3
OG0000622	XP_035721433.1, XP_035721435.1	XP_563974.2
OG0000623	XP_035740554.1, XP_035740553.1, XP_035740555.1, XP_035740556.1, XP_035740552.1	XP_321862.3
OG0000624	XP_035720809.1, XP_035720811.1	XP_001237058.2, XP_001687886.1, XP_308292.3
OG0000625	XP_035730353.1, XP_035730373.1	XP_311150.5
OG0000626	XP_035741603.1	XP_309478.3
OG0000627	XP_035718764.1	XP_313991.3, XP_308941.4
OG0000629	XP_035721961.1	XP_307949.3
OG0000630	XP_035733006.1	XP_319210.4
OG0000631	XP_035722350.1	XP_315856.4
OG0000632	XP_035728398.1, XP_035728397.1	XP_306246.4
OG0000633	XP_035727308.1	XP_314784.2
OG0000634	XP_035725404.1	XP_319410.4
OG0000636	XP_035721959.1, XP_035721960.1	XP_319577.4
OG0000637	XP_035720034.1	XP_310856.5
OG0000638	XP_035743307.1, XP_035743308.1, XP_035743304.1, XP_035743303.1, XP_035743306.1, XP_035743305.1	XP_562148.4
OG0000639	XP_035722928.1, XP_035722930.1, XP_035722932.1, XP_035722931.1, XP_035722933.1	XP_309308.4
OG0000640	XP_035730978.1	XP_003436963.1, XP_310820.4, XP_003436962.1
OG0000641	XP_035734413.1	XP_316424.3
OG0000642	XP_035737636.1, XP_035737637.1, XP_035737640.1, XP_035737639.1	XP_311230.3, XP_003437068.1, XP_003437069.1
OG0000643	XP_035724625.1	XP_560259.3
OG0000643	XP_035724602.1	XP_309230.3
OG0000644	XP_035720837.1	XP_001688516.1
OG0000645	XP_035720622.1	XP_315876.4
OG0000645	XP_035734438.1	XP_001688363.2
OG0000646	XP_035735899.1	XP_003437070.1, XP_315052.4
OG0000647	XP_035717123.1, XP_035717133.1	XP_321059.2
OG0000649	XP_035730151.1	XP_314034.3, XP_001230969.2
