Orthogroup	Vespa_mandarinia	Polistes_dominula
OG0000180	XP_035743555.1, XP_035743552.1, XP_035743551.1, XP_035743554.1	XP_015171486.1, XP_015171485.1, XP_015171484.1
OG0000181	XP_035731090.1, XP_035731089.1, XP_035731092.1, XP_035731091.1	XP_015183736.1, XP_015183737.1, XP_015183738.1, XP_015183741.1, XP_015183739.1, XP_015183735.1
OG0000182	XP_035731858.1, XP_035731856.1, XP_035731855.1, XP_035731857.1, XP_035731854.1, XP_035731853.1, XP_035731859.1	XP_015177676.1, XP_015177666.1, XP_015177685.1, XP_015177651.1, XP_015177659.1
OG0000183	XP_035738622.1, XP_035738621.1, XP_035738620.1, XP_035738623.1	XP_015175162.1
OG0000183	XP_035739701.1	XP_015181592.1
OG0000185	XP_035733203.1, XP_035733201.1, XP_035733205.1, XP_035733204.1, XP_035733207.1, XP_035733206.1, XP_035733199.1, XP_035733200.1	XP_015175891.1, XP_015175892.1, XP_015175893.1
OG0000186	XP_035733371.1, XP_035733372.1, XP_035733373.1, XP_035733370.1, XP_035733460.1, XP_035733368.1, XP_035733369.1	XP_015183983.1, XP_015183981.1
OG0000187	XP_035731676.1, XP_035731677.1	XP_015180155.1, XP_015180146.1, XP_015180136.1
OG0000189	XP_035728865.1	XP_015173121.1, XP_015173134.1
OG0000189	XP_035728855.1	XP_015171025.1
OG0000190	XP_035728040.1, XP_035728039.1	XP_015184945.1
OG0000191	XP_035735127.1	XP_015179465.1, XP_015179466.1
OG0000192	XP_035718570.1, XP_035718565.1, XP_035718569.1, XP_035718568.1, XP_035718562.1, XP_035718563.1, XP_035718564.1	XP_015178452.1
OG0000194	XP_035728644.1	XP_015173607.1
OG0000194	XP_035728648.1	XP_015173634.1
OG0000194	XP_035728646.1	XP_015173610.1
OG0000194	XP_035728547.1	XP_015181334.1, XP_015181335.1
OG0000195	XP_035739727.1, XP_035739726.1	XP_015179161.1
OG0000196	XP_035720910.1	XP_015174639.1
OG0000198	XP_035723755.1	XP_015173178.1
OG0000199	XP_035729157.1	XP_015174540.1
OG0000200	XP_035719894.1, XP_035719895.1	XP_015187594.1
OG0000200	XP_035718373.1	XP_015178431.1, XP_015178427.1
OG0000201	XP_035742700.1	XP_015179138.1
OG0000202	XP_035735523.1, XP_035735525.1, XP_035735528.1, XP_035735524.1, XP_035735526.1, XP_035735527.1, XP_035735520.1, XP_035735522.1	XP_015177652.1, XP_015177653.1, XP_015177655.1, XP_015177654.1
OG0000203	XP_035739190.1	XP_015176004.1
OG0000203	XP_035727456.1, XP_035727445.1, XP_035727495.1, XP_035727486.1, XP_035727526.1, XP_035727477.1, XP_035727505.1, XP_035727467.1, XP_035727516.1	XP_015174579.1, XP_015174578.1
OG0000204	XP_035736371.1, XP_035736362.1, XP_035736353.1, XP_035736365.1	XP_015182497.1, XP_015177887.1
OG0000204	XP_035731143.1	XP_015179941.1
OG0000205	XP_035727194.1, XP_035727191.1, XP_035727193.1	XP_015183111.1, XP_015183110.1
OG0000206	XP_035731791.1	XP_015186289.1
OG0000206	XP_035731805.1	XP_015186290.1, XP_015186291.1
OG0000207	XP_035718709.1	XP_015175962.1
OG0000207	XP_035726226.1	XP_015186420.1, XP_015186417.1
OG0000208	XP_035726225.1	XP_015186385.1
OG0000208	XP_035721855.1	XP_015173568.1
OG0000209	XP_035728112.1	XP_015184955.1
OG0000210	XP_035733688.1	XP_015177416.1
OG0000210	XP_035732804.1	XP_015180468.1
OG0000210	XP_035723457.1	XP_015185061.1
OG0000212	XP_035737335.1	XP_015179526.1, XP_015179527.1
OG0000212	XP_035737458.1	XP_015185494.1
OG0000213	XP_035723104.1	XP_015189481.1
OG0000214	XP_035723354.1, XP_035723352.1, XP_035723353.1, XP_035723355.1	XP_015190491.1
OG0000214	XP_035741447.1, XP_035741444.1	XP_015175994.1
OG0000215	XP_035724895.1, XP_035724894.1	XP_015185000.1
OG0000215	XP_035724898.1, XP_035724897.1	XP_015185001.1
OG0000216	XP_035724451.1	XP_015185916.1
OG0000217	XP_035740471.1	XP_015186718.1
OG0000218	XP_035726856.1	XP_015174590.1, XP_015174588.1, XP_015174591.1
OG0000219	XP_035741255.1, XP_035741253.1, XP_035741259.1, XP_035741260.1, XP_035741251.1, XP_035741257.1, XP_035741254.1, XP_035741252.1, XP_035741256.1	XP_015173758.1, XP_015173757.1, XP_015173756.1
OG0000220	XP_035717455.1, XP_035717452.1, XP_035717450.1, XP_035717454.1, XP_035717453.1	XP_015184604.1
OG0000221	XP_035721735.1	XP_015184406.1
OG0000223	XP_035733807.1	XP_015186521.1
OG0000223	XP_035722636.1	XP_015178968.1
OG0000224	XP_035739815.1, XP_035739812.1, XP_035739813.1, XP_035739814.1	XP_015174244.1
OG0000225	XP_035734246.1, XP_035734248.1	XP_015171829.1, XP_015171828.1
OG0000225	XP_035742936.1	XP_015176375.1
OG0000227	XP_035735426.1	XP_015177648.1, XP_015177645.1
OG0000229	XP_035730748.1, XP_035730749.1, XP_035731006.1, XP_035731009.1	XP_015186538.1
OG0000230	XP_035733979.1, XP_035733977.1, XP_035733980.1, XP_035733976.1	XP_015174525.1, XP_015174526.1
OG0000231	XP_035738625.1, XP_035738626.1, XP_035738627.1	XP_015174418.1, XP_015174419.1
OG0000232	XP_035727361.1, XP_035727359.1, XP_035727360.1	XP_015185539.1, XP_015185538.1, XP_015185537.1
OG0000233	XP_035718297.1	XP_015178474.1
OG0000235	XP_035729544.1, XP_035729549.1, XP_035729541.1	XP_015191589.1
OG0000236	XP_035735169.1	XP_015175604.1, XP_015175605.1
OG0000236	XP_035735167.1	XP_015175615.1
OG0000237	XP_035727295.1	XP_015185577.1
OG0000237	XP_035740253.1	XP_015171667.1
OG0000237	XP_035740306.1	XP_015171630.1
OG0000240	XP_035741192.1	XP_015173344.1
OG0000240	XP_035741079.1	XP_015173331.1, XP_015173359.1
OG0000243	XP_035719823.1, XP_035719832.1	XP_015174530.1
OG0000244	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1
OG0000245	XP_035726439.1	XP_015189008.1
OG0000246	XP_035739647.1	XP_015179151.1
OG0000246	XP_035722551.1, XP_035722552.1, XP_035722553.1	XP_015182115.1, XP_015182116.1
OG0000247	XP_035731997.1	XP_015191550.1
OG0000247	XP_035732193.1	XP_015191855.1, XP_015191854.1
OG0000248	XP_035739829.1	XP_015182680.1
OG0000249	XP_035744085.1	XP_015187603.1
OG0000249	XP_035717767.1	XP_015190237.1, XP_015190236.1
OG0000250	XP_035723650.1	XP_015190042.1
OG0000250	XP_035723432.1, XP_035723431.1, XP_035723434.1, XP_035723433.1	XP_015172559.1, XP_015172558.1
OG0000251	XP_035723813.1	XP_015181737.1
OG0000252	XP_035720532.1, XP_035720531.1	XP_015171597.1, XP_015171596.1
OG0000253	XP_035742337.1, XP_035742338.1	XP_015190633.1
OG0000254	XP_035718876.1	XP_015190592.1
OG0000254	XP_035732648.1	XP_015179929.1
OG0000255	XP_035728438.1, XP_035728437.1, XP_035728436.1	XP_015175472.1
OG0000255	XP_035737965.1	XP_015188065.1
OG0000256	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1	XP_015190359.1
OG0000257	XP_035740806.1, XP_035740850.1	XP_015191073.1, XP_015191061.1
OG0000257	XP_035740701.1	XP_015191056.1
OG0000258	XP_035735190.1	XP_015179393.1
OG0000259	XP_035726652.1	XP_015189497.1
OG0000263	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1	XP_015182751.1
OG0000264	XP_035735842.1	XP_015177860.1
OG0000264	XP_035728468.1	XP_015175459.1
OG0000265	XP_035743707.1	XP_015187998.1, XP_015187683.1, XP_015188988.1
OG0000266	XP_035743679.1	XP_015188854.1
OG0000266	XP_035741662.1	XP_015183695.1
OG0000266	XP_035727916.1	XP_015188288.1
OG0000268	XP_035724329.1	XP_015181711.1
OG0000269	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1	XP_015188277.1, XP_015188276.1, XP_015188274.1
OG0000270	XP_035721119.1	XP_015178020.1
OG0000270	XP_035736463.1	XP_015180910.1
OG0000271	XP_035725070.1, XP_035725069.1	XP_015184680.1
OG0000272	XP_035738837.1	XP_015171556.1
OG0000272	XP_035729176.1	XP_015185525.1
OG0000273	XP_035734277.1	XP_015191012.1, XP_015191013.1
OG0000275	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1	XP_015173577.1, XP_015173578.1, XP_015173580.1
OG0000276	XP_035719572.1, XP_035719570.1	XP_015184477.1
OG0000277	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1
OG0000278	XP_035742183.1, XP_035742182.1	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1
OG0000281	XP_035720653.1	XP_015171539.1
OG0000281	XP_035720658.1	XP_015171540.1
OG0000283	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1	XP_015179948.1, XP_015179949.1
OG0000284	XP_035725371.1	XP_015182032.1
OG0000284	XP_035736377.1	XP_015181126.1
OG0000285	XP_035725457.1	XP_015173011.1, XP_015173009.1
OG0000286	XP_035731751.1, XP_035731750.1, XP_035731752.1	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1
OG0000287	XP_035740381.1	XP_015187469.1
OG0000288	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1	XP_015186294.1
OG0000288	XP_035727964.1	XP_015183873.1
OG0000289	XP_035736843.1, XP_035736844.1, XP_035736845.1	XP_015177216.1, XP_015177215.1, XP_015177214.1
OG0000290	XP_035742649.1	XP_015179247.1
OG0000291	XP_035728615.1	XP_015182037.1
OG0000291	XP_035742447.1, XP_035742448.1	XP_015174407.1
OG0000292	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1	XP_015175897.1
OG0000293	XP_035717704.1	XP_015190022.1
OG0000294	XP_035718426.1, XP_035718431.1, XP_035718428.1	XP_015190559.1
OG0000294	XP_035742757.1, XP_035733003.1, XP_035718487.1, XP_035718041.1, XP_035718488.1	XP_015175803.1
OG0000294	XP_035742755.1, XP_035742760.1, XP_035742758.1	XP_015190974.1
OG0000294	XP_035732948.1, XP_035718486.1, XP_035718485.1, XP_035718459.1, XP_035732977.1	XP_015189890.1
OG0000295	XP_035724522.1, XP_035724503.1, XP_035724513.1	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1
OG0000296	XP_035742884.1, XP_035742883.1, XP_035742885.1	XP_015175143.1
OG0000298	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1	XP_015178198.1
OG0000299	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1	XP_015173742.1, XP_015173740.1, XP_015173741.1
OG0000300	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1
OG0000301	XP_035741425.1	XP_015180681.1
OG0000301	XP_035725195.1	XP_015183588.1
OG0000302	XP_035736733.1	XP_015178748.1
OG0000303	XP_035738398.1	XP_015174186.1
OG0000303	XP_035732718.1	XP_015179972.1
OG0000304	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1
OG0000305	XP_035729831.1	XP_015181733.1
OG0000306	XP_035737223.1, XP_035737207.1	XP_015183454.1
OG0000307	XP_035721440.1, XP_035721443.1, XP_035721442.1	XP_015176072.1
OG0000308	XP_035734694.1, XP_035734697.1	XP_015172660.1
OG0000309	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1	XP_015185206.1, XP_015185207.1
OG0000310	XP_035742346.1, XP_035722399.1	XP_015178812.1, XP_015178815.1, XP_015178811.1
OG0000311	XP_035743868.1, XP_035743867.1	XP_015189996.1
OG0000312	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1	XP_015172100.1, XP_015172101.1
OG0000313	XP_035740443.1	XP_015186194.1
OG0000315	XP_035727385.1	XP_015181547.1
OG0000316	XP_035740432.1	XP_015188891.1
OG0000316	XP_035729094.1, XP_035729092.1	XP_015185171.1
OG0000317	XP_035740159.1	XP_015174046.1
OG0000318	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1	XP_015181576.1
OG0000319	XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1	XP_015177107.1
OG0000320	XP_035723044.1	XP_015190093.1
OG0000321	XP_035718651.1, XP_035718650.1	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1
OG0000322	XP_035732799.1	XP_015180479.1
OG0000322	XP_035736008.1, XP_035735999.1	XP_015177862.1, XP_015177861.1
OG0000323	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1	XP_015190020.1, XP_015190019.1
OG0000324	XP_035728721.1, XP_035728715.1	XP_015191559.1
OG0000324	XP_035724087.1	XP_015178081.1
OG0000325	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1	XP_015182480.1
OG0000326	XP_035730290.1	XP_015187782.1
OG0000327	XP_035729496.1	XP_015171973.1
OG0000329	XP_035727539.1, XP_035727540.1	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1
OG0000330	XP_035734130.1, XP_035719014.1	XP_015171434.1
OG0000330	XP_035719494.1	XP_015171433.1
OG0000332	XP_035734091.1, XP_035734090.1, XP_035734092.1	XP_015172020.1, XP_015172019.1, XP_015172018.1
OG0000333	XP_035719269.1	XP_015171023.1
OG0000333	XP_035743594.1	XP_015171557.1
OG0000334	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1
OG0000335	XP_035731643.1, XP_035731642.1	XP_015180888.1, XP_015180897.1
OG0000336	XP_035742767.1, XP_035742772.1, XP_035742759.1	XP_015191296.1, XP_015191294.1, XP_015191295.1
OG0000336	XP_035739272.1	XP_015176027.1
OG0000337	XP_035723409.1	XP_015172545.1
OG0000338	XP_035737384.1	XP_015175675.1
OG0000338	XP_035739250.1	XP_015184789.1
OG0000339	XP_035724022.1	XP_015182663.1
OG0000339	XP_035718121.1, XP_035718122.1	XP_015185741.1
OG0000340	XP_035721594.1	XP_015184769.1
OG0000340	XP_035725472.1, XP_035725471.1	XP_015184668.1
OG0000341	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1	XP_015185152.1, XP_015185154.1, XP_015185153.1
OG0000342	XP_035718354.1	XP_015178419.1
OG0000342	XP_035719318.1	XP_015186344.1, XP_015186343.1
OG0000343	XP_035743980.1	XP_015190431.1
OG0000344	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1	XP_015185092.1, XP_015185090.1, XP_015185091.1
OG0000345	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1	XP_015174394.1
OG0000347	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1	XP_015184796.1
OG0000349	XP_035729444.1	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1
OG0000350	XP_035737131.1, XP_035737130.1	XP_015175799.1
OG0000351	XP_035718015.1, XP_035718022.1, XP_035718032.1	XP_015174757.1, XP_015174756.1
OG0000351	XP_035726210.1	XP_015191806.1
OG0000352	XP_035737721.1	XP_015181417.1, XP_015181418.1
OG0000354	XP_035720593.1, XP_035720599.1	XP_015171656.1
OG0000354	XP_035720600.1	XP_015171448.1
OG0000354	XP_035720601.1	XP_015171446.1
OG0000354	XP_035720348.1	XP_015171444.1
OG0000356	XP_035740320.1	XP_015182720.1
OG0000357	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1	XP_015188589.1, XP_015188587.1
OG0000358	XP_035727372.1, XP_035727374.1, XP_035727373.1	XP_015171782.1, XP_015171781.1
OG0000360	XP_035717699.1	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1
OG0000361	XP_035728053.1	XP_015184937.1
OG0000362	XP_035733777.1	XP_015173895.1
OG0000362	XP_035733776.1	XP_015173885.1
OG0000363	XP_035717943.1	XP_015174614.1
OG0000364	XP_035724830.1, XP_035724831.1	XP_015188098.1
OG0000365	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1	XP_015179288.1
OG0000366	XP_035731042.1	XP_015184138.1
OG0000367	XP_035730042.1, XP_035730043.1	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1
OG0000368	XP_035725196.1	XP_015183589.1
OG0000368	XP_035725421.1	XP_015172806.1, XP_015172805.1
OG0000369	XP_035736257.1	XP_015181056.1
OG0000369	XP_035735619.1	XP_015171819.1, XP_015171821.1
OG0000370	XP_035723563.1	XP_015172523.1
OG0000370	XP_035723707.1	XP_015172522.1
OG0000371	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1	XP_015174595.1
OG0000372	XP_035726735.1	XP_015174581.1
OG0000372	XP_035733921.1	XP_015181940.1
OG0000375	XP_035733331.1	XP_015184082.1
OG0000377	XP_035744081.1	XP_015176492.1
OG0000377	XP_035738841.1	XP_015171536.1
OG0000378	XP_035732227.1, XP_035732224.1	XP_015191759.1
OG0000378	XP_035720515.1	XP_015182971.1
OG0000379	XP_035730189.1, XP_035730188.1, XP_035730187.1	XP_015177176.1, XP_015177175.1
OG0000380	XP_035726693.1, XP_035726692.1, XP_035726694.1	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1
OG0000381	XP_035739680.1	XP_015181537.1
OG0000381	XP_035743164.1	XP_015187133.1
OG0000382	XP_035731760.1	XP_015176221.1, XP_015176213.1
OG0000382	XP_035732432.1	XP_015181021.1
OG0000383	XP_035740378.1	XP_015189753.1, XP_015189965.1
OG0000384	XP_035720776.1	XP_015187803.1
OG0000385	XP_035729195.1	XP_015187297.1
OG0000386	XP_035728038.1	XP_015184892.1
OG0000386	XP_035728376.1	XP_015184894.1
OG0000386	XP_035728377.1	XP_015184893.1
OG0000387	XP_035736603.1	XP_015181663.1
OG0000388	XP_035726517.1	XP_015182150.1
OG0000389	XP_035719223.1	XP_015187563.1, XP_015187565.1
OG0000390	XP_035738057.1	XP_015182432.1
OG0000391	XP_035733359.1	XP_015183972.1
OG0000392	XP_035742210.1	XP_015189770.1, XP_015176980.1, XP_015189828.1
OG0000394	XP_035735750.1, XP_035735752.1, XP_035735751.1	XP_015185400.1
OG0000395	XP_035722253.1	XP_015185269.1
OG0000395	XP_035722857.1	XP_015177347.1, XP_015177346.1, XP_015177348.1
OG0000396	XP_035740626.1	XP_015187490.1
OG0000397	XP_035733757.1, XP_035733756.1	XP_015177509.1
OG0000398	XP_035727861.1, XP_035727863.1, XP_035727862.1	XP_015187922.1
OG0000399	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1
OG0000400	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1	XP_015182549.1
OG0000401	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1	XP_015182165.1
OG0000402	XP_035730366.1	XP_015177187.1, XP_015177186.1, XP_015177188.1
OG0000403	XP_035718489.1	XP_015178385.1, XP_015178387.1, XP_015178377.1
OG0000405	XP_035740586.1, XP_035740585.1	XP_015186119.1
OG0000405	XP_035729013.1, XP_035729012.1	XP_015174613.1
OG0000406	XP_035732984.1	XP_015173272.1
OG0000406	XP_035732985.1	XP_015173290.1
OG0000407	XP_035743386.1	XP_015191347.1
OG0000407	XP_035743383.1, XP_035743384.1	XP_015191346.1, XP_015191345.1
OG0000408	XP_035722401.1	XP_015178819.1
OG0000408	XP_035737799.1	XP_015191524.1
OG0000409	XP_035723932.1	XP_015174711.1
OG0000410	XP_035724504.1	XP_015184965.1
OG0000410	XP_035724339.1	XP_015175254.1
OG0000411	XP_035728085.1	XP_015183849.1
OG0000411	XP_035736358.1	XP_015189262.1
OG0000412	XP_035731605.1	XP_015191503.1
OG0000413	XP_035737679.1	XP_015191329.1, XP_015191331.1, XP_015191330.1
OG0000414	XP_035741012.1, XP_035741013.1, XP_035741014.1	XP_015178993.1
OG0000414	XP_035740991.1	XP_015178987.1
OG0000414	XP_035740990.1	XP_015178791.1
OG0000415	XP_035739802.1	XP_015174243.1
OG0000416	XP_035742854.1	XP_015172129.1
OG0000417	XP_035731664.1, XP_035731666.1	XP_015175825.1, XP_015175859.1
OG0000419	XP_035736016.1	XP_015177458.1, XP_015177457.1
OG0000420	XP_035737714.1	XP_015181420.1
OG0000420	XP_035737727.1, XP_035737728.1, XP_035737726.1, XP_035737725.1	XP_015181419.1
OG0000421	XP_035725314.1	XP_015180338.1
OG0000423	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1	XP_015173683.1
OG0000424	XP_035721875.1	XP_015173437.1
OG0000424	XP_035721878.1	XP_015173446.1
OG0000425	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1
OG0000426	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1	XP_015178943.1, XP_015178944.1, XP_015178945.1
OG0000427	XP_035736616.1	XP_015179186.1
OG0000428	XP_035731002.1, XP_035731003.1	XP_015186351.1
OG0000429	XP_035720359.1	XP_015182920.1
OG0000430	XP_035742034.1	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1
OG0000431	XP_035719249.1	XP_015171179.1, XP_015171182.1
OG0000432	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1	XP_015190207.1
OG0000433	XP_035740897.1	XP_015184278.1, XP_015184277.1
OG0000434	XP_035724577.1, XP_035724578.1, XP_035724580.1	XP_015178277.1
OG0000436	XP_035726509.1	XP_015182179.1
OG0000436	XP_035717431.1	XP_015180038.1
OG0000437	XP_035719769.1	XP_015176927.1
OG0000438	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1	XP_015184824.1
