Orthogroup	Vespa_mandarinia	Apis_mellifera
OG0000243	XP_035719823.1, XP_035719832.1	XP_026297086.1
OG0000244	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1	XP_026300900.1
OG0000245	XP_035726439.1	NP_001011627.1
OG0000246	XP_035739647.1	XP_394115.2
OG0000246	XP_035722551.1, XP_035722552.1, XP_035722553.1	XP_006563197.1
OG0000247	XP_035732193.1	XP_006562263.2
OG0000248	XP_035739829.1	XP_026299493.1
OG0000249	XP_035744085.1, XP_035717767.1	XP_026298733.1
OG0000250	XP_035723650.1	XP_625112.2
OG0000250	XP_035723432.1, XP_035723431.1, XP_035723434.1, XP_035723433.1	NP_001314882.1, XP_016773049.1
OG0000251	XP_035723813.1	XP_003250969.2
OG0000252	XP_035720532.1, XP_035720531.1	XP_026298583.1, XP_026298580.1, XP_026298584.1
OG0000253	XP_035742337.1, XP_035742338.1	XP_393612.2
OG0000254	XP_035718876.1	XP_392477.4
OG0000254	XP_035732648.1	XP_623652.2
OG0000255	XP_035737965.1	XP_394814.1
OG0000256	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1	XP_006571385.1
OG0000257	XP_035740806.1, XP_035740850.1	XP_026300984.1
OG0000257	XP_035740701.1	XP_026300982.1
OG0000258	XP_035735190.1	NP_001035314.1
OG0000259	XP_035726652.1	XP_026302035.1
OG0000260	XP_035730089.1	XP_016770898.2
OG0000263	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1	XP_006570503.1, XP_393761.1
OG0000264	XP_035735842.1	XP_026298264.1, XP_026298263.1
OG0000264	XP_035728468.1	NP_001171498.1
OG0000265	XP_035743707.1	XP_624456.2
OG0000266	XP_035743679.1	NP_001171495.1
OG0000266	XP_035727916.1	XP_003249289.2
OG0000268	XP_035724329.1	XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1
OG0000269	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1	XP_001120910.2
OG0000270	XP_035721119.1	XP_003249152.1
OG0000270	XP_035736463.1	XP_006558130.1
OG0000271	XP_035725070.1, XP_035725069.1	NP_001157480.1
OG0000272	XP_035738837.1	NP_001073564.1, XP_026302163.1
OG0000272	XP_035729176.1	XP_026300655.1, NP_001011621.1
OG0000273	XP_035734287.1	XP_016767148.1
OG0000273	XP_035734277.1	XP_006560612.2
OG0000274	XP_035728684.1	XP_396815.3
OG0000275	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1	XP_026298534.1, XP_026298730.1, XP_026298718.1, XP_003251850.1
OG0000276	XP_035719572.1, XP_035719570.1	XP_624151.1
OG0000277	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1	XP_001122835.3, XP_006565811.2
OG0000278	XP_035742183.1, XP_035742182.1	XP_026296923.1
OG0000281	XP_035720658.1	NP_001011574.1
OG0000283	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1	XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1
OG0000284	XP_035725371.1	NP_001010975.1
OG0000284	XP_035736377.1	XP_026296666.1, XP_395934.2
OG0000285	XP_035725457.1, XP_035725458.1, XP_035725456.1	XP_016767133.1, XP_001120198.1
OG0000286	XP_035731751.1, XP_035731750.1, XP_035731752.1	NP_001164443.1
OG0000287	XP_035740381.1	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1
OG0000288	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1	XP_026295225.1
OG0000288	XP_035727964.1	XP_624678.1
OG0000289	XP_035736843.1, XP_035736844.1, XP_035736845.1	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1
OG0000290	XP_035742649.1	XP_006563910.1, XP_016769242.1
OG0000291	XP_035728615.1	NP_001257755.1
OG0000291	XP_035742447.1, XP_035742448.1	XP_026298041.1
OG0000292	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1	XP_026302029.1, XP_026302031.1, XP_026302030.1
OG0000294	XP_035718426.1, XP_035718431.1, XP_035718428.1	XP_026294745.1
OG0000295	XP_035724522.1, XP_035724503.1, XP_035724513.1	XP_026296372.1, XP_026296371.1
OG0000296	XP_035742884.1, XP_035742883.1, XP_035742885.1	XP_003249767.1, XP_392285.1
OG0000297	XP_035732677.1	NP_001011640.1
OG0000298	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1
OG0000299	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1	XP_006563972.1, XP_006563971.1, XP_396934.4
OG0000300	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1	XP_624183.1
OG0000301	XP_035741425.1	XP_016772392.1, NP_001035323.1
OG0000302	XP_035736733.1	XP_395048.4
OG0000303	XP_035738398.1	XP_016772523.1
OG0000303	XP_035743560.1	XP_026299472.1
OG0000303	XP_035732718.1	XP_026299848.1
OG0000304	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1	XP_006568070.1
OG0000306	XP_035737223.1, XP_035737207.1	XP_016767898.1
OG0000306	XP_035737199.1	XP_016767897.1
OG0000307	XP_035721440.1, XP_035721443.1, XP_035721442.1	XP_006561447.1, XP_026301562.1, XP_016772425.1
OG0000308	XP_035734694.1, XP_035734697.1	XP_392582.1
OG0000310	XP_035742346.1, XP_035722399.1	XP_006568882.1, XP_006568883.1
OG0000311	XP_035743868.1, XP_035743867.1	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1
OG0000312	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1	XP_397055.1, XP_006558287.1
OG0000313	XP_035740443.1	XP_026298038.1
OG0000315	XP_035727385.1	XP_006571730.2
OG0000316	XP_035740432.1	XP_006563165.2
OG0000317	XP_035740159.1	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1
OG0000318	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1	XP_026296489.1, XP_006570321.2
OG0000319	XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1	XP_026299510.1
OG0000320	XP_035723044.1	XP_026300661.1, NP_001159378.1
OG0000321	XP_035718651.1, XP_035718650.1	XP_026299571.1
OG0000322	XP_035732799.1	XP_006565594.3
OG0000322	XP_035736008.1, XP_035735999.1	XP_001121102.2
OG0000323	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1
OG0000324	XP_035728721.1, XP_035728715.1	XP_026296234.1, XP_026296228.1
OG0000324	XP_035724087.1	XP_026295817.1, XP_026295816.1
OG0000325	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1	XP_003251224.2, XP_006568360.2
OG0000326	XP_035730290.1	XP_006567415.1, XP_001120061.2
OG0000327	XP_035729496.1	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1
OG0000329	XP_035727539.1, XP_035727540.1	XP_001119858.2
OG0000330	XP_035734130.1, XP_035719014.1	NP_001011616.2
OG0000331	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1	XP_006565044.2, XP_003250569.2, XP_003251149.1, XP_003251148.1, XP_394209.2, XP_392145.3, XP_006568008.2, XP_394210.5, XP_006565513.1
OG0000332	XP_035734091.1, XP_035734090.1, XP_035734092.1	XP_026300806.1, XP_026300805.1
OG0000333	XP_035719269.1	XP_006560640.1
OG0000333	XP_035743594.1	XP_026296150.1
OG0000334	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1	XP_006562896.1
OG0000335	XP_035723458.1	XP_026299572.1
OG0000335	XP_035731643.1, XP_035731642.1	XP_003249498.1, XP_003249499.1
OG0000336	XP_035742767.1, XP_035742772.1, XP_035742759.1	XP_006568577.1, XP_026298127.1
OG0000336	XP_035739272.1	XP_394886.4
OG0000337	XP_035723409.1	XP_006570477.1
OG0000338	XP_035737384.1	XP_016766952.1
OG0000339	XP_035724022.1	XP_393356.1
OG0000339	XP_035718121.1, XP_035718122.1	XP_623285.1
OG0000340	XP_035721594.1	XP_026302145.1, NP_001106141.1
OG0000341	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1	XP_003249977.1, XP_006561675.1
OG0000342	XP_035719318.1	XP_026299722.1
OG0000343	XP_035743980.1	XP_392617.4
OG0000344	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1
OG0000345	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1
OG0000347	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1	XP_623076.2
OG0000349	XP_035729444.1	XP_026301664.1, XP_026301665.1
OG0000350	XP_035737131.1, XP_035737130.1	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1
OG0000351	XP_035718015.1, XP_035718022.1, XP_035718032.1	XP_026295181.1
OG0000352	XP_035737721.1	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1
OG0000354	XP_035720593.1, XP_035720599.1, XP_035720600.1, XP_035720601.1, XP_035720348.1	XP_026299633.1
OG0000356	XP_035740320.1	NP_001011593.1, XP_006567383.1
OG0000357	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1	XP_006563129.1, XP_623083.1
OG0000358	XP_035727372.1, XP_035727374.1, XP_035727373.1	XP_016768555.1, XP_006565559.1
OG0000360	XP_035717699.1	XP_003249464.1
OG0000361	XP_035728053.1	XP_026301193.1
OG0000362	XP_035733777.1	XP_006559006.1
OG0000362	XP_035733776.1	XP_396824.1
OG0000363	XP_035717943.1	NP_001136109.1
OG0000364	XP_035724830.1, XP_035724831.1	XP_006562214.1
OG0000365	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1	XP_006564303.1
OG0000367	XP_035730042.1, XP_035730043.1	XP_006562894.1, XP_006562893.1
OG0000368	XP_035725196.1	XP_001120432.1
OG0000368	XP_035725421.1	NP_001170961.1
OG0000369	XP_035736257.1	XP_016772111.2
OG0000369	XP_035735619.1	XP_006570176.2
OG0000370	XP_035723563.1	XP_026298736.1
OG0000371	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3
OG0000372	XP_035726735.1	XP_026297975.1
OG0000372	XP_035733921.1	XP_394846.2
OG0000375	XP_035733331.1	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2
OG0000377	XP_035744081.1	XP_006571428.1
OG0000377	XP_035738841.1	XP_393285.1
OG0000378	XP_035732227.1, XP_035732224.1	XP_394649.3
OG0000378	XP_035720515.1	XP_006564195.1, XP_026297110.1
OG0000379	XP_035730189.1, XP_035730188.1, XP_035730187.1	XP_006569276.1
OG0000380	XP_035726693.1, XP_035726692.1, XP_035726694.1	XP_006571553.1, XP_016772009.1, XP_392808.2
OG0000381	XP_035739680.1	XP_623273.1
OG0000381	XP_035743164.1	XP_392943.3
OG0000382	XP_035731760.1	XP_391836.2
OG0000382	XP_035732432.1	XP_006567371.1
OG0000383	XP_035740378.1	XP_006565095.2, XP_001120578.2
OG0000384	XP_035720776.1	XP_392769.5
OG0000385	XP_035729195.1	XP_026298045.1
OG0000385	XP_035723456.1	XP_026297284.1
OG0000386	XP_035728038.1	XP_003250298.1
OG0000386	XP_035728376.1	XP_026301328.1, XP_006563697.2
OG0000387	XP_035736603.1	XP_026297715.1, XP_624193.2, XP_006571990.1
OG0000388	XP_035726517.1	XP_006564597.1
OG0000389	XP_035719223.1	XP_026296199.1, XP_016771975.2
OG0000390	XP_035738057.1	XP_016768447.1
OG0000391	XP_035733359.1	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1
OG0000394	XP_035735750.1, XP_035735752.1, XP_035735751.1	XP_006559712.2, XP_006559711.2, XP_397062.3
OG0000395	XP_035722253.1	XP_026298838.1
OG0000395	XP_035722857.1	XP_006568548.2
OG0000396	XP_035740626.1	XP_016768985.2
OG0000397	XP_035733757.1, XP_035733756.1	XP_001123187.2
OG0000398	XP_035727861.1, XP_035727863.1, XP_035727862.1	XP_006562405.1
OG0000399	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1	XP_006564719.2, XP_016769093.2, XP_006564729.1
OG0000400	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1	XP_006563318.2, XP_026295759.1, XP_026295755.1
OG0000401	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1	XP_026296707.1
OG0000402	XP_035730366.1	XP_001121036.2, NP_001157188.1, XP_006564106.1
OG0000403	XP_035718489.1	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1
OG0000405	XP_035740586.1, XP_035740585.1	XP_395824.1
OG0000405	XP_035729013.1, XP_035729012.1	XP_395771.3
OG0000406	XP_035732984.1, XP_035732985.1	XP_624150.2
OG0000407	XP_035743388.1, XP_035743390.1	XP_016768376.1, XP_392398.3
OG0000407	XP_035743383.1, XP_035743384.1	XP_001122213.5
OG0000408	XP_035722401.1	XP_003251385.1
OG0000408	XP_035737799.1	XP_393143.2
OG0000409	XP_035723932.1	XP_006570965.1
OG0000410	XP_035724504.1	XP_393523.5
OG0000410	XP_035724339.1	XP_391942.5
OG0000411	XP_035728085.1	XP_624548.2
OG0000411	XP_035736358.1	XP_006557483.1
OG0000413	XP_035737679.1	XP_026300633.1, XP_026300632.1, XP_026300636.1
OG0000414	XP_035740991.1, XP_035740990.1	XP_016769079.1
OG0000415	XP_035739802.1	XP_026295887.1, XP_395146.3
OG0000416	XP_035742854.1	XP_006570866.1
OG0000417	XP_035731664.1, XP_035731666.1	XP_026296264.1, XP_026296267.1
OG0000419	XP_035736016.1	XP_006569847.1
OG0000420	XP_035737714.1	XP_006568996.1
OG0000420	XP_035737727.1, XP_035737728.1, XP_035737726.1, XP_035737725.1	XP_006572449.2
OG0000421	XP_035725314.1	XP_001121869.2, XP_026296772.1
OG0000423	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1	XP_026295804.1
OG0000424	XP_035721875.1	XP_016768639.1
OG0000424	XP_035721878.1	XP_006562644.1
OG0000425	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1	XP_395221.4
OG0000426	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1	XP_393189.1, XP_006559877.1
OG0000427	XP_035736616.1	XP_016767660.1
OG0000428	XP_035728302.1, XP_035728301.1, XP_035728303.1	XP_026301054.1, NP_001314884.1
OG0000429	XP_035720359.1	XP_026296787.1
OG0000430	XP_035742034.1	XP_016772824.1, XP_026295303.1
OG0000431	XP_035719249.1	XP_016768886.2
OG0000432	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1	XP_026298315.1, XP_016769150.2
OG0000433	XP_035740897.1	XP_001120293.2
OG0000434	XP_035724577.1, XP_035724578.1, XP_035724580.1	XP_026296060.1
OG0000436	XP_035726509.1	XP_006564598.1, XP_006564601.1
OG0000436	XP_035717431.1	XP_001120684.2
OG0000437	XP_035719769.1	XP_006566943.1, XP_393874.3
OG0000438	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1	XP_006567961.1, XP_397205.2
OG0000439	XP_035726037.1	XP_006569984.1
OG0000440	XP_035734048.1	XP_026298705.1
OG0000441	XP_035743138.1	XP_003251165.1, XP_006568081.1
OG0000442	XP_035728022.1	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1
OG0000443	XP_035724536.1	XP_016771723.2
OG0000444	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1	XP_624349.1
OG0000445	XP_035739638.1	XP_392097.5
OG0000445	XP_035739639.1	XP_006563187.2
OG0000446	XP_035725068.1, XP_035725067.1	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2
OG0000447	XP_035727077.1, XP_035727079.1, XP_035727078.1	XP_006559494.1
OG0000448	XP_035732885.1, XP_035732883.1	XP_016767931.1
OG0000449	XP_035730911.1, XP_035730912.1	XP_003250896.1, XP_001120350.1, XP_003250898.1
OG0000450	XP_035719304.1	XP_026295212.1
OG0000451	XP_035732335.1, XP_035732337.1, XP_035732336.1	XP_006572424.1, NP_001265256.1
OG0000452	XP_035731135.1	XP_006566781.2
OG0000452	XP_035721082.1	XP_026299462.1
OG0000453	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1	XP_392026.2, XP_006565842.1
OG0000454	XP_035726887.1	XP_006567039.1
OG0000455	XP_035730560.1	XP_006568930.1
OG0000456	XP_035733682.1, XP_035733683.1, XP_035733681.1	XP_006572147.1
OG0000457	XP_035727490.1	XP_001122652.2
OG0000458	XP_035737420.1, XP_035737421.1	XP_003251707.1, XP_006571340.1, XP_003251708.1
OG0000459	XP_035743475.1	XP_016769739.2
OG0000460	XP_035737627.1	XP_016772943.1
OG0000461	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1	XP_396991.5, XP_006560484.2, XP_006560483.2
OG0000462	XP_035718532.1, XP_035718530.1	XP_026301426.1
OG0000463	XP_035726149.1	XP_006571243.1
OG0000463	XP_035726140.1	XP_006571228.1, XP_006571233.1
OG0000464	XP_035738986.1	XP_026302089.1
OG0000465	XP_035734799.1	XP_016766748.2, XP_026295428.1
OG0000466	XP_035729251.1, XP_035729250.1	XP_026298283.1, XP_003249882.1, XP_026298282.1
OG0000467	XP_035719734.1, XP_035719732.1, XP_035719733.1, XP_035719731.1	XP_006566644.1
OG0000468	XP_035731830.1	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1
OG0000469	XP_035732317.1, XP_035732334.1, XP_035732325.1, XP_035732342.1	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1
OG0000470	XP_035721093.1	XP_026299985.1
OG0000471	XP_035725522.1, XP_035725520.1, XP_035725523.1	XP_003249895.1, XP_006561688.1, XP_001119951.1
OG0000472	XP_035738209.1, XP_035738208.1	XP_006568709.1
OG0000473	XP_035730149.1	XP_026300422.1, XP_026300419.1
OG0000474	XP_035734433.1, XP_035734431.1, XP_035734432.1	XP_394152.2
OG0000475	XP_035740702.1, XP_035740696.1	XP_016772190.1
OG0000476	XP_035723663.1	NP_001314896.1
OG0000477	XP_035734311.1	XP_003250526.1, XP_026296405.1
OG0000477	XP_035717171.1	XP_006570759.1, NP_001171493.1, NP_001171492.1
OG0000478	XP_035720224.1	XP_006562526.1, XP_006562527.1, XP_003250091.1
OG0000479	XP_035739832.1, XP_035739831.1, XP_035739834.1, XP_035739833.1, XP_035739836.1, XP_035739835.1, XP_035739837.1, XP_035739838.1	XP_006570497.1, XP_006570499.1, XP_006570498.1
OG0000480	XP_035739092.1	XP_016767961.2
OG0000482	XP_035736484.1	XP_016772171.1
OG0000483	XP_035728009.1	XP_394164.3, XP_006571261.2, XP_006571260.2
OG0000484	XP_035728728.1, XP_035728738.1, XP_035728765.1, XP_035728720.1, XP_035728714.1, XP_035728755.1, XP_035728746.1	XP_016772038.1
OG0000485	XP_035733703.1	XP_003250116.1
OG0000486	XP_035725763.1	XP_006569489.2
OG0000487	XP_035732753.1	XP_026296477.1
OG0000487	XP_035732754.1	XP_394584.4
OG0000488	XP_035723488.1	XP_396989.2, XP_006569713.1
OG0000489	XP_035733300.1	XP_006568168.1
OG0000490	XP_035725029.1	XP_016770813.1, XP_006566536.1
OG0000492	XP_035717306.1, XP_035717307.1, XP_035717308.1, XP_035717310.1, XP_035717311.1, XP_035717314.1, XP_035717313.1, XP_035717312.1	XP_006560558.2
OG0000493	XP_035731687.1, XP_035731684.1, XP_035731685.1, XP_035731688.1	XP_016769823.2, XP_006566138.2
OG0000495	XP_035725338.1	XP_003250662.1
OG0000496	XP_035736171.1	XP_026297623.1
OG0000497	XP_035733287.1	XP_006565605.1
OG0000497	XP_035730688.1	XP_006572414.1
OG0000498	XP_035739325.1, XP_035739324.1, XP_035739323.1, XP_035739322.1	XP_006559579.1, XP_006559581.1, XP_006559580.1, XP_006559582.1, XP_026298357.1, XP_395441.2
OG0000500	XP_035732148.1	XP_026297088.1
OG0000500	XP_035732174.1	XP_026297184.1
OG0000501	XP_035738238.1	XP_026300273.1
OG0000502	XP_035730532.1	XP_394423.4
OG0000502	XP_035730547.1	XP_006560966.1
OG0000503	XP_035741446.1, XP_035741429.1, XP_035741420.1, XP_035741455.1, XP_035741436.1, XP_035741410.1	XP_624930.1
OG0000504	XP_035734634.1, XP_035734633.1	XP_026295426.1
OG0000504	XP_035734637.1	XP_026295199.1
OG0000505	XP_035735709.1	XP_394013.5
OG0000505	XP_035735657.1, XP_035735659.1, XP_035735658.1	XP_001121886.1
OG0000507	XP_035720858.1	XP_006564764.1
OG0000508	XP_035729979.1	XP_026298813.1, XP_026298814.1, XP_026298815.1, XP_394771.5
OG0000509	XP_035735617.1	NP_001011598.1
OG0000510	XP_035735029.1, XP_035735030.1, XP_035735031.1, XP_035735033.1	XP_026301327.1, XP_006561087.1, XP_006561089.1, XP_006561090.1
OG0000511	XP_035735452.1	XP_026300233.1
OG0000512	XP_035742351.1	XP_006560812.2
OG0000513	XP_035733054.1	XP_026301032.1, XP_624119.2, XP_006568169.1
OG0000514	XP_035735459.1, XP_035735458.1, XP_035735457.1, XP_035735455.1	XP_003250061.2
OG0000515	XP_035722936.1, XP_035722934.1, XP_035722935.1	XP_016766794.1
OG0000516	XP_035717475.1, XP_035717476.1, XP_035717481.1, XP_035717479.1, XP_035717478.1, XP_035717477.1	XP_016773635.1, XP_006568839.1, XP_006568840.1
