Orthogroup	Vespa_mandarinia	Nomia_melanderi
OG0000218	XP_035726856.1	XP_031843157.1, XP_031843154.1, XP_031843156.1, XP_031843159.1, XP_031843158.1, XP_031843153.1, XP_031843152.1, XP_031843150.1, XP_031843149.1, XP_031843148.1, XP_031843151.1, XP_031843147.1, XP_031843160.1
OG0000219	XP_035741255.1, XP_035741253.1, XP_035741259.1, XP_035741260.1, XP_035741251.1, XP_035741257.1, XP_035741254.1, XP_035741252.1, XP_035741256.1	XP_031844648.1, XP_031844645.1, XP_031844649.1, XP_031844644.1, XP_031844646.1
OG0000220	XP_035717455.1, XP_035717452.1, XP_035717450.1, XP_035717454.1, XP_035717453.1	XP_031848722.1, XP_031848723.1, XP_031848720.1, XP_031848721.1, XP_031848719.1, XP_031848724.1, XP_031848727.1, XP_031848726.1
OG0000221	XP_035721735.1	XP_031847181.1, XP_031847176.1, XP_031847173.1, XP_031847174.1, XP_031847177.1, XP_031847178.1, XP_031847170.1, XP_031847180.1, XP_031847179.1, XP_031847182.1, XP_031847172.1, XP_031847171.1
OG0000223	XP_035733807.1	XP_031843281.1
OG0000223	XP_035722636.1	XP_031834465.1
OG0000225	XP_035734246.1, XP_035734248.1	XP_031845382.1
OG0000225	XP_035742936.1	XP_031845330.1, XP_031845328.1, XP_031845327.1
OG0000227	XP_035735426.1	XP_031841465.1, XP_031841460.1, XP_031841461.1, XP_031841463.1, XP_031841462.1, XP_031841466.1
OG0000229	XP_035730748.1, XP_035730749.1, XP_035731006.1, XP_035731009.1	XP_031828353.1, XP_031828352.1
OG0000231	XP_035738625.1, XP_035738626.1, XP_035738627.1	XP_031830558.1, XP_031830557.1
OG0000232	XP_035727361.1, XP_035727359.1, XP_035727360.1	XP_031848186.1, XP_031848188.1, XP_031848187.1, XP_031848189.1
OG0000233	XP_035718297.1	XP_031828212.1, XP_031828211.1
OG0000234	XP_035726727.1	XP_031838672.1, XP_031838671.1
OG0000235	XP_035729544.1, XP_035729549.1, XP_035729541.1	XP_031837012.1, XP_031837013.1
OG0000236	XP_035735169.1	XP_031847307.1
OG0000236	XP_035735167.1	XP_031847306.1
OG0000237	XP_035740253.1	XP_031848024.1
OG0000237	XP_035740306.1	XP_031848023.1
OG0000240	XP_035741192.1, XP_035741079.1	XP_031826590.1
OG0000243	XP_035719823.1, XP_035719832.1	XP_031836576.1, XP_031836577.1
OG0000244	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1	XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832846.1, XP_031832851.1, XP_031832860.1, XP_031832863.1, XP_031832862.1, XP_031832853.1, XP_031832854.1, XP_031832848.1, XP_031832852.1, XP_031832850.1, XP_031832859.1, XP_031832861.1, XP_031832849.1
OG0000245	XP_035726439.1	XP_031828652.1
OG0000246	XP_035739647.1	XP_031841788.1
OG0000246	XP_035722551.1, XP_035722552.1, XP_035722553.1	XP_031841790.1, XP_031841789.1
OG0000247	XP_035732193.1	XP_031825527.1
OG0000248	XP_035739829.1	XP_031835538.1, XP_031835539.1
OG0000249	XP_035717767.1	XP_031846178.1
OG0000250	XP_035723650.1	XP_031835810.1
OG0000250	XP_035723432.1, XP_035723431.1, XP_035723434.1, XP_035723433.1	XP_031838971.1
OG0000251	XP_035723813.1	XP_031828975.1, XP_031837823.1
OG0000252	XP_035720532.1, XP_035720531.1	XP_031844068.1, XP_031844065.1, XP_031844066.1, XP_031844063.1, XP_031844064.1, XP_031844071.1, XP_031844072.1, XP_031844073.1, XP_031844067.1, XP_031844069.1, XP_031844070.1
OG0000254	XP_035718876.1	XP_031832122.1
OG0000254	XP_035732648.1	XP_031833515.1
OG0000255	XP_035728438.1, XP_035728437.1, XP_035728436.1	XP_031850284.1
OG0000255	XP_035737965.1	XP_031841717.1
OG0000256	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1	XP_031847101.1, XP_031847102.1, XP_031847099.1, XP_031847100.1
OG0000257	XP_035740806.1, XP_035740850.1	XP_031832830.1, XP_031832832.1
OG0000257	XP_035740701.1	XP_031832827.1
OG0000258	XP_035735190.1	XP_031843085.1
OG0000259	XP_035726652.1	XP_031841988.1, XP_031842008.1
OG0000260	XP_035730089.1	XP_031842067.1
OG0000260	XP_035739763.1	XP_031838239.1
OG0000263	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1	XP_031835360.1, XP_031835362.1, XP_031835361.1
OG0000264	XP_035735842.1	XP_031832256.1
OG0000264	XP_035728468.1	XP_031841809.1, XP_031841810.1
OG0000265	XP_035743707.1	XP_031849046.1, XP_031836082.1, XP_031848965.1, XP_031836096.1
OG0000266	XP_035743679.1	XP_031847517.1
OG0000266	XP_035727916.1	XP_031836489.1, XP_031836488.1
OG0000268	XP_035724329.1	XP_031848594.1
OG0000269	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1
OG0000270	XP_035721119.1	XP_031834112.1
OG0000270	XP_035736463.1	XP_031833977.1
OG0000271	XP_035725070.1, XP_035725069.1	XP_031838446.1
OG0000272	XP_035738837.1	XP_031839528.1, XP_031839531.1
OG0000272	XP_035729176.1	XP_031837103.1
OG0000273	XP_035734277.1	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1
OG0000274	XP_035728684.1	XP_031825597.1, XP_031825599.1
OG0000275	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1	XP_031841067.1
OG0000276	XP_035719572.1, XP_035719570.1	XP_031839005.1
OG0000277	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1	XP_031848090.1, XP_031848091.1
OG0000278	XP_035742183.1, XP_035742182.1	XP_031836647.1
OG0000281	XP_035720658.1	XP_031846619.1
OG0000283	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1	XP_031833818.1, XP_031833817.1, XP_031833815.1
OG0000284	XP_035725371.1	XP_031826330.1
OG0000284	XP_035736377.1	XP_031846776.1
OG0000285	XP_035725457.1, XP_035725458.1, XP_035725456.1	XP_031842320.1, XP_031842319.1
OG0000286	XP_035731751.1, XP_035731750.1, XP_035731752.1	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1
OG0000287	XP_035740381.1	XP_031828105.1
OG0000288	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1	XP_031849686.1
OG0000288	XP_035727964.1	XP_031833411.1
OG0000289	XP_035736843.1, XP_035736844.1, XP_035736845.1	XP_031839444.1
OG0000290	XP_035742649.1	XP_031849004.1, XP_031849005.1, XP_031849002.1, XP_031849003.1
OG0000291	XP_035728615.1	XP_031844762.1
OG0000291	XP_035742447.1, XP_035742448.1	XP_031830392.1
OG0000292	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1	XP_031828784.1
OG0000294	XP_035718426.1, XP_035718431.1, XP_035718428.1	XP_031839587.1
OG0000294	XP_035742757.1, XP_035733003.1, XP_035718487.1, XP_035718041.1, XP_035718488.1, XP_035742755.1, XP_035742760.1, XP_035742758.1, XP_035732948.1, XP_035718486.1, XP_035718485.1, XP_035718459.1, XP_035732977.1	XP_031839589.1
OG0000295	XP_035724522.1, XP_035724503.1, XP_035724513.1	XP_031831489.1, XP_031831490.1, XP_031831492.1, XP_031831488.1
OG0000296	XP_035742884.1, XP_035742883.1, XP_035742885.1	XP_031844567.1
OG0000297	XP_035732677.1	XP_031845801.1
OG0000298	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1	XP_031825619.1, XP_031825620.1, XP_031825618.1
OG0000299	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1	XP_031844650.1, XP_031844651.1
OG0000300	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1	XP_031831837.1, XP_031831836.1
OG0000301	XP_035741425.1	XP_031827130.1
OG0000301	XP_035725195.1	XP_031828764.1
OG0000302	XP_035736733.1	XP_031848793.1, XP_031848271.1
OG0000303	XP_035738398.1	XP_031827201.1
OG0000303	XP_035743560.1	XP_031849967.1
OG0000303	XP_035732718.1	XP_031829024.1
OG0000304	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1	XP_031829902.1, XP_031829901.1
OG0000305	XP_035725285.1	XP_031834133.1
OG0000305	XP_035729831.1	XP_031832425.1, XP_031832424.1, XP_031832421.1, XP_031832422.1, XP_031832427.1, XP_031832426.1
OG0000306	XP_035737223.1, XP_035737207.1	XP_031833469.1
OG0000306	XP_035737199.1	XP_031833463.1, XP_031833470.1, XP_031833468.1
OG0000307	XP_035721440.1, XP_035721443.1, XP_035721442.1	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1
OG0000308	XP_035734694.1, XP_035734697.1	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1
OG0000309	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1	XP_031826842.1, XP_031826838.1, XP_031826839.1, XP_031826844.1, XP_031826843.1, XP_031826845.1, XP_031826841.1
OG0000310	XP_035742346.1, XP_035722399.1	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1
OG0000311	XP_035743868.1, XP_035743867.1	XP_031829695.1
OG0000312	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1
OG0000313	XP_035740443.1	XP_031830193.1
OG0000315	XP_035727385.1	XP_031841939.1, XP_031841940.1
OG0000316	XP_035740432.1	XP_031825617.1
OG0000316	XP_035729094.1, XP_035729092.1	XP_031838081.1
OG0000317	XP_035740159.1	XP_031835468.1
OG0000318	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1
OG0000319	XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1	XP_031849335.1
OG0000320	XP_035723044.1	XP_031829627.1, XP_031829628.1
OG0000321	XP_035718651.1, XP_035718650.1	XP_031828113.1, XP_031828112.1
OG0000322	XP_035732799.1	XP_031847858.1
OG0000322	XP_035736008.1, XP_035735999.1	XP_031826181.1, XP_031826182.1, XP_031826184.1
OG0000323	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1	XP_031828906.1
OG0000324	XP_035728721.1, XP_035728715.1	XP_031834417.1
OG0000324	XP_035724087.1	XP_031833285.1
OG0000325	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1
OG0000326	XP_035730290.1	XP_031843673.1
OG0000327	XP_035729496.1	XP_031838509.1, XP_031838513.1, XP_031838516.1
OG0000329	XP_035727539.1, XP_035727540.1	XP_031826761.1
OG0000330	XP_035734130.1, XP_035719014.1	XP_031836766.1
OG0000331	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1	XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1, XP_031838206.1
OG0000332	XP_035734091.1, XP_035734090.1, XP_035734092.1	XP_031838151.1, XP_031838150.1, XP_031838152.1
OG0000333	XP_035719269.1	XP_031845026.1
OG0000333	XP_035743594.1	XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1
OG0000334	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1	XP_031843830.1, XP_031843829.1, XP_031843828.1
OG0000335	XP_035731643.1, XP_035731642.1	XP_031826910.1, XP_031826911.1, XP_031826913.1
OG0000336	XP_035742767.1, XP_035742772.1, XP_035742759.1	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1
OG0000336	XP_035739272.1	XP_031848307.1
OG0000337	XP_035723409.1	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1
OG0000338	XP_035737384.1	XP_031840740.1
OG0000338	XP_035739250.1	XP_031825343.1
OG0000339	XP_035724022.1	XP_031831302.1
OG0000339	XP_035718121.1, XP_035718122.1	XP_031829836.1, XP_031829835.1
OG0000340	XP_035721594.1	XP_031833920.1
OG0000340	XP_035725472.1, XP_035725471.1	XP_031837893.1
OG0000341	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1
OG0000342	XP_035718354.1	XP_031849801.1
OG0000342	XP_035719318.1	XP_031849407.1
OG0000343	XP_035743980.1	XP_031832963.1
OG0000344	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1	XP_031837555.1, XP_031837558.1, XP_031837556.1
OG0000345	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1
OG0000347	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1
OG0000349	XP_035729444.1	XP_031827122.1
OG0000350	XP_035737131.1, XP_035737130.1	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1
OG0000351	XP_035718015.1, XP_035718022.1, XP_035718032.1	XP_031844300.1
OG0000352	XP_035737721.1	XP_031839803.1, XP_031839804.1, XP_031839801.1
OG0000354	XP_035720593.1, XP_035720599.1, XP_035720600.1, XP_035720601.1, XP_035720348.1	XP_031834905.1
OG0000356	XP_035740320.1	XP_031841764.1
OG0000357	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1	XP_031848546.1
OG0000358	XP_035727372.1, XP_035727374.1, XP_035727373.1	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1
OG0000360	XP_035717699.1	XP_031829459.1
OG0000361	XP_035728053.1	XP_031842869.1
OG0000362	XP_035733776.1	XP_031827924.1
OG0000363	XP_035717943.1	XP_031848675.1
OG0000364	XP_035724830.1, XP_035724831.1	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1
OG0000365	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1	XP_031828870.1, XP_031828869.1, XP_031828866.1, XP_031828876.1, XP_031828871.1, XP_031828872.1, XP_031828873.1, XP_031828875.1, XP_031828867.1
OG0000366	XP_035731042.1, XP_035731038.1, XP_035731020.1	XP_031842886.1
OG0000367	XP_035730042.1, XP_035730043.1	XP_031843826.1
OG0000368	XP_035725196.1	XP_031828765.1
OG0000368	XP_035725421.1	XP_031827659.1, XP_031827667.1
OG0000369	XP_035736257.1	XP_031842508.1
OG0000369	XP_035735619.1	XP_031828181.1
OG0000370	XP_035723563.1	XP_031838952.1
OG0000370	XP_035723707.1	XP_031841621.1, XP_031841609.1
OG0000371	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1	XP_031843162.1
OG0000372	XP_035726735.1	XP_031835206.1, XP_031835197.1
OG0000372	XP_035733921.1	XP_031843583.1
OG0000375	XP_035733331.1	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1
OG0000377	XP_035744081.1	XP_031846810.1
OG0000377	XP_035738841.1	XP_031836352.1, XP_031836354.1, XP_031836355.1
OG0000378	XP_035732227.1, XP_035732224.1	XP_031836793.1
OG0000378	XP_035720515.1	XP_031836584.1
OG0000379	XP_035730189.1, XP_035730188.1, XP_035730187.1	XP_031850460.1
OG0000380	XP_035726693.1, XP_035726692.1, XP_035726694.1	XP_031842078.1, XP_031842077.1, XP_031842082.1, XP_031842081.1, XP_031842083.1, XP_031842079.1
OG0000381	XP_035743164.1	XP_031839882.1
OG0000382	XP_035731760.1	XP_031843770.1, XP_031843772.1, XP_031843771.1
OG0000382	XP_035732432.1	XP_031845569.1
OG0000383	XP_035740378.1	XP_031829498.1, XP_031836346.1, XP_031836078.1
OG0000384	XP_035720776.1	XP_031834029.1
OG0000385	XP_035729195.1	XP_031842127.1, XP_031842124.1
OG0000385	XP_035723456.1	XP_031838969.1
OG0000386	XP_035728376.1	XP_031837844.1
OG0000386	XP_035728377.1	XP_031837916.1
OG0000387	XP_035736603.1	XP_031840694.1, XP_031846649.1, XP_031846513.1
OG0000388	XP_035726517.1	XP_031830365.1
OG0000389	XP_035719223.1	XP_031839349.1, XP_031842038.1
OG0000390	XP_035738057.1	XP_031836980.1
OG0000391	XP_035733359.1	XP_031831918.1, XP_031831890.1, XP_031831908.1, XP_031831898.1, XP_031831880.1
OG0000392	XP_035742210.1	XP_031842136.1, XP_031826683.1
OG0000394	XP_035735750.1, XP_035735752.1, XP_035735751.1	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1
OG0000395	XP_035722253.1	XP_031841354.1, XP_031841342.1
OG0000395	XP_035722857.1	XP_031844342.1
OG0000396	XP_035740626.1	XP_031825880.1, XP_031830245.1
OG0000397	XP_035733757.1, XP_035733756.1	XP_031828640.1
OG0000398	XP_035727861.1, XP_035727863.1, XP_035727862.1	XP_031830739.1, XP_031830738.1, XP_031830742.1, XP_031830741.1, XP_031830740.1
OG0000399	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1	XP_031829748.1
OG0000400	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1	XP_031843634.1
OG0000401	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1	XP_031831260.1, XP_031831262.1, XP_031831258.1, XP_031831259.1, XP_031831263.1, XP_031831257.1
OG0000402	XP_035730366.1	XP_031836316.1
OG0000403	XP_035718489.1	XP_031846922.1, XP_031846915.1
OG0000405	XP_035740586.1, XP_035740585.1	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1
OG0000405	XP_035729013.1, XP_035729012.1	XP_031830443.1
OG0000406	XP_035732984.1	XP_031849124.1
OG0000406	XP_035732985.1	XP_031849126.1, XP_031849125.1
OG0000407	XP_035743386.1	XP_031828677.1
OG0000407	XP_035743388.1, XP_035743390.1	XP_031828678.1
OG0000407	XP_035743383.1, XP_035743384.1	XP_031828680.1
OG0000408	XP_035722401.1	XP_031826067.1
OG0000408	XP_035737799.1	XP_031826434.1
OG0000409	XP_035723932.1	XP_031829286.1, XP_031829287.1, XP_031829288.1
OG0000410	XP_035724504.1	XP_031833209.1
OG0000410	XP_035724339.1	XP_031841679.1
OG0000411	XP_035728085.1	XP_031827908.1
OG0000411	XP_035736358.1	XP_031846667.1
OG0000412	XP_035731605.1	XP_031833089.1
OG0000413	XP_035737679.1	XP_031847110.1, XP_031847111.1
OG0000414	XP_035741012.1, XP_035741013.1, XP_035741014.1	XP_031832085.1
OG0000414	XP_035740991.1, XP_035740990.1	XP_031832080.1
OG0000415	XP_035739802.1	XP_031845031.1
OG0000416	XP_035742854.1	XP_031839342.1
OG0000417	XP_035731664.1, XP_035731666.1	XP_031846073.1
OG0000417	XP_035736212.1	XP_031843173.1
OG0000419	XP_035736016.1	XP_031848129.1
OG0000420	XP_035737714.1	XP_031839661.1, XP_031839781.1
OG0000420	XP_035737727.1, XP_035737728.1, XP_035737726.1, XP_035737725.1	XP_031839805.1
OG0000421	XP_035725314.1	XP_031826826.1, XP_031826818.1
OG0000423	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1	XP_031845141.1
OG0000424	XP_035721875.1	XP_031834158.1
OG0000424	XP_035721878.1	XP_031834162.1
OG0000425	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1	XP_031825917.1, XP_031825916.1, XP_031825919.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825923.1
OG0000426	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1	XP_031832178.1, XP_031832177.1
OG0000427	XP_035736616.1	XP_031825564.1
OG0000428	XP_035728302.1, XP_035728301.1, XP_035728303.1	XP_031829532.1
OG0000428	XP_035731002.1, XP_035731003.1	XP_031849865.1
OG0000429	XP_035720359.1	XP_031831637.1, XP_031831639.1, XP_031831635.1, XP_031831636.1, XP_031831634.1
OG0000430	XP_035742034.1	XP_031839274.1, XP_031842027.1, XP_031842026.1, XP_031842031.1, XP_031842029.1, XP_031842030.1, XP_031842028.1
OG0000431	XP_035719249.1	XP_031846555.1
OG0000432	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1	XP_031830318.1
OG0000433	XP_035740897.1	XP_031847972.1, XP_031847973.1
OG0000434	XP_035724577.1, XP_035724578.1, XP_035724580.1	XP_031833180.1, XP_031833182.1, XP_031833183.1, XP_031833179.1
OG0000436	XP_035726509.1	XP_031830362.1
OG0000436	XP_035717431.1	XP_031830359.1
OG0000437	XP_035719769.1	XP_031843950.1, XP_031843942.1, XP_031843962.1
OG0000438	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1	XP_031833663.1
OG0000439	XP_035726037.1	XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831197.1, XP_031831184.1, XP_031831187.1, XP_031831186.1, XP_031831194.1
OG0000440	XP_035734048.1	XP_031848174.1
OG0000441	XP_035743138.1	XP_031827435.1, XP_031828298.1, XP_031829199.1
OG0000442	XP_035728022.1	XP_031844491.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844486.1
OG0000443	XP_035724536.1	XP_031826527.1, XP_031826528.1, XP_031826526.1
OG0000444	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1	XP_031849333.1, XP_031849324.1, XP_031849325.1, XP_031849326.1, XP_031849327.1, XP_031849328.1, XP_031849329.1, XP_031849330.1, XP_031849331.1, XP_031849332.1
