Orthogroup	Vespa_mandarinia	Osmia_bicornis
OG0000214	XP_035723354.1, XP_035723352.1, XP_035723353.1, XP_035723355.1	XP_029041256.1
OG0000215	XP_035724895.1, XP_035724894.1	XP_029040889.1, XP_029040887.1, XP_029040888.1
OG0000215	XP_035724898.1, XP_035724897.1	XP_029040891.1
OG0000216	XP_035724451.1	XP_029052235.1, XP_029052237.1
OG0000217	XP_035740471.1	XP_029041283.1
OG0000218	XP_035726856.1	XP_029034776.1, XP_029034777.1, XP_029034772.1, XP_029034773.1, XP_029034774.1, XP_029034775.1
OG0000219	XP_035741255.1, XP_035741253.1, XP_035741259.1, XP_035741260.1, XP_035741251.1, XP_035741257.1, XP_035741254.1, XP_035741252.1, XP_035741256.1	XP_029033097.1, XP_029033098.1, XP_029033099.1, XP_029033101.1, XP_029033100.1
OG0000220	XP_035717455.1, XP_035717452.1, XP_035717450.1, XP_035717454.1, XP_035717453.1	XP_029033278.1, XP_029033277.1, XP_029033279.1, XP_029033274.1, XP_029033275.1, XP_029033276.1, XP_029033273.1
OG0000221	XP_035721735.1	XP_029042551.1
OG0000223	XP_035733807.1	XP_029038992.1
OG0000223	XP_035722636.1	XP_029044364.1
OG0000225	XP_035734246.1, XP_035734248.1	XP_029035976.1, XP_029035979.1, XP_029035978.1
OG0000225	XP_035742936.1	XP_029032932.1
OG0000227	XP_035735426.1	XP_029056277.1, XP_029056278.1, XP_029056276.1, XP_029056274.1, XP_029056306.1, XP_029056308.1, XP_029056307.1, XP_029056309.1, XP_029056279.1
OG0000228	XP_035731235.1	XP_029054322.1, XP_029054146.1
OG0000229	XP_035730748.1, XP_035730749.1, XP_035731006.1, XP_035731009.1	XP_029043983.1
OG0000231	XP_035738625.1, XP_035738626.1, XP_035738627.1	XP_029054484.1, XP_029039829.1
OG0000232	XP_035727361.1, XP_035727359.1, XP_035727360.1	XP_029039432.1
OG0000233	XP_035718297.1	XP_029038096.1, XP_029038095.1
OG0000234	XP_035726727.1	XP_029050333.1, XP_029050356.1, XP_029050344.1, XP_029050517.1
OG0000235	XP_035729544.1, XP_035729549.1, XP_035729541.1	XP_029045311.1, XP_029045317.1, XP_029045324.1, XP_029045318.1
OG0000236	XP_035735169.1	XP_029036862.1, XP_029036865.1, XP_029036864.1
OG0000236	XP_035735167.1	XP_029036869.1
OG0000237	XP_035740253.1	XP_029051857.1
OG0000237	XP_035740306.1	XP_029051872.1
OG0000240	XP_035741192.1, XP_035741079.1	XP_029047308.1, XP_029047307.1, XP_029047306.1, XP_029047240.1
OG0000243	XP_035719823.1, XP_035719832.1	XP_029053744.1
OG0000244	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1	XP_029039027.1
OG0000245	XP_035726439.1	XP_029039448.1
OG0000246	XP_035739647.1	XP_029043282.1, XP_029043284.1, XP_029043283.1
OG0000246	XP_035722551.1, XP_035722552.1, XP_035722553.1	XP_029043287.1, XP_029043289.1, XP_029043288.1
OG0000247	XP_035731997.1	XP_029036519.1
OG0000247	XP_035732193.1	XP_029036521.1
OG0000248	XP_035739829.1	XP_029042768.1
OG0000249	XP_035744085.1, XP_035717767.1	XP_029044045.1
OG0000250	XP_035723650.1	XP_029052120.1
OG0000250	XP_035723432.1, XP_035723431.1, XP_035723434.1, XP_035723433.1	XP_029055624.1, XP_029055616.1
OG0000251	XP_035723813.1	XP_029038523.1, XP_029038522.1
OG0000252	XP_035720532.1, XP_035720531.1	XP_029037839.1
OG0000253	XP_035742337.1, XP_035742338.1	XP_029036723.1
OG0000254	XP_035718876.1	XP_029046368.1
OG0000254	XP_035732648.1	XP_029055807.1
OG0000256	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1	XP_029042504.1, XP_029042508.1, XP_029042505.1, XP_029042506.1, XP_029042511.1, XP_029042512.1, XP_029042509.1, XP_029042507.1
OG0000257	XP_035740806.1, XP_035740850.1	XP_029045410.1
OG0000257	XP_035740701.1	XP_029045406.1
OG0000258	XP_035735190.1	XP_029047643.1, XP_029047644.1
OG0000259	XP_035726652.1	XP_029044913.1
OG0000260	XP_035739763.1	XP_029053188.1
OG0000260	XP_035730091.1	XP_029050171.1
OG0000263	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1	XP_029042765.1, XP_029042764.1, XP_029042763.1
OG0000264	XP_035735842.1	XP_029053644.1
OG0000264	XP_035728468.1	XP_029053659.1, XP_029053657.1
OG0000265	XP_035743707.1	XP_029048310.1
OG0000266	XP_035743679.1	XP_029049979.1
OG0000266	XP_035727916.1	XP_029049312.1
OG0000268	XP_035724329.1	XP_029053715.1
OG0000269	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1	XP_029036205.1, XP_029036204.1
OG0000270	XP_035721119.1	XP_029047487.1
OG0000270	XP_035736463.1	XP_029045046.1
OG0000271	XP_035725070.1, XP_035725069.1	XP_029047035.1
OG0000272	XP_035738837.1	XP_029034319.1
OG0000272	XP_035729176.1	XP_029032785.1, XP_029032787.1
OG0000273	XP_035734277.1	XP_029044326.1, XP_029044327.1
OG0000274	XP_035728684.1	XP_029046053.1
OG0000275	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1	XP_029051562.1
OG0000276	XP_035719572.1, XP_035719570.1	XP_029053712.1
OG0000277	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1	XP_029032823.1, XP_029032828.1, XP_029032829.1, XP_029032830.1, XP_029032831.1, XP_029032824.1, XP_029032825.1, XP_029032832.1, XP_029032833.1, XP_029032827.1
OG0000278	XP_035742183.1, XP_035742182.1	XP_029051961.1, XP_029049618.1
OG0000281	XP_035720653.1	XP_029045750.1, XP_029045751.1, XP_029045752.1, XP_029045754.1, XP_029045756.1, XP_029045753.1
OG0000281	XP_035720658.1	XP_029045757.1
OG0000283	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1	XP_029045503.1, XP_029045504.1
OG0000284	XP_035725371.1	XP_029055634.1
OG0000284	XP_035736377.1	XP_029055784.1, XP_029055401.1
OG0000285	XP_035725457.1, XP_035725458.1, XP_035725456.1	XP_029048555.1, XP_029048564.1, XP_029048573.1, XP_029048581.1
OG0000286	XP_035731751.1, XP_035731750.1, XP_035731752.1	XP_029033341.1
OG0000288	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1	XP_029037231.1
OG0000288	XP_035727964.1	XP_029048238.1
OG0000289	XP_035736843.1, XP_035736844.1, XP_035736845.1	XP_029040796.1
OG0000290	XP_035742649.1	XP_029051156.1
OG0000292	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1	XP_029042887.1
OG0000294	XP_035718426.1, XP_035718431.1, XP_035718428.1	XP_029041535.1
OG0000294	XP_035742757.1, XP_035733003.1, XP_035718487.1, XP_035718041.1, XP_035718488.1, XP_035742755.1, XP_035742760.1, XP_035742758.1, XP_035732948.1, XP_035718486.1, XP_035718485.1, XP_035718459.1, XP_035732977.1	XP_029041597.1
OG0000295	XP_035724522.1, XP_035724503.1, XP_035724513.1	XP_029042145.1
OG0000296	XP_035742884.1, XP_035742883.1, XP_035742885.1	XP_029049544.1, XP_029049545.1, XP_029049543.1
OG0000297	XP_035732677.1	XP_029038213.1
OG0000298	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1
OG0000299	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1
OG0000300	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1	XP_029032635.1
OG0000301	XP_035741425.1	XP_029048644.1, XP_029048643.1
OG0000301	XP_035725195.1	XP_029043020.1
OG0000302	XP_035736733.1	XP_029045566.1
OG0000303	XP_035738398.1	XP_029051023.1
OG0000303	XP_035743560.1	XP_029035381.1
OG0000303	XP_035732718.1	XP_029048888.1
OG0000304	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1
OG0000305	XP_035725285.1	XP_029047339.1
OG0000305	XP_035729831.1	XP_029048754.1
OG0000306	XP_035737223.1, XP_035737207.1	XP_029055772.1
OG0000306	XP_035737199.1	XP_029055770.1, XP_029055768.1
OG0000307	XP_035721440.1, XP_035721443.1, XP_035721442.1	XP_029042359.1, XP_029042358.1
OG0000308	XP_035734694.1, XP_035734697.1	XP_029040434.1, XP_029040435.1, XP_029040433.1
OG0000309	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1	XP_029048625.1, XP_029048626.1, XP_029048627.1, XP_029048623.1, XP_029048622.1
OG0000310	XP_035742346.1, XP_035722399.1	XP_029056622.1, XP_029056621.1, XP_029056620.1, XP_029056619.1
OG0000311	XP_035743868.1, XP_035743867.1	XP_029054207.1
OG0000312	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1	XP_029039443.1, XP_029039442.1
OG0000313	XP_035740443.1	XP_029044195.1
OG0000315	XP_035727385.1	XP_029050380.1
OG0000316	XP_035740432.1	XP_029052013.1
OG0000316	XP_035729094.1, XP_035729092.1	XP_029037315.1
OG0000317	XP_035740159.1	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1
OG0000318	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1	XP_029045169.1
OG0000319	XP_035727711.1, XP_035727714.1, XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1	XP_029049730.1
OG0000320	XP_035723044.1	XP_029043380.1
OG0000321	XP_035718651.1, XP_035718650.1	XP_029032312.1, XP_029032313.1
OG0000322	XP_035732799.1	XP_029045710.1, XP_029050313.1, XP_029040429.1
OG0000322	XP_035736008.1, XP_035735999.1	XP_029035236.1
OG0000323	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1
OG0000324	XP_035728721.1, XP_035728715.1	XP_029032343.1, XP_029032272.1
OG0000325	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1	XP_029032468.1, XP_029032467.1
OG0000326	XP_035730290.1	XP_029036522.1, XP_029036513.1
OG0000327	XP_035729496.1	XP_029044872.1
OG0000329	XP_035727539.1, XP_035727540.1	XP_029045200.1
OG0000330	XP_035734130.1, XP_035719014.1	XP_029044991.1, XP_029043396.1, XP_029044978.1
OG0000331	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1	XP_029037754.1
OG0000332	XP_035734091.1, XP_035734090.1, XP_035734092.1	XP_029039444.1, XP_029039445.1, XP_029039447.1
OG0000333	XP_035719269.1	XP_029035562.1
OG0000333	XP_035743594.1	XP_029048672.1
OG0000334	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1	XP_029040536.1
OG0000335	XP_035731643.1, XP_035731642.1	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1
OG0000336	XP_035742767.1, XP_035742772.1, XP_035742759.1	XP_029050296.1
OG0000336	XP_035739272.1	XP_029053215.1
OG0000337	XP_035723409.1	XP_029044048.1
OG0000338	XP_035737384.1	XP_029049651.1
OG0000338	XP_035739250.1	XP_029048723.1
OG0000339	XP_035724022.1	XP_029036574.1
OG0000339	XP_035718121.1, XP_035718122.1	XP_029035057.1
OG0000340	XP_035721594.1	XP_029043213.1
OG0000341	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1	XP_029047897.1
OG0000342	XP_035718354.1	XP_029049079.1, XP_029049078.1, XP_029049080.1, XP_029049076.1
OG0000342	XP_035719318.1	XP_029048895.1
OG0000343	XP_035743980.1	XP_029055935.1, XP_029055937.1, XP_029055936.1
OG0000344	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1	XP_029040724.1
OG0000345	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1
OG0000347	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1
OG0000349	XP_035729444.1	XP_029045227.1, XP_029045228.1
OG0000350	XP_035737131.1, XP_035737130.1	XP_029035510.1, XP_029035506.1, XP_029035507.1, XP_029035508.1, XP_029035509.1
OG0000351	XP_035718015.1, XP_035718022.1, XP_035718032.1	XP_029032992.1, XP_029032991.1, XP_029032993.1
OG0000352	XP_035737721.1	XP_029054732.1, XP_029054729.1
OG0000356	XP_035740320.1	XP_029038604.1
OG0000357	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1	XP_029043524.1, XP_029043523.1, XP_029043522.1, XP_029043520.1, XP_029043525.1, XP_029043526.1
OG0000358	XP_035727372.1, XP_035727374.1, XP_035727373.1	XP_029055341.1, XP_029055342.1, XP_029055343.1, XP_029055344.1
OG0000360	XP_035717699.1	XP_029034706.1
OG0000361	XP_035728053.1	XP_029040875.1
OG0000362	XP_035733777.1	XP_029032609.1
OG0000362	XP_035733776.1	XP_029032601.1, XP_029032600.1, XP_029032602.1, XP_029032603.1, XP_029032604.1
OG0000363	XP_035717943.1	XP_029051564.1
OG0000364	XP_035724830.1, XP_035724831.1	XP_029048237.1
OG0000365	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1	XP_029049426.1, XP_029049425.1, XP_029049423.1, XP_029049424.1
OG0000366	XP_035731042.1	XP_029036848.1
OG0000366	XP_035731038.1, XP_035731020.1	XP_029036838.1, XP_029036835.1, XP_029036836.1
OG0000367	XP_035730042.1, XP_035730043.1	XP_029040540.1, XP_029040539.1, XP_029040537.1, XP_029040541.1
OG0000368	XP_035725196.1	XP_029043022.1
OG0000368	XP_035725421.1	XP_029042037.1
OG0000369	XP_035736257.1	XP_029040906.1, XP_029040905.1
OG0000369	XP_035735619.1	XP_029035224.1
OG0000370	XP_035723563.1	XP_029036217.1
OG0000370	XP_035723707.1	XP_029036273.1
OG0000371	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1	XP_029034789.1, XP_029034794.1, XP_029034788.1, XP_029034793.1, XP_029034792.1
OG0000372	XP_035726735.1	XP_029050137.1
OG0000372	XP_035733921.1	XP_029037026.1
OG0000375	XP_035733331.1	XP_029032555.1, XP_029032556.1, XP_029032551.1, XP_029032550.1, XP_029032553.1, XP_029032552.1, XP_029032554.1
OG0000377	XP_035744081.1	XP_029040734.1
OG0000377	XP_035738841.1	XP_029034326.1
OG0000378	XP_035732227.1, XP_035732224.1	XP_029054852.1, XP_029055356.1
OG0000379	XP_035730189.1, XP_035730188.1, XP_035730187.1	XP_029033796.1, XP_029033792.1
OG0000380	XP_035726693.1, XP_035726692.1, XP_035726694.1	XP_029037950.1, XP_029037952.1
OG0000381	XP_035739680.1	XP_029053290.1
OG0000381	XP_035743164.1	XP_029056661.1
OG0000382	XP_035731760.1	XP_029039628.1, XP_029039629.1, XP_029039627.1
OG0000382	XP_035732432.1	XP_029046829.1
OG0000383	XP_035740378.1	XP_029037376.1, XP_029037375.1, XP_029050159.1
OG0000384	XP_035720776.1	XP_029032128.1, XP_029032123.1
OG0000385	XP_035729195.1	XP_029049378.1
OG0000385	XP_035723456.1	XP_029055593.1
OG0000386	XP_035728376.1	XP_029056438.1
OG0000386	XP_035728377.1	XP_029056437.1
OG0000387	XP_035736603.1	XP_029033287.1
OG0000388	XP_035726517.1	XP_029047149.1
OG0000389	XP_035719223.1	XP_029051988.1, XP_029037895.1
OG0000391	XP_035733359.1	XP_029043249.1, XP_029043246.1, XP_029043247.1, XP_029043244.1, XP_029043245.1, XP_029043250.1, XP_029043248.1
OG0000392	XP_035742210.1	XP_029054016.1, XP_029055038.1
OG0000394	XP_035735750.1, XP_035735752.1, XP_035735751.1	XP_029051207.1, XP_029051206.1
OG0000395	XP_035722253.1	XP_029041446.1, XP_029041452.1, XP_029041451.1, XP_029041449.1, XP_029041447.1, XP_029041448.1
OG0000395	XP_035722857.1	XP_029050227.1
OG0000396	XP_035740626.1	XP_029053559.1, XP_029044293.1
OG0000397	XP_035733757.1, XP_035733756.1	XP_029053422.1, XP_029053423.1, XP_029053421.1, XP_029053420.1, XP_029053419.1, XP_029053417.1, XP_029053424.1, XP_029053425.1
OG0000398	XP_035727861.1, XP_035727863.1, XP_035727862.1	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1
OG0000399	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1	XP_029051263.1, XP_029051260.1
OG0000400	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1	XP_029047557.1
OG0000401	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1	XP_029055758.1, XP_029055757.1, XP_029055762.1, XP_029055761.1, XP_029055759.1
OG0000402	XP_035730366.1	XP_029035694.1
OG0000403	XP_035718489.1	XP_029034027.1, XP_029034020.1, XP_029034022.1
OG0000405	XP_035740586.1, XP_035740585.1	XP_029040022.1, XP_029040023.1
OG0000405	XP_035729013.1, XP_035729012.1	XP_029050577.1
OG0000406	XP_035732984.1, XP_035732985.1	XP_029055567.1
OG0000407	XP_035743386.1	XP_029043685.1
OG0000407	XP_035743388.1, XP_035743390.1	XP_029043686.1
OG0000407	XP_035743383.1, XP_035743384.1	XP_029043684.1
OG0000408	XP_035722401.1	XP_029052495.1
OG0000408	XP_035737799.1	XP_029032254.1
OG0000409	XP_035723932.1	XP_029052807.1
OG0000410	XP_035724504.1	XP_029036046.1
OG0000410	XP_035724339.1	XP_029034621.1, XP_029034617.1
OG0000411	XP_035728085.1	XP_029035220.1
OG0000411	XP_035736358.1	XP_029055622.1
OG0000412	XP_035731605.1	XP_029041797.1, XP_029041796.1
OG0000413	XP_035737679.1	XP_029038086.1
OG0000414	XP_035741012.1, XP_035741013.1, XP_035741014.1	XP_029053181.1
OG0000414	XP_035740991.1, XP_035740990.1	XP_029053178.1
OG0000415	XP_035739802.1	XP_029034205.1, XP_029034224.1, XP_029034214.1, XP_029034233.1
OG0000416	XP_035742854.1	XP_029050280.1
OG0000417	XP_035731664.1, XP_035731666.1	XP_029046684.1, XP_029046681.1
OG0000417	XP_035736212.1	XP_029039481.1
OG0000419	XP_035736016.1	XP_029038504.1, XP_029038503.1
OG0000420	XP_035737714.1	XP_029054713.1
OG0000421	XP_035725314.1	XP_029045207.1, XP_029045205.1, XP_029045209.1, XP_029045208.1, XP_029045206.1
OG0000423	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1	XP_029042969.1, XP_029042970.1, XP_029042968.1
OG0000424	XP_035721875.1	XP_029051825.1
OG0000424	XP_035721878.1	XP_029051827.1
OG0000425	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1	XP_029050552.1, XP_029050554.1, XP_029050553.1
OG0000426	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1	XP_029051625.1, XP_029051626.1, XP_029051627.1, XP_029051628.1, XP_029051629.1, XP_029051630.1, XP_029051631.1
OG0000427	XP_035736616.1	XP_029043845.1
OG0000428	XP_035728302.1, XP_035728301.1, XP_035728303.1	XP_029056380.1
OG0000428	XP_035731002.1, XP_035731003.1	XP_029035040.1
OG0000429	XP_035720359.1	XP_029042878.1
OG0000430	XP_035742034.1	XP_029048756.1, XP_029037852.1
OG0000431	XP_035719249.1	XP_029034929.1
OG0000432	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1	XP_029044224.1, XP_029044225.1, XP_029044227.1, XP_029044228.1
OG0000433	XP_035740897.1	XP_029033674.1, XP_029033660.1
OG0000436	XP_035726509.1	XP_029047130.1
OG0000437	XP_035719769.1	XP_029034616.1, XP_029034615.1
OG0000438	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1	XP_029052561.1
OG0000439	XP_035726037.1	XP_029055734.1
OG0000441	XP_035743138.1	XP_029044307.1, XP_029044308.1
OG0000442	XP_035728022.1	XP_029032945.1, XP_029032946.1, XP_029032947.1
OG0000443	XP_035724536.1	XP_029032458.1, XP_029032459.1
OG0000444	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1	XP_029049724.1, XP_029049723.1, XP_029049722.1
OG0000445	XP_035739638.1	XP_029052017.1
OG0000445	XP_035739639.1	XP_029052019.1
OG0000446	XP_035725068.1, XP_035725067.1	XP_029047028.1
OG0000447	XP_035727077.1, XP_035727079.1, XP_035727078.1	XP_029044272.1, XP_029044277.1
OG0000448	XP_035732885.1, XP_035732883.1	XP_029036628.1
OG0000449	XP_035730911.1, XP_035730912.1	XP_029053399.1, XP_029053400.1, XP_029053397.1, XP_029053398.1
OG0000450	XP_035719304.1	XP_029040640.1
OG0000451	XP_035732335.1, XP_035732337.1, XP_035732336.1	XP_029041017.1
OG0000452	XP_035731135.1	XP_029049758.1
OG0000452	XP_035721082.1	XP_029054030.1, XP_029054029.1, XP_029054028.1
OG0000453	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1	XP_029050616.1
OG0000454	XP_035726887.1	XP_029056127.1, XP_029056126.1, XP_029056137.1, XP_029056136.1, XP_029056129.1, XP_029056128.1, XP_029056130.1, XP_029056133.1, XP_029056132.1, XP_029056135.1
OG0000455	XP_035730560.1	XP_029036323.1, XP_029036319.1, XP_029036321.1, XP_029036324.1, XP_029036322.1
OG0000456	XP_035733682.1, XP_035733683.1, XP_035733681.1	XP_029032315.1, XP_029032318.1, XP_029032319.1, XP_029032317.1, XP_029032316.1, XP_029032314.1
OG0000457	XP_035727490.1	XP_029045192.1
OG0000458	XP_035737420.1, XP_035737421.1	XP_029051946.1
OG0000459	XP_035743475.1	XP_029033471.1
OG0000460	XP_035737628.1	XP_029037984.1
OG0000461	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1	XP_029036118.1, XP_029036117.1, XP_029036116.1
OG0000462	XP_035718532.1, XP_035718530.1	XP_029045767.1, XP_029045768.1, XP_029045771.1, XP_029045769.1, XP_029045770.1, XP_029045765.1, XP_029045764.1, XP_029045763.1, XP_029045759.1, XP_029045761.1, XP_029045760.1, XP_029045766.1
