Orthogroup	Vespa_mandarinia	Bombyx_mori
OG0000242	XP_035723091.1, XP_035742763.1, XP_035742764.1, XP_035727376.1, XP_035727388.1, XP_035742921.1	XP_004926535.1, XP_004926524.1, XP_037875026.1, XP_037874645.1, XP_037874644.1, XP_021203900.1, XP_037874701.1, NP_001266437.1, XP_021207354.1
OG0000244	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1	XP_021202524.1
OG0000245	XP_035726439.1	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1
OG0000246	XP_035739647.1	XP_012549895.1, NP_001037174.1
OG0000246	XP_035722551.1, XP_035722552.1, XP_035722553.1	XP_004931016.1
OG0000247	XP_035732193.1	XP_021207883.2, XP_037873736.1
OG0000248	XP_035739829.1	XP_021203484.2, XP_037872942.1
OG0000249	XP_035744085.1, XP_035717767.1	NP_001138804.1, XP_012545064.1
OG0000250	XP_035723650.1	XP_021206228.1, XP_004930144.1
OG0000250	XP_035723432.1, XP_035723431.1, XP_035723434.1, XP_035723433.1	XP_004930143.1
OG0000251	XP_035723813.1	XP_021206899.1, NP_001108066.1
OG0000252	XP_035720532.1, XP_035720531.1	NP_001104796.1
OG0000253	XP_035742337.1, XP_035742338.1	XP_021208580.1, NP_001037287.1
OG0000254	XP_035718876.1	XP_004921802.3
OG0000254	XP_035732648.1	XP_004924523.1, XP_037876397.1
OG0000255	XP_035728438.1, XP_035728437.1, XP_035728436.1	XP_012543911.1, XP_012543887.2
OG0000255	XP_035737965.1	XP_004923881.1
OG0000256	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1	NP_001093298.1, XP_037870495.1
OG0000257	XP_035740806.1, XP_035740850.1	XP_012551257.1, XP_012551255.1
OG0000257	XP_035740701.1	XP_004932600.1
OG0000258	XP_035735190.1	NP_001159622.2, NP_001106744.1, XP_012551170.1
OG0000259	XP_035726652.1	XP_012548404.1
OG0000260	XP_035730089.1	XP_004929696.2, NP_001036839.1
OG0000263	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1	XP_012549376.1, NP_001040274.1
OG0000264	XP_035735842.1	NP_001037358.2
OG0000264	XP_035728468.1	XP_037875045.1, NP_001037084.1
OG0000266	XP_035743679.1	NP_001040464.1
OG0000266	XP_035727916.1	XP_012544346.1, NP_001037083.1
OG0000268	XP_035724329.1	XP_021204157.1
OG0000269	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1	XP_004924161.2
OG0000270	XP_035736463.1	NP_001171666.1
OG0000272	XP_035738837.1	NP_001091830.1, XP_037866711.1
OG0000272	XP_035729176.1	NP_001166818.1, XP_012549099.1
OG0000274	XP_035728684.1	XP_021202962.1, XP_021202959.1
OG0000275	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1	XP_004924792.1
OG0000277	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1	XP_012544880.1, XP_021202885.1, XP_004924999.1
OG0000278	XP_035742183.1, XP_035742182.1	XP_021207737.1
OG0000282	XP_035742493.1, XP_035731240.1, XP_035731241.1	XP_021203480.1, XP_037870324.1, XP_037877072.1, XP_037875926.1, XP_037872863.1, XP_037875907.1, XP_021207016.1
OG0000283	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1	XP_037877071.1, XP_037877070.1, XP_037877069.1
OG0000284	XP_035725371.1	NP_001037072.1
OG0000284	XP_035736377.1	NP_001296499.1, XP_004932842.1
OG0000285	XP_035725457.1, XP_035725458.1, XP_035725456.1	XP_037874172.1
OG0000286	XP_035731751.1, XP_035731750.1, XP_035731752.1	XP_004929167.1
OG0000287	XP_035740381.1	XP_004922091.1
OG0000288	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1	XP_021201951.2
OG0000288	XP_035727964.1	XP_037868251.1
OG0000289	XP_035736843.1, XP_035736844.1, XP_035736845.1	XP_004925540.2
OG0000293	XP_035717704.1	XP_004929231.1
OG0000295	XP_035724522.1, XP_035724503.1, XP_035724513.1	NP_001037538.1
OG0000296	XP_035742884.1, XP_035742883.1, XP_035742885.1	NP_001093088.1
OG0000297	XP_035732677.1	XP_037872464.1
OG0000298	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1	XP_037876134.1
OG0000299	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1	XP_004931769.1
OG0000300	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1	XP_004933050.1
OG0000301	XP_035741425.1	NP_001106223.1
OG0000301	XP_035725195.1	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1
OG0000302	XP_035736733.1	XP_012548543.1, NP_001036995.2
OG0000303	XP_035738398.1	XP_004922660.1
OG0000303	XP_035743560.1, XP_035732718.1	XP_004933180.1
OG0000304	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1	XP_012551807.1
OG0000305	XP_035725285.1	XP_037867702.1
OG0000306	XP_035737223.1, XP_035737207.1, XP_035737199.1	XP_037876226.1, XP_012545475.3, XP_037876227.1
OG0000307	XP_035721440.1, XP_035721443.1, XP_035721442.1	XP_021205396.1
OG0000308	XP_035734694.1, XP_035734697.1	XP_021205271.1, XP_004928518.1
OG0000309	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1	XP_037874917.1, XP_012544599.1
OG0000310	XP_035742346.1, XP_035722399.1	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1
OG0000311	XP_035743868.1, XP_035743867.1	NP_001093301.1, NP_001036889.1
OG0000312	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1	NP_001040189.1, XP_004923642.1
OG0000313	XP_035740443.1	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1
OG0000315	XP_035727385.1	XP_037867576.1
OG0000316	XP_035740432.1	XP_012546125.1, NP_001166631.1
OG0000316	XP_035729094.1, XP_035729092.1	NP_001166632.1
OG0000317	XP_035740159.1	XP_037867855.1, XP_037867856.1
OG0000318	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1	XP_037871308.1
OG0000319	XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1	XP_004930032.1
OG0000320	XP_035723044.1	XP_012545276.1, NP_001098066.2
OG0000321	XP_035718651.1, XP_035718650.1	XP_021202661.1, XP_004924713.2
OG0000322	XP_035732799.1	XP_037873232.1, XP_037873234.1
OG0000323	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1	XP_012548839.3, XP_037874398.1
OG0000324	XP_035724087.1	XP_037876704.1
OG0000325	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1	XP_021203813.1, XP_004926421.2
OG0000326	XP_035730290.1	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2
OG0000327	XP_035729496.1	XP_021208093.2
OG0000329	XP_035727539.1, XP_035727540.1	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2
OG0000332	XP_035734091.1, XP_035734090.1, XP_035734092.1	XP_004926237.1
OG0000333	XP_035719269.1, XP_035743594.1	NP_001274771.1, XP_004925570.1
OG0000334	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1	XP_012548494.3
OG0000335	XP_035723458.1, XP_035731643.1, XP_035731642.1	XP_037867290.1, NP_001091841.1
OG0000336	XP_035742767.1, XP_035742772.1, XP_035742759.1, XP_035739272.1	XP_004922260.1
OG0000337	XP_035723409.1	XP_037869275.1, XP_037869270.1
OG0000338	XP_035737384.1	XP_012550935.1
OG0000338	XP_035739250.1	XP_012550857.1, NP_001243932.1
OG0000339	XP_035724022.1	NP_001106217.1
OG0000339	XP_035718121.1, XP_035718122.1	NP_001037376.1, XP_012549898.1
OG0000340	XP_035721594.1	NP_001036910.1, XP_037876898.1, XP_037877212.1
OG0000340	XP_035725472.1, XP_035725471.1	NP_001037458.1
OG0000341	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1	XP_004929139.1, XP_012548430.1, XP_004929140.1
OG0000342	XP_035718354.1	NP_001116809.1
OG0000342	XP_035719318.1	XP_004932270.2
OG0000343	XP_035743980.1	XP_012543786.3
OG0000344	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1	XP_037877717.1
OG0000345	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1	NP_001243988.1
OG0000347	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1	XP_021202995.1
OG0000349	XP_035729444.1	XP_004924752.1
OG0000350	XP_035737131.1, XP_035737130.1	XP_004924816.1
OG0000351	XP_035718015.1, XP_035718022.1, XP_035718032.1, XP_035726210.1	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2
OG0000356	XP_035740320.1	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2
OG0000357	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1	XP_037875620.1, XP_037875619.1
OG0000358	XP_035727372.1, XP_035727374.1, XP_035727373.1	XP_004929861.1, XP_012549059.1
OG0000360	XP_035717699.1	XP_004925207.2
OG0000361	XP_035728053.1	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1
OG0000363	XP_035717943.1	NP_001036950.1, NP_001036951.1
OG0000364	XP_035724830.1, XP_035724831.1	XP_012545855.2, NP_001036990.1
OG0000365	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1	XP_004931576.1
OG0000366	XP_035731042.1, XP_035731038.1, XP_035731020.1	XP_037868836.1, XP_037868853.1
OG0000367	XP_035730042.1, XP_035730043.1	XP_004931037.1
OG0000368	XP_035725196.1, XP_035725421.1	NP_001296504.1
OG0000369	XP_035736257.1, XP_035735619.1	XP_021205545.1
OG0000370	XP_035723563.1	NP_001037368.1, XP_037867324.1, XP_021206506.2
OG0000370	XP_035723707.1	XP_037867682.1, XP_004923586.2
OG0000371	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1	XP_021206677.1
OG0000372	XP_035726735.1, XP_035733921.1	XP_004927647.1
OG0000375	XP_035733331.1	XP_004932094.1
OG0000377	XP_035744081.1	XP_021204843.1, XP_037877759.1
OG0000377	XP_035738841.1	NP_001093303.1
OG0000378	XP_035732227.1, XP_035732224.1	NP_001128361.1, XP_012548744.1
OG0000378	XP_035720515.1	XP_012545363.2
OG0000379	XP_035730189.1, XP_035730188.1, XP_035730187.1	XP_012548112.2, XP_037872167.1, XP_037872168.1
OG0000380	XP_035726693.1, XP_035726692.1, XP_035726694.1	XP_004929190.1
OG0000381	XP_035739680.1	XP_037873154.1
OG0000381	XP_035743164.1	NP_001040480.1
OG0000382	XP_035731760.1, XP_035732432.1	XP_004926637.1
OG0000383	XP_035740378.1	XP_004924167.1
OG0000384	XP_035720776.1	XP_012546200.2, NP_001037020.1
OG0000385	XP_035729195.1, XP_035723456.1	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1
OG0000386	XP_035728038.1, XP_035728376.1, XP_035728377.1	XP_004922882.1
OG0000388	XP_035726517.1	NP_001037022.1
OG0000389	XP_035719223.1	XP_004932710.1, XP_021207907.1
OG0000390	XP_035738057.1	XP_021203616.1, XP_037877297.1, XP_037877296.1
OG0000391	XP_035733359.1	XP_037874402.1
OG0000392	XP_035742210.1	XP_037869586.1
OG0000394	XP_035735750.1, XP_035735752.1, XP_035735751.1	XP_037872446.1
OG0000395	XP_035722253.1, XP_035722857.1	XP_004925794.1
OG0000396	XP_035740626.1	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1
OG0000397	XP_035733757.1, XP_035733756.1	XP_012547260.2, XP_004927925.2
OG0000398	XP_035727861.1, XP_035727863.1, XP_035727862.1	XP_012549270.1
OG0000399	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1	XP_037869246.1
OG0000401	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1	XP_012553127.1
OG0000403	XP_035718489.1	XP_037866587.1, XP_037866592.1
OG0000405	XP_035740586.1, XP_035740585.1	NP_001040392.1
OG0000405	XP_035729013.1, XP_035729012.1	XP_037873435.1
OG0000406	XP_035732984.1	XP_004929643.2
OG0000406	XP_035732985.1	XP_004925045.1
OG0000408	XP_035722401.1	XP_004932927.1
OG0000408	XP_035737799.1	XP_004931561.1
OG0000409	XP_035723932.1	XP_004924677.1
OG0000410	XP_035724504.1	XP_012553301.2
OG0000411	XP_035728085.1	XP_004923311.1
OG0000411	XP_035736358.1	XP_004933193.1
OG0000412	XP_035731605.1	XP_012550723.1
OG0000413	XP_035737679.1	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1
OG0000414	XP_035741012.1, XP_035741013.1, XP_035741014.1	XP_021206944.1
OG0000414	XP_035740991.1, XP_035740990.1	XP_004926609.1
OG0000415	XP_035739802.1	XP_004923559.1
OG0000416	XP_035742854.1	XP_037868006.1
OG0000417	XP_035731664.1, XP_035731666.1	XP_021207012.2
OG0000417	XP_035736212.1	XP_004922341.3, XP_004922254.1
OG0000419	XP_035736016.1	XP_004921625.1
OG0000420	XP_035737714.1	XP_037875242.1
OG0000420	XP_035737727.1, XP_035737728.1, XP_035737726.1, XP_035737725.1	XP_004929927.1
OG0000421	XP_035725314.1	XP_037871236.1
OG0000423	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1	XP_004922982.1
OG0000424	XP_035721878.1	XP_012543994.1
OG0000425	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1	XP_004931496.2
OG0000426	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1	XP_004926893.2, XP_037872271.1
OG0000427	XP_035736616.1	XP_004921827.1
OG0000428	XP_035728302.1, XP_035728301.1, XP_035728303.1	NP_001127722.1, XP_021206900.2
OG0000428	XP_035731002.1, XP_035731003.1	NP_001127749.1, NP_001127748.1
OG0000429	XP_035720359.1	XP_004921819.1
OG0000430	XP_035742034.1	XP_004931599.1
OG0000431	XP_035719249.1	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2
OG0000432	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1	XP_004927792.1
OG0000433	XP_035740897.1	XP_004927325.1
OG0000434	XP_035724577.1, XP_035724578.1, XP_035724580.1	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1
OG0000436	XP_035726509.1	XP_012544653.1, NP_001157382.1
OG0000436	XP_035717431.1	XP_037874773.1
OG0000437	XP_035719769.1	XP_004925471.1, XP_037875367.1
OG0000438	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1, XP_035732528.1	XP_021209231.1
OG0000439	XP_035726037.1	XP_004922987.1
OG0000442	XP_035728022.1	XP_012552268.1, XP_037869304.1, XP_037869303.1
OG0000443	XP_035724536.1	NP_001243917.1, XP_037875534.1
OG0000444	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1	NP_001296486.1
OG0000445	XP_035739638.1	XP_037877659.1, NP_001103810.2
OG0000445	XP_035739639.1	XP_037866540.1
OG0000446	XP_035725068.1, XP_035725067.1	XP_021205750.2
OG0000447	XP_035727077.1, XP_035727079.1, XP_035727078.1	XP_037869965.1, XP_037870004.1
OG0000448	XP_035732885.1, XP_035732883.1	XP_004928171.1
OG0000449	XP_035730911.1, XP_035730912.1	XP_004927641.1, XP_004927639.1, XP_004927640.1
OG0000450	XP_035719304.1, XP_035719299.1	XP_004924638.1, XP_012544520.1
OG0000451	XP_035732335.1, XP_035732337.1, XP_035732336.1	XP_021207060.1
OG0000452	XP_035731135.1	XP_004923659.2, XP_012553421.2
OG0000452	XP_035721082.1	XP_004923139.1
OG0000453	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1	NP_001171330.1, XP_012551816.1
OG0000454	XP_035726887.1	XP_012543973.2, XP_037875666.1
OG0000455	XP_035730560.1	NP_001266428.1, XP_021206172.1
OG0000456	XP_035733682.1, XP_035733683.1, XP_035733681.1	XP_004934093.4
OG0000457	XP_035727490.1	NP_001127746.1, NP_001127724.1, XP_037874602.1
OG0000458	XP_035737420.1, XP_035737421.1	NP_001037412.2, XP_012552878.1
OG0000459	XP_035743475.1	XP_004930201.1
OG0000460	XP_035737627.1	XP_004929869.1
OG0000460	XP_035737628.1	XP_004929870.2
OG0000461	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1	XP_012545235.1
OG0000462	XP_035718532.1, XP_035718530.1	XP_012545975.1
OG0000463	XP_035726149.1	XP_021202662.2, XP_012544580.2, XP_004924386.1
OG0000464	XP_035717973.1	XP_012544414.3
OG0000465	XP_035734799.1	XP_004925185.1
OG0000466	XP_035729251.1, XP_035729250.1	XP_037870170.1, NP_001139705.1
OG0000468	XP_035731830.1	XP_037876797.1
OG0000469	XP_035732317.1, XP_035732334.1, XP_035732325.1, XP_035732342.1	XP_037870187.1, NP_001296505.1
OG0000470	XP_035721093.1	XP_004929360.1
OG0000471	XP_035725522.1, XP_035725520.1, XP_035725523.1	XP_012544171.1, NP_001037117.1
OG0000475	XP_035740702.1, XP_035740696.1	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1
OG0000476	XP_035723663.1	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1
OG0000477	XP_035717171.1	NP_001036999.1
OG0000478	XP_035720224.1	XP_004931958.1
OG0000479	XP_035739832.1, XP_035739831.1, XP_035739834.1, XP_035739833.1, XP_035739836.1, XP_035739835.1, XP_035739837.1, XP_035739838.1	XP_037869129.1
OG0000482	XP_035736484.1	XP_037866530.1
OG0000483	XP_035728009.1	NP_001171913.1, XP_037872550.1
OG0000484	XP_035728728.1, XP_035728738.1, XP_035728765.1, XP_035728720.1, XP_035728714.1, XP_035728755.1, XP_035728746.1	XP_037876600.1
OG0000485	XP_035733703.1	NP_001040249.1
OG0000486	XP_035725763.1	XP_012552150.2
OG0000487	XP_035732753.1, XP_035732754.1	XP_012546459.2
OG0000488	XP_035723488.1	XP_004930709.1
OG0000489	XP_035733300.1	XP_004929626.1, XP_021205905.1, XP_004929625.1
OG0000490	XP_035725029.1	XP_004921592.1
OG0000492	XP_035717306.1, XP_035717307.1, XP_035717308.1, XP_035717310.1, XP_035717311.1, XP_035717314.1, XP_035717313.1, XP_035717312.1	XP_004932172.1, XP_012550996.1
OG0000493	XP_035731687.1, XP_035731684.1, XP_035731685.1, XP_035731688.1	XP_004924646.1
OG0000497	XP_035733287.1	XP_004925703.1
OG0000497	XP_035730688.1	XP_037877112.1
OG0000498	XP_035739325.1, XP_035739324.1, XP_035739323.1, XP_035739322.1	XP_012550720.2, NP_001037654.1
OG0000500	XP_035732148.1	XP_021205906.2
OG0000501	XP_035738238.1	NP_001036830.1
OG0000502	XP_035730532.1, XP_035730547.1	XP_004924879.2
OG0000503	XP_035741446.1, XP_035741429.1, XP_035741420.1, XP_035741455.1, XP_035741436.1, XP_035741410.1	XP_021206408.1, XP_004930385.1
OG0000504	XP_035734634.1, XP_035734633.1, XP_035734637.1	XP_012544699.1
OG0000505	XP_035735657.1, XP_035735659.1, XP_035735658.1	NP_001104821.1
OG0000507	XP_035720858.1	NP_001182380.2
OG0000508	XP_035729979.1	XP_021203282.2, XP_021203281.2, XP_021203279.2, XP_012545336.2, XP_012545333.2, XP_012545335.2, XP_004925605.2
OG0000509	XP_035735617.1	XP_021208434.1, NP_001166624.1, XP_037868439.1, XP_004924134.1, XP_021202331.1, XP_021202332.1, XP_021202333.1
OG0000510	XP_035735029.1, XP_035735030.1, XP_035735031.1, XP_035735033.1	XP_012550404.1, XP_004931507.1
OG0000512	XP_035742351.1	XP_037867720.1, XP_037867724.1
OG0000513	XP_035733054.1	XP_037874403.1
OG0000516	XP_035717475.1, XP_035717476.1, XP_035717481.1, XP_035717479.1, XP_035717478.1, XP_035717477.1	NP_001036973.1
OG0000517	XP_035736870.1, XP_035737658.1	XP_004928520.1, XP_004928521.1
OG0000518	XP_035735694.1, XP_035735695.1, XP_035735697.1, XP_035735693.1	XP_004927862.1
OG0000519	XP_035727636.1	XP_004931542.1, XP_004931541.1, XP_004931540.1
OG0000520	XP_035739352.1	XP_004927331.1
OG0000520	XP_035739298.1	XP_012551530.1
OG0000522	XP_035727954.1	NP_001037422.1, XP_012545566.1
OG0000523	XP_035729921.1, XP_035729923.1	XP_037877469.1, XP_037871113.1, XP_037871123.1, XP_037871130.1, XP_037877529.1
OG0000524	XP_035739430.1, XP_035739432.1	XP_004929730.1, XP_004929729.1, XP_037874478.1, XP_037874477.1, XP_004929731.1, XP_021204539.2, XP_037875512.1, XP_012547183.1
OG0000525	XP_035727500.1, XP_035727501.1	NP_001136442.1
OG0000526	XP_035726113.1	XP_037872072.1, XP_021205154.1
OG0000526	XP_035743575.1	XP_004922181.1
OG0000527	XP_035719402.1, XP_035719404.1, XP_035719403.1	XP_037868305.1, XP_021201942.1
OG0000528	XP_035721376.1, XP_035721377.1	NP_001157373.1
OG0000529	XP_035738926.1, XP_035738927.1, XP_035738928.1, XP_035741199.1	NP_001091831.1, XP_021207529.1
OG0000530	XP_035720714.1	NP_001037293.1
OG0000530	XP_035720729.1	NP_001040165.1
OG0000531	XP_035743490.1	XP_037868189.1, XP_037868190.1, XP_021207607.2
OG0000533	XP_035740461.1, XP_035740459.1, XP_035740460.1, XP_035740458.1, XP_035740457.1, XP_035740456.1	XP_021203586.1
OG0000536	XP_035725863.1	XP_021204081.2
OG0000537	XP_035732842.1, XP_035732832.1	XP_012549334.2
OG0000538	XP_035742291.1	XP_012544334.2
OG0000539	XP_035740329.1	XP_037870990.1
