Orthogroup	Vespa_mandarinia	Acyrthosiphon_pisum
OG0000243	XP_035719823.1, XP_035719832.1	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1
OG0000244	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1
OG0000245	XP_035726439.1	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1
OG0000246	XP_035739647.1	XP_001950555.2
OG0000246	XP_035722551.1, XP_035722552.1, XP_035722553.1	XP_001950143.1
OG0000247	XP_035731997.1, XP_035732193.1	XP_029344228.1, XP_029345461.1, XP_008184353.2
OG0000248	XP_035739829.1	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1
OG0000249	XP_035744085.1, XP_035717767.1	XP_016665112.1
OG0000251	XP_035723813.1	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1
OG0000252	XP_035720532.1, XP_035720531.1	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2
OG0000253	XP_035742337.1, XP_035742338.1	NP_001280380.1
OG0000254	XP_035718876.1	XP_029344545.1, XP_016656660.1
OG0000254	XP_035732648.1	XP_001944239.2, XP_003240062.1, XP_008180377.1
OG0000255	XP_035728438.1, XP_035728437.1, XP_035728436.1	XP_003244428.2
OG0000255	XP_035737965.1	XP_003246526.1, XP_001947928.2, XP_003242730.1
OG0000256	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1	XP_001951894.2, XP_029341156.1
OG0000257	XP_035740806.1, XP_035740850.1	XP_003246666.1
OG0000257	XP_035740701.1	XP_003248173.1
OG0000260	XP_035730089.1	XP_001950434.1
OG0000260	XP_035739763.1	XP_001947010.1
OG0000263	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1	NP_001155556.1, XP_008180933.1
OG0000264	XP_035735842.1	NP_001156153.1
OG0000264	XP_035728468.1	NP_001156243.1
OG0000266	XP_035743679.1	XP_003240676.1, XP_001948034.1
OG0000266	XP_035727916.1	XP_008186329.1, NP_001280475.1
OG0000268	XP_035724329.1	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1
OG0000269	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1	XP_001943745.1
OG0000270	XP_035721119.1	XP_029345241.1, XP_001948521.2
OG0000270	XP_035736463.1	XP_029346495.1, XP_001944827.2
OG0000271	XP_035725070.1, XP_035725069.1	XP_008186229.1
OG0000272	XP_035738837.1	XP_016665096.1, XP_016665095.1
OG0000272	XP_035729176.1	XP_029346328.1, XP_016662315.1
OG0000273	XP_035734287.1, XP_035734277.1	XP_016664122.1
OG0000274	XP_035728684.1	XP_029346856.1
OG0000275	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1	XP_008179793.1, NP_001156725.1
OG0000276	XP_035719572.1, XP_035719570.1	XP_001946172.1
OG0000277	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1	XP_001946581.1
OG0000278	XP_035742183.1, XP_035742182.1	XP_008186457.1, XP_029342789.1, XP_001947217.2
OG0000281	XP_035720653.1, XP_035720658.1	XP_008179649.2
OG0000282	XP_035742493.1, XP_035731240.1, XP_035731241.1	XP_029341668.1, XP_008181184.1, XP_008180525.1, XP_029346210.1, XP_008188541.1, XP_008181183.1, XP_008189763.1, XP_029348064.1, XP_008189097.2, XP_008189995.1, XP_008183257.1, XP_008189828.1, XP_008180523.1, XP_008179688.1, XP_008187535.1, XP_008179985.1, XP_008181149.1, XP_008181874.1, XP_008189593.1, XP_008190117.1, XP_016655811.1, XP_029342222.1, XP_008185160.1, XP_029340959.1, XP_029348443.1, XP_016656268.1, XP_029341961.1, XP_029341963.1, XP_008186830.1, XP_029348686.1, XP_008186362.2, XP_008188690.1, XP_008182469.1, XP_029347808.1
OG0000284	XP_035725371.1	NP_001155502.1
OG0000284	XP_035736377.1	NP_001165432.1
OG0000285	XP_035725457.1, XP_035725458.1, XP_035725456.1	NP_001155560.1, XP_008179924.1
OG0000286	XP_035731751.1, XP_035731750.1, XP_035731752.1	XP_016661131.1, NP_001280318.1
OG0000287	XP_035740381.1	NP_001313583.1
OG0000288	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1	XP_003245506.1
OG0000288	XP_035727964.1	XP_001942634.2
OG0000289	XP_035736843.1, XP_035736844.1, XP_035736845.1	XP_003246644.1, XP_029343790.1, XP_001943261.1
OG0000290	XP_035742649.1	XP_008185669.1, XP_001947171.2, XP_016662037.1
OG0000291	XP_035728615.1	XP_003240981.1, XP_001950806.2
OG0000291	XP_035742447.1, XP_035742448.1	XP_001950838.2
OG0000292	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1	XP_029346347.1
OG0000295	XP_035724522.1, XP_035724503.1, XP_035724513.1	NP_001155488.1
OG0000296	XP_035742884.1, XP_035742883.1, XP_035742885.1	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1
OG0000297	XP_035732677.1	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1
OG0000298	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1	NP_001232973.1, XP_008186594.1
OG0000299	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1	XP_029346685.1, XP_016660445.1, XP_001943308.1
OG0000300	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1	XP_001944983.2
OG0000301	XP_035741425.1	XP_001944205.2
OG0000301	XP_035725195.1	XP_008181889.1
OG0000302	XP_035736733.1	XP_001944852.2
OG0000303	XP_035738398.1, XP_035743560.1, XP_035732718.1	XP_029342096.1, XP_001948339.2, XP_029341254.1
OG0000304	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1	XP_001949605.1
OG0000305	XP_035725285.1, XP_035729831.1	XP_001950929.2, XP_029344333.1
OG0000306	XP_035737223.1, XP_035737207.1, XP_035737199.1	XP_003245388.1, XP_016660941.1
OG0000307	XP_035721440.1, XP_035721443.1, XP_035721442.1	XP_008185684.1, XP_008185680.1
OG0000311	XP_035743868.1, XP_035743867.1	NP_001119633.3, XP_001950423.2
OG0000312	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1	NP_001155477.1
OG0000313	XP_035740443.1	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1
OG0000315	XP_035727385.1	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1
OG0000316	XP_035740432.1	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1
OG0000316	XP_035729094.1, XP_035729092.1	XP_001946148.2
OG0000317	XP_035740159.1	XP_001943954.1
OG0000318	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1	XP_001946391.1, XP_029347084.1
OG0000319	XP_035727711.1, XP_035727714.1, XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1	XP_029345590.1, XP_001945303.1
OG0000320	XP_035723044.1	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1
OG0000321	XP_035718651.1, XP_035718650.1	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1
OG0000322	XP_035732799.1	XP_003244377.1
OG0000322	XP_035736008.1, XP_035735999.1	XP_003241550.1
OG0000323	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1	XP_008186397.1
OG0000324	XP_035728721.1, XP_035728715.1, XP_035724087.1	XP_008186869.1
OG0000325	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1	XP_008187895.1
OG0000326	XP_035730290.1	XP_029343584.1
OG0000327	XP_035729496.1	XP_029344255.1, XP_029344257.1, XP_029344259.1
OG0000332	XP_035734091.1, XP_035734090.1, XP_035734092.1	NP_001156093.1
OG0000333	XP_035719269.1, XP_035743594.1	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1
OG0000334	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1	NP_001233012.1
OG0000335	XP_035723458.1, XP_035731643.1, XP_035731642.1	NP_001280436.1
OG0000336	XP_035742767.1, XP_035742772.1, XP_035742759.1, XP_035739272.1	XP_001944889.1
OG0000337	XP_035723409.1	XP_001945953.2
OG0000338	XP_035737384.1, XP_035739250.1	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1
OG0000339	XP_035724022.1	XP_001951491.1
OG0000339	XP_035718121.1, XP_035718122.1	XP_001952053.1, XP_008184766.1
OG0000340	XP_035721594.1	XP_029347555.1
OG0000340	XP_035725472.1, XP_035725471.1	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2
OG0000341	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1	XP_016658787.1, XP_016658761.1, XP_003240047.1
OG0000342	XP_035718354.1	XP_003244576.2
OG0000342	XP_035719318.1	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1
OG0000343	XP_035743980.1	XP_008181491.1
OG0000344	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1	XP_008180648.1
OG0000345	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1	XP_008183479.1
OG0000347	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1	XP_016658988.1
OG0000349	XP_035729444.1	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1
OG0000350	XP_035737131.1, XP_035737130.1	XP_029346452.1
OG0000356	XP_035740320.1	XP_008181612.1, NP_001153533.1
OG0000357	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1	XP_008179483.1, NP_001153852.1
OG0000358	XP_035727372.1, XP_035727374.1, XP_035727373.1	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1
OG0000360	XP_035717699.1	XP_029344378.1, XP_001943379.1
OG0000361	XP_035728053.1	XP_016662090.1, XP_001944543.2
OG0000362	XP_035733777.1	XP_001945004.2
OG0000362	XP_035733776.1	XP_016659074.1, XP_001944949.2
OG0000363	XP_035717943.1	XP_001949637.1, XP_001947106.2
OG0000364	XP_035724830.1, XP_035724831.1	XP_001949061.2
OG0000365	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1	XP_003241353.1
OG0000367	XP_035730042.1, XP_035730043.1	XP_029341559.1
OG0000368	XP_035725196.1, XP_035725421.1	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1
OG0000369	XP_035736257.1, XP_035735619.1	XP_001943004.2, XP_001943611.1
OG0000370	XP_035723563.1	XP_016664382.1
OG0000370	XP_035723707.1	XP_001945107.1
OG0000371	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1	XP_001948534.2
OG0000372	XP_035726735.1, XP_035733921.1	XP_003242425.1
OG0000375	XP_035733331.1	XP_008182314.2
OG0000377	XP_035744081.1, XP_035738841.1	XP_008189819.1
OG0000378	XP_035732227.1, XP_035732224.1, XP_035720515.1	XP_029342427.1
OG0000379	XP_035730189.1, XP_035730188.1, XP_035730187.1	XP_029344225.1, XP_029344226.1, XP_029344227.1
OG0000381	XP_035739680.1	XP_001944422.1
OG0000381	XP_035743164.1	XP_001945902.2
OG0000382	XP_035731760.1, XP_035732432.1	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1
OG0000383	XP_035740378.1	XP_001946138.2
OG0000384	XP_035720776.1	XP_001948311.2, XP_029346600.1
OG0000385	XP_035729195.1, XP_035723456.1	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1
OG0000386	XP_035728038.1, XP_035728376.1, XP_035728377.1	XP_001949230.2, XP_029342856.1, XP_029342854.1
OG0000387	XP_035736603.1	XP_001949903.1, XP_029342415.1
OG0000388	XP_035726517.1	XP_001950440.1
OG0000389	XP_035719223.1	XP_001950486.2, XP_008182516.1
OG0000390	XP_035738057.1	XP_008187641.1, XP_008187645.1
OG0000391	XP_035733359.1	XP_003244758.1
OG0000392	XP_035742210.1	XP_008178670.1
OG0000394	XP_035735750.1, XP_035735752.1, XP_035735751.1	XP_029342189.1, XP_008185056.1
OG0000395	XP_035722253.1, XP_035722857.1	XP_029345118.1, XP_029345120.1, XP_029345119.1, XP_008185423.1
OG0000396	XP_035740626.1	XP_029343296.1, XP_008187965.1
OG0000397	XP_035733757.1, XP_035733756.1	XP_016658097.1
OG0000398	XP_035727861.1, XP_035727863.1, XP_035727862.1	XP_016658330.1, XP_016662388.1
OG0000399	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1	XP_029343899.1, XP_029343897.1
OG0000405	XP_035740586.1, XP_035740585.1, XP_035729013.1, XP_035729012.1	NP_001155436.1
OG0000406	XP_035732984.1	NP_001233090.1
OG0000406	XP_035732985.1	XP_001948752.2, NP_001155579.1
OG0000407	XP_035743386.1, XP_035743388.1, XP_035743390.1, XP_035743383.1, XP_035743384.1	NP_001155820.1
OG0000408	XP_035722401.1	XP_008181014.1
OG0000408	XP_035737799.1	NP_001156125.1
OG0000409	XP_035723932.1	NP_001233114.1
OG0000410	XP_035724504.1	XP_001942763.2
OG0000410	XP_035724339.1	XP_029342080.1
OG0000411	XP_035728085.1	XP_001950696.1
OG0000411	XP_035736358.1	XP_001943590.2
OG0000412	XP_035731605.1	XP_001943813.2
OG0000413	XP_035737679.1	XP_001943927.1
OG0000414	XP_035741012.1, XP_035741013.1, XP_035741014.1, XP_035740991.1, XP_035740990.1	XP_008183039.1, XP_029342242.1, XP_029344409.1, XP_001944439.1
OG0000415	XP_035739802.1	XP_001946323.1, XP_008186249.2
OG0000416	XP_035742854.1	XP_001946589.2
OG0000417	XP_035731664.1, XP_035731666.1	XP_029342090.1, XP_029346635.1
OG0000417	XP_035736212.1	XP_008183804.1, XP_001948381.2
OG0000419	XP_035736016.1	XP_001949820.1, XP_008182810.1
OG0000420	XP_035737714.1, XP_035737727.1, XP_035737728.1, XP_035737726.1, XP_035737725.1	XP_001951592.1
OG0000421	XP_035725314.1	XP_001952351.1
OG0000423	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1	XP_003244943.1
OG0000424	XP_035721875.1	XP_008178833.1
OG0000424	XP_035721878.1	XP_008178836.1
OG0000425	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1	XP_008182785.1
OG0000426	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1	XP_008184733.1
OG0000427	XP_035736616.1	XP_016658325.1
OG0000428	XP_035728302.1, XP_035728301.1, XP_035728303.1	XP_029347163.1, XP_008188845.1
OG0000428	XP_035731002.1, XP_035731003.1	XP_029346680.1
OG0000429	XP_035720359.1	XP_029341827.1
OG0000436	XP_035726509.1	NP_001156218.1, XP_008190188.1
OG0000436	XP_035717431.1	XP_008178871.1
OG0000437	XP_035719769.1	NP_001233035.1, XP_008185851.1
OG0000438	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1, XP_035732528.1	XP_029340966.1, NP_001280392.1
OG0000439	XP_035726037.1	XP_001942570.1, XP_016657731.1
OG0000440	XP_035734048.1	XP_001942580.2, XP_016659788.1
OG0000441	XP_035743138.1	XP_001942661.1, XP_029346655.1
OG0000442	XP_035728022.1	XP_001942867.2
OG0000443	XP_035724536.1	XP_029341360.1, XP_029341358.1, XP_016659770.1, XP_016659771.1, XP_029347456.1, XP_029347416.1, XP_016661199.1, XP_001947561.2, XP_008183316.1, XP_029341187.1, XP_001944412.2, XP_029341376.1, XP_003248512.2, XP_001948997.1, XP_029347418.1
OG0000444	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1	XP_001944680.1
OG0000445	XP_035739638.1	XP_001947747.2
OG0000445	XP_035739639.1	XP_001951336.2, XP_008188005.2
OG0000446	XP_035725068.1, XP_035725067.1	XP_001948595.1
OG0000447	XP_035727077.1, XP_035727079.1, XP_035727078.1	XP_001948711.2, XP_008180133.1
OG0000448	XP_035732885.1, XP_035732883.1	XP_008182788.1, XP_003244318.1, XP_001949326.1, XP_029343895.1
OG0000449	XP_035730911.1, XP_035730912.1	XP_016657987.1, XP_001950351.1
OG0000450	XP_035719304.1, XP_035719299.1	XP_029346527.1, XP_001951822.2
OG0000451	XP_035732335.1, XP_035732337.1, XP_035732336.1	XP_001952700.2
OG0000452	XP_035731135.1	XP_008180644.1, XP_008180645.1, XP_008180643.1
OG0000452	XP_035721082.1	XP_003240691.1
OG0000453	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1	XP_003243118.1
OG0000454	XP_035726887.1	XP_003243419.1, XP_008181420.1, XP_008181421.1
OG0000455	XP_035730560.1	XP_016659034.1, XP_003243797.2, XP_008181948.1
OG0000456	XP_035733682.1, XP_035733683.1, XP_035733681.1	XP_003244188.1, XP_016655925.1
OG0000457	XP_035727490.1	XP_008183896.1, XP_016660552.1, XP_029343084.1, XP_008183895.1, XP_008183894.1, XP_016660551.1, XP_003245097.1
OG0000458	XP_035737420.1, XP_035737421.1	XP_003247036.2
OG0000459	XP_035743475.1	XP_008178719.1
OG0000460	XP_035737627.1, XP_035737628.1	XP_008180950.1
OG0000461	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1	XP_008187909.2
OG0000462	XP_035718532.1, XP_035718530.1	XP_008188422.1
OG0000463	XP_035726149.1, XP_035726140.1	XP_016655975.1
OG0000464	XP_035738986.1, XP_035717973.1	XP_016659460.1
OG0000465	XP_035734799.1	XP_016661611.1
OG0000466	XP_035729251.1, XP_035729250.1	XP_016664343.1
OG0000467	XP_035719734.1, XP_035719732.1, XP_035719733.1, XP_035719731.1	XP_029341946.1
OG0000468	XP_035731830.1	XP_029343179.1
OG0000475	XP_035740702.1, XP_035740696.1	NP_001155500.1, XP_008186946.1, XP_008185283.1, XP_001947882.2, NP_001161422.1, XP_001949401.4
OG0000476	XP_035723663.1	XP_001943729.1, XP_016663095.1, NP_001156251.1, XP_003244299.1, XP_016658235.2
OG0000477	XP_035734311.1, XP_035717171.1	NP_001280361.1, XP_008187021.1
OG0000478	XP_035720224.1	NP_001280419.1
OG0000479	XP_035739832.1, XP_035739831.1, XP_035739834.1, XP_035739833.1, XP_035739836.1, XP_035739835.1, XP_035739837.1, XP_035739838.1	XP_001942569.2, XP_003248982.3
OG0000480	XP_035739092.1	XP_001942787.2, XP_016662919.1, XP_008186707.1, XP_029344591.1
OG0000482	XP_035736484.1	XP_001943945.2
OG0000483	XP_035728009.1	XP_001946449.1, XP_001944207.1
OG0000484	XP_035728728.1, XP_035728738.1, XP_035728765.1, XP_035728720.1, XP_035728714.1, XP_035728755.1, XP_035728746.1	XP_001944913.2, XP_001949051.2, XP_029345896.1
OG0000485	XP_035733703.1	XP_016659832.1, XP_001946395.2
OG0000486	XP_035725763.1	XP_001946484.1
OG0000487	XP_035732753.1, XP_035732754.1	XP_001946657.4
OG0000488	XP_035723488.1	XP_016661074.1, XP_016657699.1, XP_001947034.1, XP_016657697.1, XP_029345349.1, XP_016656731.1
OG0000489	XP_035733300.1	XP_001948090.1
OG0000490	XP_035725029.1	XP_001948446.1
OG0000492	XP_035717306.1, XP_035717307.1, XP_035717308.1, XP_035717310.1, XP_035717311.1, XP_035717314.1, XP_035717313.1, XP_035717312.1	XP_001949862.1, XP_003243665.1, XP_029346769.1
OG0000493	XP_035731687.1, XP_035731684.1, XP_035731685.1, XP_035731688.1	XP_001950924.1
OG0000495	XP_035725338.1	XP_001951377.2, XP_016661330.1, XP_029348624.1
OG0000496	XP_035736171.1	XP_001952719.2
OG0000497	XP_035733287.1	XP_003242591.1
OG0000497	XP_035730688.1	XP_003244296.1
OG0000498	XP_035739325.1, XP_035739324.1, XP_035739323.1, XP_035739322.1	XP_016659293.1, XP_003247153.1
OG0000500	XP_035732148.1	XP_008178689.1
OG0000500	XP_035732174.1	XP_016656435.1
OG0000501	XP_035738238.1	XP_008183546.1
OG0000502	XP_035730532.1, XP_035730547.1	XP_008183726.1
OG0000503	XP_035741446.1, XP_035741429.1, XP_035741420.1, XP_035741455.1, XP_035741436.1, XP_035741410.1	XP_008186252.1
OG0000504	XP_035734634.1, XP_035734633.1, XP_035734637.1	XP_008187060.2
OG0000505	XP_035735709.1, XP_035735657.1, XP_035735659.1, XP_035735658.1	XP_016660620.1
OG0000516	XP_035717475.1, XP_035717476.1, XP_035717481.1, XP_035717479.1, XP_035717478.1, XP_035717477.1	NP_001155401.1
OG0000517	XP_035736870.1, XP_035737658.1	XP_008181724.1, NP_001156105.1, NP_001155509.1, XP_008189433.2, XP_001943189.2, XP_003241190.1
OG0000518	XP_035735694.1, XP_035735695.1, XP_035735697.1, XP_035735693.1	XP_008184004.1, NP_001155635.1
OG0000519	XP_035727636.1	NP_001156110.1
OG0000520	XP_035739352.1	NP_001156168.1
OG0000520	XP_035739298.1	XP_001944755.4
OG0000522	XP_035727954.1	XP_001942648.2, XP_016656931.1, XP_029343768.1, XP_029343766.1, XP_029343765.1, XP_001942700.2
OG0000523	XP_035729921.1, XP_035729923.1	XP_001943221.2, XP_029348269.1, XP_029346547.1
