Orthogroup	Vespa_mandarinia	Drosophila_melanogaster
OG0000319	XP_035727711.1, XP_035727714.1, XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1	NP_523751.2
OG0000320	XP_035723044.1	NP_001285825.1, NP_476734.1
OG0000321	XP_035718651.1, XP_035718650.1	NP_523551.1
OG0000322	XP_035732799.1	NP_996040.1
OG0000322	XP_035736008.1, XP_035735999.1	NP_649068.1
OG0000323	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1	NP_524359.2
OG0000324	XP_035724087.1	NP_001189070.1
OG0000326	XP_035730290.1	NP_001246635.1
OG0000327	XP_035729496.1	NP_001246651.1
OG0000330	XP_035734130.1, XP_035719014.1, XP_035719494.1	NP_523672.1
OG0000331	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1	NP_572986.1, NP_001285254.1, NP_001285253.1
OG0000332	XP_035734091.1, XP_035734090.1, XP_035734092.1	NP_651838.1
OG0000333	XP_035719269.1, XP_035743594.1	NP_731787.1, NP_650273.2, NP_650274.2
OG0000334	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1
OG0000335	XP_035723458.1	NP_649526.2
OG0000335	XP_035731643.1, XP_035731642.1	NP_608439.2, NP_001285956.1
OG0000336	XP_035742767.1, XP_035742772.1, XP_035742759.1, XP_035739272.1	NP_001286141.1
OG0000337	XP_035723409.1	NP_001097630.2
OG0000338	XP_035737384.1	NP_001303553.1, NP_728030.2
OG0000338	XP_035739250.1	NP_001245442.1, NP_001285408.1
OG0000339	XP_035724022.1	NP_649788.2
OG0000339	XP_035718121.1, XP_035718122.1	NP_001245907.1
OG0000340	XP_035725472.1, XP_035725471.1	NP_726025.1, NP_611123.2
OG0000341	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1	NP_001284896.1
OG0000342	XP_035718354.1	NP_649266.1
OG0000344	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1	NP_001246528.1
OG0000345	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1	NP_610946.1
OG0000347	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1
OG0000349	XP_035729444.1	NP_650967.2
OG0000350	XP_035737131.1, XP_035737130.1	NP_726992.2
OG0000351	XP_035718015.1, XP_035718022.1, XP_035718032.1, XP_035726210.1	NP_001286398.1
OG0000352	XP_035737721.1	NP_001259266.1
OG0000356	XP_035740320.1	NP_001163468.1, NP_728338.2
OG0000357	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1	NP_001137674.2
OG0000358	XP_035727372.1, XP_035727374.1, XP_035727373.1	NP_001286927.1
OG0000360	XP_035717699.1	NP_001246235.1
OG0000361	XP_035728053.1	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2
OG0000362	XP_035733777.1	NP_647710.1
OG0000362	XP_035733776.1	NP_523888.1
OG0000363	XP_035717943.1	NP_651519.1, NP_610707.2, NP_651999.1
OG0000364	XP_035724830.1, XP_035724831.1	NP_001245832.1, NP_523936.2, NP_572633.1
OG0000365	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1	NP_729619.1
OG0000367	XP_035730042.1, XP_035730043.1	NP_001286000.1
OG0000368	XP_035725196.1	NP_001260509.1
OG0000368	XP_035725421.1	NP_001285984.1
OG0000369	XP_035736257.1, XP_035735619.1	NP_649024.1
OG0000370	XP_035723563.1	NP_648711.1
OG0000370	XP_035723707.1	NP_001356925.1
OG0000372	XP_035726735.1, XP_035733921.1	NP_788925.2, NP_728118.2
OG0000375	XP_035733331.1	NP_001262227.1
OG0000377	XP_035738841.1	NP_476977.1
OG0000378	XP_035720515.1	NP_996298.1
OG0000379	XP_035730189.1, XP_035730188.1, XP_035730187.1	NP_001162668.2
OG0000380	XP_035726693.1, XP_035726692.1, XP_035726694.1	NP_524672.1
OG0000381	XP_035739680.1	NP_727418.1
OG0000381	XP_035743164.1	NP_001262919.1, NP_524921.1, NP_524937.1
OG0000382	XP_035731760.1, XP_035732432.1	NP_001259313.1, NP_610213.1
OG0000383	XP_035740378.1	NP_001163142.1
OG0000384	XP_035720776.1	NP_001189151.1
OG0000385	XP_035729195.1, XP_035723456.1	NP_611305.1
OG0000386	XP_035728038.1, XP_035728376.1, XP_035728377.1	NP_001259349.1
OG0000387	XP_035736603.1	NP_608955.1
OG0000388	XP_035726517.1	NP_001285744.1
OG0000389	XP_035719223.1	NP_651184.1
OG0000390	XP_035738057.1	NP_001036599.1
OG0000394	XP_035735750.1, XP_035735752.1, XP_035735751.1	NP_001285181.1, NP_569887.1, NP_001259118.1
OG0000395	XP_035722253.1, XP_035722857.1	NP_001262738.1
OG0000396	XP_035740626.1	NP_609571.1, NP_572912.1, NP_001285222.1
OG0000397	XP_035733757.1, XP_035733756.1	NP_649233.2
OG0000398	XP_035727861.1, XP_035727863.1, XP_035727862.1	NP_611475.3
OG0000399	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1	NP_001285311.1
OG0000400	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1	NP_001259479.1
OG0000401	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1	NP_651350.2
OG0000403	XP_035718489.1	NP_723263.2
OG0000405	XP_035740586.1, XP_035740585.1	NP_609402.1
OG0000405	XP_035729013.1, XP_035729012.1	NP_723611.1
OG0000406	XP_035732984.1	NP_650571.2
OG0000406	XP_035732985.1	NP_649888.1
OG0000407	XP_035743386.1, XP_035743388.1, XP_035743390.1, XP_035743383.1, XP_035743384.1	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1
OG0000408	XP_035722401.1	NP_001097137.1
OG0000408	XP_035737799.1	NP_001261876.1
OG0000409	XP_035723932.1	NP_001247003.1
OG0000411	XP_035728085.1	NP_730248.2
OG0000411	XP_035736358.1	NP_570017.1
OG0000412	XP_035731605.1	NP_001246627.1
OG0000413	XP_035737679.1	NP_523375.2
OG0000415	XP_035739802.1	NP_733403.1
OG0000416	XP_035742854.1	NP_995952.1, NP_476818.1
OG0000417	XP_035731664.1, XP_035731666.1	NP_001097759.1
OG0000417	XP_035736212.1	NP_001246053.1
OG0000419	XP_035736016.1	NP_001260362.1, NP_001285558.1
OG0000420	XP_035737714.1	NP_726324.3
OG0000420	XP_035737727.1, XP_035737728.1, XP_035737726.1, XP_035737725.1	NP_001245543.1
OG0000421	XP_035725314.1	NP_477105.2
OG0000423	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1	NP_651694.1
OG0000424	XP_035721878.1	NP_725192.2, NP_001036538.3, NP_001036539.1
OG0000425	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1	NP_647811.2
OG0000426	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1	NP_001163740.1
OG0000427	XP_035736616.1	NP_732572.1
OG0000428	XP_035728302.1, XP_035728301.1, XP_035728303.1	NP_001263092.1
OG0000428	XP_035731002.1, XP_035731003.1	NP_001097741.1
OG0000429	XP_035720359.1	NP_788728.1
OG0000430	XP_035742034.1	NP_001286094.1
OG0000431	XP_035719249.1	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1
OG0000432	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1	NP_001260310.1
OG0000434	XP_035724577.1, XP_035724578.1, XP_035724580.1	NP_001261100.1
OG0000436	XP_035726509.1	NP_001246364.1
OG0000436	XP_035717431.1	NP_651178.1
OG0000437	XP_035719769.1	NP_001287127.1
OG0000438	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1, XP_035732528.1	NP_650405.2
OG0000439	XP_035726037.1	NP_647622.1, NP_001261264.1
OG0000440	XP_035734048.1	NP_651672.1
OG0000441	XP_035743138.1	NP_001162891.1
OG0000442	XP_035728022.1	NP_001259518.1
OG0000443	XP_035724536.1	NP_001260942.1, NP_610331.1
OG0000444	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1	NP_609032.1
OG0000445	XP_035739638.1	NP_723044.1
OG0000445	XP_035739639.1	NP_001260071.1
OG0000446	XP_035725068.1, XP_035725067.1	NP_001263109.1
OG0000447	XP_035727077.1, XP_035727079.1, XP_035727078.1	NP_727696.2
OG0000448	XP_035732885.1, XP_035732883.1	NP_651721.1
OG0000449	XP_035730911.1, XP_035730912.1	NP_001246778.1, NP_001246777.1
OG0000451	XP_035732335.1, XP_035732337.1, XP_035732336.1	NP_609750.1, NP_730966.1
OG0000452	XP_035731135.1	NP_001260946.1
OG0000452	XP_035721082.1	NP_001286988.1
OG0000453	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1	NP_001246225.1
OG0000454	XP_035726887.1	NP_610614.1
OG0000456	XP_035733682.1, XP_035733683.1, XP_035733681.1	NP_608737.1, NP_651434.3
OG0000457	XP_035727490.1	NP_001368957.1
OG0000458	XP_035737420.1, XP_035737421.1	NP_611606.1
OG0000459	XP_035743475.1	NP_001356963.1
OG0000460	XP_035737628.1	NP_001015261.3
OG0000461	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1	NP_001285280.1
OG0000462	XP_035718532.1, XP_035718530.1	NP_001261842.1
OG0000463	XP_035726149.1	NP_001245447.1, NP_001096965.1
OG0000464	XP_035717973.1	NP_651860.2, NP_733051.2
OG0000466	XP_035729251.1, XP_035729250.1	NP_609172.1
OG0000467	XP_035719734.1, XP_035719732.1, XP_035719733.1, XP_035719731.1	NP_001246713.1
OG0000468	XP_035731830.1	NP_001260343.1
OG0000469	XP_035732317.1, XP_035732334.1, XP_035732325.1, XP_035732342.1	NP_651781.1
OG0000470	XP_035721093.1	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2
OG0000471	XP_035725522.1, XP_035725520.1, XP_035725523.1	NP_001188992.1
OG0000472	XP_035738209.1, XP_035738208.1	NP_001285147.1
OG0000475	XP_035740702.1, XP_035740696.1	NP_609588.1
OG0000476	XP_035723663.1	NP_001285980.1
OG0000477	XP_035717171.1	NP_728869.1
OG0000478	XP_035720224.1	NP_001027127.1
OG0000479	XP_035739832.1, XP_035739831.1, XP_035739834.1, XP_035739833.1, XP_035739836.1, XP_035739835.1, XP_035739837.1, XP_035739838.1	NP_524809.2
OG0000480	XP_035739092.1	NP_001027106.1, NP_511050.1, NP_728924.2
OG0000482	XP_035736484.1	NP_001368949.1
OG0000483	XP_035728009.1	NP_610217.1, NP_611859.1
OG0000484	XP_035728728.1, XP_035728738.1, XP_035728765.1, XP_035728720.1, XP_035728714.1, XP_035728755.1, XP_035728746.1	NP_001163649.1
OG0000485	XP_035733703.1	NP_001286073.1, NP_001286071.1
OG0000486	XP_035725763.1	NP_611374.1
OG0000487	XP_035732753.1, XP_035732754.1	NP_651901.3
OG0000488	XP_035723488.1	NP_001286563.1
OG0000489	XP_035733300.1	NP_001284957.1
OG0000490	XP_035725029.1	NP_001287103.1
OG0000492	XP_035717306.1, XP_035717307.1, XP_035717308.1, XP_035717310.1, XP_035717311.1, XP_035717314.1, XP_035717313.1, XP_035717312.1	NP_001036362.1
OG0000493	XP_035731687.1, XP_035731684.1, XP_035731685.1, XP_035731688.1	NP_996214.1
OG0000495	XP_035725338.1	NP_612040.1
OG0000496	XP_035736171.1	NP_523937.2
OG0000497	XP_035733287.1	NP_001036687.1
OG0000497	XP_035730688.1	NP_001261016.1
OG0000498	XP_035739325.1, XP_035739324.1, XP_035739323.1, XP_035739322.1	NP_611046.2
OG0000500	XP_035732148.1	NP_001245427.1
OG0000501	XP_035738238.1	NP_001261207.1
OG0000502	XP_035730532.1	NP_610226.2
OG0000503	XP_035741446.1, XP_035741429.1, XP_035741420.1, XP_035741455.1, XP_035741436.1, XP_035741410.1	NP_001163291.1
OG0000504	XP_035734634.1, XP_035734633.1, XP_035734637.1	NP_477213.1, NP_609349.1
OG0000505	XP_035735657.1, XP_035735659.1, XP_035735658.1	NP_001285501.1
OG0000507	XP_035720858.1	NP_001033959.1, NP_001033839.1, NP_726308.1
OG0000508	XP_035729979.1	NP_001287331.1, NP_001188841.1
OG0000509	XP_035735617.1	NP_523768.1, NP_001286518.1, NP_477262.1
OG0000510	XP_035735029.1, XP_035735030.1, XP_035735031.1, XP_035735033.1	NP_001246792.1
OG0000513	XP_035733054.1	NP_610051.2
OG0000516	XP_035717475.1, XP_035717476.1, XP_035717481.1, XP_035717479.1, XP_035717478.1, XP_035717477.1	NP_476699.1
OG0000517	XP_035736870.1, XP_035737658.1	NP_732486.2
OG0000518	XP_035735694.1, XP_035735695.1, XP_035735697.1, XP_035735693.1	NP_001137633.1
OG0000519	XP_035727636.1	NP_648378.1
OG0000520	XP_035739352.1	NP_609115.1
OG0000520	XP_035739298.1	NP_647817.2
OG0000522	XP_035727954.1	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1
OG0000523	XP_035729921.1, XP_035729923.1	NP_001286646.1, NP_001369113.1
OG0000524	XP_035739430.1, XP_035739432.1	NP_649370.1, NP_649374.1
OG0000525	XP_035727500.1, XP_035727501.1	NP_001263050.1
OG0000526	XP_035726113.1	NP_610483.1
OG0000526	XP_035743575.1	NP_001246039.1
OG0000528	XP_035721376.1, XP_035721377.1	NP_650142.1, NP_608978.2
OG0000529	XP_035738926.1, XP_035738927.1, XP_035738928.1, XP_035741199.1	NP_722721.1
OG0000530	XP_035720714.1	NP_523957.1
OG0000530	XP_035720729.1	NP_001287054.1
OG0000533	XP_035740461.1, XP_035740459.1, XP_035740460.1, XP_035740458.1, XP_035740457.1, XP_035740456.1	NP_726548.1
OG0000536	XP_035725863.1	NP_731632.1
OG0000537	XP_035732842.1, XP_035732832.1	NP_001260486.1
OG0000538	XP_035742291.1	NP_001137782.1
OG0000540	XP_035728187.1	NP_729446.1
OG0000541	XP_035721807.1, XP_035721808.1	NP_651714.1
OG0000544	XP_035728188.1	NP_001260884.1
OG0000545	XP_035727994.1, XP_035717765.1, XP_035717764.1	NP_001014494.1, NP_001014493.2, NP_001014492.2
OG0000546	XP_035740271.1	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1
OG0000547	XP_035733458.1	NP_511062.1
OG0000548	XP_035734895.1, XP_035734894.1	NP_648127.1, NP_648126.1
OG0000551	XP_035741193.1	NP_001259638.1, NP_573191.1
OG0000552	XP_035731123.1	NP_001286811.1
OG0000553	XP_035718906.1, XP_035718905.1	NP_001189023.1
OG0000554	XP_035717322.1, XP_035735174.1	NP_651415.1
OG0000555	XP_035718009.1	NP_611172.1
OG0000555	XP_035718008.1	NP_001259584.1, NP_001033936.1
OG0000556	XP_035730705.1, XP_035730704.1	NP_647674.1
OG0000557	XP_035740309.1	NP_573098.1
OG0000558	XP_035717359.1	NP_650732.1
OG0000559	XP_035741421.1, XP_035741424.1, XP_035741422.1, XP_035741423.1	NP_001285224.1
OG0000560	XP_035742656.1, XP_035742659.1, XP_035742657.1, XP_035742658.1	NP_001287513.1
OG0000561	XP_035717328.1	NP_648220.1
OG0000562	XP_035730714.1	NP_648523.1
OG0000562	XP_035730672.1	NP_477210.1
OG0000563	XP_035736517.1, XP_035736516.1, XP_035736515.1, XP_035736518.1	NP_648501.1
OG0000564	XP_035719379.1	NP_001097215.1
OG0000565	XP_035738984.1, XP_035727335.1	NP_001286175.1
OG0000566	XP_035744118.1, XP_035717259.1	NP_648610.1, NP_001262027.1, NP_649076.1, NP_648612.1
OG0000567	XP_035737745.1, XP_035718057.1	NP_001284997.1
OG0000568	XP_035743545.1	NP_477170.1
OG0000569	XP_035732293.1	NP_524233.1
OG0000570	XP_035730971.1	NP_572801.2
OG0000571	XP_035720312.1, XP_035720295.1, XP_035720288.1, XP_035720289.1, XP_035720292.1	NP_524625.3
OG0000573	XP_035736511.1	NP_001260658.1
OG0000574	XP_035723182.1, XP_035728632.1	NP_610901.1
OG0000575	XP_035740223.1, XP_035740252.1, XP_035740244.1	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2
OG0000576	XP_035721333.1, XP_035721335.1, XP_035721332.1, XP_035721330.1, XP_035721331.1	NP_001285799.1
OG0000579	XP_035735885.1	NP_001096880.1
OG0000582	XP_035730900.1	NP_647703.1
OG0000584	XP_035736549.1	NP_731825.1
OG0000585	XP_035739903.1, XP_035731996.1	NP_001262720.1
OG0000586	XP_035725595.1	NP_001285420.1, NP_477101.1
OG0000587	XP_035720087.1	NP_001247005.1
OG0000588	XP_035735245.1	NP_477442.1
OG0000589	XP_035733584.1, XP_035733583.1	NP_608365.1, NP_648309.1
OG0000591	XP_035740440.1	NP_001246992.1
OG0000591	XP_035731178.1	NP_476947.1
OG0000593	XP_035729167.1, XP_035728346.1	NP_001261723.1
OG0000594	XP_035732995.1	NP_649931.1
OG0000595	XP_035728571.1	NP_001260766.1
OG0000595	XP_035743183.1	NP_650716.2
OG0000596	XP_035720228.1	NP_524734.2
OG0000598	XP_035740397.1	NP_001259605.1
OG0000598	XP_035740512.1, XP_035740510.1, XP_035740511.1	NP_722858.1
OG0000599	XP_035726536.1, XP_035726562.1, XP_035726543.1	NP_731390.1, NP_001163573.1
OG0000601	XP_035723471.1	NP_649628.2
OG0000602	XP_035720576.1	NP_572182.1
OG0000603	XP_035736138.1	NP_649556.3
OG0000604	XP_035719416.1, XP_035719750.1	NP_001247314.1, NP_001262985.1
OG0000605	XP_035736620.1	NP_001138087.1
OG0000607	XP_035731524.1	NP_610730.1
OG0000609	XP_035719616.1	NP_524612.2
OG0000611	XP_035740690.1, XP_035740688.1, XP_035740689.1, XP_035740683.1, XP_035740684.1, XP_035740685.1, XP_035740691.1, XP_035740686.1	NP_001014525.1
OG0000612	XP_035734547.1, XP_035734548.1, XP_035734542.1, XP_035734543.1, XP_035734544.1	NP_001137800.1
OG0000613	XP_035726603.1	NP_001285721.1
OG0000614	XP_035719111.1	NP_001036762.2, NP_001015499.4
OG0000614	XP_035728185.1	NP_001262793.1
OG0000616	XP_035733555.1, XP_035733551.1	NP_610925.3
OG0000619	XP_035744132.1, XP_035744129.1, XP_035744128.1, XP_035744131.1, XP_035744130.1	NP_650283.1
OG0000620	XP_035727153.1, XP_035727154.1	NP_001262966.1
OG0000621	XP_035718106.1, XP_035718105.1, XP_035718103.1, XP_035718104.1	NP_608616.2
OG0000622	XP_035721433.1, XP_035721435.1	NP_001260824.1
OG0000623	XP_035740554.1, XP_035740553.1, XP_035740555.1, XP_035740556.1, XP_035740552.1	NP_651455.1
OG0000624	XP_035720809.1, XP_035720811.1	NP_608663.1, NP_608668.2
OG0000625	XP_035730353.1, XP_035730373.1	NP_523364.2
OG0000626	XP_035741603.1	NP_001286578.1
OG0000627	XP_035718764.1	NP_650034.1, NP_001246511.1
OG0000629	XP_035721961.1	NP_476685.1
OG0000631	XP_035722350.1	NP_001188974.1, NP_001261083.1
OG0000632	XP_035728398.1, XP_035728397.1	NP_648413.1
OG0000633	XP_035727308.1	NP_611209.1
OG0000634	XP_035725453.1	NP_523566.4
OG0000634	XP_035725404.1	NP_001285932.1
OG0000635	XP_035725559.1, XP_035729181.1, XP_035729184.1	NP_609594.2
OG0000636	XP_035721959.1, XP_035721960.1	NP_001036454.1
OG0000637	XP_035720034.1	NP_570060.1, NP_731045.1
OG0000638	XP_035743307.1, XP_035743308.1, XP_035743304.1, XP_035743303.1, XP_035743306.1, XP_035743305.1	NP_001015096.2
OG0000639	XP_035722928.1, XP_035722930.1, XP_035722932.1, XP_035722931.1, XP_035722933.1	NP_524132.1
OG0000640	XP_035730978.1	NP_001284902.1, NP_647886.2
OG0000641	XP_035734413.1	NP_611356.1
OG0000642	XP_035737636.1, XP_035737637.1, XP_035737640.1, XP_035737639.1	NP_001286255.1
OG0000643	XP_035724625.1	NP_651971.2
OG0000643	XP_035724602.1	NP_572287.1
OG0000644	XP_035720837.1	NP_524980.1
OG0000645	XP_035720622.1	NP_573262.2
OG0000645	XP_035734438.1	NP_650014.2
OG0000646	XP_035735899.1	NP_572168.1, NP_612043.1
OG0000647	XP_035717123.1, XP_035717133.1	NP_001356889.1
OG0000648	XP_035741356.1	NP_001162713.1
OG0000649	XP_035730151.1	NP_001286294.1
OG0000650	XP_035735473.1	NP_001097359.1
OG0000651	XP_035726277.1, XP_035726276.1	NP_001260456.1
OG0000651	XP_035720754.1	NP_001033810.1
OG0000653	XP_035719801.1	NP_001261074.1
OG0000654	XP_035730336.1, XP_035727145.1, XP_035727144.1	NP_001287006.1
OG0000655	XP_035719884.1	NP_001163538.1
OG0000656	XP_035725962.1, XP_035725959.1, XP_035725965.1, XP_035725960.1, XP_035725961.1, XP_035725964.1	NP_001261425.1
OG0000657	XP_035739122.1, XP_035739115.1	NP_648927.1, NP_001287089.1
OG0000659	XP_035722680.1	NP_001246461.1
OG0000660	XP_035717653.1	NP_001286912.1, NP_647694.1, NP_647696.1, NP_001246563.1, NP_649302.1, NP_649301.1
OG0000661	XP_035739622.1	NP_001027277.1
OG0000662	XP_035733998.1	NP_001138085.1, NP_524311.1, NP_001287203.1
OG0000663	XP_035727663.1, XP_035727661.1, XP_035727665.1	NP_001260375.1
OG0000664	XP_035742470.1, XP_035742469.1, XP_035742471.1, XP_035738822.1	NP_001246470.1
OG0000665	XP_035725478.1	NP_001263042.1, NP_524700.1
OG0000667	XP_035743664.1, XP_035743670.1	NP_001188798.2
OG0000668	XP_035743929.1, XP_035743925.1, XP_035743926.1, XP_035743927.1	NP_611056.2
OG0000669	XP_035737438.1	NP_001262614.1
OG0000670	XP_035736657.1	NP_731439.2, NP_649975.1, NP_649976.1
OG0000671	XP_035717974.1	NP_724597.1
OG0000672	XP_035717545.1, XP_035717583.1	NP_001260445.1
OG0000673	XP_035723062.1, XP_035723060.1, XP_035723061.1	NP_609360.2
OG0000674	XP_035737376.1, XP_035737750.1	NP_731246.2
OG0000677	XP_035734822.1, XP_035734830.1	NP_001245993.1
OG0000680	XP_035732688.1, XP_035732689.1	NP_610503.1
OG0000681	XP_035730416.1	NP_524039.2
OG0000682	XP_035730509.1	NP_995934.1
OG0000683	XP_035742980.1	NP_001260332.1
OG0000685	XP_035726310.1	NP_001259876.1
OG0000686	XP_035725592.1, XP_035725589.1, XP_035725590.1, XP_035725587.1, XP_035725591.1	NP_511083.1
OG0000687	XP_035744190.1	NP_001261678.1, NP_723089.1
OG0000688	XP_035725093.1	NP_001163328.1
OG0000689	XP_035734480.1	NP_001260096.1, NP_608926.2
OG0000690	XP_035736006.1, XP_035736005.1, XP_035736004.1, XP_035736003.1	NP_647626.1
OG0000691	XP_035733422.1, XP_035733421.1	NP_477053.2, NP_477052.2
OG0000692	XP_035738696.1	NP_650341.1, NP_725236.1, NP_523722.1
OG0000694	XP_035737510.1, XP_035737512.1	NP_724749.1
OG0000695	XP_035725164.1, XP_035725165.1	NP_001286573.1
OG0000696	XP_035717864.1, XP_035717862.1, XP_035717863.1	NP_001285937.1, NP_001162752.1
OG0000698	XP_035719080.1	NP_611302.1
OG0000699	XP_035739620.1	NP_733186.2
OG0000703	XP_035741856.1	NP_001162772.1
OG0000704	XP_035735915.1	NP_001096849.1
OG0000705	XP_035720546.1, XP_035720545.1	NP_001162692.1
OG0000706	XP_035740539.1	NP_648109.1
OG0000707	XP_035727759.1, XP_035739261.1	NP_610366.1, NP_724665.1, NP_610370.1
OG0000708	XP_035739714.1	NP_001263072.1
OG0000711	XP_035731898.1	NP_608535.1
OG0000712	XP_035724913.1, XP_035724921.1	NP_001162742.1
OG0000713	XP_035721344.1, XP_035721340.1, XP_035721339.1, XP_035721342.1, XP_035721341.1, XP_035721343.1	NP_001246834.1
OG0000714	XP_035743266.1, XP_035743265.1	NP_995592.2
OG0000715	XP_035736099.1	NP_001014681.2
OG0000716	XP_035735998.1	NP_523891.2
OG0000717	XP_035743738.1, XP_035743739.1	NP_610992.2, NP_610453.1
