Orthogroup	Vespa_mandarinia	Osmia_lignaria
OG0000217	XP_035740471.1	XP_034192714.1
OG0000218	XP_035726856.1	XP_034179355.1, XP_034179356.1, XP_034179353.1
OG0000219	XP_035741255.1, XP_035741253.1, XP_035741259.1, XP_035741260.1, XP_035741251.1, XP_035741257.1, XP_035741254.1, XP_035741252.1, XP_035741256.1	XP_034182415.1, XP_034182416.1, XP_034182417.1, XP_034182418.1, XP_034182419.1
OG0000220	XP_035717455.1, XP_035717452.1, XP_035717450.1, XP_035717454.1, XP_035717453.1	XP_034185665.1, XP_034185663.1, XP_034185662.1, XP_034185661.1, XP_034185660.1, XP_034185659.1, XP_034185666.1, XP_034185667.1
OG0000221	XP_035721735.1	XP_034172270.1
OG0000223	XP_035733807.1	XP_034187872.1
OG0000223	XP_035722636.1	XP_034174855.1
OG0000225	XP_035734246.1, XP_035734248.1	XP_034187524.1, XP_034187523.1
OG0000225	XP_035742936.1	XP_034174370.1
OG0000227	XP_035735426.1	XP_034186580.1, XP_034186581.1, XP_034186577.1, XP_034186578.1, XP_034186579.1, XP_034186576.1
OG0000229	XP_035730748.1, XP_035730749.1, XP_035731006.1, XP_035731009.1	XP_034171126.1
OG0000231	XP_035738625.1, XP_035738626.1, XP_035738627.1	XP_034190001.1, XP_034190002.1
OG0000232	XP_035727361.1, XP_035727359.1, XP_035727360.1	XP_034180300.1
OG0000233	XP_035718297.1	XP_034173028.1, XP_034173029.1, XP_034173027.1
OG0000234	XP_035726727.1	XP_034195401.1
OG0000235	XP_035729544.1, XP_035729549.1, XP_035729541.1	XP_034181826.1, XP_034181830.1, XP_034181832.1
OG0000236	XP_035735169.1	XP_034193620.1, XP_034193619.1, XP_034193622.1, XP_034193621.1
OG0000236	XP_035735167.1	XP_034193614.1, XP_034177212.1
OG0000237	XP_035740253.1	XP_034194076.1
OG0000237	XP_035740306.1	XP_034194078.1
OG0000240	XP_035741192.1, XP_035741079.1	XP_034175682.1, XP_034180954.1, XP_034180941.1
OG0000243	XP_035719823.1, XP_035719832.1	XP_034195602.1
OG0000244	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1	XP_034191998.1
OG0000245	XP_035726439.1	XP_034194081.1
OG0000246	XP_035739647.1	XP_034190713.1
OG0000246	XP_035722551.1, XP_035722552.1, XP_035722553.1	XP_034190757.1
OG0000247	XP_035731997.1	XP_034192948.1
OG0000247	XP_035732193.1	XP_034192945.1
OG0000248	XP_035739829.1	XP_034175213.1
OG0000249	XP_035744085.1, XP_035717767.1	XP_034175198.1
OG0000250	XP_035723650.1	XP_034186045.1
OG0000250	XP_035723432.1, XP_035723431.1, XP_035723434.1, XP_035723433.1	XP_034196161.1, XP_034196165.1
OG0000251	XP_035723813.1	XP_034174897.1, XP_034186398.1
OG0000252	XP_035720532.1, XP_035720531.1	XP_034172163.1
OG0000254	XP_035718876.1	XP_034181711.1
OG0000254	XP_035732648.1	XP_034176775.1
OG0000255	XP_035728438.1, XP_035728437.1, XP_035728436.1	XP_034175416.1
OG0000255	XP_035737965.1	XP_034174148.1, XP_034174137.1
OG0000256	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1	XP_034172377.1, XP_034172378.1, XP_034172380.1, XP_034172381.1, XP_034172375.1, XP_034172379.1, XP_034172374.1
OG0000257	XP_035740806.1, XP_035740850.1	XP_034180530.1
OG0000257	XP_035740701.1	XP_034180525.1
OG0000258	XP_035735190.1	XP_034179516.1
OG0000259	XP_035726652.1	XP_034173230.1
OG0000260	XP_035730089.1	XP_034176615.1
OG0000260	XP_035739763.1	XP_034196198.1, XP_034196197.1
OG0000263	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1	XP_034176251.1, XP_034176252.1, XP_034176253.1, XP_034176254.1
OG0000264	XP_035735842.1	XP_034192517.1, XP_034192519.1
OG0000264	XP_035728468.1	XP_034192532.1, XP_034192535.1, XP_034192533.1
OG0000265	XP_035743707.1	XP_034172043.1
OG0000266	XP_035743679.1	XP_034178854.1
OG0000266	XP_035741662.1	XP_034183983.1
OG0000266	XP_035727916.1	XP_034179808.1
OG0000268	XP_035724329.1	XP_034187249.1, XP_034187250.1
OG0000269	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1	XP_034171785.1, XP_034171786.1, XP_034171784.1
OG0000270	XP_035721119.1	XP_034187848.1
OG0000270	XP_035736463.1	XP_034187840.1
OG0000271	XP_035725070.1, XP_035725069.1	XP_034181157.1
OG0000272	XP_035738837.1	XP_034188739.1
OG0000272	XP_035729176.1	XP_034180090.1, XP_034180092.1
OG0000273	XP_035734277.1	XP_034173815.1, XP_034173817.1
OG0000274	XP_035728684.1	XP_034177647.1, XP_034177646.1, XP_034177645.1
OG0000275	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1	XP_034184775.1, XP_034184776.1, XP_034184777.1, XP_034184778.1, XP_034184779.1
OG0000276	XP_035719572.1, XP_035719570.1	XP_034183449.1
OG0000277	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1	XP_034180149.1
OG0000278	XP_035742183.1, XP_035742182.1	XP_034196238.1
OG0000281	XP_035720658.1	XP_034177719.1
OG0000283	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1	XP_034177112.1, XP_034177113.1, XP_034177114.1
OG0000284	XP_035725371.1	XP_034177244.1
OG0000284	XP_035736377.1	XP_034176794.1, XP_034176612.1
OG0000285	XP_035725457.1, XP_035725458.1, XP_035725456.1	XP_034174210.1, XP_034174208.1, XP_034174209.1, XP_034174207.1
OG0000286	XP_035731751.1, XP_035731750.1, XP_035731752.1	XP_034185528.1
OG0000288	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1	XP_034182201.1
OG0000288	XP_035727964.1	XP_034176886.1
OG0000289	XP_035736843.1, XP_035736844.1, XP_035736845.1	XP_034172935.1
OG0000290	XP_035742649.1	XP_034180983.1
OG0000292	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1	XP_034187357.1
OG0000294	XP_035718426.1, XP_035718431.1, XP_035718428.1	XP_034196676.1
OG0000295	XP_035724522.1, XP_035724503.1, XP_035724513.1	XP_034177800.1, XP_034177802.1, XP_034177803.1
OG0000296	XP_035742884.1, XP_035742883.1, XP_035742885.1	XP_034182600.1, XP_034182597.1, XP_034182598.1
OG0000297	XP_035732677.1	XP_034181132.1
OG0000298	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1	XP_034177626.1, XP_034177625.1, XP_034177622.1, XP_034177623.1
OG0000299	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1	XP_034182423.1, XP_034182421.1, XP_034182422.1, XP_034182424.1
OG0000300	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1	XP_034193167.1, XP_034193170.1
OG0000301	XP_035741425.1	XP_034187069.1
OG0000301	XP_035725195.1	XP_034187199.1
OG0000302	XP_035736733.1	XP_034189445.1, XP_034189444.1
OG0000303	XP_035738398.1	XP_034187015.1
OG0000304	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1	XP_034185537.1, XP_034185536.1, XP_034185539.1, XP_034185538.1, XP_034185540.1, XP_034185535.1
OG0000305	XP_035725285.1	XP_034181240.1
OG0000305	XP_035729831.1	XP_034172491.1
OG0000306	XP_035737223.1, XP_035737207.1	XP_034176770.1
OG0000306	XP_035737199.1	XP_034176766.1
OG0000307	XP_035721440.1, XP_035721443.1, XP_035721442.1	XP_034191324.1, XP_034191323.1
OG0000308	XP_035734694.1, XP_035734697.1	XP_034183858.1, XP_034183859.1, XP_034183861.1, XP_034183857.1, XP_034183860.1, XP_034183862.1, XP_034183855.1, XP_034183854.1
OG0000309	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1	XP_034191109.1, XP_034191110.1
OG0000310	XP_035742346.1, XP_035722399.1	XP_034171333.1, XP_034171334.1, XP_034171330.1, XP_034171331.1, XP_034171332.1
OG0000311	XP_035743868.1, XP_035743867.1	XP_034192428.1
OG0000312	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1	XP_034194110.1, XP_034194111.1
OG0000313	XP_035740443.1	XP_034185221.1
OG0000315	XP_035727385.1	XP_034196203.1
OG0000316	XP_035740432.1	XP_034190778.1
OG0000316	XP_035729094.1, XP_035729092.1	XP_034191977.1
OG0000317	XP_035740159.1	XP_034175009.1, XP_034175007.1, XP_034175006.1, XP_034175001.1, XP_034175000.1, XP_034174999.1, XP_034175005.1, XP_034175004.1, XP_034175003.1, XP_034175002.1, XP_034175008.1
OG0000318	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1	XP_034190993.1
OG0000319	XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1	XP_034193121.1
OG0000320	XP_035723044.1	XP_034191979.1
OG0000321	XP_035718651.1, XP_035718650.1	XP_034181909.1
OG0000322	XP_035732799.1	XP_034183562.1
OG0000322	XP_035736008.1, XP_035735999.1	XP_034172314.1
OG0000323	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1	XP_034175132.1, XP_034175130.1, XP_034175131.1
OG0000324	XP_035728721.1, XP_035728715.1	XP_034173951.1
OG0000324	XP_035724087.1	XP_034174775.1
OG0000325	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1	XP_034174351.1
OG0000326	XP_035730290.1	XP_034184186.1, XP_034184185.1
OG0000327	XP_035729496.1	XP_034175010.1, XP_034175012.1
OG0000329	XP_035727539.1, XP_035727540.1	XP_034191092.1
OG0000330	XP_035734130.1, XP_035719014.1	XP_034196109.1, XP_034196108.1
OG0000331	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1	XP_034185977.1, XP_034185976.1
OG0000332	XP_035734091.1, XP_035734090.1, XP_035734092.1	XP_034194113.1, XP_034194114.1, XP_034194115.1
OG0000333	XP_035719269.1	XP_034173930.1
OG0000333	XP_035743594.1	XP_034173975.1
OG0000334	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1	XP_034183398.1, XP_034183399.1
OG0000335	XP_035723458.1	XP_034175478.1
OG0000335	XP_035731643.1, XP_035731642.1	XP_034183104.1, XP_034183101.1, XP_034183103.1, XP_034183105.1, XP_034183102.1, XP_034183106.1
OG0000336	XP_035742767.1, XP_035742772.1, XP_035742759.1	XP_034190416.1
OG0000337	XP_035723409.1	XP_034175506.1
OG0000338	XP_035737384.1	XP_034182687.1
OG0000338	XP_035739250.1	XP_034176771.1
OG0000339	XP_035724022.1	XP_034192643.1
OG0000339	XP_035718121.1, XP_035718122.1	XP_034185690.1
OG0000340	XP_035725472.1, XP_035725471.1	XP_034180751.1
OG0000341	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1	XP_034184451.1, XP_034184452.1, XP_034184449.1, XP_034184448.1, XP_034184450.1
OG0000342	XP_035718354.1	XP_034175390.1
OG0000342	XP_035719318.1	XP_034176651.1
OG0000343	XP_035743980.1	XP_034171667.1, XP_034171668.1, XP_034171666.1
OG0000344	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1	XP_034172096.1, XP_034172095.1, XP_034172097.1
OG0000345	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1	XP_034194321.1
OG0000347	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1	XP_034188955.1, XP_034188954.1, XP_034188956.1, XP_034188959.1, XP_034188958.1, XP_034188957.1
OG0000349	XP_035729444.1	XP_034191076.1, XP_034191073.1, XP_034191074.1
OG0000350	XP_035737131.1, XP_035737130.1	XP_034175114.1, XP_034175113.1, XP_034175112.1
OG0000351	XP_035718015.1, XP_035718022.1, XP_035718032.1	XP_034182794.1, XP_034182795.1
OG0000352	XP_035737721.1	XP_034171365.1, XP_034171366.1
OG0000356	XP_035740320.1	XP_034184610.1
OG0000357	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1	XP_034180710.1, XP_034180709.1, XP_034180712.1, XP_034180711.1
OG0000358	XP_035727372.1, XP_035727374.1, XP_035727373.1	XP_034177323.1, XP_034177336.1, XP_034177344.1, XP_034177330.1
OG0000360	XP_035717699.1	XP_034178956.1
OG0000361	XP_035728053.1	XP_034179560.1
OG0000362	XP_035733777.1	XP_034189061.1
OG0000362	XP_035733776.1	XP_034188792.1, XP_034188799.1
OG0000363	XP_035717943.1	XP_034184767.1
OG0000364	XP_035724830.1, XP_035724831.1	XP_034177364.1, XP_034177365.1
OG0000365	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1	XP_034176168.1, XP_034176167.1, XP_034176169.1
OG0000366	XP_035731042.1	XP_034193594.1
OG0000366	XP_035731038.1, XP_035731020.1	XP_034193586.1, XP_034193587.1, XP_034193584.1
OG0000367	XP_035730042.1, XP_035730043.1	XP_034183395.1, XP_034183397.1, XP_034183396.1
OG0000368	XP_035725196.1	XP_034187201.1
OG0000368	XP_035725421.1	XP_034187101.1
OG0000369	XP_035736257.1	XP_034179186.1
OG0000369	XP_035735619.1	XP_034181298.1
OG0000370	XP_035723563.1	XP_034171787.1
OG0000370	XP_035723707.1	XP_034171026.1
OG0000371	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1	XP_034179367.1, XP_034179365.1, XP_034179363.1, XP_034179361.1, XP_034179366.1, XP_034179362.1
OG0000372	XP_035726735.1	XP_034175981.1
OG0000372	XP_035733921.1	XP_034189717.1
OG0000375	XP_035733331.1	XP_034182296.1, XP_034182318.1, XP_034182328.1, XP_034182303.1, XP_034182312.1
OG0000377	XP_035744081.1	XP_034172682.1
OG0000377	XP_035738841.1	XP_034189355.1
OG0000378	XP_035732227.1, XP_035732224.1	XP_034193102.1
OG0000378	XP_035720515.1	XP_034195429.1
OG0000379	XP_035730189.1, XP_035730188.1, XP_035730187.1	XP_034194737.1, XP_034194740.1, XP_034194741.1, XP_034194738.1, XP_034194739.1, XP_034194742.1
OG0000380	XP_035726693.1, XP_035726692.1, XP_035726694.1	XP_034173136.1, XP_034173135.1
OG0000381	XP_035739680.1	XP_034186144.1
OG0000381	XP_035743164.1	XP_034171088.1
OG0000382	XP_035731760.1	XP_034186142.1, XP_034186146.1, XP_034186143.1, XP_034186145.1
OG0000382	XP_035732432.1	XP_034173696.1
OG0000383	XP_035740378.1	XP_034175172.1, XP_034175972.1, XP_034175974.1, XP_034175971.1, XP_034175970.1, XP_034175973.1
OG0000384	XP_035720776.1	XP_034196598.1, XP_034196592.1
OG0000385	XP_035729195.1	XP_034195100.1
OG0000385	XP_035723456.1	XP_034196159.1
OG0000386	XP_035728376.1	XP_034178869.1
OG0000386	XP_035728377.1	XP_034178868.1
OG0000388	XP_035726517.1	XP_034190357.1
OG0000389	XP_035719223.1	XP_034172589.1, XP_034172592.1
OG0000390	XP_035738057.1	XP_034181045.1
OG0000391	XP_035733359.1	XP_034189002.1, XP_034189000.1, XP_034189001.1, XP_034188999.1, XP_034188998.1, XP_034188997.1
OG0000392	XP_035742210.1	XP_034195240.1, XP_034195133.1, XP_034195248.1, XP_034195164.1
OG0000394	XP_035735750.1, XP_035735752.1, XP_035735751.1	XP_034180996.1, XP_034180995.1, XP_034180997.1
OG0000395	XP_035722253.1	XP_034194866.1
OG0000395	XP_035722857.1	XP_034194334.1
OG0000396	XP_035740626.1	XP_034185871.1, XP_034185268.1
OG0000397	XP_035733757.1, XP_035733756.1	XP_034181654.1
OG0000398	XP_035727861.1, XP_035727863.1, XP_035727862.1	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1
OG0000399	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1	XP_034185476.1, XP_034185473.1
OG0000400	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1	XP_034183839.1
OG0000401	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1	XP_034176760.1, XP_034176759.1, XP_034176762.1, XP_034176761.1, XP_034176758.1, XP_034176757.1
OG0000402	XP_035730366.1	XP_034178569.1
OG0000403	XP_035718489.1	XP_034173069.1, XP_034173076.1, XP_034173077.1
OG0000405	XP_035740586.1	XP_034189852.1
OG0000405	XP_035729013.1, XP_035729012.1	XP_034185956.1
OG0000406	XP_035732984.1, XP_035732985.1	XP_034193510.1
OG0000407	XP_035743386.1	XP_034171122.1
OG0000407	XP_035743388.1, XP_035743390.1	XP_034171123.1
OG0000407	XP_035743383.1, XP_035743384.1	XP_034171121.1
OG0000408	XP_035722401.1	XP_034184886.1
OG0000408	XP_035737799.1	XP_034179957.1
OG0000409	XP_035723932.1	XP_034187439.1
OG0000410	XP_035724504.1	XP_034187535.1
OG0000410	XP_035724339.1	XP_034183020.1, XP_034183019.1
OG0000411	XP_035728085.1	XP_034181278.1
OG0000411	XP_035736358.1	XP_034185032.1
OG0000412	XP_035731605.1	XP_034180047.1, XP_034180046.1
OG0000413	XP_035737679.1	XP_034173017.1, XP_034173016.1
OG0000414	XP_035741012.1, XP_035741013.1, XP_035741014.1	XP_034192469.1
OG0000414	XP_035740991.1, XP_035740990.1	XP_034192462.1
OG0000415	XP_035739802.1	XP_034174807.1, XP_034174805.1, XP_034174804.1, XP_034174809.1, XP_034174808.1, XP_034174806.1
OG0000416	XP_035742854.1	XP_034173390.1, XP_034173389.1
OG0000417	XP_035731664.1, XP_035731666.1	XP_034173968.1
OG0000417	XP_035736212.1	XP_034179610.1
OG0000419	XP_035736016.1	XP_034180586.1
OG0000420	XP_035737714.1	XP_034171358.1, XP_034171359.1
OG0000421	XP_035725314.1	XP_034190976.1, XP_034190977.1, XP_034190972.1, XP_034190973.1, XP_034190974.1, XP_034190975.1, XP_034190980.1, XP_034190981.1, XP_034190982.1, XP_034190983.1, XP_034190966.1, XP_034190969.1, XP_034190968.1, XP_034190967.1, XP_034190965.1, XP_034190964.1, XP_034190971.1, XP_034190970.1, XP_034190978.1
OG0000423	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1	XP_034187444.1, XP_034187441.1, XP_034187442.1, XP_034187443.1, XP_034187440.1
OG0000424	XP_035721875.1	XP_034190673.1, XP_034190671.1
OG0000425	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1	XP_034185807.1, XP_034185808.1, XP_034185805.1
OG0000426	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1	XP_034192474.1
OG0000427	XP_035736616.1	XP_034177017.1
OG0000428	XP_035728302.1, XP_035728301.1, XP_035728303.1	XP_034179556.1
OG0000428	XP_035731002.1, XP_035731003.1	XP_034185049.1
OG0000429	XP_035720359.1	XP_034192589.1
OG0000430	XP_035742034.1	XP_034172332.1, XP_034172303.1
OG0000431	XP_035719249.1	XP_034185073.1
OG0000432	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1	XP_034185323.1, XP_034185324.1, XP_034185325.1
OG0000433	XP_035740897.1	XP_034189624.1
OG0000434	XP_035724577.1, XP_035724578.1, XP_035724580.1	XP_034187557.1, XP_034187556.1, XP_034187555.1, XP_034187554.1, XP_034187553.1, XP_034187558.1
OG0000436	XP_035726509.1	XP_034190341.1
OG0000437	XP_035719769.1	XP_034182896.1, XP_034182895.1
OG0000438	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1	XP_034177563.1
OG0000439	XP_035726037.1	XP_034176782.1
OG0000440	XP_035734048.1	XP_034175070.1
OG0000441	XP_035743138.1	XP_034185619.1, XP_034185617.1, XP_034185618.1
OG0000442	XP_035728022.1	XP_034181908.1
OG0000443	XP_035724536.1	XP_034180034.1, XP_034180057.1
OG0000444	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1	XP_034193114.1, XP_034193115.1, XP_034193113.1
OG0000445	XP_035739638.1	XP_034190773.1
OG0000445	XP_035739639.1	XP_034190775.1
OG0000446	XP_035725068.1, XP_035725067.1	XP_034181155.1, XP_034181151.1, XP_034181153.1, XP_034181154.1
OG0000447	XP_035727077.1, XP_035727079.1, XP_035727078.1	XP_034185552.1, XP_034185553.1
OG0000448	XP_035732885.1, XP_035732883.1	XP_034192918.1
OG0000449	XP_035730911.1, XP_035730912.1	XP_034175098.1, XP_034175099.1, XP_034175100.1, XP_034175095.1, XP_034175101.1, XP_034175102.1, XP_034175097.1
OG0000450	XP_035719304.1	XP_034188421.1
OG0000451	XP_035732335.1, XP_035732337.1, XP_035732336.1	XP_034181554.1
OG0000452	XP_035731135.1	XP_034193074.1
OG0000452	XP_035721082.1	XP_034190816.1
OG0000453	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1	XP_034191667.1
OG0000454	XP_035726887.1	XP_034191353.1, XP_034191354.1, XP_034191351.1, XP_034191352.1, XP_034191356.1, XP_034191359.1, XP_034191357.1, XP_034191358.1, XP_034191361.1, XP_034191360.1
OG0000455	XP_035730560.1	XP_034171567.1, XP_034171566.1
OG0000456	XP_035733682.1, XP_035733683.1, XP_035733681.1	XP_034196409.1, XP_034196401.1
OG0000457	XP_035727490.1	XP_034191079.1
OG0000458	XP_035737420.1, XP_035737421.1	XP_034173465.1, XP_034173463.1, XP_034173464.1
OG0000459	XP_035743475.1	XP_034186067.1, XP_034186069.1, XP_034186068.1
OG0000460	XP_035737627.1	XP_034172553.1
OG0000460	XP_035737628.1	XP_034172555.1
OG0000461	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1	XP_034178750.1, XP_034178751.1, XP_034178749.1
OG0000462	XP_035718532.1, XP_035718530.1	XP_034193967.1
OG0000463	XP_035726149.1	XP_034172138.1
OG0000463	XP_035726140.1	XP_034172130.1
OG0000464	XP_035717973.1	XP_034172746.1
OG0000465	XP_035734799.1	XP_034182650.1, XP_034182651.1, XP_034182653.1, XP_034182646.1, XP_034182647.1, XP_034182648.1, XP_034182649.1, XP_034182654.1, XP_034182634.1, XP_034182635.1, XP_034182629.1, XP_034182632.1, XP_034182633.1, XP_034182630.1, XP_034182631.1, XP_034182628.1, XP_034182645.1, XP_034182644.1, XP_034182641.1, XP_034182640.1, XP_034182642.1, XP_034182637.1, XP_034182639.1, XP_034182638.1, XP_034182643.1
