Orthogroup	Vespa_mandarinia	Aedes_aegypti
OG0000220	XP_035717455.1, XP_035717452.1, XP_035717450.1, XP_035717454.1, XP_035717453.1	XP_021710699.1, XP_001651636.1
OG0000221	XP_035721735.1	XP_001660128.1
OG0000223	XP_035733807.1	XP_021710530.1
OG0000223	XP_035722636.1	XP_001658512.3
OG0000224	XP_035739815.1, XP_035739812.1, XP_035739813.1, XP_035739814.1	XP_001654732.1, XP_001654733.2
OG0000225	XP_035734246.1, XP_035734248.1, XP_035742936.1	XP_001647679.1
OG0000227	XP_035735426.1	XP_021696785.1
OG0000231	XP_035738625.1, XP_035738626.1, XP_035738627.1	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	XP_035727361.1, XP_035727359.1, XP_035727360.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	XP_035718297.1	XP_001657370.2
OG0000234	XP_035726727.1	XP_001659472.1, XP_001659474.1, XP_001659473.2
OG0000235	XP_035729544.1, XP_035729549.1, XP_035729541.1	XP_021707634.1, XP_021707632.1, XP_021707627.1
OG0000236	XP_035735169.1	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1
OG0000236	XP_035735167.1	XP_001652725.2
OG0000237	XP_035740253.1	XP_021707698.1
OG0000237	XP_035740306.1	XP_021708376.1
OG0000242	XP_035723091.1, XP_035742763.1, XP_035742764.1, XP_035727376.1, XP_035727388.1, XP_035742921.1	XP_001662864.3, XP_021705201.1, XP_001662868.2, XP_021709352.1, XP_021707901.1, XP_021706401.1, XP_021706946.1, XP_021704581.1, XP_001662870.1, XP_001662865.3
OG0000243	XP_035719823.1, XP_035719832.1	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1
OG0000244	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1	XP_001652340.2
OG0000245	XP_035726439.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	XP_035739647.1	XP_021702972.1
OG0000246	XP_035722551.1, XP_035722552.1, XP_035722553.1	XP_001661057.2
OG0000247	XP_035732193.1	XP_021694288.1
OG0000248	XP_035739829.1	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000249	XP_035744085.1, XP_035717767.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1
OG0000250	XP_035723650.1	XP_001660282.2, XP_021705092.1
OG0000252	XP_035720532.1, XP_035720531.1	XP_001659013.1, XP_021711486.1
OG0000253	XP_035742337.1, XP_035742338.1	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000254	XP_035718876.1	XP_001664252.1
OG0000254	XP_035732648.1	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000255	XP_035728438.1, XP_035728437.1, XP_035728436.1	XP_021695873.1
OG0000256	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1	XP_001659923.1
OG0000257	XP_035740806.1, XP_035740850.1	XP_021707001.1
OG0000257	XP_035740701.1	XP_001653528.1
OG0000260	XP_035730089.1	XP_021710146.1
OG0000260	XP_035739763.1	XP_001651266.2
OG0000263	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1	XP_021695756.1, XP_001659895.1
OG0000264	XP_035735842.1	XP_021699793.1
OG0000264	XP_035728468.1	XP_001654772.1
OG0000265	XP_035743707.1	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2
OG0000266	XP_035743679.1	XP_001663718.1
OG0000266	XP_035727916.1	XP_001648452.3
OG0000268	XP_035724329.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1	XP_021694258.1
OG0000270	XP_035721119.1	XP_021693340.1
OG0000270	XP_035736463.1	XP_021693342.1
OG0000272	XP_035729176.1	XP_021702656.1, XP_001651408.2
OG0000273	XP_035734287.1, XP_035734277.1	XP_021697010.1
OG0000274	XP_035728684.1	XP_021708647.1, XP_021712554.1
OG0000275	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000277	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_035742183.1, XP_035742182.1	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000283	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1	XP_021699203.1
OG0000284	XP_035725371.1	XP_021713281.1
OG0000284	XP_035736377.1	XP_001649911.1
OG0000285	XP_035725457.1, XP_035725458.1, XP_035725456.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	XP_035740381.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1
OG0000288	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1	XP_021708643.1
OG0000288	XP_035727964.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_035736843.1, XP_035736844.1, XP_035736845.1	XP_001653392.1, XP_021700629.1
OG0000291	XP_035742447.1, XP_035742448.1	XP_001660325.1
OG0000295	XP_035724522.1, XP_035724503.1, XP_035724513.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_035742884.1, XP_035742883.1, XP_035742885.1	XP_021696627.1, XP_001652037.1
OG0000298	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1	XP_001653995.1
OG0000299	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1	XP_001651322.2
OG0000300	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1	XP_001655172.1
OG0000301	XP_035741425.1	XP_001648376.1
OG0000301	XP_035725195.1	XP_001658068.2
OG0000302	XP_035736733.1	XP_011493002.2
OG0000303	XP_035738398.1	XP_001654671.2
OG0000304	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	XP_035725285.1	XP_021713275.1
OG0000305	XP_035729831.1	XP_021709869.1
OG0000306	XP_035737223.1, XP_035737207.1, XP_035737199.1	XP_021713149.1, XP_001657736.2
OG0000307	XP_035721440.1, XP_035721443.1, XP_035721442.1	XP_001648503.2, XP_021709490.1
OG0000308	XP_035734694.1, XP_035734697.1	XP_021704951.1, XP_001652493.1
OG0000309	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1
OG0000310	XP_035742346.1, XP_035722399.1	XP_021709445.1, XP_021707061.1
OG0000311	XP_035743868.1, XP_035743867.1	XP_001663796.1
OG0000312	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1	XP_011493181.2
OG0000313	XP_035740443.1	XP_021711596.1
OG0000315	XP_035727385.1	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	XP_035740432.1	XP_001659462.2
OG0000316	XP_035729094.1, XP_035729092.1	XP_021708459.1
OG0000317	XP_035740159.1	XP_021709328.1
OG0000318	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	XP_035727711.1, XP_035727714.1, XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	XP_035723044.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	XP_035718651.1, XP_035718650.1	XP_001654226.2
OG0000322	XP_035732799.1	XP_021699357.1, XP_001664072.2, XP_001664071.2
OG0000323	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1	XP_021709796.1
OG0000325	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1
OG0000326	XP_035730290.1	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000329	XP_035727539.1, XP_035727540.1	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1
OG0000330	XP_035734130.1, XP_035719014.1, XP_035719494.1	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	XP_035734091.1, XP_035734090.1, XP_035734092.1	XP_001648362.2
OG0000333	XP_035719269.1, XP_035743594.1	XP_021693426.1
OG0000334	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1	XP_021701876.1
OG0000335	XP_035723458.1, XP_035731643.1, XP_035731642.1	XP_021711938.1
OG0000336	XP_035742767.1, XP_035742772.1, XP_035742759.1, XP_035739272.1	XP_001655208.2
OG0000337	XP_035723409.1	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000338	XP_035739250.1	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2
OG0000339	XP_035724022.1	XP_001648723.1
OG0000339	XP_035718121.1, XP_035718122.1	XP_001656676.1
OG0000340	XP_035725472.1, XP_035725471.1	XP_021705793.1
OG0000341	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1	XP_021702717.1, XP_001659283.1
OG0000342	XP_035718354.1	XP_021700597.1
OG0000342	XP_035719318.1	XP_021709325.1
OG0000343	XP_035743980.1	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1
OG0000344	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000347	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1	XP_021700452.1
OG0000349	XP_035729444.1	XP_021693827.1
OG0000350	XP_035737131.1, XP_035737130.1	XP_001659213.2
OG0000351	XP_035718015.1, XP_035718022.1, XP_035718032.1, XP_035726210.1	XP_021707134.1, XP_001647780.1
OG0000352	XP_035737721.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	XP_035740320.1	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
OG0000357	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1	XP_021701084.1
OG0000358	XP_035727372.1, XP_035727374.1, XP_035727373.1	XP_001661132.1, XP_021698766.1
OG0000360	XP_035717699.1	XP_021705669.1, XP_021705670.1
OG0000361	XP_035728053.1	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1
OG0000362	XP_035733777.1	XP_001658111.1
OG0000362	XP_035733776.1	XP_021698010.1
OG0000363	XP_035717943.1	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1
OG0000364	XP_035724830.1, XP_035724831.1	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1
OG0000365	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1	XP_021696655.1, XP_021696656.1, XP_001652059.2
OG0000366	XP_035731042.1, XP_035731038.1, XP_035731020.1	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1
OG0000367	XP_035730042.1, XP_035730043.1	XP_001650261.2
OG0000368	XP_035725196.1, XP_035725421.1	XP_001649238.1, XP_001649236.1, XP_021705594.1
OG0000369	XP_035736257.1, XP_035735619.1	XP_021706588.1, XP_021708003.1
OG0000370	XP_035723563.1	XP_021712555.1
OG0000370	XP_035723707.1	XP_021712567.1, XP_021712559.1, XP_001658407.1
OG0000372	XP_035726735.1, XP_035733921.1	XP_001653705.2
OG0000375	XP_035733331.1	XP_001652513.1
OG0000377	XP_035744081.1	XP_001660801.2
OG0000377	XP_035738841.1	XP_001652672.1, XP_001652671.1, XP_001652673.1
OG0000378	XP_035732227.1, XP_035732224.1, XP_035720515.1	XP_021709491.1
OG0000379	XP_035730189.1, XP_035730188.1, XP_035730187.1	XP_021704205.1, XP_021704206.1
OG0000380	XP_035726693.1, XP_035726692.1, XP_035726694.1	XP_001658589.2, XP_021700482.1
OG0000381	XP_035739680.1	XP_021709141.1
OG0000381	XP_035743164.1	XP_021708636.1, XP_001653770.1
OG0000382	XP_035731760.1, XP_035732432.1	XP_021712504.1, XP_021705463.1
OG0000384	XP_035720776.1	XP_001660403.1
OG0000385	XP_035729195.1, XP_035723456.1	XP_021712982.1, XP_001649476.1
OG0000386	XP_035728038.1, XP_035728376.1, XP_035728377.1	XP_011493284.1, XP_001651049.1, XP_021694539.1
OG0000387	XP_035736603.1	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1
OG0000388	XP_035726517.1	XP_021694733.1
OG0000389	XP_035719223.1	XP_001653489.2, XP_001653487.1
OG0000390	XP_035738057.1	XP_001652622.1
OG0000391	XP_035733359.1	XP_021708186.1, XP_021708180.1
OG0000392	XP_035742210.1	XP_021694279.1
OG0000394	XP_035735750.1, XP_035735752.1, XP_035735751.1	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1
OG0000395	XP_035722253.1, XP_035722857.1	XP_021711480.1
OG0000396	XP_035740626.1	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1
OG0000397	XP_035733757.1, XP_035733756.1	XP_021705047.1, XP_021705046.1, XP_021712900.1
OG0000398	XP_035727861.1, XP_035727863.1, XP_035727862.1	XP_001654423.1
OG0000399	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1	XP_021701463.1, XP_021701471.1, XP_021701437.1
OG0000400	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1	XP_021708893.1, XP_001657539.2, XP_001657536.2
OG0000401	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1	XP_021710740.1, XP_001657992.2, XP_021710747.1
OG0000402	XP_035730366.1	XP_011492940.1, XP_001658086.2
OG0000403	XP_035718489.1	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1
OG0000405	XP_035740586.1, XP_035740585.1	XP_001663334.1
OG0000405	XP_035729013.1, XP_035729012.1	XP_001660991.1
OG0000406	XP_035732984.1	XP_001656191.2
OG0000406	XP_035732985.1	XP_001657673.2, XP_001657671.1, XP_001657674.2
OG0000407	XP_035743386.1, XP_035743388.1, XP_035743390.1, XP_035743383.1, XP_035743384.1	XP_001650092.2
OG0000408	XP_035722401.1	XP_001656144.1
OG0000408	XP_035737799.1	XP_001649800.1
OG0000409	XP_035723932.1	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1
OG0000410	XP_035724504.1	XP_021706294.1, XP_021706293.1
OG0000410	XP_035724339.1	XP_021700545.1, XP_021700546.1, XP_021711935.1
OG0000411	XP_035728085.1	XP_021698601.1
OG0000411	XP_035736358.1	XP_001664033.2
OG0000412	XP_035731605.1	XP_021698414.1
OG0000413	XP_035737679.1	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1
OG0000415	XP_035739802.1	XP_021707878.1
OG0000416	XP_035742854.1	XP_001648022.2
OG0000417	XP_035731664.1, XP_035731666.1	XP_001656516.2
OG0000417	XP_035736212.1	XP_001660338.2
OG0000419	XP_035736016.1	XP_001650207.1
OG0000420	XP_035737714.1	XP_001654248.2, XP_001663090.2, XP_001663089.2
OG0000421	XP_035725314.1	XP_021710730.1
OG0000423	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1
OG0000424	XP_035721878.1	XP_001660884.1, XP_001660885.1
OG0000425	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1	XP_001661159.1
OG0000426	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1	XP_001648511.1, XP_021706083.1
OG0000427	XP_035736616.1	XP_021693479.1
OG0000428	XP_035728302.1, XP_035728301.1, XP_035728303.1	XP_001652376.3
OG0000428	XP_035731002.1, XP_035731003.1	XP_021713276.1
OG0000429	XP_035720359.1	XP_021708592.1
OG0000430	XP_035742034.1	XP_001651734.2
OG0000431	XP_035719249.1	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1
OG0000432	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1	XP_021693214.1, XP_001660788.2
OG0000433	XP_035740897.1	XP_021706095.1
OG0000434	XP_035724577.1, XP_035724578.1, XP_035724580.1	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1
OG0000436	XP_035726509.1	XP_021707245.1, XP_021707240.1
OG0000436	XP_035717431.1	XP_001648952.2
OG0000437	XP_035719769.1	XP_001652247.1
OG0000438	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1, XP_035732528.1	XP_021707499.1
OG0000439	XP_035726037.1	XP_021708260.1
OG0000440	XP_035734048.1	XP_021693136.1
OG0000441	XP_035743138.1	XP_021703713.1, XP_021703712.1, XP_021703709.1, XP_021703711.1
OG0000442	XP_035728022.1	XP_021698175.1, XP_021698170.1
OG0000443	XP_035724536.1	XP_021696026.1
OG0000444	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1	XP_001659746.2
OG0000445	XP_035739638.1	XP_021701995.1, XP_021701992.1, XP_021701996.1, XP_021701994.1
OG0000445	XP_035739639.1	XP_021701997.1
OG0000446	XP_035725068.1, XP_035725067.1	XP_021703072.1, XP_021703048.1, XP_021703054.1, XP_001658093.2, XP_021703060.1
OG0000447	XP_035727077.1, XP_035727079.1, XP_035727078.1	XP_001660470.2, XP_001660472.2
OG0000448	XP_035732885.1, XP_035732883.1	XP_001649735.1
OG0000449	XP_035730911.1, XP_035730912.1	XP_001652874.1
OG0000451	XP_035732335.1, XP_035732337.1, XP_035732336.1	XP_001655826.2
OG0000452	XP_035731135.1	XP_001648925.2
OG0000452	XP_035721082.1	XP_001648027.2
OG0000453	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1	XP_021697495.1
OG0000454	XP_035726887.1	XP_021706461.1
OG0000455	XP_035730560.1	XP_001652284.1, XP_021706466.1, XP_021706467.1
OG0000456	XP_035733682.1, XP_035733683.1, XP_035733681.1	XP_001654206.1, XP_001654207.2, XP_001650194.1
OG0000457	XP_035727490.1	XP_021706429.1, XP_021711607.1, XP_021711608.1
OG0000458	XP_035737420.1, XP_035737421.1	XP_001660837.1
OG0000459	XP_035743475.1	XP_021706301.1, XP_021706296.1, XP_021706297.1, XP_021706298.1, XP_021706299.1, XP_021706300.1, XP_021706302.1
OG0000460	XP_035737627.1	XP_001649855.2
OG0000460	XP_035737628.1	XP_021705970.1, XP_021705971.1
OG0000461	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1	XP_021695522.1
OG0000462	XP_035718532.1, XP_035718530.1	XP_001661490.1
OG0000463	XP_035726149.1	XP_021701569.1, XP_021701573.1, XP_001658986.1, XP_021702949.1
OG0000464	XP_035717973.1	XP_021692926.1, XP_021692928.1
OG0000466	XP_035729251.1, XP_035729250.1	XP_021701291.1, XP_021701290.1, XP_021701289.1, XP_021701288.1, XP_021701299.1, XP_021701298.1, XP_021701297.1, XP_001648093.1, XP_001648092.1, XP_001648088.2, XP_021701300.1
OG0000467	XP_035719734.1, XP_035719732.1, XP_035719733.1, XP_035719731.1	XP_021704958.1
OG0000468	XP_035731830.1	XP_021701552.1
OG0000469	XP_035732317.1, XP_035732334.1, XP_035732325.1, XP_035732342.1	XP_001657083.2
