Orthogroup	Apis_mellifera	Bombus_terrestris	Ceratina_calcarata	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria
OG0001731	XP_026294997.1, XP_026295003.1	XP_012174343.1, XP_012174349.1	XP_017879221.1, XP_017879238.1	XP_015434989.1	XP_017756396.1	XP_017796452.1	XP_012136615.1	XP_033341803.1, XP_033341822.1	XP_031839883.1	XP_029032064.1, XP_029032073.1	XP_034171056.1
OG0001732	XP_026295183.1	XP_003402812.1	XP_017885275.1, XP_017885283.1	XP_015437105.1, XP_015437108.1	XP_017757341.1	XP_017789391.1	XP_003708162.1, XP_012152274.1	XP_033321634.1	XP_031849627.1, XP_031849630.1	XP_029046262.1	XP_034194426.1, XP_034194429.1
OG0001733	XP_026295324.1, XP_026295325.1	XP_003394109.1, XP_020724229.1, XP_020724230.1, XP_020724231.1	XP_017887184.1	XP_015429316.1	XP_017757269.1	XP_017789306.1	XP_012152182.1, XP_012152183.1	XP_033339042.1	XP_031844147.1	XP_029049896.1	XP_034194387.1
OG0001734	XP_026295427.1	XP_020724222.1	XP_017884043.1, XP_017884044.1	XP_015435775.1	XP_017755370.1	XP_017796159.1	XP_012147195.1	XP_033321851.1, XP_033321852.1, XP_033339974.1	XP_031844286.1	XP_029033085.1	XP_034182787.1, XP_034182788.1, XP_034182793.1
OG0001735	XP_026295549.1	XP_012169130.1	XP_017875938.1	XP_015432829.1	XP_017766017.1	XP_017798991.1	XP_012141653.1, XP_012141654.1, XP_012141655.1, XP_012141656.1	XP_033341368.1	XP_031839420.1	XP_029037810.1, XP_029037811.1, XP_029037812.1	XP_034173310.1
OG0001736	XP_026295572.1, XP_026295581.1	XP_012175978.1, XP_012175979.1	XP_017893435.1	XP_015435926.1	XP_017762381.1	XP_017788269.1	XP_012146566.1, XP_012146567.1, XP_012146574.1	XP_033323315.1	XP_031844451.1, XP_031844452.1	XP_029037157.1	XP_034182736.1
OG0001737	XP_026295876.1	XP_003395130.1, XP_012163575.1	XP_017878179.1, XP_017878187.1	XP_015431750.1, XP_015431751.1	XP_017758599.1	XP_017796052.1	XP_012134954.1	XP_033332123.1, XP_033332124.1	XP_031834444.1, XP_031834445.1	XP_029047068.1	XP_034187343.1
OG0001738	XP_026295922.1	XP_020723393.1	XP_017885796.1, XP_026668865.1	XP_015437598.1	XP_017760064.1	XP_017798072.1	XP_012147456.1	XP_033326579.1	XP_031847549.1	XP_029046024.1	XP_034174019.1, XP_034174020.1, XP_034174022.1, XP_034174023.1, XP_034174024.1
OG0001739	XP_026295986.1	XP_003399319.1, XP_012169523.1	XP_017876590.1, XP_017876591.1, XP_017876592.1, XP_026667591.1	XP_015433121.1	XP_017767605.1	XP_017796891.1	XP_003703061.1	XP_033336904.1	XP_031833214.1, XP_031833215.1	XP_029040193.1	XP_034196435.1
OG0001740	XP_026295991.1, XP_026295992.1	XP_012163658.1	XP_017877764.2	XP_015431675.1	XP_017754554.1	XP_017787938.1	XP_012141932.1, XP_012141933.1	XP_033333848.1, XP_033333850.1	XP_031845992.1, XP_031845993.1	XP_029046699.1	XP_034174847.1, XP_034174848.1
OG0001741	XP_026296074.1, XP_026296077.1	XP_012174045.1	XP_017877765.2	XP_015436879.1	XP_017756136.1	XP_017796312.1	XP_012134987.1	XP_033326986.1, XP_033327010.1	XP_031845033.1, XP_031845069.1, XP_031845071.1	XP_029033818.1, XP_029033838.1	XP_034174317.1
OG0001742	XP_026296135.1	XP_012171343.1, XP_012171346.1	XP_017877438.1, XP_017882734.1, XP_017890877.1, XP_017890879.1	XP_015436805.1	XP_017762741.1	XP_017790367.1	XP_012135315.1, XP_012135316.1	XP_033323152.1	XP_031836716.1	XP_029037770.1	XP_034171308.1
OG0001743	XP_026296212.1	XP_012163590.1	XP_017888682.1	XP_015431691.1	XP_017758553.1	XP_017797284.1	XP_012139955.1, XP_012139957.1, XP_012139959.1	XP_033329704.1, XP_033329707.1, XP_033329710.1	XP_031846041.1	XP_029035666.1	XP_034174750.1, XP_034174753.1
OG0001744	XP_026296300.1	XP_012169538.1	XP_017885719.1, XP_017889227.1	XP_015440319.1	XP_017767600.1	XP_017796904.1, XP_017796905.1, XP_017796906.1	XP_003704435.1, XP_012143182.1, XP_012143183.1	XP_033327067.1, XP_033327068.1, XP_033342591.1	XP_031833176.1		
OG0001745	XP_026296430.1	XP_003395421.1, XP_003403020.2	XP_017883007.2	XP_015433278.1, XP_015433279.1	XP_017755676.1	XP_017794883.1	XP_003705223.2, XP_012145126.1	XP_033321319.1	XP_031831478.1, XP_031831479.1	XP_029042142.1, XP_029042143.1	XP_034177785.1
OG0001746	XP_026296485.1	XP_003402391.2	XP_017891357.1	XP_015433284.1	XP_017755630.1	XP_017795504.1	XP_012145155.1	XP_033332910.1	XP_031831412.1	XP_029043822.1	XP_034177918.1, XP_034177919.1, XP_034177920.1, XP_034177921.1, XP_034177922.1, XP_034177923.1
OG0001747	XP_026296488.1	XP_003399743.1, XP_012170329.1, XP_020721616.1, XP_020721617.1, XP_020721618.1	XP_026672728.1	XP_015432675.1	XP_017762082.1	XP_017794875.1	XP_003704098.1	XP_033326366.1, XP_033339909.1	XP_031826710.1	XP_029045166.1	XP_034190946.1
OG0001748	XP_026296535.1	XP_012164116.1	XP_017879592.1	XP_015439782.1	XP_017755333.1, XP_017755335.1, XP_017755336.1	XP_017792208.1	XP_003707472.1, XP_012149995.1	XP_033324254.1, XP_033324255.1	XP_031825332.1, XP_031825333.1	XP_029048720.1	XP_034176743.1
OG0001749	XP_026296631.1	XP_012164412.1	XP_017883528.1, XP_017883530.1, XP_017883531.1, XP_026671046.1, XP_026671047.1	XP_015440008.1	XP_017755606.1, XP_017755610.1	XP_017795591.1	XP_012154056.1	XP_033325824.1	XP_031831230.1	XP_029042783.1	XP_034192968.1
OG0001750	XP_026296701.1	XP_012173499.1, XP_020723092.1	XP_026669213.1, XP_026669216.1	XP_015439283.1	XP_017755947.1, XP_017765806.1	XP_017793580.1, XP_017793581.1	XP_012141244.1, XP_012151861.1		XP_031831249.1	XP_029042062.1, XP_029042090.1	XP_034177683.1
OG0001751	XP_026296729.1, XP_026296731.1	XP_020718663.1, XP_020718664.1	XP_026670888.1	XP_015440252.1	XP_017757501.1	XP_017793700.1, XP_017793701.1	XP_003707287.1	XP_033327976.1, XP_033327977.1	XP_031833671.1, XP_031833673.1	XP_029046466.1	XP_034177282.1
OG0001752	XP_026296861.1	XP_012173530.1	XP_017883582.1	XP_015439802.1	XP_017761119.1	XP_017788551.1, XP_017788552.1	XP_012144919.1	XP_033324053.1	XP_031831405.1, XP_031831406.1, XP_031831407.1	XP_029036614.1, XP_029036617.1	XP_034192903.1, XP_034192906.1
OG0001753	XP_026296872.1, XP_026296873.1	XP_003395363.1	XP_017879876.1	XP_015439958.1	XP_017753662.1	XP_017796008.1	XP_003701865.1	XP_033321100.1, XP_033321101.1	XP_031831790.1	XP_029046459.1, XP_029046460.1	XP_034177516.1, XP_034177517.1, XP_034177518.1
OG0001754	XP_026297019.1	XP_003396134.1	XP_017886957.1, XP_026672777.1	XP_015431999.1	XP_017756811.1	XP_017789010.1	XP_003705854.1, XP_012146689.1	XP_033321051.1, XP_033321053.1	XP_031840224.1, XP_031840225.1	XP_029048092.1	XP_034195028.1, XP_034195036.1
OG0001755	XP_026297049.1	XP_020720103.1	XP_026674079.1, XP_026675562.1	XP_015435651.1	XP_017760454.1	XP_017796895.1	XP_003702605.2, XP_012138994.1	XP_033333678.1	XP_031829211.1	XP_029043102.1, XP_029043103.1, XP_029043104.1	XP_034189008.1, XP_034189011.1
OG0001756	XP_026297205.1, XP_026297206.1	XP_012164670.1	XP_017886521.1, XP_017886522.1, XP_026666541.1	XP_015432527.1	XP_017763730.1	XP_017797441.1	XP_012139206.1, XP_012139208.1	XP_033323500.1, XP_033323525.1	XP_031836502.1	XP_029050805.1	XP_034196319.1
OG0001757	XP_026297323.1	XP_003395982.1	XP_026675565.1	XP_015432062.1	XP_017758345.1	XP_017797577.1	XP_012140780.1	XP_033323788.1, XP_033323789.1, XP_033323790.1, XP_033323791.1, XP_033323792.1	XP_031836552.1	XP_029041507.1, XP_029041720.1	XP_034195426.1
OG0001758	XP_026297491.1	XP_003396657.1, XP_003396658.1	XP_017892318.1	XP_015437137.1	XP_017762772.1, XP_017762773.1	XP_017792075.1	XP_003702157.1	XP_033340216.1, XP_033340217.1	XP_031846741.1, XP_031846742.1	XP_029055403.1	XP_034176402.1, XP_034176411.1
OG0001759	XP_026297520.1	XP_020719541.1, XP_020719542.1	XP_017893262.1, XP_017893270.1	XP_015434435.1, XP_015434437.1	XP_017763807.1	XP_017787789.1, XP_017787791.1	XP_003704785.1, XP_012144041.1	XP_033328489.1	XP_031826591.1	XP_029047255.1	XP_034175543.1
OG0001760	XP_026297815.1	XP_012173353.1	XP_017892501.1	XP_015431144.1	XP_017757931.1	XP_017788539.1	XP_012143293.1, XP_012143294.1	XP_033321484.1, XP_033321491.1	XP_031837822.1	XP_029039212.1	XP_034191944.1, XP_034191945.1, XP_034191946.1, XP_034191947.1
OG0001761	XP_026297873.1	XP_003393279.1	XP_017884086.1, XP_026671355.1	XP_015437600.1	XP_017759092.1	XP_017795498.1	XP_003705301.2, XP_012145344.1, XP_012145345.1	XP_033321111.1	XP_031836220.1, XP_031836222.1	XP_029051376.1, XP_029053483.1	XP_034194579.1
OG0001762	XP_026297892.1, XP_026297900.1	XP_012175018.1, XP_012175031.1	XP_026673719.1, XP_026673720.1	XP_015433532.1	XP_017763642.1	XP_017791249.1, XP_017791251.1	XP_012144760.1	XP_033337766.1, XP_033337767.1	XP_031829656.1	XP_029034896.1	XP_034184948.1
OG0001763	XP_026297917.1	XP_012166327.1, XP_012166328.1, XP_020719847.1	XP_017877356.1	XP_015429595.1	XP_017761756.1	XP_017790500.1	XP_003707483.1, XP_012150389.1	XP_033332831.1	XP_031841886.1, XP_031841887.1	XP_029041226.1	XP_034181395.1, XP_034181396.1
OG0001764	XP_026297973.1	XP_012166533.1	XP_017891198.1	XP_015435950.1	XP_017763107.1	XP_017790020.1	XP_012141282.1	XP_033329513.1	XP_031831992.1, XP_031831993.1, XP_031831994.1, XP_031831995.1, XP_031831996.1, XP_031831997.1	XP_029040987.1	XP_034188059.1
OG0001765	XP_026297975.1	XP_020718391.1	XP_026674693.1	XP_015428534.1	XP_017764250.1	XP_017797846.1	XP_012153748.1, XP_012153749.1, XP_012153750.1, XP_012153751.1, XP_012153752.1	XP_033341826.1	XP_031835197.1, XP_031835206.1	XP_029050137.1	XP_034175981.1
OG0001766	XP_026298354.1	XP_003403196.2	XP_017888589.1	XP_015430441.1	XP_017764198.1	XP_017799592.1	XP_003702485.1	XP_033332623.1	XP_031829728.1	XP_029050771.1	XP_034190374.1, XP_034190375.1, XP_034190376.1, XP_034190377.1, XP_034190378.1, XP_034190379.1
OG0001767	XP_026298558.1	XP_012173415.1, XP_012173416.1	XP_017885723.1	XP_015431117.1	XP_017757924.1, XP_017757926.1	XP_017788574.1	XP_012137524.1, XP_012137526.1	XP_033338007.1, XP_033338009.1	XP_031838070.1, XP_031838073.1	XP_029037529.1	XP_034191753.1
OG0001768	XP_026298663.1, XP_026298664.1	XP_020720008.1	XP_017881300.1, XP_026669919.1	XP_015431047.1	XP_017758216.1	XP_017797670.1	XP_012144107.1, XP_012144112.1	XP_033324058.1	XP_031837903.1	XP_029054160.1, XP_029054171.1	XP_034184070.1, XP_034184073.1
OG0001769	XP_026298731.1	XP_003402045.1, XP_020723135.1, XP_020723136.1, XP_020723137.1, XP_020723138.1	XP_017878260.1	XP_015431039.1	XP_017757876.1	XP_017788555.1, XP_017795220.1	XP_012143520.1	XP_033333687.1	XP_031837958.1	XP_029037511.1	XP_034191697.1
OG0001770	XP_026298886.1	XP_003398432.1, XP_003398434.1, XP_003398435.1, XP_003398436.1, XP_003403021.1, XP_012174894.1	XP_017891597.1	XP_015438580.1	XP_017762938.1	XP_017790226.1	XP_012148506.1	XP_033340631.1	XP_031831095.1	XP_029050538.1	XP_034185955.1
OG0001771	XP_026298936.1, XP_026298937.1, XP_026298938.1, XP_026298939.1, XP_026298940.1, XP_026298941.1	XP_003394641.1	XP_017882707.1	XP_015434742.1	XP_017755347.1	XP_017790141.1	XP_003700757.1	XP_033324480.1	XP_031828537.1	XP_029043019.1	XP_034186802.1
OG0001772	XP_026299097.1, XP_026299098.1	XP_012168185.1	XP_017881311.1	XP_015438521.1	XP_017758101.1, XP_017758443.1	XP_017795430.1	XP_012149161.1, XP_012149162.1	XP_033331712.1	XP_031830482.1	XP_029051451.1, XP_029051452.1	XP_034183808.1, XP_034183809.1
OG0001773	XP_026299099.1	XP_003398079.2	XP_026672607.1	XP_015438399.1	XP_017758410.1	XP_017789814.1	XP_012150977.1	XP_033340979.1	XP_031830619.1	XP_029048990.1, XP_029048991.1, XP_029048992.1, XP_029048993.1, XP_029048994.1	XP_034185770.1, XP_034185771.1
OG0001774	XP_026299115.1	XP_012173920.1	XP_017883670.1	XP_015436643.1	XP_017756535.1	XP_017790145.1	XP_003702003.1	XP_033324474.1, XP_033324475.1, XP_033324476.1, XP_033324477.1	XP_031847021.1, XP_031847022.1	XP_029041191.1	XP_034181302.1, XP_034181303.1
OG0001775	XP_026299135.1, XP_026299136.1, XP_026299137.1, XP_026299138.1, XP_026299139.1	XP_020720722.1, XP_020720723.1	XP_017882020.1	XP_015438450.1	XP_017757613.1	XP_017790046.1	XP_003706896.1	XP_033331779.1	XP_031831128.1	XP_029040517.1	XP_034183692.1
OG0001776	XP_026299298.1	XP_003398587.1, XP_020720830.1, XP_020720831.1	XP_026670426.1	XP_015431430.1	XP_017760048.1	XP_017793885.1	XP_003699749.1	XP_033320907.1	XP_031830541.1, XP_031830542.1, XP_031830543.1	XP_029044572.1, XP_029044573.1	XP_034186151.1
OG0001777	XP_026299381.1	XP_003396482.1	XP_017887623.1	XP_015438319.1	XP_017759091.1	XP_017790315.1	XP_012146023.1	XP_033332075.1	XP_031831619.1	XP_029042305.1, XP_029042306.1, XP_029042307.1	XP_034176443.1, XP_034176444.1, XP_034176445.1, XP_034176446.1
OG0001778	XP_026299413.1	XP_020719122.1	XP_017889079.1	XP_015435251.1	XP_017753995.1	XP_017798967.1	XP_003708014.1, XP_012151788.1, XP_012151789.1	XP_033341230.1, XP_033341232.1	XP_031839217.1	XP_029037925.1, XP_029037926.1	XP_034172904.1, XP_034172905.1
OG0001779	XP_026299482.1	XP_012171472.1, XP_012171475.1	XP_017889395.1	XP_015434026.1	XP_017759108.1	XP_017792519.1	XP_012145289.1	XP_033338296.1	XP_031833741.1, XP_031833742.1, XP_031833743.1	XP_029035132.1	XP_034185010.1, XP_034185011.1, XP_034185012.1
OG0001780	XP_026299490.1, XP_026299741.1	XP_020721180.1	XP_026674557.1, XP_026674558.1, XP_026674559.1, XP_026674561.1	XP_015437394.1	XP_017760683.1	XP_017793335.1	XP_012135251.1	XP_033342609.1	XP_031835637.1, XP_031835638.1	XP_029049827.1	XP_034193307.1
OG0001781	XP_026299659.1	XP_003398859.1	XP_017880359.1	XP_015436598.1, XP_015438156.1	XP_017763937.1	XP_017793312.1	XP_003702450.1, XP_012138640.1, XP_012138641.1, XP_012138642.1	XP_033334478.1	XP_031828838.1, XP_031828839.1	XP_029044157.1	XP_034175090.1
OG0001782	XP_026299833.1, XP_026299834.1	XP_012165121.1	XP_017875093.1, XP_017875095.1	XP_015430011.1	XP_017752631.1	XP_017794317.1	XP_012153011.1	XP_033328996.1	XP_031828294.1, XP_031828307.1	XP_029043973.1, XP_029043998.1	XP_034170963.1, XP_034171019.1
OG0001783	XP_026299850.1, XP_026299854.1	XP_012169185.1, XP_020720968.1	XP_017876295.1, XP_026667510.1	XP_015435561.1	XP_017754788.1	XP_017795568.1	XP_012134521.1, XP_012134526.1	XP_033334598.1	XP_031838458.1, XP_031838469.1	XP_029037319.1	XP_034176489.1
OG0001784	XP_026299872.1, XP_026299874.1, XP_026299875.1	XP_020721286.1	XP_026669393.1, XP_026669396.1, XP_026669397.1	XP_015428699.1	XP_017755073.1	XP_017789587.1	XP_012141587.1	XP_033335166.1, XP_033335173.1	XP_031829746.1	XP_029041158.1	XP_034181358.1
OG0001785	XP_026300196.1, XP_026300199.1	XP_012169880.2	XP_017888402.1, XP_026673479.1	XP_015438690.1	XP_017753437.1	XP_017791491.1	XP_012153029.1	XP_033332475.1, XP_033332487.1	XP_031828243.1, XP_031828254.1	XP_029040354.1	XP_034186588.1, XP_034186590.1
OG0001786	XP_026300224.1, XP_026300227.1	XP_020722621.1	XP_026674957.1, XP_026674961.1		XP_017766921.1, XP_017766927.1, XP_017766950.1	XP_017796295.1, XP_017796296.1, XP_017796297.1	XP_003704145.1, XP_003704160.1	XP_033341684.1		XP_029054371.1	XP_034179498.1
OG0001787	XP_026300432.1, XP_026300434.1	XP_020721826.1	XP_017890288.1, XP_026674396.1	XP_015432322.1	XP_017766566.1	XP_017788709.1	XP_012143120.1	XP_033331484.1, XP_033331493.1	XP_031848832.1	XP_029044985.1, XP_029044987.1	XP_034178657.1, XP_034178659.1
OG0001788	XP_026300438.1	XP_003400090.1, XP_020721799.1	XP_026674397.1	XP_015428571.1	XP_017766600.1	XP_017788830.1	XP_012142716.1	XP_033332027.1, XP_033332030.1, XP_033332031.1	XP_031827817.1, XP_031827818.1	XP_029049263.1	XP_034178478.1, XP_034178480.1
OG0001789	XP_026300546.1	XP_003400195.1, XP_012170946.1, XP_020721977.1	XP_017886052.1	XP_015432378.1	XP_017766591.1	XP_017788704.1	XP_012142927.1	XP_033330259.1	XP_031832371.1, XP_031832372.1, XP_031832373.1	XP_029052103.1, XP_029052104.1	XP_034178310.1
OG0001790	XP_026300552.1, XP_026300553.1, XP_026300554.1	XP_012170833.1	XP_017877169.1	XP_015437701.1	XP_017752214.1	XP_017795765.1	XP_012143048.1	XP_033328431.1, XP_033328440.1	XP_031836231.1, XP_031836232.1, XP_031836233.1	XP_029048586.1	XP_034178168.1
OG0001791	XP_026300580.1	XP_003400080.1, XP_020721824.1	XP_017890326.1	XP_015432288.1	XP_017766655.1	XP_017788884.1	XP_012142896.1	XP_033323408.1	XP_031845831.1	XP_029042578.1, XP_029042579.1, XP_029042581.1	XP_034178137.1, XP_034178138.1, XP_034178139.1
OG0001792	XP_026300612.1	XP_012170780.1	XP_017883590.1, XP_017883599.1	XP_015436864.1, XP_015436865.1	XP_017753018.1	XP_017789850.1, XP_017789851.1	XP_003703167.2	XP_033331362.1, XP_033331389.1	XP_031844368.1, XP_031844371.1	XP_029035687.1	XP_034178391.1
OG0001793	XP_026300682.1, XP_026300697.1	XP_012172648.2	XP_026669805.1	XP_015433019.1	XP_017759185.1	XP_017799304.1	XP_003703880.2, XP_012141699.1, XP_012141700.1, XP_012141701.1	XP_033322944.1, XP_033322945.1	XP_031846849.1	XP_029042555.1	XP_034172884.1
OG0001794	XP_026300716.1, XP_026300717.1	XP_003400905.1, XP_020722200.1	XP_026671695.1	XP_015434077.1	XP_017759411.1	XP_017797709.1	XP_012152509.1, XP_012152510.1	XP_033336668.1	XP_031845954.1, XP_031848877.1, XP_031848878.1	XP_029043534.1	XP_034180723.1
OG0001795	XP_026300792.1	XP_020722045.1	XP_017893177.1, XP_026666642.1	XP_015435235.1	XP_017757815.1	XP_017794707.1	XP_012137441.1	XP_033335705.1, XP_033336326.1	XP_031837244.1	XP_029032760.1, XP_029032761.1	XP_034180411.1, XP_034180412.1, XP_034180413.1
OG0001796	XP_026300849.1, XP_026300967.1	XP_003400384.1, XP_020722141.1, XP_020722142.1, XP_020722143.1, XP_020722144.1	XP_026671834.1	XP_015438944.1	XP_017767216.1	XP_017798775.1		XP_033336111.1	XP_031832613.1, XP_031832614.1	XP_029041877.1	XP_034180792.1
OG0001797	XP_026300909.1	XP_012171373.1, XP_012171374.1	XP_017893173.1	XP_015429311.1	XP_017755462.1	XP_017794627.1	XP_012137541.1	XP_033331719.1	XP_031837943.1	XP_029041830.1, XP_029041831.1, XP_029041832.1	XP_034180460.1, XP_034180461.1, XP_034180462.1
OG0001798	XP_026300914.1	XP_012171864.2	XP_017884373.1	XP_015439230.1	XP_017765516.1	XP_017788038.1	XP_012139801.1	XP_033336422.1	XP_031836227.1	XP_029052751.1, XP_029052752.1, XP_029052753.1, XP_029052754.1, XP_029052755.1, XP_029052756.1	XP_034191975.1
OG0001799	XP_026300939.1	XP_012171415.1, XP_012171417.1, XP_020722155.1	XP_017892160.1	XP_015430239.1	XP_017760572.1	XP_017798655.1	XP_003702874.1, XP_012139338.1, XP_012139339.1, XP_012139340.1	XP_033336246.1	XP_031837110.1	XP_029032800.1	XP_034180634.1
OG0001800	XP_026300952.1	XP_020722335.1	XP_017875426.2	XP_015434050.1	XP_017760596.1	XP_017788007.1	XP_012149609.1	XP_033336449.1, XP_033336450.1, XP_033336451.1, XP_033336452.1	XP_031832932.1	XP_029037405.1	XP_034191722.1, XP_034191723.1, XP_034191724.1
OG0001801	XP_026300976.1, XP_026300978.1	XP_020722248.1	XP_026671572.1, XP_026671678.1	XP_015438946.1	XP_017760545.1	XP_017787986.1	XP_003702875.1, XP_012139350.1	XP_033336592.1	XP_031848132.1, XP_031848133.1	XP_029039404.1, XP_029039415.1	XP_034180282.1
OG0001802	XP_026300987.1	XP_003393254.1, XP_012165203.1	XP_017876145.1	XP_015429567.1	XP_017759082.1	XP_017797534.1	XP_003706041.1, XP_012147062.1	XP_033332633.1	XP_031844027.1, XP_031844028.1, XP_031844029.1, XP_031844030.1	XP_029040459.1	XP_034196072.1
OG0001803	XP_026301150.1	XP_003401457.1	XP_017878276.1, XP_017878278.1	XP_015434839.1	XP_017753878.1, XP_017753881.1	XP_017795888.1, XP_017795889.1	XP_012136267.1	XP_033324608.1, XP_033324609.1	XP_031843244.1	XP_029036819.1, XP_029036821.1	XP_034193814.1
OG0001804	XP_026301304.1	XP_003401461.1, XP_012172686.1, XP_012172687.1, XP_012172688.1	XP_017878281.1	XP_015434792.1	XP_017753746.1	XP_017795885.1	XP_003701438.1, XP_012136276.1	XP_033324639.1, XP_033342115.1	XP_031843251.1	XP_029036957.1	XP_034193843.1
OG0001805	XP_026301314.1	XP_003401969.1, XP_020723047.1, XP_020723048.1, XP_020723049.1, XP_020723050.1	XP_026668946.1, XP_026668947.1	XP_015434884.1	XP_017753747.1	XP_017795882.1	XP_012136264.1	XP_033324872.1	XP_031843246.1	XP_029036949.1	XP_034193837.1
OG0001806	XP_026301320.1		XP_017877132.1, XP_017887927.2	XP_015431027.1, XP_015431028.1, XP_015431029.1, XP_015431231.1, XP_015431244.1	XP_017764386.1		XP_003705708.1	XP_033321034.1	XP_031838198.1, XP_031838199.1	XP_029037752.1, XP_029037753.1	XP_034185973.1
OG0001807	XP_026301334.1, XP_026301335.1	XP_012169581.1, XP_012169582.1	XP_017891282.1	XP_015428703.1	XP_017759545.1	XP_017793103.1	XP_012147745.1, XP_012147746.1, XP_012147747.1, XP_012147748.1	XP_033335153.1	XP_031846406.1	XP_029041055.1	XP_034181073.1
OG0001808	XP_026301408.1	XP_012172855.1, XP_012172856.2	XP_017891459.2	XP_015433128.1, XP_015433129.1	XP_017752134.1	XP_017799022.1, XP_017799034.1	XP_003705494.1, XP_012145799.1	XP_033341680.1	XP_031847317.1	XP_029049999.1	XP_034179018.1, XP_034179160.1
OG0001809	XP_026301457.1, XP_026301458.1	XP_012172596.1	XP_017882904.1	XP_015437951.1	XP_017765789.1	XP_017796299.1, XP_017796300.1	XP_012140627.1, XP_012140632.1, XP_012140638.1, XP_012140644.1	XP_033322345.1	XP_031825801.1, XP_031825802.1	XP_029034765.1	
OG0001810	XP_026301563.1, XP_026301564.1	XP_012169843.1, XP_012169844.1, XP_012169845.1	XP_017876882.1, XP_017876883.1	XP_015428430.1	XP_017763285.1	XP_017798319.1	XP_012154349.1	XP_033332459.1, XP_033339849.1	XP_031826684.1	XP_029048634.1	XP_034190899.1
OG0001811	XP_026301894.1, XP_026301895.1	XP_003393176.3	XP_026670976.1	XP_015432800.1	XP_017753064.1	XP_017788288.1	XP_003705043.1	XP_033340120.1, XP_033340121.1, XP_033340122.1	XP_031827319.1	XP_029047369.1, XP_029047372.1	XP_034173445.1, XP_034173446.1
OG0001812	XP_026301979.1	XP_003396846.1	XP_017885785.1	XP_015434330.1	XP_017761739.1	XP_017791004.1	XP_003704801.1	XP_033321372.1	XP_031846312.1, XP_031846313.1, XP_031846315.1, XP_031846316.1, XP_031846317.1, XP_031846318.1	XP_029035219.1	XP_034175325.1
OG0001813	XP_026302010.1	XP_012165648.1	XP_017880442.1, XP_017881855.2	XP_015429833.1, XP_015429888.1	XP_017753402.1, XP_017763854.1	XP_017791650.1, XP_017792062.1	XP_012143834.1	XP_033323783.1, XP_033329525.1	XP_031840555.1	XP_029051773.1	XP_034189958.1
OG0001814	XP_026302051.1	XP_003396211.3	XP_026669132.1	XP_015438136.1, XP_015439757.1	XP_017760234.1	XP_017797838.1	XP_012148049.1, XP_012148050.1, XP_012148051.1	XP_033320828.1, XP_033320829.1, XP_033320830.1	XP_031839039.1	XP_029051589.1	XP_034183207.1
