Orthogroup	Nomia_melanderi	Drosophila_melanogaster
OG0000270	XP_031833977.1	NP_001163596.2
OG0000271	XP_031842330.1	NP_001014620.1, NP_731788.1, NP_731790.1
OG0000272	XP_031839528.1, XP_031839531.1	NP_995675.1
OG0000272	XP_031837103.1	NP_001162795.1, NP_001356885.1
OG0000273	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1	NP_001097437.1
OG0000274	XP_031846638.1	NP_001014485.3
OG0000274	XP_031825597.1, XP_031825599.1	NP_001036681.1
OG0000275	XP_031841067.1	NP_648909.1
OG0000276	XP_031839005.1	NP_649535.2
OG0000277	XP_031848090.1, XP_031848091.1	NP_647800.1
OG0000278	XP_031836647.1	NP_612039.1, NP_647794.1
OG0000279	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1	NP_001137708.2, NP_001356890.1
OG0000280	XP_031850549.1	NP_001260503.1
OG0000281	XP_031838606.1	NP_001350861.1
OG0000283	XP_031833818.1, XP_031833817.1, XP_031833815.1	NP_001286595.1
OG0000284	XP_031826330.1	NP_727448.1
OG0000284	XP_031846776.1	NP_001259432.1
OG0000285	XP_031842320.1, XP_031842319.1	NP_001163186.1
OG0000286	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1	NP_729792.1
OG0000287	XP_031828105.1	NP_001036660.1
OG0000287	XP_031828104.1	NP_001260729.1
OG0000288	XP_031849686.1	NP_476934.2
OG0000288	XP_031833411.1	NP_001188784.1
OG0000289	XP_031839444.1	NP_001303316.1
OG0000291	XP_031830392.1	NP_648883.1, NP_648882.1
OG0000292	XP_031848114.1	NP_612066.1
OG0000293	XP_031828093.1, XP_031828087.1, XP_031828068.1, XP_031828078.1	NP_649119.2, NP_001262050.1
OG0000295	XP_031831489.1, XP_031831490.1, XP_031831492.1, XP_031831488.1	NP_611878.1
OG0000296	XP_031844567.1	NP_573076.1, NP_001096988.2
OG0000297	XP_031845801.1	NP_651265.1
OG0000298	XP_031825619.1, XP_031825620.1, XP_031825618.1	NP_650963.2
OG0000300	XP_031828108.1, XP_031828109.1	NP_648000.1
OG0000300	XP_031831837.1, XP_031831836.1	NP_001285398.1
OG0000301	XP_031827130.1	NP_572721.1
OG0000301	XP_031828764.1	NP_525031.1
OG0000302	XP_031849048.1, XP_031848510.1	NP_001246314.1
OG0000302	XP_031849055.1, XP_031848793.1, XP_031848271.1	NP_730054.1
OG0000303	XP_031827201.1	NP_609514.1, NP_730670.1, NP_572924.1, NP_730671.1, NP_648026.1
OG0000304	XP_031829902.1, XP_031829901.1	NP_788277.1
OG0000305	XP_031834133.1	NP_001284764.1, NP_650013.3, NP_650012.2
OG0000307	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1	NP_650089.1
OG0000308	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1	NP_001261704.1
OG0000309	XP_031826842.1, XP_031826838.1, XP_031826839.1, XP_031826844.1, XP_031826843.1, XP_031826845.1, XP_031826841.1	NP_651063.1
OG0000310	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1	NP_001286754.1
OG0000311	XP_031829695.1	NP_477380.1
OG0000312	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1	NP_001286891.1
OG0000313	XP_031830193.1	NP_001262580.1, NP_727588.2
OG0000314	XP_031843272.1	NP_611815.3
OG0000314	XP_031843273.1	NP_001287244.1
OG0000316	XP_031825617.1	NP_723502.2, NP_611157.1
OG0000316	XP_031838081.1	NP_611470.1
OG0000317	XP_031835468.1	NP_732413.1
OG0000318	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1	NP_609354.1
OG0000319	XP_031849335.1	NP_523751.2
OG0000320	XP_031829627.1, XP_031829628.1	NP_001285825.1, NP_476734.1
OG0000321	XP_031828113.1, XP_031828112.1	NP_523551.1
OG0000322	XP_031847858.1	NP_996040.1
OG0000322	XP_031826181.1, XP_031826182.1, XP_031826184.1	NP_649068.1
OG0000323	XP_031828906.1	NP_524359.2
OG0000324	XP_031833285.1	NP_001189070.1
OG0000326	XP_031843673.1	NP_001246635.1
OG0000327	XP_031838509.1, XP_031838513.1, XP_031838516.1	NP_001246651.1
OG0000330	XP_031836766.1	NP_523672.1
OG0000331	XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1, XP_031838206.1	NP_572986.1, NP_001285254.1, NP_001285253.1
OG0000332	XP_031838151.1, XP_031838150.1, XP_031838152.1	NP_651838.1
OG0000333	XP_031845026.1, XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1	NP_731787.1, NP_650273.2, NP_650274.2
OG0000334	XP_031843830.1, XP_031843829.1, XP_031843828.1	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1
OG0000335	XP_031826910.1, XP_031826911.1, XP_031826913.1	NP_608439.2, NP_001285956.1
OG0000336	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1, XP_031848307.1	NP_001286141.1
OG0000337	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1	NP_001097630.2
OG0000338	XP_031840740.1	NP_001303553.1, NP_728030.2
OG0000338	XP_031825343.1	NP_001245442.1, NP_001285408.1
OG0000339	XP_031831302.1	NP_649788.2
OG0000339	XP_031829836.1, XP_031829835.1	NP_001245907.1
OG0000340	XP_031837893.1	NP_726025.1, NP_611123.2
OG0000341	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1	NP_001284896.1
OG0000342	XP_031849801.1	NP_649266.1
OG0000344	XP_031837555.1, XP_031837558.1, XP_031837556.1	NP_001246528.1
OG0000345	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1	NP_610946.1
OG0000347	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1
OG0000349	XP_031827122.1	NP_650967.2
OG0000350	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1	NP_726992.2
OG0000351	XP_031844300.1	NP_001286398.1
OG0000352	XP_031839803.1, XP_031839804.1, XP_031839801.1	NP_001259266.1
OG0000356	XP_031840972.1, XP_031841764.1	NP_001163468.1, NP_728338.2
OG0000357	XP_031848546.1	NP_001137674.2
OG0000358	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1	NP_001286927.1
OG0000360	XP_031829459.1	NP_001246235.1
OG0000361	XP_031842869.1	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2
OG0000362	XP_031827924.1	NP_523888.1
OG0000363	XP_031848153.1	NP_609157.3
OG0000363	XP_031848675.1	NP_651519.1, NP_610707.2, NP_651999.1
OG0000364	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1	NP_001245832.1, NP_523936.2, NP_572633.1
OG0000365	XP_031828870.1, XP_031828869.1, XP_031828866.1, XP_031828876.1, XP_031828871.1, XP_031828872.1, XP_031828873.1, XP_031828875.1, XP_031828867.1	NP_729619.1
OG0000366	XP_031848836.1	NP_001261898.1
OG0000367	XP_031843826.1	NP_001286000.1
OG0000368	XP_031828765.1	NP_001260509.1
OG0000368	XP_031827659.1, XP_031827667.1	NP_001285984.1
OG0000369	XP_031842508.1, XP_031828181.1	NP_649024.1
OG0000370	XP_031838952.1	NP_648711.1
OG0000372	XP_031835206.1, XP_031835197.1, XP_031843583.1	NP_788925.2, NP_728118.2
OG0000375	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1	NP_001262227.1
OG0000376	XP_031830649.1	NP_611476.3
OG0000377	XP_031836352.1, XP_031836354.1, XP_031836355.1	NP_476977.1
OG0000378	XP_031836584.1	NP_996298.1
OG0000379	XP_031850460.1	NP_001162668.2
OG0000380	XP_031842078.1, XP_031842077.1, XP_031842082.1, XP_031842081.1, XP_031842083.1, XP_031842079.1	NP_524672.1
OG0000381	XP_031839882.1	NP_001262919.1, NP_524921.1, NP_524937.1
OG0000382	XP_031843770.1, XP_031843772.1, XP_031843771.1, XP_031845569.1	NP_001259313.1, NP_610213.1
OG0000383	XP_031829498.1, XP_031836346.1, XP_031836078.1	NP_001163142.1
OG0000384	XP_031834029.1	NP_001189151.1
OG0000384	XP_031833987.1	NP_001188547.1
OG0000385	XP_031842127.1, XP_031842124.1, XP_031838969.1	NP_611305.1
OG0000386	XP_031837844.1, XP_031837916.1	NP_001259349.1
OG0000387	XP_031840694.1, XP_031846649.1, XP_031846513.1	NP_608955.1
OG0000388	XP_031830365.1	NP_001285744.1
OG0000388	XP_031835429.1	NP_523952.2
OG0000389	XP_031839349.1, XP_031842038.1	NP_651184.1
OG0000390	XP_031836980.1	NP_001036599.1
OG0000394	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1	NP_001285181.1, NP_569887.1, NP_001259118.1
OG0000395	XP_031841354.1, XP_031841342.1, XP_031844342.1	NP_001262738.1
OG0000396	XP_031825880.1	NP_609571.1, NP_572912.1, NP_001285222.1
OG0000397	XP_031828640.1	NP_649233.2
OG0000398	XP_031830739.1, XP_031830738.1, XP_031830742.1, XP_031830741.1, XP_031830740.1	NP_611475.3
OG0000399	XP_031829748.1	NP_001285311.1
OG0000400	XP_031843634.1	NP_001259479.1
OG0000401	XP_031831260.1, XP_031831262.1, XP_031831258.1, XP_031831259.1, XP_031831263.1, XP_031831257.1	NP_651350.2
OG0000403	XP_031846922.1, XP_031846915.1	NP_723263.2
OG0000405	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1	NP_609402.1
OG0000405	XP_031830443.1	NP_723611.1
OG0000406	XP_031849124.1	NP_650571.2
OG0000406	XP_031849125.1	NP_649888.1
OG0000407	XP_031828677.1, XP_031828678.1, XP_031828680.1	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1
OG0000408	XP_031826067.1	NP_001097137.1
OG0000408	XP_031826434.1	NP_001261876.1
OG0000409	XP_031829286.1, XP_031829287.1, XP_031829288.1	NP_001247003.1
OG0000411	XP_031827908.1	NP_730248.2
OG0000411	XP_031846667.1	NP_570017.1
OG0000412	XP_031833089.1	NP_001246627.1
OG0000412	XP_031844906.1	NP_573357.1, NP_001259699.1
OG0000413	XP_031847110.1, XP_031847111.1	NP_523375.2
OG0000415	XP_031845031.1	NP_733403.1
OG0000416	XP_031839342.1, XP_031846386.1	NP_995952.1, NP_476818.1
OG0000417	XP_031846073.1	NP_001097759.1
OG0000417	XP_031843173.1	NP_001246053.1
OG0000418	XP_031825945.1, XP_031825936.1	NP_001247272.1
OG0000419	XP_031848129.1	NP_001260362.1, NP_001285558.1
OG0000420	XP_031839661.1, XP_031839781.1	NP_726324.3
OG0000420	XP_031839805.1	NP_001245543.1
OG0000421	XP_031826826.1, XP_031826818.1	NP_477105.2
OG0000422	XP_031831659.1, XP_031831662.1, XP_031831661.1, XP_031831660.1, XP_031831658.1	NP_001260025.1
OG0000423	XP_031845141.1	NP_651694.1
OG0000424	XP_031834162.1	NP_725192.2, NP_001036538.3, NP_001036539.1
OG0000425	XP_031825917.1, XP_031825916.1, XP_031825919.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825923.1	NP_647811.2
OG0000426	XP_031832178.1, XP_031832177.1	NP_001163740.1
OG0000427	XP_031825564.1	NP_732572.1
OG0000428	XP_031829532.1	NP_001263092.1
OG0000428	XP_031849865.1	NP_001097741.1
OG0000429	XP_031831637.1, XP_031831639.1, XP_031831635.1, XP_031831636.1, XP_031831634.1	NP_788728.1
OG0000430	XP_031839274.1, XP_031842027.1, XP_031842026.1, XP_031842031.1, XP_031842029.1, XP_031842030.1, XP_031842028.1	NP_001286094.1
OG0000431	XP_031846555.1	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1
OG0000432	XP_031830318.1	NP_001260310.1
OG0000434	XP_031833180.1, XP_031833182.1, XP_031833183.1, XP_031833179.1	NP_001261100.1
OG0000436	XP_031830362.1	NP_001246364.1
OG0000436	XP_031830359.1	NP_651178.1
OG0000437	XP_031843950.1, XP_031843942.1, XP_031843962.1	NP_001287127.1
OG0000438	XP_031833668.1, XP_031833663.1	NP_650405.2
OG0000439	XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831197.1, XP_031831184.1, XP_031831187.1, XP_031831186.1, XP_031831194.1	NP_647622.1, NP_001261264.1
OG0000440	XP_031848174.1	NP_651672.1
OG0000440	XP_031834864.1, XP_031834945.1	NP_650722.1, NP_650720.1, NP_001260388.1
OG0000441	XP_031827435.1, XP_031828298.1, XP_031829199.1	NP_001162891.1
OG0000442	XP_031844491.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844486.1	NP_001259518.1
OG0000443	XP_031826527.1, XP_031826528.1, XP_031826526.1	NP_001260942.1, NP_610331.1
OG0000444	XP_031849333.1, XP_031849324.1, XP_031849325.1, XP_031849326.1, XP_031849327.1, XP_031849328.1, XP_031849329.1, XP_031849330.1, XP_031849331.1, XP_031849332.1	NP_609032.1
OG0000445	XP_031827533.1	NP_723044.1
OG0000445	XP_031827411.1	NP_001260071.1
OG0000446	XP_031838352.1, XP_031838353.1, XP_031838351.1	NP_001263109.1
OG0000447	XP_031829976.1, XP_031829984.1	NP_727696.2
OG0000448	XP_031831408.1, XP_031831410.1, XP_031831411.1, XP_031831409.1	NP_651721.1
OG0000449	XP_031849419.1	NP_001246778.1, NP_001246777.1
OG0000450	XP_031836836.1	NP_001027415.1
OG0000451	XP_031846454.1, XP_031846456.1, XP_031846455.1	NP_609750.1, NP_730966.1
OG0000452	XP_031849268.1	NP_001260946.1
OG0000452	XP_031828311.1	NP_001286988.1
OG0000453	XP_031832789.1, XP_031832790.1, XP_031832791.1	NP_001246225.1
OG0000454	XP_031843476.1, XP_031843474.1	NP_610614.1
OG0000456	XP_031828432.1	NP_608737.1, NP_651434.3
OG0000457	XP_031826741.1, XP_031826743.1	NP_001368957.1
OG0000458	XP_031847157.1, XP_031847156.1, XP_031847155.1, XP_031847154.1	NP_611606.1
OG0000459	XP_031845480.1, XP_031845482.1, XP_031845484.1, XP_031845483.1	NP_001356963.1
OG0000460	XP_031839118.1	NP_001015261.3
OG0000461	XP_031827747.1	NP_001285280.1
OG0000462	XP_031842634.1, XP_031842632.1, XP_031842637.1, XP_031842635.1, XP_031842636.1	NP_001261842.1
OG0000463	XP_031839180.1	NP_001245447.1, NP_001096965.1
OG0000464	XP_031839320.1	NP_651860.2, NP_733051.2
OG0000466	XP_031841858.1, XP_031841856.1	NP_609172.1
OG0000467	XP_031849313.1, XP_031849312.1	NP_001246713.1
OG0000468	XP_031843218.1, XP_031843220.1, XP_031843213.1, XP_031843215.1, XP_031843214.1, XP_031843217.1, XP_031843216.1, XP_031843219.1, XP_031843209.1, XP_031843210.1, XP_031843211.1, XP_031843208.1	NP_001260343.1
OG0000469	XP_031846086.1, XP_031846085.1, XP_031846082.1, XP_031846084.1, XP_031846083.1, XP_031846080.1, XP_031846079.1	NP_651781.1
OG0000470	XP_031841343.1, XP_031841340.1, XP_031841339.1, XP_031841341.1	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2
OG0000471	XP_031838019.1	NP_001188992.1
OG0000472	XP_031826120.1	NP_001285147.1
OG0000475	XP_031847461.1, XP_031847459.1	NP_609588.1
OG0000476	XP_031845538.1	NP_001285980.1
OG0000477	XP_031839436.1	NP_728869.1
OG0000478	XP_031848834.1	NP_001027127.1
OG0000479	XP_031835435.1, XP_031835434.1	NP_524809.2
OG0000480	XP_031833944.1	NP_001027106.1, NP_511050.1, NP_728924.2
OG0000482	XP_031841941.1	NP_001368949.1, NP_001097060.1, NP_001036339.1, NP_001260521.1
OG0000483	XP_031844708.1	NP_610217.1, NP_611859.1
OG0000484	XP_031847296.1	NP_001163649.1
OG0000485	XP_031828669.1, XP_031828670.1	NP_001286073.1, NP_001286071.1
OG0000486	XP_031826524.1	NP_611374.1
OG0000487	XP_031825266.1, XP_031825267.1	NP_651901.3
OG0000488	XP_031846993.1, XP_031846994.1, XP_031846992.1	NP_001286563.1
OG0000489	XP_031828577.1	NP_001284957.1
OG0000490	XP_031835526.1, XP_031835524.1, XP_031835527.1, XP_031835523.1, XP_031835522.1, XP_031835515.1, XP_031835517.1, XP_031835519.1, XP_031835518.1, XP_031835521.1, XP_031835520.1, XP_031835516.1	NP_001287103.1
OG0000491	XP_031850360.1, XP_031850362.1	NP_788278.1, NP_523702.1
OG0000492	XP_031844658.1	NP_001036362.1
OG0000493	XP_031848261.1, XP_031848263.1, XP_031848262.1	NP_996214.1
OG0000495	XP_031826052.1	NP_612040.1
OG0000496	XP_031826142.1	NP_523937.2
OG0000497	XP_031835869.1	NP_001036687.1
OG0000497	XP_031831502.1	NP_001261016.1
OG0000498	XP_031829989.1, XP_031829990.1, XP_031829988.1	NP_611046.2
OG0000500	XP_031836437.1	NP_001245427.1
OG0000501	XP_031833440.1, XP_031835043.1	NP_001261211.1
OG0000501	XP_031843493.1	NP_001261207.1
OG0000502	XP_031841025.1	NP_610226.2
OG0000503	XP_031836827.1, XP_031836826.1	NP_001163291.1
OG0000505	XP_031832693.1	NP_001285501.1
OG0000506	XP_031834619.1, XP_031826268.1	NP_001334747.1
OG0000507	XP_031834596.1, XP_031834359.1	NP_001033959.1, NP_001033839.1, NP_726308.1
OG0000508	XP_031842335.1, XP_031842395.1, XP_031842406.1, XP_031842374.1, XP_031842344.1, XP_031842384.1, XP_031842422.1, XP_031842328.1, XP_031842413.1, XP_031842355.1, XP_031842364.1	NP_001287331.1, NP_001188841.1
OG0000509	XP_031836357.1	NP_523768.1, NP_001286518.1, NP_477262.1
OG0000510	XP_031847483.1	NP_001246792.1
OG0000513	XP_031849940.1, XP_031849939.1, XP_031849932.1, XP_031849933.1	NP_610051.2
OG0000516	XP_031848900.1	NP_476699.1
OG0000517	XP_031828915.1	NP_732486.2
OG0000518	XP_031832667.1	NP_001137633.1
OG0000519	XP_031826351.1, XP_031826353.1, XP_031826352.1, XP_031826355.1, XP_031826354.1	NP_648378.1
OG0000520	XP_031826304.1	NP_609115.1
OG0000520	XP_031826391.1	NP_647817.2
OG0000522	XP_031838109.1	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1
OG0000523	XP_031832527.1, XP_031832523.1	NP_001286646.1, NP_001369113.1
OG0000524	XP_031841272.1	NP_649370.1, NP_649374.1
OG0000525	XP_031827172.1, XP_031827170.1, XP_031827171.1, XP_031827173.1	NP_001263050.1
OG0000526	XP_031832135.1	NP_610483.1
OG0000526	XP_031836986.1	NP_001246039.1
OG0000528	XP_031837932.1, XP_031837928.1, XP_031837929.1, XP_031837930.1, XP_031837931.1, XP_031837922.1, XP_031837925.1, XP_031837924.1, XP_031837921.1, XP_031837927.1, XP_031837923.1, XP_031837926.1	NP_650142.1, NP_608978.2
OG0000529	XP_031836240.1, XP_031826028.1	NP_722721.1
OG0000530	XP_031833056.1	NP_523957.1
OG0000530	XP_031833055.1	NP_001287054.1
OG0000533	XP_031827938.1	NP_726548.1
OG0000536	XP_031844720.1	NP_731632.1
OG0000536	XP_031828985.1	NP_524406.1
OG0000537	XP_031849144.1	NP_001188817.2
OG0000538	XP_031836224.1	NP_001137782.1
OG0000540	XP_031843625.1	NP_648284.1
OG0000540	XP_031842488.1	NP_729446.1
OG0000541	XP_031839317.1, XP_031839318.1, XP_031839313.1, XP_031839311.1, XP_031839312.1, XP_031839316.1	NP_651714.1
OG0000543	XP_031827916.1	NP_001259662.1
OG0000545	XP_031829402.1, XP_031834976.1	NP_001014494.1, NP_001014493.2, NP_001014492.2
OG0000546	XP_031844062.1, XP_031846438.1	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1
OG0000547	XP_031840421.1, XP_031840419.1, XP_031840424.1, XP_031840426.1, XP_031840423.1, XP_031840422.1, XP_031840425.1, XP_031840420.1	NP_511062.1
OG0000548	XP_031847463.1, XP_031847464.1	NP_648127.1, NP_648126.1
OG0000551	XP_031826591.1	NP_001259638.1, NP_573191.1
OG0000552	XP_031842041.1	NP_001286811.1
OG0000553	XP_031845802.1, XP_031845803.1, XP_031845804.1	NP_001189023.1
OG0000554	XP_031832246.1, XP_031832247.1, XP_031843139.1	NP_651415.1
OG0000555	XP_031830666.1	NP_611172.1
OG0000555	XP_031830986.1	NP_001259584.1, NP_001033936.1
OG0000556	XP_031833487.1, XP_031833486.1, XP_031833491.1, XP_031833489.1, XP_031833488.1, XP_031833490.1, XP_031833494.1, XP_031833492.1, XP_031833493.1	NP_647674.1
OG0000557	XP_031839873.1	NP_573098.1
OG0000558	XP_031845662.1	NP_650732.1
OG0000559	XP_031827095.1, XP_031827094.1	NP_001285224.1
OG0000560	XP_031825699.1, XP_031825701.1, XP_031825700.1, XP_031825698.1	NP_001287513.1
OG0000561	XP_031834263.1	NP_001285680.1
OG0000561	XP_031834262.1	NP_648220.1
OG0000562	XP_031850566.1	NP_648523.1
OG0000562	XP_031850396.1	NP_477210.1
OG0000563	XP_031833429.1, XP_031833428.1, XP_031833426.1, XP_031833427.1, XP_031833424.1	NP_648501.1
OG0000564	XP_031848826.1, XP_031848827.1, XP_031848824.1, XP_031848825.1, XP_031848823.1, XP_031848821.1, XP_031848822.1	NP_001097215.1
OG0000565	XP_031837254.1	NP_001286175.1
OG0000566	XP_031837785.1	NP_648610.1, NP_001262027.1, NP_649076.1, NP_648612.1
OG0000567	XP_031838530.1, XP_031846905.1	NP_001284997.1
OG0000568	XP_031829729.1, XP_031829730.1	NP_477170.1
OG0000569	XP_031837547.1	NP_524209.3
OG0000569	XP_031829267.1	NP_524233.1
OG0000570	XP_031827964.1, XP_031827963.1, XP_031827962.1, XP_031827961.1	NP_572801.2
OG0000571	XP_031848859.1, XP_031848894.1	NP_524625.3
OG0000572	XP_031845831.1	NP_001033956.2
OG0000573	XP_031836890.1	NP_001260658.1
OG0000574	XP_031829412.1, XP_031830123.1	NP_610901.1
OG0000575	XP_031845475.1, XP_031844049.1	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2
OG0000576	XP_031841567.1	NP_001285799.1
OG0000579	XP_031846753.1	NP_001096880.1
OG0000582	XP_031831665.1	NP_647703.1
OG0000584	XP_031849763.1	NP_731825.1
OG0000585	XP_031845457.1, XP_031833234.1	NP_001262720.1
OG0000586	XP_031849624.1	NP_001285420.1, NP_477101.1
OG0000587	XP_031836159.1	NP_001247005.1
OG0000588	XP_031827468.1, XP_031827467.1, XP_031827469.1, XP_031827464.1, XP_031827465.1, XP_031827463.1	NP_477442.1
OG0000589	XP_031826203.1	NP_608365.1, NP_648309.1
OG0000591	XP_031831421.1	NP_476947.1
OG0000593	XP_031830773.1	NP_001261723.1
OG0000594	XP_031834247.1	NP_649931.1
OG0000595	XP_031847488.1	NP_001260766.1
OG0000595	XP_031847489.1	NP_650716.2
OG0000596	XP_031834955.1	NP_524734.2
OG0000597	XP_031840491.1, XP_031840490.1, XP_031840492.1	NP_648493.3
OG0000598	XP_031829870.1	NP_722858.1
OG0000599	XP_031839293.1, XP_031839284.1, XP_031839285.1	NP_731390.1, NP_001163573.1
OG0000601	XP_031847319.1	NP_649628.2
OG0000601	XP_031847361.1	NP_649627.1
OG0000602	XP_031840479.1, XP_031840480.1	NP_572182.1
