Orthogroup	Nomia_melanderi	Polistes_dominula
OG0000215	XP_031842767.1, XP_031842763.1, XP_031842762.1, XP_031842761.1, XP_031842768.1, XP_031842764.1	XP_015185000.1
OG0000215	XP_031842770.1	XP_015185001.1
OG0000216	XP_031833974.1	XP_015185916.1
OG0000217	XP_031838827.1	XP_015186718.1
OG0000218	XP_031843157.1, XP_031843154.1, XP_031843156.1, XP_031843159.1, XP_031843158.1, XP_031843153.1, XP_031843152.1, XP_031843150.1, XP_031843149.1, XP_031843148.1, XP_031843151.1, XP_031843147.1, XP_031843160.1	XP_015174590.1, XP_015174588.1, XP_015174591.1
OG0000219	XP_031844648.1, XP_031844645.1, XP_031844649.1, XP_031844644.1, XP_031844646.1	XP_015173758.1, XP_015173757.1, XP_015173756.1
OG0000220	XP_031848722.1, XP_031848723.1, XP_031848720.1, XP_031848721.1, XP_031848719.1, XP_031848724.1, XP_031848727.1, XP_031848726.1	XP_015184604.1
OG0000221	XP_031847181.1, XP_031847176.1, XP_031847173.1, XP_031847174.1, XP_031847177.1, XP_031847178.1, XP_031847170.1, XP_031847180.1, XP_031847179.1, XP_031847182.1, XP_031847172.1, XP_031847171.1	XP_015184406.1
OG0000223	XP_031843281.1	XP_015186521.1
OG0000223	XP_031834465.1	XP_015178968.1
OG0000225	XP_031845382.1	XP_015171829.1, XP_015171828.1
OG0000225	XP_031845330.1, XP_031845328.1, XP_031845327.1	XP_015176375.1
OG0000227	XP_031841465.1, XP_031841460.1, XP_031841461.1, XP_031841463.1, XP_031841462.1, XP_031841466.1	XP_015177648.1, XP_015177645.1
OG0000229	XP_031828353.1, XP_031828352.1	XP_015186538.1
OG0000231	XP_031830558.1, XP_031830557.1	XP_015174418.1, XP_015174419.1
OG0000232	XP_031848186.1, XP_031848188.1, XP_031848187.1, XP_031848189.1	XP_015185539.1, XP_015185538.1, XP_015185537.1
OG0000233	XP_031828212.1, XP_031828211.1	XP_015178474.1
OG0000235	XP_031837012.1, XP_031837013.1	XP_015191589.1
OG0000236	XP_031847307.1	XP_015175604.1, XP_015175605.1
OG0000236	XP_031847306.1	XP_015175615.1
OG0000237	XP_031848024.1	XP_015171667.1
OG0000237	XP_031848023.1	XP_015171630.1
OG0000239	XP_031848984.1	XP_015190308.1, XP_015190309.1, XP_015189352.1
OG0000240	XP_031826590.1	XP_015173344.1, XP_015173331.1, XP_015173359.1
OG0000243	XP_031836576.1, XP_031836577.1	XP_015174530.1
OG0000244	XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832846.1, XP_031832851.1, XP_031832860.1, XP_031832863.1, XP_031832862.1, XP_031832853.1, XP_031832854.1, XP_031832848.1, XP_031832852.1, XP_031832850.1, XP_031832859.1, XP_031832861.1, XP_031832849.1	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1
OG0000245	XP_031828652.1	XP_015189008.1
OG0000246	XP_031841788.1	XP_015179151.1
OG0000246	XP_031841790.1, XP_031841789.1	XP_015182115.1, XP_015182116.1
OG0000247	XP_031825527.1	XP_015191855.1, XP_015191854.1
OG0000248	XP_031835538.1, XP_031835539.1	XP_015175042.1, XP_015182680.1
OG0000249	XP_031846178.1	XP_015190237.1, XP_015190236.1
OG0000250	XP_031835810.1	XP_015190042.1
OG0000250	XP_031838971.1	XP_015172559.1, XP_015172558.1
OG0000251	XP_031847857.1	XP_015180463.1
OG0000251	XP_031828975.1, XP_031837823.1	XP_015181737.1
OG0000252	XP_031844068.1, XP_031844065.1, XP_031844066.1, XP_031844063.1, XP_031844064.1, XP_031844071.1, XP_031844072.1, XP_031844073.1, XP_031844067.1, XP_031844069.1, XP_031844070.1	XP_015171597.1, XP_015171596.1
OG0000253	XP_031840596.1, XP_031840598.1, XP_031840599.1	XP_015182084.1
OG0000254	XP_031832122.1	XP_015190592.1
OG0000254	XP_031833515.1	XP_015179929.1
OG0000255	XP_031850284.1	XP_015175472.1
OG0000255	XP_031841717.1	XP_015188062.1, XP_015188065.1
OG0000256	XP_031847101.1, XP_031847102.1, XP_031847099.1, XP_031847100.1	XP_015190359.1
OG0000257	XP_031832830.1, XP_031832832.1	XP_015191073.1, XP_015191061.1
OG0000257	XP_031832827.1	XP_015191056.1
OG0000258	XP_031843085.1	XP_015179393.1
OG0000259	XP_031841988.1, XP_031842008.1	XP_015189497.1
OG0000263	XP_031835360.1, XP_031835362.1, XP_031835361.1	XP_015182751.1
OG0000264	XP_031832256.1	XP_015177860.1
OG0000264	XP_031841809.1, XP_031841810.1	XP_015175459.1
OG0000265	XP_031849046.1, XP_031836082.1, XP_031848965.1, XP_031836096.1	XP_015187998.1, XP_015187683.1, XP_015188988.1
OG0000265	XP_031835549.1	XP_015188044.1
OG0000266	XP_031847517.1	XP_015188854.1
OG0000266	XP_031836489.1, XP_031836488.1	XP_015188288.1
OG0000268	XP_031848594.1	XP_015181711.1
OG0000269	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1	XP_015188277.1, XP_015188276.1, XP_015188274.1
OG0000270	XP_031834112.1	XP_015178020.1
OG0000270	XP_031833977.1	XP_015180910.1
OG0000271	XP_031838446.1	XP_015184680.1
OG0000272	XP_031839528.1, XP_031839531.1	XP_015171556.1
OG0000272	XP_031837103.1	XP_015185525.1
OG0000273	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1	XP_015191012.1, XP_015191013.1
OG0000275	XP_031841067.1	XP_015173577.1, XP_015173578.1, XP_015173580.1
OG0000276	XP_031839005.1	XP_015184477.1
OG0000277	XP_031848090.1, XP_031848091.1	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1
OG0000278	XP_031836647.1	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1
OG0000279	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1	XP_015187581.1, XP_015187580.1
OG0000281	XP_031838606.1	XP_015184470.1
OG0000281	XP_031846619.1	XP_015171540.1
OG0000283	XP_031833818.1, XP_031833817.1, XP_031833815.1	XP_015179948.1, XP_015179949.1
OG0000284	XP_031826330.1	XP_015182032.1
OG0000284	XP_031846776.1	XP_015181126.1
OG0000285	XP_031842320.1, XP_031842319.1	XP_015173011.1, XP_015173009.1
OG0000286	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1
OG0000287	XP_031828105.1	XP_015187469.1
OG0000288	XP_031849686.1	XP_015186294.1
OG0000288	XP_031833411.1	XP_015183873.1
OG0000289	XP_031839444.1	XP_015177216.1, XP_015177215.1, XP_015177214.1
OG0000290	XP_031849004.1, XP_031849005.1, XP_031849002.1, XP_031849003.1	XP_015179247.1
OG0000291	XP_031844762.1	XP_015182037.1
OG0000291	XP_031830392.1	XP_015174407.1
OG0000292	XP_031828784.1	XP_015175897.1
OG0000292	XP_031848114.1	XP_015175924.1
OG0000293	XP_031828093.1, XP_031828087.1, XP_031828068.1, XP_031828078.1	XP_015179982.1, XP_015180247.1
OG0000294	XP_031839587.1	XP_015190559.1
OG0000294	XP_031839589.1	XP_015175803.1, XP_015190974.1, XP_015190973.1, XP_015189890.1, XP_015190560.1
OG0000295	XP_031831489.1, XP_031831490.1, XP_031831492.1, XP_031831488.1	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1
OG0000296	XP_031844567.1	XP_015175143.1
OG0000298	XP_031825619.1, XP_031825620.1, XP_031825618.1	XP_015178198.1
OG0000299	XP_031844650.1, XP_031844651.1	XP_015173742.1, XP_015173740.1, XP_015173741.1
OG0000300	XP_031831837.1, XP_031831836.1	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1
OG0000301	XP_031827130.1	XP_015180681.1
OG0000301	XP_031828764.1	XP_015183588.1
OG0000302	XP_031849048.1	XP_015171510.1
OG0000302	XP_031848793.1, XP_031848271.1	XP_015178748.1
OG0000303	XP_031827201.1	XP_015174186.1
OG0000303	XP_031829024.1	XP_015179972.1
OG0000304	XP_031829902.1, XP_031829901.1	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1
OG0000305	XP_031832425.1, XP_031832424.1, XP_031832421.1, XP_031832422.1, XP_031832427.1, XP_031832426.1	XP_015181733.1
OG0000306	XP_031833469.1	XP_015183454.1
OG0000307	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1	XP_015176072.1
OG0000308	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1	XP_015172660.1
OG0000309	XP_031826842.1, XP_031826838.1, XP_031826839.1, XP_031826844.1, XP_031826843.1, XP_031826845.1, XP_031826841.1	XP_015185206.1, XP_015185207.1
OG0000310	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1	XP_015178812.1, XP_015178815.1, XP_015178811.1
OG0000311	XP_031829695.1	XP_015189996.1
OG0000312	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1	XP_015172100.1, XP_015172101.1
OG0000313	XP_031830193.1	XP_015186194.1
OG0000314	XP_031843272.1	XP_015173286.1
OG0000314	XP_031843273.1	XP_015174831.1, XP_015174832.1
OG0000315	XP_031841939.1, XP_031841940.1	XP_015181547.1
OG0000316	XP_031825617.1	XP_015188891.1
OG0000316	XP_031838081.1	XP_015185171.1
OG0000317	XP_031835468.1	XP_015174046.1
OG0000318	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1	XP_015181576.1
OG0000319	XP_031849335.1	XP_015177107.1
OG0000320	XP_031829627.1, XP_031829628.1	XP_015190093.1
OG0000321	XP_031828113.1, XP_031828112.1	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1
OG0000322	XP_031847858.1	XP_015180479.1
OG0000322	XP_031826181.1, XP_031826182.1, XP_031826184.1	XP_015177862.1, XP_015177861.1
OG0000323	XP_031828906.1	XP_015190020.1, XP_015190019.1
OG0000324	XP_031834417.1	XP_015191559.1
OG0000324	XP_031833285.1	XP_015178081.1
OG0000325	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1	XP_015182480.1
OG0000326	XP_031843673.1	XP_015187782.1
OG0000327	XP_031838509.1, XP_031838513.1, XP_031838516.1	XP_015171979.1, XP_015171973.1
OG0000329	XP_031826761.1	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1
OG0000330	XP_031836766.1	XP_015171434.1
OG0000332	XP_031838151.1, XP_031838150.1, XP_031838152.1	XP_015172020.1, XP_015172019.1, XP_015172018.1
OG0000333	XP_031845026.1	XP_015171023.1
OG0000333	XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1	XP_015171557.1
OG0000334	XP_031843830.1, XP_031843829.1, XP_031843828.1	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1
OG0000335	XP_031826910.1, XP_031826911.1, XP_031826913.1	XP_015180888.1, XP_015180897.1
OG0000336	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1	XP_015191296.1, XP_015191294.1, XP_015191295.1
OG0000336	XP_031848307.1	XP_015176027.1
OG0000337	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1	XP_015172545.1
OG0000338	XP_031840740.1	XP_015175675.1
OG0000338	XP_031825343.1	XP_015184789.1
OG0000339	XP_031831302.1	XP_015182663.1
OG0000339	XP_031829836.1, XP_031829835.1	XP_015185741.1
OG0000340	XP_031833920.1	XP_015184769.1
OG0000340	XP_031837893.1	XP_015184668.1
OG0000341	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1	XP_015185152.1, XP_015185154.1, XP_015185153.1
OG0000342	XP_031849801.1	XP_015178419.1
OG0000342	XP_031849407.1	XP_015186344.1, XP_015186343.1
OG0000343	XP_031832963.1	XP_015190431.1
OG0000344	XP_031837555.1, XP_031837558.1, XP_031837556.1	XP_015185092.1, XP_015185090.1, XP_015185091.1
OG0000345	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1	XP_015174394.1
OG0000347	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1	XP_015184796.1
OG0000349	XP_031827122.1	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1
OG0000350	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1	XP_015175799.1
OG0000351	XP_031844300.1	XP_015174757.1, XP_015174756.1
OG0000352	XP_031839803.1, XP_031839804.1, XP_031839801.1	XP_015181417.1, XP_015181418.1
OG0000354	XP_031834905.1	XP_015171447.1, XP_015171656.1, XP_015171448.1, XP_015171446.1, XP_015171444.1
OG0000356	XP_031840972.1	XP_015182715.1
OG0000356	XP_031841764.1	XP_015182720.1
OG0000357	XP_031848546.1	XP_015188589.1, XP_015188587.1
OG0000358	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1	XP_015171782.1, XP_015171781.1
OG0000360	XP_031829459.1	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1
OG0000361	XP_031842869.1	XP_015184937.1
OG0000362	XP_031827924.1	XP_015173885.1
OG0000363	XP_031848675.1	XP_015174614.1
OG0000364	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1	XP_015188098.1
OG0000365	XP_031828870.1, XP_031828869.1, XP_031828866.1, XP_031828876.1, XP_031828871.1, XP_031828872.1, XP_031828873.1, XP_031828875.1, XP_031828867.1	XP_015179288.1
OG0000366	XP_031842886.1	XP_015184138.1
OG0000367	XP_031843826.1	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1
OG0000368	XP_031828765.1	XP_015183589.1
OG0000368	XP_031827659.1, XP_031827667.1	XP_015172806.1, XP_015172805.1
OG0000369	XP_031842508.1	XP_015181056.1
OG0000369	XP_031828181.1	XP_015171819.1, XP_015171821.1
OG0000370	XP_031838952.1	XP_015172523.1
OG0000370	XP_031841621.1, XP_031841609.1	XP_015172522.1
OG0000371	XP_031843162.1	XP_015174595.1
OG0000372	XP_031835206.1, XP_031835197.1	XP_015174581.1
OG0000372	XP_031843583.1	XP_015181940.1
OG0000375	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1	XP_015184082.1
OG0000377	XP_031846810.1	XP_015176492.1
OG0000377	XP_031836352.1, XP_031836354.1, XP_031836355.1	XP_015171536.1
OG0000378	XP_031836793.1	XP_015191759.1
OG0000378	XP_031836584.1	XP_015182971.1
OG0000379	XP_031850460.1	XP_015177176.1, XP_015177175.1
OG0000380	XP_031842078.1, XP_031842077.1, XP_031842082.1, XP_031842081.1, XP_031842083.1, XP_031842079.1	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1
OG0000381	XP_031839882.1	XP_015187133.1
OG0000382	XP_031843770.1, XP_031843772.1, XP_031843771.1	XP_015176221.1, XP_015176213.1
OG0000382	XP_031845569.1	XP_015181021.1
OG0000383	XP_031829498.1, XP_031836346.1, XP_031836078.1	XP_015189753.1, XP_015189965.1
OG0000384	XP_031834029.1	XP_015187803.1
OG0000384	XP_031833987.1	XP_015187798.1
OG0000385	XP_031842127.1, XP_031842124.1	XP_015187297.1
OG0000386	XP_031837844.1	XP_015184894.1
OG0000386	XP_031837916.1	XP_015184893.1
OG0000387	XP_031840694.1, XP_031846649.1, XP_031846513.1	XP_015181663.1
OG0000388	XP_031830365.1	XP_015182150.1
OG0000388	XP_031835429.1	XP_015172563.1
OG0000389	XP_031839349.1, XP_031842038.1	XP_015187563.1, XP_015187565.1
OG0000390	XP_031836980.1	XP_015182432.1
OG0000391	XP_031831918.1, XP_031831890.1, XP_031831908.1, XP_031831898.1, XP_031831880.1	XP_015183972.1
OG0000394	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1	XP_015185400.1
OG0000395	XP_031841354.1, XP_031841342.1	XP_015185269.1
OG0000395	XP_031844342.1	XP_015177347.1, XP_015177346.1, XP_015177348.1
OG0000396	XP_031825880.1, XP_031830245.1	XP_015187490.1
OG0000397	XP_031828640.1	XP_015177509.1
OG0000398	XP_031830739.1, XP_031830738.1, XP_031830742.1, XP_031830741.1, XP_031830740.1	XP_015187922.1
OG0000399	XP_031829748.1	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1
OG0000400	XP_031843634.1	XP_015182549.1
OG0000401	XP_031831260.1, XP_031831262.1, XP_031831258.1, XP_031831259.1, XP_031831263.1, XP_031831257.1	XP_015182165.1
OG0000402	XP_031836316.1	XP_015177188.1
OG0000403	XP_031846922.1, XP_031846915.1	XP_015178385.1, XP_015178387.1, XP_015178377.1
OG0000405	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1	XP_015186119.1
OG0000405	XP_031830443.1	XP_015174613.1
OG0000406	XP_031849124.1	XP_015173272.1
OG0000406	XP_031849125.1	XP_015173290.1
OG0000407	XP_031828677.1	XP_015191347.1
OG0000407	XP_031828680.1	XP_015191346.1, XP_015191345.1
OG0000408	XP_031826067.1	XP_015178819.1
OG0000408	XP_031826434.1	XP_015191524.1
OG0000409	XP_031829286.1, XP_031829287.1, XP_031829288.1	XP_015174711.1
OG0000410	XP_031833209.1	XP_015184965.1
OG0000410	XP_031841679.1	XP_015175254.1
OG0000411	XP_031827908.1	XP_015183849.1
OG0000411	XP_031846667.1	XP_015189262.1
OG0000412	XP_031833089.1	XP_015191503.1
OG0000413	XP_031847110.1, XP_031847111.1	XP_015191329.1, XP_015191331.1, XP_015191330.1
OG0000414	XP_031832085.1	XP_015178993.1
OG0000414	XP_031832080.1	XP_015178987.1, XP_015178791.1
OG0000415	XP_031845031.1	XP_015174243.1
OG0000416	XP_031839342.1	XP_015172129.1
OG0000417	XP_031846073.1	XP_015175825.1, XP_015175859.1
OG0000418	XP_031825945.1, XP_031825936.1	XP_015184074.1, XP_015184073.1
OG0000419	XP_031848129.1	XP_015177458.1, XP_015177457.1
OG0000420	XP_031839661.1, XP_031839781.1	XP_015181420.1
OG0000420	XP_031839805.1	XP_015181419.1
OG0000421	XP_031826826.1, XP_031826818.1	XP_015180338.1
OG0000423	XP_031845141.1	XP_015173683.1
OG0000424	XP_031834158.1	XP_015173437.1
OG0000424	XP_031834162.1	XP_015173446.1
OG0000425	XP_031825917.1, XP_031825916.1, XP_031825919.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825923.1	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1
OG0000426	XP_031832178.1, XP_031832177.1	XP_015178943.1, XP_015178944.1, XP_015178945.1
OG0000427	XP_031825564.1	XP_015179186.1
OG0000428	XP_031849865.1	XP_015186351.1
OG0000429	XP_031831637.1, XP_031831639.1, XP_031831635.1, XP_031831636.1, XP_031831634.1	XP_015182920.1
OG0000430	XP_031839274.1, XP_031842027.1, XP_031842026.1, XP_031842031.1, XP_031842029.1, XP_031842030.1, XP_031842028.1	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1
OG0000431	XP_031846555.1	XP_015171179.1, XP_015171182.1
OG0000432	XP_031830318.1	XP_015190207.1
OG0000433	XP_031847972.1, XP_031847973.1	XP_015184278.1, XP_015184277.1
OG0000434	XP_031833180.1, XP_031833182.1, XP_031833183.1, XP_031833179.1	XP_015178277.1
OG0000435	XP_031832321.1	XP_015185173.1
OG0000436	XP_031830362.1	XP_015182179.1
OG0000436	XP_031830359.1	XP_015180038.1
OG0000437	XP_031843950.1, XP_031843942.1, XP_031843962.1	XP_015176927.1
OG0000438	XP_031833663.1	XP_015184824.1
OG0000439	XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831197.1, XP_031831184.1, XP_031831187.1, XP_031831186.1, XP_031831194.1	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1
OG0000440	XP_031834864.1, XP_031834945.1	XP_015176418.1
OG0000441	XP_031827435.1, XP_031828298.1, XP_031829199.1	XP_015174801.1
OG0000442	XP_031844491.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844486.1	XP_015178722.1, XP_015178721.1
OG0000443	XP_031826527.1, XP_031826528.1, XP_031826526.1	XP_015178167.1
OG0000444	XP_031849333.1, XP_031849324.1, XP_031849325.1, XP_031849326.1, XP_031849327.1, XP_031849328.1, XP_031849329.1, XP_031849330.1, XP_031849331.1, XP_031849332.1	XP_015177117.1, XP_015177118.1, XP_015177116.1
OG0000445	XP_031827533.1	XP_015179205.1
OG0000445	XP_031827411.1	XP_015179206.1
OG0000446	XP_031838352.1, XP_031838353.1, XP_031838351.1	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1
OG0000447	XP_031829976.1, XP_031829984.1	XP_015183158.1, XP_015183157.1, XP_015183156.1
OG0000448	XP_031831408.1, XP_031831410.1, XP_031831411.1, XP_031831409.1	XP_015182614.1, XP_015182606.1, XP_015182597.1
OG0000449	XP_031849419.1	XP_015183775.1, XP_015183773.1
OG0000450	XP_031836836.1, XP_031848504.1	XP_015171123.1
OG0000451	XP_031846454.1, XP_031846456.1, XP_031846455.1	XP_015172179.1
OG0000452	XP_031849268.1	XP_015183772.1
OG0000452	XP_031828311.1	XP_015175979.1
OG0000453	XP_031832789.1, XP_031832790.1, XP_031832791.1	XP_015172208.1, XP_015172207.1
OG0000454	XP_031843476.1, XP_031843474.1	XP_015175549.1
OG0000455	XP_031833718.1, XP_031833708.1, XP_031833683.1, XP_031833665.1, XP_031833692.1, XP_031833699.1, XP_031833674.1	XP_015177184.1
OG0000456	XP_031828432.1	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1
OG0000457	XP_031826741.1, XP_031826743.1	XP_015182902.1
OG0000458	XP_031847157.1, XP_031847156.1, XP_031847155.1, XP_031847154.1	XP_015175800.1
OG0000459	XP_031845480.1, XP_031845482.1, XP_031845484.1, XP_031845483.1	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1
OG0000460	XP_031839116.1	XP_015181326.1
OG0000460	XP_031839118.1	XP_015181394.1
OG0000461	XP_031827747.1	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1
