Orthogroup	Nomia_melanderi	Acyrthosiphon_pisum
OG0000227	XP_031841465.1, XP_031841460.1, XP_031841461.1, XP_031841463.1, XP_031841462.1, XP_031841466.1	XP_003245308.1, XP_008184764.2
OG0000229	XP_031828353.1, XP_031828352.1	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1
OG0000230	XP_031850217.1	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1
OG0000231	XP_031830558.1, XP_031830557.1	XP_001946956.2, XP_001948201.2
OG0000232	XP_031848186.1, XP_031848188.1, XP_031848187.1, XP_031848189.1	XP_001947878.1, XP_029346471.1
OG0000233	XP_031828212.1, XP_031828211.1	XP_001947951.2, XP_029343172.1
OG0000234	XP_031838672.1, XP_031838671.1, XP_031838673.1	XP_001948143.1
OG0000235	XP_031837012.1, XP_031837013.1, XP_031837040.1	XP_001952457.1, XP_016662192.1
OG0000236	XP_031847307.1, XP_031847306.1	XP_016661843.1, XP_008185403.1
OG0000237	XP_031848943.1, XP_031837092.1, XP_031848024.1, XP_031848023.1	XP_008186243.2, XP_029346011.1
OG0000241	XP_031848668.1, XP_031848664.1, XP_031839440.1, XP_031829061.1, XP_031829071.1	NP_001155771.1
OG0000243	XP_031836576.1, XP_031836577.1	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1
OG0000244	XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832846.1, XP_031832851.1, XP_031832860.1, XP_031832863.1, XP_031832862.1, XP_031832853.1, XP_031832854.1, XP_031832848.1, XP_031832852.1, XP_031832850.1, XP_031832859.1, XP_031832861.1, XP_031832849.1	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1
OG0000245	XP_031828652.1	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1
OG0000246	XP_031841788.1	XP_001950555.2
OG0000246	XP_031841790.1, XP_031841789.1	XP_001950143.1
OG0000247	XP_031825523.1, XP_031825522.1, XP_031825527.1	XP_029344228.1, XP_029345461.1, XP_008184353.2
OG0000248	XP_031835538.1, XP_031835539.1	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1
OG0000249	XP_031846178.1, XP_031846219.1	XP_016665112.1
OG0000251	XP_031847857.1, XP_031828975.1, XP_031837823.1	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1
OG0000252	XP_031844068.1, XP_031844065.1, XP_031844066.1, XP_031844063.1, XP_031844064.1, XP_031844071.1, XP_031844072.1, XP_031844073.1, XP_031844067.1, XP_031844069.1, XP_031844070.1	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2
OG0000254	XP_031832122.1	XP_029344545.1, XP_016656660.1
OG0000254	XP_031833515.1	XP_001944239.2, XP_003240062.1, XP_008180377.1
OG0000255	XP_031850284.1	XP_003244428.2
OG0000255	XP_031841717.1	XP_003246526.1, XP_001947928.2, XP_003242730.1
OG0000256	XP_031847101.1, XP_031847102.1, XP_031847099.1, XP_031847100.1	XP_001951894.2, XP_029341156.1
OG0000257	XP_031832830.1, XP_031832832.1	XP_003246666.1
OG0000257	XP_031832827.1	XP_003248173.1
OG0000260	XP_031842067.1	XP_001950434.1
OG0000260	XP_031848919.1	NP_001153849.1
OG0000260	XP_031848954.1	XP_001948486.1
OG0000260	XP_031838239.1	XP_001947010.1
OG0000261	XP_031846061.1, XP_031846059.1, XP_031846060.1, XP_031846057.1, XP_031846056.1, XP_031846055.1, XP_031846054.1, XP_031846053.1	NP_001155383.1
OG0000263	XP_031835360.1, XP_031835362.1, XP_031835361.1	NP_001155556.1, XP_008180933.1
OG0000264	XP_031832256.1	NP_001156153.1
OG0000264	XP_031841809.1, XP_031841810.1	NP_001156243.1
OG0000266	XP_031847517.1	XP_003240676.1, XP_001948034.1
OG0000266	XP_031836489.1, XP_031836488.1	XP_008186329.1, NP_001280475.1
OG0000268	XP_031848594.1	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1
OG0000269	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1	XP_001943745.1
OG0000270	XP_031834112.1	XP_029345241.1, XP_001948521.2
OG0000270	XP_031833977.1	XP_029346495.1, XP_001944827.2
OG0000271	XP_031842330.1, XP_031838446.1	XP_008186229.1
OG0000272	XP_031839528.1, XP_031839531.1	XP_016665096.1, XP_016665095.1
OG0000272	XP_031837103.1	XP_029346328.1, XP_016662315.1
OG0000273	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1	XP_016664122.1
OG0000274	XP_031846638.1	XP_029346089.1
OG0000274	XP_031825597.1, XP_031825599.1	XP_029346856.1
OG0000275	XP_031841067.1	XP_008179793.1, NP_001156725.1
OG0000276	XP_031839005.1	XP_001946172.1
OG0000277	XP_031848090.1, XP_031848091.1	XP_001946581.1
OG0000278	XP_031836647.1	XP_008186457.1, XP_029342789.1, XP_001947217.2
OG0000279	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1	XP_003249025.3, XP_001949725.2, XP_029343956.1
OG0000280	XP_031850549.1	XP_008182582.2, XP_016657008.1, XP_029347945.1, XP_016657000.1, XP_016656615.1, XP_016664958.1, XP_003245654.1, XP_016664777.1, XP_008183212.1, XP_016660902.1, XP_029341354.1
OG0000280	XP_031846102.1	XP_016657663.1
OG0000281	XP_031838606.1, XP_031846619.1	XP_008179649.2
OG0000284	XP_031826330.1	NP_001155502.1
OG0000284	XP_031846776.1	NP_001165432.1
OG0000285	XP_031842320.1, XP_031842319.1	NP_001155560.1, XP_008179924.1
OG0000286	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1	XP_016661131.1, NP_001280318.1
OG0000287	XP_031828105.1	NP_001313583.1
OG0000287	XP_031828104.1	XP_003241653.1
OG0000288	XP_031849686.1	XP_003245506.1
OG0000288	XP_031833411.1	XP_001942634.2
OG0000289	XP_031839444.1	XP_003246644.1, XP_029343790.1, XP_001943261.1
OG0000290	XP_031849004.1, XP_031849005.1, XP_031849002.1, XP_031849003.1	XP_008185669.1, XP_001947171.2, XP_016662037.1
OG0000291	XP_031844762.1	XP_003240981.1, XP_001950806.2
OG0000291	XP_031830392.1, XP_031844761.1	XP_001950838.2
OG0000292	XP_031828784.1, XP_031848114.1	XP_029346347.1
OG0000295	XP_031831489.1, XP_031831490.1, XP_031831492.1, XP_031831488.1	NP_001155488.1
OG0000296	XP_031844567.1	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1
OG0000297	XP_031845801.1	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1
OG0000298	XP_031825619.1, XP_031825620.1, XP_031825618.1	NP_001232973.1, XP_008186594.1
OG0000299	XP_031844650.1, XP_031844651.1	XP_029346685.1, XP_016660445.1, XP_001943308.1
OG0000300	XP_031828108.1, XP_031828109.1	XP_001943999.2
OG0000300	XP_031831837.1, XP_031831836.1	XP_001944983.2
OG0000301	XP_031827130.1	XP_001944205.2
OG0000301	XP_031828764.1	XP_008181889.1
OG0000302	XP_031849048.1, XP_031848510.1	XP_003240620.1
OG0000302	XP_031849055.1, XP_031848793.1, XP_031848271.1	XP_001944852.2
OG0000303	XP_031827201.1, XP_031849967.1, XP_031829024.1	XP_029342096.1, XP_001948339.2, XP_029341254.1
OG0000304	XP_031829902.1, XP_031829901.1	XP_001949605.1
OG0000305	XP_031834133.1, XP_031832425.1, XP_031832424.1, XP_031832421.1, XP_031832422.1, XP_031832427.1, XP_031832426.1	XP_001950929.2, XP_029344333.1
OG0000306	XP_031833469.1, XP_031833463.1, XP_031833470.1, XP_031833468.1	XP_003245388.1, XP_016660941.1
OG0000307	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1	XP_008185684.1, XP_008185680.1
OG0000311	XP_031829695.1	NP_001119633.3, XP_001950423.2
OG0000312	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1	NP_001155477.1
OG0000313	XP_031830193.1	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1
OG0000314	XP_031843272.1	XP_001949676.1, XP_016665120.1
OG0000314	XP_031843273.1	XP_008189786.1, NP_001155636.1
OG0000315	XP_031841939.1, XP_031841940.1	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1
OG0000316	XP_031825617.1	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1
OG0000316	XP_031838081.1	XP_001946148.2
OG0000317	XP_031835468.1	XP_001943954.1
OG0000318	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1	XP_001946391.1, XP_029347084.1
OG0000319	XP_031849335.1	XP_029345590.1, XP_001945303.1
OG0000320	XP_031829627.1, XP_031829628.1	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1
OG0000321	XP_031828113.1, XP_031828112.1	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1
OG0000322	XP_031847858.1	XP_003244377.1
OG0000322	XP_031826181.1, XP_031826182.1, XP_031826184.1	XP_003241550.1
OG0000323	XP_031828906.1	XP_008186397.1
OG0000324	XP_031834417.1, XP_031833285.1	XP_008186869.1
OG0000325	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1	XP_008187895.1
OG0000326	XP_031843673.1	XP_029343584.1
OG0000327	XP_031848508.1, XP_031838509.1, XP_031838513.1, XP_031838516.1	XP_029344255.1, XP_029344257.1, XP_029344259.1
OG0000332	XP_031838151.1, XP_031838150.1, XP_031838152.1	NP_001156093.1
OG0000333	XP_031845026.1, XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1
OG0000334	XP_031843830.1, XP_031843829.1, XP_031843828.1	NP_001233012.1
OG0000335	XP_031826910.1, XP_031826911.1, XP_031826913.1	NP_001280436.1
OG0000336	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1, XP_031848307.1	XP_001944889.1
OG0000337	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1	XP_001945953.2
OG0000338	XP_031840740.1, XP_031825343.1	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1
OG0000339	XP_031831302.1	XP_001951491.1
OG0000339	XP_031829836.1, XP_031829835.1	XP_001952053.1, XP_008184766.1
OG0000340	XP_031833920.1	XP_029347555.1
OG0000340	XP_031837893.1	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2
OG0000341	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1	XP_016658787.1, XP_016658761.1, XP_003240047.1
OG0000342	XP_031849801.1	XP_003244576.2
OG0000342	XP_031849407.1	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1
OG0000343	XP_031832963.1	XP_008181491.1
OG0000344	XP_031837555.1, XP_031837558.1, XP_031837556.1	XP_008180648.1
OG0000345	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1	XP_008183479.1
OG0000347	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1	XP_016658988.1
OG0000348	XP_031837415.1, XP_031837416.1, XP_031837417.1, XP_031837418.1, XP_031837419.1, XP_031837424.1, XP_031837423.1, XP_031837422.1, XP_031837420.1	XP_016660203.1
OG0000349	XP_031827122.1	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1
OG0000350	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1	XP_029346452.1
OG0000356	XP_031840972.1, XP_031841764.1	XP_008181612.1, NP_001153533.1
OG0000357	XP_031848546.1	XP_008179483.1, NP_001153852.1
OG0000358	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1
OG0000360	XP_031829459.1	XP_029344378.1, XP_001943379.1
OG0000361	XP_031842869.1	XP_016662090.1, XP_001944543.2
OG0000362	XP_031827924.1	XP_016659074.1, XP_001944949.2
OG0000363	XP_031848153.1	XP_001949431.1
OG0000363	XP_031848675.1	XP_001949637.1, XP_001947106.2
OG0000364	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1	XP_001949061.2
OG0000365	XP_031828870.1, XP_031828869.1, XP_031828866.1, XP_031828876.1, XP_031828871.1, XP_031828872.1, XP_031828873.1, XP_031828875.1, XP_031828867.1	XP_003241353.1
OG0000366	XP_031848836.1	XP_016663911.1
OG0000367	XP_031843826.1	XP_029341559.1
OG0000368	XP_031828765.1, XP_031827659.1, XP_031827667.1	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1
OG0000369	XP_031842508.1, XP_031828181.1	XP_001943004.2, XP_001943611.1
OG0000370	XP_031838952.1	XP_016664382.1
OG0000370	XP_031841609.1	XP_001945107.1
OG0000371	XP_031843162.1	XP_001948534.2
OG0000372	XP_031835206.1, XP_031835197.1, XP_031843583.1	XP_003242425.1
OG0000375	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1	XP_008182314.2
OG0000376	XP_031830649.1	XP_008185153.1
OG0000377	XP_031846810.1, XP_031836352.1, XP_031836354.1, XP_031836355.1	XP_008189819.1
OG0000378	XP_031836793.1, XP_031836584.1	XP_029342427.1
OG0000379	XP_031850460.1	XP_029344225.1, XP_029344226.1, XP_029344227.1
OG0000381	XP_031839882.1	XP_001945902.2
OG0000382	XP_031843770.1, XP_031843772.1, XP_031843771.1, XP_031845569.1	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1
OG0000383	XP_031829498.1, XP_031836346.1, XP_031836078.1	XP_001946138.2
OG0000384	XP_031834029.1	XP_001948311.2, XP_029346600.1
OG0000384	XP_031833987.1	XP_016656417.1, XP_008178646.1, XP_008178647.1
OG0000385	XP_031842127.1, XP_031842124.1, XP_031838969.1	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1
OG0000386	XP_031837844.1, XP_031837916.1	XP_001949230.2, XP_029342856.1, XP_029342854.1
OG0000387	XP_031840694.1, XP_031846649.1, XP_031846513.1	XP_001949903.1, XP_029342415.1
OG0000388	XP_031830365.1	XP_001950440.1
OG0000388	XP_031835429.1	XP_001950495.1
OG0000389	XP_031839349.1, XP_031842038.1	XP_001950486.2, XP_008182516.1
OG0000390	XP_031836980.1	XP_008187641.1, XP_008187645.1
OG0000391	XP_031831918.1, XP_031831890.1, XP_031831908.1, XP_031831898.1, XP_031831880.1	XP_003244758.1
OG0000392	XP_031842136.1, XP_031826683.1	XP_008178670.1
OG0000394	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1	XP_029342189.1, XP_008185056.1
OG0000395	XP_031841354.1, XP_031841342.1, XP_031844342.1	XP_029345118.1, XP_029345120.1, XP_029345119.1, XP_008185423.1
OG0000396	XP_031825880.1, XP_031830245.1	XP_029343296.1, XP_008187965.1
OG0000397	XP_031828640.1	XP_016658097.1
OG0000398	XP_031830739.1, XP_031830738.1, XP_031830742.1, XP_031830741.1, XP_031830740.1	XP_016658330.1, XP_016662388.1
OG0000399	XP_031829748.1	XP_029343899.1, XP_029343897.1
OG0000405	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1, XP_031830443.1	NP_001155436.1
OG0000406	XP_031849124.1	NP_001233090.1
OG0000406	XP_031849125.1	XP_001948752.2, NP_001155579.1
OG0000407	XP_031828677.1, XP_031828678.1, XP_031828680.1	NP_001155820.1
OG0000408	XP_031826067.1	XP_008181014.1
OG0000408	XP_031826434.1	NP_001156125.1
OG0000409	XP_031829286.1, XP_031829287.1, XP_031829288.1	NP_001233114.1
OG0000410	XP_031833209.1	XP_001942763.2
OG0000410	XP_031841679.1	XP_029342080.1
OG0000411	XP_031827908.1	XP_001950696.1
OG0000411	XP_031846667.1	XP_001943590.2
OG0000412	XP_031833089.1, XP_031844906.1	XP_001943813.2
OG0000413	XP_031847110.1, XP_031847111.1	XP_001943927.1
OG0000414	XP_031832085.1, XP_031832080.1	XP_008183039.1, XP_029342242.1, XP_029344409.1, XP_001944439.1
OG0000415	XP_031845031.1	XP_001946323.1, XP_008186249.2
OG0000416	XP_031839342.1, XP_031846386.1	XP_001946589.2
OG0000417	XP_031846073.1	XP_029342090.1, XP_029346635.1
OG0000417	XP_031843173.1	XP_008183804.1, XP_001948381.2
OG0000418	XP_031825945.1, XP_031825936.1	XP_003248209.1, XP_001948821.1
OG0000419	XP_031848129.1	XP_001949820.1, XP_008182810.1
OG0000420	XP_031839661.1, XP_031839781.1, XP_031839805.1	XP_001951592.1
OG0000421	XP_031826826.1, XP_031826818.1	XP_001952351.1
OG0000422	XP_031831659.1, XP_031831662.1, XP_031831661.1, XP_031831660.1, XP_031831658.1	XP_029343422.1, XP_003240036.1
OG0000423	XP_031845141.1	XP_003244943.1
OG0000424	XP_031834158.1	XP_008178833.1
OG0000424	XP_031834162.1	XP_008178836.1
OG0000425	XP_031825917.1, XP_031825916.1, XP_031825919.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825923.1	XP_008182785.1
OG0000426	XP_031832178.1, XP_031832177.1	XP_008184733.1
OG0000427	XP_031825564.1	XP_016658325.1
OG0000428	XP_031829532.1	XP_029347163.1, XP_008188845.1
OG0000428	XP_031849865.1	XP_029346680.1
OG0000429	XP_031831637.1, XP_031831639.1, XP_031831635.1, XP_031831636.1, XP_031831634.1	XP_029341827.1
OG0000436	XP_031830362.1	NP_001156218.1, XP_008190188.1
OG0000436	XP_031830359.1	XP_008178871.1
OG0000437	XP_031843950.1, XP_031843942.1, XP_031843962.1	NP_001233035.1, XP_008185851.1
OG0000438	XP_031833668.1, XP_031833663.1	XP_029340966.1, NP_001280392.1
OG0000439	XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831197.1, XP_031831184.1, XP_031831187.1, XP_031831186.1, XP_031831194.1	XP_001942570.1, XP_016657731.1
OG0000440	XP_031848174.1, XP_031834864.1, XP_031834945.1	XP_001942580.2, XP_016659788.1
OG0000441	XP_031827435.1, XP_031828298.1, XP_031829199.1	XP_001942661.1, XP_029346655.1
OG0000442	XP_031844491.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844486.1	XP_001942867.2
OG0000443	XP_031826527.1, XP_031826528.1, XP_031826526.1	XP_029341360.1, XP_029341358.1, XP_016659770.1, XP_016659771.1, XP_029347456.1, XP_029347416.1, XP_016661199.1, XP_001947561.2, XP_008183316.1, XP_029341187.1, XP_001944412.2, XP_029341376.1, XP_003248512.2, XP_001948997.1, XP_029347418.1
OG0000444	XP_031849333.1, XP_031849324.1, XP_031849325.1, XP_031849326.1, XP_031849327.1, XP_031849328.1, XP_031849329.1, XP_031849330.1, XP_031849331.1, XP_031849332.1	XP_001944680.1
OG0000445	XP_031827533.1	XP_001947747.2
OG0000445	XP_031827411.1	XP_001951336.2, XP_008188005.2
OG0000446	XP_031838352.1, XP_031838353.1, XP_031838351.1	XP_001948595.1
OG0000447	XP_031829976.1, XP_031829984.1	XP_001948711.2, XP_008180133.1
OG0000448	XP_031831408.1, XP_031831410.1, XP_031831411.1, XP_031831409.1	XP_008182788.1, XP_003244318.1, XP_001949326.1, XP_029343895.1
OG0000449	XP_031849419.1	XP_016657987.1, XP_001950351.1
OG0000450	XP_031836836.1, XP_031848504.1	XP_029346527.1, XP_001951822.2
OG0000451	XP_031846454.1, XP_031846456.1, XP_031846455.1	XP_001952700.2
OG0000452	XP_031849268.1	XP_008180644.1, XP_008180645.1, XP_008180643.1
OG0000452	XP_031828311.1	XP_003240691.1
OG0000453	XP_031832789.1, XP_031832790.1, XP_031832791.1	XP_003243118.1
OG0000454	XP_031843476.1, XP_031843474.1	XP_003243419.1, XP_008181420.1, XP_008181421.1
OG0000455	XP_031833718.1, XP_031833708.1, XP_031833683.1, XP_031833665.1, XP_031833692.1, XP_031833699.1, XP_031833674.1	XP_016659034.1, XP_003243797.2, XP_008181948.1
OG0000456	XP_031828432.1	XP_003244188.1, XP_016655925.1
OG0000457	XP_031826741.1, XP_031826743.1	XP_008183896.1, XP_016660552.1, XP_029343084.1, XP_008183895.1, XP_008183894.1, XP_016660551.1, XP_003245097.1
OG0000458	XP_031847157.1, XP_031847156.1, XP_031847155.1, XP_031847154.1	XP_003247036.2
OG0000459	XP_031845480.1, XP_031845482.1, XP_031845484.1, XP_031845483.1	XP_008178719.1
OG0000460	XP_031839116.1, XP_031839118.1	XP_008180950.1
OG0000461	XP_031827747.1	XP_008187909.2
OG0000462	XP_031842634.1, XP_031842632.1, XP_031842637.1, XP_031842635.1, XP_031842636.1	XP_008188422.1
OG0000463	XP_031839180.1, XP_031839169.1	XP_016655975.1
OG0000464	XP_031839451.1, XP_031839320.1	XP_016659460.1
OG0000465	XP_031840722.1	XP_016661611.1
OG0000466	XP_031841858.1, XP_031841856.1	XP_016664343.1
OG0000467	XP_031849313.1, XP_031849312.1	XP_029341946.1
OG0000468	XP_031843218.1, XP_031843220.1, XP_031843213.1, XP_031843215.1, XP_031843214.1, XP_031843217.1, XP_031843216.1, XP_031843219.1, XP_031843209.1, XP_031843210.1, XP_031843211.1, XP_031843208.1	XP_029343179.1
