Orthogroup	Nomia_melanderi	Ceratina_calcarata
OG0000191	XP_031843261.1	XP_026668491.1
OG0000192	XP_031847208.1	XP_026666469.1, XP_026666468.1, XP_026666467.1, XP_026666466.1, XP_026666470.1, XP_017892919.1
OG0000194	XP_031843496.1, XP_031843495.1	XP_026669791.1
OG0000194	XP_031848879.1	XP_017880978.1
OG0000194	XP_031843507.1	XP_026670038.1
OG0000194	XP_031838309.1	XP_026670032.1, XP_026670031.1
OG0000196	XP_031841275.1	XP_017876924.1, XP_026672114.1
OG0000196	XP_031836104.1, XP_031836105.1, XP_031836106.1, XP_031836107.1, XP_031836103.1	XP_026675560.1
OG0000197	XP_031837253.1	XP_017882165.1
OG0000197	XP_031837082.1	XP_017882164.1, XP_017882163.1
OG0000198	XP_031827645.1, XP_031827644.1	XP_017889330.1
OG0000200	XP_031827782.1	XP_017890009.1, XP_017890010.1
OG0000200	XP_031849412.1	XP_017878648.1
OG0000200	XP_031849414.1	XP_017878649.1
OG0000201	XP_031831080.1	XP_017881997.1
OG0000202	XP_031842338.1, XP_031842336.1, XP_031842337.1, XP_031842339.1	XP_017879501.1
OG0000203	XP_031840442.1	XP_017887879.1
OG0000203	XP_031831628.1, XP_031831625.1, XP_031831627.1, XP_031831626.1	XP_017887627.1, XP_017887629.1, XP_017887626.1
OG0000204	XP_031827654.1, XP_031827655.1, XP_031827656.1, XP_031827653.1	XP_017890364.1, XP_017890363.1, XP_017890362.1
OG0000205	XP_031844495.1, XP_031844500.1, XP_031844501.1	XP_026669616.1, XP_026669617.1, XP_026669618.1, XP_017880691.1, XP_017880690.1
OG0000206	XP_031826752.1	XP_017886680.1
OG0000206	XP_031826808.1, XP_031826811.1, XP_031826810.1, XP_031826809.1	XP_026672663.1, XP_017886684.1
OG0000207	XP_031850268.1	XP_017887500.1
OG0000207	XP_031841289.1	XP_026674616.1
OG0000207	XP_031841290.1	XP_017892647.1
OG0000208	XP_031841274.1	XP_017888023.2
OG0000208	XP_031843304.1	XP_026674450.1
OG0000208	XP_031841014.1, XP_031841015.1	XP_017890302.1
OG0000209	XP_031835069.1, XP_031835073.1, XP_031835072.1, XP_031835071.1, XP_031835076.1, XP_031835075.1, XP_031835074.1	XP_017877461.1
OG0000210	XP_031838858.1	XP_017892511.1
OG0000210	XP_031847872.1	XP_017891941.1
OG0000210	XP_031833724.1	XP_026674381.1, XP_026674382.1
OG0000212	XP_031834616.1	XP_017878882.2
OG0000212	XP_031829597.1	XP_017881503.1
OG0000212	XP_031829541.1	XP_017881501.1, XP_017881502.1
OG0000213	XP_031829822.1, XP_031829824.1, XP_031829823.1	XP_017880316.1, XP_017880314.1, XP_017880318.1, XP_017880317.1, XP_017880320.1, XP_017880319.1, XP_017880312.1, XP_017880311.1, XP_017880310.1
OG0000214	XP_031832084.1	XP_017887358.1
OG0000214	XP_031850423.1, XP_031850412.1, XP_031850402.1, XP_031850430.1, XP_031850440.1, XP_031850450.1	XP_017883709.1
OG0000215	XP_031842767.1, XP_031842763.1, XP_031842762.1, XP_031842761.1, XP_031842768.1, XP_031842764.1	XP_026674154.1
OG0000215	XP_031842770.1	XP_026674156.1
OG0000216	XP_031833974.1	XP_026675305.1, XP_017879922.1
OG0000217	XP_031838827.1	XP_017875872.2
OG0000218	XP_031843157.1, XP_031843154.1, XP_031843156.1, XP_031843159.1, XP_031843158.1, XP_031843153.1, XP_031843152.1, XP_031843150.1, XP_031843149.1, XP_031843148.1, XP_031843151.1, XP_031843147.1, XP_031843160.1	XP_017886341.1, XP_017886340.1, XP_017886339.1
OG0000219	XP_031844648.1, XP_031844645.1, XP_031844649.1, XP_031844644.1, XP_031844646.1	XP_017877521.1, XP_017877526.1
OG0000220	XP_031848722.1, XP_031848723.1, XP_031848720.1, XP_031848721.1, XP_031848719.1, XP_031848724.1, XP_031848727.1, XP_031848726.1	XP_017876340.1, XP_026667525.1, XP_026667523.1, XP_026667524.1
OG0000221	XP_031847181.1, XP_031847176.1, XP_031847173.1, XP_031847174.1, XP_031847177.1, XP_031847178.1, XP_031847170.1, XP_031847180.1, XP_031847179.1, XP_031847182.1, XP_031847172.1, XP_031847171.1	XP_026670075.1, XP_017881592.1, XP_026670076.1
OG0000223	XP_031843281.1	XP_017882775.1
OG0000223	XP_031834465.1	XP_017893356.1
OG0000224	XP_031845107.1	XP_017880350.1
OG0000225	XP_031845382.1	XP_026666844.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1, XP_017893640.1, XP_017893639.1
OG0000225	XP_031845330.1, XP_031845328.1, XP_031845327.1	XP_017878810.1
OG0000226	XP_031845830.1	XP_026666810.1
OG0000226	XP_031845816.1	XP_017893380.1
OG0000227	XP_031841465.1, XP_031841460.1, XP_031841461.1, XP_031841463.1, XP_031841462.1, XP_031841466.1	XP_017888470.1, XP_017888471.1, XP_017888467.1, XP_017888469.1, XP_017888468.1
OG0000229	XP_031828353.1, XP_031828352.1	XP_017875075.1
OG0000231	XP_031830558.1, XP_031830557.1	XP_017876697.1
OG0000232	XP_031848186.1, XP_031848188.1, XP_031848187.1, XP_031848189.1	XP_017884958.1, XP_017884957.1
OG0000233	XP_031828212.1, XP_031828211.1	XP_026675538.1, XP_017892650.2, XP_017892649.1, XP_026669124.1, XP_017879788.1, XP_017879699.1
OG0000234	XP_031838672.1	XP_017888526.1
OG0000234	XP_031838671.1	XP_017888643.1
OG0000235	XP_031837012.1, XP_031837013.1	XP_017875862.1
OG0000235	XP_031837040.1	XP_026672263.1, XP_017890424.2
OG0000236	XP_031847307.1	XP_017889375.1
OG0000236	XP_031847306.1	XP_017889373.1
OG0000237	XP_031848024.1	XP_017876361.1
OG0000237	XP_031848023.1	XP_017876360.1
OG0000239	XP_031848984.1	XP_017893445.1
OG0000240	XP_031826590.1	XP_017893188.1
OG0000241	XP_031848668.1, XP_031848664.1	XP_026666971.1
OG0000241	XP_031839440.1, XP_031829061.1, XP_031829071.1	XP_026666464.1
OG0000243	XP_031836576.1, XP_031836577.1	XP_017884615.1
OG0000244	XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832846.1, XP_031832851.1, XP_031832860.1, XP_031832863.1, XP_031832862.1, XP_031832853.1, XP_031832854.1, XP_031832848.1, XP_031832852.1, XP_031832850.1, XP_031832859.1, XP_031832861.1, XP_031832849.1	XP_017875461.1
OG0000245	XP_031828652.1	XP_017884414.2, XP_017877241.2, XP_017877242.1
OG0000246	XP_031841788.1	XP_026672439.1, XP_017886206.1, XP_017886207.1
OG0000247	XP_031825523.1, XP_031825522.1	XP_017879482.1
OG0000247	XP_031825527.1	XP_026669061.1
OG0000248	XP_031835538.1, XP_031835539.1	XP_026672461.1
OG0000249	XP_031846178.1	XP_017881308.1
OG0000250	XP_031847829.1	XP_017891897.1
OG0000250	XP_031835810.1	XP_017892094.1
OG0000250	XP_031838971.1	XP_017878871.1
OG0000251	XP_031847857.1	XP_017891906.1
OG0000251	XP_031837823.1	XP_017880108.2
OG0000252	XP_031844068.1, XP_031844065.1, XP_031844066.1, XP_031844063.1, XP_031844064.1, XP_031844071.1, XP_031844072.1, XP_031844073.1, XP_031844067.1, XP_031844069.1, XP_031844070.1	XP_017882976.1, XP_017882975.1
OG0000253	XP_031840596.1, XP_031840598.1, XP_031840599.1	XP_017887593.1
OG0000254	XP_031832122.1	XP_017885582.1
OG0000254	XP_031833515.1	XP_026670867.1, XP_017883145.1
OG0000255	XP_031850284.1	XP_017876450.1, XP_017876430.1, XP_017876438.1, XP_017876443.1
OG0000255	XP_031841717.1	XP_017881190.1
OG0000256	XP_031847101.1, XP_031847102.1, XP_031847099.1, XP_031847100.1	XP_017888223.1, XP_017888224.1
OG0000257	XP_031832830.1, XP_031832832.1	XP_017888096.1
OG0000257	XP_031832827.1	XP_017888092.1
OG0000258	XP_031843085.1	XP_017878110.1
OG0000259	XP_031841988.1, XP_031842008.1	XP_026675575.1, XP_026675576.1, XP_026674289.1
OG0000260	XP_031848919.1, XP_031848954.1, XP_031848835.1, XP_031838239.1	XP_017877095.2
OG0000261	XP_031846061.1, XP_031846059.1, XP_031846060.1, XP_031846057.1, XP_031846056.1, XP_031846055.1, XP_031846054.1, XP_031846053.1	XP_017888716.1
OG0000263	XP_031835360.1, XP_031835362.1, XP_031835361.1	XP_017879981.1, XP_017879980.1
OG0000264	XP_031832256.1	XP_017891067.1
OG0000264	XP_031841809.1, XP_031841810.1	XP_017876369.1
OG0000265	XP_031849046.1, XP_031836082.1, XP_031848965.1, XP_031836096.1	XP_026669532.1, XP_017885091.1
OG0000266	XP_031847517.1	XP_017891607.1, XP_026674990.1, XP_017891608.1
OG0000266	XP_031836489.1, XP_031836488.1	XP_017885430.1, XP_017885429.1
OG0000268	XP_031848594.1	XP_017885444.1
OG0000269	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1	XP_026675551.1, XP_026675554.1, XP_026675552.1, XP_026675550.1, XP_026675553.1, XP_017892665.1
OG0000270	XP_031833977.1	XP_017889037.1
OG0000271	XP_031842330.1	XP_017883617.2, XP_026671280.1
OG0000271	XP_031838446.1	XP_026666577.1, XP_026666578.1
OG0000272	XP_031839528.1, XP_031839531.1	XP_017892842.1
OG0000272	XP_031837103.1	XP_017876935.1
OG0000273	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1	XP_017881716.1, XP_026670142.1, XP_026670143.1
OG0000274	XP_031846638.1	XP_017883552.1
OG0000274	XP_031825597.1, XP_031825599.1	XP_026674273.1, XP_026674274.1, XP_026674275.1
OG0000275	XP_031841067.1	XP_017876926.2
OG0000277	XP_031848090.1, XP_031848091.1	XP_017884937.1
OG0000278	XP_031836647.1	XP_017883294.2
OG0000279	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1	XP_017877534.1, XP_026668146.1
OG0000280	XP_031850549.1	XP_017885680.1
OG0000281	XP_031838606.1	XP_017890997.1
OG0000281	XP_031846619.1	XP_017890528.1, XP_017883555.1
OG0000283	XP_031833818.1, XP_031833817.1, XP_031833815.1	XP_017885393.1
OG0000284	XP_031826330.1	XP_017887944.1
OG0000284	XP_031846776.1	XP_017892296.1
OG0000286	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1	XP_017882800.1
OG0000287	XP_031828105.1, XP_031828104.1	XP_017887531.1
OG0000288	XP_031849686.1	XP_017887268.1
OG0000288	XP_031833411.1	XP_017890083.1
OG0000289	XP_031839444.1	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1
OG0000290	XP_031849004.1, XP_031849005.1, XP_031849002.1, XP_031849003.1	XP_017892209.1
OG0000291	XP_031844762.1	XP_017878091.1
OG0000291	XP_031844761.1	XP_026668428.1
OG0000292	XP_031828784.1	XP_017883970.1, XP_026671294.1
OG0000293	XP_031828093.1, XP_031828087.1, XP_031828068.1, XP_031828078.1	XP_026673949.1, XP_026673952.1, XP_026673951.1, XP_026673956.1
OG0000294	XP_031839587.1	XP_026669286.1, XP_017890616.2
OG0000294	XP_031839589.1	XP_026669287.1
OG0000295	XP_031831489.1, XP_031831490.1, XP_031831492.1	XP_017883054.1, XP_017883056.1
OG0000295	XP_031831488.1	XP_017883055.1
OG0000296	XP_031844567.1	XP_017880686.1, XP_017880687.1, XP_017880688.1
OG0000297	XP_031845801.1	XP_017893279.1
OG0000298	XP_031825619.1, XP_031825620.1, XP_031825618.1	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1
OG0000299	XP_031844650.1, XP_031844651.1	XP_026668130.1, XP_026668129.1, XP_017877527.1, XP_017877528.1
OG0000300	XP_031828108.1, XP_031828109.1	XP_017881515.1, XP_017881516.1
OG0000300	XP_031831837.1, XP_031831836.1	XP_017887624.1
OG0000301	XP_031827130.1	XP_017888706.1
OG0000301	XP_031828764.1	XP_017881796.1, XP_026670186.1
OG0000302	XP_031848793.1, XP_031848271.1	XP_017882044.1
OG0000303	XP_031827201.1	XP_017883659.1
OG0000303	XP_031849967.1	XP_017876261.1
OG0000303	XP_031829024.1	XP_017881670.1
OG0000304	XP_031829902.1, XP_031829901.1	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1
OG0000305	XP_031834133.1	XP_026670924.1
OG0000305	XP_031832425.1, XP_031832424.1, XP_031832421.1, XP_031832422.1, XP_031832427.1, XP_031832426.1	XP_017890725.1
OG0000306	XP_031833469.1, XP_031833463.1, XP_031833470.1, XP_031833468.1	XP_026670843.1, XP_026670846.1, XP_017883071.2
OG0000307	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1	XP_017886766.1, XP_017886767.1
OG0000308	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1	XP_017882238.1
OG0000309	XP_031826842.1, XP_031826838.1, XP_031826839.1, XP_031826844.1, XP_031826843.1, XP_031826845.1, XP_031826841.1	XP_017883719.1, XP_026671117.1, XP_026671116.1
OG0000310	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1	XP_026668950.1, XP_017879249.1
OG0000311	XP_031829695.1	XP_017879050.1
OG0000312	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1	XP_026675168.1, XP_017891847.1, XP_017891846.1
OG0000313	XP_031830193.1	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1
OG0000314	XP_031843272.1	XP_026674211.1
OG0000314	XP_031843273.1	XP_026674212.1
OG0000315	XP_031841939.1, XP_031841940.1	XP_026670640.1, XP_026673904.1, XP_026670639.1
OG0000316	XP_031825617.1	XP_017889315.1
OG0000316	XP_031838081.1	XP_017885727.1
OG0000317	XP_031835468.1	XP_017878634.1
OG0000318	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1	XP_017886867.1
OG0000319	XP_031849335.1	XP_017890544.1
OG0000320	XP_031829627.1, XP_031829628.1	XP_017884838.1, XP_017885012.1
OG0000321	XP_031828113.1, XP_031828112.1	XP_026669990.1
OG0000322	XP_031847858.1	XP_017891907.1
OG0000322	XP_031826181.1, XP_031826182.1, XP_031826184.1	XP_026672347.1, XP_017885950.1
OG0000323	XP_031828906.1	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1
OG0000325	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1	XP_017892509.1, XP_017892508.1, XP_017892510.1
OG0000326	XP_031843673.1	XP_017883786.2
OG0000327	XP_031838509.1, XP_031838513.1, XP_031838516.1	XP_026669845.1, XP_026669836.1, XP_026669837.1
OG0000329	XP_031826761.1	XP_017890655.1
OG0000330	XP_031849962.1	XP_017888466.1
OG0000330	XP_031836766.1	XP_017888632.1
OG0000331	XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1, XP_031838206.1	XP_017891701.1
OG0000332	XP_031838151.1, XP_031838150.1, XP_031838152.1	XP_026675169.1, XP_017892085.1, XP_017892086.1, XP_017892084.1, XP_017892083.1
OG0000333	XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1	XP_017883944.1, XP_017880399.2
OG0000334	XP_031843830.1, XP_031843829.1, XP_031843828.1	XP_017876668.1, XP_017876666.1, XP_017876667.1, XP_026667677.1
OG0000335	XP_031826910.1, XP_031826911.1, XP_031826913.1	XP_026674589.1, XP_017890677.1
OG0000336	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1	XP_026668398.1
OG0000336	XP_031848307.1	XP_017884030.1
OG0000337	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1	XP_017892895.1
OG0000338	XP_031840740.1	XP_026670550.1
OG0000339	XP_031831302.1	XP_017890207.1
OG0000339	XP_031829836.1, XP_031829835.1	XP_017880076.1
OG0000340	XP_031833920.1	XP_017883854.1
OG0000340	XP_031837893.1	XP_017881925.1
OG0000341	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1	XP_017880418.1, XP_017880419.1
OG0000342	XP_031849801.1	XP_017882193.1
OG0000342	XP_031849407.1	XP_017882300.1
OG0000343	XP_031832963.1	XP_017880492.1
OG0000344	XP_031837555.1, XP_031837558.1, XP_031837556.1	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1
OG0000345	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1	XP_017886453.1
OG0000347	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1	XP_017875942.1
OG0000348	XP_031837415.1, XP_031837416.1, XP_031837417.1, XP_031837418.1, XP_031837419.1, XP_031837424.1, XP_031837423.1, XP_031837422.1, XP_031837420.1	XP_026667059.1
OG0000349	XP_031827122.1	XP_017883706.1, XP_026671160.1
OG0000350	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1	XP_017877637.1, XP_017877636.1
OG0000351	XP_031844300.1	XP_026671339.1, XP_017884059.1
OG0000352	XP_031839803.1, XP_031839804.1, XP_031839801.1	XP_017884017.1, XP_017884018.1, XP_017884019.1
OG0000353	XP_031847168.1, XP_031834899.1, XP_031847148.1	XP_026673816.1
OG0000356	XP_031840972.1	XP_017882661.1
OG0000356	XP_031841764.1	XP_017882662.1
OG0000357	XP_031848546.1	XP_017884701.1, XP_026671694.1, XP_017884704.1, XP_017884703.1, XP_017884702.1
OG0000358	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1	XP_017881381.1, XP_017881384.1, XP_017881383.1, XP_017881382.1
OG0000360	XP_031829459.1	XP_026672518.1
OG0000361	XP_031842869.1	XP_017889643.1
OG0000362	XP_031827924.1	XP_026673052.1, XP_017887555.1
OG0000363	XP_031848153.1	XP_017887556.1
OG0000363	XP_031848675.1	XP_017879666.2, XP_017882363.1
OG0000364	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1	XP_017879635.1
OG0000365	XP_031828870.1, XP_031828869.1, XP_031828866.1, XP_031828876.1, XP_031828871.1, XP_031828872.1, XP_031828873.1, XP_031828875.1, XP_031828867.1	XP_026669826.1
OG0000366	XP_031842886.1	XP_026672513.1, XP_026672512.1
OG0000367	XP_031843826.1	XP_017876664.1, XP_017876665.1, XP_017876663.1
OG0000368	XP_031828765.1	XP_017881800.1
OG0000368	XP_031827659.1, XP_031827667.1	XP_017890006.1, XP_026674259.1, XP_026674258.1
OG0000369	XP_031842508.1	XP_026673921.1, XP_026673920.1
OG0000369	XP_031828181.1	XP_017875060.2
OG0000370	XP_031838952.1	XP_026670242.1
OG0000370	XP_031841609.1	XP_026670240.1
OG0000371	XP_031843162.1	XP_026672489.1, XP_026672487.1, XP_017886344.1, XP_017886345.1, XP_026672490.1, XP_017886342.1, XP_017886343.1
OG0000372	XP_031835206.1, XP_031835197.1	XP_026674693.1
OG0000372	XP_031843583.1	XP_017877007.1
OG0000375	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1	XP_026673145.1
OG0000376	XP_031830649.1	XP_026670404.1, XP_026670402.1, XP_026670403.1, XP_026670401.1, XP_026670400.1
OG0000377	XP_031846810.1	XP_017879768.1
OG0000377	XP_031836352.1, XP_031836354.1, XP_031836355.1	XP_017892888.1
OG0000378	XP_031836793.1	XP_026666512.1, XP_017893062.1
OG0000378	XP_031836584.1	XP_017875171.1
OG0000379	XP_031850460.1	XP_026672374.1
OG0000380	XP_031842078.1, XP_031842077.1, XP_031842082.1, XP_031842081.1, XP_031842083.1, XP_031842079.1	XP_026674310.1, XP_017889485.1
OG0000381	XP_031839882.1	XP_017879359.1
OG0000382	XP_031843770.1, XP_031843772.1, XP_031843771.1	XP_026667240.1
OG0000382	XP_031845569.1	XP_017877895.1
OG0000383	XP_031829498.1, XP_031836346.1, XP_031836078.1	XP_017880981.1, XP_017887324.1
OG0000384	XP_031834029.1	XP_017880522.1, XP_026669531.1
OG0000384	XP_031833987.1	XP_026669578.1
OG0000385	XP_031842127.1, XP_031842124.1	XP_017888867.1, XP_017888864.1
OG0000385	XP_031838969.1	XP_017880344.1
OG0000386	XP_031837844.1	XP_026670786.1
OG0000386	XP_031837916.1	XP_026674023.1, XP_026670748.1
OG0000387	XP_031840694.1, XP_031846649.1, XP_031846513.1	XP_017884085.2, XP_017887854.2, XP_017881302.1
OG0000388	XP_031830365.1	XP_017892983.1
OG0000388	XP_031835429.1	XP_017892916.1
OG0000389	XP_031839349.1	XP_017888208.1
OG0000389	XP_031842038.1	XP_017882958.1, XP_017882959.1
OG0000390	XP_031836980.1	XP_026675490.1
OG0000391	XP_031831918.1, XP_031831890.1, XP_031831908.1, XP_031831898.1, XP_031831880.1	XP_017879294.1
OG0000392	XP_031842136.1, XP_031826683.1	XP_017890620.1
OG0000394	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1	XP_017891153.1, XP_017891154.1
OG0000395	XP_031841354.1, XP_031841342.1	XP_017878360.1
OG0000395	XP_031844342.1	XP_017880857.1
OG0000396	XP_031825880.1	XP_017876629.1
OG0000396	XP_031830245.1	XP_017876031.1
OG0000398	XP_031830739.1, XP_031830738.1, XP_031830742.1, XP_031830741.1, XP_031830740.1	XP_017883232.1, XP_026670933.1, XP_017881985.1, XP_026670277.1
OG0000399	XP_031829748.1	XP_017888875.2, XP_026673685.1
OG0000400	XP_031843634.1	XP_026667276.1
OG0000401	XP_031831260.1, XP_031831262.1, XP_031831258.1, XP_031831259.1, XP_031831263.1, XP_031831257.1	XP_017877858.1, XP_017877859.1, XP_026668295.1, XP_017877857.1
OG0000402	XP_031836316.1	XP_017886139.2
OG0000403	XP_031846922.1, XP_031846915.1	XP_026669413.1, XP_026669481.1, XP_026669498.1
OG0000405	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1	XP_017891894.1, XP_017891893.1
OG0000405	XP_031830443.1	XP_017891500.1
OG0000406	XP_031849124.1	XP_017888942.1
OG0000406	XP_031849125.1	XP_017888966.1
OG0000407	XP_031828678.1	XP_017892498.1, XP_026671889.1
OG0000407	XP_031828680.1	XP_017885063.2, XP_026675474.1
OG0000408	XP_031826067.1	XP_026673209.1, XP_026673210.1
OG0000408	XP_031826434.1	XP_017892389.1
OG0000409	XP_031829286.1, XP_031829287.1, XP_031829288.1	XP_017879420.1
OG0000410	XP_031833209.1	XP_017876457.1
OG0000410	XP_031841679.1	XP_017886929.1, XP_026672673.1
OG0000411	XP_031827908.1	XP_017875085.1
OG0000411	XP_031846667.1	XP_026669493.1
OG0000412	XP_031833089.1	XP_026671793.1
OG0000412	XP_031844906.1	XP_026667744.1, XP_017876789.1
