Orthogroup	Nomia_melanderi	Solenopsis_invicta
OG0000186	XP_031834869.1	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1
OG0000187	XP_031844556.1, XP_031844565.1, XP_031844499.1, XP_031844479.1, XP_031844458.1, XP_031844469.1, XP_031844528.1, XP_031844537.1, XP_031844547.1, XP_031844448.1, XP_031844518.1, XP_031844439.1, XP_031844509.1, XP_031844574.1, XP_031844582.1, XP_031844489.1	XP_039309150.1, XP_011165088.1, XP_011165087.1
OG0000188	XP_031834431.1	XP_011168465.1
OG0000189	XP_031837615.1	XP_011170993.1, XP_039306223.1
OG0000190	XP_031829381.1, XP_031829385.1, XP_031829383.1, XP_031829384.1, XP_031829386.1	XP_011166168.1, XP_039304064.1, XP_025988559.1
OG0000191	XP_031843261.1	XP_039315120.1, XP_011164616.2
OG0000192	XP_031847208.1	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2
OG0000194	XP_031843496.1, XP_031843495.1	XP_039304800.1
OG0000194	XP_031848879.1	XP_011158373.2
OG0000194	XP_031838309.1	XP_025992171.1, XP_039304703.1
OG0000195	XP_031825355.1, XP_031828216.1	XP_025990073.1, XP_011155425.1, XP_011155426.1, XP_011155427.1, XP_039308628.1
OG0000195	XP_031826783.1	XP_011172831.1
OG0000196	XP_031841275.1	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1
OG0000196	XP_031836104.1, XP_031836105.1, XP_031836106.1, XP_031836107.1, XP_031836103.1	XP_011161482.2
OG0000197	XP_031837253.1, XP_031837082.1	XP_011157191.1
OG0000198	XP_031827645.1, XP_031827644.1	XP_011163990.2, XP_039313887.1, XP_025994493.1
OG0000200	XP_031827782.1	XP_011170758.1
OG0000200	XP_031849412.1, XP_031849414.1	XP_011168061.1, XP_011168064.1
OG0000201	XP_031831080.1	XP_025990401.2
OG0000202	XP_031842338.1, XP_031842336.1, XP_031842337.1, XP_031842339.1	XP_025988731.1
OG0000203	XP_031840442.1	XP_011160113.1, XP_011160112.1
OG0000203	XP_031831628.1, XP_031831625.1, XP_031831627.1, XP_031831626.1	XP_011168468.1, XP_039309884.1
OG0000204	XP_031827654.1, XP_031827655.1, XP_031827656.1, XP_031827653.1	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1
OG0000205	XP_031844495.1, XP_031844500.1, XP_031844501.1	XP_011168746.1, XP_039308307.1
OG0000206	XP_031826752.1	XP_025988777.2, XP_039314221.1, XP_039314222.1
OG0000206	XP_031826808.1, XP_031826811.1, XP_031826810.1, XP_031826809.1	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2
OG0000207	XP_031850268.1	XP_025996998.1
OG0000207	XP_031841289.1	XP_011156648.1
OG0000207	XP_031841290.1	NP_001291516.1
OG0000208	XP_031841274.1	XP_011156625.1
OG0000208	XP_031841014.1, XP_031841015.1	XP_039313116.1, XP_039313117.1
OG0000209	XP_031835069.1, XP_031835073.1, XP_031835072.1, XP_031835071.1, XP_031835076.1, XP_031835075.1, XP_031835074.1	XP_011160517.1, XP_011160520.1
OG0000210	XP_031838858.1	XP_039301699.1
OG0000210	XP_031847872.1	XP_011157224.2
OG0000210	XP_031833724.1	XP_025991680.2
OG0000212	XP_031829597.1	XP_011175849.1
OG0000212	XP_031829541.1	XP_011175847.2
OG0000213	XP_031829822.1, XP_031829824.1, XP_031829823.1	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	XP_031832084.1	XP_011162082.1
OG0000214	XP_031850423.1, XP_031850412.1, XP_031850402.1, XP_031850430.1, XP_031850440.1, XP_031850450.1	XP_025990048.1, XP_025990047.1
OG0000215	XP_031842767.1, XP_031842763.1, XP_031842762.1, XP_031842761.1, XP_031842768.1, XP_031842764.1	XP_025993451.1, XP_039314411.1, XP_011167858.1
OG0000215	XP_031842770.1	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	XP_031833974.1	XP_011163750.1
OG0000217	XP_031838827.1	XP_011155464.2
OG0000218	XP_031843157.1, XP_031843154.1, XP_031843156.1, XP_031843159.1, XP_031843158.1, XP_031843153.1, XP_031843152.1, XP_031843150.1, XP_031843149.1, XP_031843148.1, XP_031843151.1, XP_031843147.1, XP_031843160.1	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000219	XP_031844648.1, XP_031844645.1, XP_031844649.1, XP_031844644.1, XP_031844646.1	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1
OG0000220	XP_031848722.1, XP_031848723.1, XP_031848720.1, XP_031848721.1, XP_031848719.1, XP_031848724.1, XP_031848727.1, XP_031848726.1	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1
OG0000221	XP_031847181.1, XP_031847176.1, XP_031847173.1, XP_031847174.1, XP_031847177.1, XP_031847178.1, XP_031847170.1, XP_031847180.1, XP_031847179.1, XP_031847182.1, XP_031847172.1, XP_031847171.1	XP_025986297.1
OG0000223	XP_031843281.1	XP_011166243.1
OG0000223	XP_031834465.1	XP_011158143.1
OG0000225	XP_031845382.1	XP_011163590.1, XP_011163589.1, XP_039304922.1
OG0000225	XP_031845330.1, XP_031845328.1, XP_031845327.1	XP_011163592.1
OG0000226	XP_031845830.1	XP_025988435.1
OG0000226	XP_031845816.1	XP_025988429.1
OG0000227	XP_031841465.1, XP_031841460.1, XP_031841461.1, XP_031841463.1, XP_031841462.1, XP_031841466.1	XP_025988617.1, XP_025988616.1
OG0000229	XP_031828353.1, XP_031828352.1	XP_011167118.1
OG0000231	XP_031830558.1, XP_031830557.1	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1
OG0000232	XP_031848186.1, XP_031848188.1, XP_031848187.1, XP_031848189.1	XP_011161208.1, XP_011161207.1
OG0000233	XP_031828212.1, XP_031828211.1	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2
OG0000234	XP_031838671.1	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1
OG0000234	XP_031838673.1	XP_011166748.1, XP_039301747.1, XP_011166749.1, XP_011166747.1, XP_011166745.1, XP_011166746.1
OG0000235	XP_031837012.1, XP_031837013.1	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1
OG0000236	XP_031847307.1	XP_011164467.1
OG0000236	XP_031847306.1	XP_025993904.1
OG0000237	XP_031848023.1	XP_025992756.2
OG0000239	XP_031848984.1	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2
OG0000240	XP_031826590.1	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2
OG0000241	XP_031839440.1, XP_031829061.1, XP_031829071.1	XP_011175763.2
OG0000243	XP_031836576.1, XP_031836577.1	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2
OG0000244	XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832846.1, XP_031832851.1, XP_031832860.1, XP_031832863.1, XP_031832862.1, XP_031832853.1, XP_031832854.1, XP_031832848.1, XP_031832852.1, XP_031832850.1, XP_031832859.1, XP_031832861.1, XP_031832849.1	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	XP_031828652.1	XP_011162616.1
OG0000246	XP_031841788.1	XP_011161827.1, XP_039303228.1
OG0000246	XP_031841790.1, XP_031841789.1	XP_039302793.1, XP_039302661.1
OG0000247	XP_031825527.1	XP_011173011.1
OG0000248	XP_031835538.1, XP_031835539.1	XP_039304040.1, XP_025995392.1
OG0000249	XP_031846178.1	XP_011156908.1, XP_011174006.1
OG0000250	XP_031847829.1	XP_011161725.1, XP_025995993.1, XP_025995992.1
OG0000250	XP_031835810.1	XP_011156530.2
OG0000251	XP_031847857.1	XP_011157217.1
OG0000251	XP_031828975.1, XP_031837823.1	XP_011175696.1
OG0000252	XP_031844068.1, XP_031844065.1, XP_031844066.1, XP_031844063.1, XP_031844064.1, XP_031844071.1, XP_031844072.1, XP_031844073.1, XP_031844067.1, XP_031844069.1, XP_031844070.1	XP_025997250.1
OG0000253	XP_031840596.1, XP_031840598.1, XP_031840599.1	XP_039309534.1
OG0000254	XP_031832122.1	XP_011166638.1
OG0000254	XP_031833515.1	XP_011155529.1
OG0000255	XP_031850284.1	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2
OG0000255	XP_031841717.1	XP_011171007.1
OG0000256	XP_031847101.1, XP_031847102.1, XP_031847099.1, XP_031847100.1	XP_011169053.1, XP_011169052.1
OG0000257	XP_031832830.1, XP_031832832.1	XP_039314679.1
OG0000257	XP_031832827.1	XP_039314645.1
OG0000258	XP_031843085.1	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2
OG0000259	XP_031841988.1, XP_031842008.1	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2
OG0000260	XP_031842067.1	XP_039302312.1
OG0000261	XP_031846061.1, XP_031846059.1, XP_031846060.1, XP_031846057.1, XP_031846056.1, XP_031846055.1, XP_031846054.1, XP_031846053.1	XP_011163661.1, XP_039305380.1, XP_011163662.1
OG0000263	XP_031835360.1, XP_031835362.1, XP_031835361.1	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1
OG0000264	XP_031832256.1	XP_039306192.1
OG0000264	XP_031841809.1, XP_031841810.1	XP_011165046.1
OG0000265	XP_031836082.1, XP_031848965.1, XP_031836096.1	XP_011163230.1, XP_011172089.2, XP_025991743.1
OG0000265	XP_031835549.1	XP_011172088.1
OG0000266	XP_031847517.1	XP_011163945.2
OG0000266	XP_031836489.1, XP_031836488.1	XP_011167747.1
OG0000268	XP_031848594.1	XP_011158225.1, XP_011158224.1
OG0000269	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1
OG0000270	XP_031834112.1	XP_025992265.1
OG0000270	XP_031833977.1	XP_011166273.1
OG0000271	XP_031842330.1	NP_001291526.1, XP_025988373.1
OG0000271	XP_031838446.1	XP_011161787.2
OG0000272	XP_031839528.1, XP_031839531.1	XP_025989138.1
OG0000272	XP_031837103.1	XP_011157845.2
OG0000273	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2
OG0000274	XP_031825597.1, XP_031825599.1	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1
OG0000275	XP_031841067.1	XP_039313032.1, XP_039313033.1, XP_039313034.1
OG0000276	XP_031839005.1	XP_025988816.1, XP_011164236.1
OG0000277	XP_031848090.1, XP_031848091.1	XP_011157342.1
OG0000278	XP_031836647.1	XP_011164304.1, XP_011164305.1
OG0000279	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1
OG0000280	XP_031850549.1	XP_011158184.1
OG0000281	XP_031838606.1	XP_011164399.1
OG0000281	XP_031846619.1	XP_011170785.2
OG0000283	XP_031833818.1, XP_031833817.1, XP_031833815.1	XP_039302806.1
OG0000284	XP_031826330.1	XP_025994994.1
OG0000284	XP_031846776.1	XP_011161425.1
OG0000285	XP_031842320.1, XP_031842319.1	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1
OG0000286	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1
OG0000287	XP_031828105.1	XP_011165803.1
OG0000287	XP_031828104.1	XP_011165802.1
OG0000288	XP_031849686.1	XP_011167249.2
OG0000288	XP_031833411.1	XP_039314771.1
OG0000289	XP_031839444.1	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1
OG0000290	XP_031849004.1, XP_031849005.1, XP_031849002.1, XP_031849003.1	XP_011170099.1
OG0000291	XP_031844762.1	XP_011165283.1
OG0000291	XP_031830392.1	XP_011175630.2
OG0000291	XP_031844761.1	XP_011165472.3
OG0000292	XP_031828784.1	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1
OG0000292	XP_031848114.1	XP_011157423.1
OG0000293	XP_031828093.1, XP_031828087.1, XP_031828068.1, XP_031828078.1	XP_039305187.1
OG0000294	XP_031839587.1	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1
OG0000294	XP_031839589.1	XP_039305522.1
OG0000295	XP_031831489.1, XP_031831490.1, XP_031831492.1, XP_031831488.1	XP_011157721.3
OG0000296	XP_031844567.1	XP_039313607.1
OG0000297	XP_031845801.1	XP_039312929.1
OG0000298	XP_031825619.1, XP_031825620.1, XP_031825618.1	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1
OG0000299	XP_031844650.1, XP_031844651.1	XP_011168755.2, XP_039308295.1, XP_011168756.2
OG0000300	XP_031831837.1, XP_031831836.1	XP_039309883.1
OG0000301	XP_031827130.1	XP_011170516.1, XP_039304166.1
OG0000301	XP_031828764.1	XP_011156580.1
OG0000302	XP_031848793.1, XP_031848271.1	XP_039311789.1
OG0000303	XP_031849967.1	XP_039312848.1
OG0000303	XP_031829024.1	XP_039302513.1
OG0000304	XP_031829902.1, XP_031829901.1	XP_039302604.1, XP_011175853.1
OG0000305	XP_031834133.1	XP_011161793.1
OG0000305	XP_031832425.1, XP_031832424.1, XP_031832421.1, XP_031832422.1, XP_031832427.1, XP_031832426.1	XP_011165476.2
OG0000306	XP_031833469.1, XP_031833463.1, XP_031833470.1, XP_031833468.1	XP_025988786.1, XP_011170424.1, XP_039314289.1
OG0000307	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1
OG0000308	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1
OG0000309	XP_031826842.1, XP_031826838.1, XP_031826839.1, XP_031826844.1, XP_031826843.1, XP_031826845.1, XP_031826841.1	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1
OG0000310	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1
OG0000311	XP_031829695.1	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1
OG0000312	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1	XP_011173333.1
OG0000313	XP_031830193.1	XP_011175815.1
OG0000314	XP_031843273.1	XP_039310823.1
OG0000315	XP_031841939.1, XP_031841940.1	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1
OG0000316	XP_031825617.1	XP_011165933.1
OG0000316	XP_031838081.1	XP_025989686.2
OG0000317	XP_031835468.1	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2
OG0000318	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1	XP_011176294.1
OG0000319	XP_031849335.1	XP_011169063.1, XP_011169064.1, XP_011169065.1
OG0000320	XP_031829627.1, XP_031829628.1	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1
OG0000321	XP_031828113.1, XP_031828112.1	XP_011172456.1, XP_011172453.1, XP_039314100.1
OG0000322	XP_031847858.1	XP_011157229.1, XP_011157228.1
OG0000323	XP_031828906.1	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1
OG0000324	XP_031834417.1	XP_039304925.1, XP_039304936.1
OG0000324	XP_031833285.1	XP_011168296.2
OG0000325	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1	XP_025995957.2
OG0000326	XP_031843673.1	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1
OG0000327	XP_031838509.1, XP_031838513.1, XP_031838516.1	XP_025990794.1, XP_025990791.2, XP_039306899.1, XP_025990793.1
OG0000329	XP_031826761.1	XP_011174933.2, XP_011174925.1
OG0000330	XP_031849962.1	XP_011164096.1
OG0000330	XP_031836766.1	XP_025989792.2, XP_011160312.2
OG0000332	XP_031838151.1, XP_031838150.1, XP_031838152.1	XP_011173375.1, XP_011173377.1, XP_039305807.1
OG0000333	XP_031845026.1, XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1	XP_039305276.1, XP_039305277.1
OG0000334	XP_031843830.1, XP_031843829.1, XP_031843828.1	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1
OG0000335	XP_031826910.1, XP_031826911.1, XP_031826913.1	XP_011157762.1
OG0000336	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1	XP_011164875.1, XP_011164877.1
OG0000336	XP_031848307.1	XP_025987058.2
OG0000337	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1	XP_011173365.2
OG0000338	XP_031840740.1	XP_011171807.1
OG0000338	XP_031825343.1	XP_011170750.1
OG0000339	XP_031831302.1	XP_011166134.1
OG0000339	XP_031829836.1, XP_031829835.1	XP_011176133.1
OG0000340	XP_031833920.1	XP_025996699.2
OG0000341	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1	XP_011160367.1
OG0000342	XP_031849801.1	XP_025992367.1
OG0000342	XP_031849407.1	XP_025986147.2
OG0000343	XP_031832963.1	XP_011172106.1
OG0000344	XP_031837555.1, XP_031837558.1, XP_031837556.1	XP_011171384.2, XP_011171383.2, XP_039306999.1
OG0000345	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2
OG0000347	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1	XP_039311376.1
OG0000348	XP_031837415.1, XP_031837416.1, XP_031837417.1, XP_031837418.1, XP_031837419.1, XP_031837424.1, XP_031837423.1, XP_031837422.1, XP_031837420.1	XP_025991268.1, XP_025991269.1, XP_039310127.1
OG0000349	XP_031827122.1	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1
OG0000350	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1
OG0000351	XP_031844300.1	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1
OG0000352	XP_031839803.1, XP_031839804.1, XP_031839801.1	XP_011167136.1
OG0000353	XP_031834900.1	XP_039307921.1
OG0000353	XP_031847168.1, XP_031834899.1, XP_031847148.1	XP_011173575.3, XP_011173574.2, XP_011173573.2, XP_039312123.1, XP_039312104.1, XP_039312126.1, XP_039312124.1, XP_039312112.1, XP_039312100.1, XP_039312109.1, XP_039312081.1, XP_039312082.1, XP_011163168.3, XP_025994642.2, XP_039307775.1, XP_039307925.1, XP_039307764.1, XP_011156980.3, XP_039307747.1, XP_039307748.1, XP_025989890.2, XP_039307922.1, XP_039307923.1, XP_039307746.1, XP_025989905.2, XP_039307776.1, XP_039307777.1, XP_011156955.3, XP_039307745.1, XP_039307324.1, XP_039307325.1, XP_039307323.1, XP_025989883.2, XP_011156957.3, XP_039307320.1, XP_039307329.1, XP_039307335.1, XP_039307334.1, XP_025989887.2, XP_039307328.1, XP_039307315.1
OG0000356	XP_031840972.1	XP_039310530.1
OG0000357	XP_031848546.1	XP_039307123.1
OG0000358	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1	XP_011168327.1, XP_011168326.1
OG0000360	XP_031829459.1	XP_011159166.1, XP_011159170.1, XP_011159171.1, XP_011159172.1, XP_039311705.1, XP_011159167.1
OG0000361	XP_031842869.1	XP_025988581.1
OG0000362	XP_031827924.1	XP_025995044.1
OG0000363	XP_031848153.1	XP_011175928.2
OG0000363	XP_031848675.1	XP_025985928.1
OG0000364	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1	XP_039304986.1, XP_039304985.1, XP_025995086.1, XP_025995085.1, XP_025995084.1, XP_025995083.1
