Orthogroup	Nomia_melanderi	Bombyx_mori
OG0000229	XP_031828353.1, XP_031828352.1	XP_004928517.1, XP_012547831.1
OG0000230	XP_031850217.1	XP_021208331.1, XP_004933333.1
OG0000231	XP_031830558.1, XP_031830557.1	XP_037871854.1, XP_037877315.1
OG0000232	XP_031848186.1, XP_031848188.1, XP_031848187.1, XP_031848189.1	XP_012546482.1, NP_001040472.1
OG0000233	XP_031828212.1, XP_031828211.1	XP_004928912.1, XP_004928913.2
OG0000235	XP_031837012.1, XP_031837013.1	XP_037877778.1, XP_012548383.2, XP_037877767.1, XP_037877779.1
OG0000236	XP_031847307.1	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2
OG0000237	XP_031848024.1	XP_004931804.1
OG0000237	XP_031848023.1	XP_037875185.1
OG0000241	XP_031848668.1, XP_031848664.1, XP_031839440.1, XP_031829061.1, XP_031829071.1	XP_012547063.1, XP_004926042.1, XP_037873319.1, XP_012546361.1, XP_004929513.1, XP_004929472.2
OG0000244	XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832846.1, XP_031832851.1, XP_031832860.1, XP_031832863.1, XP_031832862.1, XP_031832853.1, XP_031832854.1, XP_031832848.1, XP_031832852.1, XP_031832850.1, XP_031832859.1, XP_031832861.1, XP_031832849.1	XP_021202524.1
OG0000245	XP_031828652.1	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1
OG0000246	XP_031841788.1	XP_012549895.1, NP_001037174.1
OG0000246	XP_031841790.1, XP_031841789.1	XP_004931016.1
OG0000247	XP_031825527.1	XP_021207883.2, XP_037873736.1
OG0000248	XP_031835538.1, XP_031835539.1	XP_021203484.2, XP_037872942.1
OG0000249	XP_031846178.1, XP_031846219.1	NP_001138804.1, XP_012545064.1
OG0000250	XP_031847829.1, XP_031835810.1	XP_021206228.1, XP_004930144.1
OG0000250	XP_031838971.1	XP_004930143.1
OG0000251	XP_031847857.1, XP_031828975.1, XP_031837823.1	XP_021206899.1, NP_001108066.1
OG0000252	XP_031844068.1, XP_031844065.1, XP_031844066.1, XP_031844063.1, XP_031844064.1, XP_031844071.1, XP_031844072.1, XP_031844073.1, XP_031844067.1, XP_031844069.1, XP_031844070.1	NP_001104796.1
OG0000253	XP_031840596.1, XP_031840598.1, XP_031840599.1	NP_001037285.1
OG0000254	XP_031832122.1	XP_004921802.3
OG0000254	XP_031833515.1	XP_004924523.1, XP_037876397.1
OG0000255	XP_031850284.1	XP_012543911.1, XP_012543887.2
OG0000255	XP_031841717.1	XP_004923881.1
OG0000256	XP_031847101.1, XP_031847102.1, XP_031847099.1, XP_031847100.1	NP_001093298.1, XP_037870495.1
OG0000257	XP_031832830.1, XP_031832832.1	XP_012551257.1, XP_012551255.1
OG0000257	XP_031832827.1	XP_004932600.1
OG0000258	XP_031843085.1	NP_001159622.2, NP_001106744.1, XP_012551170.1
OG0000259	XP_031841988.1, XP_031842008.1	XP_012548404.1
OG0000260	XP_031842067.1	XP_004929696.2, NP_001036839.1
OG0000261	XP_031846061.1, XP_031846059.1, XP_031846060.1, XP_031846057.1, XP_031846056.1, XP_031846055.1, XP_031846054.1, XP_031846053.1	XP_004922950.1, NP_001303996.1
OG0000263	XP_031835360.1, XP_031835362.1, XP_031835361.1	XP_012549376.1, NP_001040274.1
OG0000264	XP_031832256.1	NP_001037358.2
OG0000264	XP_031841809.1, XP_031841810.1	XP_037875045.1, NP_001037084.1
OG0000266	XP_031847517.1	NP_001040464.1
OG0000266	XP_031836489.1, XP_031836488.1	XP_012544346.1, NP_001037083.1
OG0000268	XP_031848594.1	XP_021204157.1
OG0000269	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1	XP_004924161.2
OG0000270	XP_031833977.1	NP_001171666.1
OG0000271	XP_031842330.1	XP_037870196.1, NP_001036913.1, XP_021203229.1, NP_001036977.1
OG0000272	XP_031839528.1, XP_031839531.1	NP_001091830.1, XP_037866711.1
OG0000272	XP_031837103.1	NP_001166818.1, XP_012549099.1
OG0000274	XP_031846638.1	XP_037866704.1
OG0000274	XP_031825597.1, XP_031825599.1	XP_021202962.1, XP_021202959.1
OG0000275	XP_031841067.1	XP_004924792.1
OG0000277	XP_031848090.1, XP_031848091.1	XP_012544880.1, XP_021202885.1, XP_004924999.1
OG0000278	XP_031836647.1	XP_021207737.1
OG0000279	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1	NP_001296510.1, XP_037868174.1, NP_001037502.1
OG0000280	XP_031850549.1	XP_004923939.1, XP_037871297.1, XP_004925289.2, XP_021202202.1
OG0000280	XP_031846102.1	XP_012553292.2
OG0000281	XP_031838606.1	XP_004922768.2
OG0000283	XP_031833818.1, XP_031833817.1, XP_031833815.1	XP_037877071.1, XP_037877070.1, XP_037877069.1
OG0000284	XP_031826330.1	NP_001037072.1
OG0000284	XP_031846776.1	NP_001296499.1, XP_004932842.1
OG0000285	XP_031842320.1, XP_031842319.1	XP_037874172.1
OG0000286	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1	XP_004929167.1
OG0000287	XP_031828105.1	XP_004922091.1
OG0000287	XP_031828104.1	XP_004922588.1
OG0000288	XP_031849686.1	XP_021201951.2
OG0000288	XP_031833411.1	XP_037868251.1
OG0000289	XP_031839444.1	XP_004925540.2
OG0000292	XP_031848114.1	XP_037874428.1, XP_021206479.1
OG0000293	XP_031828093.1, XP_031828087.1, XP_031828068.1, XP_031828078.1	XP_004929231.1
OG0000295	XP_031831489.1, XP_031831490.1, XP_031831492.1, XP_031831488.1	NP_001037538.1
OG0000296	XP_031844567.1	NP_001093088.1
OG0000297	XP_031845801.1	XP_037872464.1
OG0000298	XP_031825619.1, XP_031825620.1, XP_031825618.1	XP_037876134.1
OG0000299	XP_031844650.1, XP_031844651.1	XP_004931769.1
OG0000300	XP_031831837.1, XP_031831836.1	XP_004933050.1
OG0000301	XP_031827130.1	NP_001106223.1
OG0000301	XP_031828764.1	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1
OG0000302	XP_031849048.1, XP_031848510.1	NP_001095931.1
OG0000302	XP_031849055.1, XP_031848793.1, XP_031848271.1	XP_012548543.1, NP_001036995.2
OG0000303	XP_031827201.1	XP_004922660.1
OG0000303	XP_031849967.1, XP_031829024.1	XP_004933180.1
OG0000304	XP_031829902.1, XP_031829901.1	XP_012551807.1
OG0000305	XP_031834133.1	XP_037867702.1
OG0000306	XP_031833469.1, XP_031833463.1, XP_031833470.1, XP_031833468.1	XP_037876226.1, XP_012545475.3, XP_037876227.1
OG0000307	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1	XP_021205396.1
OG0000308	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1	XP_021205271.1, XP_004928518.1
OG0000309	XP_031826842.1, XP_031826838.1, XP_031826839.1, XP_031826844.1, XP_031826843.1, XP_031826845.1, XP_031826841.1	XP_037874917.1, XP_012544599.1
OG0000310	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1
OG0000311	XP_031829695.1	NP_001093301.1, NP_001036889.1
OG0000312	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1	NP_001040189.1, XP_004923642.1
OG0000313	XP_031830193.1	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1
OG0000314	XP_031843273.1	XP_004933069.3
OG0000315	XP_031841939.1, XP_031841940.1	XP_037867576.1
OG0000316	XP_031825617.1	XP_012546125.1, NP_001166631.1
OG0000316	XP_031838081.1	NP_001166632.1
OG0000317	XP_031835468.1	XP_037867855.1, XP_037867856.1
OG0000318	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1	XP_037871308.1
OG0000319	XP_031849335.1	XP_004930032.1
OG0000320	XP_031829627.1, XP_031829628.1	XP_012545276.1, NP_001098066.2
OG0000321	XP_031828113.1, XP_031828112.1	XP_021202661.1, XP_004924713.2
OG0000322	XP_031847858.1	XP_037873232.1, XP_037873234.1
OG0000323	XP_031828906.1	XP_012548839.3, XP_037874398.1
OG0000324	XP_031833285.1	XP_037876704.1
OG0000325	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1	XP_021203813.1, XP_004926421.2
OG0000326	XP_031843673.1	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2
OG0000327	XP_031848508.1	XP_021208104.2, XP_021208109.2
OG0000327	XP_031838509.1, XP_031838513.1, XP_031838516.1	XP_021208093.2
OG0000329	XP_031826761.1	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2
OG0000332	XP_031838151.1, XP_031838150.1, XP_031838152.1	XP_004926237.1
OG0000333	XP_031845026.1, XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1	NP_001274771.1, XP_004925570.1
OG0000334	XP_031843830.1, XP_031843829.1, XP_031843828.1	XP_012548494.3
OG0000335	XP_031826910.1, XP_031826911.1, XP_031826913.1	XP_037867290.1, NP_001091841.1
OG0000336	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1, XP_031848307.1	XP_004922260.1
OG0000337	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1	XP_037869275.1, XP_037869270.1
OG0000338	XP_031840740.1	XP_012550935.1
OG0000338	XP_031825343.1	XP_012550857.1, NP_001243932.1
OG0000339	XP_031831302.1	NP_001106217.1
OG0000339	XP_031829836.1, XP_031829835.1	NP_001037376.1, XP_012549898.1
OG0000340	XP_031833920.1	NP_001036910.1, XP_037876898.1, XP_037877212.1
OG0000340	XP_031837893.1	NP_001037458.1
OG0000341	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1	XP_004929139.1, XP_012548430.1, XP_004929140.1
OG0000342	XP_031849801.1	NP_001116809.1
OG0000342	XP_031849407.1	XP_004932270.2
OG0000343	XP_031832963.1	XP_012543786.3
OG0000344	XP_031837555.1, XP_031837558.1, XP_031837556.1	XP_037877717.1
OG0000345	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1	NP_001243988.1
OG0000347	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1	XP_021202995.1
OG0000348	XP_031837415.1, XP_031837416.1, XP_031837417.1, XP_031837418.1, XP_031837419.1, XP_031837424.1, XP_031837423.1, XP_031837422.1, XP_031837420.1	NP_001243674.1, XP_004933388.2
OG0000349	XP_031827122.1	XP_004924752.1
OG0000350	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1	XP_004924816.1
OG0000351	XP_031844300.1	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2
OG0000356	XP_031840972.1, XP_031841764.1	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2
OG0000357	XP_031848546.1	XP_037875620.1, XP_037875619.1
OG0000358	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1	XP_004929861.1, XP_012549059.1
OG0000360	XP_031829459.1	XP_004925207.2
OG0000361	XP_031842869.1	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1
OG0000363	XP_031848153.1	NP_001166627.1
OG0000363	XP_031848675.1	NP_001036950.1, NP_001036951.1
OG0000364	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1	XP_012545855.2, NP_001036990.1
OG0000365	XP_031828870.1, XP_031828869.1, XP_031828866.1, XP_031828876.1, XP_031828871.1, XP_031828872.1, XP_031828873.1, XP_031828875.1, XP_031828867.1	XP_004931576.1
OG0000366	XP_031842886.1, XP_031848836.1	XP_037868836.1, XP_037868853.1
OG0000367	XP_031843826.1	XP_004931037.1
OG0000368	XP_031828765.1, XP_031827659.1, XP_031827667.1	NP_001296504.1
OG0000369	XP_031842508.1, XP_031828181.1	XP_021205545.1
OG0000370	XP_031838952.1	NP_001037368.1, XP_037867324.1, XP_021206506.2
OG0000370	XP_031841609.1	XP_004923586.2
OG0000371	XP_031843162.1	XP_021206677.1
OG0000372	XP_031835206.1, XP_031835197.1, XP_031843583.1	XP_004927647.1
OG0000375	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1	XP_004932094.1
OG0000377	XP_031846810.1	XP_021204843.1, XP_037877759.1
OG0000377	XP_031836352.1, XP_031836354.1, XP_031836355.1	NP_001093303.1
OG0000378	XP_031836793.1	NP_001128361.1, XP_012548744.1
OG0000378	XP_031836584.1	XP_012545363.2
OG0000379	XP_031850460.1	XP_012548112.2, XP_037872167.1, XP_037872168.1
OG0000380	XP_031842078.1, XP_031842077.1, XP_031842082.1, XP_031842081.1, XP_031842083.1, XP_031842079.1	XP_004929190.1
OG0000381	XP_031839882.1	NP_001040480.1
OG0000382	XP_031843770.1, XP_031843772.1, XP_031843771.1, XP_031845569.1	XP_004926637.1
OG0000383	XP_031829498.1, XP_031836346.1, XP_031836078.1	XP_004924167.1
OG0000384	XP_031834029.1	XP_012546200.2, NP_001037020.1
OG0000384	XP_031833987.1	XP_012549844.2
OG0000385	XP_031842127.1, XP_031842124.1, XP_031838969.1	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1
OG0000386	XP_031837844.1, XP_031837916.1	XP_004922882.1
OG0000388	XP_031830365.1	NP_001037022.1
OG0000388	XP_031835429.1	NP_001037023.1
OG0000389	XP_031839349.1, XP_031842038.1	XP_004932710.1, XP_021207907.1
OG0000390	XP_031836980.1	XP_021203616.1, XP_037877297.1, XP_037877296.1
OG0000391	XP_031831918.1, XP_031831890.1, XP_031831908.1, XP_031831898.1, XP_031831880.1	XP_037874402.1
OG0000392	XP_031842136.1, XP_031826683.1	XP_037869586.1
OG0000394	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1	XP_037872446.1
OG0000395	XP_031841354.1, XP_031841342.1, XP_031844342.1	XP_004925794.1
OG0000396	XP_031825880.1, XP_031830245.1	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1
OG0000397	XP_031828640.1	XP_012547260.2, XP_004927925.2
OG0000398	XP_031830739.1, XP_031830738.1, XP_031830742.1, XP_031830741.1, XP_031830740.1	XP_012549270.1
OG0000399	XP_031829748.1	XP_037869246.1
OG0000401	XP_031831260.1, XP_031831262.1, XP_031831258.1, XP_031831259.1, XP_031831263.1, XP_031831257.1	XP_012553127.1
OG0000403	XP_031846922.1, XP_031846915.1	XP_037866587.1, XP_037866592.1
OG0000405	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1	NP_001040392.1
OG0000405	XP_031830443.1	XP_037873435.1
OG0000406	XP_031849124.1	XP_004929643.2
OG0000406	XP_031849125.1	XP_004925045.1
OG0000408	XP_031826067.1	XP_004932927.1
OG0000408	XP_031826434.1	XP_004931561.1
OG0000409	XP_031829286.1, XP_031829287.1, XP_031829288.1	XP_004924677.1
OG0000410	XP_031833209.1	XP_012553301.2
OG0000411	XP_031827908.1	XP_004923311.1
OG0000411	XP_031846667.1	XP_004933193.1
OG0000412	XP_031833089.1, XP_031844906.1	XP_012550723.1
OG0000413	XP_031847110.1, XP_031847111.1	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1
OG0000414	XP_031832085.1	XP_021206944.1
OG0000414	XP_031832080.1	XP_004926609.1
OG0000415	XP_031845031.1	XP_004923559.1
OG0000416	XP_031839342.1, XP_031846386.1	XP_037868006.1
OG0000417	XP_031846073.1	XP_021207012.2
OG0000417	XP_031843173.1	XP_004922341.3, XP_004922254.1
OG0000418	XP_031825945.1, XP_031825936.1	XP_012545692.2
OG0000419	XP_031848129.1	XP_004921625.1
OG0000420	XP_031839661.1, XP_031839781.1	XP_037875242.1
OG0000420	XP_031839805.1	XP_004929927.1
OG0000421	XP_031826826.1, XP_031826818.1	XP_037871236.1
OG0000422	XP_031831659.1, XP_031831662.1, XP_031831661.1, XP_031831660.1, XP_031831658.1	XP_004928016.1
OG0000423	XP_031845141.1	XP_004922982.1
OG0000424	XP_031834162.1	XP_012543994.1
OG0000425	XP_031825917.1, XP_031825916.1, XP_031825919.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825923.1	XP_004931496.2
OG0000426	XP_031832178.1, XP_031832177.1	XP_004926893.2, XP_037872271.1
OG0000427	XP_031825564.1	XP_004921827.1
OG0000428	XP_031829532.1	NP_001127722.1, XP_021206900.2
OG0000428	XP_031849865.1	NP_001127749.1, NP_001127748.1
OG0000429	XP_031831637.1, XP_031831639.1, XP_031831635.1, XP_031831636.1, XP_031831634.1	XP_004921819.1
OG0000430	XP_031839274.1, XP_031842027.1, XP_031842026.1, XP_031842031.1, XP_031842029.1, XP_031842030.1, XP_031842028.1	XP_004931599.1
OG0000431	XP_031846555.1	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2
OG0000432	XP_031830318.1	XP_004927792.1
OG0000433	XP_031847972.1, XP_031847973.1	XP_004927325.1
OG0000434	XP_031833180.1, XP_031833182.1, XP_031833183.1, XP_031833179.1	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1
OG0000436	XP_031830362.1	XP_012544653.1, NP_001157382.1
OG0000436	XP_031830359.1	XP_037874773.1
OG0000437	XP_031843950.1, XP_031843942.1, XP_031843962.1	XP_004925471.1, XP_037875367.1
OG0000438	XP_031833668.1, XP_031833663.1	XP_021209231.1
OG0000439	XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831197.1, XP_031831184.1, XP_031831187.1, XP_031831186.1, XP_031831194.1	XP_004922987.1
OG0000440	XP_031834864.1, XP_031834945.1	XP_004931128.1, XP_004931129.1
OG0000442	XP_031844491.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844486.1	XP_012552268.1, XP_037869304.1, XP_037869303.1
OG0000443	XP_031826527.1, XP_031826528.1, XP_031826526.1	NP_001243917.1, XP_037875534.1
OG0000444	XP_031849333.1, XP_031849324.1, XP_031849325.1, XP_031849326.1, XP_031849327.1, XP_031849328.1, XP_031849329.1, XP_031849330.1, XP_031849331.1, XP_031849332.1	NP_001296486.1
OG0000445	XP_031827533.1	XP_037877659.1, NP_001103810.2
OG0000445	XP_031827411.1	XP_037866540.1
OG0000446	XP_031838352.1, XP_031838353.1, XP_031838351.1	XP_021205750.2
OG0000447	XP_031829976.1, XP_031829984.1	XP_037869965.1, XP_037870004.1
OG0000448	XP_031831408.1, XP_031831410.1, XP_031831411.1, XP_031831409.1	XP_004928171.1
OG0000449	XP_031849419.1	XP_004927641.1, XP_004927639.1, XP_004927640.1
OG0000450	XP_031836836.1, XP_031848504.1	XP_004924638.1, XP_012544520.1
OG0000451	XP_031846454.1, XP_031846456.1, XP_031846455.1	XP_021207060.1
OG0000452	XP_031849268.1	XP_004923659.2, XP_012553421.2
OG0000452	XP_031828311.1	XP_004923139.1
OG0000453	XP_031832789.1, XP_031832790.1, XP_031832791.1	NP_001171330.1, XP_012551816.1
OG0000454	XP_031843476.1, XP_031843474.1	XP_012543973.2, XP_037875666.1
OG0000455	XP_031833718.1, XP_031833708.1, XP_031833683.1, XP_031833665.1, XP_031833692.1, XP_031833699.1, XP_031833674.1	NP_001266428.1, XP_021206172.1
OG0000456	XP_031828432.1	XP_004934093.4
OG0000457	XP_031826741.1, XP_031826743.1	NP_001127746.1, NP_001127724.1, XP_037874602.1
OG0000458	XP_031847157.1, XP_031847156.1, XP_031847155.1, XP_031847154.1	NP_001037412.2, XP_012552878.1
OG0000459	XP_031845480.1, XP_031845482.1, XP_031845484.1, XP_031845483.1	XP_004930201.1
OG0000460	XP_031839116.1	XP_004929869.1
OG0000460	XP_031839118.1	XP_004929870.2
OG0000461	XP_031827747.1	XP_012545235.1
OG0000462	XP_031842634.1, XP_031842632.1, XP_031842637.1, XP_031842635.1, XP_031842636.1	XP_012545975.1
OG0000463	XP_031839180.1	XP_021202662.2, XP_012544580.2, XP_004924386.1
OG0000464	XP_031839320.1	XP_012544414.3
OG0000465	XP_031840722.1	XP_004925185.1
OG0000466	XP_031841858.1, XP_031841856.1	XP_037870170.1, NP_001139705.1
OG0000468	XP_031843218.1, XP_031843220.1, XP_031843213.1, XP_031843215.1, XP_031843214.1, XP_031843217.1, XP_031843216.1, XP_031843219.1, XP_031843209.1, XP_031843210.1, XP_031843211.1, XP_031843208.1	XP_037876797.1
OG0000469	XP_031846086.1, XP_031846085.1, XP_031846082.1, XP_031846084.1, XP_031846083.1, XP_031846080.1, XP_031846079.1	XP_037870187.1, NP_001296505.1
OG0000470	XP_031841343.1, XP_031841340.1, XP_031841339.1, XP_031841341.1	XP_004929360.1
OG0000471	XP_031838019.1	XP_012544171.1, NP_001037117.1
OG0000475	XP_031847461.1, XP_031847459.1	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1
OG0000476	XP_031845538.1	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1
OG0000477	XP_031839436.1	NP_001036999.1
OG0000478	XP_031848834.1	XP_004931958.1
OG0000479	XP_031835435.1, XP_031835434.1	XP_037869129.1
OG0000482	XP_031841941.1	XP_037866530.1
OG0000483	XP_031844708.1	NP_001171913.1, XP_037872550.1
OG0000484	XP_031847296.1	XP_037876600.1
OG0000485	XP_031828669.1, XP_031828670.1	NP_001040249.1
OG0000486	XP_031826524.1	XP_012552150.2
OG0000487	XP_031825266.1, XP_031825267.1	XP_012546459.2
OG0000488	XP_031846993.1, XP_031846994.1, XP_031846992.1	XP_004930709.1
OG0000489	XP_031828577.1	XP_004929626.1, XP_021205905.1, XP_004929625.1
OG0000490	XP_031835526.1, XP_031835524.1, XP_031835527.1, XP_031835523.1, XP_031835522.1, XP_031835515.1, XP_031835517.1, XP_031835519.1, XP_031835518.1, XP_031835521.1, XP_031835520.1, XP_031835516.1	XP_004921592.1
OG0000491	XP_031850360.1, XP_031850362.1	XP_037877644.1, NP_001191409.1
OG0000492	XP_031844658.1	XP_004932172.1, XP_012550996.1
