Orthogroup	Nomia_melanderi	Osmia_bicornis
OG0000183	XP_031828691.1, XP_031828693.1, XP_031828695.1, XP_031828694.1, XP_031828690.1	XP_029053202.1
OG0000184	XP_031846910.1	XP_029034044.1, XP_029034077.1
OG0000185	XP_031829650.1	XP_029037648.1
OG0000185	XP_031829646.1, XP_031829645.1, XP_031829647.1	XP_029037641.1, XP_029037640.1
OG0000186	XP_031834869.1	XP_029043658.1, XP_029043698.1, XP_029043697.1
OG0000187	XP_031844556.1, XP_031844565.1, XP_031844499.1, XP_031844479.1, XP_031844458.1, XP_031844469.1, XP_031844528.1, XP_031844537.1, XP_031844547.1, XP_031844448.1, XP_031844518.1, XP_031844439.1, XP_031844509.1, XP_031844574.1, XP_031844582.1, XP_031844489.1	XP_029047831.1
OG0000188	XP_031843391.1	XP_029034574.1
OG0000188	XP_031834431.1	XP_029035546.1
OG0000189	XP_031837615.1	XP_029035806.1, XP_029035810.1, XP_029035809.1, XP_029035808.1
OG0000190	XP_031829381.1, XP_031829385.1, XP_031829383.1, XP_031829384.1, XP_031829386.1	XP_029056400.1, XP_029056399.1, XP_029056401.1
OG0000191	XP_031843261.1	XP_029036825.1
OG0000192	XP_031847208.1	XP_029034267.1, XP_029034266.1
OG0000194	XP_031848879.1	XP_029038776.1
OG0000194	XP_031843507.1	XP_029038788.1
OG0000194	XP_031838309.1	XP_029038813.1
OG0000195	XP_031825355.1, XP_031828216.1	XP_029052983.1, XP_029052995.1, XP_029052191.1, XP_029052984.1, XP_029052188.1
OG0000196	XP_031841275.1	XP_029041657.1, XP_029041656.1
OG0000196	XP_031836104.1, XP_031836105.1, XP_031836106.1, XP_031836107.1, XP_031836103.1	XP_029053549.1
OG0000197	XP_031837253.1	XP_029032736.1, XP_029032735.1
OG0000197	XP_031837082.1	XP_029032734.1
OG0000198	XP_031827645.1, XP_031827644.1	XP_029048757.1, XP_029048766.1, XP_029048776.1
OG0000200	XP_031827782.1	XP_029052014.1
OG0000200	XP_031849412.1	XP_029049081.1
OG0000200	XP_031849414.1	XP_029049085.1
OG0000201	XP_031831080.1	XP_029039891.1
OG0000202	XP_031842338.1, XP_031842336.1, XP_031842337.1, XP_031842339.1	XP_029044324.1
OG0000203	XP_031840442.1	XP_029047463.1
OG0000203	XP_031831628.1, XP_031831625.1, XP_031831627.1, XP_031831626.1	XP_029042308.1, XP_029042310.1
OG0000204	XP_031827654.1, XP_031827655.1, XP_031827656.1, XP_031827653.1	XP_029049274.1, XP_029049273.1, XP_029049272.1, XP_029049275.1
OG0000205	XP_031844495.1, XP_031844500.1, XP_031844501.1	XP_029047201.1, XP_029047202.1, XP_029047200.1, XP_029047205.1, XP_029047203.1, XP_029047204.1
OG0000206	XP_031826752.1	XP_029052215.1
OG0000206	XP_031826808.1, XP_031826811.1, XP_031826810.1, XP_031826809.1	XP_029052187.1, XP_029052186.1
OG0000207	XP_031850268.1	XP_029046518.1
OG0000207	XP_031841289.1	XP_029041769.1
OG0000207	XP_031841290.1	XP_029041771.1
OG0000208	XP_031841274.1	XP_029041765.1
OG0000208	XP_031843304.1	XP_029055923.1
OG0000208	XP_031841014.1, XP_031841015.1	XP_029033072.1
OG0000209	XP_031835069.1, XP_031835073.1, XP_031835072.1, XP_031835071.1, XP_031835076.1, XP_031835075.1, XP_031835074.1	XP_029047963.1, XP_029047965.1, XP_029047964.1
OG0000210	XP_031838858.1	XP_029037304.1
OG0000210	XP_031847872.1	XP_029045711.1
OG0000210	XP_031833724.1	XP_029041331.1
OG0000212	XP_031834616.1	XP_029034391.1, XP_029034390.1
OG0000212	XP_031829597.1	XP_029051924.1
OG0000212	XP_031829541.1	XP_029051929.1
OG0000213	XP_031829822.1, XP_031829824.1, XP_031829823.1	XP_029041152.1, XP_029041153.1, XP_029041150.1, XP_029041151.1
OG0000214	XP_031832084.1	XP_029041256.1
OG0000215	XP_031842767.1, XP_031842763.1, XP_031842762.1, XP_031842761.1, XP_031842768.1, XP_031842764.1	XP_029040889.1, XP_029040887.1, XP_029040888.1
OG0000215	XP_031842770.1	XP_029040891.1
OG0000216	XP_031833974.1	XP_029052235.1, XP_029052237.1
OG0000217	XP_031838827.1	XP_029041283.1
OG0000218	XP_031843157.1, XP_031843154.1, XP_031843156.1, XP_031843159.1, XP_031843158.1, XP_031843153.1, XP_031843152.1, XP_031843150.1, XP_031843149.1, XP_031843148.1, XP_031843151.1, XP_031843147.1, XP_031843160.1	XP_029034776.1, XP_029034777.1, XP_029034772.1, XP_029034773.1, XP_029034774.1, XP_029034775.1
OG0000219	XP_031844648.1, XP_031844645.1, XP_031844649.1, XP_031844644.1, XP_031844646.1	XP_029033097.1, XP_029033098.1, XP_029033099.1, XP_029033101.1, XP_029033100.1
OG0000220	XP_031848722.1, XP_031848723.1, XP_031848720.1, XP_031848721.1, XP_031848719.1, XP_031848724.1, XP_031848727.1, XP_031848726.1	XP_029033278.1, XP_029033277.1, XP_029033279.1, XP_029033274.1, XP_029033275.1, XP_029033276.1, XP_029033273.1
OG0000221	XP_031847181.1, XP_031847176.1, XP_031847173.1, XP_031847174.1, XP_031847177.1, XP_031847178.1, XP_031847170.1, XP_031847180.1, XP_031847179.1, XP_031847182.1, XP_031847172.1, XP_031847171.1	XP_029042551.1
OG0000223	XP_031843281.1	XP_029038992.1
OG0000223	XP_031834465.1	XP_029044364.1
OG0000224	XP_031845107.1	XP_029035644.1
OG0000225	XP_031845382.1	XP_029035976.1, XP_029035979.1, XP_029035978.1
OG0000225	XP_031845330.1, XP_031845328.1, XP_031845327.1	XP_029032932.1
OG0000226	XP_031845835.1, XP_031845830.1	XP_029036179.1
OG0000226	XP_031845816.1	XP_029036153.1
OG0000227	XP_031841465.1, XP_031841460.1, XP_031841461.1, XP_031841463.1, XP_031841462.1, XP_031841466.1	XP_029056277.1, XP_029056278.1, XP_029056276.1, XP_029056274.1, XP_029056306.1, XP_029056308.1, XP_029056307.1, XP_029056309.1, XP_029056279.1
OG0000229	XP_031828353.1, XP_031828352.1	XP_029043983.1
OG0000231	XP_031830558.1, XP_031830557.1	XP_029054484.1, XP_029039829.1
OG0000232	XP_031848186.1, XP_031848188.1, XP_031848187.1, XP_031848189.1	XP_029039432.1
OG0000233	XP_031828212.1, XP_031828211.1	XP_029038096.1, XP_029038095.1
OG0000234	XP_031838671.1	XP_029050333.1, XP_029050356.1, XP_029050344.1, XP_029050517.1
OG0000235	XP_031837012.1, XP_031837013.1	XP_029045311.1, XP_029045317.1, XP_029045324.1, XP_029045318.1
OG0000236	XP_031847307.1	XP_029036862.1, XP_029036865.1, XP_029036864.1
OG0000236	XP_031847306.1	XP_029036869.1
OG0000237	XP_031848024.1	XP_029051857.1
OG0000237	XP_031848023.1	XP_029051872.1
OG0000239	XP_031848984.1	XP_029036180.1, XP_029036132.1
OG0000240	XP_031826590.1	XP_029047308.1, XP_029047307.1, XP_029047306.1, XP_029047240.1
OG0000241	XP_031848668.1, XP_031848664.1	XP_029044589.1
OG0000241	XP_031839440.1, XP_031829061.1, XP_031829071.1	XP_029038589.1
OG0000243	XP_031836576.1, XP_031836577.1	XP_029053744.1
OG0000244	XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832846.1, XP_031832851.1, XP_031832860.1, XP_031832863.1, XP_031832862.1, XP_031832853.1, XP_031832854.1, XP_031832848.1, XP_031832852.1, XP_031832850.1, XP_031832859.1, XP_031832861.1, XP_031832849.1	XP_029039027.1
OG0000245	XP_031828652.1	XP_029039448.1
OG0000246	XP_031841788.1	XP_029043282.1, XP_029043284.1, XP_029043283.1
OG0000246	XP_031841790.1, XP_031841789.1	XP_029043287.1, XP_029043289.1, XP_029043288.1
OG0000247	XP_031825523.1, XP_031825522.1	XP_029036516.1
OG0000247	XP_031825527.1	XP_029036521.1
OG0000248	XP_031835538.1, XP_031835539.1	XP_029042768.1
OG0000249	XP_031846178.1, XP_031846219.1	XP_029044045.1
OG0000250	XP_031847829.1	XP_029052124.1
OG0000250	XP_031835810.1	XP_029052120.1
OG0000250	XP_031838971.1	XP_029055624.1, XP_029055616.1
OG0000251	XP_031847857.1	XP_029045709.1, XP_029045708.1
OG0000251	XP_031828975.1	XP_029038523.1, XP_029038522.1
OG0000252	XP_031844068.1, XP_031844065.1, XP_031844066.1, XP_031844063.1, XP_031844064.1, XP_031844071.1, XP_031844072.1, XP_031844073.1, XP_031844067.1, XP_031844069.1, XP_031844070.1	XP_029037839.1
OG0000253	XP_031840596.1, XP_031840598.1, XP_031840599.1	XP_029032574.1
OG0000254	XP_031832122.1	XP_029046368.1
OG0000254	XP_031833515.1	XP_029055807.1
OG0000256	XP_031847101.1, XP_031847102.1, XP_031847099.1, XP_031847100.1	XP_029042504.1, XP_029042508.1, XP_029042505.1, XP_029042506.1, XP_029042511.1, XP_029042512.1, XP_029042509.1, XP_029042507.1
OG0000257	XP_031832830.1, XP_031832832.1	XP_029045410.1
OG0000257	XP_031832827.1	XP_029045406.1
OG0000258	XP_031843085.1	XP_029047643.1
OG0000259	XP_031841988.1, XP_031842008.1	XP_029044913.1
OG0000260	XP_031848919.1, XP_031848954.1, XP_031848835.1, XP_031838239.1	XP_029053188.1
OG0000261	XP_031846061.1, XP_031846059.1, XP_031846060.1, XP_031846057.1, XP_031846056.1, XP_031846055.1, XP_031846054.1, XP_031846053.1	XP_029035663.1, XP_029035664.1, XP_029035662.1
OG0000263	XP_031835360.1, XP_031835362.1, XP_031835361.1	XP_029042765.1, XP_029042764.1, XP_029042763.1
OG0000264	XP_031832256.1	XP_029053644.1
OG0000264	XP_031841809.1, XP_031841810.1	XP_029053659.1, XP_029053657.1
OG0000265	XP_031849046.1, XP_031836082.1, XP_031848965.1, XP_031836096.1	XP_029048310.1
OG0000266	XP_031847517.1	XP_029049979.1
OG0000266	XP_031836489.1, XP_031836488.1	XP_029049312.1
OG0000268	XP_031848594.1	XP_029053715.1
OG0000269	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1	XP_029036205.1, XP_029036204.1
OG0000270	XP_031834112.1	XP_029047487.1
OG0000270	XP_031833977.1	XP_029045046.1
OG0000271	XP_031842330.1	XP_029048607.1
OG0000271	XP_031838446.1	XP_029047035.1
OG0000272	XP_031839528.1, XP_031839531.1	XP_029034319.1
OG0000273	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1	XP_029044326.1, XP_029044327.1
OG0000274	XP_031825597.1, XP_031825599.1	XP_029046053.1
OG0000275	XP_031841067.1	XP_029051562.1
OG0000276	XP_031839005.1	XP_029053712.1
OG0000277	XP_031848090.1, XP_031848091.1	XP_029032823.1, XP_029032828.1, XP_029032829.1, XP_029032830.1, XP_029032831.1, XP_029032824.1, XP_029032825.1, XP_029032832.1, XP_029032833.1, XP_029032827.1
OG0000278	XP_031836647.1	XP_029051961.1, XP_029049618.1
OG0000279	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1	XP_029036092.1, XP_029036091.1, XP_029036094.1, XP_029036095.1, XP_029036096.1
OG0000280	XP_031846102.1	XP_029046043.1, XP_029053069.1
OG0000281	XP_031838606.1	XP_029053027.1
OG0000281	XP_031846619.1	XP_029045757.1
OG0000283	XP_031833818.1, XP_031833817.1, XP_031833815.1	XP_029045503.1, XP_029045504.1
OG0000284	XP_031826330.1	XP_029055634.1
OG0000284	XP_031846776.1	XP_029055401.1
OG0000285	XP_031842320.1	XP_029048573.1
OG0000285	XP_031842319.1	XP_029048581.1
OG0000286	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1	XP_029033341.1
OG0000287	XP_031828104.1	XP_029055707.1
OG0000288	XP_031849686.1	XP_029037231.1
OG0000288	XP_031833411.1	XP_029048238.1
OG0000289	XP_031839444.1	XP_029040796.1
OG0000290	XP_031849004.1, XP_031849005.1, XP_031849002.1, XP_031849003.1	XP_029051156.1
OG0000291	XP_031844761.1	XP_029034855.1
OG0000292	XP_031828784.1	XP_029042887.1
OG0000292	XP_031848114.1	XP_029037740.1
OG0000293	XP_031828093.1, XP_031828087.1, XP_031828068.1, XP_031828078.1	XP_029038982.1, XP_029038983.1, XP_029038981.1
OG0000294	XP_031839587.1	XP_029041535.1
OG0000294	XP_031839589.1	XP_029041597.1
OG0000295	XP_031831489.1, XP_031831490.1, XP_031831492.1	XP_029042145.1
OG0000296	XP_031844567.1	XP_029049544.1, XP_029049545.1, XP_029049543.1
OG0000297	XP_031845801.1	XP_029038213.1
OG0000298	XP_031825619.1, XP_031825620.1, XP_031825618.1	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1
OG0000299	XP_031844650.1, XP_031844651.1	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1
OG0000300	XP_031828108.1, XP_031828109.1	XP_029032385.1
OG0000300	XP_031831837.1, XP_031831836.1	XP_029032635.1
OG0000301	XP_031827130.1	XP_029048644.1, XP_029048643.1
OG0000301	XP_031828764.1	XP_029043020.1
OG0000302	XP_031849048.1	XP_029039652.1
OG0000302	XP_031848793.1, XP_031848271.1	XP_029045566.1
OG0000303	XP_031827201.1	XP_029051023.1
OG0000303	XP_031849967.1	XP_029035381.1
OG0000303	XP_031829024.1	XP_029048888.1
OG0000304	XP_031829902.1, XP_031829901.1	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1
OG0000305	XP_031834133.1	XP_029047339.1
OG0000305	XP_031832425.1, XP_031832424.1, XP_031832421.1, XP_031832422.1, XP_031832427.1, XP_031832426.1	XP_029048754.1
OG0000306	XP_031833469.1	XP_029055772.1
OG0000306	XP_031833463.1	XP_029055770.1
OG0000306	XP_031833468.1	XP_029055768.1
OG0000307	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1	XP_029042359.1, XP_029042358.1
OG0000308	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1	XP_029040434.1, XP_029040435.1, XP_029040433.1
OG0000309	XP_031826842.1, XP_031826838.1, XP_031826839.1, XP_031826844.1, XP_031826843.1, XP_031826845.1, XP_031826841.1	XP_029048625.1, XP_029048626.1, XP_029048627.1, XP_029048623.1, XP_029048622.1
OG0000310	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1	XP_029056622.1, XP_029056621.1, XP_029056620.1, XP_029056619.1
OG0000311	XP_031829695.1	XP_029054207.1
OG0000312	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1	XP_029039443.1, XP_029039442.1
OG0000313	XP_031830193.1	XP_029044195.1
OG0000314	XP_031843272.1	XP_029040843.1, XP_029040844.1
OG0000314	XP_031843273.1	XP_029040842.1
OG0000315	XP_031841939.1, XP_031841940.1	XP_029050380.1
OG0000316	XP_031825617.1	XP_029052013.1
OG0000316	XP_031838081.1	XP_029037315.1
OG0000317	XP_031835468.1	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1
OG0000318	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1	XP_029045169.1
OG0000319	XP_031849335.1	XP_029049730.1
OG0000320	XP_031829627.1, XP_031829628.1	XP_029043380.1
OG0000321	XP_031828113.1, XP_031828112.1	XP_029032312.1, XP_029032313.1
OG0000322	XP_031847858.1	XP_029040429.1
OG0000322	XP_031826181.1, XP_031826182.1, XP_031826184.1	XP_029035236.1
OG0000323	XP_031828906.1	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1
OG0000325	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1	XP_029032468.1, XP_029032467.1
OG0000326	XP_031843673.1	XP_029036522.1, XP_029036513.1
OG0000327	XP_031838509.1, XP_031838513.1, XP_031838516.1	XP_029044880.1, XP_029044872.1
OG0000329	XP_031826761.1	XP_029045200.1
OG0000330	XP_031849962.1	XP_029039000.1
OG0000330	XP_031836766.1	XP_029044991.1, XP_029043396.1, XP_029044978.1
OG0000331	XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1, XP_031838206.1	XP_029037754.1
OG0000332	XP_031838151.1, XP_031838150.1, XP_031838152.1	XP_029039444.1, XP_029039445.1, XP_029039447.1
OG0000333	XP_031845026.1	XP_029035562.1
OG0000333	XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1	XP_029048672.1
OG0000334	XP_031843830.1, XP_031843829.1, XP_031843828.1	XP_029040536.1
OG0000335	XP_031826910.1, XP_031826911.1, XP_031826913.1	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1
OG0000336	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1	XP_029050296.1
OG0000336	XP_031848307.1	XP_029053215.1
OG0000337	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1	XP_029044048.1
OG0000338	XP_031840740.1	XP_029049651.1
OG0000338	XP_031825343.1	XP_029048723.1
OG0000339	XP_031831302.1	XP_029036574.1
OG0000339	XP_031829836.1, XP_031829835.1	XP_029035057.1
OG0000340	XP_031833920.1	XP_029043213.1
OG0000341	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1	XP_029047897.1
OG0000342	XP_031849801.1	XP_029049079.1, XP_029049078.1, XP_029049080.1, XP_029049076.1
OG0000342	XP_031849407.1	XP_029048895.1
OG0000343	XP_031832963.1	XP_029055935.1, XP_029055937.1, XP_029055936.1
OG0000344	XP_031837555.1, XP_031837558.1, XP_031837556.1	XP_029040724.1
OG0000345	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1
OG0000347	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1
OG0000348	XP_031837415.1, XP_031837416.1, XP_031837417.1, XP_031837418.1, XP_031837419.1, XP_031837424.1, XP_031837423.1, XP_031837422.1, XP_031837420.1	XP_029040383.1, XP_029040373.1, XP_029040376.1, XP_029040378.1, XP_029040380.1, XP_029040381.1, XP_029040379.1, XP_029040374.1, XP_029040375.1, XP_029040377.1
OG0000349	XP_031827122.1	XP_029045227.1, XP_029045228.1
OG0000350	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1	XP_029035510.1, XP_029035506.1, XP_029035507.1, XP_029035508.1, XP_029035509.1
OG0000351	XP_031844300.1	XP_029032992.1, XP_029032991.1, XP_029032993.1
OG0000352	XP_031839803.1, XP_031839804.1, XP_031839801.1	XP_029054732.1, XP_029054729.1
OG0000356	XP_031841764.1	XP_029038604.1
OG0000357	XP_031848546.1	XP_029043524.1, XP_029043523.1, XP_029043522.1, XP_029043520.1, XP_029043525.1, XP_029043526.1
OG0000358	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1	XP_029055341.1, XP_029055342.1, XP_029055343.1, XP_029055344.1
OG0000360	XP_031829459.1	XP_029034706.1
OG0000361	XP_031842869.1	XP_029040875.1
OG0000362	XP_031827924.1	XP_029032601.1, XP_029032600.1, XP_029032602.1, XP_029032603.1, XP_029032604.1
OG0000363	XP_031848153.1	XP_029037783.1
OG0000363	XP_031848675.1	XP_029051564.1
OG0000364	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1	XP_029048237.1
OG0000365	XP_031828870.1, XP_031828869.1, XP_031828866.1, XP_031828876.1, XP_031828871.1, XP_031828872.1, XP_031828873.1, XP_031828875.1, XP_031828867.1	XP_029049426.1, XP_029049425.1, XP_029049423.1, XP_029049424.1
OG0000366	XP_031842886.1	XP_029036848.1, XP_029036838.1, XP_029036835.1, XP_029036836.1
OG0000367	XP_031843826.1	XP_029040540.1, XP_029040539.1, XP_029040537.1, XP_029040541.1
OG0000368	XP_031828765.1	XP_029043022.1
OG0000368	XP_031827659.1, XP_031827667.1	XP_029042037.1
OG0000369	XP_031842508.1	XP_029040906.1, XP_029040905.1
OG0000369	XP_031828181.1	XP_029035224.1
OG0000370	XP_031838952.1	XP_029036217.1
OG0000370	XP_031841621.1, XP_031841609.1	XP_029036273.1
OG0000371	XP_031843162.1	XP_029034789.1, XP_029034794.1, XP_029034788.1, XP_029034793.1, XP_029034792.1
OG0000372	XP_031835206.1, XP_031835197.1	XP_029050137.1
OG0000372	XP_031843583.1	XP_029037026.1
OG0000375	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1	XP_029032555.1, XP_029032556.1, XP_029032551.1, XP_029032550.1, XP_029032553.1, XP_029032552.1, XP_029032554.1
OG0000376	XP_031830649.1	XP_029052453.1, XP_029052451.1, XP_029052452.1
OG0000377	XP_031846810.1	XP_029040734.1
OG0000377	XP_031836352.1, XP_031836354.1, XP_031836355.1	XP_029034326.1
OG0000378	XP_031836793.1	XP_029054852.1, XP_029055356.1
OG0000379	XP_031850460.1	XP_029033796.1, XP_029033792.1
OG0000380	XP_031842078.1, XP_031842077.1, XP_031842082.1, XP_031842081.1, XP_031842083.1, XP_031842079.1	XP_029037950.1, XP_029037952.1
OG0000381	XP_031839882.1	XP_029056661.1
OG0000382	XP_031843770.1, XP_031843772.1, XP_031843771.1	XP_029039628.1, XP_029039629.1, XP_029039627.1
OG0000382	XP_031845569.1	XP_029046829.1
OG0000383	XP_031829498.1, XP_031836346.1, XP_031836078.1	XP_029037376.1, XP_029037375.1, XP_029050159.1
OG0000384	XP_031834029.1	XP_029032128.1, XP_029032123.1
OG0000384	XP_031833987.1	XP_029032140.1
OG0000385	XP_031842127.1, XP_031842124.1	XP_029049378.1
OG0000385	XP_031838969.1	XP_029055593.1
OG0000386	XP_031837844.1	XP_029056438.1
OG0000386	XP_031837916.1	XP_029056437.1
OG0000387	XP_031840694.1, XP_031846649.1, XP_031846513.1	XP_029033287.1
OG0000388	XP_031830365.1	XP_029047149.1
OG0000388	XP_031835429.1	XP_029044053.1
OG0000389	XP_031839349.1	XP_029051988.1
OG0000389	XP_031842038.1	XP_029037895.1
OG0000391	XP_031831918.1, XP_031831890.1, XP_031831908.1, XP_031831898.1, XP_031831880.1	XP_029043249.1, XP_029043246.1, XP_029043247.1, XP_029043244.1, XP_029043245.1, XP_029043250.1, XP_029043248.1
OG0000392	XP_031842136.1, XP_031826683.1	XP_029055038.1
OG0000394	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1	XP_029051207.1, XP_029051206.1
OG0000395	XP_031841354.1, XP_031841342.1	XP_029041446.1, XP_029041452.1, XP_029041451.1, XP_029041449.1, XP_029041447.1, XP_029041448.1
