Orthogroup	Nomia_melanderi	Megalopta_genalis
OG0000187	XP_031844556.1, XP_031844565.1, XP_031844499.1, XP_031844479.1, XP_031844458.1, XP_031844469.1, XP_031844528.1, XP_031844537.1, XP_031844547.1, XP_031844448.1, XP_031844518.1, XP_031844439.1, XP_031844509.1, XP_031844574.1, XP_031844582.1, XP_031844489.1	XP_033333281.1, XP_033333280.1, XP_033333279.1, XP_033333278.1
OG0000188	XP_031843391.1	XP_033325090.1
OG0000188	XP_031834431.1	XP_033332397.1, XP_033339920.1
OG0000190	XP_031829381.1, XP_031829385.1, XP_031829383.1, XP_031829384.1, XP_031829386.1	XP_033320777.1, XP_033320785.1, XP_033320794.1, XP_033320771.1
OG0000191	XP_031843261.1	XP_033324612.1, XP_033324613.1
OG0000192	XP_031847208.1	XP_033330674.1, XP_033330682.1, XP_033330681.1, XP_033330684.1, XP_033330683.1, XP_033330689.1, XP_033330679.1, XP_033330678.1, XP_033330686.1, XP_033330685.1, XP_033330677.1, XP_033330690.1, XP_033330687.1, XP_033330688.1, XP_033330692.1, XP_033330676.1, XP_033330675.1
OG0000194	XP_031843496.1, XP_031843495.1	XP_033339145.1
OG0000194	XP_031848879.1	XP_033339236.1
OG0000194	XP_031843507.1	XP_033339238.1
OG0000194	XP_031838309.1	XP_033339249.1
OG0000195	XP_031825355.1, XP_031828216.1	XP_033335400.1
OG0000195	XP_031826783.1	XP_033338707.1, XP_033338706.1
OG0000196	XP_031841275.1	XP_033325034.1
OG0000196	XP_031836104.1, XP_031836105.1, XP_031836106.1, XP_031836107.1, XP_031836103.1	XP_033326430.1
OG0000197	XP_031837253.1	XP_033335784.1
OG0000197	XP_031837082.1	XP_033335975.1, XP_033335974.1, XP_033335976.1, XP_033335973.1
OG0000198	XP_031827645.1, XP_031827644.1	XP_033335479.1
OG0000200	XP_031849412.1	XP_033342572.1
OG0000200	XP_031849414.1	XP_033342575.1
OG0000201	XP_031831080.1	XP_033340961.1
OG0000202	XP_031842338.1, XP_031842336.1, XP_031842337.1, XP_031842339.1	XP_033333432.1, XP_033333433.1
OG0000203	XP_031840442.1	XP_033330196.1
OG0000203	XP_031831628.1, XP_031831625.1, XP_031831627.1, XP_031831626.1	XP_033332078.1
OG0000204	XP_031827654.1, XP_031827655.1, XP_031827656.1, XP_031827653.1	XP_033332020.1, XP_033332021.1
OG0000205	XP_031844495.1, XP_031844500.1, XP_031844501.1	XP_033323241.1, XP_033323242.1, XP_033323243.1, XP_033323244.1
OG0000206	XP_031826752.1	XP_033326327.1, XP_033326324.1
OG0000206	XP_031826808.1, XP_031826811.1, XP_031826810.1, XP_031826809.1	XP_033326332.1, XP_033332305.1
OG0000207	XP_031850268.1	XP_033334745.1
OG0000207	XP_031841289.1	XP_033335457.1
OG0000207	XP_031841290.1	XP_033335455.1
OG0000208	XP_031841274.1	XP_033335301.1
OG0000208	XP_031843304.1	XP_033342197.1
OG0000208	XP_031841014.1, XP_031841015.1	XP_033341683.1, XP_033341671.1
OG0000209	XP_031835069.1, XP_031835073.1, XP_031835072.1, XP_031835071.1, XP_031835076.1, XP_031835075.1, XP_031835074.1	XP_033325797.1, XP_033325796.1
OG0000210	XP_031838858.1	XP_033321038.1
OG0000210	XP_031847872.1	XP_033331494.1
OG0000210	XP_031833724.1	XP_033339699.1
OG0000212	XP_031829597.1	XP_033337306.1
OG0000212	XP_031829541.1	XP_033337304.1, XP_033337305.1
OG0000213	XP_031829822.1, XP_031829824.1, XP_031829823.1	XP_033335273.1, XP_033335255.1, XP_033335248.1, XP_033335265.1
OG0000214	XP_031832084.1	XP_033329279.1
OG0000214	XP_031850423.1, XP_031850412.1, XP_031850402.1, XP_031850430.1, XP_031850440.1, XP_031850450.1	XP_033332495.1
OG0000215	XP_031842767.1, XP_031842763.1, XP_031842762.1, XP_031842761.1, XP_031842768.1, XP_031842764.1	XP_033324846.1
OG0000215	XP_031842770.1	XP_033324848.1
OG0000216	XP_031833974.1	XP_033329437.1
OG0000217	XP_031838827.1	XP_033326893.1
OG0000218	XP_031843157.1, XP_031843154.1, XP_031843156.1, XP_031843159.1, XP_031843158.1, XP_031843153.1, XP_031843152.1, XP_031843150.1, XP_031843149.1, XP_031843148.1, XP_031843151.1, XP_031843147.1, XP_031843160.1	XP_033324698.1, XP_033324701.1, XP_033324699.1, XP_033324700.1, XP_033324694.1, XP_033324693.1, XP_033324696.1, XP_033324695.1
OG0000219	XP_031844648.1, XP_031844645.1, XP_031844649.1, XP_031844644.1, XP_031844646.1	XP_033341813.1, XP_033341838.1, XP_033341823.1, XP_033341832.1, XP_033341847.1
OG0000220	XP_031848722.1, XP_031848723.1, XP_031848720.1, XP_031848721.1, XP_031848719.1, XP_031848724.1, XP_031848727.1, XP_031848726.1	XP_033334552.1
OG0000221	XP_031847181.1, XP_031847176.1, XP_031847173.1, XP_031847174.1, XP_031847177.1, XP_031847178.1, XP_031847170.1, XP_031847180.1, XP_031847179.1, XP_031847182.1, XP_031847172.1, XP_031847171.1	XP_033341189.1
OG0000223	XP_031843281.1	XP_033321135.1, XP_033336081.1
OG0000223	XP_031834465.1	XP_033326615.1
OG0000224	XP_031845107.1	XP_033336757.1
OG0000225	XP_031845382.1	XP_033327125.1, XP_033327126.1
OG0000225	XP_031845330.1, XP_031845328.1, XP_031845327.1	XP_033326964.1
OG0000226	XP_031845835.1	XP_033333963.1
OG0000226	XP_031845830.1	XP_033334005.1
OG0000226	XP_031845816.1	XP_033334386.1, XP_033334377.1
OG0000227	XP_031841465.1, XP_031841460.1, XP_031841461.1, XP_031841463.1, XP_031841462.1, XP_031841466.1	XP_033335345.1, XP_033335343.1, XP_033335344.1, XP_033335341.1, XP_033335342.1
OG0000229	XP_031828353.1, XP_031828352.1	XP_033329851.1, XP_033329859.1
OG0000230	XP_031850217.1	XP_033334946.1
OG0000231	XP_031830558.1, XP_031830557.1	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1
OG0000232	XP_031848186.1, XP_031848188.1, XP_031848187.1, XP_031848189.1	XP_033336594.1
OG0000233	XP_031828212.1, XP_031828211.1	XP_033328835.1, XP_033330123.1
OG0000234	XP_031838672.1	XP_033322626.1
OG0000234	XP_031838671.1	XP_033322627.1
OG0000234	XP_031838673.1	XP_033322628.1
OG0000235	XP_031837012.1, XP_031837013.1	XP_033327679.1, XP_033327639.1
OG0000235	XP_031837040.1	XP_033327641.1
OG0000236	XP_031847307.1	XP_033341648.1
OG0000236	XP_031847306.1	XP_033341647.1
OG0000237	XP_031848024.1	XP_033330897.1
OG0000237	XP_031848023.1	XP_033330926.1
OG0000239	XP_031848984.1	XP_033331997.1, XP_033331996.1, XP_033331995.1
OG0000240	XP_031826590.1	XP_033328502.1, XP_033332976.1, XP_033328457.1
OG0000241	XP_031848668.1, XP_031848664.1	XP_033322650.1, XP_033322611.1
OG0000241	XP_031839440.1, XP_031829061.1	XP_033334508.1
OG0000241	XP_031829071.1	XP_033334500.1, XP_033334501.1, XP_033334502.1, XP_033334507.1, XP_033334506.1
OG0000243	XP_031836576.1, XP_031836577.1	XP_033330955.1
OG0000244	XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832846.1, XP_031832851.1, XP_031832860.1, XP_031832863.1, XP_031832862.1, XP_031832853.1, XP_031832854.1, XP_031832848.1, XP_031832852.1, XP_031832850.1, XP_031832859.1, XP_031832861.1, XP_031832849.1	XP_033335781.1, XP_033335780.1, XP_033335782.1
OG0000245	XP_031828652.1	XP_033323070.1
OG0000246	XP_031841790.1, XP_031841789.1	XP_033331324.1, XP_033331325.1
OG0000247	XP_031825523.1, XP_031825522.1	XP_033324057.1
OG0000247	XP_031825527.1	XP_033324120.1
OG0000248	XP_031835538.1, XP_031835539.1	XP_033342993.1
OG0000249	XP_031846178.1	XP_033324916.1, XP_033324906.1
OG0000250	XP_031847829.1	XP_033331459.1
OG0000250	XP_031835810.1	XP_033325499.1, XP_033325504.1
OG0000251	XP_031847857.1	XP_033331476.1
OG0000251	XP_031828975.1	XP_033334440.1
OG0000251	XP_031837823.1	XP_033330030.1, XP_033330031.1
OG0000252	XP_031844068.1, XP_031844065.1, XP_031844066.1, XP_031844063.1, XP_031844064.1, XP_031844071.1, XP_031844072.1, XP_031844073.1, XP_031844067.1, XP_031844069.1, XP_031844070.1	XP_033340169.1, XP_033340168.1, XP_033340167.1
OG0000253	XP_031840596.1, XP_031840598.1, XP_031840599.1	XP_033326834.1
OG0000254	XP_031832122.1	XP_033333235.1
OG0000254	XP_031833515.1	XP_033339944.1, XP_033327994.1
OG0000255	XP_031850284.1	XP_033334959.1
OG0000255	XP_031841717.1	XP_033332940.1
OG0000256	XP_031847101.1, XP_031847102.1, XP_031847099.1, XP_031847100.1	XP_033341517.1
OG0000257	XP_031832830.1, XP_031832832.1	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1
OG0000257	XP_031832827.1	XP_033335903.1
OG0000258	XP_031843085.1	XP_033342464.1
OG0000259	XP_031841988.1, XP_031842008.1	XP_033325263.1, XP_033325266.1, XP_033325265.1, XP_033325260.1, XP_033325261.1, XP_033325258.1, XP_033325259.1, XP_033325264.1
OG0000260	XP_031842067.1	XP_033342091.1, XP_033323053.1
OG0000261	XP_031846061.1, XP_031846059.1, XP_031846060.1, XP_031846057.1, XP_031846056.1, XP_031846055.1, XP_031846054.1, XP_031846053.1	XP_033329797.1
OG0000263	XP_031835360.1, XP_031835362.1, XP_031835361.1	XP_033342453.1, XP_033342455.1, XP_033342456.1
OG0000264	XP_031832256.1	XP_033339250.1
OG0000264	XP_031841809.1, XP_031841810.1	XP_033329580.1
OG0000265	XP_031849046.1, XP_031836082.1, XP_031848965.1, XP_031836096.1	XP_033342102.1
OG0000266	XP_031847517.1	XP_033340749.1
OG0000266	XP_031836489.1, XP_031836488.1	XP_033338173.1
OG0000268	XP_031848594.1	XP_033325300.1, XP_033325301.1
OG0000269	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1
OG0000270	XP_031834112.1	XP_033332852.1, XP_033332853.1, XP_033332850.1
OG0000270	XP_031833977.1	XP_033333269.1
OG0000271	XP_031842330.1	XP_033335191.1
OG0000271	XP_031838446.1	XP_033322323.1
OG0000272	XP_031839528.1, XP_031839531.1	XP_033334149.1
OG0000272	XP_031837103.1	XP_033323942.1
OG0000273	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1	XP_033335572.1, XP_033335541.1, XP_033335536.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335534.1
OG0000274	XP_031846638.1	XP_033324105.1, XP_033324106.1
OG0000274	XP_031825597.1, XP_031825599.1	XP_033324310.1
OG0000275	XP_031841067.1	XP_033329977.1, XP_033329978.1
OG0000276	XP_031839005.1	XP_033322708.1
OG0000277	XP_031848090.1, XP_031848091.1	XP_033336084.1
OG0000278	XP_031836647.1	XP_033322809.1
OG0000279	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1	XP_033323438.1
OG0000280	XP_031850549.1	XP_033340364.1, XP_033340363.1
OG0000280	XP_031846102.1	XP_033342857.1
OG0000281	XP_031838606.1	XP_033322646.1
OG0000281	XP_031846619.1	XP_033324110.1
OG0000283	XP_031833818.1, XP_031833817.1, XP_031833815.1	XP_033331140.1, XP_033331139.1, XP_033331138.1, XP_033331136.1, XP_033331137.1
OG0000284	XP_031826330.1	XP_033331949.1
OG0000284	XP_031846776.1	XP_033340215.1, XP_033340029.1
OG0000285	XP_031842320.1	XP_033343077.1
OG0000286	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1	XP_033335143.1, XP_033335144.1, XP_033335142.1, XP_033335145.1
OG0000287	XP_031828105.1	XP_033340778.1
OG0000287	XP_031828104.1	XP_033340776.1
OG0000288	XP_031849686.1	XP_033321660.1
OG0000288	XP_031833411.1	XP_033328032.1
OG0000289	XP_031839444.1	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1
OG0000290	XP_031849004.1, XP_031849005.1, XP_031849002.1, XP_031849003.1	XP_033329555.1
OG0000291	XP_031844762.1	XP_033324774.1
OG0000291	XP_031830392.1	XP_033327296.1
OG0000291	XP_031844761.1	XP_033324775.1
OG0000292	XP_031828784.1	XP_033323730.1, XP_033339558.1
OG0000292	XP_031848114.1	XP_033330924.1
OG0000293	XP_031828093.1, XP_031828087.1, XP_031828068.1, XP_031828078.1	XP_033322533.1, XP_033322534.1
OG0000294	XP_031839587.1	XP_033321567.1, XP_033321565.1
OG0000294	XP_031839589.1	XP_033321571.1, XP_033321570.1
OG0000295	XP_031831489.1, XP_031831490.1, XP_031831492.1, XP_031831488.1	XP_033321431.1, XP_033321430.1, XP_033321429.1
OG0000296	XP_031844567.1	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1
OG0000297	XP_031845801.1	XP_033333032.1
OG0000298	XP_031825619.1, XP_031825620.1, XP_031825618.1	XP_033332751.1
OG0000299	XP_031844650.1, XP_031844651.1	XP_033341864.1, XP_033341872.1
OG0000300	XP_031828108.1, XP_031828109.1	XP_033330944.1, XP_033330952.1
OG0000301	XP_031827130.1	XP_033338889.1
OG0000301	XP_031828764.1	XP_033324485.1
OG0000302	XP_031848793.1, XP_031848271.1	XP_033325932.1
OG0000303	XP_031827201.1	XP_033324369.1
OG0000303	XP_031849967.1	XP_033334839.1
OG0000303	XP_031829024.1	XP_033335129.1
OG0000304	XP_031829902.1, XP_031829901.1	XP_033330323.1, XP_033330324.1
OG0000305	XP_031834133.1	XP_033333019.1, XP_033333018.1
OG0000305	XP_031832425.1, XP_031832424.1, XP_031832421.1, XP_031832422.1, XP_031832427.1, XP_031832426.1	XP_033328812.1, XP_033328682.1, XP_033328681.1, XP_033328680.1
OG0000306	XP_031833469.1	XP_033323837.1
OG0000306	XP_031833463.1	XP_033323835.1, XP_033323834.1
OG0000307	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1
OG0000308	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1	XP_033339580.1
OG0000309	XP_031826842.1, XP_031826838.1, XP_031826839.1, XP_031826844.1, XP_031826843.1, XP_031826845.1, XP_031826841.1	XP_033335528.1, XP_033335529.1, XP_033335530.1, XP_033335531.1
OG0000310	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1	XP_033334256.1
OG0000311	XP_031829695.1	XP_033337519.1
OG0000312	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1	XP_033333350.1, XP_033333343.1, XP_033333334.1
OG0000313	XP_031830193.1	XP_033337549.1
OG0000315	XP_031841939.1, XP_031841940.1	XP_033333990.1
OG0000316	XP_031825617.1	XP_033325064.1
OG0000316	XP_031838081.1	XP_033338014.1
OG0000317	XP_031835468.1	XP_033342872.1
OG0000318	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1	XP_033326372.1
OG0000319	XP_031849335.1	XP_033342398.1
OG0000320	XP_031829627.1, XP_031829628.1	XP_033336473.1
OG0000321	XP_031828113.1, XP_031828112.1	XP_033330361.1, XP_033330369.1
OG0000322	XP_031847858.1	XP_033331478.1
OG0000322	XP_031826181.1, XP_031826182.1, XP_031826184.1	XP_033331858.1
OG0000323	XP_031828906.1	XP_033334479.1
OG0000324	XP_031834417.1	XP_033326486.1
OG0000324	XP_031833285.1	XP_033327142.1
OG0000325	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1	XP_033333702.1, XP_033333701.1, XP_033333700.1
OG0000326	XP_031843673.1	XP_033338031.1, XP_033338510.1
OG0000327	XP_031838509.1, XP_031838513.1, XP_031838516.1	XP_033334453.1, XP_033334451.1, XP_033334444.1
OG0000329	XP_031826761.1	XP_033335407.1
OG0000330	XP_031849962.1	XP_033324521.1, XP_033324514.1, XP_033324513.1, XP_033324438.1, XP_033324520.1
OG0000330	XP_031836766.1	XP_033333717.1
OG0000331	XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1, XP_031838206.1	XP_033329059.1, XP_033329058.1, XP_033329045.1
OG0000332	XP_031838151.1, XP_031838150.1, XP_031838152.1	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1
OG0000333	XP_031845026.1	XP_033337087.1
OG0000333	XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1	XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1
OG0000334	XP_031843830.1, XP_031843829.1, XP_031843828.1	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1
OG0000335	XP_031826910.1, XP_031826911.1, XP_031826913.1	XP_033332464.1, XP_033332465.1
OG0000336	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1	XP_033337673.1
OG0000336	XP_031848307.1	XP_033331264.1
OG0000337	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1	XP_033342461.1, XP_033342457.1
OG0000338	XP_031840740.1	XP_033331225.1
OG0000338	XP_031825343.1	XP_033324257.1
OG0000339	XP_031831302.1	XP_033325334.1, XP_033339228.1, XP_033339229.1
OG0000339	XP_031829836.1, XP_031829835.1	XP_033327360.1
OG0000340	XP_031833920.1	XP_033341852.1
OG0000340	XP_031837893.1	XP_033323924.1, XP_033323925.1
OG0000341	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1	XP_033321344.1, XP_033321342.1, XP_033321343.1
OG0000342	XP_031849801.1	XP_033342494.1, XP_033342493.1
OG0000342	XP_031849407.1	XP_033342255.1
OG0000344	XP_031837555.1, XP_031837558.1, XP_031837556.1	XP_033326206.1
OG0000345	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1	XP_033321632.1, XP_033321633.1
OG0000347	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1	XP_033330462.1, XP_033330463.1, XP_033330464.1
OG0000348	XP_031837415.1, XP_031837416.1, XP_031837417.1, XP_031837418.1, XP_031837419.1, XP_031837424.1, XP_031837423.1, XP_031837422.1, XP_031837420.1	XP_033341999.1
OG0000349	XP_031827122.1	XP_033335477.1, XP_033335476.1
OG0000350	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1	XP_033334792.1, XP_033334791.1, XP_033334793.1
OG0000351	XP_031844300.1	XP_033321872.1
OG0000352	XP_031839803.1, XP_031839804.1, XP_031839801.1	XP_033337368.1, XP_033337357.1, XP_033337377.1
OG0000353	XP_031834900.1	XP_033322822.1
OG0000353	XP_031847168.1, XP_031834899.1, XP_031847148.1	XP_033341245.1, XP_033341243.1
OG0000354	XP_031834905.1	XP_033329047.1, XP_033329053.1, XP_033342090.1, XP_033342088.1, XP_033342114.1, XP_033342087.1, XP_033342089.1, XP_033342113.1, XP_033341973.1
OG0000356	XP_031840972.1	XP_033327806.1
OG0000356	XP_031841764.1	XP_033327931.1
OG0000357	XP_031848546.1	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1
OG0000358	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1	XP_033331922.1, XP_033331923.1, XP_033331924.1
OG0000360	XP_031829459.1	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1
OG0000361	XP_031842869.1	XP_033341565.1
OG0000362	XP_031827924.1	XP_033340391.1, XP_033339880.1
OG0000363	XP_031848153.1	XP_033323986.1
OG0000363	XP_031848675.1	XP_033329962.1
OG0000364	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1	XP_033324355.1, XP_033324358.1, XP_033324357.1
OG0000365	XP_031828870.1, XP_031828869.1, XP_031828866.1, XP_031828876.1, XP_031828871.1, XP_031828872.1, XP_031828873.1, XP_031828875.1, XP_031828867.1	XP_033324466.1, XP_033324465.1, XP_033324464.1
OG0000366	XP_031842886.1	XP_033324753.1
OG0000367	XP_031843826.1	XP_033325763.1
OG0000368	XP_031827659.1, XP_031827667.1	XP_033338295.1
OG0000369	XP_031842508.1	XP_033324659.1, XP_033324658.1
OG0000369	XP_031828181.1	XP_033328412.1
OG0000370	XP_031838952.1	XP_033334080.1
OG0000370	XP_031841621.1, XP_031841609.1	XP_033333961.1
OG0000371	XP_031843162.1	XP_033324702.1
OG0000372	XP_031835206.1, XP_031835197.1	XP_033341826.1
OG0000372	XP_031843583.1	XP_033342202.1
OG0000375	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1
OG0000377	XP_031846810.1	XP_033340052.1
OG0000377	XP_031836352.1, XP_031836354.1, XP_031836355.1	XP_033334283.1, XP_033334282.1
OG0000378	XP_031836793.1	XP_033331059.1
OG0000379	XP_031850460.1	XP_033327134.1
OG0000380	XP_031842078.1, XP_031842077.1, XP_031842082.1, XP_031842081.1, XP_031842083.1, XP_031842079.1	XP_033325213.1, XP_033325212.1
OG0000381	XP_031839882.1	XP_033341763.1
OG0000382	XP_031843770.1, XP_031843772.1, XP_031843771.1	XP_033330424.1
OG0000382	XP_031845569.1	XP_033336938.1
OG0000383	XP_031829498.1, XP_031836346.1	XP_033326692.1
OG0000383	XP_031836078.1	XP_033331288.1
OG0000385	XP_031842127.1, XP_031842124.1	XP_033326778.1, XP_033326780.1
OG0000385	XP_031838969.1	XP_033322795.1
OG0000386	XP_031837844.1	XP_033330589.1
OG0000386	XP_031837916.1	XP_033330588.1
OG0000387	XP_031840694.1, XP_031846649.1, XP_031846513.1	XP_033334973.1
OG0000388	XP_031830365.1	XP_033337333.1
OG0000388	XP_031835429.1	XP_033342462.1
OG0000389	XP_031839349.1	XP_033328963.1, XP_033328964.1, XP_033328962.1
OG0000389	XP_031842038.1	XP_033340021.1
OG0000390	XP_031836980.1	XP_033333336.1, XP_033333337.1
OG0000391	XP_031831918.1, XP_031831890.1, XP_031831908.1, XP_031831898.1, XP_031831880.1	XP_033341964.1, XP_033341961.1, XP_033341963.1, XP_033341962.1
OG0000392	XP_031842136.1	XP_033331198.1
OG0000394	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1	XP_033329400.1
