Orthogroup	Drosophila_melanogaster	Dufourea_novaeangliae
OG0000342	NP_649266.1	XP_015437294.1
OG0000344	NP_001246528.1	XP_015436838.1
OG0000345	NP_610946.1	XP_015431497.1, XP_015431498.1
OG0000347	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1	XP_015434738.1
OG0000349	NP_650967.2	XP_015430394.1
OG0000350	NP_726992.2	XP_015435505.1, XP_015435506.1
OG0000351	NP_001286398.1	XP_015434218.1, XP_015434268.1
OG0000352	NP_001259266.1	XP_015431829.1
OG0000356	NP_001163468.1, NP_728338.2	XP_015436405.1, XP_015436403.1, XP_015436404.1
OG0000357	NP_001137674.2	XP_015434164.1, XP_015434163.1
OG0000358	NP_001286927.1	XP_015429959.1, XP_015429961.1
OG0000360	NP_001246235.1	XP_015439359.1
OG0000361	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2	XP_015432508.1
OG0000362	NP_647710.1	XP_015430004.1
OG0000362	NP_523888.1	XP_015430005.1, XP_015430006.1
OG0000363	NP_609157.3	XP_015433747.1
OG0000363	NP_651519.1, NP_610707.2, NP_651999.1	XP_015433738.1
OG0000364	NP_001245832.1, NP_523936.2, NP_572633.1	XP_015439810.1
OG0000365	NP_729619.1	XP_015436626.1
OG0000367	NP_001286000.1	XP_015431427.1, XP_015431426.1, XP_015431425.1
OG0000368	NP_001260509.1	XP_015434717.1
OG0000368	NP_001285984.1	XP_015434755.1, XP_015434748.1
OG0000369	NP_649024.1	XP_015439388.1, XP_015436596.1
OG0000370	NP_648711.1	XP_015431054.1
OG0000372	NP_788925.2, NP_728118.2	XP_015428534.1, XP_015434144.1
OG0000375	NP_001262227.1	XP_015438184.1
OG0000376	NP_611476.3	XP_015438463.1
OG0000377	NP_476977.1	XP_015429723.1
OG0000378	NP_996298.1	XP_015432063.1
OG0000379	NP_001162668.2	XP_015432620.1
OG0000380	NP_524672.1	XP_015430841.1, XP_015430849.1
OG0000381	NP_727418.1	XP_015436144.1
OG0000381	NP_001262919.1, NP_524921.1, NP_524937.1	XP_015435054.1
OG0000382	NP_001259313.1, NP_610213.1	XP_015438431.1, XP_015430799.1
OG0000383	NP_001163142.1	XP_015438151.1, XP_015439947.1, XP_015435224.1
OG0000384	NP_001189151.1	XP_015429068.1, XP_015429067.1, XP_015429069.1
OG0000384	NP_001188547.1	XP_015429058.1
OG0000385	NP_611305.1	XP_015430155.1
OG0000386	NP_001259349.1	XP_015434825.1, XP_015434823.1, XP_015434824.1
OG0000387	NP_608955.1	XP_015436567.1
OG0000388	NP_001285744.1	XP_015437504.1
OG0000388	NP_523952.2	XP_015437405.1
OG0000389	NP_651184.1	XP_015435398.1, XP_015429308.1
OG0000390	NP_001036599.1	XP_015433732.1
OG0000394	NP_001285181.1, NP_569887.1, NP_001259118.1	XP_015429618.1
OG0000395	NP_001262738.1	XP_015436053.1, XP_015435778.1
OG0000396	NP_609571.1, NP_572912.1, NP_001285222.1	XP_015438347.1
OG0000397	NP_649233.2	XP_015433099.1, XP_015433098.1, XP_015433097.1
OG0000398	NP_611475.3	XP_015438441.1, XP_015438442.1, XP_015438443.1
OG0000399	NP_001285311.1	XP_015430976.1
OG0000400	NP_001259479.1	XP_015432526.1, XP_015432594.1
OG0000401	NP_651350.2	XP_015440081.1
OG0000403	NP_723263.2	XP_015432862.1
OG0000405	NP_609402.1	XP_015428940.1
OG0000405	NP_723611.1	XP_015438542.1
OG0000406	NP_650571.2	XP_015438700.1
OG0000406	NP_649888.1	XP_015438653.1
OG0000407	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1	XP_015435692.1, XP_015435711.1, XP_015435719.1
OG0000408	NP_001097137.1	XP_015437857.1
OG0000408	NP_001261876.1	XP_015433869.1
OG0000409	NP_001247003.1	XP_015440215.1
OG0000411	NP_730248.2	XP_015436878.1, XP_015436886.1
OG0000411	NP_570017.1	XP_015429831.1
OG0000412	NP_001246627.1	XP_015434167.1
OG0000412	NP_573357.1, NP_001259699.1	XP_015434957.1
OG0000413	NP_523375.2	XP_015435296.1
OG0000415	NP_733403.1	XP_015430865.1
OG0000416	NP_995952.1, NP_476818.1	XP_015435263.1, XP_015428672.1
OG0000417	NP_001097759.1	XP_015431668.1
OG0000417	NP_001246053.1	XP_015437968.1
OG0000418	NP_001247272.1	XP_015432085.1
OG0000418	NP_001246512.1	XP_015440371.1
OG0000419	NP_001260362.1, NP_001285558.1	XP_015433820.1
OG0000420	NP_726324.3	XP_015431289.1
OG0000420	NP_001245543.1	XP_015431300.1
OG0000421	NP_477105.2	XP_015432218.1
OG0000422	NP_001260025.1	XP_015439981.1
OG0000423	NP_651694.1	XP_015430628.1
OG0000424	NP_725192.2, NP_001036538.3, NP_001036539.1	XP_015433765.1
OG0000425	NP_647811.2	XP_015439601.1, XP_015439599.1
OG0000426	NP_001163740.1	XP_015435125.1
OG0000427	NP_001286728.1, NP_001286726.1	XP_015432561.1
OG0000427	NP_732572.1	XP_015440151.1
OG0000428	NP_001263092.1	XP_015439352.1
OG0000428	NP_001097741.1	XP_015434708.1
OG0000429	NP_788728.1	XP_015439988.1
OG0000430	NP_001286094.1	XP_015432989.1, XP_015429785.1
OG0000431	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1	XP_015433474.1
OG0000432	NP_001260310.1	XP_015430495.1
OG0000434	NP_001261100.1	XP_015440332.1
OG0000436	NP_001246364.1	XP_015437472.1, XP_015437475.1
OG0000436	NP_651178.1	XP_015437482.1
OG0000437	NP_001287127.1	XP_015437559.1, XP_015437558.1, XP_015437557.1
OG0000438	NP_650405.2	XP_015433362.1, XP_015433348.1
OG0000439	NP_647622.1, NP_001261264.1	XP_015439918.1
OG0000440	NP_651672.1	XP_015430611.1
OG0000441	NP_001162891.1	XP_015428778.1
OG0000442	NP_001259518.1	XP_015431478.1
OG0000443	NP_001260942.1, NP_610331.1	XP_015438231.1
OG0000444	NP_609032.1	XP_015437287.1
OG0000445	NP_723044.1	XP_015432260.1
OG0000445	NP_001260071.1	XP_015432261.1
OG0000446	NP_001263109.1	XP_015429506.1
OG0000447	NP_727696.2	XP_015430478.1
OG0000448	NP_651721.1	XP_015440001.1
OG0000449	NP_001246778.1, NP_001246777.1	XP_015437325.1
OG0000451	NP_609750.1, NP_730966.1	XP_015428735.1, XP_015428736.1, XP_015428737.1
OG0000452	NP_001260946.1	XP_015437321.1
OG0000452	NP_001286988.1	XP_015429805.1
OG0000453	NP_001246225.1	XP_015439003.1
OG0000454	NP_610614.1	XP_015432223.1
OG0000456	NP_608737.1, NP_651434.3	XP_015438176.1
OG0000457	NP_001368957.1	XP_015430282.1
OG0000458	NP_611606.1	XP_015433077.1
OG0000459	NP_001356963.1	XP_015439579.1
OG0000460	NP_001015261.3	XP_015435423.1
OG0000461	NP_001285280.1	XP_015432294.1
OG0000462	NP_001261842.1	XP_015439365.1
OG0000463	NP_001245447.1, NP_001096965.1	XP_015435313.1, XP_015435314.1, XP_015435305.1
OG0000464	NP_647826.2	XP_015432819.1
OG0000466	NP_609172.1	XP_015429220.1
OG0000467	NP_001246713.1	XP_015437761.1
OG0000468	NP_001260343.1	XP_015434849.1
OG0000469	NP_651781.1	XP_015431772.1
OG0000470	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2	XP_015432130.1
OG0000471	NP_001188992.1	XP_015435730.1, XP_015436283.1, XP_015436162.1
OG0000472	NP_001285147.1	XP_015429983.1
OG0000475	NP_609588.1	XP_015432455.1
OG0000476	NP_001285980.1	XP_015431600.1
OG0000477	NP_728869.1	XP_015435437.1
OG0000478	NP_001027127.1	XP_015437208.1
OG0000479	NP_524809.2	XP_015437281.1
OG0000480	NP_001027106.1, NP_511050.1, NP_728924.2	XP_015433561.1
OG0000482	NP_001368949.1, NP_001097060.1, NP_001036339.1, NP_001260521.1	XP_015429591.1
OG0000483	NP_610217.1, NP_611859.1	XP_015435369.1
OG0000484	NP_001163649.1	XP_015433166.1
OG0000485	NP_001286073.1, NP_001286071.1	XP_015429741.1, XP_015429690.1
OG0000486	NP_611374.1	XP_015436437.1
OG0000487	NP_651901.3	XP_015440145.1, XP_015440057.1, XP_015440058.1
OG0000488	NP_001286563.1	XP_015436500.1
OG0000489	NP_001284957.1	XP_015429761.1
OG0000490	NP_001287103.1	XP_015428411.1
OG0000491	NP_788278.1, NP_523702.1	XP_015434278.1
OG0000492	NP_001036362.1	XP_015435792.1
OG0000493	NP_996214.1	XP_015438423.1
OG0000495	NP_612040.1	XP_015429963.1
OG0000496	NP_523937.2	XP_015430038.1, XP_015430037.1
OG0000497	NP_001036687.1	XP_015428876.1
OG0000497	NP_001261016.1	XP_015440098.1
OG0000498	NP_611046.2	XP_015430515.1
OG0000499	NP_610430.1	XP_015432026.1
OG0000500	NP_001245427.1	XP_015432044.1
OG0000501	NP_001261211.1	XP_015438706.1
OG0000501	NP_001261207.1	XP_015438636.1
OG0000502	NP_610226.2	XP_015435832.1
OG0000503	NP_001163291.1	XP_015435885.1
OG0000504	NP_477213.1, NP_609349.1	XP_015435805.1, XP_015435768.1
OG0000505	NP_001285501.1	XP_015439188.1
OG0000506	NP_001334747.1	XP_015429036.1, XP_015433753.1
OG0000507	NP_001033959.1, NP_001033839.1, NP_726308.1	XP_015429104.1, XP_015429116.1
OG0000508	NP_001287331.1, NP_001188841.1	XP_015436217.1
OG0000509	NP_523768.1, NP_001286518.1, NP_477262.1	XP_015436969.1
OG0000510	NP_001246792.1	XP_015435612.1, XP_015435613.1
OG0000513	NP_610051.2	XP_015433088.1
OG0000516	NP_476699.1	XP_015433990.1
OG0000517	NP_732486.2	XP_015429686.1, XP_015429710.1
OG0000518	NP_001137633.1	XP_015439206.1
OG0000519	NP_648378.1	XP_015434468.1
OG0000520	NP_609115.1	XP_015429955.1
OG0000520	NP_647817.2	XP_015429974.1
OG0000521	NP_001303469.1	XP_015437087.1
OG0000522	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1	XP_015440397.1
OG0000523	NP_001286646.1, NP_001369113.1	XP_015433083.1
OG0000524	NP_649370.1, NP_649374.1	XP_015431379.1
OG0000525	NP_001263050.1	XP_015430382.1, XP_015430381.1
OG0000526	NP_610483.1	XP_015435087.1
OG0000528	NP_650142.1, NP_608978.2	XP_015431707.1
OG0000529	NP_722721.1	XP_015436656.1, XP_015434457.1
OG0000530	NP_523957.1	XP_015434169.1
OG0000530	NP_001287054.1	XP_015434118.1
OG0000533	NP_726548.1	XP_015438304.1
OG0000536	NP_731632.1	XP_015435368.1
OG0000536	NP_524406.1	XP_015440431.1
OG0000537	NP_001246303.1	XP_015440254.1
OG0000537	NP_001188817.2	XP_015438836.1
OG0000537	NP_001260486.1	XP_015439799.1
OG0000538	NP_001137782.1	XP_015434765.1
OG0000540	NP_648284.1	XP_015434166.1
OG0000540	NP_729446.1	XP_015432501.1
OG0000541	NP_651714.1	XP_015435260.1
OG0000543	NP_001259662.1	XP_015437477.1
OG0000544	NP_001260884.1	XP_015432517.1, XP_015432519.1, XP_015432521.1, XP_015432520.1, XP_015432518.1, XP_015432522.1
OG0000545	NP_001014494.1, NP_001014493.2, NP_001014492.2	XP_015434858.1, XP_015431089.1
OG0000546	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1	XP_015439508.1, XP_015439517.1
OG0000547	NP_511062.1	XP_015437695.1, XP_015437702.1
OG0000548	NP_648127.1, NP_648126.1	XP_015439327.1
OG0000551	NP_001259638.1, NP_573191.1	XP_015434437.1, XP_015434435.1
OG0000552	NP_001286811.1	XP_015430423.1
OG0000553	NP_001189023.1	XP_015429639.1
OG0000554	NP_651415.1	XP_015434889.1, XP_015434890.1
OG0000555	NP_611172.1	XP_015430590.1
OG0000555	NP_001259584.1, NP_001033936.1	XP_015430604.1
OG0000556	NP_647674.1	XP_015433332.1, XP_015433331.1, XP_015433333.1
OG0000557	NP_573098.1	XP_015436178.1, XP_015436177.1
OG0000558	NP_650732.1	XP_015440146.1
OG0000559	NP_001285224.1	XP_015428439.1, XP_015428440.1, XP_015428441.1
OG0000560	NP_001287513.1	XP_015434883.1
OG0000561	NP_648220.1	XP_015434544.1
OG0000562	NP_648523.1	XP_015432565.1
OG0000562	NP_477210.1	XP_015433405.1
OG0000563	NP_648501.1	XP_015439705.1
OG0000564	NP_001097215.1	XP_015437714.1
OG0000565	NP_001286175.1	XP_015438914.1, XP_015434955.1
OG0000567	NP_001284997.1	XP_015435501.1, XP_015432904.1
OG0000568	NP_477170.1	XP_015430553.1
OG0000569	NP_524209.3	XP_015436835.1
OG0000569	NP_524233.1	XP_015436529.1
OG0000570	NP_572801.2	XP_015438303.1, XP_015438302.1, XP_015438301.1, XP_015438300.1, XP_015438299.1
OG0000571	NP_524625.3	XP_015430209.1
OG0000572	NP_001033956.2	XP_015432288.1
OG0000573	NP_001260658.1	XP_015431448.1
OG0000574	NP_610901.1	XP_015430534.1, XP_015430520.1
OG0000575	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2	XP_015439510.1
OG0000576	NP_001285799.1	XP_015432168.1
OG0000579	NP_001096880.1	XP_015434496.1
OG0000582	NP_647703.1	XP_015439735.1
OG0000584	NP_731825.1	XP_015440306.1
OG0000585	NP_001262720.1	XP_015430694.1
OG0000586	NP_001285420.1, NP_477101.1	XP_015431489.1
OG0000587	NP_001247005.1	XP_015437432.1
OG0000588	NP_477442.1	XP_015438642.1
OG0000589	NP_608365.1, NP_648309.1	XP_015434455.1
OG0000591	NP_001246992.1	XP_015433846.1
OG0000591	NP_476947.1	XP_015440033.1
OG0000593	NP_001261723.1	XP_015431261.1
OG0000594	NP_649931.1	XP_015434546.1
OG0000595	NP_001260766.1	XP_015432442.1
OG0000595	NP_650716.2	XP_015432492.1
OG0000596	NP_524734.2	XP_015429070.1, XP_015429106.1
OG0000597	NP_648493.3	XP_015438217.1
OG0000598	NP_001259605.1	XP_015437496.1
OG0000598	NP_722858.1	XP_015437505.1
OG0000599	NP_731390.1, NP_001163573.1	XP_015433061.1, XP_015433063.1, XP_015433067.1
OG0000601	NP_649628.2	XP_015433201.1
OG0000601	NP_649627.1	XP_015433130.1
OG0000602	NP_572182.1	XP_015436076.1
OG0000603	NP_649556.3	XP_015439412.1
OG0000604	NP_001247314.1, NP_001262985.1	XP_015436738.1, XP_015436758.1, XP_015436757.1
OG0000605	NP_001138087.1	XP_015438556.1
OG0000607	NP_610730.1	XP_015438996.1, XP_015438997.1
OG0000609	NP_524612.2	XP_015440194.1
OG0000611	NP_001014525.1	XP_015433176.1, XP_015433175.1
OG0000612	NP_001137800.1	XP_015437004.1
OG0000613	NP_001285721.1	XP_015432916.1
OG0000614	NP_001036762.2, NP_001015499.4	XP_015433748.1
OG0000614	NP_001262793.1	XP_015435590.1
OG0000616	NP_610925.3	XP_015433964.1
OG0000619	NP_650283.1	XP_015440418.1
OG0000620	NP_001262966.1	XP_015431510.1, XP_015431511.1, XP_015431509.1
OG0000621	NP_608616.2	XP_015437746.1, XP_015437744.1, XP_015437743.1, XP_015437742.1, XP_015437745.1
OG0000622	NP_001260824.1	XP_015433212.1, XP_015433214.1, XP_015433213.1
OG0000623	NP_651455.1	XP_015432743.1, XP_015432744.1, XP_015432742.1
OG0000624	NP_608663.1, NP_608668.2	XP_015432546.1
OG0000625	NP_523364.2	XP_015430996.1
OG0000626	NP_001286578.1	XP_015432162.1
OG0000627	NP_650034.1, NP_001246511.1	XP_015435545.1
OG0000629	NP_476685.1	XP_015438509.1
OG0000631	NP_001188974.1, NP_001261083.1	XP_015439121.1
OG0000632	NP_648413.1	XP_015432406.1
OG0000633	NP_611209.1	XP_015439060.1
OG0000634	NP_523566.4	XP_015434635.1
OG0000634	NP_001285932.1	XP_015434621.1
OG0000635	NP_609594.2	XP_015429501.1, XP_015431013.1
OG0000636	NP_001036454.1	XP_015438460.1, XP_015438459.1
OG0000637	NP_570060.1, NP_731045.1	XP_015437199.1
OG0000638	NP_001015096.2	XP_015436908.1
OG0000639	NP_524132.1	XP_015429071.1
OG0000640	NP_001284902.1, NP_647886.2	XP_015437071.1
OG0000641	NP_611356.1	XP_015430154.1
OG0000642	NP_001286255.1	XP_015432222.1
OG0000643	NP_651971.2	XP_015437212.1
OG0000643	NP_572287.1	XP_015437210.1
OG0000644	NP_524980.1	XP_015429150.1
OG0000645	NP_573262.2	XP_015431074.1
OG0000645	NP_650014.2	XP_015431075.1
OG0000646	NP_572168.1, NP_612043.1	XP_015434410.1
OG0000647	NP_001356889.1	XP_015438056.1
OG0000648	NP_001162713.1	XP_015437571.1, XP_015437572.1
OG0000649	NP_001286294.1	XP_015431280.1
OG0000650	NP_001097359.1	XP_015434573.1
OG0000651	NP_001260456.1	XP_015432064.1
OG0000651	NP_001033810.1	XP_015429048.1
OG0000653	NP_001261074.1	XP_015440189.1, XP_015440190.1
OG0000654	NP_001287006.1	XP_015433472.1, XP_015435753.1
OG0000655	NP_001163538.1	XP_015433541.1
OG0000656	NP_001261425.1	XP_015429876.1
OG0000657	NP_648927.1, NP_001287089.1	XP_015433993.1, XP_015433994.1
OG0000659	NP_001246461.1	XP_015439500.1
OG0000660	NP_001286912.1, NP_647694.1, NP_647696.1, NP_001246563.1, NP_649302.1, NP_649301.1	XP_015435816.1
OG0000661	NP_001036368.2	XP_015432276.1
OG0000661	NP_001027277.1	XP_015432115.1
OG0000662	NP_001138085.1, NP_524311.1, NP_001287203.1	XP_015440363.1
OG0000663	NP_001260375.1	XP_015428538.1
OG0000664	NP_001246470.1	XP_015436395.1
OG0000665	NP_001263042.1, NP_524700.1	XP_015439163.1
OG0000667	NP_001188798.2	XP_015437621.1
OG0000668	NP_611056.2	XP_015428745.1, XP_015428748.1, XP_015428747.1
OG0000669	NP_001262614.1	XP_015430929.1
OG0000670	NP_731439.2, NP_649975.1, NP_649976.1	XP_015440089.1
OG0000671	NP_724597.1	XP_015431794.1
OG0000672	NP_001260445.1	XP_015429268.1, XP_015429284.1
OG0000673	NP_609360.2	XP_015433953.1
OG0000674	NP_731246.2	XP_015432937.1, XP_015429621.1
OG0000677	NP_001245993.1	XP_015433927.1, XP_015433923.1, XP_015433924.1, XP_015433918.1
OG0000680	NP_610503.1	XP_015433554.1, XP_015433558.1
OG0000681	NP_524039.2	XP_015433017.1
OG0000682	NP_995934.1	XP_015438452.1
OG0000683	NP_001260332.1	XP_015436281.1
OG0000685	NP_001259876.1	XP_015431118.1
OG0000686	NP_511083.1	XP_015429335.1
OG0000687	NP_001261678.1, NP_723089.1	XP_015436147.1, XP_015436148.1
OG0000688	NP_001163328.1	XP_015434082.1
OG0000689	NP_001260096.1, NP_608926.2	XP_015440063.1
OG0000690	NP_647626.1	XP_015430057.1, XP_015430058.1
OG0000691	NP_477053.2, NP_477052.2	XP_015437058.1, XP_015437059.1
OG0000692	NP_650341.1, NP_725236.1, NP_523722.1	XP_015431341.1
OG0000693	NP_001260093.1	XP_015429764.1
OG0000694	NP_724749.1	XP_015440083.1
OG0000695	NP_001286573.1	XP_015431578.1, XP_015431579.1, XP_015431581.1, XP_015431580.1
OG0000696	NP_001285937.1, NP_001162752.1	XP_015434483.1
OG0000697	NP_001303575.1	XP_015432291.1
OG0000698	NP_611302.1	XP_015439831.1
OG0000699	NP_733186.2	XP_015439540.1
OG0000703	NP_001162772.1	XP_015434347.1
OG0000704	NP_001096849.1	XP_015434162.1, XP_015438972.1
OG0000705	NP_001162692.1	XP_015432029.1
OG0000706	NP_648109.1	XP_015437465.1
OG0000707	NP_610366.1, NP_724665.1, NP_610370.1	XP_015436876.1
OG0000708	NP_001263072.1	XP_015434860.1
OG0000711	NP_608535.1	XP_015431925.1
OG0000712	NP_001162742.1	XP_015432050.1, XP_015432051.1, XP_015432049.1, XP_015432048.1
OG0000713	NP_001246834.1	XP_015434206.1
OG0000714	NP_995592.2	XP_015428397.1, XP_015428396.1
OG0000715	NP_001014681.2	XP_015430199.1
OG0000716	NP_523891.2	XP_015429867.1
OG0000717	NP_610992.2, NP_610453.1	XP_015432908.1
OG0000718	NP_001245421.1	XP_015438933.1, XP_015439212.1
OG0000719	NP_001259898.1	XP_015432587.1
OG0000720	NP_001287256.1	XP_015432543.1
OG0000720	NP_001104482.3	XP_015430178.1
OG0000721	NP_651772.1	XP_015431480.1
OG0000722	NP_648450.3	XP_015430974.1, XP_015430975.1
OG0000722	NP_648449.1	XP_015430973.1, XP_015430972.1
OG0000723	NP_001162833.1	XP_015430804.1
OG0000724	NP_659571.1, NP_651755.2	XP_015436647.1, XP_015436644.1
OG0000725	NP_611944.1, NP_611118.3, NP_788422.1	XP_015431762.1
OG0000726	NP_524345.2, NP_650308.3, NP_525020.2, NP_524130.1, NP_610977.1, NP_649006.2	XP_015433614.1
OG0000727	NP_609353.1	XP_015439589.1
OG0000728	NP_609684.1, NP_609682.1, NP_001285912.1, NP_995706.1	XP_015440526.1
OG0000729	NP_569856.2, NP_001285773.1	XP_015433222.1
OG0000730	NP_647684.1	XP_015430002.1
OG0000736	NP_001246827.1, NP_611609.1	XP_015434092.1, XP_015434093.1, XP_015434090.1, XP_015434091.1, XP_015434094.1
OG0000737	NP_001247276.1	XP_015439526.1
OG0000738	NP_477482.2	XP_015433375.1
OG0000738	NP_732137.1	XP_015433274.1
OG0000739	NP_001260011.1	XP_015432942.1, XP_015432950.1
OG0000740	NP_001286363.1	XP_015432891.1, XP_015432790.1
OG0000741	NP_001188684.1, NP_001259930.1, NP_609812.1	XP_015435759.1, XP_015435760.1, XP_015435761.1
OG0000742	NP_001260632.1	XP_015438404.1
OG0000744	NP_001263008.1	XP_015432237.1
OG0000745	NP_001246361.1	XP_015430064.1
OG0000746	NP_001259437.1	XP_015437573.1
OG0000747	NP_001259751.2	XP_015437721.1
OG0000748	NP_726528.2	XP_015431791.1
OG0000749	NP_524880.2	XP_015430201.1
OG0000749	NP_001163750.1	XP_015434828.1
OG0000750	NP_001261995.1	XP_015437374.1
OG0000751	NP_001260265.1	XP_015432871.1
OG0000753	NP_001263143.1	XP_015438101.1
OG0000754	NP_001287589.1	XP_015429254.1, XP_015439372.1
OG0000755	NP_650723.1	XP_015431086.1
OG0000757	NP_609103.1	XP_015435714.1
OG0000758	NP_648344.1, NP_573101.1	XP_015434240.1, XP_015429496.1
OG0000759	NP_650120.1	XP_015432714.1
OG0000760	NP_649767.1	XP_015436367.1
OG0000761	NP_001245894.1	XP_015438013.1
OG0000762	NP_001245582.1	XP_015429614.1
OG0000766	NP_001262441.1	XP_015433383.1, XP_015433382.1
OG0000767	NP_001188869.1	XP_015434452.1, XP_015434451.1
OG0000768	NP_524485.1	XP_015437773.1
OG0000769	NP_001284913.1	XP_015433465.1
OG0000770	NP_611167.2	XP_015439048.1
OG0000771	NP_001096905.1	XP_015435200.1
OG0000772	NP_001261803.1	XP_015430519.1
OG0000773	NP_524683.2	XP_015435527.1
OG0000774	NP_524306.3	XP_015432609.1, XP_015432607.1, XP_015432608.1
OG0000775	NP_523732.2	XP_015436551.1, XP_015436549.1
OG0000776	NP_001033816.1	XP_015432975.1
OG0000777	NP_573226.1	XP_015439100.1
OG0000778	NP_730632.1	XP_015437148.1
OG0000779	NP_001263131.1	XP_015437694.1, XP_015433143.1
OG0000780	NP_001097409.1	XP_015438502.1
OG0000781	NP_001261347.1	XP_015435781.1
OG0000782	NP_001262086.1	XP_015436117.1
OG0000785	NP_001259438.1	XP_015438966.1
OG0000786	NP_001263146.1	XP_015430326.1
OG0000787	NP_609786.2	XP_015435743.1
OG0000789	NP_001188864.1	XP_015429610.1
OG0000790	NP_001138119.2	XP_015430194.1
OG0000791	NP_573091.1	XP_015430314.1, XP_015430315.1
OG0000795	NP_001259693.1	XP_015429939.1
OG0000796	NP_001285059.1, NP_651764.1	XP_015436930.1, XP_015430785.1
OG0000797	NP_610625.1	XP_015430964.1, XP_015430962.1, XP_015430963.1
OG0000798	NP_001350855.1	XP_015431041.1
OG0000799	NP_001162875.1	XP_015436448.1, XP_015436446.1
OG0000800	NP_001263106.1	XP_015438988.1
OG0000801	NP_001033845.1	XP_015434936.1
OG0000802	NP_001260738.1	XP_015438421.1, XP_015438420.1
OG0000803	NP_001261026.1, NP_001369117.1	XP_015434459.1
OG0000804	NP_001262084.1	XP_015434734.1
OG0000805	NP_001368990.1	XP_015431950.1
OG0000806	NP_001246695.1	XP_015436300.1
OG0000807	NP_477356.1	XP_015437566.1, XP_015437567.1
OG0000808	NP_648561.2	XP_015438454.1
OG0000809	NP_001097928.1, NP_001097934.2	XP_015439656.1
OG0000810	NP_001303565.1	XP_015437543.1, XP_015437555.1
OG0000811	NP_649603.3	XP_015429244.1
OG0000812	NP_001261450.1	XP_015436704.1, XP_015435806.1
OG0000813	NP_476899.1, NP_608592.2, NP_001259868.1	XP_015430297.1
OG0000814	NP_523612.3	XP_015433794.1
OG0000814	NP_001162915.1	XP_015433799.1
OG0000815	NP_001259817.1	XP_015435418.1
OG0000816	NP_609487.2	XP_015430601.1
OG0000817	NP_001303398.1, NP_649040.2	XP_015431473.1
