Orthogroup	Drosophila_melanogaster	Habropoda_laboriosa
OG0000361	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2	XP_017793542.1
OG0000362	NP_523888.1	XP_017795140.1
OG0000363	NP_609157.3	XP_017792001.1
OG0000363	NP_651519.1, NP_610707.2, NP_651999.1	XP_017791082.1
OG0000364	NP_001245832.1, NP_523936.2, NP_572633.1	XP_017790691.1
OG0000365	NP_729619.1	XP_017795022.1
OG0000367	NP_001286000.1	XP_017792517.1, XP_017792500.1, XP_017792509.1
OG0000368	NP_001260509.1	XP_017789979.1
OG0000368	NP_001285984.1	XP_017789944.1
OG0000369	NP_649024.1	XP_017794761.1, XP_017788218.1
OG0000370	NP_648711.1	XP_017791625.1
OG0000372	NP_788925.2, NP_728118.2	XP_017797846.1, XP_017793266.1
OG0000375	NP_001262227.1	XP_017792240.1
OG0000376	NP_611476.3	XP_017795456.1, XP_017795455.1, XP_017795454.1, XP_017795458.1, XP_017795457.1
OG0000377	NP_476977.1	XP_017787890.1
OG0000378	NP_996298.1	XP_017797599.1
OG0000379	NP_001162668.2	XP_017795222.1
OG0000380	NP_524672.1	XP_017797706.1, XP_017797714.1, XP_017797723.1, XP_017797698.1
OG0000381	NP_727418.1	XP_017797366.1
OG0000381	NP_001262919.1, NP_524921.1, NP_524937.1	XP_017796437.1
OG0000382	NP_001259313.1, NP_610213.1	XP_017790268.1, XP_017798231.1
OG0000383	NP_001163142.1	XP_017797122.1, XP_017795215.1, XP_017797126.1, XP_017792569.1, XP_017792570.1, XP_017796732.1, XP_017796955.1, XP_017796957.1, XP_017797042.1
OG0000384	NP_001189151.1	XP_017794439.1
OG0000385	NP_611305.1	XP_017797950.1, XP_017797565.1
OG0000386	NP_001259349.1	XP_017789743.1, XP_017789553.1
OG0000387	NP_608955.1	XP_017798889.1
OG0000388	NP_001285744.1	XP_017794104.1
OG0000388	NP_523952.2	XP_017792981.1
OG0000389	NP_651184.1	XP_017798961.1, XP_017795910.1
OG0000390	NP_001036599.1	XP_017795613.1
OG0000394	NP_001285181.1, NP_569887.1, NP_001259118.1	XP_017798876.1
OG0000395	NP_001262738.1	XP_017795714.1, XP_017789320.1
OG0000396	NP_609571.1, NP_572912.1, NP_001285222.1	XP_017793863.1
OG0000397	NP_649233.2	XP_017797882.1
OG0000398	NP_611475.3	XP_017790243.1
OG0000399	NP_001285311.1	XP_017787510.1, XP_017787511.1, XP_017787509.1, XP_017787505.1, XP_017787512.1
OG0000400	NP_001259479.1	XP_017793178.1
OG0000401	NP_651350.2	XP_017793697.1, XP_017793696.1, XP_017793694.1
OG0000403	NP_723263.2	XP_017799362.1, XP_017799360.1
OG0000405	NP_609402.1	XP_017791752.1
OG0000405	NP_723611.1	XP_017789951.1
OG0000406	NP_650571.2	XP_017789102.1
OG0000406	NP_649888.1	XP_017789038.1
OG0000407	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1	XP_017790216.1
OG0000408	NP_001097137.1	XP_017795669.1
OG0000408	NP_001261876.1	XP_017795675.1
OG0000409	NP_001247003.1	XP_017788680.1
OG0000411	NP_730248.2	XP_017788188.1
OG0000411	NP_570017.1	XP_017792047.1
OG0000412	NP_001246627.1	XP_017798621.1
OG0000412	NP_573357.1, NP_001259699.1	XP_017796421.1
OG0000413	NP_523375.2	XP_017799108.1
OG0000415	NP_733403.1	XP_017798266.1
OG0000416	NP_995952.1, NP_476818.1	XP_017799179.1, XP_017797041.1, XP_017797102.1, XP_017793821.1, XP_017795986.1, XP_017791946.1, XP_017797088.1
OG0000417	NP_001097759.1	XP_017795279.1
OG0000417	NP_001246053.1	XP_017791833.1
OG0000418	NP_001247272.1	XP_017792468.1
OG0000418	NP_001246512.1	XP_017795813.1
OG0000419	NP_001260362.1, NP_001285558.1	XP_017795339.1, XP_017795340.1
OG0000420	NP_726324.3	XP_017798908.1
OG0000420	NP_001245543.1	XP_017799021.1
OG0000421	NP_477105.2	XP_017795008.1
OG0000422	NP_001260025.1	XP_017795112.1
OG0000423	NP_651694.1	XP_017798104.1, XP_017798105.1
OG0000425	NP_647811.2	XP_017789685.1
OG0000426	NP_001163740.1	XP_017790169.1
OG0000427	NP_732572.1	XP_017796073.1
OG0000428	NP_001263092.1	XP_017789672.1
OG0000429	NP_788728.1	XP_017793783.1, XP_017793781.1, XP_017793782.1, XP_017793784.1, XP_017793785.1
OG0000430	NP_001286094.1	XP_017799298.1, XP_017795146.1
OG0000431	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1	XP_017791115.1
OG0000432	NP_001260310.1	XP_017799524.1, XP_017799522.1, XP_017799525.1
OG0000434	NP_001261100.1	XP_017796879.1
OG0000436	NP_001246364.1	XP_017794103.1
OG0000436	NP_651178.1	XP_017794051.1
OG0000437	NP_001287127.1	XP_017791397.1
OG0000438	NP_650405.2	XP_017790637.1, XP_017790781.1
OG0000439	NP_647622.1, NP_001261264.1	XP_017793620.1
OG0000440	NP_651672.1	XP_017791215.1
OG0000440	NP_650722.1, NP_650720.1, NP_001260388.1	XP_017792511.1
OG0000441	NP_001162891.1	XP_017799585.1
OG0000442	NP_001259518.1	XP_017788630.1
OG0000443	NP_001260942.1, NP_610331.1	XP_017792400.1
OG0000444	NP_609032.1	XP_017793482.1
OG0000445	NP_723044.1	XP_017787663.1
OG0000445	NP_001260071.1	XP_017787664.1
OG0000446	NP_001263109.1	XP_017798854.1
OG0000447	NP_727696.2	XP_017799505.1, XP_017799506.1, XP_017799503.1, XP_017799504.1, XP_017799502.1
OG0000448	NP_651721.1	XP_017788599.1, XP_017788600.1
OG0000449	NP_001246778.1, NP_001246777.1	XP_017793090.1
OG0000450	NP_001189329.1, NP_001027415.1	XP_017796177.1, XP_017796175.1, XP_017796176.1, XP_017796181.1, XP_017796182.1, XP_017796183.1, XP_017796184.1, XP_017796185.1, XP_017796186.1, XP_017796178.1, XP_017796180.1
OG0000451	NP_609750.1, NP_730966.1	XP_017789645.1, XP_017789644.1, XP_017789648.1, XP_017789647.1, XP_017789646.1
OG0000452	NP_001260946.1	XP_017793368.1
OG0000452	NP_001286988.1	XP_017794161.1
OG0000453	NP_001246225.1	XP_017798574.1
OG0000454	NP_610614.1	XP_017787598.1
OG0000456	NP_608737.1, NP_651434.3	XP_017794164.1
OG0000457	NP_001368957.1	XP_017792802.1
OG0000458	NP_611606.1	XP_017799233.1, XP_017799234.1, XP_017799236.1, XP_017799237.1, XP_017799238.1, XP_017799232.1
OG0000459	NP_001356963.1	XP_017790741.1
OG0000460	NP_001015261.3	XP_017799320.1
OG0000461	NP_001285280.1	XP_017788829.1
OG0000462	NP_001261842.1	XP_017787925.1
OG0000463	NP_001245447.1, NP_001096965.1	XP_017799064.1
OG0000464	NP_651860.2, NP_733051.2	XP_017799008.1
OG0000466	NP_609172.1	XP_017790404.1
OG0000467	NP_001246713.1	XP_017793388.1
OG0000468	NP_001260343.1	XP_017795101.1
OG0000469	NP_651781.1	XP_017797236.1
OG0000470	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2	XP_017794884.1
OG0000471	NP_001188992.1	XP_017797336.1
OG0000475	NP_609588.1	XP_017796621.1
OG0000476	NP_001285980.1	XP_017791962.1
OG0000477	NP_728869.1	XP_017799389.1
OG0000478	NP_001027127.1	XP_017789075.1
OG0000479	NP_524809.2	XP_017793128.1
OG0000480	NP_001027106.1, NP_511050.1, NP_728924.2	XP_017793583.1
OG0000482	NP_001097060.1, NP_001036339.1, NP_001260521.1	XP_017797925.1
OG0000483	NP_610217.1, NP_611859.1	XP_017798974.1
OG0000484	NP_001163649.1	XP_017787953.1
OG0000485	NP_001286073.1, NP_001286071.1	XP_017797839.1, XP_017797837.1
OG0000486	NP_611374.1	XP_017792228.1
OG0000487	NP_651901.3	XP_017790807.1, XP_017790777.1
OG0000488	NP_001286563.1	XP_017789931.1
OG0000489	NP_001284957.1	XP_017787699.1
OG0000490	NP_001287103.1	XP_017789278.1, XP_017789280.1
OG0000491	NP_788278.1, NP_523702.1	XP_017791699.1
OG0000492	NP_001036362.1	XP_017788147.1
OG0000495	NP_612040.1	XP_017791652.1
OG0000496	NP_523937.2	XP_017792221.1
OG0000497	NP_001036687.1	XP_017790955.1
OG0000497	NP_001261016.1	XP_017793631.1
OG0000498	NP_611046.2	XP_017799571.1
OG0000499	NP_610430.1	XP_017789145.1
OG0000500	NP_001245427.1	XP_017797598.1
OG0000501	NP_001261211.1	XP_017795060.1
OG0000501	NP_001261207.1	XP_017795042.1
OG0000502	NP_610226.2	XP_017788450.1
OG0000503	NP_001163291.1	XP_017788135.1, XP_017788134.1
OG0000504	NP_477213.1, NP_609349.1	XP_017789156.1, XP_017789133.1, XP_017789148.1, XP_017789141.1, XP_017789164.1, XP_017788787.1
OG0000505	NP_001285501.1	XP_017798745.1
OG0000506	NP_001334747.1	XP_017794431.1, XP_017795342.1
OG0000507	NP_001033959.1, NP_001033839.1, NP_726308.1	XP_017787753.1
OG0000508	NP_001287331.1, NP_001188841.1	XP_017795402.1
OG0000509	NP_523768.1, NP_001286518.1, NP_477262.1	XP_017788498.1
OG0000510	NP_001246792.1	XP_017792920.1
OG0000516	NP_476699.1	XP_017796482.1
OG0000517	NP_732486.2	XP_017790071.1, XP_017790072.1
OG0000518	NP_001137633.1	XP_017798671.1
OG0000519	NP_648378.1	XP_017791021.1
OG0000520	NP_609115.1	XP_017791645.1
OG0000521	NP_001303469.1	XP_017789663.1
OG0000522	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1	XP_017789557.1
OG0000523	NP_001286646.1, NP_001369113.1	XP_017799377.1, XP_017799382.1
OG0000524	NP_649370.1, NP_649374.1	XP_017792371.1
OG0000525	NP_001263050.1	XP_017798452.1, XP_017798453.1
OG0000526	NP_610483.1	XP_017790192.1
OG0000528	NP_650142.1, NP_608978.2	XP_017787650.1
OG0000529	NP_722721.1	XP_017796215.1, XP_017787860.1
OG0000530	NP_523957.1	XP_017798790.1
OG0000530	NP_001287054.1	XP_017798780.1
OG0000533	NP_726548.1	XP_017792307.1
OG0000536	NP_731632.1	XP_017799141.1
OG0000537	NP_001246303.1	XP_017790713.1
OG0000537	NP_001188817.2	XP_017792995.1
OG0000537	NP_001260486.1	XP_017790753.1
OG0000538	NP_001137782.1	XP_017796205.1
OG0000540	NP_648284.1	XP_017795754.1
OG0000540	NP_729446.1	XP_017793564.1
OG0000541	NP_651714.1	XP_017799087.1, XP_017799088.1
OG0000543	NP_001259662.1	XP_017794217.1
OG0000544	NP_001260884.1	XP_017793535.1, XP_017793536.1
OG0000545	NP_001014494.1, NP_001014493.2, NP_001014492.2	XP_017791585.1, XP_017795197.1
OG0000546	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1	XP_017799411.1, XP_017794398.1
OG0000547	NP_511062.1	XP_017792331.1, XP_017792330.1
OG0000548	NP_648127.1, NP_648126.1	XP_017796664.1
OG0000551	NP_001259638.1, NP_573191.1	XP_017787789.1, XP_017787791.1
OG0000552	NP_001286811.1	XP_017795804.1
OG0000553	NP_001189023.1	XP_017790038.1, XP_017790039.1, XP_017790040.1
OG0000554	NP_651415.1	XP_017789918.1, XP_017795903.1
OG0000555	NP_611172.1	XP_017789808.1
OG0000555	NP_001259584.1, NP_001033936.1	XP_017789811.1
OG0000556	NP_647674.1	XP_017790775.1, XP_017790774.1
OG0000557	NP_573098.1	XP_017794527.1, XP_017794529.1, XP_017794528.1, XP_017794530.1
OG0000558	NP_650732.1	XP_017790823.1
OG0000559	NP_001285224.1	XP_017798356.1
OG0000560	NP_001287513.1	XP_017791847.1
OG0000561	NP_001285680.1	XP_017790460.1
OG0000561	NP_648220.1	XP_017790394.1
OG0000562	NP_648523.1	XP_017795295.1
OG0000562	NP_477210.1	XP_017795319.1, XP_017795318.1
OG0000563	NP_648501.1	XP_017788619.1
OG0000564	NP_001097215.1	XP_017793513.1
OG0000565	NP_001286175.1	XP_017794595.1, XP_017796419.1
OG0000567	NP_001284997.1	XP_017795556.1, XP_017798953.1
OG0000568	NP_477170.1	XP_017799520.1
OG0000569	NP_524209.3	XP_017788296.1
OG0000569	NP_524233.1	XP_017793315.1
OG0000570	NP_572801.2	XP_017794289.1
OG0000571	NP_524625.3	XP_017798518.1
OG0000572	NP_001033956.2	XP_017788884.1
OG0000573	NP_001260658.1	XP_017788476.1
OG0000574	NP_610901.1	XP_017799602.1, XP_017799579.1
OG0000575	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2	XP_017799412.1, XP_017799413.1
OG0000576	NP_001285799.1	XP_017794420.1
OG0000579	NP_001096880.1	XP_017787826.1
OG0000582	NP_647703.1	XP_017795164.1
OG0000584	NP_731825.1	XP_017798769.1
OG0000585	NP_001262720.1	XP_017798269.1, XP_017796240.1
OG0000586	NP_001285420.1, NP_477101.1	XP_017788474.1
OG0000587	NP_001247005.1	XP_017795762.1
OG0000588	NP_477442.1	XP_017787593.1, XP_017787594.1
OG0000589	NP_608365.1, NP_648309.1	XP_017787799.1
OG0000591	NP_476947.1	XP_017790711.1
OG0000593	NP_001261723.1	XP_017791548.1
OG0000594	NP_649931.1	XP_017790432.1
OG0000595	NP_001260766.1	XP_017792912.1
OG0000595	NP_650716.2	XP_017792911.1
OG0000596	NP_524734.2	XP_017787746.1
OG0000597	NP_648493.3	XP_017792345.1
OG0000598	NP_722858.1	XP_017794120.1
OG0000599	NP_731390.1, NP_001163573.1	XP_017799376.1
OG0000601	NP_649628.2, NP_649627.1	XP_017799048.1
OG0000602	NP_572182.1	XP_017794151.1
OG0000603	NP_649556.3	XP_017799456.1
OG0000604	NP_001247314.1, NP_001262985.1	XP_017793180.1, XP_017793282.1
OG0000605	NP_001138087.1	XP_017789863.1
OG0000607	NP_610730.1	XP_017798805.1, XP_017796998.1, XP_017798750.1, XP_017799195.1
OG0000609	NP_524612.2	XP_017796091.1
OG0000611	NP_001014525.1	XP_017796647.1
OG0000612	NP_001137800.1	XP_017796898.1
OG0000613	NP_001285721.1	XP_017799181.1
OG0000614	NP_001036762.2, NP_001015499.4	XP_017793166.1, XP_017791996.1
OG0000614	NP_001262793.1	XP_017791808.1
OG0000616	NP_610925.3	XP_017788373.1
OG0000619	NP_650283.1	XP_017793803.1, XP_017793804.1
OG0000620	NP_001262966.1	XP_017791713.1, XP_017791714.1
OG0000621	NP_608616.2	XP_017793383.1, XP_017793382.1
OG0000622	NP_001260824.1	XP_017796631.1
OG0000623	NP_651455.1	XP_017794955.1, XP_017794957.1
OG0000624	NP_608663.1, NP_608668.2	XP_017793531.1
OG0000625	NP_523364.2	XP_017797645.1
OG0000626	NP_001286578.1	XP_017792421.1
OG0000627	NP_650034.1, NP_001246511.1	XP_017795586.1
OG0000629	NP_476685.1	XP_017789539.1
OG0000631	NP_001188974.1, NP_001261083.1	XP_017798629.1
OG0000632	NP_648413.1	XP_017788807.1, XP_017788806.1, XP_017788809.1, XP_017788808.1
OG0000633	NP_611209.1	XP_017798660.1
OG0000634	NP_523566.4	XP_017790080.1
OG0000634	NP_001285932.1	XP_017790056.1
OG0000635	NP_609594.2	XP_017797584.1, XP_017798846.1, XP_017797654.1
OG0000636	NP_001036454.1	XP_017789806.1
OG0000637	NP_570060.1, NP_731045.1	XP_017789106.1
OG0000638	NP_001015096.2	XP_017797234.1
OG0000639	NP_524132.1	XP_017790561.1
OG0000640	NP_001284902.1, NP_647886.2	XP_017794181.1
OG0000641	NP_611356.1	XP_017790935.1
OG0000642	NP_001286255.1	XP_017788417.1, XP_017788420.1
OG0000643	NP_651971.2	XP_017789188.1
OG0000643	NP_572287.1	XP_017789189.1
OG0000644	NP_524980.1	XP_017794463.1
OG0000645	NP_573262.2	XP_017788568.1
OG0000645	NP_650014.2	XP_017788538.1
OG0000646	NP_572168.1, NP_612043.1	XP_017787820.1, XP_017787821.1, XP_017787822.1
OG0000647	NP_001356889.1	XP_017798823.1
OG0000648	NP_001162713.1	XP_017791319.1
OG0000649	NP_001286294.1	XP_017792481.1
OG0000650	NP_001097359.1	XP_017790920.1
OG0000651	NP_001260456.1	XP_017795214.1
OG0000651	NP_001033810.1	XP_017794428.1
OG0000653	NP_001261074.1	XP_017792136.1
OG0000654	NP_001287006.1	XP_017798033.1, XP_017791931.1
OG0000655	NP_001163538.1	XP_017791286.1, XP_017791278.1, XP_017791282.1
OG0000656	NP_001261425.1	XP_017797932.1
OG0000657	NP_648927.1, NP_001287089.1	XP_017796547.1
OG0000659	NP_001246461.1	XP_017790933.1
OG0000660	NP_001286912.1, NP_647694.1, NP_647696.1, NP_001246563.1, NP_649302.1, NP_649301.1	XP_017788572.1
OG0000661	NP_001036368.2	XP_017787633.1
OG0000661	NP_001027277.1	XP_017787655.1
OG0000662	NP_001138085.1, NP_524311.1, NP_001287203.1	XP_017795789.1
OG0000663	NP_001260375.1	XP_017788981.1, XP_017788986.1
OG0000664	NP_477342.1, NP_001287388.1	XP_017790881.1
OG0000664	NP_001246470.1	XP_017790880.1, XP_017794422.1
OG0000665	NP_001263042.1, NP_524700.1	XP_017794702.1
OG0000667	NP_001188798.2	XP_017792277.1, XP_017792275.1, XP_017792274.1
OG0000668	NP_611056.2	XP_017792722.1
OG0000669	NP_001262614.1	XP_017794021.1
OG0000670	NP_731439.2, NP_649975.1, NP_649976.1	XP_017796058.1
OG0000671	NP_724597.1	XP_017796657.1, XP_017796665.1
OG0000672	NP_001260445.1	XP_017790534.1, XP_017790373.1
OG0000673	NP_609360.2	XP_017796433.1
OG0000674	NP_731246.2	XP_017799288.1, XP_017790172.1
OG0000677	NP_001245993.1	XP_017789601.1
OG0000680	NP_610503.1	XP_017799559.1
OG0000681	NP_524039.2	XP_017788431.1
OG0000682	NP_995934.1	XP_017791477.1
OG0000683	NP_001260332.1	XP_017795374.1
OG0000685	NP_001259876.1	XP_017795205.1
OG0000686	NP_511083.1	XP_017789351.1
OG0000687	NP_001261678.1, NP_723089.1	XP_017797312.1
OG0000688	NP_001163328.1	XP_017798599.1
OG0000689	NP_001260096.1, NP_608926.2	XP_017792126.1
OG0000690	NP_647626.1	XP_017792306.1
OG0000691	NP_477053.2, NP_477052.2	XP_017793214.1, XP_017793215.1
OG0000692	NP_650341.1, NP_725236.1, NP_523722.1	XP_017793949.1, XP_017793950.1
OG0000693	NP_001260093.1	XP_017797195.1
OG0000694	NP_724749.1	XP_017789792.1
OG0000695	NP_001286573.1	XP_017788491.1
OG0000696	NP_001285937.1, NP_001162752.1	XP_017790480.1, XP_017790478.1
OG0000697	NP_001303575.1	XP_017788408.1
OG0000698	NP_611302.1	XP_017795066.1
OG0000699	NP_733186.2	XP_017799591.1
OG0000703	NP_001162772.1	XP_017788490.1
OG0000704	NP_001096849.1	XP_017797702.1, XP_017797703.1, XP_017798781.1
OG0000705	NP_001162692.1	XP_017797650.1
OG0000706	NP_648109.1	XP_017788211.1
OG0000707	NP_610366.1, NP_724665.1, NP_610370.1	XP_017796811.1
OG0000708	NP_001263072.1	XP_017791790.1
OG0000711	NP_608535.1	XP_017790126.1
OG0000712	NP_001162742.1	XP_017793739.1
OG0000713	NP_001246834.1	XP_017798587.1
OG0000714	NP_995592.2	XP_017793501.1, XP_017793494.1
OG0000715	NP_001014681.2	XP_017796332.1, XP_017796331.1, XP_017796330.1
OG0000716	NP_523891.2	XP_017792417.1
OG0000717	NP_610992.2, NP_610453.1	XP_017799187.1
OG0000718	NP_001245421.1	XP_017798779.1
OG0000719	NP_001259898.1	XP_017790024.1
OG0000720	NP_001287256.1	XP_017793546.1
OG0000720	NP_001104482.3	XP_017799212.1
OG0000721	NP_651772.1	XP_017788857.1
OG0000722	NP_648450.3	XP_017787430.1
OG0000722	NP_648449.1	XP_017787432.1
OG0000723	NP_001162833.1	XP_017797237.1
OG0000724	NP_659571.1, NP_651755.2	XP_017790082.1, XP_017790084.1
OG0000726	NP_524345.2, NP_650308.3, NP_525020.2, NP_524130.1, NP_610977.1, NP_649006.2	XP_017789890.1
OG0000727	NP_609353.1	XP_017789972.1
OG0000728	NP_609684.1, NP_609682.1, NP_001285912.1, NP_995706.1	XP_017793106.1
OG0000729	NP_569856.2, NP_001285773.1	XP_017791080.1
OG0000730	NP_647684.1	XP_017794253.1
OG0000736	NP_001246827.1, NP_611609.1	XP_017798699.1, XP_017798704.1, XP_017798703.1, XP_017798700.1, XP_017798701.1
OG0000737	NP_001247276.1	XP_017790941.1
OG0000738	NP_732137.1	XP_017795990.1
OG0000739	NP_001260011.1	XP_017799493.1
OG0000740	NP_001286363.1	XP_017799090.1
OG0000741	NP_001188684.1, NP_001259930.1, NP_609812.1	XP_017789689.1
OG0000742	NP_001260632.1	XP_017789593.1
OG0000744	NP_001263008.1	XP_017792455.1
OG0000745	NP_001246361.1	XP_017788688.1
OG0000746	NP_001259437.1	XP_017792346.1
OG0000747	NP_001259751.2	XP_017793056.1
OG0000748	NP_726528.2	XP_017796555.1
OG0000749	NP_524880.2	XP_017796333.1
OG0000749	NP_001163750.1	XP_017789611.1
OG0000750	NP_001261995.1	XP_017793419.1
OG0000751	NP_001163178.1	XP_017787897.1
OG0000751	NP_001260265.1	XP_017799152.1
OG0000753	NP_001263143.1	XP_017787431.1
OG0000754	NP_001287589.1	XP_017794019.1, XP_017791818.1
OG0000755	NP_650723.1	XP_017793840.1
OG0000757	NP_609103.1	XP_017796135.1
OG0000758	NP_648344.1, NP_573101.1	XP_017796138.1, XP_017793427.1
OG0000759	NP_650120.1	XP_017795003.1
OG0000760	NP_649767.1	XP_017794333.1
OG0000761	NP_001245894.1	XP_017798069.1
OG0000762	NP_001245582.1	XP_017790187.1
OG0000765	NP_001287540.1	XP_017797887.1
OG0000766	NP_001262441.1	XP_017790842.1, XP_017790844.1
OG0000767	NP_001188869.1	XP_017795646.1
OG0000768	NP_524485.1	XP_017793461.1
OG0000769	NP_001284913.1	XP_017798302.1
OG0000770	NP_611167.2	XP_017798582.1
OG0000771	NP_001096905.1	XP_017790168.1
OG0000772	NP_001261803.1	XP_017788367.1
OG0000773	NP_524683.2	XP_017795573.1
OG0000774	NP_524306.3	XP_017789946.1
OG0000775	NP_523732.2	XP_017795570.1, XP_017795569.1
OG0000776	NP_001033816.1	XP_017799373.1
OG0000777	NP_573226.1	XP_017797815.1, XP_017797814.1
OG0000778	NP_730632.1	XP_017792090.1
OG0000779	NP_001263131.1	XP_017793240.1
OG0000780	NP_001097409.1	XP_017789834.1
OG0000781	NP_001261347.1	XP_017789404.1
OG0000782	NP_001262086.1	XP_017791089.1
OG0000785	NP_001259438.1	XP_017798803.1, XP_017798801.1, XP_017798804.1
OG0000786	NP_001263146.1	XP_017798383.1, XP_017798384.1
OG0000787	NP_609786.2	XP_017791924.1
OG0000789	NP_001188864.1	XP_017790180.1
OG0000790	NP_001138119.2	XP_017796319.1
OG0000791	NP_573091.1	XP_017798342.1
OG0000795	NP_001259693.1	XP_017795189.1
OG0000796	NP_001285059.1, NP_651764.1	XP_017798194.1, XP_017798209.1
OG0000797	NP_610625.1	XP_017794086.1
OG0000798	NP_001350855.1	XP_017788566.1
OG0000799	NP_001162875.1	XP_017794371.1
OG0000800	NP_001263106.1	XP_017794614.1
OG0000801	NP_001033845.1	XP_017793584.1
OG0000802	NP_001260738.1	XP_017790502.1
OG0000803	NP_001261026.1, NP_001369117.1	XP_017790866.1
OG0000804	NP_001262084.1	XP_017790128.1, XP_017790130.1, XP_017790129.1
OG0000805	NP_001368990.1	XP_017797578.1
OG0000806	NP_001246695.1	XP_017797313.1
OG0000807	NP_477356.1	XP_017792601.1, XP_017792600.1
OG0000808	NP_648561.2	XP_017793900.1
OG0000809	NP_001097928.1, NP_001097934.2	XP_017795579.1
OG0000810	NP_001303565.1	XP_017791353.1, XP_017791352.1
OG0000811	NP_649603.3	XP_017790591.1
OG0000812	NP_001261450.1	XP_017794184.1, XP_017788065.1
OG0000813	NP_476899.1, NP_608592.2, NP_001259868.1	XP_017798434.1
OG0000814	NP_523612.3	XP_017795341.1
OG0000814	NP_001162915.1	XP_017795334.1
OG0000815	NP_001259817.1	XP_017799353.1, XP_017799352.1, XP_017799351.1, XP_017799349.1, XP_017799350.1
OG0000816	NP_609487.2	XP_017789819.1
OG0000817	NP_001303398.1, NP_649040.2	XP_017788607.1
OG0000819	NP_001246875.1	XP_017796342.1, XP_017796340.1
OG0000820	NP_001262476.1	XP_017796776.1, XP_017796777.1, XP_017796779.1, XP_017796778.1, XP_017796780.1
OG0000821	NP_001285283.1	XP_017790091.1
OG0000822	NP_001097786.1	XP_017794554.1, XP_017794541.1
OG0000824	NP_730460.1	XP_017797967.1, XP_017791560.1
OG0000825	NP_611386.2, NP_611385.1, NP_611387.1	XP_017794330.1
OG0000826	NP_650049.1	XP_017790818.1
OG0000827	NP_001262130.1	XP_017793877.1
OG0000828	NP_729666.2, NP_001097580.1	XP_017789131.1
OG0000829	NP_732364.1	XP_017791408.1
OG0000830	NP_610239.1	XP_017789464.1
OG0000831	NP_731193.1	XP_017794412.1
OG0000832	NP_728107.2	XP_017792701.1
OG0000835	NP_001285947.1	XP_017791391.1
