Orthogroup	Drosophila_melanogaster	Eufriesea_mexicana
OG0000313	NP_001262580.1, NP_727588.2	XP_017754942.1, XP_017754937.1, XP_017754936.1
OG0000314	NP_611815.3	XP_017758035.1
OG0000314	NP_001287244.1	XP_017758038.1
OG0000316	NP_723502.2, NP_611157.1	XP_017766083.1
OG0000316	NP_611470.1	XP_017757874.1
OG0000317	NP_732413.1	XP_017761493.1
OG0000318	NP_609354.1	XP_017762165.1, XP_017762164.1
OG0000319	NP_523751.2	XP_017760713.1, XP_017760712.1
OG0000320	NP_001285825.1, NP_476734.1	XP_017759304.1
OG0000321	NP_523551.1	XP_017755188.1
OG0000322	NP_996040.1	XP_017767430.1
OG0000322	NP_649068.1	XP_017753136.1
OG0000323	NP_524359.2	XP_017763945.1
OG0000324	NP_001189070.1	XP_017767619.1
OG0000326	NP_001246635.1	XP_017765487.1
OG0000327	NP_001246651.1	XP_017763918.1, XP_017763923.1
OG0000330	NP_523672.1	XP_017758286.1
OG0000331	NP_572986.1, NP_001285254.1, NP_001285253.1	XP_017765690.1, XP_017765650.1, XP_017765658.1, XP_017765592.1, XP_017765699.1, XP_017765643.1, XP_017765683.1, XP_017765677.1, XP_017765668.1
OG0000332	NP_651838.1	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1
OG0000333	NP_731787.1, NP_650273.2, NP_650274.2	XP_017765836.1, XP_017757044.1, XP_017757045.1
OG0000334	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1	XP_017766255.1
OG0000335	NP_608439.2, NP_001285956.1	XP_017753603.1
OG0000336	NP_001286141.1	XP_017759573.1, XP_017759574.1, XP_017752435.1
OG0000337	NP_001097630.2	XP_017762307.1, XP_017762308.1
OG0000338	NP_001303553.1, NP_728030.2	XP_017766197.1
OG0000338	NP_001245442.1, NP_001285408.1	XP_017755254.1
OG0000339	NP_649788.2	XP_017757611.1
OG0000339	NP_001245907.1	XP_017759579.1
OG0000340	NP_726025.1, NP_611123.2	XP_017753847.1
OG0000341	NP_001284896.1	XP_017755798.1
OG0000342	NP_649266.1	XP_017760957.1
OG0000344	NP_001246528.1	XP_017753496.1
OG0000345	NP_610946.1	XP_017757359.1
OG0000347	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1	XP_017760444.1
OG0000349	NP_650967.2	XP_017752184.1
OG0000350	NP_726992.2	XP_017754876.1
OG0000351	NP_001286398.1	XP_017755390.1
OG0000352	NP_001259266.1	XP_017766410.1, XP_017766415.1, XP_017766414.1, XP_017766413.1, XP_017766412.1, XP_017766409.1
OG0000356	NP_001163468.1, NP_728338.2	XP_017765649.1, XP_017765651.1
OG0000357	NP_001137674.2	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1
OG0000358	NP_001286927.1	XP_017759671.1
OG0000360	NP_001246235.1	XP_017762004.1, XP_017762005.1
OG0000361	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1
OG0000362	NP_647710.1	XP_017755150.1
OG0000362	NP_523888.1	XP_017755152.1
OG0000363	NP_609157.3	XP_017759415.1
OG0000364	NP_001245832.1, NP_523936.2, NP_572633.1	XP_017758712.1
OG0000365	NP_729619.1	XP_017759636.1
OG0000367	NP_001286000.1	XP_017766253.1, XP_017766254.1
OG0000368	NP_001260509.1	XP_017755345.1
OG0000368	NP_001285984.1	XP_017759263.1
OG0000369	NP_649024.1	XP_017753797.1, XP_017753492.1
OG0000370	NP_648711.1	XP_017759441.1
OG0000372	NP_788925.2, NP_728118.2	XP_017764250.1, XP_017763837.1
OG0000375	NP_001262227.1	XP_017761268.1
OG0000376	NP_611476.3	XP_017758537.1, XP_017758538.1, XP_017758535.1, XP_017758536.1, XP_017758534.1
OG0000377	NP_476977.1	XP_017761272.1
OG0000378	NP_996298.1	XP_017761771.1
OG0000379	NP_001162668.2	XP_017761255.1, XP_017762918.1
OG0000380	NP_524672.1	XP_017765450.1, XP_017765451.1
OG0000381	NP_727418.1	XP_017755846.1
OG0000381	NP_001262919.1, NP_524921.1, NP_524937.1	XP_017756302.1
OG0000382	NP_001259313.1, NP_610213.1	XP_017764706.1, XP_017756297.1
OG0000383	NP_001163142.1	XP_017752213.1, XP_017754355.1, XP_017765614.1, XP_017757733.1, XP_017757743.1, XP_017765599.1
OG0000384	NP_001189151.1	XP_017762986.1
OG0000384	NP_001188547.1	XP_017762983.1
OG0000385	NP_611305.1	XP_017752449.1, XP_017765588.1, XP_017753107.1
OG0000386	NP_001259349.1	XP_017760506.1, XP_017760505.1
OG0000387	NP_608955.1	XP_017765562.1
OG0000388	NP_001285744.1	XP_017756252.1
OG0000388	NP_523952.2	XP_017762309.1
OG0000389	NP_651184.1	XP_017754144.1, XP_017754145.1, XP_017765438.1
OG0000390	NP_001036599.1	XP_017765126.1
OG0000394	NP_001285181.1, NP_569887.1, NP_001259118.1	XP_017763543.1, XP_017763544.1, XP_017763542.1
OG0000395	NP_001262738.1	XP_017755145.1, XP_017757261.1
OG0000397	NP_649233.2	XP_017764495.1
OG0000398	NP_611475.3	XP_017757742.1
OG0000399	NP_001285311.1	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1
OG0000400	NP_001259479.1	XP_017763814.1, XP_017763819.1
OG0000401	NP_651350.2	XP_017757598.1, XP_017757597.1, XP_017757596.1
OG0000403	NP_723263.2	XP_017766039.1, XP_017766040.1
OG0000405	NP_609402.1	XP_017767431.1
OG0000405	NP_723611.1	XP_017762934.1
OG0000406	NP_650571.2	XP_017760186.1
OG0000407	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1	XP_017760467.1, XP_017760466.1
OG0000408	NP_001097137.1	XP_017758201.1
OG0000408	NP_001261876.1	XP_017765146.1
OG0000409	NP_001247003.1	XP_017758237.1, XP_017758236.1, XP_017758234.1
OG0000411	NP_730248.2	XP_017764894.1
OG0000411	NP_570017.1	XP_017762783.1
OG0000412	NP_001246627.1	XP_017767155.1
OG0000412	NP_573357.1, NP_001259699.1	XP_017756296.1
OG0000413	NP_523375.2	XP_017764657.1, XP_017764658.1
OG0000415	NP_733403.1	XP_017757147.1
OG0000416	NP_995952.1, NP_476818.1	XP_017754141.1, XP_017767559.1
OG0000417	NP_001246053.1	XP_017761856.1
OG0000418	NP_001246512.1	XP_017767766.1
OG0000419	NP_001260362.1, NP_001285558.1	XP_017757934.1
OG0000420	NP_726324.3	XP_017766476.1
OG0000420	NP_001245543.1	XP_017766479.1
OG0000421	NP_477105.2	XP_017762179.1
OG0000422	NP_001260025.1	XP_017755619.1
OG0000423	NP_651694.1	XP_017757187.1
OG0000425	NP_647811.2	XP_017767385.1
OG0000426	NP_001163740.1	XP_017755944.1
OG0000427	NP_001286728.1, NP_001286726.1	XP_017766053.1
OG0000427	NP_732572.1	XP_017767685.1
OG0000428	NP_001263092.1	XP_017757677.1
OG0000428	NP_001097741.1	XP_017760527.1, XP_017758550.1
OG0000429	NP_788728.1	XP_017760481.1
OG0000430	NP_001286094.1	XP_017760973.1, XP_017765420.1, XP_017765421.1
OG0000431	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1	XP_017763663.1
OG0000432	NP_001260310.1	XP_017755867.1, XP_017755868.1
OG0000434	NP_001261100.1	XP_017767592.1
OG0000436	NP_001246364.1	XP_017756249.1
OG0000436	NP_651178.1	XP_017756254.1
OG0000437	NP_001287127.1	XP_017764057.1
OG0000438	NP_650405.2	XP_017757414.1
OG0000439	NP_647622.1, NP_001261264.1	XP_017765335.1, XP_017765337.1, XP_017765336.1
OG0000440	NP_651672.1	XP_017759178.1
OG0000440	NP_650722.1, NP_650720.1, NP_001260388.1	XP_017765192.1, XP_017765191.1
OG0000441	NP_001162891.1	XP_017763129.1
OG0000442	NP_001259518.1	XP_017767104.1, XP_017767103.1, XP_017767102.1
OG0000443	NP_001260942.1, NP_610331.1	XP_017753252.1, XP_017761508.1
OG0000444	NP_609032.1	XP_017760787.1
OG0000445	NP_723044.1	XP_017766891.1
OG0000445	NP_001260071.1	XP_017766424.1, XP_017766903.1
OG0000446	NP_001263109.1	XP_017756753.1
OG0000447	NP_727696.2	XP_017764213.1, XP_017764211.1, XP_017764212.1
OG0000448	NP_651721.1	XP_017761116.1, XP_017761117.1
OG0000449	NP_001246778.1, NP_001246777.1	XP_017760841.1
OG0000451	NP_609750.1, NP_730966.1	XP_017755102.1
OG0000452	NP_001260946.1	XP_017760703.1
OG0000452	NP_001286988.1	XP_017753133.1
OG0000453	NP_001246225.1	XP_017761581.1, XP_017761580.1, XP_017761579.1, XP_017761577.1, XP_017761578.1, XP_017761582.1
OG0000454	NP_610614.1	XP_017752876.1
OG0000456	NP_608737.1, NP_651434.3	XP_017755210.1
OG0000457	NP_001368957.1	XP_017752188.1
OG0000458	NP_611606.1	XP_017754095.1, XP_017754093.1, XP_017754097.1, XP_017754096.1
OG0000459	NP_001356963.1	XP_017767481.1
OG0000460	NP_001015261.3	XP_017764840.1
OG0000461	NP_001285280.1	XP_017766569.1, XP_017766568.1
OG0000462	NP_001261842.1	XP_017752839.1, XP_017752838.1
OG0000463	NP_001245447.1, NP_001096965.1	XP_017766072.1
OG0000464	NP_651860.2, NP_733051.2	XP_017760978.1
OG0000466	NP_609172.1	XP_017760318.1
OG0000467	NP_001246713.1	XP_017760720.1, XP_017760721.1, XP_017760722.1, XP_017760723.1, XP_017760724.1
OG0000468	NP_001260343.1	XP_017762072.1
OG0000469	NP_651781.1	XP_017758614.1, XP_017758616.1, XP_017758615.1
OG0000470	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2	XP_017761039.1, XP_017761040.1
OG0000471	NP_001188992.1	XP_017755852.1, XP_017755854.1, XP_017755853.1, XP_017755851.1, XP_017755856.1, XP_017755858.1, XP_017755857.1
OG0000472	NP_001285147.1	XP_017764392.1, XP_017764391.1
OG0000475	NP_609588.1	XP_017765216.1
OG0000476	NP_001285980.1	XP_017755919.1
OG0000478	NP_001027127.1	XP_017760173.1
OG0000479	NP_524809.2	XP_017762280.1
OG0000480	NP_001027106.1, NP_511050.1, NP_728924.2	XP_017755956.1
OG0000482	NP_001368949.1	XP_017764103.1, XP_017764335.1
OG0000482	NP_001097060.1, NP_001036339.1, NP_001260521.1	XP_017764104.1
OG0000483	NP_610217.1, NP_611859.1	XP_017766007.1
OG0000485	NP_001286073.1, NP_001286071.1	XP_017764492.1, XP_017764507.1
OG0000486	NP_611374.1	XP_017753139.1
OG0000487	NP_651901.3	XP_017757539.1, XP_017757493.1
OG0000488	NP_001286563.1	XP_017752738.1
OG0000489	NP_001284957.1	XP_017765531.1
OG0000490	NP_001287103.1	XP_017761469.1, XP_017761468.1
OG0000491	NP_788278.1, NP_523702.1	XP_017755955.1
OG0000492	NP_001036362.1	XP_017752426.1
OG0000493	NP_996214.1	XP_017765376.1, XP_017765374.1, XP_017765375.1
OG0000495	NP_612040.1	XP_017759663.1
OG0000496	NP_523937.2	XP_017762833.1
OG0000497	NP_001036687.1	XP_017767399.1
OG0000497	NP_001261016.1	XP_017755579.1
OG0000498	NP_611046.2	XP_017758969.1
OG0000499	NP_610430.1	XP_017757006.1
OG0000500	NP_001245427.1	XP_017761772.1
OG0000501	NP_001261211.1	XP_017752927.1
OG0000501	NP_001261207.1	XP_017752878.1
OG0000502	NP_610226.2	XP_017767048.1
OG0000503	NP_001163291.1	XP_017752365.1
OG0000504	NP_477213.1, NP_609349.1	XP_017767069.1, XP_017767072.1, XP_017767071.1, XP_017767073.1, XP_017767070.1, XP_017767036.1
OG0000505	NP_001285501.1	XP_017759849.1
OG0000506	NP_001334747.1	XP_017758652.1, XP_017759175.1
OG0000507	NP_001033959.1, NP_001033839.1, NP_726308.1	XP_017754721.1
OG0000508	NP_001287331.1, NP_001188841.1	XP_017765669.1
OG0000509	NP_523768.1, NP_001286518.1, NP_477262.1	XP_017752232.1
OG0000510	NP_001246792.1	XP_017764993.1, XP_017764990.1, XP_017764991.1, XP_017764992.1
OG0000516	NP_476699.1	XP_017756415.1, XP_017756414.1, XP_017756413.1
OG0000517	NP_732486.2	XP_017767580.1, XP_017767581.1
OG0000518	NP_001137633.1	XP_017759880.1, XP_017759879.1
OG0000519	NP_648378.1	XP_017757117.1
OG0000520	NP_609115.1	XP_017759664.1
OG0000521	NP_001303469.1	XP_017764260.1
OG0000522	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1	XP_017767119.1
OG0000523	NP_001286646.1, NP_001369113.1	XP_017765350.1
OG0000524	NP_649370.1, NP_649374.1	XP_017766247.1
OG0000525	NP_001263050.1	XP_017754648.1, XP_017754647.1
OG0000526	NP_610483.1	XP_017755908.1
OG0000526	NP_001246039.1	XP_017758194.1
OG0000528	NP_650142.1, NP_608978.2	XP_017762867.1
OG0000529	NP_722721.1	XP_017754360.1, XP_017763747.1
OG0000530	NP_523957.1	XP_017767203.1
OG0000530	NP_001287054.1	XP_017767201.1
OG0000533	NP_726548.1	XP_017764893.1
OG0000536	NP_524406.1	XP_017761064.1, XP_017761063.1
OG0000537	NP_001246303.1	XP_017757435.1
OG0000537	NP_001260486.1	XP_017757436.1
OG0000538	NP_001137782.1	XP_017757767.1
OG0000540	NP_648284.1	XP_017763811.1
OG0000540	NP_729446.1	XP_017753865.1, XP_017753866.1
OG0000541	NP_651714.1	XP_017764540.1
OG0000543	NP_001259662.1	XP_017755175.1, XP_017755174.1
OG0000544	NP_001260884.1	XP_017753908.1
OG0000545	NP_001014494.1, NP_001014493.2, NP_001014492.2	XP_017752709.1, XP_017759224.1
OG0000546	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1	XP_017758797.1, XP_017758848.1
OG0000547	NP_511062.1	XP_017761219.1
OG0000548	NP_648127.1, NP_648126.1	XP_017765222.1, XP_017765221.1
OG0000551	NP_001259638.1, NP_573191.1	XP_017763807.1
OG0000552	NP_001286811.1	XP_017765414.1
OG0000553	NP_001189023.1	XP_017754292.1, XP_017754291.1
OG0000554	NP_651415.1	XP_017763505.1, XP_017753778.1
OG0000555	NP_611172.1	XP_017758351.1
OG0000555	NP_001259584.1, NP_001033936.1	XP_017758485.1
OG0000556	NP_647674.1	XP_017757477.1
OG0000557	NP_573098.1	XP_017765671.1, XP_017765673.1, XP_017765670.1, XP_017765672.1
OG0000558	NP_650732.1	XP_017757529.1
OG0000559	NP_001285224.1	XP_017763320.1, XP_017763321.1, XP_017763322.1, XP_017763325.1, XP_017763324.1, XP_017763323.1, XP_017763326.1
OG0000560	NP_001287513.1	XP_017761843.1, XP_017761844.1, XP_017761841.1, XP_017761842.1
OG0000561	NP_648220.1	XP_017763162.1
OG0000562	NP_648523.1	XP_017753072.1
OG0000562	NP_477210.1	XP_017753092.1, XP_017753093.1
OG0000563	NP_648501.1	XP_017761340.1
OG0000564	NP_001097215.1	XP_017760919.1, XP_017760917.1, XP_017760918.1, XP_017760921.1
OG0000565	NP_001286175.1	XP_017753770.1, XP_017756294.1
OG0000567	NP_001284997.1	XP_017754797.1, XP_017765986.1
OG0000568	NP_477170.1	XP_017764169.1, XP_017764168.1
OG0000569	NP_524209.3	XP_017762586.1
OG0000569	NP_524233.1	XP_017763944.1
OG0000570	NP_572801.2	XP_017753245.1
OG0000571	NP_524625.3	XP_017761519.1
OG0000572	NP_001033956.2	XP_017766655.1
OG0000573	NP_001260658.1	XP_017756065.1
OG0000574	NP_610901.1	XP_017764199.1
OG0000575	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2	XP_017758795.1, XP_017758794.1
OG0000576	NP_001285799.1	XP_017753450.1, XP_017753448.1
OG0000579	NP_001096880.1	XP_017763761.1
OG0000582	NP_647703.1	XP_017755642.1
OG0000584	NP_731825.1	XP_017760147.1
OG0000585	NP_001262720.1	XP_017757162.1, XP_017765830.1
OG0000586	NP_001285420.1, NP_477101.1	XP_017756074.1
OG0000587	NP_001247005.1	XP_017757750.1, XP_017757749.1
OG0000588	NP_477442.1	XP_017752916.1, XP_017752915.1, XP_017752918.1, XP_017752917.1
OG0000589	NP_608365.1, NP_648309.1	XP_017763751.1, XP_017763752.1
OG0000591	NP_001246992.1	XP_017762494.1
OG0000591	NP_476947.1	XP_017752705.1
OG0000593	NP_001261723.1	XP_017758643.1, XP_017758642.1, XP_017756429.1
OG0000594	NP_649931.1	XP_017763160.1, XP_017763161.1, XP_017763158.1, XP_017763159.1
OG0000595	NP_001260766.1	XP_017764957.1
OG0000595	NP_650716.2	XP_017764958.1
OG0000596	NP_524734.2	XP_017754687.1
OG0000597	NP_648493.3	XP_017762792.1
OG0000598	NP_722858.1	XP_017756277.1
OG0000599	NP_731390.1, NP_001163573.1	XP_017754190.1, XP_017754189.1
OG0000601	NP_649628.2, NP_649627.1	XP_017752122.1
OG0000603	NP_649556.3	XP_017752864.1
OG0000604	NP_001247314.1, NP_001262985.1	XP_017766282.1, XP_017766300.1, XP_017766301.1
OG0000605	NP_001138087.1	XP_017764722.1
OG0000607	NP_610730.1	XP_017759848.1
OG0000609	NP_524612.2	XP_017753707.1
OG0000611	NP_001014525.1	XP_017765255.1
OG0000612	NP_001137800.1	XP_017760453.1
OG0000613	NP_001285721.1	XP_017754050.1
OG0000614	NP_001036762.2, NP_001015499.4	XP_017759416.1
OG0000614	NP_001262793.1	XP_017762998.1
OG0000616	NP_610925.3	XP_017756370.1, XP_017756368.1, XP_017756369.1, XP_017756371.1
OG0000619	NP_650283.1	XP_017756716.1
OG0000620	NP_001262966.1	XP_017759507.1, XP_017759506.1
OG0000621	NP_608616.2	XP_017760680.1
OG0000622	NP_001260824.1	XP_017765225.1
OG0000623	NP_651455.1	XP_017762139.1, XP_017762138.1
OG0000624	NP_608663.1, NP_608668.2	XP_017762237.1
OG0000626	NP_001286578.1	XP_017756140.1, XP_017756141.1
OG0000627	NP_650034.1, NP_001246511.1	XP_017754831.1
OG0000631	NP_001188974.1, NP_001261083.1	XP_017759913.1
OG0000632	NP_648413.1	XP_017766787.1
OG0000633	NP_611209.1	XP_017761544.1
OG0000634	NP_523566.4	XP_017752301.1
OG0000634	NP_001285932.1	XP_017759020.1
OG0000635	NP_609594.2	XP_017756750.1, XP_017754885.1
OG0000636	NP_001036454.1	XP_017764699.1
OG0000637	NP_570060.1, NP_731045.1	XP_017766078.1
OG0000638	NP_001015096.2	XP_017765889.1, XP_017765895.1
OG0000639	NP_524132.1	XP_017762540.1, XP_017762541.1, XP_017762542.1
OG0000640	NP_001284902.1, NP_647886.2	XP_017753335.1, XP_017753334.1, XP_017753336.1
OG0000641	NP_611356.1	XP_017756441.1
OG0000642	NP_001286255.1	XP_017766385.1
OG0000643	NP_651971.2	XP_017766125.1
OG0000643	NP_572287.1	XP_017766126.1
OG0000644	NP_524980.1	XP_017765200.1
OG0000645	NP_573262.2	XP_017757909.1
OG0000645	NP_650014.2	XP_017757881.1
OG0000646	NP_572168.1, NP_612043.1	XP_017763768.1
OG0000647	NP_001356889.1	XP_017763452.1
OG0000648	NP_001162713.1	XP_017764331.1, XP_017764323.1
OG0000649	NP_001286294.1	XP_017766224.1
OG0000650	NP_001097359.1	XP_017757729.1
OG0000651	NP_001260456.1	XP_017761734.1
OG0000651	NP_001033810.1	XP_017762982.1
OG0000653	NP_001261074.1	XP_017763886.1
OG0000654	NP_001287006.1	XP_017767556.1, XP_017762449.1, XP_017753527.1
OG0000655	NP_001163538.1	XP_017763651.1, XP_017763644.1
OG0000656	NP_001261425.1	XP_017761894.1
OG0000657	NP_648927.1, NP_001287089.1	XP_017762724.1
OG0000659	NP_001246461.1	XP_017755728.1
OG0000660	NP_001286912.1, NP_647694.1, NP_647696.1, NP_001246563.1, NP_649302.1, NP_649301.1	XP_017767022.1
OG0000661	NP_001027277.1	XP_017766893.1
OG0000662	NP_001138085.1, NP_524311.1, NP_001287203.1	XP_017767764.1, XP_017767763.1
OG0000663	NP_001260375.1	XP_017766706.1, XP_017766699.1, XP_017766705.1
OG0000664	NP_001246470.1	XP_017755746.1
OG0000665	NP_001263042.1, NP_524700.1	XP_017753871.1, XP_017753863.1
OG0000667	NP_001188798.2	XP_017764388.1
OG0000668	NP_611056.2	XP_017765753.1
OG0000669	NP_001262614.1	XP_017760492.1
OG0000670	NP_731439.2, NP_649975.1, NP_649976.1	XP_017767651.1
OG0000671	NP_724597.1	XP_017758629.1, XP_017758630.1, XP_017758631.1
OG0000672	NP_001260445.1	XP_017753114.1, XP_017753111.1
OG0000673	NP_609360.2	XP_017755198.1
OG0000674	NP_731246.2	XP_017754061.1, XP_017763076.1
OG0000677	NP_001245993.1	XP_017760031.1, XP_017760028.1
OG0000680	NP_610503.1	XP_017752498.1, XP_017752500.1, XP_017752497.1, XP_017752499.1
OG0000681	NP_524039.2	XP_017756389.1, XP_017754774.1
OG0000682	NP_995934.1	XP_017767522.1
OG0000683	NP_001260332.1	XP_017755038.1, XP_017755037.1
OG0000685	NP_001259876.1	XP_017761715.1
OG0000686	NP_511083.1	XP_017757353.1
OG0000687	NP_001261678.1, NP_723089.1	XP_017755789.1, XP_017755790.1
OG0000688	NP_001163328.1	XP_017767236.1
OG0000689	NP_001260096.1, NP_608926.2	XP_017755270.1
OG0000690	NP_647626.1	XP_017762817.1, XP_017762818.1
OG0000691	NP_477053.2, NP_477052.2	XP_017762441.1, XP_017762440.1, XP_017762437.1
OG0000692	NP_650341.1, NP_725236.1, NP_523722.1	XP_017766169.1
OG0000693	NP_001260093.1	XP_017759078.1
OG0000694	NP_724749.1	XP_017760608.1
OG0000695	NP_001286573.1	XP_017756079.1
OG0000696	NP_001285937.1, NP_001162752.1	XP_017765404.1
OG0000697	NP_001303575.1	XP_017766490.1, XP_017766484.1
OG0000698	NP_611302.1	XP_017755634.1
OG0000699	NP_733186.2	XP_017763252.1
OG0000703	NP_001162772.1	XP_017756071.1, XP_017756072.1, XP_017753952.1, XP_017753953.1, XP_017753957.1, XP_017756070.1
OG0000704	NP_001096849.1	XP_017759410.1, XP_017759920.1
OG0000705	NP_001162692.1	XP_017758300.1, XP_017758301.1
OG0000706	NP_648109.1	XP_017753488.1
OG0000707	NP_610366.1, NP_724665.1, NP_610370.1	XP_017756045.1
OG0000708	NP_001263072.1	XP_017761831.1
OG0000711	NP_608535.1	XP_017759284.1, XP_017759285.1
OG0000712	NP_001162742.1	XP_017764008.1, XP_017764013.1
OG0000713	NP_001246834.1	XP_017767276.1
OG0000714	NP_995592.2	XP_017760895.1, XP_017760887.1
OG0000715	NP_001014681.2	XP_017762022.1
OG0000716	NP_523891.2	XP_017762819.1, XP_017762821.1, XP_017762820.1
OG0000717	NP_610992.2, NP_610453.1	XP_017765990.1
OG0000718	NP_001245421.1	XP_017761509.1, XP_017761584.1, XP_017761588.1, XP_017761587.1, XP_017761586.1, XP_017761585.1
OG0000719	NP_001259898.1	XP_017758389.1, XP_017758388.1
OG0000720	NP_001287256.1	XP_017762238.1
OG0000720	NP_001104482.3	XP_017754420.1
OG0000721	NP_651772.1	XP_017762374.1
OG0000722	NP_648450.3	XP_017754987.1
OG0000722	NP_648449.1	XP_017754983.1
OG0000723	NP_001162833.1	XP_017765922.1, XP_017765900.1, XP_017765899.1
OG0000724	NP_659571.1, NP_651755.2	XP_017756549.1, XP_017756542.1
OG0000726	NP_524345.2, NP_650308.3, NP_525020.2, NP_524130.1, NP_610977.1, NP_649006.2	XP_017752987.1
OG0000727	NP_609353.1	XP_017767341.1
OG0000728	NP_609684.1, NP_609682.1, NP_001285912.1, NP_995706.1	XP_017763406.1
OG0000730	NP_647684.1	XP_017752604.1, XP_017752601.1, XP_017752602.1, XP_017752605.1, XP_017752595.1, XP_017752596.1, XP_017752598.1, XP_017752600.1, XP_017752599.1, XP_017752603.1
OG0000736	NP_001246827.1, NP_611609.1	XP_017767214.1
OG0000737	NP_001247276.1	XP_017755725.1
OG0000738	NP_732137.1	XP_017767668.1
OG0000739	NP_001260011.1	XP_017766452.1
OG0000740	NP_001286363.1	XP_017760981.1
OG0000741	NP_001188684.1, NP_001259930.1, NP_609812.1	XP_017759341.1
OG0000742	NP_001260632.1	XP_017765362.1
OG0000744	NP_001263008.1	XP_017756153.1
OG0000745	NP_001246361.1	XP_017762904.1, XP_017762903.1
OG0000746	NP_001259437.1	XP_017753208.1
OG0000747	NP_001259751.2	XP_017754395.1
OG0000748	NP_726528.2	XP_017758634.1
OG0000749	NP_524880.2	XP_017762015.1
OG0000750	NP_001261995.1	XP_017760807.1
OG0000751	NP_001163178.1	XP_017755974.1
OG0000751	NP_001260265.1	XP_017754043.1
OG0000753	NP_001263143.1	XP_017752801.1
OG0000754	NP_001287589.1	XP_017752968.1, XP_017758163.1
OG0000755	NP_650723.1	XP_017762757.1
OG0000757	NP_001260097.1, NP_609103.1	XP_017758256.1
