Orthogroup	Drosophila_melanogaster	Bombyx_mori
OG0000272	NP_995675.1	NP_001091830.1, XP_037866711.1
OG0000272	NP_001162795.1, NP_001356885.1	NP_001166818.1, XP_012549099.1
OG0000274	NP_001014485.3	XP_037866704.1
OG0000274	NP_001036681.1	XP_021202962.1, XP_021202959.1
OG0000275	NP_648909.1	XP_004924792.1
OG0000276	NP_001014558.1, NP_001033984.1, NP_001285685.1, NP_001033983.1, NP_651173.2, NP_651174.2, NP_610507.1, NP_724813.1, NP_610510.2	XP_037866436.1, XP_004929246.1, XP_037866435.1, XP_004929247.1, XP_037866643.1
OG0000276	NP_001284816.1, NP_001245486.2, NP_572313.1	XP_004929635.1, XP_004929634.1, XP_012548862.1
OG0000277	NP_647800.1	XP_012544880.1, XP_021202885.1, XP_004924999.1
OG0000278	NP_612039.1, NP_647794.1	XP_021207737.1
OG0000279	NP_001137708.2, NP_001356890.1	NP_001296510.1, XP_037868174.1
OG0000281	NP_001350861.1	XP_012548096.1, XP_037872352.1, XP_004922768.2
OG0000283	NP_001286595.1	XP_037877071.1, XP_037877070.1, XP_037877069.1
OG0000284	NP_727448.1	NP_001037072.1
OG0000284	NP_001259432.1	NP_001296499.1, XP_004932842.1
OG0000285	NP_001188680.1	XP_037867292.1, NP_001106229.1, XP_037877841.1, XP_004931024.1, XP_037867507.1, XP_037869702.1
OG0000285	NP_001163186.1	XP_037874172.1
OG0000286	NP_729792.1	XP_004929167.1
OG0000287	NP_001036660.1	XP_004922091.1
OG0000287	NP_001260729.1	XP_004922588.1
OG0000288	NP_476934.2	XP_021201951.2
OG0000288	NP_001188784.1	XP_037868251.1
OG0000289	NP_001303316.1	XP_004925540.2
OG0000290	NP_611414.1, NP_001261088.1, NP_001261089.1, NP_001246418.1, NP_001261090.1, NP_611418.1, NP_725142.3, NP_725141.1, NP_725143.1, NP_001260918.1, NP_788335.2	XP_021202436.1
OG0000292	NP_612066.1	XP_037874428.1, XP_021206479.1
OG0000292	NP_001245573.1	XP_021202479.1
OG0000293	NP_649119.2, NP_001262050.1	XP_004929231.1
OG0000295	NP_611878.1	NP_001037538.1
OG0000296	NP_573076.1, NP_001096988.2	NP_001093088.1
OG0000297	NP_651265.1	XP_037872464.1
OG0000298	NP_650963.2	XP_037876134.1
OG0000300	NP_001285398.1	XP_004933050.1
OG0000301	NP_572721.1	NP_001106223.1
OG0000301	NP_525031.1	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1
OG0000302	NP_001246314.1	NP_001095931.1
OG0000302	NP_730054.1	XP_012548543.1, NP_001036995.2
OG0000303	NP_609514.1, NP_730670.1, NP_572924.1, NP_730671.1, NP_648026.1	XP_004922660.1
OG0000304	NP_788277.1	XP_012551807.1
OG0000305	NP_001284764.1, NP_650013.3, NP_650012.2	XP_037867702.1
OG0000307	NP_650089.1	XP_021205396.1
OG0000308	NP_001261704.1	XP_021205271.1, XP_004928518.1
OG0000309	NP_651063.1	XP_037874917.1, XP_012544599.1
OG0000310	NP_001286754.1	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1
OG0000311	NP_477380.1	NP_001093301.1, NP_001036889.1
OG0000312	NP_001286891.1	NP_001040189.1, XP_004923642.1
OG0000313	NP_001262580.1, NP_727588.2	XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1
OG0000314	NP_001287244.1	XP_004933069.3
OG0000316	NP_723502.2, NP_611157.1	XP_012546125.1, NP_001166631.1
OG0000316	NP_611470.1	XP_021202031.1, XP_004923727.1, XP_012543764.1, XP_021202004.1, NP_001166632.1
OG0000317	NP_732413.1	XP_037867855.1, XP_037867856.1
OG0000318	NP_611119.1	NP_001040191.1
OG0000318	NP_609354.1	XP_037871308.1
OG0000319	NP_523751.2	XP_021206353.1, XP_021206354.1, XP_004930032.1
OG0000320	NP_001285825.1, NP_476734.1	XP_012545276.1, NP_001098066.2
OG0000321	NP_523551.1	XP_021202661.1, XP_004924713.2
OG0000322	NP_996040.1	XP_037873232.1, XP_037873234.1
OG0000323	NP_524359.2	XP_012548839.3, XP_037874398.1
OG0000324	NP_001189070.1	XP_037876704.1
OG0000326	NP_001246635.1	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2
OG0000327	NP_001246651.1	XP_021208093.2
OG0000331	NP_572986.1, NP_001285254.1, NP_001285253.1	NP_001296500.1, XP_004928920.1, XP_012548167.1, XP_012548166.1
OG0000332	NP_651838.1	XP_004926237.1
OG0000333	NP_731787.1, NP_650273.2, NP_650274.2	NP_001274771.1, XP_004925570.1
OG0000334	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1	XP_012548494.3
OG0000335	NP_649526.2, NP_608439.2, NP_001285956.1, NP_001015401.1	XP_037867290.1, NP_001091841.1
OG0000336	NP_001286141.1	XP_004922260.1
OG0000337	NP_001097630.2	XP_037869275.1, XP_037869270.1
OG0000338	NP_001303553.1, NP_728030.2	XP_012550935.1
OG0000338	NP_001245442.1, NP_001285408.1	XP_012550857.1, NP_001243932.1
OG0000339	NP_649788.2	NP_001106217.1
OG0000339	NP_001245907.1	NP_001037376.1, XP_012549898.1
OG0000340	NP_726025.1, NP_611123.2	NP_001037458.1
OG0000341	NP_001284896.1	XP_004929139.1
OG0000342	NP_649266.1	NP_001116809.1
OG0000343	NP_001262181.1	XP_012543786.3
OG0000344	NP_001246528.1	XP_037877717.1
OG0000345	NP_610946.1	NP_001243988.1
OG0000347	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1	XP_021202995.1
OG0000349	NP_650967.2	XP_004924752.1
OG0000350	NP_726992.2	XP_004924816.1
OG0000356	NP_001163468.1, NP_728338.2	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2
OG0000357	NP_001137674.2	XP_037875620.1, XP_037875619.1
OG0000358	NP_001286927.1	XP_004929861.1, XP_012549059.1
OG0000360	NP_001246235.1	XP_004925207.2
OG0000361	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1
OG0000363	NP_609157.3	NP_001166627.1
OG0000363	NP_651519.1, NP_610707.2, NP_651999.1	NP_001036951.1
OG0000365	NP_729619.1	XP_004931576.1
OG0000366	NP_001261898.1	XP_037868836.1, XP_037868853.1
OG0000367	NP_001286000.1	XP_004931037.1
OG0000368	NP_001260509.1, NP_001285984.1	NP_001296504.1
OG0000369	NP_649024.1	XP_021205545.1
OG0000370	NP_648711.1	NP_001037368.1, XP_037867324.1, XP_021206506.2
OG0000370	NP_001356925.1	XP_037867682.1
OG0000372	NP_788925.2, NP_728118.2	XP_004927647.1
OG0000375	NP_001262227.1	XP_004932094.1
OG0000377	NP_476977.1	NP_001093303.1
OG0000378	NP_996298.1	XP_012545363.2
OG0000379	NP_001162668.2	XP_012548112.2, XP_037872167.1, XP_037872168.1
OG0000380	NP_524672.1	XP_004929190.1
OG0000381	NP_727418.1	XP_037873154.1
OG0000381	NP_001262919.1, NP_524921.1, NP_524937.1	NP_001040480.1
OG0000382	NP_001259313.1, NP_610213.1	XP_004926637.1
OG0000383	NP_001163142.1	XP_004924167.1
OG0000384	NP_001189151.1	XP_012546200.2, NP_001037020.1
OG0000384	NP_001188547.1	XP_012549844.2
OG0000385	NP_611305.1	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1
OG0000386	NP_001259349.1	XP_004922882.1
OG0000388	NP_001285744.1	NP_001037022.1
OG0000388	NP_523952.2, NP_001163366.1, NP_648081.1	NP_001037023.1
OG0000389	NP_651184.1	XP_004932710.1, XP_021207907.1
OG0000390	NP_001036599.1	XP_021203616.1, XP_037877297.1, XP_037877296.1
OG0000394	NP_001285181.1, NP_569887.1, NP_001259118.1	XP_037872446.1
OG0000395	NP_001262738.1	XP_004925794.1
OG0000396	NP_609571.1, NP_572912.1, NP_001285222.1	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1
OG0000397	NP_649233.2	XP_012547260.2, XP_004927925.2
OG0000398	NP_611475.3	XP_012549270.1
OG0000399	NP_001285311.1	XP_037869246.1
OG0000400	NP_650344.2, NP_650343.1, NP_650345.1, NP_996209.2	XP_012548092.2
OG0000401	NP_651350.2	XP_012553127.1
OG0000402	NP_001247052.1	NP_001036858.1, XP_021205511.1, XP_037872331.1, NP_001243949.1
OG0000402	NP_648917.1, NP_001261970.1, NP_648145.1	XP_012548100.1, XP_012548099.1
OG0000403	NP_723263.2	XP_037866587.1, XP_037866592.1
OG0000405	NP_609402.1	NP_001040392.1
OG0000405	NP_723611.1	XP_037873435.1
OG0000406	NP_650571.2	XP_004929643.2
OG0000406	NP_649888.1	XP_004925045.1
OG0000408	NP_001097137.1	XP_004932927.1
OG0000408	NP_001261876.1	XP_004931561.1
OG0000409	NP_001247003.1	XP_004924677.1
OG0000411	NP_730248.2	XP_004923311.1
OG0000411	NP_570017.1	XP_004933193.1
OG0000412	NP_001246627.1, NP_649445.3, NP_573357.1, NP_001259699.1	XP_012550723.1
OG0000413	NP_523375.2	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1
OG0000415	NP_733403.1	XP_004923559.1
OG0000416	NP_995952.1, NP_476818.1	XP_037868006.1
OG0000417	NP_001097759.1	XP_021207012.2
OG0000417	NP_001246053.1	XP_004922341.3, XP_004922254.1
OG0000418	NP_001247272.1	XP_012545692.2
OG0000418	NP_001246512.1	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1
OG0000419	NP_001260362.1, NP_001285558.1	XP_004921625.1
OG0000420	NP_726324.3	XP_037875242.1
OG0000420	NP_001245543.1	XP_004929927.1
OG0000421	NP_477105.2	XP_037871236.1
OG0000422	NP_001260025.1	XP_004928016.1
OG0000423	NP_651694.1	XP_004922982.1
OG0000424	NP_725192.2, NP_001036538.3, NP_001036539.1	XP_012543994.1
OG0000425	NP_647811.2	XP_004931496.2
OG0000426	NP_001163740.1	XP_004926893.2, XP_037872271.1
OG0000427	NP_001286728.1, NP_001286726.1	XP_004931505.3
OG0000427	NP_732572.1	XP_004921827.1
OG0000428	NP_001263092.1	NP_001127722.1, XP_021206900.2
OG0000428	NP_001097741.1	NP_001127749.1, NP_001127748.1
OG0000429	NP_788728.1	XP_004921819.1
OG0000430	NP_001286094.1	XP_004931599.1
OG0000431	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2
OG0000432	NP_001260310.1	XP_004927792.1
OG0000433	NP_001137612.1, NP_001014501.1	XP_037872506.1, XP_021205512.1, XP_004929039.1, XP_037872365.1, XP_004929034.3, XP_012548107.2, XP_004929036.2, XP_004929033.3, XP_037872460.1, XP_004928835.1
OG0000434	NP_001261100.1	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1
OG0000436	NP_001246364.1	XP_012544653.1, NP_001157382.1
OG0000436	NP_651178.1	XP_037874773.1
OG0000437	NP_001287127.1	XP_004925471.1, XP_037875367.1
OG0000438	NP_001247098.1	XP_012544442.1, XP_004924551.1, XP_037876200.1
OG0000438	NP_650405.2	XP_021209231.1
OG0000439	NP_647622.1, NP_001261264.1	XP_004922987.1
OG0000440	NP_650722.1, NP_650720.1, NP_001260388.1	XP_004931128.1, XP_004931129.1
OG0000440	NP_725837.1	XP_037868776.1, XP_012548934.2
OG0000441	NP_609592.1, NP_608952.2	XP_021205278.1, XP_004928565.1
OG0000442	NP_001259518.1	XP_012552268.1, XP_037869304.1, XP_037869303.1
OG0000443	NP_001260942.1, NP_610331.1	NP_001243917.1, XP_037875534.1
OG0000444	NP_609032.1	NP_001296486.1
OG0000445	NP_723044.1	XP_037877659.1, NP_001103810.2
OG0000445	NP_001260071.1	XP_037866540.1
OG0000446	NP_001263109.1	XP_021205750.2
OG0000447	NP_727696.2	XP_037869965.1, XP_037870004.1
OG0000448	NP_651721.1	XP_004928171.1
OG0000449	NP_001246778.1, NP_001246777.1	XP_004927641.1, XP_004927639.1, XP_004927640.1
OG0000450	NP_001189329.1, NP_001027415.1	XP_004924638.1, XP_012544520.1
OG0000451	NP_609750.1, NP_730966.1	XP_021207060.1
OG0000452	NP_001260946.1	XP_004923659.2, XP_012553421.2
OG0000452	NP_001286988.1	XP_004923139.1
OG0000453	NP_001246225.1	NP_001171330.1, XP_012551816.1
OG0000454	NP_610614.1	XP_012543973.2, XP_037875666.1
OG0000456	NP_608737.1, NP_651434.3	XP_004934093.4
OG0000457	NP_001368957.1	NP_001127746.1, NP_001127724.1, XP_037874602.1
OG0000458	NP_611606.1	NP_001037412.2, XP_012552878.1
OG0000459	NP_001356963.1	XP_004930201.1
OG0000460	NP_001015257.2	XP_004929967.2
OG0000460	NP_001015261.3	XP_004929870.2
OG0000461	NP_001285280.1	XP_012545235.1
OG0000462	NP_001261842.1	XP_012545975.1
OG0000463	NP_001245447.1	XP_021202662.2, XP_012544580.2, XP_004924386.1
OG0000464	NP_647826.2	XP_037868600.1
OG0000464	NP_651860.2, NP_733051.2	XP_012544414.3
OG0000466	NP_609172.1	XP_037870170.1, NP_001139705.1
OG0000468	NP_001260343.1	XP_037876797.1
OG0000469	NP_651781.1	XP_037870187.1, NP_001296505.1
OG0000470	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2	XP_004929360.1
OG0000471	NP_001188992.1	XP_012544171.1, NP_001037117.1
OG0000475	NP_609588.1, NP_649643.1, NP_651050.1, NP_651051.1, NP_476998.1, NP_649644.1	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1
OG0000476	NP_001285980.1	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1
OG0000477	NP_728869.1	NP_001036999.1
OG0000478	NP_001027127.1	XP_004931958.1
OG0000479	NP_524809.2	XP_037869129.1
OG0000480	NP_001027106.1, NP_511050.1, NP_728924.2	NP_001091788.1, XP_037871941.1, NP_001124344.1, XP_037871621.1
OG0000482	NP_001368949.1	XP_037866530.1
OG0000483	NP_610217.1, NP_611859.1	NP_001171913.1, XP_037872550.1
OG0000484	NP_001163649.1	XP_037876600.1
OG0000485	NP_001286073.1, NP_001286071.1	XP_037866545.1, NP_001040249.1
OG0000486	NP_611374.1	XP_012552150.2
OG0000487	NP_651901.3	XP_012546459.2
OG0000488	NP_001286563.1	XP_004930709.1
OG0000489	NP_001284957.1	XP_004929626.1, XP_021205905.1, XP_004929625.1
OG0000490	NP_001287103.1	XP_004921592.1
OG0000491	NP_788278.1, NP_523702.1	XP_037877644.1, NP_001191409.1
OG0000492	NP_001036362.1	XP_004932172.1, XP_012550996.1
OG0000493	NP_996214.1	XP_004924646.1
OG0000497	NP_001036687.1	XP_004925703.1
OG0000497	NP_001261016.1	XP_037877112.1
OG0000498	NP_611046.2	XP_012550720.2, NP_001037654.1
OG0000499	NP_001097810.1, NP_001260009.1	XP_037873559.1
OG0000499	NP_001285593.1	XP_021204610.1
OG0000499	NP_001285595.1, NP_608802.2, NP_608803.2, NP_001334671.1	XP_021208385.1, NP_001119737.1, NP_001119717.2
OG0000499	NP_610430.1	NP_001037044.1, XP_021209234.1, XP_037876391.1, XP_037876390.1, XP_037876389.1, XP_004923339.1
OG0000500	NP_001245427.1	XP_021205906.2
OG0000501	NP_001261211.1	XP_021207070.1
OG0000501	NP_001261207.1	NP_001036830.1
OG0000502	NP_610226.2, NP_724489.1	XP_004924879.2
OG0000503	NP_001163291.1	XP_021206408.1, XP_004930385.1
OG0000504	NP_609349.1	XP_012544699.1
OG0000505	NP_001285501.1	NP_001104821.1
OG0000505	NP_001259745.1	XP_037874869.1, XP_037874864.1
OG0000506	NP_001334747.1	XP_037867476.1, XP_012549568.1
OG0000507	NP_001033959.1	NP_001182380.2
OG0000508	NP_001287331.1, NP_001188841.1	XP_021203282.2, XP_021203281.2, XP_021203279.2, XP_012545336.2, XP_012545333.2, XP_012545335.2, XP_004925605.2
OG0000509	NP_523768.1, NP_001286518.1, NP_477262.1	XP_021208434.1, NP_001166624.1, XP_037868439.1, XP_004924134.1, XP_021202331.1, XP_021202332.1, XP_021202333.1
OG0000510	NP_001246792.1	XP_012550404.1, XP_004931507.1
OG0000513	NP_610051.2	XP_037874403.1
OG0000516	NP_476699.1	NP_001036973.1
OG0000517	NP_649495.1	XP_021202620.2
OG0000517	NP_732486.2	XP_004928520.1, XP_004928521.1
OG0000518	NP_001137633.1	XP_004927862.1
OG0000519	NP_648378.1	XP_004931542.1, XP_004931541.1, XP_004931540.1
OG0000520	NP_609115.1	XP_004927331.1
OG0000520	NP_647817.2	XP_012551530.1
OG0000521	NP_001303469.1	NP_001157387.1, XP_012548052.1
OG0000522	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1	NP_001037422.1, XP_012545566.1
OG0000523	NP_001286646.1, NP_001369113.1	XP_037877469.1, XP_037871113.1, XP_037871123.1, XP_037871130.1, XP_037877529.1
OG0000524	NP_001260948.1, NP_649370.1, NP_649374.1	XP_004929730.1, XP_004929729.1, XP_037874478.1, XP_037874477.1, XP_004929731.1, XP_021204539.2, XP_037875512.1, XP_012547183.1
OG0000525	NP_001263050.1	NP_001136442.1
OG0000526	NP_610483.1	XP_037872072.1, XP_021205154.1
OG0000526	NP_001246039.1	XP_004922181.1
OG0000528	NP_650142.1, NP_608978.2	NP_001157373.1
OG0000529	NP_722721.1	NP_001091831.1, XP_021207529.1
OG0000530	NP_523957.1	NP_001037293.1
OG0000530	NP_001287054.1	NP_001040165.1
OG0000531	NP_788446.2, NP_728521.1, NP_788462.2, NP_788394.1, NP_001286526.1, NP_648181.2, NP_788325.2, NP_731791.2, NP_788473.1, NP_731479.3, NP_612029.1, NP_001261182.1	XP_037868189.1, XP_037868190.1, XP_021207607.2
OG0000533	NP_726548.1	XP_021203586.1
OG0000536	NP_731632.1	XP_021204081.2
OG0000536	NP_524406.1	XP_012546492.1
OG0000537	NP_001246303.1	XP_037874433.1, XP_037866876.1
OG0000537	NP_001260486.1	XP_012549334.2
OG0000538	NP_001137782.1	XP_012544334.2
OG0000540	NP_729446.1	NP_001037402.1, XP_012543872.1
OG0000541	NP_651714.1	XP_012549131.3
OG0000543	NP_001259662.1	XP_004929963.2
OG0000544	NP_647761.1, NP_648389.3	XP_004930221.1, XP_004930222.1
OG0000544	NP_001260884.1	XP_037877425.1
OG0000545	NP_001014494.1, NP_001014493.2, NP_001014492.2	XP_021207576.1
OG0000546	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1	XP_037874421.1, XP_037874422.1
OG0000547	NP_511062.1	XP_037868185.1
OG0000551	NP_001259638.1, NP_573191.1	XP_012544828.1
OG0000551	NP_723383.1	XP_004929516.1
OG0000552	NP_001286811.1	NP_001037180.1, XP_037874483.1
OG0000553	NP_001189023.1	NP_001036972.1
OG0000554	NP_651415.1	XP_004926030.1
OG0000555	NP_611172.1, NP_001259584.1, NP_001033936.1	XP_012545898.1, NP_001037386.1
OG0000556	NP_647674.1	XP_012552107.1
OG0000557	NP_573098.1	NP_001037662.1
OG0000558	NP_650732.1	NP_001239602.1
OG0000559	NP_001285224.1	XP_012547318.1, XP_004927820.1
OG0000560	NP_001287513.1	XP_004922211.3
OG0000561	NP_001285680.1	XP_037876535.1
OG0000561	NP_648220.1	XP_021208156.1
OG0000562	NP_648523.1	XP_004933191.1
OG0000562	NP_477210.1	XP_004931765.1
OG0000563	NP_648501.1	XP_004929133.1, XP_012548479.1
OG0000564	NP_001097215.1	XP_004924725.1
OG0000565	NP_001286175.1	XP_004923238.1
OG0000566	NP_648610.1, NP_001262027.1, NP_649076.1, NP_648612.1	XP_037871442.1, XP_012547127.1, NP_001091744.1, XP_021202983.2
OG0000567	NP_001284997.1	XP_012544658.1, NP_001161754.1
OG0000568	NP_477170.1	XP_037867612.1, NP_001037618.1, XP_012546386.1
OG0000569	NP_524209.3	XP_037866581.1, XP_037866580.1
OG0000569	NP_524233.1	NP_001245291.1, XP_021206755.2
OG0000570	NP_572801.2	XP_012546682.2, XP_037875243.1
OG0000571	NP_524625.3	XP_037867331.1
OG0000572	NP_001033956.2	XP_037877105.1
OG0000573	NP_001260658.1	XP_004923686.1, XP_012550979.2
OG0000574	NP_610901.1	NP_001166639.1, XP_012553441.2, XP_021202012.1
OG0000575	NP_650108.2, NP_001097598.1, NP_001097597.2	XP_037874419.1
OG0000576	NP_001285799.1	XP_021205662.1, XP_004929219.1
OG0000582	NP_725208.1	XP_004930448.1, XP_012549471.1
OG0000583	NP_001262876.1	XP_012545408.1, XP_004927412.1
OG0000584	NP_731825.1	XP_012546181.1, NP_001037323.1
OG0000585	NP_001262720.1	XP_012546397.1, XP_037867713.1, XP_037867714.1, XP_004926850.1
OG0000586	NP_001285420.1, NP_477101.1	XP_004933012.1
OG0000587	NP_001247005.1	XP_004924727.1, XP_004924726.1
OG0000588	NP_477442.1	NP_001138802.1
OG0000589	NP_608365.1, NP_648309.1	XP_012551468.1, XP_004932776.1
OG0000591	NP_001246992.1	NP_001040111.2
OG0000591	NP_476947.1	XP_004927233.1
OG0000593	NP_001261723.1	XP_037869837.1, XP_021205704.1, XP_004929130.2, XP_004927048.1, XP_004932462.1
OG0000594	NP_649931.1	XP_012547108.1, XP_012547106.1
OG0000595	NP_001260766.1	XP_004926349.1
OG0000595	NP_650716.2	XP_004926259.1
OG0000596	NP_648080.1	XP_021208923.2
OG0000596	NP_524734.2	XP_004932062.1
OG0000597	NP_648493.3	XP_037867979.1, XP_021206038.1, XP_004929819.2
OG0000598	NP_001259605.1	XP_037874977.1, NP_001036878.1
OG0000598	NP_722858.1	XP_037874811.1
OG0000599	NP_731390.1, NP_001163573.1	XP_037876641.1
OG0000600	NP_001259884.1	XP_004932391.1
OG0000601	NP_649628.2	NP_001129360.1, XP_037876451.1, XP_004926112.1, XP_004926115.1, XP_004926116.1, XP_004926114.2
OG0000602	NP_726945.1, NP_572182.1	NP_001093304.1
OG0000604	NP_001247314.1, NP_001262985.1	XP_021205380.1, NP_001091766.1
OG0000605	NP_611872.1, NP_001138087.1, NP_648161.1, NP_727638.2, NP_001261216.1	XP_004923235.1, XP_021208495.1, XP_004925320.1
OG0000609	NP_524612.2	XP_037871658.1
OG0000611	NP_001014525.1	XP_037875935.1, XP_037875867.1
OG0000612	NP_001137800.1	XP_037869346.1
OG0000613	NP_001285721.1	XP_037876749.1
OG0000614	NP_001036762.2, NP_001015499.4	XP_012545240.3
OG0000614	NP_001262793.1	XP_037866969.1
OG0000616	NP_610925.3	XP_037870892.1
OG0000619	NP_650283.1	NP_001040292.1
OG0000620	NP_001262966.1	NP_001037235.1, XP_012553376.1
OG0000622	NP_001260824.1	XP_004924086.1, XP_037876184.1
OG0000623	NP_651455.1	XP_004922821.1
OG0000624	NP_608663.1, NP_608668.2	NP_001091773.1, XP_012552771.1
OG0000625	NP_523364.2	XP_004927886.2
OG0000626	NP_001286578.1	NP_001040113.1
OG0000627	NP_650034.1, NP_001246511.1	XP_004932920.1
OG0000628	NP_001097685.2	XP_012552805.2
OG0000629	NP_476685.1	XP_037871792.1
OG0000631	NP_001188974.1, NP_001261083.1	XP_037867286.1, XP_004930051.1, XP_004930052.1, XP_021206285.1, XP_004930050.1
OG0000632	NP_648413.1	XP_004923704.1
OG0000633	NP_611209.1	XP_004933329.1
OG0000634	NP_523566.4	XP_004922934.1
OG0000634	NP_001285932.1	XP_037868782.1
OG0000635	NP_609594.2	XP_012546801.1
OG0000636	NP_001036454.1	XP_012545872.1
OG0000637	NP_570060.1, NP_731045.1	XP_004922689.2, XP_037871170.1
OG0000639	NP_524132.1	XP_012547437.3
OG0000640	NP_001284902.1, NP_647886.2	XP_004933428.1
OG0000641	NP_611356.1	XP_012552077.1
OG0000642	NP_001286255.1	NP_001037634.1
OG0000643	NP_651971.2	XP_021202080.1
OG0000645	NP_573262.2	XP_037873711.1
OG0000645	NP_650014.2	XP_012549833.2
OG0000646	NP_572168.1	XP_012551416.1, NP_001040400.1
OG0000647	NP_001356889.1	XP_004927346.1
OG0000648	NP_476755.1	NP_001040539.1
OG0000648	NP_001162713.1	NP_001159616.1, XP_012548053.2
OG0000649	NP_001286294.1	XP_004931606.2, XP_012550437.2
OG0000650	NP_001097359.1	XP_004921591.3
OG0000651	NP_001260456.1	XP_037866568.1
