Orthogroup	Drosophila_melanogaster	Aedes_aegypti
OG0000185	NP_001259439.1	XP_001651366.1
OG0000186	NP_573320.1	XP_001658387.1, XP_021710177.1, XP_001652490.2
OG0000187	NP_001188856.1	XP_021703024.1, XP_021703026.1, XP_021703025.1, XP_021703030.1, XP_021703029.1, XP_021703028.1, XP_021703027.1
OG0000188	NP_477462.1	XP_001656810.1, XP_001656809.1
OG0000188	NP_524551.2, NP_476974.1	XP_021704883.1
OG0000189	NP_651982.1, NP_001036733.1, NP_001262788.1	XP_001655460.2
OG0000189	NP_608557.4, NP_523485.3, NP_523484.2, NP_001036373.1	XP_001655465.2, XP_001655464.2
OG0000190	NP_732717.1	XP_001660557.1
OG0000191	NP_001036260.3, NP_996138.2, NP_611672.1, NP_573169.2	XP_021708624.1, XP_021708625.1
OG0000191	NP_001246909.1, NP_477232.1, NP_648125.3	XP_001651643.2, XP_021711114.1, XP_001658852.2, XP_021709915.1, XP_021708162.1, XP_021706594.1, XP_001647986.1, XP_021707346.1, XP_021705110.1, XP_001661290.1, XP_021706490.1
OG0000192	NP_611994.3	XP_001664087.2
OG0000194	NP_648207.1	XP_001658607.2
OG0000196	NP_001261758.1	XP_021709422.1, XP_021709426.1
OG0000197	NP_001287082.1	XP_021697283.1, XP_021697282.1, XP_021697285.1, XP_021697284.1, XP_001661709.1, XP_021697516.1, XP_021697517.1, XP_021697518.1, XP_021697519.1
OG0000198	NP_611747.2	XP_021706486.1
OG0000200	NP_001262796.1	XP_001655242.1
OG0000201	NP_649026.1	XP_001663057.1
OG0000201	NP_730973.1, NP_001262292.1, NP_649563.1, NP_730974.1	XP_011493157.1
OG0000201	NP_569875.2	XP_001652982.2, XP_021711304.1, XP_001659011.2, XP_001659009.1, XP_021712798.1, XP_001654269.2
OG0000202	NP_001260674.1	XP_021695300.1
OG0000203	NP_001369023.1, NP_001287406.1, NP_650804.2, NP_650803.1	XP_001662504.2
OG0000203	NP_648067.2	XP_021697410.1
OG0000204	NP_001188590.1	XP_021704598.1, XP_021704597.1, XP_001656463.1
OG0000205	NP_001097505.1	XP_021697855.1, XP_021697857.1, XP_021697856.1, XP_021697859.1, XP_021697858.1, XP_021697862.1, XP_021697860.1
OG0000206	NP_650893.2	XP_001651825.1, XP_021704991.1
OG0000206	NP_001097707.1, NP_001287222.1	XP_001648552.1
OG0000207	NP_001286310.1, NP_001287091.1	XP_001650660.1
OG0000207	NP_001246139.1	XP_021698130.1
OG0000208	NP_001137606.1	XP_021698134.1, XP_021698133.1
OG0000209	NP_001163199.1	XP_021711015.1, XP_021711016.1
OG0000212	NP_611810.1	XP_001650168.2
OG0000212	NP_788433.2, NP_611812.2, NP_001261154.1	XP_001650170.2, XP_001650169.2, XP_021705033.1
OG0000213	NP_648589.1	XP_001660162.2
OG0000214	NP_001260290.1	XP_001653648.2
OG0000214	NP_001247324.1	XP_001660495.2, XP_001648014.1
OG0000215	NP_649139.1	XP_001650687.1
OG0000216	NP_524598.1	XP_021695787.1, XP_021695812.1, XP_001658816.2
OG0000216	NP_001284806.1, NP_647723.2, NP_609129.2, NP_523961.2, NP_648129.2, NP_525044.1	XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2
OG0000217	NP_608323.1, NP_608322.1, NP_650959.2, NP_001286373.1, NP_651158.1, NP_996269.2, NP_651160.3, NP_651159.3, NP_001259710.1, NP_608590.2, NP_001285060.1	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1
OG0000218	NP_649086.2	XP_021706089.1, XP_001660419.1
OG0000219	NP_610764.1	XP_001650937.1, XP_021711710.1
OG0000220	NP_650528.1	XP_021710699.1, XP_001651636.1
OG0000221	NP_001036320.3	XP_001660128.1
OG0000223	NP_523986.2	XP_021710530.1
OG0000223	NP_524142.2, NP_524141.1	XP_001658512.3
OG0000224	NP_647862.1	XP_001654732.1
OG0000225	NP_536756.1	XP_001647679.1
OG0000226	NP_001356958.1	XP_021708650.1
OG0000226	NP_611241.2	XP_021706929.1
OG0000227	NP_001262022.1	XP_021696785.1
OG0000229	NP_001097421.2	XP_021701846.1
OG0000230	NP_001286852.1	XP_021699383.1
OG0000230	NP_611887.2	XP_021699390.1
OG0000231	NP_650028.1, NP_650029.1	XP_021702255.1, XP_001656509.2, XP_011493518.1
OG0000231	NP_001285882.1	XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	NP_001303567.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	NP_001284927.1, NP_572297.1, NP_727067.1, NP_572298.1	XP_001657370.2
OG0000234	NP_726740.1, NP_649880.1, NP_649881.1	XP_001659472.1, XP_001659474.1, XP_001659473.2
OG0000235	NP_001261046.1	XP_021707634.1, XP_021707632.1, XP_021707627.1
OG0000236	NP_524368.5	XP_001652725.2
OG0000237	NP_523863.1	XP_021707698.1
OG0000237	NP_523862.1	XP_021708376.1
OG0000239	NP_611452.2, NP_001285793.1, NP_651369.1, NP_001027211.3, NP_001287526.1, NP_651371.1, NP_733121.1, NP_651372.1, NP_651370.2, NP_001262006.1	XP_021704849.1, XP_021705252.1
OG0000239	NP_001260130.1, NP_569859.1, NP_609015.2, NP_573269.1	XP_001662669.2
OG0000241	NP_647821.2	XP_001661295.2
OG0000241	NP_001285749.1	XP_001652449.1
OG0000243	NP_608584.1	XP_001656949.2, XP_001656950.2, XP_021705735.1
OG0000243	NP_523761.2	XP_021704726.1
OG0000244	NP_610117.1	XP_001652340.2
OG0000245	NP_476812.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2
OG0000245	NP_610443.1, NP_524760.1	XP_001648968.1
OG0000246	NP_724163.1	XP_021702972.1
OG0000246	NP_476592.1	XP_001661057.2
OG0000247	NP_651898.2, NP_001096949.1	XP_021693011.1, XP_001651225.2, XP_001651227.2, XP_001650550.2
OG0000248	NP_649074.2	XP_001654001.2
OG0000248	NP_001137727.2	XP_001659313.2
OG0000249	NP_572996.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1
OG0000249	NP_732904.2	XP_021693333.1
OG0000250	NP_650508.1, NP_001285102.1	XP_001660282.2, XP_021705092.1
OG0000251	NP_524526.1	XP_021703650.1, XP_021703600.1, XP_021703627.1
OG0000252	NP_730950.2	XP_001659013.1, XP_021711486.1
OG0000253	NP_001162737.1	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000253	NP_001263132.1	XP_021703386.1, XP_021703387.1, XP_021703388.1
OG0000254	NP_732295.1	XP_001664252.1
OG0000254	NP_001368946.1	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000255	NP_572436.1	XP_021695873.1
OG0000256	NP_732900.1	XP_001659923.1
OG0000257	NP_001262861.1	XP_021707001.1
OG0000257	NP_001287485.1	XP_001653528.1
OG0000258	NP_995903.1, NP_611442.1, NP_611445.1, NP_001286619.1	XP_001655722.2, XP_001655723.2, XP_001660402.1, XP_001655721.2, XP_001655719.1, XP_001655720.2, XP_001655718.2
OG0000260	NP_001261383.1	XP_021710146.1
OG0000260	NP_572306.1	XP_001651266.2
OG0000260	NP_001284937.1	XP_021710147.1
OG0000261	NP_001286161.1, NP_610318.1, NP_610319.2	XP_001653512.1
OG0000263	NP_001285111.1	XP_021695756.1, XP_001659895.1
OG0000264	NP_001033939.2	XP_021699793.1
OG0000264	NP_476735.1	XP_001654772.1
OG0000265	NP_649517.1, NP_650190.1	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2
OG0000265	NP_726038.1	XP_021696088.1
OG0000266	NP_524387.1	XP_001663718.1
OG0000266	NP_001285202.1	XP_001648452.3
OG0000268	NP_001285901.1, NP_001262995.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	NP_001284901.1	XP_021694258.1
OG0000270	NP_001034048.2	XP_021693340.1
OG0000270	NP_001163596.2	XP_021693342.1
OG0000271	NP_001014620.1	XP_021694461.1, XP_021694462.1
OG0000271	NP_731788.1, NP_731790.1	XP_001657210.3
OG0000272	NP_001162795.1	XP_021702656.1
OG0000272	NP_001356885.1	XP_001651408.2
OG0000273	NP_001097437.1	XP_021697010.1
OG0000274	NP_001014485.3	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1
OG0000274	NP_001036681.1	XP_021708647.1, XP_021712554.1
OG0000275	NP_648909.1	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000276	NP_001014558.1, NP_001033984.1, NP_001285685.1, NP_001033983.1, NP_651173.2, NP_651174.2, NP_610507.1, NP_724813.1, NP_610510.2	XP_001659080.1, XP_021706827.1, XP_001659081.1, XP_001659077.2
OG0000276	NP_001284816.1, NP_001245486.2, NP_572313.1	XP_001653647.2
OG0000277	NP_647800.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	NP_612039.1, NP_647794.1	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	NP_001137708.2, NP_001356890.1	XP_021701402.1
OG0000281	NP_001350861.1	XP_021704238.1, XP_021704239.1, XP_001651431.1
OG0000283	NP_001286595.1	XP_021699203.1
OG0000284	NP_727448.1	XP_021713281.1
OG0000284	NP_001259432.1	XP_001649911.1
OG0000285	NP_001163186.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	NP_001036660.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1
OG0000287	NP_001260729.1	XP_001653434.1
OG0000288	NP_476934.2	XP_021708643.1
OG0000288	NP_001188784.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	NP_001303316.1	XP_001653392.1, XP_021700629.1
OG0000290	NP_611414.1, NP_001261088.1, NP_001261089.1, NP_001246418.1, NP_001261090.1, NP_611418.1, NP_725142.3, NP_725141.1, NP_725143.1, NP_001260918.1, NP_788335.2	XP_001655226.2, XP_001655212.2, XP_001655228.2, XP_021696041.1, XP_001662283.2
OG0000291	NP_648884.1	XP_021699126.1, XP_001661679.1
OG0000291	NP_648883.1, NP_648882.1	XP_001660325.1
OG0000292	NP_612066.1	XP_021705719.1
OG0000292	NP_001245573.1	XP_021705801.1, XP_001652397.2, XP_021712603.1
OG0000295	NP_611878.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	NP_573076.1, NP_001096988.2	XP_021696627.1, XP_001652037.1
OG0000297	NP_651357.1, NP_570016.1, NP_651358.4, NP_001287525.1	XP_001655779.1, XP_021712622.1
OG0000298	NP_650963.2	XP_001653995.1
OG0000300	NP_648000.1	XP_001648404.2
OG0000300	NP_001285398.1	XP_001655172.1
OG0000301	NP_572721.1	XP_001648376.1
OG0000301	NP_525031.1	XP_001658068.2
OG0000302	NP_001246314.1	XP_021704818.1
OG0000302	NP_730054.1	XP_011493002.2
OG0000303	NP_609514.1, NP_730670.1, NP_572924.1, NP_730671.1, NP_648026.1	XP_001654671.2
OG0000304	NP_788277.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	NP_001284764.1, NP_650013.3, NP_650012.2	XP_021713275.1
OG0000307	NP_650089.1	XP_001648503.2, XP_021709490.1
OG0000308	NP_001261704.1	XP_021704951.1, XP_001652493.1
OG0000309	NP_651063.1	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1
OG0000310	NP_001286754.1	XP_021709445.1, XP_021707061.1
OG0000311	NP_477380.1	XP_001663796.1
OG0000312	NP_001286891.1	XP_011493181.2
OG0000313	NP_001262580.1, NP_727588.2	XP_021711596.1
OG0000314	NP_611815.3	XP_001651916.1, XP_021710674.1, XP_001651919.1
OG0000314	NP_001287244.1	XP_021694403.1
OG0000316	NP_611157.1	XP_001659462.2
OG0000316	NP_611470.1	XP_021708459.1
OG0000317	NP_732413.1	XP_021709328.1
OG0000318	NP_611119.1	XP_001650490.2
OG0000318	NP_609354.1	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	NP_523751.2	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	NP_001285825.1, NP_476734.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	NP_523551.1	XP_001654226.2
OG0000322	NP_996040.1	XP_021699357.1, XP_001664072.2, XP_001664071.2
OG0000323	NP_524359.2	XP_021709796.1
OG0000324	NP_001162819.1	XP_021701963.1, XP_021701968.1
OG0000326	NP_001246635.1	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000328	NP_572957.1	XP_001648575.1
OG0000328	NP_001284979.1, NP_001245671.1, NP_524689.2, NP_648386.1, NP_001262608.1, NP_001287282.1, NP_650061.1, NP_650062.1, NP_611950.1, NP_001188917.1, NP_649651.2, NP_001286095.1, NP_648384.1, NP_001034029.2, NP_001246284.1, NP_725234.2, NP_611582.1, NP_611581.1, NP_727412.2	XP_001649072.2, XP_021711824.1, XP_001663076.2, XP_001663083.2, XP_021712908.1, XP_001661917.1, XP_001661919.1, XP_001661920.1, XP_001661921.1, XP_021706275.1, XP_001660703.2, XP_001659852.1, XP_001651000.1, XP_001663596.2, XP_021705274.1, XP_021703967.1, XP_001662117.1, XP_001662120.1, XP_001651036.1
OG0000330	NP_523672.1	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	NP_651838.1	XP_001648362.2
OG0000333	NP_731787.1, NP_650273.2, NP_650274.2	XP_021693426.1
OG0000334	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1	XP_021701876.1
OG0000335	NP_649526.2, NP_608439.2, NP_001285956.1, NP_001015401.1	XP_021711938.1
OG0000336	NP_001286141.1	XP_001655208.2
OG0000337	NP_001097630.2	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000338	NP_001245442.1, NP_001285408.1	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2
OG0000339	NP_649788.2	XP_001648723.1
OG0000339	NP_001245907.1	XP_001656676.1
OG0000340	NP_726025.1, NP_611123.2	XP_021705793.1
OG0000341	NP_001284896.1	XP_021702717.1, XP_001659283.1
OG0000342	NP_649266.1	XP_021700597.1
OG0000343	NP_001287571.1	XP_021711307.1, XP_021711306.1, XP_021711305.1, XP_021711308.1
OG0000343	NP_001262181.1	XP_021709458.1
OG0000344	NP_001246528.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	NP_610946.1	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000347	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1	XP_021700452.1
OG0000349	NP_650967.2	XP_021693827.1
OG0000350	NP_726992.2	XP_001659213.2
OG0000351	NP_001286398.1	XP_021707134.1
OG0000352	NP_001259266.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	NP_001163468.1	XP_001657830.1, XP_001648015.1
OG0000356	NP_728338.2	XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
OG0000357	NP_001137674.2	XP_021701084.1
OG0000358	NP_001286927.1	XP_001661132.1, XP_021698766.1
OG0000360	NP_001246235.1	XP_021705669.1, XP_021705670.1
OG0000361	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1
OG0000362	NP_647710.1	XP_001658111.1
OG0000362	NP_523888.1	XP_021698010.1
OG0000363	NP_609157.3	XP_001660101.2
OG0000363	NP_610707.2	XP_021693660.1
OG0000363	NP_651999.1	XP_011492937.1
OG0000364	NP_001245832.1	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1
OG0000365	NP_729619.1	XP_021696655.1, XP_021696656.1, XP_001652059.2
OG0000366	NP_001261898.1	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1
OG0000367	NP_001286000.1	XP_001650261.2
OG0000368	NP_001260509.1, NP_001285984.1	XP_001649238.1, XP_001649236.1, XP_021705594.1
OG0000369	NP_649024.1	XP_021706588.1, XP_021708003.1, XP_021710742.1, XP_021710743.1, XP_021710741.1, XP_021710744.1
OG0000370	NP_648711.1	XP_021712555.1
OG0000370	NP_001356925.1	XP_021712567.1, XP_021712559.1
OG0000372	NP_788925.2, NP_728118.2	XP_001653705.2
OG0000375	NP_001262227.1	XP_001652513.1
OG0000376	NP_611476.3	XP_021711017.1
OG0000377	NP_476977.1	XP_001652672.1, XP_001652671.1, XP_001652673.1
OG0000378	NP_996298.1	XP_021709491.1
OG0000379	NP_001162668.2	XP_021704205.1, XP_021704206.1
OG0000380	NP_524672.1	XP_001658589.2, XP_021700482.1
OG0000381	NP_727418.1	XP_021709141.1
OG0000381	NP_001262919.1, NP_524921.1, NP_524937.1	XP_021708636.1, XP_001653770.1
OG0000382	NP_001259313.1, NP_610213.1	XP_021712504.1, XP_021705463.1
OG0000384	NP_001189151.1	XP_001660403.1
OG0000384	NP_001188547.1	XP_021708638.1
OG0000385	NP_611305.1	XP_021712982.1, XP_001649476.1
OG0000386	NP_001259349.1	XP_011493284.1, XP_001651049.1, XP_021694539.1
OG0000387	NP_608955.1	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1
OG0000387	NP_001262088.1	XP_021699029.1, XP_001654487.2
OG0000388	NP_001285744.1	XP_021694733.1
OG0000388	NP_523952.2	XP_001659821.1
OG0000389	NP_651184.1	XP_001653489.2, XP_001653487.1
OG0000390	NP_001262485.1	XP_021708216.1
OG0000390	NP_001036599.1	XP_001652622.1
OG0000394	NP_001285181.1, NP_569887.1, NP_001259118.1	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1
OG0000395	NP_001262738.1	XP_021711480.1
OG0000396	NP_609571.1, NP_572912.1, NP_001285222.1	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1
OG0000397	NP_649233.2	XP_021705047.1, XP_021705046.1, XP_021712900.1
OG0000398	NP_611475.3	XP_001654423.1
OG0000399	NP_001285311.1	XP_021701463.1, XP_021701471.1, XP_021701437.1
OG0000400	NP_650344.2, NP_650343.1, NP_650345.1, NP_996209.2	XP_001654875.3
OG0000400	NP_001259479.1	XP_021708893.1, XP_001657539.2, XP_001657536.2
OG0000401	NP_651350.2	XP_021710740.1, XP_001657992.2, XP_021710747.1
OG0000402	NP_001247052.1	XP_021709443.1
OG0000403	NP_723263.2	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1
OG0000405	NP_609402.1	XP_001663334.1
OG0000405	NP_723611.1	XP_001660991.1
OG0000406	NP_650571.2	XP_001656191.2
OG0000406	NP_649888.1	XP_001657673.2, XP_001657671.1, XP_001657674.2
OG0000407	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1	XP_001650092.2
OG0000408	NP_001097137.1	XP_001656144.1
OG0000408	NP_001261876.1	XP_001649800.1
OG0000409	NP_001247003.1	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1
OG0000411	NP_730248.2	XP_021698601.1
OG0000411	NP_570017.1	XP_001664033.2
OG0000412	NP_001246627.1	XP_021698414.1
OG0000412	NP_573357.1, NP_001259699.1	XP_021710181.1, XP_021710186.1
OG0000413	NP_523375.2	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1
OG0000415	NP_733403.1	XP_021707878.1
OG0000416	NP_995952.1, NP_476818.1	XP_001648022.2
OG0000417	NP_001097759.1	XP_001656516.2
OG0000417	NP_001246053.1	XP_001660338.2
OG0000418	NP_001247272.1	XP_001658954.1
OG0000418	NP_001246512.1	XP_021700067.1
OG0000419	NP_001260362.1, NP_001285558.1	XP_001650207.1
OG0000420	NP_726324.3	XP_001663090.2, XP_001663089.2
OG0000421	NP_477105.2	XP_021710730.1
OG0000422	NP_001260025.1	XP_021695345.1
OG0000423	NP_651694.1	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1
OG0000424	NP_725192.2, NP_001036538.3, NP_001036539.1	XP_001660884.1, XP_001660885.1
OG0000425	NP_647811.2	XP_001661159.1
OG0000426	NP_001163740.1	XP_001648511.1, XP_021706083.1
OG0000427	NP_732572.1	XP_021693479.1
OG0000428	NP_001263092.1	XP_001652376.3
OG0000428	NP_001097741.1	XP_021713276.1
OG0000429	NP_788728.1	XP_021708592.1
OG0000430	NP_001286094.1	XP_001651734.2
OG0000431	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1
OG0000432	NP_001260310.1	XP_021693214.1, XP_001660788.2
OG0000433	NP_001137612.1, NP_001014501.1	XP_021707462.1
OG0000434	NP_001261100.1	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1
OG0000436	NP_001246364.1	XP_021707245.1, XP_021707240.1
OG0000436	NP_651178.1	XP_001648952.2
OG0000437	NP_001287127.1	XP_001652247.1
OG0000438	NP_001247098.1	XP_021693080.1, XP_021693081.1
OG0000438	NP_650405.2	XP_021707499.1
OG0000439	NP_647622.1, NP_001261264.1	XP_021708260.1
OG0000440	NP_651672.1	XP_021693136.1
OG0000440	NP_650722.1, NP_650720.1, NP_001260388.1	XP_001657753.1
OG0000441	NP_609592.1, NP_608952.2	XP_021703714.1
OG0000441	NP_001162891.1	XP_021703713.1, XP_021703712.1, XP_021703709.1, XP_021703711.1
OG0000442	NP_001259518.1	XP_021698175.1, XP_021698170.1
OG0000443	NP_610331.1	XP_021696026.1
OG0000444	NP_609032.1	XP_001659746.2
OG0000445	NP_723044.1	XP_021701995.1, XP_021701992.1, XP_021701996.1, XP_021701994.1
OG0000445	NP_001260071.1	XP_021701997.1
OG0000446	NP_001263109.1	XP_021703072.1, XP_021703048.1, XP_021703054.1, XP_001658093.2, XP_021703060.1
OG0000447	NP_727696.2	XP_001660470.2, XP_001660472.2
OG0000448	NP_651721.1	XP_001649735.1
OG0000449	NP_001246778.1, NP_001246777.1	XP_001652874.1
OG0000451	NP_609750.1, NP_730966.1	XP_001655826.2
OG0000452	NP_001260946.1	XP_001648925.2
OG0000452	NP_001286988.1	XP_001648027.2
OG0000453	NP_001246225.1	XP_021697495.1
OG0000454	NP_610614.1	XP_021706461.1
