Orthogroup	Drosophila_melanogaster	Nasonia_vitripennis
OG0000255	NP_001033900.2, NP_572436.1	XP_008214568.1
OG0000256	NP_732900.1	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1
OG0000257	NP_001262861.1	XP_016838496.1, XP_008203021.1
OG0000257	NP_001287485.1	XP_016838482.1
OG0000258	NP_725929.1, NP_725926.1, NP_995903.1, NP_611442.1, NP_611445.1, NP_001286619.1	XP_001606346.1, XP_001606355.1
OG0000259	NP_723538.3	XP_008207661.2
OG0000260	NP_001261383.1	XP_003425726.1, XP_032452737.1
OG0000261	NP_001286161.1, NP_610318.1, NP_610319.2	XP_001602288.1
OG0000263	NP_001285111.1	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1
OG0000264	NP_001033939.2	XP_016844991.1, XP_016844992.1, XP_016844993.1
OG0000264	NP_476735.1	XP_001608103.1
OG0000265	NP_649517.1, NP_650190.1	XP_016839585.1
OG0000266	NP_524387.1	XP_003428081.1
OG0000266	NP_001285202.1	XP_008213988.1, XP_001601016.1, XP_032455467.1
OG0000268	NP_001285901.1, NP_001262995.1	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2
OG0000269	NP_001284901.1	XP_001607744.2
OG0000270	NP_001163596.2	XP_031787127.1
OG0000271	NP_731788.1, NP_731790.1	NP_001153387.1
OG0000272	NP_995675.1	XP_031778066.1, XP_032453944.1
OG0000272	NP_001162795.1, NP_001356885.1	XP_001603198.2
OG0000273	NP_001097437.1	XP_031780336.1, XP_031780333.1
OG0000274	NP_001014485.3	XP_031785813.1
OG0000274	NP_001036681.1	XP_008211195.1
OG0000276	NP_001014558.1, NP_001033984.1, NP_001285685.1, NP_001033983.1, NP_651173.2, NP_651174.2, NP_610507.1, NP_724813.1, NP_610510.2, NP_001284816.1, NP_001245486.2, NP_572313.1	XP_031778500.1
OG0000276	NP_649535.2	XP_001607936.1
OG0000277	NP_647800.1	XP_008211107.1
OG0000278	NP_612039.1, NP_647794.1	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1
OG0000281	NP_001350861.1	XP_001607948.2
OG0000283	NP_001286595.1	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1
OG0000284	NP_727448.1	XP_001606673.1
OG0000284	NP_001259432.1	XP_008211037.1
OG0000285	NP_001163186.1	XP_016838297.1
OG0000286	NP_729792.1	XP_032452557.1
OG0000287	NP_001036660.1	XP_008202843.1, XP_001606457.2
OG0000287	NP_001260729.1	XP_003425383.1, XP_008202274.1
OG0000288	NP_001188784.1	NP_001166048.1, XP_008209318.1
OG0000289	NP_001303316.1	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1
OG0000291	NP_648883.1, NP_648882.1	XP_008212916.2
OG0000293	NP_649119.2, NP_001262050.1	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1
OG0000295	NP_611878.1	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1
OG0000296	NP_573076.1, NP_001096988.2	XP_031779169.1
OG0000298	NP_650963.2	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1
OG0000300	NP_001285398.1	XP_003425056.1, XP_001605288.1
OG0000301	NP_572721.1	NP_001165992.1
OG0000301	NP_525031.1	NP_001165993.1
OG0000302	NP_001246314.1	XP_031783914.1
OG0000302	NP_730054.1	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1
OG0000303	NP_609514.1, NP_730670.1, NP_572924.1, NP_730671.1, NP_648026.1	XP_008212905.1
OG0000304	NP_788277.1	XP_031786449.1
OG0000305	NP_001284764.1, NP_650013.3, NP_650012.2	XP_008203496.1
OG0000307	NP_650089.1	XP_031785703.1, XP_008215148.1, XP_032455669.1
OG0000308	NP_001261704.1	XP_008208754.1, XP_001602066.1
OG0000310	NP_001286754.1	XP_016840055.1, XP_001606567.1
OG0000311	NP_477380.1	XP_031788070.1
OG0000312	NP_001286891.1	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1
OG0000313	NP_001262580.1, NP_727588.2	XP_031781836.1, XP_001599934.1
OG0000314	NP_611815.3	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3
OG0000314	NP_001287244.1	XP_032456533.1, XP_001607656.1
OG0000316	NP_611470.1	XP_001604763.1, XP_016843738.1, XP_031787731.1
OG0000317	NP_732413.1	XP_016841106.1, XP_003426518.1, XP_008206890.1
OG0000318	NP_609354.1	XP_008206399.1, XP_001606799.1
OG0000319	NP_523751.2	XP_016845436.1, XP_003428126.1
OG0000320	NP_001285825.1, NP_476734.1	XP_001602384.1, XP_001607362.3, XP_001605719.1
OG0000321	NP_523551.1	XP_031777401.1
OG0000322	NP_996040.1	XP_001607407.1
OG0000323	NP_524359.2	XP_031788472.1, XP_032457254.1, XP_031788450.1
OG0000324	NP_001189070.1	XP_016838881.2
OG0000326	NP_001246635.1	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1
OG0000327	NP_001246651.1	XP_016838935.1, XP_016838930.1
OG0000330	NP_523672.1	NP_001159944.1, NP_001159943.1
OG0000331	NP_572986.1, NP_001285254.1, NP_001285253.1	XP_016843206.1
OG0000332	NP_651838.1	XP_031783273.1, XP_008206247.1
OG0000333	NP_731787.1, NP_650273.2, NP_650274.2	XP_031783197.1
OG0000334	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1	NP_001164403.1, XP_032452183.1, XP_008216254.1
OG0000335	NP_608439.2, NP_001285956.1	XP_003426117.1
OG0000336	NP_001286141.1	XP_003426396.1, XP_008206529.1, XP_016839052.1
OG0000337	NP_001097630.2	XP_031783756.1
OG0000338	NP_001303553.1, NP_728030.2	XP_003424878.1
OG0000338	NP_001245442.1, NP_001285408.1	XP_001607488.2, XP_001604839.1
OG0000339	NP_649788.2	XP_031784468.1
OG0000339	NP_001245907.1	XP_031779603.1
OG0000340	NP_726025.1, NP_611123.2	XP_008215783.2
OG0000341	NP_001284896.1	XP_031780569.1, XP_001601882.1
OG0000342	NP_649266.1	XP_016842459.1, XP_031788435.1
OG0000344	NP_001246528.1	XP_016844412.1
OG0000345	NP_610946.1	XP_016837521.1, XP_031779210.1
OG0000347	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1
OG0000349	NP_650967.2	XP_031785287.1
OG0000350	NP_726992.2	XP_001601576.1, XP_008204559.1
OG0000351	NP_001286398.1	XP_001603070.1, XP_031780671.1, XP_032452291.1, XP_031780670.1, XP_032452292.1
OG0000352	NP_001259266.1	XP_016839388.1
OG0000356	NP_001163468.1, NP_728338.2	XP_032455089.1, XP_016842824.1, XP_001603497.1, XP_001603472.2
OG0000357	NP_001137674.2	XP_008201758.1, XP_003425261.1
OG0000358	NP_001286927.1	XP_032451992.1
OG0000360	NP_001246235.1	XP_031786393.1
OG0000361	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2	XP_001599966.3
OG0000362	NP_647710.1	XP_001603573.1, NP_001154986.1, XP_001603544.1
OG0000362	NP_523888.1	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1
OG0000363	NP_609157.3	NP_001166856.1
OG0000363	NP_651519.1, NP_610707.2, NP_651999.1	XP_008215037.1, NP_001136080.1
OG0000364	NP_001245832.1, NP_523936.2, NP_572633.1	XP_032455556.1, XP_016840845.1
OG0000365	NP_729619.1	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1
OG0000367	NP_001286000.1	XP_001603452.1, XP_031780815.1
OG0000368	NP_001260509.1	XP_031779116.1
OG0000368	NP_001285984.1	XP_031779250.1, XP_001606272.1
OG0000369	NP_649024.1	XP_032451964.1, XP_008212938.1
OG0000370	NP_648711.1	XP_008216733.1, NP_001166053.1
OG0000370	NP_001356925.1	XP_032455885.1, NP_001166079.1
OG0000372	NP_788925.2, NP_728118.2	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1
OG0000375	NP_001262227.1	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1
OG0000376	NP_611476.3	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1
OG0000377	NP_476977.1	NP_001164381.1
OG0000379	NP_001162668.2	XP_008209839.1, XP_008209838.1
OG0000380	NP_524672.1	XP_031786831.1, XP_031786832.1
OG0000381	NP_727418.1	XP_016841180.1
OG0000381	NP_001262919.1, NP_524921.1, NP_524937.1	XP_001602738.1
OG0000382	NP_001259313.1, NP_610213.1	XP_001607827.3, XP_008217713.1
OG0000383	NP_001163142.1	XP_003427646.1
OG0000384	NP_001189151.1	XP_001604432.2, XP_008210418.1
OG0000384	NP_001188547.1	XP_031782398.1
OG0000385	NP_611305.1	XP_001599984.1
OG0000386	NP_001259349.1	XP_008202799.1, XP_031777593.1
OG0000387	NP_608955.1	XP_008210181.2
OG0000388	NP_001285744.1	XP_008206350.1
OG0000388	NP_523952.2	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1
OG0000389	NP_651184.1	XP_008216123.1, XP_016837517.1
OG0000390	NP_001036599.1	XP_008210448.1, XP_008210450.1, XP_001602302.2, XP_031782806.1
OG0000394	NP_001285181.1, NP_569887.1, NP_001259118.1	XP_031778263.1
OG0000395	NP_001262738.1	XP_001601573.1, XP_031787201.1, XP_001601712.1
OG0000396	NP_609571.1, NP_572912.1, NP_001285222.1	XP_003426952.1, XP_016843548.1, XP_008207407.1, XP_016837884.1
OG0000397	NP_649233.2	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1
OG0000398	NP_611475.3	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2
OG0000399	NP_001285311.1	XP_031781127.1, XP_032457471.1
OG0000400	NP_650344.2, NP_650343.1, NP_650345.1, NP_996209.2	NP_001166063.1
OG0000400	NP_001259479.1	XP_016844273.1, XP_016844274.1, XP_003427708.1
OG0000402	NP_648917.1, NP_001261970.1, NP_648145.1	XP_016837364.2, NP_001164435.1, NP_001164436.1, XP_031777091.1
OG0000403	NP_723263.2	XP_016842670.1, XP_016842678.1
OG0000405	NP_609402.1	XP_001607109.1
OG0000406	NP_650571.2	XP_008208600.3
OG0000406	NP_649888.1	XP_032455879.1
OG0000408	NP_001097137.1	XP_001607579.1, XP_008206487.1
OG0000408	NP_001261876.1	XP_031782506.1
OG0000409	NP_001247003.1	XP_032452236.1, NP_001153487.1
OG0000411	NP_730248.2	XP_001602382.2
OG0000411	NP_570017.1	XP_001601862.2
OG0000412	NP_001246627.1	XP_003423876.1
OG0000412	NP_573357.1, NP_001259699.1	XP_031782587.1
OG0000413	NP_523375.2	XP_001600121.2
OG0000415	NP_733403.1	XP_031783559.1
OG0000416	NP_995952.1, NP_476818.1	XP_001600745.2
OG0000417	NP_001097759.1	XP_003424313.2
OG0000417	NP_001246053.1	XP_001599945.1
OG0000418	NP_001247272.1	XP_008205709.1, XP_001601942.1
OG0000418	NP_001246512.1	XP_031782893.1
OG0000419	NP_001260362.1, NP_001285558.1	XP_031788079.1, XP_031788078.1, XP_031788082.1, XP_032456075.1, XP_032456074.1, XP_031788080.1
OG0000420	NP_726324.3	XP_031782083.1
OG0000420	NP_001245543.1	XP_001604517.1
OG0000421	NP_477105.2	XP_016839013.1
OG0000422	NP_001260025.1	XP_016839096.1
OG0000423	NP_651694.1	XP_032453464.1
OG0000424	NP_725192.2, NP_001036538.3, NP_001036539.1	XP_031788296.1
OG0000425	NP_647811.2	XP_008215235.1, XP_008215236.1, XP_001604858.2
OG0000426	NP_001163740.1	XP_003425799.1, XP_003425800.1, XP_008203786.1, XP_016839812.1, XP_031782583.1
OG0000427	NP_732572.1	XP_016840422.1
OG0000428	NP_001263092.1	XP_001607956.2
OG0000429	NP_788728.1	XP_032455744.1, XP_031785495.1, XP_003426891.1, XP_032455743.1
OG0000430	NP_001286094.1	XP_008211856.1, XP_008207390.1
OG0000431	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1	XP_008216630.2
OG0000432	NP_001260310.1	XP_016838902.1, XP_016838898.1, XP_016838897.1, XP_016838901.1, XP_016838899.1, XP_032454127.1
OG0000434	NP_001261100.1	XP_008213589.1, XP_008213590.1, XP_008213575.1, XP_001603384.1, XP_008213596.1
OG0000436	NP_001246364.1	XP_016839429.1
OG0000436	NP_651178.1	XP_008215662.1
OG0000437	NP_001287127.1	XP_031777981.1, XP_031777979.1
OG0000438	NP_650405.2	XP_016843605.1, XP_031785753.1
OG0000439	NP_647622.1, NP_001261264.1	XP_008209688.1, XP_008209684.1
OG0000440	NP_650722.1, NP_650720.1, NP_001260388.1	XP_016840210.1, XP_032454057.1, XP_001604636.1
OG0000441	NP_001162891.1	XP_001603075.2
OG0000442	NP_001259518.1	XP_016838282.1, XP_008209902.1, XP_008209903.1, XP_008209904.1, XP_008209905.1, XP_031779664.1, XP_031779663.1
OG0000443	NP_001260942.1, NP_610331.1	XP_001608199.2, XP_032457005.1
OG0000444	NP_609032.1	XP_001602623.1
OG0000445	NP_723044.1	XP_003427100.3
OG0000445	NP_001260071.1	XP_001603511.2
OG0000446	NP_001263109.1	XP_001606211.2
OG0000447	NP_727696.2	XP_032451673.1, XP_003425526.1
OG0000448	NP_651721.1	XP_003428221.1, XP_032455151.1, XP_031786682.1, XP_001608037.1, XP_003428220.1
OG0000449	NP_001246778.1, NP_001246777.1	XP_001606175.1
OG0000451	NP_609750.1, NP_730966.1	XP_001604727.2
OG0000452	NP_001260946.1	XP_016841334.1
OG0000452	NP_001286988.1	XP_031789446.1
OG0000453	NP_001246225.1	XP_001604723.2, XP_003424454.1
OG0000456	NP_608737.1, NP_651434.3	XP_001600253.1
OG0000457	NP_001368957.1	XP_016844324.1
OG0000458	NP_611606.1	XP_032451643.1, XP_008215535.1, XP_001608089.1
OG0000459	NP_001356963.1	XP_016838263.1, XP_016838264.1, XP_001603840.2
OG0000461	NP_001285280.1	XP_031784669.1
OG0000462	NP_001261842.1	XP_031787376.1, XP_032456918.1, XP_032456917.1, XP_032456920.1, XP_032456919.1, XP_032456922.1, XP_032456921.1
OG0000463	NP_001245447.1, NP_001096965.1	XP_031779415.1, XP_031779413.1, XP_031779414.1
OG0000464	NP_647826.2	XP_031782147.1
OG0000464	NP_651860.2, NP_733051.2	XP_016838965.2
OG0000466	NP_609172.1	XP_008206991.1
OG0000470	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2	XP_001599548.1, XP_032455700.1
OG0000471	NP_001188992.1	XP_003423940.1
OG0000475	NP_609588.1	XP_001603243.1
OG0000475	NP_651050.1, NP_651051.1, NP_476998.1, NP_649644.1	XP_016841347.1, XP_001607900.1
OG0000476	NP_001285980.1	XP_001601958.2, XP_032457485.1, XP_001604463.1
OG0000477	NP_728869.1	XP_008210669.1
OG0000478	NP_001027127.1	XP_031780448.1, XP_031780447.1, XP_032452354.1, XP_032452355.1, XP_031780450.1, XP_016837594.1, XP_016837592.1, XP_016837593.1, XP_016837590.1, XP_016837591.1, XP_008217665.1, XP_008217664.1, XP_032452362.1, XP_032452361.1, XP_032452363.1, XP_032452360.1, XP_032452359.1, XP_032452358.1, XP_032452357.1, XP_032452356.1, XP_031780449.1
OG0000479	NP_524809.2	XP_031778239.1, XP_008213887.2, XP_031786921.1
OG0000480	NP_001027106.1, NP_511050.1, NP_728924.2	XP_031780263.1
OG0000482	NP_001368949.1	XP_032453419.1
OG0000483	NP_610217.1, NP_611859.1	XP_001608165.1
OG0000484	NP_001163649.1	XP_001602502.1
OG0000485	NP_001286073.1, NP_001286071.1	XP_001605767.2
OG0000486	NP_611374.1	XP_008213346.1
OG0000487	NP_651901.3	XP_032455202.1, XP_001606464.1
OG0000488	NP_001286563.1	XP_001601818.1
OG0000489	NP_001284957.1	XP_016837403.1, XP_016837402.1, XP_001606406.1
OG0000490	NP_001287103.1	XP_001607619.1, XP_003426368.1
OG0000491	NP_788278.1, NP_523702.1	XP_031780312.1
OG0000492	NP_001036362.1	XP_016838604.1
OG0000493	NP_996214.1	XP_001606446.1
OG0000494	NP_611728.1, NP_611841.1	XP_008209090.1
OG0000495	NP_612040.1	XP_001605421.2
OG0000496	NP_523937.2	XP_032455901.1, XP_031784833.1, XP_032455902.1, XP_001599376.2, XP_008211153.1, XP_031784819.1, XP_008211168.1, XP_032455905.1
OG0000497	NP_001036687.1	XP_031784607.1
OG0000497	NP_001261016.1	XP_008214544.1, NP_001234889.1
OG0000498	NP_611046.2	NP_001155064.1, XP_008212167.1, NP_001155065.1
OG0000500	NP_001245427.1	XP_031782916.1
OG0000501	NP_001261211.1	XP_008201869.1
OG0000501	NP_001261207.1	XP_031787682.1
OG0000502	NP_610226.2	XP_016842142.1
OG0000503	NP_001163291.1	XP_001607534.1, XP_032454297.1, XP_032454298.1
OG0000504	NP_477213.1, NP_609349.1	XP_031781149.1, NP_001165104.1, XP_003427192.2, XP_031779647.1, XP_031779646.1
OG0000505	NP_001285501.1	XP_016841579.1
OG0000506	NP_001334747.1	XP_016843484.1, XP_001599961.2
OG0000507	NP_001033959.1, NP_001033839.1, NP_726308.1	XP_008213360.1, XP_016843129.1, XP_016842622.1, XP_016842183.1, XP_016837476.1, XP_016837085.1, XP_003423804.1, XP_031780578.1, XP_016843583.1, XP_001599834.1, XP_001599861.1, XP_016843590.1, XP_003426707.1, XP_003425836.1, XP_003424275.1, NP_001155164.1
OG0000509	NP_523768.1, NP_001286518.1, NP_477262.1	XP_001606021.5
OG0000510	NP_001246792.1	XP_008202202.1, XP_001604263.2, XP_032453570.1, XP_032453569.1, XP_003425368.1
OG0000513	NP_610051.2	XP_016837401.1, XP_008217853.1, XP_016837195.1, XP_031779079.1, XP_016837199.1, XP_031780766.1, XP_031787351.1, XP_003426687.1, XP_008207229.1, XP_031782796.1, XP_032454011.1, XP_031789617.1, XP_008212345.1, XP_008212346.1, XP_008212746.1, XP_008212752.1, XP_016838571.1, XP_008207020.1, XP_016839932.1, XP_008217842.1
OG0000516	NP_476699.1	XP_001606521.1, XP_032455232.1, XP_008214752.1, XP_032455233.1
OG0000517	NP_732486.2	XP_001601686.1, XP_031779569.1
OG0000518	NP_001137633.1	XP_016838586.1, XP_001600600.1, XP_008211112.1, XP_032457481.1
OG0000519	NP_648378.1	XP_031789290.1
OG0000520	NP_609115.1	XP_032455084.1
OG0000520	NP_647817.2	XP_031789621.1, XP_031789620.1, XP_031789619.1, XP_008212315.1, XP_008212316.1, XP_001603260.2, XP_032455065.1
OG0000521	NP_649380.1, NP_001303469.1	XP_003426376.1
OG0000522	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1	XP_001601022.2
OG0000523	NP_001286646.1, NP_001369113.1	XP_008204677.2
OG0000524	NP_649370.1, NP_649374.1	XP_016839569.1, XP_001608167.1, XP_032456974.1, XP_032456973.1
OG0000525	NP_001263050.1	XP_032451858.1, XP_032451859.1, XP_032451857.1, XP_003427734.1, XP_003427733.1
OG0000526	NP_610483.1	XP_031785162.1
OG0000528	NP_650142.1, NP_608978.2	XP_001603160.1, XP_001602984.2
OG0000529	NP_722721.1	XP_003426353.4, XP_008207002.1, XP_032458185.1, XP_008207010.1
OG0000530	NP_523957.1	XP_031779148.1
OG0000530	NP_001287054.1	XP_031779142.1
OG0000533	NP_726548.1	XP_003426192.1
OG0000536	NP_731632.1	XP_008202828.2, XP_031777938.1
OG0000536	NP_524406.1	NP_001234890.1, XP_008202519.1
OG0000537	NP_001246303.1	XP_031786311.1
OG0000538	NP_001137782.1	XP_008217266.1
OG0000540	NP_648284.1	XP_031780262.2
OG0000543	NP_001259662.1	XP_001603336.2
OG0000545	NP_001014494.1, NP_001014493.2, NP_001014492.2	XP_008201786.1, XP_001605801.2, XP_001602325.1
OG0000546	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1	XP_031776845.1
OG0000547	NP_511062.1	XP_016837947.1, XP_001608017.1, XP_016838221.1
OG0000551	NP_001259638.1, NP_573191.1	XP_031779071.1, XP_016845541.1, XP_016845539.1, XP_008211053.1, XP_008210845.1
OG0000552	NP_001286811.1	XP_001601085.1
OG0000553	NP_001189023.1	XP_016844294.1, XP_032452859.1, XP_001608221.1
OG0000554	NP_651415.1	NP_001136330.1, XP_001605159.1
OG0000555	NP_611172.1, NP_001259584.1, NP_001033936.1	XP_001607474.1, XP_016837397.1, XP_032452763.1
OG0000556	NP_647674.1	XP_001607376.2, XP_031786594.1
OG0000557	NP_573098.1	XP_031785664.1, XP_001602518.2, XP_003426424.1
OG0000558	NP_650732.1	XP_008216122.1
OG0000559	NP_001285224.1	XP_001604185.2
OG0000560	NP_001287513.1	XP_031782498.1, XP_031782497.1
OG0000561	NP_001285680.1	XP_031786781.1
OG0000561	NP_648220.1	XP_031786787.1
OG0000562	NP_648523.1	XP_003424042.3
OG0000562	NP_477210.1	NP_001165801.1
OG0000563	NP_648501.1	XP_001606647.1
OG0000564	NP_001097215.1	XP_031777944.1
OG0000565	NP_001286175.1	XP_031782076.1, XP_031782075.1, XP_008216121.1, NP_001177654.1
OG0000566	NP_648610.1, NP_001262027.1, NP_649076.1, NP_648612.1	XP_016843231.1
OG0000567	NP_001284997.1	XP_001606384.1, XP_001601489.2, XP_031780186.1, XP_016841340.1
OG0000568	NP_477170.1	XP_001607057.1
OG0000569	NP_524209.3	XP_008215122.2
OG0000569	NP_524233.1	XP_031789391.1
OG0000570	NP_572801.2	XP_008215822.1, XP_008215824.1, XP_031788144.1, XP_032456927.1, XP_008215820.1, XP_031788143.1, XP_032456925.1, XP_016845727.1
OG0000571	NP_524625.3	XP_008209864.1, XP_016838532.1, XP_008209857.1
OG0000572	NP_001033956.2	XP_031784972.1, XP_031784970.1, XP_031784971.1, XP_031784968.1, XP_031784969.1, XP_031784966.1, XP_031784967.1, XP_031784965.1, XP_032455077.1, XP_032455076.1
OG0000573	NP_001260658.1	XP_003426208.1, XP_032457906.1, XP_031786417.1, XP_032452719.1, XP_008205683.2, XP_008205684.2, XP_008211058.1, XP_016836846.1, XP_031779666.1, XP_008210976.1, XP_008210977.1, XP_008209378.1, XP_008209338.1, XP_008209517.1, XP_008208107.1, XP_008207973.1, XP_008205749.1, XP_016837379.1, XP_016840741.1, XP_016837039.1, XP_008209917.3, NP_001162025.1, XP_001601411.1, XP_001601082.1, XP_008207977.1
OG0000574	NP_610901.1	XP_008209093.1, XP_008209094.1, XP_008209095.1, XP_016843787.1, NP_001161315.1
OG0000575	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2	XP_031776742.1, XP_031776741.1
OG0000576	NP_001285799.1	XP_031785618.1
OG0000579	NP_001096880.1	XP_008216440.1
OG0000582	NP_647703.1	XP_008209076.1
OG0000585	NP_001262720.1	XP_032454372.1, XP_031783577.1, XP_008211354.1, XP_008211353.1, XP_001606108.1
OG0000586	NP_001285420.1, NP_477101.1	NP_001165802.1, XP_032457413.1
OG0000587	NP_001247005.1	XP_032456134.1, XP_032456136.1, XP_032456135.1, XP_031787326.1, XP_008207425.1, XP_001607780.1
OG0000588	NP_477442.1	XP_031779318.1
OG0000589	NP_608365.1, NP_648309.1	XP_008216757.1
