Orthogroup	Drosophila_melanogaster	Tribolium_castaneum
OG0000247	NP_651898.2, NP_001096949.1	XP_015836651.1, XP_967265.2, XP_015836758.1, XP_967437.1, XP_015836650.1, XP_015836187.1
OG0000247	NP_649833.1, NP_648548.1	XP_015840017.1
OG0000248	NP_001137727.2	XP_008196466.2
OG0000249	NP_572996.1, NP_732904.2	XP_966587.1
OG0000250	NP_650508.1, NP_001285102.1	XP_008196257.1
OG0000251	NP_524526.1	XP_008199428.1, XP_008199420.1
OG0000252	NP_730950.2	XP_970662.1
OG0000253	NP_001162737.1	XP_008198043.1
OG0000253	NP_001263132.1	XP_015838158.1
OG0000254	NP_732295.1	XP_008195945.1
OG0000254	NP_001368946.1	XP_008195412.1, XP_971164.2
OG0000255	NP_001033900.2, NP_572436.1	XP_970270.1, XP_008199406.1
OG0000256	NP_732900.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	NP_001262861.1	XP_015838389.1
OG0000257	NP_001287485.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000258	NP_995903.1	XP_975684.1
OG0000260	NP_001261383.1	NP_001034506.1
OG0000261	NP_001286161.1, NP_610318.1, NP_610319.2	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1
OG0000263	NP_001285111.1	XP_966512.1, XP_975893.1
OG0000264	NP_001033939.2	XP_008198346.1, NP_001164126.1
OG0000264	NP_476735.1	XP_968284.1, XP_015835141.1
OG0000265	NP_649517.1, NP_650190.1	NP_001153781.1, XP_008200967.1, XP_008200966.1
OG0000266	NP_524387.1	XP_967356.1
OG0000266	NP_001285202.1	XP_970881.1, XP_970797.1
OG0000268	NP_001285901.1, NP_001262995.1	XP_967796.2, XP_015832932.1, XP_015838161.1
OG0000269	NP_001284901.1	XP_974272.1, XP_971005.2
OG0000270	NP_001034048.2	XP_008198078.1, NP_001280505.1
OG0000270	NP_001163596.2	XP_008198076.1, NP_001280501.1
OG0000271	NP_731788.1, NP_731790.1	NP_001290187.1
OG0000272	NP_995675.1	XP_008193383.1, NP_001107763.1
OG0000272	NP_001162795.1, NP_001356885.1	NP_001103420.1
OG0000273	NP_001097437.1	XP_008191036.1
OG0000274	NP_001014485.3	XP_008199963.1
OG0000275	NP_648909.1	XP_970514.2
OG0000276	NP_001014558.1, NP_001033984.1, NP_001285685.1, NP_001033983.1, NP_651173.2, NP_651174.2, NP_610507.1, NP_724813.1, NP_610510.2	XP_008193315.2
OG0000276	NP_001284816.1, NP_001245486.2, NP_572313.1	XP_969460.1
OG0000277	NP_647800.1	XP_015837443.1
OG0000278	NP_612039.1, NP_647794.1	XP_015834844.1
OG0000279	NP_001137708.2, NP_001356890.1	NP_001280538.1, XP_015838925.1
OG0000281	NP_001350861.1	XP_967340.1
OG0000283	NP_001286595.1	XP_970327.1, XP_015836740.1
OG0000284	NP_727448.1	XP_968561.1
OG0000284	NP_001259432.1	XP_008195942.1, XP_973257.1
OG0000285	NP_001188680.1	XP_015839148.1, XP_008196660.1, XP_008196662.1, XP_972302.1, XP_008192227.1
OG0000285	NP_001163186.1	XP_970530.1
OG0000286	NP_729792.1	XP_008193140.1
OG0000287	NP_001036660.1	XP_008197596.1
OG0000287	NP_001260729.1	XP_001814592.1
OG0000288	NP_476934.2	XP_015833077.1, XP_008200294.1
OG0000288	NP_001188784.1	XP_966392.1
OG0000289	NP_001303316.1	XP_973833.1
OG0000290	NP_611414.1, NP_001261088.1, NP_001261089.1, NP_001246418.1, NP_001261090.1, NP_611418.1, NP_725142.3, NP_725141.1, NP_725143.1, NP_001260918.1, NP_788335.2	XP_008195647.1
OG0000292	NP_612066.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000293	NP_649119.2, NP_001262050.1	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1
OG0000295	NP_611878.1	XP_974942.1
OG0000296	NP_573076.1, NP_001096988.2	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000297	NP_651357.1, NP_570016.1, NP_651358.4, NP_001287525.1	XP_015840904.1
OG0000297	NP_651265.1	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1
OG0000298	NP_650963.2	XP_975374.1
OG0000300	NP_648000.1	XP_969695.1
OG0000300	NP_001285398.1	XP_001811015.1
OG0000301	NP_572721.1	NP_001107791.1
OG0000301	NP_525031.1	NP_001107860.1
OG0000302	NP_001246314.1	XP_008196651.1
OG0000302	NP_730054.1	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000303	NP_609514.1, NP_730670.1, NP_572924.1, NP_730671.1, NP_648026.1	XP_971548.1, XP_008199064.1
OG0000304	NP_788277.1	XP_015835772.1, XP_008193751.1
OG0000305	NP_001284764.1, NP_650013.3, NP_650012.2	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1
OG0000307	NP_650089.1	XP_973197.1
OG0000308	NP_001261704.1	XP_015835181.1
OG0000309	NP_651063.1	XP_968563.2, XP_015838858.1
OG0000310	NP_001286754.1	XP_015834524.1
OG0000311	NP_477380.1	NP_001164089.1, XP_015836774.1
OG0000312	NP_001286891.1	XP_015833546.1
OG0000313	NP_001262580.1, NP_727588.2	XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000314	NP_611815.3	XP_968893.1, XP_008193080.1, XP_966924.1
OG0000314	NP_001287244.1	XP_967017.1
OG0000316	NP_723502.2, NP_611157.1	XP_008190751.1, NP_001182329.1
OG0000316	NP_611470.1	XP_008190752.1, NP_001161320.1
OG0000317	NP_732413.1	XP_008200064.1
OG0000318	NP_611119.1	XP_973404.1
OG0000318	NP_609354.1	XP_008192121.1, XP_974398.1
OG0000319	NP_523751.2	XP_967713.1, XP_971783.1
OG0000320	NP_001285825.1, NP_476734.1	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	NP_523551.1	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	NP_996040.1	XP_974306.1
OG0000322	NP_649068.1	XP_008191340.1
OG0000323	NP_524359.2	XP_015839647.1
OG0000324	NP_001162819.1, NP_001189070.1	XP_015834170.1, XP_015834173.1
OG0000326	NP_001246635.1	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	NP_001246651.1	XP_008191189.2
OG0000330	NP_523672.1	XP_967194.1, XP_973575.3, XP_968237.2
OG0000331	NP_572986.1, NP_001285254.1, NP_001285253.1	XP_972225.1
OG0000332	NP_651838.1	XP_971957.1
OG0000333	NP_731787.1, NP_650273.2, NP_650274.2	XP_015839725.1
OG0000334	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1	XP_015836026.1
OG0000335	NP_649526.2, NP_608439.2, NP_001285956.1, NP_001015401.1	XP_971201.1
OG0000336	NP_001286141.1	XP_001814361.1
OG0000337	NP_001097630.2	XP_008198111.1, XP_008198112.1
OG0000338	NP_001303553.1, NP_728030.2	XP_008197000.1
OG0000339	NP_649788.2	XP_975511.1
OG0000339	NP_001245907.1	NP_001177648.1, XP_008193158.1
OG0000340	NP_726025.1, NP_611123.2	XP_015838405.1, XP_973952.1, XP_973891.1
OG0000341	NP_001284896.1	XP_975221.1
OG0000342	NP_649266.1	XP_008198162.1
OG0000343	NP_001287571.1	XP_008191833.1
OG0000343	NP_001262181.1	XP_969204.1
OG0000344	NP_001246528.1	XP_015840052.1, XP_015840053.1
OG0000345	NP_610946.1	XP_015838177.1
OG0000347	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1	XP_008196770.1
OG0000349	NP_650967.2	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	NP_726992.2	XP_008197841.1, XP_971237.1
OG0000351	NP_001286398.1	XP_971635.2
OG0000352	NP_001259266.1	XP_974349.1
OG0000356	NP_001163468.1, NP_728338.2	XP_008197708.1, XP_008197784.2
OG0000357	NP_001137674.2	XP_008194728.1
OG0000358	NP_001286927.1	XP_972062.1
OG0000360	NP_001246235.1	XP_008195292.1, XP_967057.1
OG0000361	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2	XP_973660.1
OG0000362	NP_647710.1	NP_001161782.1
OG0000362	NP_523888.1	NP_001161781.1
OG0000363	NP_609157.3	XP_970320.1
OG0000363	NP_651519.1, NP_610707.2, NP_651999.1	XP_015834105.1
OG0000364	NP_523936.2, NP_572633.1	XP_966855.1
OG0000366	NP_001261898.1	XP_015840947.1, NP_001107777.1
OG0000367	NP_001286000.1	XP_008194856.1, XP_015836457.1
OG0000368	NP_001285984.1	XP_976104.1, XP_015838018.1
OG0000369	NP_649024.1	XP_008201712.1
OG0000370	NP_648711.1	XP_015839940.1
OG0000372	NP_788925.2, NP_728118.2	XP_015836666.1
OG0000375	NP_001262227.1	XP_015838589.1
OG0000376	NP_611476.3	XP_008190447.1
OG0000377	NP_476977.1	XP_008199609.1
OG0000378	NP_996298.1	XP_008190395.1
OG0000379	NP_001162668.2	XP_008191956.1, XP_015836606.1
OG0000380	NP_524672.1	XP_970911.1, XP_015835308.1
OG0000381	NP_727418.1	XP_015834938.1
OG0000381	NP_001262919.1, NP_524921.1, NP_524937.1	XP_001813974.1
OG0000381	NP_001015497.4, NP_477384.1, NP_001104152.3, NP_001286554.1	XP_008191594.1
OG0000382	NP_001259313.1, NP_610213.1	XP_966771.1
OG0000383	NP_001163142.1	XP_015840217.1
OG0000384	NP_001189151.1	XP_001813130.1
OG0000384	NP_001188547.1	XP_008193509.1, XP_008193510.1
OG0000385	NP_611305.1	XP_008200161.1
OG0000386	NP_001259349.1	XP_970034.2
OG0000387	NP_608955.1	XP_968734.1
OG0000388	NP_001285744.1	XP_974824.1
OG0000388	NP_523952.2, NP_001163366.1, NP_648081.1	XP_974813.1
OG0000389	NP_651184.1	XP_008191053.1, XP_971552.2
OG0000390	NP_001036599.1	XP_970733.3
OG0000394	NP_001285181.1, NP_569887.1, NP_001259118.1	XP_008190453.1, XP_015836362.1, XP_970450.1
OG0000395	NP_001262738.1	XP_967306.3
OG0000396	NP_609571.1, NP_572912.1, NP_001285222.1	XP_967256.1
OG0000397	NP_649233.2	XP_973626.3
OG0000398	NP_611475.3	XP_973071.1
OG0000399	NP_001285311.1	XP_015839284.1, XP_015838955.1
OG0000400	NP_650344.2, NP_650343.1, NP_650345.1, NP_996209.2	XP_008201359.1, XP_008196139.1
OG0000401	NP_651350.2	XP_973474.1
OG0000402	NP_001286209.1, NP_610407.1, NP_610410.1	XP_008193407.1
OG0000402	NP_001247052.1	XP_969556.1
OG0000403	NP_723263.2	XP_015835469.1
OG0000405	NP_609402.1	XP_975505.1
OG0000405	NP_723611.1	XP_969335.1
OG0000406	NP_650571.2	XP_015840310.1
OG0000406	NP_649888.1	XP_967861.2
OG0000407	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1	XP_008198805.1
OG0000408	NP_001097137.1	XP_008190910.1
OG0000408	NP_001261876.1	XP_008199142.1, XP_970081.3
OG0000409	NP_001247003.1	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1
OG0000411	NP_730248.2	XP_008191461.1
OG0000411	NP_570017.1	XP_001813433.1
OG0000412	NP_649445.3	XP_971747.1
OG0000412	NP_573357.1, NP_001259699.1	XP_015836557.1, XP_971694.2
OG0000413	NP_523375.2	XP_969620.2
OG0000415	NP_733403.1	XP_973217.2
OG0000416	NP_995952.1, NP_476818.1	XP_008192545.1
OG0000417	NP_001097759.1	XP_008198772.1
OG0000417	NP_001246053.1	XP_974698.1
OG0000418	NP_001246512.1	XP_015833481.1
OG0000419	NP_001260362.1, NP_001285558.1	XP_971173.1, XP_015838774.1
OG0000420	NP_726324.3	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1
OG0000420	NP_001245543.1	XP_008199675.1
OG0000421	NP_477105.2	XP_008192097.1
OG0000422	NP_001260025.1	XP_008192616.1
OG0000423	NP_651694.1	XP_008199561.1
OG0000424	NP_725192.2, NP_001036538.3, NP_001036539.1	XP_015840422.1
OG0000425	NP_647811.2	XP_969804.2
OG0000426	NP_001163740.1	XP_973970.1
OG0000427	NP_001286728.1, NP_001286726.1	XP_972369.1
OG0000427	NP_732572.1	XP_008196417.1
OG0000428	NP_001263092.1	XP_015839428.1, XP_008194527.2
OG0000428	NP_001097741.1	XP_015837845.1, NP_001280511.1
OG0000429	NP_788728.1	XP_008196407.1, XP_015837255.1
OG0000430	NP_001286094.1	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1
OG0000431	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1
OG0000432	NP_001260310.1	XP_973723.1
OG0000433	NP_001137612.1, NP_001014501.1	NP_001139389.1, XP_015833910.1
OG0000434	NP_001261100.1	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1
OG0000436	NP_001246364.1	XP_008197909.1
OG0000436	NP_651178.1	XP_970620.1
OG0000437	NP_001287127.1	XP_008200406.1
OG0000438	NP_001247098.1	XP_008195849.1, XP_008195848.1, XP_974808.2, XP_008195847.1
OG0000438	NP_650405.2	XP_971688.3
OG0000439	NP_647622.1, NP_001261264.1	XP_008193933.1
OG0000440	NP_651672.1, NP_650722.1, NP_650720.1, NP_001260388.1, NP_725837.1	XP_008200809.1
OG0000441	NP_609592.1, NP_608952.2	XP_015839702.1, XP_001812896.2, XP_008194960.2, XP_015836630.1
OG0000441	NP_001162891.1	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1
OG0000442	NP_001259518.1	XP_008197799.1, XP_968004.1
OG0000443	NP_001260942.1, NP_610331.1	XP_974381.2
OG0000444	NP_609032.1	NP_001164534.1, NP_001164533.1
OG0000445	NP_723044.1	XP_008193734.1
OG0000446	NP_001263109.1	XP_008198655.1, XP_008198715.2, XP_008198651.1
OG0000447	NP_727696.2	XP_008191853.2
OG0000448	NP_651721.1	XP_969343.1
OG0000449	NP_001246778.1, NP_001246777.1	XP_966346.1
OG0000450	NP_001189329.1, NP_001027415.1	NP_001157610.1, XP_015835206.1
OG0000451	NP_609750.1, NP_730966.1	XP_972488.2
OG0000452	NP_001260946.1	XP_008195563.1
OG0000452	NP_001286988.1	XP_008190571.1
OG0000453	NP_001246225.1	XP_008196382.1, XP_008196383.1, XP_008196384.1
OG0000454	NP_610614.1	XP_008197523.2
OG0000456	NP_608737.1, NP_651434.3	XP_969928.1, XP_008196724.1
OG0000457	NP_001368957.1	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1
OG0000458	NP_611606.1	XP_967155.1
OG0000459	NP_001356963.1	XP_968944.1
OG0000460	NP_001015257.2	XP_015836143.1, XP_968679.1
OG0000460	NP_001015261.3	XP_968824.2
OG0000461	NP_001285280.1	XP_008198752.1
OG0000462	NP_001261842.1	XP_015840075.1
OG0000463	NP_001245447.1, NP_001096965.1	XP_015833244.1, XP_015833229.1
OG0000464	NP_651860.2, NP_733051.2	XP_015836316.1, XP_015837285.1, XP_015836265.1, XP_015835579.1
OG0000466	NP_609172.1	XP_968005.2, XP_969900.1, XP_008191787.1
OG0000467	NP_001246713.1	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1
OG0000468	NP_001260343.1	XP_008194809.1
OG0000469	NP_651781.1	XP_967943.1, NP_001306191.1
OG0000471	NP_001188992.1	XP_972436.1
OG0000472	NP_001285147.1	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1
OG0000475	NP_609588.1	XP_008193995.1, XP_015836218.1, XP_969591.2
OG0000475	NP_651050.1, NP_651051.1, NP_476998.1, NP_649644.1	XP_972374.2
OG0000476	NP_001285980.1	NP_001127700.1, XP_015834940.1, NP_001120783.1
OG0000477	NP_728869.1	NP_001164309.1, XP_008198961.1, XP_969867.1
OG0000478	NP_001027127.1	XP_970086.1
OG0000479	NP_524809.2	XP_015839265.1, XP_008198225.1
OG0000480	NP_001027106.1, NP_511050.1, NP_728924.2	XP_008194196.2, XP_015836177.1, XP_015836175.1, XP_008194198.2, XP_008194199.2, XP_015835638.1, XP_015835640.1, XP_015835226.1, XP_015835597.1, XP_015835715.1, XP_015835637.1, XP_015835198.1
OG0000482	NP_001368949.1	XP_969479.3
OG0000482	NP_001097060.1, NP_001036339.1, NP_001260521.1	XP_015838834.1, XP_970997.2
OG0000483	NP_610217.1, NP_611859.1	XP_015837619.1, XP_008196295.1, XP_973683.1, XP_015837618.1, XP_015837422.1
OG0000484	NP_001163649.1	XP_008198466.1
OG0000485	NP_001286073.1, NP_001286071.1	XP_966501.1, XP_008193878.1, XP_971795.1
OG0000488	NP_001286563.1	XP_970829.1
OG0000489	NP_001284957.1	XP_971503.1, XP_015836306.1, XP_015836308.1
OG0000490	NP_001287103.1	XP_970402.1
OG0000491	NP_788278.1, NP_523702.1	XP_966641.2
OG0000492	NP_001036362.1	XP_008191436.1, XP_008191435.1, XP_008191434.1
OG0000493	NP_996214.1	XP_015836062.1
OG0000495	NP_612040.1	XP_971329.1
OG0000496	NP_523937.2	XP_968047.1
OG0000497	NP_001036687.1	XP_975478.1
OG0000497	NP_001261016.1	XP_008196347.1, XP_015837674.1, XP_015837673.1
OG0000498	NP_611046.2	XP_971487.1
OG0000499	NP_001097810.1, NP_001260009.1	XP_015837087.1, XP_008195719.1
OG0000499	NP_610430.1	XP_008195723.1, XP_008195722.1, XP_008195721.1
OG0000500	NP_001245427.1	XP_015840287.1
OG0000501	NP_001261211.1	XP_008199865.1
OG0000501	NP_001261207.1	XP_015836029.1
OG0000502	NP_724489.1	XP_008198031.1
OG0000503	NP_001163291.1	XP_967287.2
OG0000504	NP_477213.1	XP_968718.1
OG0000504	NP_609349.1	XP_008194015.1, XP_974277.2
OG0000505	NP_001285501.1	XP_969277.1
OG0000505	NP_001259745.1	XP_008196926.1
OG0000506	NP_001334747.1	XP_008199411.2
OG0000507	NP_001033959.1	XP_001807284.2, XP_976138.1
OG0000507	NP_001033839.1, NP_726308.1	XP_001811691.1
OG0000508	NP_001287331.1, NP_001188841.1	XP_008192396.1
OG0000509	NP_523768.1, NP_001286518.1, NP_477262.1	XP_969380.1, NP_001107848.1, XP_015840636.1, XP_969234.1, XP_975485.1, XP_008201472.1, XP_008201470.1
OG0000510	NP_001246792.1	XP_967368.2, XP_008190366.1
OG0000516	NP_476699.1	XP_974600.1
OG0000517	NP_649495.1	XP_008200460.2
OG0000517	NP_732486.2	XP_972373.1
OG0000518	NP_001137633.1	XP_966468.1
OG0000519	NP_648378.1	XP_001806886.2
OG0000520	NP_609115.1	XP_015833266.1
OG0000521	NP_649380.1, NP_001303469.1	XP_001811514.1
OG0000522	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1	NP_001161913.1, XP_008196457.1
OG0000523	NP_001286646.1, NP_001369113.1	XP_015836678.1
OG0000524	NP_001260948.1	XP_008192949.1, XP_008192950.1, XP_015835261.1, XP_968444.1
OG0000524	NP_649370.1, NP_649374.1	XP_008192982.2, XP_970562.1, XP_008201110.1, XP_008201109.1
OG0000525	NP_001263050.1	XP_001809545.1
OG0000526	NP_001246039.1	XP_975555.3
OG0000528	NP_650142.1, NP_608978.2	XP_967647.1, XP_967722.1, XP_967491.1, XP_968058.1
OG0000529	NP_722721.1	XP_008198334.1, XP_008198335.1, XP_967559.1, XP_975266.1
OG0000530	NP_523957.1	XP_970745.1
OG0000530	NP_001287054.1	XP_970872.1, XP_015838435.1
OG0000531	NP_788446.2, NP_728521.1, NP_788462.2, NP_788394.1, NP_001286526.1, NP_648181.2, NP_788325.2, NP_731791.2, NP_788473.1, NP_731479.3, NP_612029.1, NP_001261182.1	XP_015840171.1
OG0000533	NP_726548.1	XP_008194514.1
OG0000536	NP_731632.1	NP_001103421.1
OG0000536	NP_524406.1	XP_008191522.1, NP_001103422.1
OG0000537	NP_001246303.1	XP_015836346.1, XP_008192475.2
OG0000537	NP_001188817.2	XP_969952.4, XP_015834579.1
OG0000537	NP_001260486.1	XP_015836573.1
OG0000538	NP_001137782.1, NP_001097131.2	XP_008197210.1
OG0000540	NP_648284.1	XP_967811.2
OG0000540	NP_729446.1	XP_008193435.1
OG0000541	NP_651714.1	XP_008190720.1, XP_015835927.1
OG0000543	NP_001259662.1	XP_008190924.1
OG0000544	NP_647761.1, NP_648389.3	XP_008199033.1
OG0000544	NP_001260884.1	XP_015837254.1
OG0000545	NP_001014494.1, NP_001014493.2, NP_001014492.2	XP_015835441.1, XP_008193197.1, XP_008193198.1, XP_015835442.1
OG0000546	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1	XP_008200617.2, XP_015836988.1
OG0000547	NP_511062.1	XP_968849.1, XP_968920.2, XP_008198190.1
OG0000548	NP_648127.1, NP_648126.1	XP_974777.1, XP_974760.1
OG0000551	NP_001259638.1, NP_573191.1	XP_008194780.1, XP_015840169.1, XP_015838553.1, XP_015840168.1
OG0000552	NP_001286811.1	NP_001039290.1
OG0000553	NP_001189023.1	XP_008199860.1, XP_008199859.1, XP_008199862.1, XP_008199861.1, XP_969742.1
OG0000554	NP_651415.1	XP_975135.1
OG0000555	NP_611172.1	XP_008197491.1
OG0000555	NP_001259584.1, NP_001033936.1	XP_008196201.1, XP_974181.1
OG0000556	NP_647674.1	XP_967184.1
OG0000557	NP_573098.1	NP_001107844.1, XP_008191995.1
OG0000558	NP_650732.1	XP_971409.1
OG0000559	NP_001285224.1	XP_008192145.1
OG0000560	NP_001287513.1	XP_015835693.1
OG0000561	NP_001285680.1	XP_015838975.1, XP_015838976.1, XP_015838977.1
OG0000561	NP_648220.1	XP_015838973.1
OG0000562	NP_648523.1	XP_015834699.1
OG0000562	NP_477210.1	XP_968620.1
OG0000563	NP_648501.1	XP_969628.1
OG0000564	NP_001097215.1	XP_008197984.1
OG0000565	NP_001286175.1	XP_976359.2
OG0000566	NP_648610.1, NP_001262027.1, NP_649076.1, NP_648612.1	XP_970494.1
OG0000567	NP_001284997.1	XP_008193182.1, XP_008198396.1
OG0000568	NP_477170.1	XP_973251.1
OG0000569	NP_524209.3	NP_001034492.1
OG0000569	NP_524233.1	XP_008194188.1, NP_001034491.1
OG0000570	NP_572801.2	XP_008191357.1, XP_008191356.1
OG0000571	NP_524625.3	XP_015837858.1, XP_008196145.1
OG0000573	NP_001260658.1	XP_015835019.1
OG0000574	NP_610901.1	XP_008193229.1, XP_966720.1
OG0000575	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2	XP_973751.2, XP_015840907.1, XP_973717.2
OG0000576	NP_001285799.1	XP_015835491.1, XP_008193294.1
OG0000579	NP_001096880.1	XP_008190509.1, XP_008190508.1
OG0000582	NP_725208.1	XP_008198104.1
OG0000582	NP_647703.1	XP_008194670.1
OG0000583	NP_001262876.1	XP_008190315.2
OG0000584	NP_731825.1	XP_008201459.1
OG0000585	NP_001262720.1	XP_973753.1
OG0000586	NP_001285420.1, NP_477101.1	NP_001164360.1
OG0000587	NP_001247005.1	XP_966904.1
OG0000588	NP_477442.1	XP_008198243.1
OG0000589	NP_608365.1, NP_648309.1	XP_015832979.1, XP_008190545.1
OG0000591	NP_001246992.1	XP_974605.1
OG0000591	NP_476947.1	XP_975644.1
OG0000593	NP_001261723.1	XP_971718.1
OG0000594	NP_649931.1	XP_008198309.1, XP_008198310.1, XP_015839110.1, XP_974863.1
OG0000595	NP_001260766.1	XP_966364.1
OG0000595	NP_650716.2	XP_968010.1
OG0000596	NP_648080.1	XP_974799.1
OG0000596	NP_524734.2	XP_008199438.1
OG0000597	NP_648493.3	XP_970503.2
OG0000598	NP_001259605.1	XP_975034.1
OG0000598	NP_722858.1	XP_015838666.1
OG0000599	NP_731390.1, NP_001163573.1	XP_008198002.1, XP_008197998.1
OG0000600	NP_001259884.1	XP_008200256.1
OG0000601	NP_649627.1	NP_001161309.1
OG0000602	NP_572182.1	XP_966627.1
OG0000604	NP_001247314.1, NP_001262985.1	XP_008194890.1, XP_008194891.1
OG0000605	NP_611872.1	XP_008192749.1
OG0000607	NP_610730.1	XP_974834.1, XP_974846.2
OG0000609	NP_524612.2	XP_008200471.1
OG0000611	NP_001014525.1	XP_008200881.1
OG0000612	NP_001137800.1	XP_969513.1
OG0000613	NP_001285721.1	XP_968252.2, XP_008190961.1
OG0000614	NP_001036762.2, NP_001015499.4	XP_015837620.1
OG0000616	NP_610925.3	XP_008191555.1
OG0000619	NP_650283.1	XP_971446.1
OG0000620	NP_001262966.1	XP_969072.1
OG0000621	NP_608616.2	XP_972828.3
OG0000622	NP_001260824.1	XP_971566.1
OG0000623	NP_651455.1	XP_975186.1
OG0000624	NP_608663.1, NP_608668.2	XP_015840994.1
OG0000625	NP_523364.2	XP_008200318.1
OG0000626	NP_001286578.1	XP_008198026.1, XP_008198025.1, XP_972447.1
