Orthogroup	Drosophila_melanogaster	Polistes_dominula
OG0000336	NP_001286141.1	XP_015191296.1, XP_015191294.1, XP_015191295.1, XP_015176027.1
OG0000337	NP_001097630.2	XP_015172545.1
OG0000338	NP_001303553.1, NP_728030.2	XP_015175675.1
OG0000338	NP_001245442.1, NP_001285408.1	XP_015184789.1
OG0000339	NP_649788.2	XP_015182663.1
OG0000339	NP_001245907.1	XP_015185741.1
OG0000340	NP_726025.1, NP_611123.2	XP_015184668.1
OG0000341	NP_001284896.1	XP_015185152.1, XP_015185154.1, XP_015185153.1
OG0000342	NP_649266.1	XP_015178419.1
OG0000344	NP_001246528.1	XP_015185092.1, XP_015185090.1, XP_015185091.1
OG0000345	NP_610946.1	XP_015174394.1
OG0000347	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1	XP_015184796.1
OG0000349	NP_650967.2	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1
OG0000350	NP_726992.2	XP_015175799.1
OG0000351	NP_001286398.1	XP_015174757.1, XP_015174756.1, XP_015191806.1
OG0000352	NP_001259266.1	XP_015181417.1, XP_015181418.1
OG0000356	NP_001163468.1, NP_728338.2	XP_015182715.1, XP_015182720.1
OG0000357	NP_001137674.2	XP_015188589.1, XP_015188587.1
OG0000358	NP_001286927.1	XP_015171782.1, XP_015171781.1
OG0000360	NP_001246235.1	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1
OG0000361	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2	XP_015184937.1
OG0000362	NP_647710.1	XP_015173895.1
OG0000362	NP_523888.1	XP_015173885.1
OG0000363	NP_651519.1, NP_610707.2, NP_651999.1	XP_015174614.1
OG0000364	NP_001245832.1, NP_523936.2, NP_572633.1	XP_015188098.1
OG0000365	NP_729619.1	XP_015179288.1
OG0000367	NP_001286000.1	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1
OG0000368	NP_001260509.1	XP_015183589.1
OG0000368	NP_001285984.1	XP_015172806.1, XP_015172805.1
OG0000369	NP_649024.1	XP_015181056.1, XP_015171819.1, XP_015171821.1
OG0000370	NP_648711.1	XP_015172523.1
OG0000370	NP_001356925.1	XP_015172522.1
OG0000372	NP_788925.2, NP_728118.2	XP_015174581.1, XP_015181940.1
OG0000375	NP_001262227.1	XP_015184082.1
OG0000377	NP_476977.1	XP_015171536.1
OG0000378	NP_996298.1	XP_015182971.1
OG0000379	NP_001162668.2	XP_015177176.1, XP_015177175.1
OG0000380	NP_524672.1	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1
OG0000381	NP_727418.1	XP_015181537.1
OG0000381	NP_001262919.1, NP_524921.1, NP_524937.1	XP_015187133.1
OG0000382	NP_001259313.1, NP_610213.1	XP_015176221.1, XP_015176213.1, XP_015181021.1
OG0000383	NP_001163142.1	XP_015189753.1, XP_015189965.1
OG0000384	NP_001189151.1	XP_015187803.1
OG0000384	NP_001188547.1	XP_015187798.1
OG0000385	NP_611305.1	XP_015187297.1
OG0000386	NP_001259349.1	XP_015184892.1, XP_015184894.1, XP_015184893.1
OG0000387	NP_608955.1	XP_015181663.1
OG0000388	NP_001285744.1	XP_015182150.1
OG0000388	NP_523952.2	XP_015172563.1
OG0000389	NP_651184.1	XP_015187563.1, XP_015187565.1
OG0000390	NP_001036599.1	XP_015182435.1, XP_015182436.1, XP_015182432.1
OG0000394	NP_001285181.1, NP_569887.1, NP_001259118.1	XP_015185400.1
OG0000395	NP_001262738.1	XP_015185269.1, XP_015177347.1, XP_015177346.1, XP_015177348.1
OG0000396	NP_609571.1, NP_572912.1, NP_001285222.1	XP_015187490.1
OG0000397	NP_649233.2	XP_015177509.1
OG0000398	NP_611475.3	XP_015187922.1
OG0000399	NP_001285311.1	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1
OG0000400	NP_001259479.1	XP_015182549.1
OG0000401	NP_651350.2	XP_015182165.1
OG0000403	NP_723263.2	XP_015178385.1, XP_015178387.1, XP_015178377.1
OG0000405	NP_609402.1	XP_015186119.1
OG0000405	NP_723611.1	XP_015174613.1
OG0000406	NP_650571.2	XP_015173272.1
OG0000406	NP_649888.1	XP_015173290.1
OG0000407	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1	XP_015191347.1, XP_015191346.1, XP_015191345.1
OG0000408	NP_001097137.1	XP_015178819.1
OG0000408	NP_001261876.1	XP_015191524.1
OG0000409	NP_001247003.1	XP_015174711.1
OG0000411	NP_730248.2	XP_015183849.1
OG0000411	NP_570017.1	XP_015189262.1
OG0000412	NP_001246627.1	XP_015191503.1
OG0000413	NP_523375.2	XP_015191329.1, XP_015191331.1, XP_015191330.1
OG0000415	NP_733403.1	XP_015174243.1
OG0000416	NP_995952.1, NP_476818.1	XP_015172129.1
OG0000417	NP_001097759.1	XP_015175825.1, XP_015175859.1
OG0000418	NP_001247272.1	XP_015184074.1, XP_015184073.1
OG0000418	NP_001246512.1	XP_015175385.1
OG0000419	NP_001260362.1, NP_001285558.1	XP_015177458.1, XP_015177457.1
OG0000420	NP_726324.3	XP_015181420.1
OG0000420	NP_001245543.1	XP_015181419.1
OG0000421	NP_477105.2	XP_015180338.1
OG0000423	NP_651694.1	XP_015173683.1
OG0000424	NP_725192.2, NP_001036538.3, NP_001036539.1	XP_015173446.1
OG0000425	NP_647811.2	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1
OG0000426	NP_001163740.1	XP_015178943.1, XP_015178944.1, XP_015178945.1
OG0000427	NP_001286728.1, NP_001286726.1	XP_015175837.1
OG0000427	NP_732572.1	XP_015179186.1
OG0000428	NP_001097741.1	XP_015186351.1
OG0000429	NP_788728.1	XP_015182920.1
OG0000430	NP_001286094.1	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1
OG0000431	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1	XP_015171179.1, XP_015171182.1
OG0000432	NP_001260310.1	XP_015190207.1
OG0000434	NP_001261100.1	XP_015178277.1
OG0000436	NP_001246364.1	XP_015182179.1
OG0000436	NP_651178.1	XP_015180038.1
OG0000437	NP_001287127.1	XP_015176927.1
OG0000438	NP_650405.2	XP_015184824.1, XP_015179976.1
OG0000439	NP_647622.1, NP_001261264.1	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1
OG0000440	NP_650722.1, NP_650720.1, NP_001260388.1	XP_015176418.1
OG0000441	NP_001162891.1	XP_015174801.1
OG0000442	NP_001259518.1	XP_015178722.1, XP_015178721.1
OG0000443	NP_001260942.1, NP_610331.1	XP_015178167.1
OG0000444	NP_609032.1	XP_015177117.1, XP_015177118.1, XP_015177116.1
OG0000445	NP_723044.1	XP_015179205.1
OG0000445	NP_001260071.1	XP_015179206.1
OG0000446	NP_001263109.1	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1
OG0000447	NP_727696.2	XP_015183158.1, XP_015183157.1, XP_015183156.1
OG0000448	NP_651721.1	XP_015182614.1, XP_015182606.1, XP_015182597.1
OG0000449	NP_001246778.1, NP_001246777.1	XP_015183775.1, XP_015183773.1
OG0000450	NP_001189329.1, NP_001027415.1	XP_015171123.1
OG0000451	NP_609750.1, NP_730966.1	XP_015172179.1
OG0000452	NP_001260946.1	XP_015183772.1
OG0000452	NP_001286988.1	XP_015175979.1
OG0000453	NP_001246225.1	XP_015172208.1, XP_015172207.1
OG0000454	NP_610614.1	XP_015175549.1
OG0000456	NP_608737.1, NP_651434.3	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1
OG0000457	NP_001368957.1	XP_015182902.1
OG0000458	NP_611606.1	XP_015175800.1
OG0000459	NP_001356963.1	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1
OG0000460	NP_001015261.3	XP_015181394.1
OG0000461	NP_001285280.1	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1
OG0000462	NP_001261842.1	XP_015178560.1, XP_015178559.1
OG0000464	NP_651860.2, NP_733051.2	XP_015190554.1, XP_015190767.1
OG0000466	NP_609172.1	XP_015186604.1
OG0000467	NP_001246713.1	XP_015188253.1, XP_015188252.1, XP_015188251.1, XP_015188257.1, XP_015188256.1, XP_015188255.1, XP_015188254.1
OG0000468	NP_001260343.1	XP_015187171.1, XP_015187167.1
OG0000469	NP_651781.1	XP_015171607.1
OG0000470	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2	XP_015173543.1, XP_015173542.1, XP_015173541.1, XP_015173540.1, XP_015173545.1, XP_015173544.1
OG0000471	NP_001188992.1	XP_015185649.1, XP_015185648.1, XP_015185647.1
OG0000472	NP_001285147.1	XP_015185084.1
OG0000475	NP_609588.1	XP_015181248.1
OG0000476	NP_001285980.1	XP_015173211.1
OG0000477	NP_728869.1	XP_015190123.1
OG0000478	NP_001027127.1	XP_015182315.1
OG0000479	NP_524809.2	XP_015182767.1
OG0000480	NP_001027106.1, NP_511050.1, NP_728924.2	XP_015182359.1
OG0000482	NP_001368949.1	XP_015181543.1
OG0000483	NP_610217.1, NP_611859.1	XP_015184934.1, XP_015184933.1
OG0000484	NP_001163649.1	XP_015173280.1, XP_015173278.1
OG0000485	NP_001286073.1, NP_001286071.1	XP_015177478.1
OG0000486	NP_611374.1	XP_015175277.1
OG0000487	NP_651901.3	XP_015188388.1, XP_015188389.1, XP_015188390.1
OG0000488	NP_001286563.1	XP_015190452.1, XP_015190451.1
OG0000489	NP_001284957.1	XP_015175904.1, XP_015175906.1, XP_015175905.1, XP_015175903.1, XP_015175902.1
OG0000490	NP_001287103.1	XP_015178097.1
OG0000492	NP_001036362.1	XP_015188688.1
OG0000493	NP_996214.1	XP_015177031.1, XP_015177042.1
OG0000495	NP_612040.1	XP_015182063.1
OG0000496	NP_523937.2	XP_015186575.1
OG0000497	NP_001036687.1	XP_015190639.1, XP_015190640.1
OG0000497	NP_001261016.1	XP_015186732.1
OG0000498	NP_611046.2	XP_015175025.1, XP_015175023.1, XP_015175024.1
OG0000500	NP_001245427.1	XP_015191578.1
OG0000501	NP_001261211.1	XP_015181826.1
OG0000501	NP_001261207.1	XP_015181954.1
OG0000502	NP_610226.2	XP_015177168.1
OG0000503	NP_001163291.1	XP_015191090.1, XP_015191088.1, XP_015191087.1
OG0000504	NP_477213.1, NP_609349.1	XP_015172635.1
OG0000505	NP_001285501.1	XP_015191857.1
OG0000506	NP_001334747.1	XP_015190400.1, XP_015175789.1, XP_015175788.1, XP_015175791.1, XP_015175790.1, XP_015175793.1
OG0000507	NP_001033959.1, NP_001033839.1, NP_726308.1	XP_015171471.1
OG0000508	NP_001287331.1, NP_001188841.1	XP_015183031.1
OG0000509	NP_523768.1, NP_001286518.1, NP_477262.1	XP_015187013.1
OG0000510	NP_001246792.1	XP_015179474.1
OG0000513	NP_610051.2	XP_015175840.1
OG0000516	NP_476699.1	XP_015190498.1
OG0000517	NP_732486.2	XP_015189099.1, XP_015181380.1
OG0000518	NP_001137633.1	XP_015179647.1, XP_015179648.1, XP_015179649.1
OG0000519	NP_648378.1	XP_015185214.1
OG0000520	NP_609115.1	XP_015175185.1
OG0000520	NP_647817.2	XP_015175037.1, XP_015175038.1
OG0000522	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1	XP_015178697.1
OG0000523	NP_001286646.1, NP_001369113.1	XP_015182265.1, XP_015182279.1, XP_015182347.1
OG0000525	NP_001263050.1	XP_015184198.1, XP_015184199.1, XP_015184200.1, XP_015184201.1, XP_015184202.1
OG0000526	NP_610483.1	XP_015190607.1
OG0000526	NP_001246039.1	XP_015191120.1
OG0000528	NP_650142.1, NP_608978.2	XP_015173596.1
OG0000529	NP_722721.1	XP_015180779.1, XP_015174000.1
OG0000530	NP_523957.1	XP_015172268.1
OG0000530	NP_001287054.1	XP_015172277.1
OG0000533	NP_726548.1	XP_015187513.1, XP_015187512.1
OG0000536	NP_731632.1	XP_015190937.1
OG0000536	NP_524406.1	XP_015188262.1
OG0000537	NP_001246303.1	XP_015188368.1
OG0000538	NP_001137782.1	XP_015191382.1
OG0000540	NP_729446.1	XP_015188027.1
OG0000541	NP_651714.1	XP_015184399.1, XP_015184400.1, XP_015184401.1, XP_015184397.1
OG0000543	NP_001259662.1	XP_015176987.1
OG0000544	NP_001260884.1	XP_015184916.1
OG0000545	NP_001014494.1, NP_001014493.2, NP_001014492.2	XP_015190238.1
OG0000546	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1	XP_015182760.1, XP_015182761.1, XP_015182762.1
OG0000547	NP_511062.1	XP_015181073.1
OG0000548	NP_648127.1, NP_648126.1	XP_015179381.1
OG0000551	NP_001259638.1, NP_573191.1	XP_015183166.1
OG0000552	NP_001286811.1	XP_015180360.1
OG0000553	NP_001189023.1	XP_015171078.1, XP_015171077.1
OG0000554	NP_651415.1	XP_015177001.1, XP_015175654.1, XP_015175655.1
OG0000555	NP_611172.1	XP_015178311.1
OG0000555	NP_001259584.1, NP_001033936.1	XP_015178478.1
OG0000556	NP_647674.1	XP_015186802.1
OG0000557	NP_573098.1	XP_015175082.1, XP_015175084.1
OG0000558	NP_650732.1	XP_015179999.1
OG0000559	NP_001285224.1	XP_015179651.1, XP_015179617.1, XP_015179643.1, XP_015179626.1, XP_015179633.1
OG0000560	NP_001287513.1	XP_015179179.1, XP_015179183.1, XP_015179178.1, XP_015179180.1, XP_015179181.1, XP_015179184.1
OG0000561	NP_648220.1	XP_015174740.1
OG0000562	NP_648523.1	XP_015186798.1
OG0000562	NP_477210.1	XP_015186797.1
OG0000563	NP_648501.1	XP_015181608.1, XP_015181602.1
OG0000565	NP_001286175.1	XP_015183282.1, XP_015172078.1
OG0000566	NP_648610.1, NP_001262027.1, NP_649076.1, NP_648612.1	XP_015184609.1, XP_015184612.1, XP_015184608.1
OG0000567	NP_001284997.1	XP_015191148.1, XP_015190709.1
OG0000568	NP_477170.1	XP_015171473.1, XP_015171472.1, XP_015171474.1
OG0000569	NP_524233.1	XP_015191638.1
OG0000571	NP_524625.3	XP_015172394.1, XP_015172391.1
OG0000572	NP_001033956.2	XP_015171168.1, XP_015171161.1
OG0000573	NP_001260658.1	XP_015181562.1
OG0000574	NP_610901.1	XP_015180242.1, XP_015180241.1, XP_015182202.1
OG0000575	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2	XP_015182669.1, XP_015182785.1, XP_015182670.1
OG0000576	NP_001285799.1	XP_015177938.1, XP_015177939.1, XP_015177937.1
OG0000579	NP_001096880.1	XP_015172231.1, XP_015172238.1, XP_015172236.1, XP_015172237.1, XP_015172234.1, XP_015172233.1, XP_015172235.1
OG0000582	NP_647703.1	XP_015188411.1, XP_015188412.1
OG0000584	NP_731825.1	XP_015181615.1
OG0000585	NP_001262720.1	XP_015174406.1, XP_015191542.1
OG0000586	NP_001285420.1, NP_477101.1	XP_015186252.1
OG0000587	NP_001247005.1	XP_015186935.1, XP_015186936.1, XP_015186934.1, XP_015186938.1
OG0000588	NP_477442.1	XP_015183027.1, XP_015183026.1
OG0000589	NP_608365.1, NP_648309.1	XP_015184062.1
OG0000591	NP_001246992.1	XP_015188885.1
OG0000591	NP_476947.1	XP_015180278.1
OG0000593	NP_001261723.1	XP_015178586.1
OG0000594	NP_649931.1	XP_015174738.1
OG0000595	NP_001260766.1	XP_015174684.1
OG0000595	NP_650716.2	XP_015183505.1
OG0000596	NP_524734.2	XP_015182399.1, XP_015182406.1
OG0000598	NP_722858.1	XP_015186100.1
OG0000599	NP_731390.1, NP_001163573.1	XP_015188527.1, XP_015188534.1
OG0000601	NP_649628.2	XP_015173235.1
OG0000601	NP_649627.1	XP_015173236.1
OG0000602	NP_572182.1	XP_015171451.1
OG0000603	NP_649556.3	XP_015181038.1, XP_015181037.1
OG0000604	NP_001247314.1, NP_001262985.1	XP_015184462.1, XP_015184463.1
OG0000605	NP_611872.1	XP_015176873.1, XP_015176874.1
OG0000607	NP_610730.1	XP_015191727.1, XP_015191728.1, XP_015191729.1, XP_015191726.1
OG0000609	NP_524612.2	XP_015189358.1
OG0000611	NP_001014525.1	XP_015181298.1, XP_015181297.1, XP_015181296.1
OG0000612	NP_001137800.1	XP_015179263.1
OG0000613	NP_001285721.1	XP_015188507.1
OG0000614	NP_001036762.2, NP_001015499.4	XP_015187538.1
OG0000614	NP_001262793.1	XP_015174915.1
OG0000616	NP_610925.3	XP_015184088.1, XP_015184091.1
OG0000619	NP_650283.1	XP_015190413.1, XP_015190412.1, XP_015190415.1, XP_015190414.1
OG0000620	NP_001262966.1	XP_015172097.1
OG0000621	NP_608616.2	XP_015189145.1, XP_015189144.1, XP_015189143.1, XP_015189142.1
OG0000622	NP_001260824.1	XP_015184720.1
OG0000623	NP_651455.1	XP_015186678.1, XP_015186677.1, XP_015186679.1
OG0000624	NP_608663.1, NP_608668.2	XP_015183343.1, XP_015183349.1
OG0000625	NP_523364.2	XP_015186903.1, XP_015186904.1, XP_015186905.1
OG0000626	NP_001286578.1	XP_015183650.1, XP_015183649.1, XP_015183645.1, XP_015183646.1, XP_015183647.1, XP_015183648.1
OG0000627	NP_650034.1, NP_001246511.1	XP_015180643.1, XP_015180644.1
OG0000629	NP_476685.1	XP_015177997.1
OG0000631	NP_001188974.1, NP_001261083.1	XP_015177364.1
OG0000632	NP_648413.1	XP_015172160.1, XP_015172161.1, XP_015172162.1
OG0000633	NP_611209.1	XP_015183047.1, XP_015183046.1
OG0000634	NP_523566.4	XP_015185676.1
OG0000634	NP_001285932.1	XP_015185639.1
OG0000635	NP_609594.2	XP_015184631.1, XP_015181540.1, XP_015181564.1
OG0000636	NP_001036454.1	XP_015178010.1
OG0000637	NP_570060.1, NP_731045.1	XP_015173254.1
OG0000638	NP_001015096.2	XP_015191322.1, XP_015191317.1
OG0000639	NP_524132.1	XP_015187910.1, XP_015187909.1, XP_015187911.1
OG0000640	NP_001284902.1, NP_647886.2	XP_015186374.1
OG0000641	NP_611356.1	XP_015180654.1
OG0000642	NP_001286255.1	XP_015181404.1, XP_015181405.1
OG0000643	NP_651971.2	XP_015173274.1
OG0000643	NP_572287.1	XP_015173275.1
OG0000644	NP_524980.1	XP_015188700.1, XP_015188699.1
OG0000645	NP_573262.2	XP_015188661.1
OG0000645	NP_650014.2	XP_015175009.1
OG0000646	NP_572168.1, NP_612043.1	XP_015172229.1
OG0000647	NP_001356889.1	XP_015187418.1, XP_015187419.1
OG0000648	NP_608842.1	XP_015172564.1
OG0000648	NP_001162713.1	XP_015173778.1
OG0000649	NP_001286294.1	XP_015182725.1, XP_015182709.1, XP_015182700.1, XP_015182718.1, XP_015182691.1
OG0000650	NP_001097359.1	XP_015177656.1
OG0000651	NP_001260456.1	XP_015186623.1
OG0000651	NP_001033810.1	XP_015187789.1
OG0000653	NP_001261074.1	XP_015184478.1
OG0000654	NP_001287006.1	XP_015185844.1, XP_015183230.1
OG0000655	NP_001163538.1	XP_015189604.1, XP_015189586.1, XP_015189599.1
OG0000656	NP_001261425.1	XP_015175864.1
OG0000657	NP_648927.1, NP_001287089.1	XP_015183362.1
OG0000659	NP_001246461.1	XP_015182064.1, XP_015182065.1
OG0000660	NP_001286912.1, NP_647694.1, NP_647696.1, NP_001246563.1, NP_649302.1, NP_649301.1	XP_015180142.1
OG0000661	NP_001027277.1	XP_015179223.1
OG0000662	NP_001138085.1, NP_524311.1, NP_001287203.1	XP_015181970.1
OG0000663	NP_001260375.1	XP_015177064.1, XP_015177062.1, XP_015177068.1
OG0000664	NP_001246470.1	XP_015174258.1
OG0000665	NP_001263042.1, NP_524700.1	XP_015184641.1
OG0000667	NP_001188798.2	XP_015188831.1
OG0000668	NP_611056.2	XP_015189393.1
OG0000669	NP_001262614.1	XP_015186031.1
OG0000670	NP_731439.2, NP_649975.1, NP_649976.1	XP_015179260.1
OG0000671	NP_724597.1	XP_015185728.1
OG0000672	NP_001260445.1	XP_015176566.1, XP_015176565.1, XP_015176600.1
OG0000673	NP_609360.2	XP_015189488.1, XP_015189486.1, XP_015189489.1
OG0000674	NP_731246.2	XP_015175773.1, XP_015187094.1
OG0000677	NP_001245993.1	XP_015172889.1, XP_015172888.1, XP_015172884.1, XP_015172890.1
OG0000680	NP_610503.1	XP_015181835.1
OG0000681	NP_524039.2	XP_015177157.1
OG0000682	NP_995934.1	XP_015176964.1
OG0000683	NP_001260332.1	XP_015178545.1
OG0000685	NP_001259876.1	XP_015186626.1
OG0000686	NP_511083.1	XP_015186259.1
OG0000687	NP_001261678.1, NP_723089.1	XP_015180013.1
OG0000688	NP_001163328.1	XP_015172768.1, XP_015172770.1, XP_015172769.1, XP_015172771.1
OG0000689	NP_001260096.1, NP_608926.2	XP_015173020.1
OG0000690	NP_647626.1	XP_015185113.1
OG0000691	NP_477053.2, NP_477052.2	XP_015184030.1
OG0000692	NP_650341.1, NP_725236.1, NP_523722.1	XP_015175100.1, XP_015175099.1, XP_015175101.1, XP_015175098.1
OG0000693	NP_001260093.1	XP_015186916.1, XP_015186887.1, XP_015186878.1, XP_015186870.1, XP_015186907.1, XP_015186897.1
OG0000694	NP_724749.1	XP_015181364.1
OG0000695	NP_001286573.1	XP_015186274.1, XP_015186273.1
OG0000696	NP_001285937.1, NP_001162752.1	XP_015188314.1, XP_015188340.1, XP_015188347.1, XP_015188365.1, XP_015188355.1, XP_015188323.1, XP_015188332.1
OG0000697	NP_001303575.1	XP_015181407.1
OG0000698	NP_611302.1	XP_015184506.1
OG0000699	NP_733186.2	XP_015179117.1
OG0000703	NP_001162772.1	XP_015180074.1, XP_015180072.1, XP_015180071.1, XP_015180075.1
OG0000704	NP_001096849.1	XP_015179716.1
OG0000705	NP_001162692.1	XP_015183007.1
OG0000706	NP_648109.1	XP_015186669.1
OG0000707	NP_610366.1, NP_724665.1, NP_610370.1	XP_015184241.1, XP_015184240.1
OG0000708	NP_001263072.1	XP_015179149.1
OG0000711	NP_608535.1	XP_015175488.1
OG0000712	NP_001162742.1	XP_015184996.1, XP_015184992.1
OG0000713	NP_001246834.1	XP_015173455.1
OG0000714	NP_995592.2	XP_015191354.1, XP_015191358.1
OG0000715	NP_001014681.2	XP_015180973.1, XP_015180975.1, XP_015180971.1
OG0000716	NP_523891.2	XP_015185112.1
OG0000717	NP_610992.2, NP_610453.1	XP_015190318.1
OG0000718	NP_001245421.1	XP_015172333.1
OG0000719	NP_001259898.1	XP_015184347.1, XP_015184348.1, XP_015184349.1, XP_015184351.1, XP_015184352.1, XP_015184350.1
OG0000720	NP_001287256.1	XP_015183286.1
OG0000720	NP_001104482.3	XP_015190628.1
OG0000721	NP_651772.1	XP_015174375.1
OG0000722	NP_648450.3	XP_015171285.1
OG0000722	NP_648449.1	XP_015171283.1, XP_015171284.1
OG0000723	NP_001162833.1	XP_015180385.1, XP_015180374.1
OG0000724	NP_659571.1, NP_651755.2	XP_015179218.1, XP_015179211.1, XP_015179216.1
OG0000726	NP_524345.2, NP_650308.3, NP_525020.2, NP_524130.1, NP_610977.1, NP_649006.2	XP_015176244.1
OG0000727	NP_609353.1	XP_015188819.1, XP_015188820.1
OG0000728	NP_609684.1, NP_609682.1, NP_001285912.1, NP_995706.1	XP_015181373.1, XP_015183596.1, XP_015181385.1
OG0000729	NP_569856.2, NP_001285773.1	XP_015184372.1
OG0000730	NP_647684.1	XP_015188769.1, XP_015188775.1
OG0000736	NP_001246827.1, NP_611609.1	XP_015172347.1
OG0000737	NP_001247276.1	XP_015176140.1, XP_015176143.1, XP_015176141.1
OG0000738	NP_732137.1	XP_015185037.1
OG0000739	NP_001260011.1	XP_015174351.1
OG0000740	NP_001286363.1	XP_015186238.1, XP_015186254.1, XP_015186246.1
OG0000741	NP_001188684.1, NP_001259930.1, NP_609812.1	XP_015187999.1
OG0000742	NP_001260632.1	XP_015178589.1
OG0000744	NP_001263008.1	XP_015179932.1
OG0000745	NP_001246361.1	XP_015179849.1, XP_015179852.1, XP_015179850.1
OG0000746	NP_001259437.1	XP_015177864.1
OG0000747	NP_001259751.2	XP_015189222.1, XP_015189230.1
OG0000748	NP_726528.2	XP_015183127.1
OG0000749	NP_524880.2	XP_015180980.1
OG0000750	NP_001261995.1	XP_015185680.1
OG0000751	NP_001163178.1	XP_015186057.1
OG0000751	NP_001260265.1	XP_015176176.1
OG0000753	NP_001263143.1	XP_015176325.1
OG0000754	NP_001287589.1	XP_015181776.1, XP_015177253.1
OG0000755	NP_650723.1	XP_015191582.1
OG0000757	NP_609103.1	XP_015181657.1
