Orthogroup	Drosophila_melanogaster	Megalopta_genalis
OG0000296	NP_573076.1, NP_001096988.2	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1
OG0000297	NP_651265.1	XP_033333032.1
OG0000298	NP_650963.2	XP_033332751.1
OG0000300	NP_648000.1	XP_033330944.1, XP_033330952.1
OG0000301	NP_572721.1	XP_033338889.1
OG0000301	NP_525031.1	XP_033324485.1
OG0000302	NP_730054.1	XP_033325932.1
OG0000303	NP_609514.1, NP_730670.1, NP_572924.1, NP_730671.1, NP_648026.1	XP_033324369.1
OG0000304	NP_788277.1	XP_033330323.1, XP_033330324.1
OG0000305	NP_001284764.1, NP_650013.3, NP_650012.2	XP_033333019.1, XP_033333018.1
OG0000307	NP_650089.1	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1
OG0000308	NP_001261704.1	XP_033339580.1
OG0000309	NP_651063.1	XP_033335528.1, XP_033335529.1, XP_033335530.1, XP_033335531.1
OG0000310	NP_001286754.1	XP_033334256.1
OG0000311	NP_477380.1	XP_033337519.1
OG0000312	NP_001286891.1	XP_033333350.1, XP_033333343.1, XP_033333334.1
OG0000313	NP_001262580.1, NP_727588.2	XP_033337549.1
OG0000316	NP_723502.2, NP_611157.1	XP_033325064.1
OG0000316	NP_611470.1	XP_033338014.1
OG0000317	NP_732413.1	XP_033342872.1
OG0000318	NP_609354.1	XP_033326372.1
OG0000319	NP_523751.2	XP_033342398.1
OG0000320	NP_001285825.1, NP_476734.1	XP_033336473.1
OG0000321	NP_523551.1	XP_033330361.1, XP_033330369.1
OG0000322	NP_996040.1	XP_033331478.1
OG0000322	NP_649068.1	XP_033331858.1
OG0000323	NP_524359.2	XP_033334479.1
OG0000324	NP_001189070.1	XP_033327142.1
OG0000326	NP_001246635.1	XP_033338031.1, XP_033338510.1
OG0000327	NP_001246651.1	XP_033334453.1, XP_033334451.1, XP_033334444.1
OG0000330	NP_523672.1	XP_033333717.1
OG0000331	NP_572986.1, NP_001285254.1, NP_001285253.1	XP_033329059.1, XP_033329058.1, XP_033329045.1
OG0000332	NP_651838.1	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1
OG0000333	NP_731787.1, NP_650273.2, NP_650274.2	XP_033337087.1, XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1
OG0000334	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1
OG0000335	NP_649526.2	XP_033335567.1
OG0000335	NP_608439.2, NP_001285956.1	XP_033332464.1, XP_033332465.1
OG0000336	NP_001286141.1	XP_033337673.1, XP_033331264.1
OG0000337	NP_001097630.2	XP_033342461.1, XP_033342457.1
OG0000338	NP_001303553.1, NP_728030.2	XP_033331225.1
OG0000338	NP_001245442.1, NP_001285408.1	XP_033324257.1
OG0000339	NP_649788.2	XP_033325334.1, XP_033339228.1, XP_033339229.1
OG0000339	NP_001245907.1	XP_033327360.1
OG0000340	NP_726025.1, NP_611123.2	XP_033323924.1, XP_033323925.1
OG0000341	NP_001284896.1	XP_033321344.1, XP_033321342.1, XP_033321343.1
OG0000342	NP_649266.1	XP_033342494.1, XP_033342493.1
OG0000344	NP_001246528.1	XP_033326206.1
OG0000345	NP_610946.1	XP_033321632.1, XP_033321633.1
OG0000347	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1	XP_033330462.1, XP_033330463.1, XP_033330464.1
OG0000349	NP_650967.2	XP_033335477.1, XP_033335476.1
OG0000350	NP_726992.2	XP_033334792.1, XP_033334791.1, XP_033334793.1
OG0000351	NP_001286398.1	XP_033321872.1
OG0000352	NP_001259266.1	XP_033337368.1, XP_033337357.1, XP_033337377.1
OG0000356	NP_001163468.1, NP_728338.2	XP_033327806.1, XP_033327931.1
OG0000357	NP_001137674.2	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1
OG0000358	NP_001286927.1	XP_033331922.1, XP_033331923.1, XP_033331924.1
OG0000360	NP_001246235.1	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1
OG0000361	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2	XP_033341565.1
OG0000362	NP_647710.1	XP_033340390.1
OG0000362	NP_523888.1	XP_033340391.1, XP_033339880.1
OG0000363	NP_609157.3	XP_033323986.1
OG0000363	NP_651519.1, NP_610707.2, NP_651999.1	XP_033329962.1
OG0000364	NP_001245832.1, NP_523936.2, NP_572633.1	XP_033324355.1, XP_033324358.1, XP_033324357.1
OG0000365	NP_729619.1	XP_033324466.1, XP_033324465.1, XP_033324464.1
OG0000367	NP_001286000.1	XP_033325763.1
OG0000368	NP_001285984.1	XP_033338295.1
OG0000369	NP_649024.1	XP_033324659.1, XP_033324658.1, XP_033328412.1
OG0000370	NP_648711.1	XP_033334080.1
OG0000370	NP_001356925.1	XP_033333961.1
OG0000372	NP_788925.2, NP_728118.2	XP_033341826.1, XP_033342202.1
OG0000375	NP_001262227.1	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1
OG0000377	NP_476977.1	XP_033334283.1, XP_033334282.1
OG0000379	NP_001162668.2	XP_033327134.1
OG0000380	NP_524672.1	XP_033325213.1, XP_033325212.1
OG0000381	NP_727418.1	XP_033333404.1
OG0000381	NP_001262919.1, NP_524921.1, NP_524937.1	XP_033341763.1
OG0000382	NP_001259313.1, NP_610213.1	XP_033330424.1, XP_033336938.1
OG0000383	NP_001163142.1	XP_033326692.1, XP_033331288.1
OG0000385	NP_611305.1	XP_033339858.1, XP_033326784.1, XP_033326778.1, XP_033326780.1, XP_033322795.1
OG0000386	NP_001259349.1	XP_033330592.1, XP_033330589.1, XP_033330588.1
OG0000387	NP_608955.1	XP_033334973.1
OG0000388	NP_001285744.1	XP_033337333.1
OG0000388	NP_523952.2	XP_033342462.1
OG0000389	NP_651184.1	XP_033328963.1, XP_033328964.1, XP_033328962.1, XP_033340021.1
OG0000390	NP_001036599.1	XP_033333470.1, XP_033333336.1, XP_033333337.1
OG0000394	NP_001285181.1, NP_569887.1, NP_001259118.1	XP_033329400.1
OG0000395	NP_001262738.1	XP_033333739.1, XP_033333737.1, XP_033328128.1
OG0000396	NP_609571.1, NP_572912.1, NP_001285222.1	XP_033340552.1, XP_033340553.1
OG0000397	NP_649233.2	XP_033331799.1, XP_033331803.1, XP_033331800.1, XP_033331802.1, XP_033331801.1, XP_033331798.1
OG0000398	NP_611475.3	XP_033339584.1, XP_033339585.1
OG0000399	NP_001285311.1	XP_033337545.1
OG0000400	NP_001259479.1	XP_033338969.1
OG0000401	NP_651350.2	XP_033323822.1, XP_033323821.1, XP_033323823.1, XP_033323824.1
OG0000403	NP_723263.2	XP_033341474.1, XP_033341487.1, XP_033341483.1, XP_033341477.1
OG0000405	NP_609402.1	XP_033331406.1
OG0000405	NP_723611.1	XP_033340878.1
OG0000406	NP_650571.2	XP_033326903.1
OG0000406	NP_649888.1	XP_033326905.1
OG0000407	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1	XP_033339709.1, XP_033339708.1, XP_033339704.1, XP_033339706.1
OG0000408	NP_001097137.1	XP_033340149.1
OG0000408	NP_001261876.1	XP_033328629.1
OG0000409	NP_001247003.1	XP_033326835.1
OG0000411	NP_730248.2	XP_033328282.1, XP_033328283.1
OG0000411	NP_570017.1	XP_033340163.1, XP_033340162.1, XP_033340164.1
OG0000412	NP_001246627.1	XP_033335682.1
OG0000412	NP_573357.1, NP_001259699.1	XP_033334185.1
OG0000413	NP_523375.2	XP_033341233.1
OG0000415	NP_733403.1	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1
OG0000416	NP_995952.1, NP_476818.1	XP_033328960.1, XP_033329936.1, XP_033329943.1
OG0000417	NP_001097759.1	XP_033332360.1
OG0000417	NP_001246053.1	XP_033340803.1
OG0000418	NP_001247272.1	XP_033326354.1
OG0000418	NP_001246512.1	XP_033320820.1
OG0000419	NP_001260362.1, NP_001285558.1	XP_033323941.1
OG0000420	NP_726324.3	XP_033337078.1
OG0000420	NP_001245543.1	XP_033337385.1
OG0000421	NP_477105.2	XP_033326257.1, XP_033326283.1
OG0000422	NP_001260025.1	XP_033324136.1, XP_033324135.1
OG0000423	NP_651694.1	XP_033338056.1, XP_033338096.1
OG0000425	NP_647811.2	XP_033325468.1, XP_033325469.1, XP_033325470.1
OG0000426	NP_001163740.1	XP_033333225.1, XP_033333222.1, XP_033333223.1, XP_033333221.1, XP_033333226.1
OG0000427	NP_001286728.1, NP_001286726.1	XP_033341724.1, XP_033331808.1
OG0000427	NP_732572.1	XP_033337247.1
OG0000428	NP_001263092.1	XP_033321321.1
OG0000428	NP_001097741.1	XP_033324548.1
OG0000429	NP_788728.1	XP_033324519.1, XP_033324510.1, XP_033324524.1, XP_033324531.1, XP_033324539.1
OG0000430	NP_001286094.1	XP_033321267.1, XP_033328948.1, XP_033328949.1, XP_033340094.1, XP_033340095.1
OG0000431	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1	XP_033337768.1
OG0000432	NP_001260310.1	XP_033332572.1, XP_033332573.1, XP_033332575.1, XP_033332574.1
OG0000433	NP_001137612.1, NP_001014501.1	XP_033330252.1
OG0000434	NP_001261100.1	XP_033326415.1, XP_033326414.1
OG0000436	NP_001246364.1	XP_033337321.1
OG0000436	NP_651178.1	XP_033337326.1
OG0000437	NP_001287127.1	XP_033331313.1, XP_033331312.1
OG0000438	NP_650405.2	XP_033324097.1, XP_033339198.1
OG0000439	NP_647622.1, NP_001261264.1	XP_033332150.1
OG0000440	NP_651672.1	XP_033324009.1
OG0000440	NP_650722.1, NP_650720.1, NP_001260388.1	XP_033334735.1, XP_033334733.1
OG0000441	NP_001162891.1	XP_033322096.1, XP_033322105.1
OG0000442	NP_001259518.1	XP_033339025.1
OG0000443	NP_001260942.1, NP_610331.1	XP_033331891.1, XP_033331890.1, XP_033331889.1
OG0000444	NP_609032.1	XP_033342393.1
OG0000445	NP_723044.1	XP_033331384.1
OG0000445	NP_001260071.1	XP_033331385.1
OG0000446	NP_001263109.1	XP_033322264.1, XP_033322265.1, XP_033322267.1, XP_033322266.1, XP_033322263.1
OG0000447	NP_727696.2	XP_033330353.1, XP_033330352.1, XP_033330351.1, XP_033330350.1, XP_033330349.1, XP_033330348.1
OG0000448	NP_651721.1	XP_033324622.1
OG0000449	NP_001246778.1, NP_001246777.1	XP_033342964.1, XP_033342965.1, XP_033342969.1, XP_033342968.1, XP_033342966.1
OG0000451	NP_609750.1, NP_730966.1	XP_033332904.1, XP_033332902.1, XP_033332901.1, XP_033332900.1, XP_033332896.1, XP_033332898.1, XP_033332899.1, XP_033332906.1, XP_033332905.1
OG0000452	NP_001260946.1	XP_033334868.1
OG0000453	NP_001246225.1	XP_033336214.1, XP_033336213.1
OG0000454	NP_610614.1	XP_033330005.1, XP_033330008.1, XP_033330009.1, XP_033330006.1, XP_033330007.1, XP_033330004.1
OG0000456	NP_608737.1, NP_651434.3	XP_033330146.1, XP_033330137.1
OG0000457	NP_001368957.1	XP_033335430.1
OG0000458	NP_611606.1	XP_033328637.1, XP_033328638.1, XP_033328636.1
OG0000459	NP_001356963.1	XP_033325805.1, XP_033325806.1, XP_033325807.1
OG0000460	NP_001015261.3	XP_033341288.1
OG0000461	NP_001285280.1	XP_033332022.1
OG0000462	NP_001261842.1	XP_033341672.1
OG0000463	NP_001245447.1, NP_001096965.1	XP_033341359.1
OG0000464	NP_651860.2, NP_733051.2	XP_033328780.1
OG0000466	NP_609172.1	XP_033329584.1, XP_033329585.1
OG0000467	NP_001246713.1	XP_033342293.1
OG0000468	NP_001260343.1	XP_033324601.1
OG0000469	NP_651781.1	XP_033329737.1
OG0000471	NP_001188992.1	XP_033339218.1
OG0000472	NP_001285147.1	XP_033328401.1
OG0000475	NP_609588.1	XP_033321264.1, XP_033321270.1
OG0000476	NP_001285980.1	XP_033336742.1
OG0000477	NP_728869.1	XP_033328757.1
OG0000478	NP_001027127.1	XP_033320817.1
OG0000479	NP_524809.2	XP_033342911.1, XP_033342910.1, XP_033342909.1, XP_033342913.1, XP_033342912.1
OG0000482	NP_001368949.1, NP_001097060.1, NP_001036339.1, NP_001260521.1	XP_033328862.1
OG0000483	NP_610217.1, NP_611859.1	XP_033341123.1
OG0000484	NP_001163649.1	XP_033340160.1, XP_033340166.1
OG0000485	NP_001286073.1, NP_001286071.1	XP_033323497.1, XP_033323494.1, XP_033323495.1, XP_033323496.1
OG0000486	NP_611374.1	XP_033328473.1
OG0000487	NP_651901.3	XP_033331132.1, XP_033331134.1
OG0000488	NP_001286563.1	XP_033324532.1
OG0000489	NP_001284957.1	XP_033339645.1, XP_033339644.1, XP_033339641.1, XP_033339642.1, XP_033339646.1
OG0000490	NP_001287103.1	XP_033342588.1, XP_033342589.1, XP_033342586.1, XP_033342587.1, XP_033342595.1, XP_033342594.1, XP_033342593.1, XP_033342590.1
OG0000491	NP_788278.1, NP_523702.1	XP_033323235.1, XP_033323237.1
OG0000492	NP_001036362.1	XP_033331284.1
OG0000493	NP_996214.1	XP_033325441.1
OG0000495	NP_612040.1	XP_033331878.1
OG0000496	NP_523937.2	XP_033328484.1, XP_033328483.1, XP_033328487.1, XP_033328486.1, XP_033328485.1
OG0000497	NP_001036687.1	XP_033325459.1
OG0000497	NP_001261016.1	XP_033324151.1
OG0000498	NP_611046.2	XP_033330331.1
OG0000500	NP_001245427.1	XP_033323761.1, XP_033331065.1, XP_033331064.1, XP_033331066.1, XP_033331067.1
OG0000501	NP_001261211.1	XP_033330095.1, XP_033330102.1
OG0000501	NP_001261207.1	XP_033330020.1
OG0000502	NP_610226.2	XP_033321904.1
OG0000504	NP_477213.1, NP_609349.1	XP_033321826.1, XP_033321898.1
OG0000505	NP_001285501.1	XP_033336261.1, XP_033335776.1
OG0000506	NP_001334747.1	XP_033342068.1, XP_033337807.1
OG0000507	NP_001033959.1, NP_001033839.1, NP_726308.1	XP_033334190.1, XP_033334144.1, XP_033334143.1
OG0000508	NP_001287331.1, NP_001188841.1	XP_033332192.1
OG0000509	NP_523768.1, NP_001286518.1, NP_477262.1	XP_033323421.1, XP_033323422.1
OG0000510	NP_001246792.1	XP_033341585.1
OG0000513	NP_610051.2	XP_033331805.1, XP_033331794.1
OG0000516	NP_476699.1	XP_033341862.1, XP_033341863.1
OG0000517	NP_732486.2	XP_033326006.1, XP_033331700.1
OG0000518	NP_001137633.1	XP_033336300.1
OG0000519	NP_648378.1	XP_033325255.1, XP_033325256.1, XP_033325257.1
OG0000520	NP_609115.1	XP_033331904.1
OG0000521	NP_001303469.1	XP_033331648.1
OG0000522	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1	XP_033339431.1
OG0000523	NP_001286646.1, NP_001369113.1	XP_033328675.1, XP_033328663.1
OG0000524	NP_649370.1, NP_649374.1	XP_033326050.1
OG0000525	NP_001263050.1	XP_033335468.1
OG0000526	NP_610483.1	XP_033333233.1
OG0000526	NP_001246039.1	XP_033322964.1
OG0000528	NP_650142.1, NP_608978.2	XP_033325038.1
OG0000529	NP_722721.1	XP_033325205.1, XP_033325206.1, XP_033333044.1
OG0000530	NP_523957.1	XP_033335815.1
OG0000530	NP_001287054.1	XP_033335811.1
OG0000533	NP_726548.1	XP_033340772.1, XP_033340771.1, XP_033340767.1, XP_033340766.1, XP_033340770.1, XP_033340768.1
OG0000536	NP_524406.1	XP_033323934.1
OG0000537	NP_001246303.1	XP_033328017.1
OG0000538	NP_001137782.1	XP_033325729.1
OG0000540	NP_648284.1	XP_033323613.1, XP_033323615.1, XP_033323614.1
OG0000540	NP_729446.1	XP_033324627.1
OG0000541	NP_651714.1	XP_033328580.1
OG0000543	NP_001259662.1	XP_033329982.1
OG0000544	NP_001260884.1	XP_033321116.1
OG0000545	NP_001014494.1, NP_001014493.2, NP_001014492.2	XP_033324781.1, XP_033325397.1, XP_033325408.1
OG0000546	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1	XP_033338199.1, XP_033338423.1
OG0000547	NP_511062.1	XP_033340518.1, XP_033340517.1
OG0000548	NP_648127.1, NP_648126.1	XP_033322303.1, XP_033322302.1
OG0000551	NP_001259638.1, NP_573191.1	XP_033328489.1
OG0000552	NP_001286811.1	XP_033340089.1
OG0000553	NP_001189023.1	XP_033329235.1
OG0000554	NP_651415.1	XP_033339104.1, XP_033339100.1, XP_033339101.1, XP_033339099.1, XP_033339102.1, XP_033339103.1, XP_033339106.1, XP_033342105.1
OG0000555	NP_611172.1	XP_033325423.1
OG0000555	NP_001259584.1, NP_001033936.1	XP_033341064.1
OG0000556	NP_647674.1	XP_033328245.1
OG0000557	NP_573098.1	XP_033332381.1
OG0000558	NP_650732.1	XP_033321144.1
OG0000559	NP_001285224.1	XP_033338737.1
OG0000560	NP_001287513.1	XP_033339919.1
OG0000561	NP_001285680.1	XP_033333203.1
OG0000561	NP_648220.1	XP_033333205.1
OG0000562	NP_648523.1	XP_033321926.1
OG0000562	NP_477210.1	XP_033321921.1, XP_033321920.1
OG0000563	NP_648501.1	XP_033328048.1, XP_033328050.1, XP_033328047.1, XP_033328046.1
OG0000564	NP_001097215.1	XP_033342660.1, XP_033342659.1, XP_033342658.1, XP_033342657.1, XP_033342656.1, XP_033342655.1
OG0000565	NP_001286175.1	XP_033336591.1, XP_033341984.1
OG0000566	NP_648610.1, NP_001262027.1, NP_649076.1, NP_648612.1	XP_033340031.1
OG0000567	NP_001284997.1	XP_033335040.1, XP_033341388.1
OG0000568	NP_477170.1	XP_033332637.1
OG0000569	NP_524209.3	XP_033326224.1
OG0000569	NP_524233.1	XP_033334454.1
OG0000570	NP_572801.2	XP_033330611.1, XP_033330604.1
OG0000571	NP_524625.3	XP_033335624.1, XP_033335628.1
OG0000572	NP_001033956.2	XP_033323408.1
OG0000573	NP_001260658.1	XP_033329849.1
OG0000574	NP_610901.1	XP_033332557.1, XP_033330327.1, XP_033330328.1
OG0000575	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2	XP_033338321.1, XP_033338213.1
OG0000576	NP_001285799.1	XP_033335232.1
OG0000579	NP_001096880.1	XP_033322951.1, XP_033323045.1
OG0000582	NP_647703.1	XP_033324329.1
OG0000584	NP_731825.1	XP_033342376.1
OG0000585	NP_001262720.1	XP_033338157.1, XP_033338155.1, XP_033338156.1, XP_033338154.1, XP_033326688.1
OG0000586	NP_001285420.1, NP_477101.1	XP_033329827.1
OG0000587	NP_001247005.1	XP_033328577.1, XP_033328552.1, XP_033328584.1, XP_033328561.1, XP_033328569.1, XP_033328592.1
OG0000588	NP_477442.1	XP_033338617.1, XP_033338616.1, XP_033338842.1, XP_033339847.1
OG0000589	NP_608365.1, NP_648309.1	XP_033340292.1
OG0000591	NP_001246992.1	XP_033321368.1
OG0000591	NP_476947.1	XP_033338994.1
OG0000593	NP_001261723.1	XP_033330825.1, XP_033330824.1, XP_033339927.1, XP_033330387.1
OG0000594	NP_649931.1	XP_033333198.1
OG0000595	NP_001260766.1	XP_033324913.1
OG0000595	NP_650716.2	XP_033324914.1
OG0000596	NP_524734.2	XP_033337990.1
OG0000597	NP_648493.3	XP_033340945.1
OG0000598	NP_722858.1	XP_033337617.1
OG0000599	NP_731390.1, NP_001163573.1	XP_033328931.1, XP_033328934.1, XP_033328935.1
OG0000601	NP_649628.2	XP_033340226.1
OG0000601	NP_649627.1	XP_033340693.1, XP_033340700.1
OG0000602	NP_572182.1	XP_033331127.1
OG0000603	NP_649556.3	XP_033324599.1, XP_033324600.1, XP_033324596.1, XP_033324595.1, XP_033324598.1, XP_033324597.1
OG0000605	NP_001138087.1	XP_033331508.1
OG0000607	NP_610730.1	XP_033336685.1
OG0000609	NP_524612.2	XP_033337270.1, XP_033337268.1, XP_033337269.1, XP_033337267.1, XP_033337266.1, XP_033337265.1
OG0000611	NP_001014525.1	XP_033342815.1, XP_033342822.1, XP_033342829.1
OG0000612	NP_001137800.1	XP_033330450.1
OG0000613	NP_001285721.1	XP_033341407.1, XP_033341403.1
OG0000614	NP_001036762.2, NP_001015499.4	XP_033323893.1
OG0000614	NP_001262793.1	XP_033341681.1
OG0000616	NP_610925.3	XP_033341926.1, XP_033341920.1, XP_033341924.1
OG0000619	NP_650283.1	XP_033326699.1, XP_033326698.1
OG0000620	NP_001262966.1	XP_033322176.1, XP_033322177.1, XP_033322183.1, XP_033322184.1
OG0000621	NP_608616.2	XP_033334927.1
OG0000622	NP_001260824.1	XP_033342925.1, XP_033342933.1, XP_033342916.1, XP_033342888.1, XP_033342897.1, XP_033342942.1, XP_033342906.1
OG0000623	NP_651455.1	XP_033326272.1, XP_033326273.1, XP_033326271.1, XP_033326270.1, XP_033326269.1
OG0000624	NP_608663.1, NP_608668.2	XP_033323554.1
OG0000625	NP_523364.2	XP_033322740.1
OG0000626	NP_001286578.1	XP_033331342.1
OG0000627	NP_650034.1, NP_001246511.1	XP_033335037.1
OG0000629	NP_476685.1	XP_033330421.1, XP_033330423.1
OG0000631	NP_001188974.1, NP_001261083.1	XP_033336680.1
OG0000632	NP_648413.1	XP_033331564.1, XP_033331541.1, XP_033331533.1, XP_033331557.1, XP_033331549.1
OG0000633	NP_611209.1	XP_033336532.1
OG0000634	NP_523566.4	XP_033322603.1
OG0000634	NP_001285932.1	XP_033323098.1
OG0000635	NP_609594.2	XP_033329436.1, XP_033333558.1
OG0000636	NP_001036454.1	XP_033330425.1
OG0000637	NP_570060.1, NP_731045.1	XP_033323739.1, XP_033323740.1, XP_033323741.1
OG0000638	NP_001015096.2	XP_033335936.1, XP_033335945.1
OG0000640	NP_001284902.1, NP_647886.2	XP_033330900.1, XP_033330894.1, XP_033330908.1, XP_033330884.1
OG0000641	NP_611356.1	XP_033340563.1
OG0000642	NP_001286255.1	XP_033337880.1, XP_033337888.1
OG0000643	NP_651971.2	XP_033323760.1
OG0000643	NP_572287.1	XP_033323759.1
OG0000644	NP_524980.1	XP_033321544.1, XP_033321545.1
OG0000645	NP_573262.2	XP_033337310.1
OG0000645	NP_650014.2	XP_033337386.1, XP_033337387.1
OG0000646	NP_572168.1, NP_612043.1	XP_033323039.1, XP_033323040.1, XP_033323037.1, XP_033323038.1, XP_033323043.1, XP_033323041.1, XP_033323042.1
OG0000647	NP_001356889.1	XP_033339123.1, XP_033339122.1, XP_033339126.1, XP_033339124.1, XP_033339125.1
OG0000648	NP_001162713.1	XP_033331363.1
OG0000649	NP_001286294.1	XP_033325757.1, XP_033325752.1
OG0000650	NP_001097359.1	XP_033330388.1
OG0000651	NP_001260456.1	XP_033329175.1, XP_033329174.1
OG0000653	NP_001261074.1	XP_033328200.1, XP_033328201.1, XP_033328199.1, XP_033328198.1
OG0000654	NP_001287006.1	XP_033330829.1, XP_033322482.1
OG0000655	NP_001163538.1	XP_033337784.1, XP_033337769.1
OG0000656	NP_001261425.1	XP_033323047.1
OG0000657	NP_648927.1, NP_001287089.1	XP_033342066.1, XP_033342063.1, XP_033342064.1
OG0000659	NP_001246461.1	XP_033326124.1, XP_033326121.1, XP_033339907.1, XP_033326089.1, XP_033326090.1
OG0000660	NP_001286912.1, NP_647694.1, NP_647696.1, NP_001246563.1, NP_649302.1, NP_649301.1	XP_033321847.1, XP_033321848.1, XP_033321849.1, XP_033321850.1, XP_033321846.1
OG0000661	NP_001027277.1	XP_033339365.1
OG0000662	NP_001138085.1, NP_524311.1, NP_001287203.1	XP_033343097.1
OG0000663	NP_001260375.1	XP_033334574.1, XP_033334509.1
OG0000664	NP_001246470.1	XP_033321359.1
OG0000665	NP_001263042.1, NP_524700.1	XP_033323956.1
OG0000667	NP_001188798.2	XP_033340373.1, XP_033340374.1, XP_033340375.1, XP_033340372.1
OG0000668	NP_611056.2	XP_033329923.1
OG0000669	NP_001262614.1	XP_033337796.1, XP_033337797.1, XP_033337798.1
OG0000670	NP_731439.2, NP_649975.1, NP_649976.1	XP_033337163.1
OG0000671	NP_724597.1	XP_033329799.1, XP_033329800.1
OG0000672	NP_001260445.1	XP_033333980.1, XP_033333981.1, XP_033332798.1
OG0000673	NP_609360.2	XP_033342206.1
OG0000674	NP_731246.2	XP_033341382.1, XP_033333172.1
OG0000677	NP_001245993.1	XP_033321401.1, XP_033321397.1, XP_033321400.1
OG0000680	NP_610503.1	XP_033330342.1, XP_033330341.1, XP_033330339.1, XP_033330338.1, XP_033330337.1
OG0000681	NP_524039.2	XP_033323668.1
