Orthogroup	Drosophila_melanogaster	Acyrthosiphon_pisum
OG0000233	NP_001284927.1, NP_572297.1, NP_727067.1, NP_572298.1	XP_001947951.2, XP_029343172.1
OG0000234	NP_726740.1, NP_649880.1, NP_649881.1	XP_001948143.1
OG0000235	NP_001261046.1	XP_001952457.1, XP_016662192.1
OG0000236	NP_524368.5, NP_524407.1, NP_524398.1	XP_016661843.1, XP_008185403.1
OG0000237	NP_723721.1, NP_523863.1, NP_523862.1	XP_008186243.2, XP_029346011.1
OG0000241	NP_001097059.1, NP_647821.2, NP_001285749.1	NP_001155771.1
OG0000243	NP_608584.1, NP_523761.2	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1
OG0000244	NP_610117.1	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1
OG0000245	NP_476812.1, NP_610443.1, NP_524760.1	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1
OG0000246	NP_724163.1	XP_001950555.2
OG0000246	NP_476592.1	XP_001950143.1
OG0000247	NP_651898.2, NP_001096949.1, NP_649833.1, NP_648548.1	XP_029344228.1, XP_029345461.1, XP_008184353.2
OG0000248	NP_649074.2	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1
OG0000248	NP_001137727.2	XP_008188587.2
OG0000249	NP_572996.1, NP_732904.2	XP_016665112.1
OG0000251	NP_524526.1	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1
OG0000252	NP_730950.2	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2
OG0000253	NP_001162737.1	NP_001280380.1
OG0000253	NP_649536.1, NP_608697.1	XP_016662429.1
OG0000254	NP_732295.1	XP_029344545.1, XP_016656660.1
OG0000254	NP_001368946.1	XP_001944239.2, XP_003240062.1, XP_008180377.1
OG0000255	NP_001033900.2, NP_572436.1	XP_003244428.2
OG0000256	NP_732900.1	XP_001951894.2, XP_029341156.1
OG0000257	NP_001262861.1	XP_003246666.1
OG0000257	NP_001287485.1	XP_003248173.1
OG0000260	NP_001261383.1	XP_001950434.1
OG0000260	NP_572306.1	XP_016659711.1
OG0000261	NP_001286161.1, NP_610318.1, NP_610319.2	NP_001155383.1
OG0000263	NP_001285111.1	NP_001155556.1, XP_008180933.1
OG0000264	NP_001033939.2	NP_001156153.1
OG0000264	NP_476735.1	NP_001156243.1
OG0000265	NP_726038.1	XP_008179776.1, XP_016663154.1
OG0000266	NP_524387.1	XP_003240676.1, XP_001948034.1
OG0000266	NP_001285202.1	XP_008186329.1, NP_001280475.1
OG0000268	NP_001285901.1, NP_001262995.1	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1
OG0000269	NP_001284901.1	XP_001943745.1
OG0000270	NP_001034048.2	XP_029345241.1, XP_001948521.2
OG0000270	NP_001163596.2	XP_029346495.1, XP_001944827.2
OG0000271	NP_001014620.1, NP_731788.1, NP_731790.1	XP_008186229.1
OG0000272	NP_995675.1	XP_016665096.1, XP_016665095.1
OG0000272	NP_001162795.1, NP_001356885.1	XP_029346328.1, XP_016662315.1
OG0000273	NP_001097437.1	XP_016664122.1
OG0000274	NP_001014485.3	XP_029346089.1
OG0000274	NP_001036681.1	XP_029346856.1
OG0000275	NP_648909.1	XP_008179793.1, NP_001156725.1
OG0000276	NP_001014558.1, NP_001033984.1, NP_001285685.1, NP_001033983.1, NP_651173.2, NP_651174.2, NP_610507.1, NP_724813.1, NP_610510.2, NP_001284816.1, NP_001245486.2, NP_572313.1, NP_649535.2	XP_001946172.1
OG0000277	NP_647800.1	XP_001946581.1
OG0000278	NP_612039.1, NP_647794.1	XP_008186457.1, XP_029342789.1, XP_001947217.2
OG0000279	NP_001137708.2, NP_001356890.1	XP_003249025.3, XP_001949725.2
OG0000280	NP_001260503.1	XP_016657008.1, XP_029347945.1, XP_016657000.1
OG0000281	NP_001350861.1	XP_008179649.2
OG0000284	NP_727448.1	NP_001155502.1
OG0000284	NP_001259432.1	NP_001165432.1
OG0000285	NP_001188680.1	XP_001942945.2
OG0000285	NP_001163186.1	NP_001155560.1, XP_008179924.1
OG0000286	NP_729792.1	XP_016661131.1, NP_001280318.1
OG0000287	NP_001036660.1	NP_001313583.1
OG0000287	NP_001260729.1	XP_003241653.1
OG0000288	NP_476934.2	XP_003245506.1
OG0000288	NP_001188784.1	XP_001942634.2
OG0000289	NP_001303316.1	XP_003246644.1, XP_029343790.1, XP_001943261.1
OG0000290	NP_611414.1, NP_001261088.1, NP_001261089.1, NP_001246418.1, NP_001261090.1, NP_611418.1, NP_725142.3, NP_725141.1, NP_725143.1, NP_001260918.1, NP_788335.2	XP_016659221.1
OG0000291	NP_648883.1, NP_648882.1	XP_001950838.2
OG0000292	NP_612066.1, NP_001245573.1	XP_029346347.1
OG0000295	NP_611878.1	NP_001155488.1
OG0000296	NP_573076.1, NP_001096988.2	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1
OG0000297	NP_651357.1, NP_570016.1, NP_651358.4, NP_001287525.1	XP_001947537.1
OG0000297	NP_651265.1	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1
OG0000298	NP_650963.2	NP_001232973.1, XP_008186594.1
OG0000300	NP_648000.1	XP_001943999.2
OG0000300	NP_001285398.1	XP_001944983.2
OG0000301	NP_572721.1	XP_001944205.2
OG0000301	NP_525031.1	XP_008181889.1
OG0000302	NP_001246314.1	XP_003240620.1
OG0000302	NP_730054.1	XP_001944852.2
OG0000303	NP_609514.1, NP_730670.1, NP_572924.1, NP_730671.1, NP_648026.1	XP_029342096.1, XP_001948339.2, XP_029341254.1
OG0000304	NP_788277.1	XP_001949605.1
OG0000305	NP_001284764.1, NP_650013.3, NP_650012.2	XP_001950929.2, XP_029344333.1
OG0000307	NP_650089.1	XP_008185684.1, XP_008185680.1
OG0000311	NP_477380.1	NP_001119633.3, XP_001950423.2
OG0000312	NP_001286891.1	NP_001155477.1
OG0000313	NP_001262580.1, NP_727588.2	XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1
OG0000314	NP_611815.3	XP_001949676.1, XP_016665120.1
OG0000314	NP_001287244.1	XP_008189786.1, NP_001155636.1
OG0000316	NP_723502.2, NP_611157.1	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1
OG0000316	NP_611470.1	XP_001946148.2
OG0000317	NP_732413.1	XP_001943954.1
OG0000318	NP_611119.1	XP_008180052.1, XP_008180053.1, XP_008180054.1, XP_016657503.1, XP_001944081.2, XP_008180056.1, XP_029342133.1, XP_001951977.1
OG0000318	NP_609354.1	XP_001946391.1, XP_029347084.1
OG0000319	NP_523751.2	XP_029345590.1, XP_001945303.1
OG0000320	NP_001285825.1, NP_476734.1	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1
OG0000321	NP_523551.1	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1
OG0000322	NP_996040.1	XP_003244377.1
OG0000322	NP_649068.1	XP_003241550.1
OG0000323	NP_524359.2	XP_008186397.1
OG0000324	NP_001162819.1, NP_001189070.1	XP_008186869.1
OG0000326	NP_001246635.1	XP_029343584.1
OG0000327	NP_001246651.1	XP_029344255.1, XP_029344257.1, XP_029344259.1
OG0000332	NP_651838.1	NP_001156093.1
OG0000333	NP_731787.1, NP_650273.2, NP_650274.2	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1
OG0000334	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1	NP_001233012.1
OG0000335	NP_649526.2, NP_608439.2, NP_001285956.1, NP_001015401.1	NP_001280436.1
OG0000336	NP_001286141.1	XP_001944889.1
OG0000337	NP_001097630.2	XP_001945953.2
OG0000338	NP_001303553.1, NP_728030.2, NP_001245442.1, NP_001285408.1	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1
OG0000339	NP_649788.2	XP_001951491.1
OG0000339	NP_001245907.1	XP_001952053.1, XP_008184766.1
OG0000340	NP_726025.1, NP_611123.2	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2, XP_029342378.1, XP_029340944.1, XP_029341480.1, XP_029341666.1
OG0000341	NP_001284896.1	XP_016658787.1, XP_016658761.1, XP_003240047.1
OG0000342	NP_649266.1	XP_003244576.2
OG0000343	NP_001287571.1	XP_008178969.2, XP_008178970.2, XP_029346679.1
OG0000343	NP_001262181.1	XP_008181491.1
OG0000344	NP_001246528.1	XP_008180648.1
OG0000345	NP_610946.1	XP_008183479.1
OG0000347	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1	XP_016658988.1
OG0000349	NP_650967.2	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1
OG0000350	NP_726992.2	XP_029346452.1
OG0000356	NP_001163468.1, NP_728338.2	XP_008181612.1, NP_001153533.1
OG0000357	NP_001137674.2	XP_008179483.1, NP_001153852.1
OG0000358	NP_001286927.1	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1
OG0000360	NP_001246235.1	XP_029344378.1, XP_001943379.1
OG0000361	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2	XP_016662090.1, XP_001944543.2
OG0000362	NP_647710.1	XP_001945004.2
OG0000362	NP_523888.1	XP_016659074.1, XP_001944949.2
OG0000363	NP_609157.3	XP_001949431.1
OG0000363	NP_651519.1, NP_610707.2, NP_651999.1	XP_001949637.1, XP_001947106.2
OG0000364	NP_001245832.1, NP_523936.2, NP_572633.1	XP_001949061.2
OG0000365	NP_729619.1	XP_003241353.1
OG0000366	NP_001261898.1	XP_029346263.1, XP_016663911.1
OG0000367	NP_001286000.1	XP_029341559.1
OG0000368	NP_001260509.1, NP_001285984.1	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1
OG0000369	NP_649024.1	XP_001943004.2, XP_001943611.1
OG0000370	NP_648711.1	XP_016664382.1
OG0000372	NP_788925.2, NP_728118.2	XP_003242425.1
OG0000375	NP_001262227.1	XP_008182314.2
OG0000376	NP_611476.3	XP_008185153.1
OG0000377	NP_476977.1	XP_008189819.1
OG0000378	NP_996298.1	XP_029342427.1
OG0000379	NP_001162668.2	XP_029344225.1, XP_029344226.1, XP_029344227.1
OG0000381	NP_727418.1	XP_001944422.1
OG0000381	NP_001262919.1, NP_524921.1, NP_524937.1	XP_001945902.2
OG0000382	NP_001259313.1, NP_610213.1	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1
OG0000383	NP_001163142.1	XP_001946138.2
OG0000384	NP_001189151.1	XP_001948311.2, XP_029346600.1
OG0000384	NP_001188547.1	XP_016656417.1, XP_008178646.1, XP_008178647.1
OG0000385	NP_611305.1	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1
OG0000386	NP_001259349.1	XP_001949230.2, XP_029342856.1, XP_029342854.1
OG0000387	NP_608955.1, NP_001262088.1	XP_001949903.1, XP_029342415.1
OG0000388	NP_001285744.1	XP_001950440.1
OG0000388	NP_523952.2	XP_001950495.1
OG0000389	NP_651184.1	XP_001950486.2, XP_008182516.1
OG0000390	NP_001262485.1	XP_003247852.1, XP_008187983.1
OG0000390	NP_001036599.1	XP_008187641.1, XP_008187645.1
OG0000394	NP_001285181.1, NP_569887.1, NP_001259118.1	XP_029342189.1, XP_008185056.1
OG0000395	NP_001262738.1	XP_029345118.1, XP_029345120.1, XP_029345119.1, XP_008185423.1
OG0000396	NP_609571.1, NP_572912.1, NP_001285222.1	XP_029343296.1, XP_008187965.1
OG0000397	NP_649233.2	XP_016658097.1
OG0000398	NP_611475.3	XP_016658330.1, XP_016662388.1
OG0000399	NP_001285311.1	XP_029343899.1, XP_029343897.1
OG0000405	NP_609402.1, NP_723611.1	NP_001155436.1
OG0000406	NP_650571.2	NP_001233090.1
OG0000406	NP_649888.1	XP_001948752.2, NP_001155579.1
OG0000407	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1	NP_001155820.1
OG0000408	NP_001097137.1	XP_008181014.1
OG0000408	NP_001261876.1	NP_001156125.1
OG0000409	NP_001247003.1	NP_001233114.1
OG0000411	NP_730248.2	XP_001950696.1
OG0000411	NP_570017.1	XP_001943590.2
OG0000412	NP_001246627.1, NP_649445.3, NP_573357.1, NP_001259699.1	XP_001943813.2
OG0000413	NP_523375.2	XP_001943927.1
OG0000415	NP_733403.1	XP_001946323.1, XP_008186249.2
OG0000416	NP_995952.1, NP_476818.1	XP_001946589.2
OG0000417	NP_001097759.1	XP_029342090.1, XP_029346635.1
OG0000417	NP_001246053.1	XP_008183804.1, XP_001948381.2
OG0000418	NP_001247272.1	XP_003248209.1, XP_001948821.1
OG0000418	NP_001246512.1	XP_008183261.1
OG0000419	NP_001260362.1, NP_001285558.1	XP_001949820.1, XP_008182810.1
OG0000420	NP_726324.3, NP_001245543.1	XP_001951592.1
OG0000421	NP_477105.2	XP_001952351.1
OG0000422	NP_001260025.1	XP_029343422.1, XP_003240036.1
OG0000423	NP_651694.1	XP_003244943.1
OG0000424	NP_725192.2, NP_001036538.3, NP_001036539.1	XP_008178836.1
OG0000425	NP_647811.2	XP_008182785.1
OG0000426	NP_001163740.1	XP_008184733.1
OG0000427	NP_001286728.1, NP_001286726.1	XP_008186677.1
OG0000427	NP_732572.1	XP_016658325.1
OG0000428	NP_001263092.1	XP_029347163.1, XP_008188845.1
OG0000428	NP_001097741.1	XP_029346680.1
OG0000429	NP_788728.1	XP_029341827.1
OG0000436	NP_001246364.1	NP_001156218.1, XP_008190188.1
OG0000436	NP_651178.1	XP_008178871.1
OG0000437	NP_001287127.1	NP_001233035.1, XP_008185851.1
OG0000438	NP_001247098.1	XP_029342206.1, XP_001944230.1
OG0000438	NP_650405.2	XP_029340966.1, NP_001280392.1
OG0000439	NP_647622.1, NP_001261264.1	XP_001942570.1, XP_016657731.1
OG0000440	NP_651672.1, NP_650722.1, NP_650720.1, NP_001260388.1, NP_725837.1	XP_001942580.2, XP_016659788.1
OG0000441	NP_609592.1, NP_608952.2, NP_001162891.1	XP_001942661.1, XP_029346655.1
OG0000442	NP_001259518.1	XP_001942867.2
OG0000443	NP_001260942.1, NP_610331.1	XP_029341360.1, XP_029341358.1, XP_016659770.1, XP_016659771.1, XP_029347456.1, XP_029347416.1, XP_016661199.1, XP_001947561.2, XP_008183316.1, XP_029341187.1, XP_001944412.2, XP_029341376.1, XP_003248512.2, XP_001948997.1, XP_029347418.1
OG0000444	NP_609032.1	XP_001944680.1
OG0000445	NP_723044.1	XP_001947747.2
OG0000445	NP_001260071.1	XP_001951336.2, XP_008188005.2
OG0000446	NP_001263109.1	XP_001948595.1
OG0000447	NP_727696.2	XP_001948711.2, XP_008180133.1
OG0000448	NP_651721.1	XP_008182788.1, XP_003244318.1, XP_001949326.1, XP_029343895.1
OG0000449	NP_001246778.1, NP_001246777.1	XP_016657987.1, XP_001950351.1
OG0000450	NP_001189329.1, NP_001027415.1	XP_029346527.1, XP_001951822.2
OG0000451	NP_609750.1, NP_730966.1	XP_001952700.2
OG0000452	NP_001260946.1	XP_008180644.1, XP_008180645.1, XP_008180643.1
OG0000452	NP_001286988.1	XP_003240691.1
OG0000453	NP_001246225.1	XP_003243118.1
OG0000454	NP_610614.1	XP_003243419.1, XP_008181420.1, XP_008181421.1
OG0000456	NP_608737.1, NP_651434.3	XP_003244188.1, XP_016655925.1
OG0000457	NP_001368957.1	XP_008183896.1, XP_016660552.1, XP_029343084.1, XP_008183895.1, XP_008183894.1, XP_016660551.1, XP_003245097.1
OG0000458	NP_611606.1	XP_003247036.2
OG0000459	NP_001356963.1	XP_008178719.1
OG0000460	NP_001104467.2, NP_001015257.2, NP_001015261.3	XP_008180950.1
OG0000461	NP_001285280.1	XP_008187909.2
OG0000462	NP_001261842.1	XP_008188422.1
OG0000463	NP_001245447.1, NP_001096965.1	XP_016655975.1
OG0000464	NP_647826.2, NP_651860.2, NP_733051.2	XP_016659460.1
OG0000466	NP_609172.1	XP_016664343.1
OG0000467	NP_001246713.1	XP_029341946.1
OG0000468	NP_001260343.1	XP_029343179.1
OG0000475	NP_609588.1, NP_649643.1, NP_651050.1, NP_651051.1, NP_476998.1, NP_649644.1	NP_001155500.1, XP_008186946.1, XP_008185283.1, XP_001947882.2, NP_001161422.1, XP_001949401.4
OG0000476	NP_001285980.1	XP_001943729.1, XP_016663095.1, NP_001156251.1, XP_003244299.1, XP_016658235.2
OG0000477	NP_728869.1	NP_001280361.1, XP_008187021.1
OG0000478	NP_001027127.1	NP_001280419.1
OG0000479	NP_524809.2	XP_001942569.2, XP_003248982.3
OG0000480	NP_001027106.1, NP_511050.1, NP_728924.2	XP_001942787.2, XP_016662919.1, XP_008186707.1, XP_029344591.1, XP_029344590.1
OG0000482	NP_001368949.1	XP_001943945.2
OG0000482	NP_001097060.1, NP_001036339.1	XP_016659378.1
OG0000482	NP_001260521.1	XP_001950950.1
OG0000483	NP_610217.1, NP_611859.1	XP_001946449.1, XP_001944207.1
OG0000484	NP_001163649.1	XP_001944913.2, XP_001949051.2, XP_029345896.1
OG0000485	NP_001286073.1, NP_001286071.1	XP_016659832.1, XP_001946395.2
OG0000486	NP_611374.1	XP_001946484.1
OG0000487	NP_651901.3	XP_001946657.4
OG0000488	NP_001286563.1	XP_016661074.1, XP_016657699.1, XP_001947034.1, XP_016657697.1, XP_029345349.1, XP_016656731.1
OG0000489	NP_001284957.1	XP_001948090.1
OG0000490	NP_001287103.1	XP_001948446.1
OG0000491	NP_788278.1, NP_523702.1	XP_029345020.1, XP_001948797.2
OG0000492	NP_001036362.1	XP_001949862.1, XP_003243665.1, XP_029346769.1
OG0000493	NP_996214.1	XP_001950924.1
OG0000494	NP_611728.1, NP_611841.1	XP_003241142.1
OG0000495	NP_612040.1	XP_029348624.1
OG0000496	NP_523937.2	XP_001952719.2
OG0000497	NP_001036687.1	XP_003242591.1
OG0000497	NP_001261016.1	XP_003244296.1
OG0000498	NP_611046.2	XP_016659293.1, XP_003247153.1
OG0000499	NP_001189271.1, NP_001245858.1, NP_001285594.1, NP_608799.1, NP_001036330.1, NP_001162863.1, NP_608798.1, NP_723444.2, NP_732865.2, NP_651145.2, NP_001097810.1, NP_001260009.1, NP_001285593.1, NP_001285595.1, NP_608802.2, NP_608803.2, NP_001334671.1, NP_610430.1	XP_003247303.1
OG0000500	NP_001245427.1	XP_008178689.1
OG0000501	NP_001261211.1	XP_029341662.1, XP_029341370.1, XP_016657046.1
OG0000501	NP_001261207.1	XP_008183546.1
OG0000502	NP_610226.2, NP_724489.1	XP_008183726.1
OG0000503	NP_001163291.1	XP_008186252.1
OG0000504	NP_477213.1, NP_609349.1	XP_008187060.2
OG0000505	NP_001285501.1, NP_001259745.1	XP_016660620.1
OG0000506	NP_001334747.1	XP_029342869.1, XP_029342870.1
OG0000516	NP_476699.1	NP_001155401.1
OG0000517	NP_649495.1, NP_732486.2	XP_008181724.1, NP_001156105.1, NP_001155509.1, XP_008189433.2, XP_001943189.2, XP_003241190.1
OG0000518	NP_001137633.1	XP_008184004.1, NP_001155635.1
OG0000519	NP_648378.1	NP_001156110.1
OG0000520	NP_609115.1	NP_001156168.1
OG0000520	NP_647817.2	XP_001944755.4
OG0000521	NP_649380.1, NP_001303469.1	NP_001156836.1, XP_003248597.4, XP_016664153.1, XP_016664155.1, XP_003248120.2, XP_016664154.1, XP_003248118.2, XP_003248109.2, XP_008188350.1, XP_016664818.2, XP_029341139.1, XP_003243936.2, XP_003248556.2
OG0000522	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1	XP_001942648.2, XP_016656931.1, XP_029343768.1, XP_029343766.1, XP_029343765.1, XP_001942700.2
OG0000523	NP_001286646.1, NP_001369113.1	XP_001943221.2, XP_029348269.1, XP_029346547.1
OG0000524	NP_001260948.1, NP_649370.1, NP_649374.1	XP_016659141.2, XP_001952716.1, XP_029346814.1, XP_001943408.2, XP_029346187.1, XP_001944168.2
OG0000525	NP_001263050.1	XP_001944463.1
OG0000526	NP_610483.1, NP_001246039.1	XP_001946463.2, XP_001949359.2
OG0000528	NP_650142.1, NP_608978.2	XP_001952133.1, XP_001948549.1, XP_008183196.1, XP_029345833.1, XP_029346543.1, XP_001947370.2
OG0000529	NP_722721.1	XP_001948161.1, XP_016655758.1
OG0000530	NP_523957.1	XP_016660077.1, XP_029341308.1
OG0000530	NP_001287054.1	XP_029341162.1, XP_001948635.1
OG0000531	NP_788446.2, NP_728521.1, NP_788462.2, NP_788394.1, NP_001286526.1, NP_648181.2, NP_788325.2, NP_731791.2, NP_788473.1, NP_731479.3, NP_612029.1, NP_001261182.1	XP_029347411.1
OG0000533	NP_726548.1	XP_003246614.1
OG0000536	NP_731632.1	XP_016662970.1
OG0000536	NP_524406.1	XP_029343473.1, XP_008178628.1, XP_029341398.1
OG0000537	NP_001246303.1	XP_008180502.1
OG0000537	NP_001188817.2, NP_001260486.1	XP_016664622.1
OG0000538	NP_001137782.1, NP_001097131.2	XP_008181269.1
OG0000540	NP_648284.1, NP_729446.1	XP_008185527.1
OG0000541	NP_651714.1	XP_008186894.1, XP_008188891.1
OG0000543	NP_001259662.1	XP_029342046.1, XP_016656843.1
OG0000544	NP_647761.1, NP_648389.3, NP_001260884.1	XP_016660589.1
OG0000551	NP_001259638.1, NP_573191.1	XP_001951455.1, NP_001119648.1
OG0000551	NP_723383.1	XP_029347567.1
OG0000552	NP_001286811.1	NP_001119649.1, XP_029342990.1, XP_016661164.1, XP_029342991.1, XP_029342989.1, XP_016661165.1
OG0000553	NP_001189023.1	NP_001191883.1
OG0000554	NP_651415.1	XP_008187575.1, NP_001280349.1
OG0000555	NP_611172.1, NP_001259584.1, NP_001033936.1	XP_001943052.1, XP_029348327.1, XP_008178644.1, NP_001280403.1
OG0000556	NP_647674.1	XP_001944253.1
OG0000557	NP_573098.1	XP_029347272.1, XP_001944299.2, XP_003245550.1, XP_008184580.1
OG0000558	NP_650732.1	XP_001949231.1, XP_001945992.1
OG0000559	NP_001285224.1	XP_001947194.1, XP_001947237.1
OG0000560	NP_001287513.1	XP_001948149.1
OG0000561	NP_001285680.1	XP_001948592.1, XP_008188807.2, XP_029347783.1
OG0000561	NP_648220.1	XP_008178984.1
OG0000562	NP_648523.1, NP_477210.1	XP_001950339.2
OG0000563	NP_648501.1	XP_001952016.2, XP_008190012.1, XP_008190013.1
OG0000564	NP_001097215.1	XP_003240399.1
OG0000565	NP_001286175.1	XP_003242459.1, XP_016662147.1, XP_016662144.1
OG0000566	NP_648610.1, NP_001262027.1, NP_649076.1, NP_648612.1	XP_029342033.1, XP_003242652.1
OG0000567	NP_001284997.1	XP_003244447.1, XP_016659775.2
OG0000568	NP_477170.1	XP_003246264.1
OG0000569	NP_524209.3, NP_524233.1	XP_003247517.1, XP_016663472.1, XP_029346544.1
OG0000570	NP_572801.2	XP_008183161.1
OG0000571	NP_524625.3	XP_029344041.1, XP_029344046.1
OG0000572	NP_001033956.2	XP_029346603.1
OG0000582	NP_725208.1	XP_016659091.1
OG0000582	NP_647703.1	XP_016660284.1, XP_016660285.1, XP_008183584.1, XP_001950854.1, XP_029343251.1, XP_029343252.1, XP_029343253.1, XP_029343255.1, XP_029343254.1, XP_008183585.1, NP_001280323.1, XP_029342001.1, XP_008179951.1, NP_001155374.1, XP_003246890.1, XP_008186557.1
