Orthogroup	Aedes_aegypti	Nasonia_vitripennis
OG0000164	XP_021710131.1, XP_021698765.1	XP_016843433.1, XP_031785500.1
OG0000164	XP_001654887.2, XP_021701278.1, XP_001654888.2, XP_021697710.1, XP_021695328.1	XP_031777945.1, XP_016843278.1, XP_031780582.1, XP_031777892.1, XP_031777902.1, XP_031780583.1
OG0000165	XP_021704115.1, XP_021704136.1, XP_021704202.1	XP_008211085.1
OG0000166	XP_021694247.1, XP_021704926.1, XP_021704934.1, XP_021704935.1	XP_032458153.1, XP_031777661.1, XP_031777675.1, XP_032458168.1
OG0000168	XP_021712003.1, XP_021699894.1	XP_008207992.2
OG0000170	XP_001654345.1	XP_032453170.1
OG0000170	XP_021699236.1	XP_001604322.2, XP_016837471.1, XP_016837469.1, XP_008204248.1, XP_016837470.2
OG0000171	XP_001654890.1, XP_001654889.1, XP_001654886.2, XP_001656792.2	XP_016838928.1, XP_001608062.2, XP_031780002.1
OG0000173	XP_021694163.1, XP_001649426.1	XP_031787440.1, NP_001153423.1, NP_001153422.1
OG0000174	XP_021704325.1, XP_021704326.1	XP_001600210.1
OG0000177	XP_001651644.2	XP_001606472.1
OG0000177	XP_021707471.1, XP_021707472.1	XP_008210134.1
OG0000177	XP_001651645.1	XP_003427240.1
OG0000178	XP_021707000.1, XP_021706999.1	XP_031787092.1
OG0000179	XP_001655662.1, XP_021712235.1	XP_032451900.1, XP_001607038.1, XP_032451901.1
OG0000180	XP_001654382.1, XP_001654381.1, XP_021693530.1, XP_021693529.1	XP_008206406.1, XP_001606981.2
OG0000181	XP_001656977.3	XP_001600458.2, XP_008214574.1, XP_008214578.1, XP_016845255.1
OG0000183	XP_001655456.2	XP_003426002.1, XP_008204775.1, XP_008204776.1, XP_008204778.1
OG0000183	XP_021704629.1, XP_021704627.1	XP_001603387.1
OG0000184	XP_011493295.2, XP_021702574.1, XP_001655087.1, XP_011493580.2	NP_001177442.1, XP_031786125.1, NP_001177456.1, NP_001177454.1, NP_001177455.1, NP_001177445.1, NP_001177448.1, NP_001177447.1, XP_031786129.1, NP_001177452.1, NP_001177453.1, NP_001177446.1, XP_032454720.1, NP_001177450.1, NP_001164388.1, NP_001177421.1, NP_001177422.1, XP_016845192.1, NP_001177460.1, NP_001177457.1, NP_001177449.1, NP_001177451.1, NP_001164464.1, NP_001177642.1, XP_031786111.1, NP_001177697.1, NP_001177444.1, NP_001177458.1, NP_001177459.1, NP_001177443.1, NP_001177441.1
OG0000185	XP_001651366.1	XP_008202977.1
OG0000186	XP_001658387.1, XP_021710177.1, XP_001652490.2	XP_008214191.1, NP_001165994.1
OG0000187	XP_021703024.1, XP_021703026.1, XP_021703025.1, XP_021703030.1, XP_021703029.1, XP_021703028.1, XP_021703027.1	XP_016840762.1, XP_032455395.1, XP_032455396.1, XP_032455397.1, XP_008211394.1, XP_008211389.1, XP_031785200.1
OG0000188	XP_021694895.1	XP_031783182.1, XP_016839660.1
OG0000188	XP_021704883.1	XP_001604859.1, XP_008211609.1
OG0000189	XP_001655460.2	XP_016838483.1, XP_031781823.1
OG0000189	XP_001655465.2, XP_001655464.2	XP_031781874.1
OG0000190	XP_001660557.1	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1
OG0000191	XP_021708624.1, XP_021708625.1, XP_001651643.2, XP_021711114.1, XP_001658852.2, XP_021709915.1, XP_021708162.1, XP_021706594.1, XP_001647986.1, XP_021707346.1, XP_021705110.1, XP_001661290.1, XP_021706490.1	XP_008207212.2
OG0000192	XP_001664087.2	XP_031780067.1, XP_031780066.1
OG0000194	XP_001658607.2	NP_001166262.1
OG0000196	XP_021709422.1, XP_021709426.1	XP_003423952.1, XP_008215430.1
OG0000197	XP_021697283.1, XP_021697282.1, XP_021697285.1, XP_021697284.1, XP_001661709.1, XP_021697516.1, XP_021697517.1, XP_021697518.1, XP_021697519.1	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1
OG0000198	XP_021706486.1	XP_008213258.1
OG0000200	XP_001655242.1	XP_001601256.2
OG0000201	XP_001663057.1	XP_001606137.1
OG0000201	XP_011493157.1, XP_001652982.2, XP_021711304.1, XP_001659011.2, XP_001659009.1, XP_021712798.1, XP_001654269.2	XP_001607558.2
OG0000202	XP_021695300.1	XP_031788443.1, XP_031788445.1
OG0000203	XP_001662504.2	XP_001608051.1
OG0000203	XP_021697410.1	XP_032452106.1, XP_031779307.1
OG0000204	XP_021704598.1, XP_021704597.1, XP_001656463.1	XP_016841715.1, XP_031788586.1, XP_016841716.1
OG0000205	XP_021697855.1, XP_021697857.1, XP_021697856.1, XP_021697859.1, XP_021697858.1, XP_021697862.1, XP_021697860.1	XP_031784084.1
OG0000207	XP_001650660.1	XP_001605874.1
OG0000207	XP_021698130.1	XP_031780977.1, XP_031779878.1, XP_031781051.1
OG0000208	XP_021698134.1, XP_021698133.1	XP_031781008.1
OG0000209	XP_021711015.1, XP_021711016.1	XP_032456886.1
OG0000210	XP_021702938.1	XP_008212102.1, XP_008212106.1, XP_016845495.1, XP_008214952.1
OG0000210	XP_001655152.2	XP_031784536.1, XP_032455257.1
OG0000212	XP_001650168.2, XP_001650170.2, XP_001650169.2, XP_021705033.1	XP_001603421.1, XP_001601231.2
OG0000213	XP_001660162.2	XP_003427028.1, XP_001605473.1, XP_032456240.1
OG0000214	XP_001653648.2	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1
OG0000214	XP_001660495.2, XP_001648014.1	XP_032455627.1, XP_031784508.1
OG0000215	XP_001650687.1	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1, XP_001603599.4
OG0000216	XP_021695787.1, XP_021695812.1, XP_001658816.2	XP_001603476.3
OG0000217	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1	XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1
OG0000217	XP_021694727.1	XP_001605811.2
OG0000218	XP_021706089.1, XP_001660419.1	XP_008207040.1, XP_008207042.1, XP_008207041.1
OG0000219	XP_001650937.1, XP_021711710.1	XP_032452539.1
OG0000220	XP_021710699.1, XP_001651636.1	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1
OG0000221	XP_001660128.1	XP_001607468.1
OG0000223	XP_021710530.1	NP_001155149.1, XP_008213618.1
OG0000223	XP_001658512.3	XP_031785562.1
OG0000224	XP_001654732.1, XP_001654733.2	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1, XP_016838644.1, XP_032453420.1, XP_031780156.1
OG0000225	XP_001647679.1	XP_001602931.1, XP_031781485.1, XP_032457609.1, XP_031777410.1
OG0000226	XP_021708650.1	XP_016844695.1
OG0000226	XP_021706929.1	XP_016845008.1
OG0000228	XP_021712416.1	XP_016842865.1, XP_031788714.1
OG0000230	XP_021699383.1	XP_003424711.1
OG0000231	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1	XP_001602920.1
OG0000232	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1	XP_031788753.1
OG0000233	XP_001657370.2	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1
OG0000234	XP_001659472.1, XP_001659474.1, XP_001659473.2	XP_031780756.1, NP_001166090.1, NP_001166255.1, NP_001166089.1, NP_001166062.1, XP_003426198.1, XP_003426213.1, XP_003426199.1
OG0000235	XP_021707634.1, XP_021707632.1, XP_021707627.1	XP_031779029.1, XP_031779025.1, XP_031779027.1
OG0000236	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1	NP_001164379.1
OG0000236	XP_001652725.2	XP_031785405.1
OG0000237	XP_021707698.1, XP_021708376.1	XP_008203240.1
OG0000238	XP_021695204.1	XP_031777461.1, XP_016841012.1, XP_008212143.1, XP_031783892.1, XP_031777269.1, XP_008217413.1, XP_008206602.1, XP_031781099.1, XP_008208797.1, XP_031784368.1
OG0000239	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2	XP_031785698.1
OG0000241	XP_001661295.2, XP_001652449.1	XP_001599078.1, XP_031784889.1
OG0000242	XP_001662864.3, XP_021705201.1, XP_001662868.2, XP_021709352.1, XP_021707901.1, XP_021706401.1, XP_021706946.1, XP_021704581.1, XP_001662870.1, XP_001662865.3	XP_008217632.2
OG0000243	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1	XP_001605952.2
OG0000244	XP_001652340.2	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1
OG0000245	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1	NP_001164331.1, NP_001164357.1, XP_031783456.1
OG0000246	XP_021702972.1	XP_001603679.1
OG0000246	XP_001661057.2	XP_003427114.1, XP_031778429.1
OG0000247	XP_021694288.1	XP_031779115.1
OG0000248	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2	XP_016839636.1, XP_031783663.1, XP_031783660.1
OG0000249	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1	NP_001153452.1, XP_031787477.1
OG0000250	XP_001660282.2, XP_021705092.1	XP_001607440.2
OG0000252	XP_001659013.1, XP_021711486.1	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1
OG0000253	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1	NP_001164367.1
OG0000253	XP_021703386.1, XP_021703387.1, XP_021703388.1	XP_031781922.1, NP_001122571.1
OG0000254	XP_001664252.1	XP_008211229.1, XP_031785157.1
OG0000254	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1	XP_008206656.1
OG0000255	XP_021695873.1	XP_008214568.1
OG0000256	XP_001659923.1	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1
OG0000257	XP_021707001.1	XP_016838496.1, XP_008203021.1
OG0000257	XP_001653528.1	XP_016838482.1
OG0000258	XP_001655722.2, XP_001655723.2, XP_001660402.1, XP_001655721.2, XP_001655719.1, XP_001655720.2, XP_001655718.2	XP_001606346.1, XP_001606355.1
OG0000261	XP_001653512.1	XP_001602288.1
OG0000263	XP_021695756.1, XP_001659895.1	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1
OG0000264	XP_021699793.1	XP_016844991.1, XP_016844992.1, XP_016844993.1
OG0000264	XP_001654772.1	XP_001608103.1
OG0000265	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2	XP_016839585.1
OG0000266	XP_001663718.1	XP_003428081.1
OG0000266	XP_001648452.3	XP_008213988.1, XP_001601016.1, XP_032455467.1
OG0000268	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2
OG0000269	XP_021694258.1	XP_001607744.2
OG0000270	XP_021693342.1	XP_031787127.1
OG0000271	XP_001657210.3	NP_001153387.1
OG0000271	XP_021694460.1	XP_001600587.2
OG0000272	XP_021702656.1, XP_001651408.2	XP_001603198.2
OG0000273	XP_021697010.1	XP_031780336.1, XP_031780333.1
OG0000274	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1	XP_031785813.1
OG0000274	XP_021708647.1, XP_021712554.1	XP_008211195.1
OG0000276	XP_001659080.1, XP_021706827.1, XP_001659081.1, XP_001659077.2, XP_001653647.2	XP_031778500.1
OG0000277	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1	XP_008211107.1
OG0000278	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1
OG0000279	XP_021704615.1	XP_016839857.1
OG0000281	XP_021704238.1, XP_021704239.1, XP_001651431.1	XP_001607948.2
OG0000283	XP_021699203.1	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1
OG0000284	XP_021713281.1	XP_001606673.1
OG0000284	XP_001649911.1	XP_008211037.1
OG0000285	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1	XP_016838297.1
OG0000287	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1	XP_008202843.1, XP_001606457.2
OG0000287	XP_001653434.1	XP_003425383.1, XP_008202274.1
OG0000288	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1	NP_001166048.1, XP_008209318.1
OG0000289	XP_001653392.1, XP_021700629.1	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1
OG0000291	XP_001660325.1	XP_008212916.2, XP_008211563.1
OG0000295	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1
OG0000296	XP_021696627.1, XP_001652037.1	XP_031779169.1
OG0000298	XP_001653995.1	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1
OG0000299	XP_001651322.2	XP_003426781.1, XP_001601854.1
OG0000300	XP_001655172.1	XP_003425056.1, XP_001605288.1
OG0000301	XP_001648376.1	NP_001165992.1
OG0000301	XP_001658068.2	NP_001165993.1
OG0000302	XP_021704818.1	XP_031783914.1
OG0000302	XP_011493002.2	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1
OG0000303	XP_001654671.2	XP_008212905.1
OG0000304	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1	XP_031786449.1
OG0000305	XP_021713275.1	XP_008203496.1
OG0000305	XP_021709869.1	XP_031787288.1, XP_016841776.1, XP_016841777.1
OG0000306	XP_021713149.1, XP_001657736.2	XP_031785304.1
OG0000307	XP_001648503.2, XP_021709490.1	XP_031785703.1, XP_008215148.1, XP_032455669.1
OG0000308	XP_021704951.1, XP_001652493.1	XP_008208754.1, XP_001602066.1
OG0000310	XP_021709445.1, XP_021707061.1	XP_016840055.1, XP_001606567.1
OG0000311	XP_001663796.1	XP_031788070.1
OG0000312	XP_011493181.2	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1
OG0000313	XP_021711596.1	XP_031781836.1, XP_001599934.1
OG0000314	XP_001651916.1, XP_021710674.1, XP_001651919.1	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3
OG0000314	XP_021694403.1	XP_032456533.1, XP_001607656.1
OG0000315	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1	XP_001599137.1, XP_001600184.4
OG0000316	XP_021708459.1	XP_001604763.1, XP_016843738.1, XP_031787731.1
OG0000317	XP_021709328.1	XP_016841106.1, XP_003426518.1, XP_008206890.1
OG0000318	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1	XP_008206399.1, XP_001606799.1
OG0000319	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1	XP_016845436.1, XP_003428126.1
OG0000320	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1	XP_001602384.1, XP_001607362.3, XP_001605719.1
OG0000321	XP_001654226.2	XP_031777401.1
OG0000322	XP_021699357.1, XP_001664072.2, XP_001664071.2	XP_001607407.1
OG0000323	XP_021709796.1	XP_031788472.1, XP_032457254.1, XP_031788450.1
OG0000325	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1	XP_008213655.1
OG0000326	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1
OG0000329	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1
OG0000330	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2	NP_001159944.1, NP_001159943.1
OG0000332	XP_001648362.2	XP_031783273.1, XP_008206247.1
OG0000333	XP_021693426.1	XP_031783197.1
OG0000334	XP_021701876.1	NP_001164403.1, XP_032452183.1, XP_008216254.1
OG0000335	XP_021711938.1	XP_003426117.1
OG0000336	XP_001655208.2	XP_003426396.1, XP_008206529.1, XP_016839052.1
OG0000337	XP_021696470.1, XP_021696471.1, XP_021711867.1	XP_031783756.1
OG0000338	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2	XP_001607488.2, XP_001604839.1
OG0000339	XP_001648723.1	XP_031784468.1
OG0000339	XP_001656676.1	XP_031779603.1
OG0000340	XP_021705793.1	XP_008215783.2
OG0000341	XP_021702717.1, XP_001659283.1	XP_031780569.1, XP_001601882.1
OG0000342	XP_021700597.1	XP_016842459.1, XP_031788435.1
OG0000342	XP_021709325.1	XP_008206353.1
OG0000343	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1	XP_003428067.1
OG0000344	XP_021697739.1, XP_021697741.1, XP_021697740.1	XP_016844412.1
OG0000345	XP_021707280.1, XP_021707281.1, XP_021707282.1	XP_016837521.1, XP_031779210.1
OG0000346	XP_021707570.1, XP_021707123.1	XP_031788429.1
OG0000347	XP_021700452.1	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1
OG0000349	XP_021693827.1	XP_031785287.1
OG0000350	XP_001659213.2	XP_001601576.1, XP_008204559.1
OG0000351	XP_021707134.1, XP_001647780.1	XP_001603070.1, XP_031780671.1, XP_032452291.1, XP_031780670.1, XP_032452292.1
OG0000352	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1	XP_016839388.1
OG0000356	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2	XP_032455089.1, XP_016842824.1, XP_001603497.1, XP_001603472.2
OG0000357	XP_021701084.1	XP_008201758.1, XP_003425261.1
OG0000358	XP_001661132.1, XP_021698766.1	XP_032451992.1
OG0000360	XP_021705669.1, XP_021705670.1	XP_031786393.1
OG0000361	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1	XP_001599966.3
OG0000362	XP_001658111.1	XP_001603573.1, NP_001154986.1, XP_001603544.1
OG0000362	XP_021698010.1	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1
OG0000363	XP_001660101.2	NP_001166856.1
OG0000363	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1	XP_008215037.1, NP_001136080.1
OG0000364	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1	XP_032455556.1, XP_016840845.1
OG0000365	XP_021696655.1, XP_021696656.1, XP_001652059.2	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1
OG0000366	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1	XP_031777582.1, NP_001234894.1
OG0000367	XP_001650261.2	XP_001603452.1, XP_031780815.1
OG0000368	XP_001649238.1, XP_001649236.1, XP_021705594.1	XP_031779116.1, XP_031779250.1, XP_001606272.1
OG0000369	XP_021706588.1, XP_021708003.1	XP_032451964.1, XP_008212938.1
OG0000370	XP_021712555.1	XP_008216733.1, NP_001166053.1
OG0000370	XP_021712567.1, XP_021712559.1, XP_001658407.1	XP_032455885.1, NP_001166079.1
OG0000372	XP_001653705.2	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1
OG0000374	XP_021710176.1	XP_031779515.1, XP_031788545.1, XP_031788544.1, XP_031788547.1, XP_031788546.1, XP_031779514.1, XP_031781265.1, XP_031786935.1, XP_031779576.1, XP_031778786.1, XP_031778787.1, XP_031778785.1, XP_031789222.1, XP_031789223.1, XP_031789224.1, XP_032456392.1, XP_032456393.1, XP_032456607.1, XP_031781266.1, XP_031779513.1, XP_031781264.1, XP_031782865.1
OG0000375	XP_001652513.1	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1
OG0000376	XP_021711017.1	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1
