Orthogroup	Aedes_aegypti	Megachile_rotundata
OG0000207	XP_021698130.1	XP_012134609.1, XP_012134607.1
OG0000208	XP_021698134.1, XP_021698133.1	XP_012134606.1
OG0000208	XP_001653727.1	XP_012136964.1
OG0000209	XP_021711015.1, XP_021711016.1	XP_012150853.1, XP_012150852.1, XP_003707562.1
OG0000210	XP_021702938.1	XP_003703387.1, XP_012148961.1
OG0000210	XP_001655152.2	XP_012137421.1
OG0000212	XP_001650168.2, XP_001650170.2, XP_001650169.2, XP_021705033.1	XP_003700908.2, XP_003702537.1, XP_003702536.2
OG0000213	XP_001660162.2	XP_012141554.1, XP_003703563.1, XP_012141555.1, XP_012141556.1, XP_012141557.1
OG0000214	XP_001653648.2	XP_003703502.1
OG0000214	XP_001660495.2, XP_001648014.1	XP_003700432.2
OG0000215	XP_001650687.1	XP_003705904.2
OG0000216	XP_021695787.1, XP_021695812.1, XP_001658816.2, XP_001660657.2, XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2	XP_003699552.2
OG0000217	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1, XP_021694727.1	XP_003703360.2
OG0000218	XP_021706089.1, XP_001660419.1	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1
OG0000219	XP_001650937.1, XP_021711710.1	XP_003707713.1, XP_012151048.1
OG0000220	XP_021710699.1, XP_001651636.1	XP_003706502.1
OG0000221	XP_001660128.1	XP_003703821.1
OG0000223	XP_021710530.1	XP_003700060.2
OG0000223	XP_001658512.3	XP_012141734.1
OG0000224	XP_001654732.1, XP_001654733.2	XP_003703036.2, XP_012139938.1, XP_012139967.1
OG0000225	XP_001647679.1	XP_012147417.1, XP_012147416.1, XP_012142097.1
OG0000226	XP_021708650.1	XP_012142844.1, XP_012142842.1, XP_012142841.1
OG0000226	XP_021706929.1	XP_012142847.1
OG0000227	XP_021696785.1	XP_012152961.1, XP_012152968.1, XP_012152963.1, XP_012152971.1
OG0000228	XP_021712416.1	XP_012153562.1
OG0000230	XP_021699383.1	XP_003707766.1, XP_012151176.1, XP_012151175.1, XP_012142731.1, XP_012142730.1, XP_003704424.1
OG0000231	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1
OG0000232	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1	XP_012139351.1, XP_003702791.1
OG0000233	XP_001657370.2	XP_012151529.1, XP_012151530.1
OG0000234	XP_001659472.1, XP_001659474.1, XP_001659473.2	XP_003705839.1
OG0000235	XP_021707634.1, XP_021707632.1, XP_021707627.1	XP_012152694.1
OG0000236	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1	XP_003705969.1
OG0000236	XP_001652725.2	XP_012146799.1
OG0000237	XP_021707698.1	XP_012137591.1
OG0000237	XP_021708376.1	XP_012137578.1
OG0000239	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2	XP_003704346.1
OG0000241	XP_001661295.2, XP_001652449.1	XP_012141585.1, XP_012138646.1, XP_012138647.1, XP_012138648.1, XP_012138644.1
OG0000243	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1	XP_012137098.1
OG0000244	XP_001652340.2	XP_003702794.2
OG0000245	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1	XP_003707107.1
OG0000246	XP_021702972.1	XP_012143780.1
OG0000246	XP_001661057.2	XP_003704683.1
OG0000247	XP_021694288.1	XP_012150346.1
OG0000248	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2	XP_012151217.1, XP_012151211.1
OG0000249	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1	XP_012140332.1, XP_012140328.1, XP_012140331.1
OG0000250	XP_001660282.2, XP_021705092.1	XP_003706993.1, XP_012149090.1
OG0000252	XP_001659013.1, XP_021711486.1	XP_003706376.1
OG0000253	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1	XP_003708641.2
OG0000253	XP_021703386.1, XP_021703387.1, XP_021703388.1	XP_012153159.1, XP_012153161.1
OG0000254	XP_001664252.1	XP_012141089.1
OG0000254	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1	XP_012150104.1
OG0000256	XP_001659923.1	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1
OG0000257	XP_021707001.1	XP_012152627.1
OG0000257	XP_001653528.1	XP_003708278.1, XP_012152634.1
OG0000260	XP_021710146.1	XP_012147130.1
OG0000260	XP_001651266.2	XP_012149801.1
OG0000261	XP_001653512.1	XP_003708378.2, XP_012152145.1, XP_012152140.1, XP_003708132.1, XP_003703046.1, XP_012139949.1
OG0000263	XP_021695756.1, XP_001659895.1	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1
OG0000264	XP_021699793.1	XP_012141565.1
OG0000264	XP_001654772.1	XP_003706549.1, XP_012148148.1
OG0000265	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2	XP_003700852.1, XP_012135145.1
OG0000266	XP_001663718.1	XP_012142351.1, XP_012142346.1
OG0000266	XP_001648452.3	XP_003701377.1
OG0000268	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1	XP_012147628.1, XP_012151349.1, XP_003705563.2, XP_003704992.1
OG0000269	XP_021694258.1	XP_003707502.1
OG0000270	XP_021693340.1	XP_003701984.1, XP_012137596.1
OG0000270	XP_021693342.1	XP_003701983.1
OG0000271	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1	XP_003703932.2
OG0000272	XP_021702656.1, XP_001651408.2	XP_012137477.1
OG0000273	XP_021697010.1	XP_012152922.1, XP_003708387.1
OG0000274	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1	XP_012150333.1
OG0000275	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1	XP_003707508.1, XP_012150479.1
OG0000277	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1	XP_012139530.1, XP_003702918.1, XP_012139529.1
OG0000278	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1	XP_012140846.1
OG0000279	XP_021701402.1, XP_021704615.1	XP_003704233.1
OG0000281	XP_021704238.1, XP_021704239.1, XP_001651431.1	XP_003705781.1
OG0000283	XP_021699203.1	XP_012145591.1
OG0000284	XP_021713281.1	XP_012138543.1
OG0000284	XP_001649911.1	XP_012145095.1, XP_012137964.1
OG0000285	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1	XP_003699411.2
OG0000287	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1	XP_012148331.1
OG0000287	XP_001653434.1	XP_003706601.1
OG0000288	XP_021708643.1	XP_012136951.1
OG0000288	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1	XP_003707452.1
OG0000289	XP_001653392.1, XP_021700629.1	XP_012144635.1
OG0000291	XP_001660325.1	XP_012136349.1, XP_012136290.1
OG0000292	XP_021705719.1	XP_012146321.1
OG0000295	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1	XP_012145127.1, XP_012145128.1, XP_003705274.1
OG0000296	XP_021696627.1, XP_001652037.1	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1
OG0000298	XP_001653995.1	XP_012139175.1, XP_003702628.1
OG0000299	XP_001651322.2	XP_003707712.2
OG0000300	XP_001648404.2	XP_012153075.1
OG0000300	XP_001655172.1	XP_003705565.1
OG0000301	XP_001648376.1	XP_012145465.1, XP_003705403.1
OG0000301	XP_001658068.2	XP_003700755.1
OG0000302	XP_021704818.1	XP_012135451.1
OG0000302	XP_011493002.2	XP_003705687.2, XP_003707086.1, XP_012149383.1
OG0000303	XP_001654671.2	XP_012154089.1
OG0000304	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1	XP_003702511.1
OG0000305	XP_021709869.1	XP_003705033.1
OG0000306	XP_021713149.1, XP_001657736.2	XP_003705265.2, XP_012145085.1, XP_012145087.1, XP_012145089.1, XP_012145088.1
OG0000307	XP_001648503.2, XP_021709490.1	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1
OG0000308	XP_021704951.1, XP_001652493.1	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1
OG0000309	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1	XP_012154330.1, XP_003700520.1
OG0000310	XP_021709445.1, XP_021707061.1	XP_012136599.1, XP_003701573.1
OG0000311	XP_001663796.1	XP_012145310.1
OG0000312	XP_011493181.2	XP_012149526.1
OG0000313	XP_021711596.1	XP_003701165.1, XP_003701166.1
OG0000314	XP_001651916.1, XP_021710674.1, XP_001651919.1	XP_012143927.1, XP_012143925.1, XP_012143926.1
OG0000314	XP_021694403.1	XP_003704743.2, XP_012143918.1
OG0000315	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1	XP_012147116.1, XP_012147112.1, XP_012147113.1
OG0000316	XP_001659462.2	XP_012149717.1
OG0000316	XP_021708459.1	XP_012137523.1
OG0000317	XP_021709328.1	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1
OG0000318	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1	XP_003704099.2
OG0000319	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1	XP_012135023.1
OG0000320	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1	XP_012152561.1
OG0000321	XP_001654226.2	XP_003708518.1
OG0000322	XP_021699357.1, XP_001664072.2, XP_001664071.2	XP_003706986.1
OG0000323	XP_021709796.1	XP_003702453.2
OG0000325	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1	XP_003702122.1
OG0000326	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1	XP_003700119.1
OG0000327	XP_021696134.1, XP_021696137.1, XP_021696149.1	XP_012137702.1
OG0000329	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1	XP_012154307.1, XP_012154306.1, XP_012154305.1, XP_003700513.1
OG0000330	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2	XP_003702707.2
OG0000332	XP_001648362.2	XP_012149524.1, XP_003707142.1
OG0000333	XP_021693426.1	XP_003703002.2
OG0000334	XP_021701876.1	XP_003706965.2
OG0000335	XP_021711938.1	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1
OG0000336	XP_001655208.2	XP_012148014.1, XP_003706072.1
OG0000337	XP_021696470.1, XP_021696471.1, XP_021711867.1	XP_012135630.1
OG0000339	XP_001648723.1	XP_003702674.1
OG0000339	XP_001656676.1	XP_003705530.1, XP_012145886.1
OG0000340	XP_021705793.1	XP_012145764.1, XP_012145765.1
OG0000341	XP_021702717.1, XP_001659283.1	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1
OG0000342	XP_021700597.1	XP_012154374.1
OG0000342	XP_021709325.1	XP_012154383.1
OG0000343	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1	XP_012135157.1
OG0000344	XP_021697739.1, XP_021697741.1, XP_021697740.1	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1
OG0000345	XP_021707280.1, XP_021707281.1, XP_021707282.1	XP_003708164.2, XP_003708165.1
OG0000347	XP_021700452.1	XP_003702599.1, XP_012139080.1
OG0000349	XP_021693827.1	XP_012154317.1
OG0000350	XP_001659213.2	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1
OG0000351	XP_021707134.1, XP_001647780.1	XP_012147200.1
OG0000352	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1	XP_012138374.1, XP_012138375.1, XP_012138376.1
OG0000356	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2	XP_012152175.1
OG0000357	XP_021701084.1	XP_012152486.1, XP_003708319.1
OG0000358	XP_001661132.1, XP_021698766.1	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1
OG0000360	XP_021705669.1, XP_021705670.1	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1
OG0000361	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1	XP_012153467.1, XP_012153468.1, XP_003708557.1
OG0000362	XP_001658111.1	XP_003708510.2
OG0000362	XP_021698010.1	XP_003708511.1
OG0000363	XP_001660101.2	XP_012135320.1
OG0000363	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1	XP_012150517.1
OG0000364	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1	XP_003707298.1, XP_012150131.1, XP_012150132.1
OG0000365	XP_021696655.1, XP_021696656.1, XP_001652059.2	XP_012137131.1, XP_012137132.1, XP_012137133.1, XP_012137130.1
OG0000366	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1	XP_012146838.1, XP_012146835.1, XP_012146832.1, XP_012146831.1, XP_012146833.1
OG0000367	XP_001650261.2	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1
OG0000368	XP_001649238.1, XP_001649236.1, XP_021705594.1	XP_003700684.1, XP_003701289.1
OG0000369	XP_021706588.1, XP_021708003.1	XP_012141445.1, XP_003707668.1, XP_012150874.1
OG0000370	XP_021712555.1	XP_012144316.1
OG0000372	XP_001653705.2	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1, XP_003704661.1
OG0000375	XP_001652513.1	XP_012138104.1, XP_003702089.1
OG0000376	XP_021711017.1	XP_012143339.1, XP_012143348.1, XP_012143353.1, XP_003699743.1, XP_012143367.1, XP_012143361.1, XP_012143333.1
OG0000377	XP_001660801.2	XP_003703779.1
OG0000377	XP_001652672.1, XP_001652671.1, XP_001652673.1	XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1
OG0000378	XP_021709491.1	XP_012146654.1, XP_012140754.1, XP_012140758.1
OG0000379	XP_021704205.1, XP_021704206.1	XP_012136830.1
OG0000380	XP_001658589.2, XP_021700482.1	XP_003703764.1, XP_012141808.1, XP_012141807.1
OG0000381	XP_021709141.1	XP_012140183.1
OG0000381	XP_021708636.1, XP_001653770.1	XP_003701471.1
OG0000382	XP_021712504.1, XP_021705463.1	XP_003706910.1, XP_012149297.1, XP_003708419.1
OG0000384	XP_001660403.1	XP_012148688.1, XP_012148686.1
OG0000384	XP_021708638.1	XP_012148701.1
OG0000385	XP_021712982.1, XP_001649476.1	XP_012135512.1, XP_003702425.1
OG0000386	XP_011493284.1, XP_001651049.1, XP_021694539.1	XP_003706715.2, XP_003706716.1
OG0000387	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1	XP_012152085.1, XP_003708136.1, XP_012148651.1, XP_012153573.1, XP_012148653.1, XP_012137203.1
OG0000388	XP_021694733.1	XP_012135627.1, XP_012135626.1, XP_003701232.1
OG0000388	XP_001659821.1	XP_003699232.1
OG0000389	XP_001653489.2, XP_001653487.1	XP_012151722.1, XP_003708000.1, XP_012147824.1, XP_012147823.1
OG0000390	XP_001652622.1	XP_003702207.2
OG0000391	XP_021708186.1, XP_021708180.1	XP_003701456.1
OG0000392	XP_021694279.1	XP_012152710.1, XP_012153221.1, XP_012147487.1, XP_012147630.1, XP_012151022.1
OG0000393	XP_021708462.1	XP_012152405.1, XP_012145935.1, XP_012143809.1, XP_012144580.1, XP_012143810.1
OG0000394	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1	XP_003703438.1, XP_012141054.1
OG0000395	XP_021711480.1	XP_003700152.2, XP_012152325.1, XP_012152326.1
OG0000396	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1	XP_003706948.1
OG0000397	XP_021705047.1, XP_021705046.1, XP_021712900.1	XP_003706551.2, XP_012148214.1
OG0000398	XP_001654423.1	XP_003706804.1
OG0000399	XP_021701463.1, XP_021701471.1, XP_021701437.1	XP_012135873.1, XP_012135875.1
OG0000400	XP_021708893.1, XP_001657539.2, XP_001657536.2	XP_012143737.1, XP_012143735.1, XP_012143736.1
OG0000401	XP_021710740.1, XP_001657992.2, XP_021710747.1	XP_003705245.1
OG0000402	XP_011492940.1, XP_001658086.2	XP_012140463.1, XP_003703219.2
OG0000403	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1	XP_012151663.1, XP_012151659.1, XP_012151656.1, XP_012151664.1
OG0000405	XP_001663334.1	XP_003706823.1, XP_012148976.1
OG0000405	XP_001660991.1	XP_003706708.1
OG0000406	XP_001656191.2	XP_012140515.1
OG0000406	XP_001657673.2, XP_001657671.1, XP_001657674.2	XP_012140519.1
OG0000407	XP_001650092.2	XP_003702625.1, XP_012139069.1, XP_003702627.1
OG0000408	XP_001656144.1	XP_003702130.2
OG0000408	XP_001649800.1	XP_012137734.1, XP_012137736.1, XP_012137735.1, XP_003702041.1
OG0000409	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1	XP_003700783.1, XP_012134665.1, XP_012134664.1, XP_012134661.1, XP_012134663.1, XP_012134660.1, XP_012134658.1, XP_012134659.1
OG0000410	XP_021706294.1, XP_021706293.1	XP_003704439.1
OG0000410	XP_021700545.1, XP_021700546.1, XP_021711935.1	XP_012144471.1, XP_012144470.1
OG0000411	XP_021698601.1	XP_012150884.1, XP_012150883.1, XP_012150885.1
OG0000411	XP_001664033.2	XP_012138148.1
OG0000412	XP_021698414.1	XP_012139436.1
OG0000412	XP_021710181.1, XP_021710186.1	XP_012136660.1, XP_012136661.1
OG0000413	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1	XP_003708031.2
OG0000415	XP_021707878.1	XP_012138118.1, XP_012138125.1, XP_012138159.1, XP_012138103.1, XP_012138107.1, XP_012138151.1, XP_012138131.1, XP_012138142.1, XP_012138138.1
OG0000416	XP_001648022.2	XP_012151720.1, XP_012145365.1, XP_012135049.1
OG0000417	XP_001656516.2	XP_012147620.1
OG0000417	XP_001660338.2	XP_012143973.1
OG0000418	XP_001658954.1	XP_012144427.1
OG0000418	XP_021700067.1	XP_003703347.2
OG0000419	XP_001650207.1	XP_012143510.1, XP_003704488.1, XP_012143509.1
OG0000420	XP_001654248.2, XP_001663090.2, XP_001663089.2	XP_012138373.1
OG0000421	XP_021710730.1	XP_003704125.1
OG0000422	XP_021695345.1	XP_012154009.1
OG0000423	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1	XP_003700805.1, XP_012135005.1
OG0000424	XP_001660884.1, XP_001660885.1	XP_012138932.1
OG0000425	XP_001661159.1	XP_003708670.2, XP_012153580.1, XP_012153579.1
OG0000426	XP_001648511.1, XP_021706083.1	XP_012141111.1
OG0000427	XP_021693479.1	XP_003705422.2
OG0000428	XP_001652376.3	XP_012142601.1
OG0000428	XP_021713276.1	XP_012145303.1
OG0000429	XP_021708592.1	XP_012153644.1
OG0000430	XP_001651734.2	XP_003705028.1, XP_012141797.1, XP_012141798.1, XP_012141799.1, XP_012141800.1
OG0000431	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1	XP_012144803.1
OG0000432	XP_021693214.1, XP_001660788.2	XP_003702507.1, XP_012138855.1, XP_012138854.1
OG0000433	XP_021706095.1	XP_003706900.1
OG0000433	XP_021707462.1	XP_012142828.1
OG0000434	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1	XP_012143186.1, XP_012143185.1, XP_003704457.1
OG0000436	XP_021707245.1, XP_021707240.1	XP_012135622.1
OG0000436	XP_001648952.2	XP_003701242.1
OG0000437	XP_001652247.1	XP_012136091.1, XP_012136090.1, XP_003701347.1, XP_012136092.1
OG0000438	XP_021707499.1	XP_003702655.2
OG0000439	XP_021708260.1	XP_012150542.1, XP_012150541.1, XP_012150544.1, XP_012150543.1, XP_003707536.1
OG0000440	XP_021693136.1	XP_012140296.1
OG0000442	XP_021698175.1, XP_021698170.1	XP_003699914.1
OG0000443	XP_021696026.1	XP_012140078.1, XP_003703094.1
OG0000444	XP_001659746.2	XP_003699277.1, XP_012134848.1, XP_012134857.1, XP_012134863.1, XP_012134840.1, XP_012134881.1, XP_012134890.1, XP_012134872.1
