Orthogroup	Aedes_aegypti	Bombyx_mori
OG0000176	XP_001656692.1	XP_004926405.1, XP_037872592.1, XP_021203868.1
OG0000177	XP_001651644.2	XP_004931030.1
OG0000177	XP_021707471.1, XP_021707472.1	XP_004931031.2
OG0000177	XP_001651645.1	XP_004930870.1
OG0000178	XP_021707000.1, XP_021706999.1	XP_037871996.1, XP_004924483.2
OG0000179	XP_001655662.1, XP_021712235.1	NP_001037301.1
OG0000180	XP_001654382.1, XP_001654381.1, XP_021693530.1, XP_021693529.1	XP_004930542.1
OG0000181	XP_001656977.3	NP_001037380.1, XP_037871534.1
OG0000183	XP_021704629.1, XP_021704627.1	XP_004930975.1
OG0000183	XP_021693217.1, XP_021693215.1, XP_021693216.1	XP_004930971.1
OG0000184	XP_011493295.2, XP_021702574.1, XP_001655087.1, XP_011493580.2	XP_004932760.3
OG0000187	XP_021703024.1, XP_021703026.1, XP_021703025.1, XP_021703030.1, XP_021703029.1, XP_021703028.1, XP_021703027.1	XP_004929301.1
OG0000188	XP_021704883.1	NP_001037050.1
OG0000189	XP_001655460.2	XP_037875495.1, XP_037875337.1
OG0000189	XP_001655465.2, XP_001655464.2	XP_037875292.1, XP_037875291.1
OG0000190	XP_001660557.1	XP_004931167.1
OG0000191	XP_021708624.1, XP_021708625.1	XP_037872497.1
OG0000191	XP_001651643.2, XP_021711114.1, XP_001658852.2, XP_021709915.1, XP_021708162.1, XP_021706594.1, XP_001647986.1, XP_021707346.1, XP_021705110.1, XP_001661290.1, XP_021706490.1	XP_037875388.1, XP_021208965.1, XP_021208964.2
OG0000192	XP_001664087.2	XP_021207317.1
OG0000193	XP_001661294.1, XP_021711700.1, XP_021703013.1, XP_001658732.2, XP_001661293.1, XP_021695405.1, XP_001653803.1, XP_001659383.2, XP_001661796.2, XP_001661797.2, XP_001653125.1, XP_001660638.2, XP_021705045.1	XP_037877873.1, XP_021206153.2
OG0000196	XP_021709422.1, XP_021709426.1	XP_012545232.2
OG0000197	XP_021697283.1, XP_021697282.1, XP_021697285.1, XP_021697284.1, XP_001661709.1, XP_021697516.1, XP_021697517.1, XP_021697518.1, XP_021697519.1	XP_012551294.2, XP_004932561.2, XP_037872840.1, XP_004931928.2, XP_004931927.1, XP_037868489.1
OG0000198	XP_021706486.1	XP_037870155.1
OG0000200	XP_001655242.1	XP_012550244.1, NP_001036841.1
OG0000201	XP_001663057.1	XP_004930370.2
OG0000201	XP_011493157.1	NP_001040155.1, NP_001040154.1
OG0000201	XP_001652982.2, XP_021711304.1, XP_001659011.2, XP_001659009.1, XP_021712798.1, XP_001654269.2	XP_012552516.1, XP_012552521.1, NP_001243997.1, XP_004922761.1, XP_004922760.1, XP_004922779.1, XP_004931809.1, XP_004928423.2, XP_004931849.1, XP_004931273.1
OG0000202	XP_021695300.1	NP_001281213.1
OG0000203	XP_001662504.2	XP_004930258.2, XP_037876006.1
OG0000203	XP_021697410.1	XP_037867417.1
OG0000204	XP_021704598.1, XP_021704597.1, XP_001656463.1	XP_012547643.2, XP_037873174.1, XP_021205107.1, XP_004928344.1, XP_012547605.1, XP_004928345.1, XP_037873267.1
OG0000205	XP_021697855.1, XP_021697857.1, XP_021697856.1, XP_021697859.1, XP_021697858.1, XP_021697862.1, XP_021697860.1	NP_001243944.1
OG0000206	XP_001651825.1, XP_021704991.1	XP_004924015.1
OG0000206	XP_001648552.1	XP_004922930.2
OG0000207	XP_001650660.1	NP_001037594.1
OG0000207	XP_021698130.1	NP_001091793.1
OG0000208	XP_021698134.1, XP_021698133.1	XP_037869032.1, NP_001103395.1
OG0000209	XP_021711015.1, XP_021711016.1	XP_037869646.1, XP_004932917.2, XP_037869645.1, XP_012551601.2, XP_012551602.2, XP_012551603.2
OG0000210	XP_021702938.1	XP_012544085.3
OG0000210	XP_001655152.2, XP_021707662.1, XP_021712540.1	XP_037866888.1, XP_037866887.1
OG0000212	XP_001650168.2, XP_001650170.2, XP_001650169.2, XP_021705033.1	XP_037869182.1, NP_001106228.1
OG0000213	XP_001660162.2	XP_004922013.1
OG0000214	XP_001653648.2	NP_001040475.1
OG0000214	XP_001660495.2, XP_001648014.1	NP_001040198.1, XP_037870587.1
OG0000215	XP_001650687.1	XP_037866848.1, XP_004930044.1
OG0000216	XP_001660657.2, XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2	NP_001108343.1
OG0000217	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1	XP_012548700.2, XP_004933855.2
OG0000217	XP_021694727.1	XP_037870903.1
OG0000218	XP_021706089.1, XP_001660419.1	XP_004930688.1
OG0000219	XP_001650937.1, XP_021711710.1	XP_004931785.1
OG0000221	XP_001660128.1	XP_037867521.1, XP_021207573.1, XP_021207493.1, XP_004922691.2, XP_012551723.1, XP_012551720.1, XP_004922638.1, XP_037871234.1, XP_037877580.1, XP_037872846.1, XP_037877505.1, XP_037872849.1, XP_037872848.1, XP_037877503.1, XP_037877504.1, XP_037877506.1, XP_037877501.1, XP_037877502.1, XP_037872850.1, XP_037877579.1, XP_037877510.1, XP_037877561.1, XP_037877562.1
OG0000223	XP_021710530.1	NP_001128672.1, XP_012550372.1, NP_001036840.1
OG0000223	XP_001652521.1, XP_001664288.1, XP_021711746.1, XP_001659796.1, XP_001659797.2, XP_001664289.1	NP_001159614.1, XP_037874607.1
OG0000224	XP_001654732.1, XP_001654733.2	XP_012545493.1, NP_001036891.1
OG0000225	XP_001647679.1	NP_001040252.1
OG0000226	XP_021708650.1	NP_001127711.1, XP_021204237.1
OG0000226	XP_021706929.1	XP_037873831.1, NP_001127712.1
OG0000227	XP_021696785.1	XP_012550182.2, XP_004931163.3, XP_012550180.2
OG0000228	XP_021712416.1	XP_037874874.1
OG0000229	XP_021701846.1, XP_021701848.1, XP_001652694.2, XP_001652693.2	XP_037877602.1, XP_037877539.1, XP_037877538.1, XP_037877357.1, XP_037877541.1, XP_004927940.4, XP_037877290.1, XP_037877291.1, XP_037877358.1, XP_037877552.1
OG0000230	XP_021699383.1	XP_021208331.1, XP_004933333.1
OG0000231	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1	XP_037871854.1, XP_037877315.1
OG0000232	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1	XP_012546482.1, NP_001040472.1
OG0000233	XP_001657370.2	XP_004928912.1, XP_004928913.2
OG0000235	XP_021707634.1, XP_021707632.1, XP_021707627.1	XP_037877778.1, XP_012548383.2, XP_037877767.1, XP_037877779.1
OG0000236	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2
OG0000237	XP_021707698.1	XP_004931804.1
OG0000237	XP_021708376.1	XP_037875185.1
OG0000241	XP_001652449.1	XP_012546361.1, XP_004929513.1, XP_004929472.2
OG0000242	XP_001662864.3, XP_021705201.1, XP_001662868.2, XP_021709352.1, XP_021707901.1, XP_021706401.1, XP_021706946.1, XP_021704581.1, XP_001662870.1, XP_001662865.3	XP_004926535.1, XP_004926524.1, XP_037875026.1, XP_037874645.1, XP_037874644.1, XP_021203900.1, XP_037874701.1, NP_001266437.1, XP_021207354.1
OG0000244	XP_001652340.2	XP_021202524.1
OG0000245	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1
OG0000246	XP_021702972.1	XP_012549895.1, NP_001037174.1
OG0000246	XP_001661057.2	XP_004931016.1
OG0000247	XP_021694288.1	XP_037873736.1
OG0000248	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2	XP_021203484.2, XP_037872942.1
OG0000248	XP_001659313.2	XP_012552972.1
OG0000249	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1	NP_001138804.1, XP_012545064.1
OG0000249	XP_021693333.1	NP_001040143.1
OG0000250	XP_001660282.2, XP_021705092.1	XP_021206228.1, XP_004930144.1
OG0000251	XP_021703650.1, XP_021703600.1, XP_021703627.1	XP_012550111.2
OG0000252	XP_001659013.1, XP_021711486.1	NP_001104796.1
OG0000253	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1	XP_021208580.1, NP_001037287.1
OG0000253	XP_021703386.1, XP_021703387.1, XP_021703388.1	NP_001037285.1
OG0000254	XP_001664252.1	XP_004921802.3
OG0000254	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1	XP_004924523.1, XP_037876397.1
OG0000255	XP_021695873.1	XP_012543911.1, XP_012543887.2
OG0000256	XP_001659923.1	NP_001093298.1, XP_037870495.1
OG0000257	XP_021707001.1	XP_012551257.1, XP_012551255.1
OG0000257	XP_001653528.1	XP_004932600.1
OG0000258	XP_001655722.2, XP_001655723.2, XP_001660402.1, XP_001655721.2, XP_001655719.1, XP_001655720.2, XP_001655718.2	NP_001037500.1
OG0000260	XP_021710146.1	XP_004929696.2
OG0000261	XP_001653512.1	XP_004922950.1, NP_001303996.1
OG0000263	XP_021695756.1, XP_001659895.1	XP_012549376.1, NP_001040274.1
OG0000264	XP_021699793.1	NP_001037358.2
OG0000264	XP_001654772.1	XP_037875045.1, NP_001037084.1
OG0000265	XP_021696088.1	NP_001138797.1
OG0000266	XP_001663718.1	NP_001040464.1
OG0000266	XP_001648452.3	XP_012544346.1, NP_001037083.1
OG0000268	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1	XP_021204157.1
OG0000269	XP_021694258.1	XP_004924161.2
OG0000270	XP_021693342.1	NP_001171666.1
OG0000271	XP_021694461.1, XP_021694462.1	XP_037870196.1, NP_001036913.1
OG0000271	XP_001657210.3	XP_021203229.1, NP_001036977.1
OG0000272	XP_021702656.1, XP_001651408.2	NP_001166818.1, XP_012549099.1
OG0000274	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1	XP_037866704.1
OG0000274	XP_021708647.1, XP_021712554.1	XP_021202962.1, XP_021202959.1
OG0000275	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1	XP_004924792.1
OG0000276	XP_001659080.1, XP_021706827.1, XP_001659081.1, XP_001659077.2	XP_037866436.1, XP_004929246.1, XP_037866435.1, XP_004929247.1, XP_037866643.1
OG0000276	XP_001653647.2	XP_004929635.1, XP_004929634.1, XP_012548862.1
OG0000277	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1	XP_012544880.1, XP_021202885.1, XP_004924999.1
OG0000278	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1	XP_021207737.1
OG0000279	XP_021701402.1	NP_001296510.1, XP_037868174.1
OG0000279	XP_021704615.1	NP_001037502.1
OG0000281	XP_021704238.1, XP_021704239.1, XP_001651431.1	XP_012548096.1, XP_037872352.1, XP_004922768.2
OG0000283	XP_021699203.1	XP_037877071.1, XP_037877070.1, XP_037877069.1
OG0000284	XP_021713281.1	NP_001037072.1
OG0000284	XP_001649911.1	NP_001296499.1, XP_004932842.1
OG0000285	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1	XP_037874172.1
OG0000287	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1	XP_004922091.1
OG0000287	XP_001653434.1	XP_004922588.1
OG0000288	XP_021708643.1	XP_021201951.2
OG0000288	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1	XP_037868251.1
OG0000289	XP_001653392.1, XP_021700629.1	XP_004925540.2
OG0000290	XP_001655226.2, XP_001655212.2, XP_001655228.2, XP_021696041.1, XP_001662283.2	XP_021202436.1
OG0000292	XP_021705719.1	XP_037874428.1, XP_021206479.1
OG0000292	XP_021705801.1, XP_001652397.2, XP_021712603.1	XP_021202479.1
OG0000295	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1	NP_001037538.1
OG0000296	XP_021696627.1, XP_001652037.1	NP_001093088.1
OG0000298	XP_001653995.1	XP_037876134.1
OG0000299	XP_001651322.2	XP_004931769.1
OG0000300	XP_001655172.1	XP_004933050.1
OG0000301	XP_001648376.1	NP_001106223.1
OG0000301	XP_001658068.2	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1
OG0000302	XP_021704818.1	NP_001095931.1
OG0000302	XP_011493002.2	XP_012548543.1, NP_001036995.2
OG0000303	XP_001654671.2	XP_004922660.1
OG0000304	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1	XP_012551807.1
OG0000305	XP_021713275.1	XP_037867702.1
OG0000306	XP_001650982.2, XP_021703646.1	XP_012545688.1
OG0000306	XP_021713149.1, XP_001657736.2	XP_037876226.1, XP_012545475.3, XP_037876227.1
OG0000307	XP_001648503.2, XP_021709490.1	XP_021205396.1
OG0000308	XP_021704951.1, XP_001652493.1	XP_021205271.1, XP_004928518.1
OG0000309	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1	XP_037874917.1, XP_012544599.1
OG0000310	XP_021709445.1, XP_021707061.1	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1
OG0000311	XP_001663796.1	NP_001093301.1, NP_001036889.1
OG0000312	XP_011493181.2	NP_001040189.1, XP_004923642.1
OG0000313	XP_021711596.1	XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1
OG0000314	XP_021694403.1	XP_004933069.3
OG0000315	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1	XP_037867576.1
OG0000316	XP_001659462.2	XP_012546125.1, NP_001166631.1
OG0000316	XP_021708459.1	XP_021202031.1, XP_004923727.1, XP_012543764.1, XP_021202004.1, NP_001166632.1
OG0000317	XP_021709328.1	XP_037867855.1, XP_037867856.1
OG0000318	XP_001650490.2	NP_001040191.1
OG0000318	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1	XP_037871308.1
OG0000319	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1	XP_021206353.1, XP_021206354.1, XP_004930032.1
OG0000320	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1	XP_012545276.1, NP_001098066.2
OG0000321	XP_001654226.2	XP_021202661.1, XP_004924713.2
OG0000322	XP_021699357.1, XP_001664072.2, XP_001664071.2	XP_037873232.1, XP_037873234.1
OG0000323	XP_021709796.1	XP_012548839.3, XP_037874398.1
OG0000324	XP_021706397.1	XP_037876974.1
OG0000325	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1	XP_021203813.1, XP_004926421.2
OG0000326	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2
OG0000327	XP_021696134.1, XP_021696137.1, XP_021696149.1	XP_021208104.2, XP_021208109.2
OG0000329	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2
OG0000332	XP_001648362.2	XP_004926237.1
OG0000333	XP_021693426.1	NP_001274771.1, XP_004925570.1
OG0000334	XP_021701876.1	XP_012548494.3
OG0000335	XP_021711938.1	XP_037867290.1, NP_001091841.1
OG0000336	XP_001655208.2	XP_004922260.1
OG0000337	XP_021696470.1, XP_021696471.1, XP_021711867.1	XP_037869275.1, XP_037869270.1
OG0000338	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2	XP_012550857.1, NP_001243932.1
OG0000339	XP_001648723.1	NP_001106217.1
OG0000339	XP_001656676.1	NP_001037376.1, XP_012549898.1
OG0000340	XP_021705793.1	NP_001037458.1
OG0000341	XP_021702717.1, XP_001659283.1	XP_004929139.1
OG0000342	XP_021700597.1	NP_001116809.1
OG0000342	XP_021709325.1	XP_004932270.2
OG0000343	XP_021709458.1, XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1	XP_012543786.3
OG0000344	XP_021697739.1, XP_021697741.1, XP_021697740.1	XP_037877717.1
OG0000345	XP_021707280.1, XP_021707281.1, XP_021707282.1	NP_001243988.1
OG0000346	XP_021707570.1, XP_021707123.1	XP_037877324.1
OG0000347	XP_021700452.1	XP_021202995.1
OG0000349	XP_021693827.1	XP_004924752.1
OG0000350	XP_001659213.2	XP_004924816.1
OG0000351	XP_001647780.1	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2
OG0000356	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2
OG0000357	XP_021701084.1	XP_037875620.1, XP_037875619.1
OG0000358	XP_001661132.1, XP_021698766.1	XP_004929861.1, XP_012549059.1
OG0000360	XP_021705669.1, XP_021705670.1	XP_004925207.2
OG0000361	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1
OG0000363	XP_001660101.2	NP_001166627.1
OG0000363	XP_001660100.2	NP_001036950.1
OG0000363	XP_021693660.1, XP_021708215.1, XP_011492937.1	NP_001036951.1
OG0000365	XP_021696655.1, XP_021696656.1, XP_001652059.2	XP_004931576.1
OG0000366	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1	XP_037868836.1, XP_037868853.1
OG0000367	XP_001650261.2	XP_004931037.1
OG0000368	XP_001649238.1, XP_001649236.1, XP_021705594.1	NP_001296504.1
OG0000369	XP_021706588.1, XP_021708003.1, XP_021710742.1, XP_021710743.1, XP_021710741.1, XP_021710744.1	XP_021205545.1
OG0000370	XP_021712555.1	NP_001037368.1, XP_037867324.1, XP_021206506.2
OG0000370	XP_021712567.1, XP_021712559.1	XP_037867682.1
OG0000370	XP_001658407.1	XP_004923586.2
OG0000372	XP_001653705.2	XP_004927647.1
OG0000375	XP_001652513.1	XP_004932094.1
OG0000377	XP_001660801.2	XP_021204843.1, XP_037877759.1
OG0000377	XP_001652672.1, XP_001652671.1, XP_001652673.1	NP_001093303.1
OG0000378	XP_021709491.1	NP_001128361.1, XP_012548744.1, XP_012545363.2
OG0000379	XP_021704205.1, XP_021704206.1	XP_012548112.2, XP_037872167.1, XP_037872168.1
OG0000380	XP_001658589.2, XP_021700482.1	XP_004929190.1
OG0000381	XP_021709141.1	XP_037873154.1
OG0000381	XP_021708636.1, XP_001653770.1	NP_001040480.1
OG0000382	XP_021712504.1, XP_021705463.1	XP_004926637.1
OG0000384	XP_001660403.1	XP_012546200.2, NP_001037020.1
OG0000384	XP_021708638.1	XP_012549844.2
OG0000385	XP_021712982.1, XP_001649476.1	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1
OG0000386	XP_011493284.1, XP_001651049.1, XP_021694539.1	XP_004922882.1
OG0000388	XP_021694733.1	NP_001037022.1
OG0000388	XP_001659821.1	NP_001037023.1
OG0000389	XP_001653489.2, XP_001653487.1	XP_004932710.1, XP_021207907.1
OG0000390	XP_001661829.2, XP_021705081.1	XP_021203588.1, XP_037877301.1
OG0000390	XP_001652622.1	XP_021203616.1, XP_037877297.1, XP_037877296.1
OG0000391	XP_021708186.1, XP_021708180.1	XP_037874402.1
OG0000392	XP_021694279.1	XP_037869586.1
OG0000394	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1	XP_037872446.1
OG0000395	XP_021711480.1	XP_004925794.1
OG0000396	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1
OG0000397	XP_021705047.1, XP_021705046.1, XP_021712900.1	XP_012547260.2, XP_004927925.2
OG0000398	XP_001654423.1	XP_012549270.1
OG0000399	XP_021701463.1, XP_021701471.1, XP_021701437.1	XP_037869246.1
OG0000400	XP_001654875.3	XP_012548092.2
OG0000401	XP_021710740.1, XP_001657992.2, XP_021710747.1	XP_012553127.1
OG0000402	XP_021709443.1	NP_001036858.1, XP_021205511.1, XP_037872331.1, NP_001243949.1
OG0000403	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1	XP_037866587.1, XP_037866592.1
OG0000405	XP_001663334.1	NP_001040392.1
OG0000405	XP_001660991.1	XP_037873435.1
OG0000406	XP_001656191.2	XP_004929643.2
OG0000406	XP_001657673.2, XP_001657671.1, XP_001657674.2	XP_004925045.1
OG0000408	XP_001656144.1	XP_004932927.1
OG0000408	XP_001649800.1	XP_004931561.1
OG0000409	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1	XP_004924677.1
OG0000410	XP_021706294.1, XP_021706293.1	XP_012553301.2
OG0000411	XP_021698601.1	XP_004923311.1
OG0000411	XP_001664033.2	XP_004933193.1
OG0000412	XP_021698414.1, XP_021710181.1, XP_021710186.1	XP_012550723.1
OG0000413	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1
