Orthogroup	Aedes_aegypti	Anopheles_gambiae
OG0000144	XP_021708224.1, XP_001657247.2, XP_021709081.1, XP_021705010.1, XP_001658835.2	XP_001237710.1, XP_001688727.1, XP_315780.4
OG0000145	XP_001661017.2	XP_318854.4
OG0000146	XP_001662762.1	XP_556748.3
OG0000146	XP_021707130.1, XP_001649220.1	XP_001238402.1, XP_320925.3, XP_001238796.1
OG0000146	XP_001660580.2	XP_308640.2
OG0000147	XP_021708848.1, XP_001659371.1	XP_312505.3, XP_003436127.1, XP_003436126.1
OG0000149	XP_021701465.1	XP_319018.3
OG0000150	XP_021698126.1, XP_021698125.1, XP_021698128.1, XP_021698127.1	XP_316248.3
OG0000151	XP_021697798.1	XP_001687986.1
OG0000152	XP_001653160.1	XP_001688746.1, XP_315920.4
OG0000153	XP_021705481.1	XP_307093.4, XP_317935.4
OG0000153	XP_021697591.1, XP_021697584.1, XP_021697583.1, XP_021697588.1, XP_021697587.1, XP_021697586.1, XP_021697585.1, XP_021697590.1, XP_021697589.1	XP_315414.4
OG0000154	XP_021709760.1	XP_552044.3
OG0000154	XP_021709756.1	XP_320377.4
OG0000154	XP_021697249.1, XP_001662813.2	XP_001688862.1
OG0000154	XP_021697250.1, XP_021697252.1, XP_021697253.1	XP_557048.3
OG0000156	XP_021696919.1, XP_021712121.1	XP_315693.3
OG0000157	XP_001660449.1	XP_321960.2
OG0000157	XP_001663061.2, XP_001658492.2	XP_321971.5
OG0000157	XP_001655764.1	XP_319874.4
OG0000157	XP_011493631.1, XP_001655766.1, XP_001655767.1, XP_021702729.1	XP_319873.4
OG0000160	XP_021709766.1	XP_314536.3
OG0000160	XP_021707900.1, XP_021710525.1, XP_001662274.1	XP_314534.4
OG0000161	XP_001656119.2	XP_315381.4, XP_556009.2, XP_001237651.1, XP_556011.2
OG0000162	XP_021694432.1	XP_566274.3, XP_311007.4
OG0000162	XP_021704010.1	XP_310786.3
OG0000162	XP_021706951.1	XP_311918.3
OG0000164	XP_021698765.1	XP_315013.4
OG0000164	XP_021697710.1, XP_021695328.1	XP_552916.2
OG0000165	XP_021697212.1	XP_311219.3
OG0000165	XP_021704115.1, XP_021704136.1, XP_021704202.1	XP_311252.5
OG0000166	XP_021704926.1, XP_021704934.1, XP_021704935.1	XP_001689364.2, XP_001689365.2, XP_001689363.2, XP_321832.5, XP_003435807.1
OG0000168	XP_021712003.1, XP_021699894.1	XP_314120.4
OG0000168	XP_021705545.1	XP_309810.4
OG0000170	XP_001654345.1	XP_315409.2
OG0000171	XP_001654890.1, XP_001654889.1, XP_001654886.2	XP_553377.2, XP_318615.2
OG0000171	XP_001656792.2	XP_317868.4, XP_554784.3
OG0000171	XP_001653331.1	XP_001237882.1, XP_317081.2
OG0000171	XP_001653330.2, XP_001653328.2	XP_001689001.1
OG0000173	XP_021694163.1, XP_001649426.1	XP_313784.5
OG0000174	XP_021704325.1, XP_021704326.1	XP_313394.4
OG0000175	XP_001654240.1	XP_001687949.1, XP_308467.4
OG0000177	XP_001651644.2	XP_309771.2
OG0000177	XP_021707471.1, XP_021707472.1	XP_001230649.2
OG0000177	XP_001651645.1	XP_001688246.1
OG0000178	XP_021707000.1, XP_021706999.1	XP_307952.5
OG0000179	XP_001655662.1, XP_021712235.1	XP_003437002.1, XP_310632.5
OG0000180	XP_001654382.1, XP_001654381.1, XP_021693530.1, XP_021693529.1	XP_003436547.1, XP_003436546.1, XP_313417.5
OG0000181	XP_001656977.3	XP_321792.2
OG0000183	XP_001655456.2	XP_311711.3
OG0000183	XP_021704629.1, XP_021704627.1	XP_317936.4
OG0000183	XP_021693217.1, XP_021693215.1, XP_021693216.1	XP_307630.3
OG0000184	XP_001655087.1, XP_011493580.2	XP_319373.1
OG0000185	XP_001651366.1	XP_001688361.2
OG0000186	XP_001658387.1	XP_308393.4
OG0000187	XP_021703024.1, XP_021703026.1, XP_021703025.1, XP_021703030.1, XP_021703029.1, XP_021703028.1, XP_021703027.1	XP_318759.3
OG0000188	XP_001656810.1, XP_001656809.1	XP_315011.4, XP_315012.3, XP_001230552.2, XP_315010.4, XP_320581.4, XP_320580.4
OG0000188	XP_001648537.2, XP_021700226.1	XP_318945.3
OG0000188	XP_021704883.1	XP_316795.2
OG0000189	XP_001655460.2	XP_559460.4, XP_003436249.1, XP_312117.5
OG0000189	XP_001655465.2, XP_001655464.2	XP_311343.4, XP_309276.4
OG0000190	XP_001660557.1	XP_003436713.1, XP_312971.1
OG0000191	XP_021708624.1, XP_021708625.1	XP_321501.2
OG0000191	XP_021711114.1	XP_320256.4
OG0000191	XP_001658852.2, XP_021709915.1	XP_001230641.2
OG0000191	XP_021707346.1, XP_021705110.1	XP_320896.4, XP_320897.4
OG0000191	XP_001661290.1, XP_021706490.1	XP_309543.4
OG0000192	XP_001664087.2	XP_311585.4
OG0000193	XP_001661294.1, XP_021711700.1, XP_021703013.1, XP_001658732.2	XP_311345.5
OG0000193	XP_001661293.1	XP_315874.4, XP_315007.3, XP_001231036.2, XP_001231037.2, XP_308999.4
OG0000193	XP_021695405.1	XP_318810.4, XP_308957.4
OG0000193	XP_001659383.2	XP_309445.3
OG0000193	XP_001661796.2, XP_001661797.2	XP_309413.3, XP_309418.3, XP_001230482.2, XP_001231172.1, XP_554273.3, XP_319956.4, XP_001231177.2, XP_309420.3, XP_309836.3, XP_309406.3, XP_309412.3, XP_554286.2, XP_001687788.1, XP_001689133.1, XP_001231178.2, XP_001689132.1, XP_001231173.2, XP_318533.3, XP_001688183.1, XP_309370.3, XP_318494.3, XP_309419.5, XP_001688186.1, XP_309416.4
OG0000194	XP_001658607.2	XP_556986.2
OG0000196	XP_021709422.1, XP_021709426.1	XP_321556.3
OG0000197	XP_021697283.1, XP_021697282.1, XP_021697285.1, XP_021697284.1, XP_001661709.1, XP_021697516.1, XP_021697517.1, XP_021697518.1, XP_021697519.1	XP_308795.4
OG0000198	XP_021706486.1	XP_314495.3
OG0000200	XP_001655242.1	XP_559572.2, XP_003436619.1, XP_003436618.1, XP_003436620.1
OG0000201	XP_001663057.1	XP_316379.4
OG0000201	XP_011493157.1	XP_312417.5
OG0000201	XP_001652982.2	XP_003436144.1, XP_312416.4
OG0000201	XP_021711304.1, XP_001659011.2, XP_001659009.1, XP_021712798.1, XP_001654269.2	XP_320665.4
OG0000203	XP_001662504.2	XP_321914.5
OG0000203	XP_021697410.1	XP_315944.3
OG0000204	XP_021704598.1, XP_021704597.1, XP_001656463.1	XP_003436222.1, XP_312208.4
OG0000205	XP_021697855.1, XP_021697857.1, XP_021697856.1, XP_021697859.1, XP_021697858.1, XP_021697862.1, XP_021697860.1	XP_001688795.1, XP_003436549.1
OG0000206	XP_001651825.1, XP_021704991.1	XP_003435909.1, XP_321392.5
OG0000206	XP_001648552.1	XP_003436103.1, XP_563817.3
OG0000207	XP_001650660.1	XP_308487.3
OG0000207	XP_021698130.1	XP_001688813.1, XP_001688814.1, XP_556880.3
OG0000208	XP_021698134.1, XP_021698133.1	XP_001688810.1, XP_316236.4
OG0000208	XP_001653727.1	XP_314845.4
OG0000209	XP_021711015.1, XP_021711016.1	XP_001230643.2, XP_309738.3
OG0000210	XP_021702938.1	XP_001688664.1
OG0000210	XP_001655152.2	XP_319144.3
OG0000210	XP_021707662.1, XP_021712540.1	XP_319726.4, XP_317707.4
OG0000212	XP_001650168.2	XP_554502.2
OG0000212	XP_001650170.2, XP_001650169.2, XP_021705033.1	XP_318238.4
OG0000213	XP_001660162.2	XP_309297.2
OG0000214	XP_001653648.2	XP_313425.3, XP_003436551.1
OG0000214	XP_001660495.2	XP_319075.3
OG0000214	XP_001648014.1	XP_313331.4
OG0000215	XP_001650687.1	XP_001689079.1, XP_001230280.1, XP_318019.4
OG0000216	XP_021695787.1	XP_310940.5
OG0000216	XP_021695812.1	XP_001237336.2
OG0000216	XP_001658816.2	XP_310941.5, XP_559040.3
OG0000216	XP_001660657.2	XP_001237478.3
OG0000216	XP_001652926.3, XP_021705200.1, XP_001652928.1	XP_001237476.3, XP_003436120.1, XP_003436121.1
OG0000216	XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1	XP_317098.4, XP_317096.4
OG0000216	XP_001652925.2	XP_312527.4
OG0000217	XP_021712681.1, XP_001656258.2, XP_021707319.1	XP_310550.5
OG0000217	XP_021696760.1, XP_021696771.1	XP_309658.5
OG0000217	XP_021694727.1	XP_001237269.3
OG0000218	XP_021706089.1, XP_001660419.1	XP_308642.4
OG0000219	XP_001650937.1, XP_021711710.1	XP_309335.4
OG0000220	XP_021710699.1, XP_001651636.1	XP_314482.4
OG0000221	XP_001660128.1	XP_310745.5
OG0000223	XP_021710530.1	XP_320146.3
OG0000223	XP_001658512.3	XP_308984.1
OG0000223	XP_001664288.1	XP_313748.3
OG0000223	XP_021711746.1, XP_001659796.1	XP_312116.4, XP_312115.1
OG0000223	XP_001659797.2	XP_312118.4
OG0000223	XP_001664289.1	XP_313747.1
OG0000224	XP_001654732.1	XP_312099.2
OG0000224	XP_001654733.2	XP_003436251.1
OG0000225	XP_001647679.1	XP_310636.2, XP_003437000.1
OG0000226	XP_021708650.1	XP_313395.2
OG0000226	XP_021706929.1	XP_317851.1
OG0000227	XP_021696785.1	XP_308342.4, XP_001237064.2
OG0000229	XP_021701846.1	XP_319805.4, XP_001238197.1
OG0000229	XP_021701848.1, XP_001652694.2	XP_001689211.1
OG0000229	XP_001652693.2	XP_001689212.1
OG0000230	XP_021699383.1	XP_001688611.1
OG0000230	XP_021699390.1	XP_001688610.1
OG0000231	XP_021702255.1, XP_001656509.2, XP_011493518.1	XP_003436333.1
OG0000231	XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1	XP_316371.4
OG0000232	XP_021697432.1, XP_021697433.1, XP_021697431.1	XP_315941.1
OG0000232	XP_021697430.1	XP_315942.3
OG0000232	XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1	XP_315943.3
OG0000233	XP_001657370.2	XP_311447.4
OG0000234	XP_001659472.1	XP_314989.4
OG0000234	XP_001659474.1, XP_001659473.2	XP_316577.4
OG0000235	XP_021707634.1, XP_021707632.1, XP_021707627.1	XP_309952.4
OG0000235	XP_021707639.1	XP_559947.3
OG0000236	XP_001657619.2, XP_001651997.1, XP_021712370.1	XP_003435759.1, XP_003435758.1, XP_003435763.1
OG0000236	XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1	XP_322000.4
OG0000236	XP_001652725.2	XP_312478.1, XP_001238571.2
OG0000237	XP_021707698.1	XP_559100.2
OG0000237	XP_021708376.1	XP_311581.3
OG0000239	XP_001648774.2	XP_310299.2
OG0000239	XP_021704849.1, XP_021705252.1	XP_559533.6
OG0000239	XP_001662669.2	XP_319807.4
OG0000241	XP_001652449.1	XP_553025.3
OG0000242	XP_001662864.3, XP_021705201.1, XP_001662868.2, XP_021709352.1, XP_021707901.1, XP_021706401.1, XP_021706946.1	XP_565621.4, XP_307986.5, XP_003436060.1
OG0000242	XP_021704581.1	XP_308056.5
OG0000243	XP_001656949.2, XP_001656950.2	XP_312943.4
OG0000243	XP_021705735.1	XP_308057.4, XP_321049.3
OG0000243	XP_021704726.1	XP_308058.4
OG0000244	XP_001652340.2	XP_313365.4
OG0000245	XP_001663686.2, XP_001663685.2	XP_315084.2, XP_001230554.1, XP_307623.1
OG0000245	XP_021699381.1	XP_315083.1, XP_001231041.1, XP_001687787.1, XP_315074.1
OG0000245	XP_021699380.1, XP_001663688.2	XP_315076.1
OG0000245	XP_001650638.2, XP_001650639.2	XP_315075.1, XP_315073.2
OG0000245	XP_001661890.1, XP_001661891.2	XP_316323.2
OG0000245	XP_001648968.1	XP_312089.2
OG0000246	XP_021702972.1	XP_319840.2, XP_319841.3
OG0000246	XP_001661057.2	XP_319838.3
OG0000247	XP_021693011.1, XP_001651225.2, XP_001651227.2, XP_001650550.2	XP_311005.4
OG0000247	XP_021694288.1	XP_003436566.1
OG0000248	XP_001654001.2	XP_315067.4
OG0000248	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1	XP_308379.4
OG0000248	XP_001651553.2	XP_315470.5, XP_003435724.1
OG0000248	XP_001659313.2	XP_316226.4
OG0000249	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1	XP_310971.5
OG0000249	XP_021693333.1	XP_003436284.1, XP_312022.5
OG0000250	XP_001660282.2, XP_021705092.1	XP_003436312.1, XP_003436311.1, XP_311978.5
OG0000251	XP_021703650.1, XP_021703600.1, XP_021703627.1	XP_310768.4
OG0000252	XP_001659013.1, XP_021711486.1	XP_321164.1
OG0000253	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1	XP_310451.4, XP_310450.4, XP_001238805.2
OG0000253	XP_021703386.1, XP_021703387.1, XP_021703388.1	XP_316966.4
OG0000254	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1	XP_312967.3, XP_003436712.1
OG0000255	XP_021695873.1	XP_003436960.1, XP_310845.5
OG0000256	XP_001659923.1	XP_307890.5
OG0000257	XP_021707001.1	XP_321870.5
OG0000257	XP_001653528.1	XP_321869.5, XP_001689370.2, XP_003435798.1, XP_321867.5, XP_321865.3
OG0000258	XP_001655722.2, XP_001655723.2	XP_551868.2
OG0000258	XP_001660402.1	XP_317054.1
OG0000258	XP_001655721.2	XP_320222.2
OG0000258	XP_001655719.1	XP_551869.1
OG0000258	XP_001655720.2	XP_320226.1, XP_320224.2
OG0000258	XP_001655718.2	XP_320225.1
OG0000260	XP_021710146.1	XP_550846.3
OG0000260	XP_001651266.2	XP_321091.3, XP_321092.3, XP_312337.4
OG0000261	XP_001653512.1	XP_315985.3, XP_001688761.1
OG0000263	XP_021695756.1, XP_001659895.1	XP_001687857.1, XP_564524.3, XP_001687858.1
OG0000264	XP_021699793.1	XP_001688533.1, XP_314137.4
OG0000264	XP_001654772.1	XP_311594.2
OG0000265	XP_021693311.1, XP_021693310.1	XP_319555.4
OG0000265	XP_001656086.1, XP_001656087.2	XP_312273.4, XP_003436201.1
OG0000265	XP_021696088.1	XP_001688869.1, XP_316477.4
OG0000266	XP_001663718.1	XP_310704.3
OG0000266	XP_001648452.3	XP_308081.2
OG0000268	XP_021694310.1, XP_021709288.1, XP_021708718.1	XP_309197.1
OG0000268	XP_021703075.1, XP_021703638.1, XP_021708988.1	XP_003437164.1, XP_003437165.1, XP_560220.3, XP_001688171.2, XP_311384.3, XP_311355.3, XP_307829.2
OG0000269	XP_021694258.1	XP_315017.4
OG0000270	XP_021693340.1	XP_003436281.1, XP_312025.4, XP_003436282.1
OG0000270	XP_021693342.1	XP_003436280.1, XP_312026.4
OG0000271	XP_021694461.1, XP_021694462.1	XP_311184.3
OG0000271	XP_001657210.3	XP_312761.3, XP_003436383.1
OG0000272	XP_021702656.1	XP_309153.3
OG0000272	XP_001651408.2	XP_314691.2
OG0000273	XP_021697010.1	XP_308599.4, XP_001688028.1
OG0000274	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1	XP_317143.4
OG0000274	XP_021700871.1	XP_318742.4
OG0000274	XP_021700753.1, XP_021711724.1	XP_318623.4
OG0000274	XP_021708647.1, XP_021712554.1	XP_319531.4
OG0000275	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1	XP_001237830.2
OG0000276	XP_001659080.1	XP_320369.4
OG0000276	XP_021706827.1, XP_001659081.1	XP_320367.3
OG0000276	XP_001659077.2	XP_318052.4
OG0000276	XP_001653647.2	XP_312077.3
OG0000277	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1	XP_315597.3, XP_001688685.1, XP_001688686.1
OG0000278	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1	XP_307914.5, XP_003436076.1
OG0000279	XP_021701402.1	XP_308623.4
OG0000279	XP_021704615.1	XP_317820.4
OG0000281	XP_021704238.1, XP_021704239.1, XP_001651431.1	XP_312382.3
OG0000283	XP_021699203.1	XP_315855.4
OG0000284	XP_021713281.1	XP_003436098.1, XP_003436097.1, XP_312601.2
OG0000284	XP_001649911.1	XP_308964.2
OG0000285	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1	XP_309398.1
OG0000287	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1	XP_315240.3
OG0000287	XP_001653434.1	XP_320482.3
OG0000288	XP_021708643.1	XP_552525.3
OG0000288	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1	XP_319330.4
OG0000289	XP_001653392.1, XP_021700629.1	XP_319051.2
OG0000290	XP_001655226.2	XP_312763.5, XP_003436385.1
OG0000290	XP_001655212.2	XP_311719.5
OG0000290	XP_001655228.2	XP_001688330.2
OG0000290	XP_021696041.1	XP_564544.3
OG0000290	XP_001662283.2	XP_308195.3
OG0000291	XP_021699126.1, XP_001661679.1	XP_308831.4
OG0000291	XP_001660325.1	XP_001689411.1
OG0000292	XP_021705801.1, XP_001652397.2, XP_021712603.1	XP_312445.4
OG0000295	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1	XP_564212.2
OG0000296	XP_021696627.1, XP_001652037.1	XP_316088.3
OG0000297	XP_001655779.1, XP_021712622.1	XP_307380.3, XP_313180.3, XP_313181.1
OG0000298	XP_001653995.1	XP_003436069.1, XP_307929.5
OG0000299	XP_001651322.2	XP_317327.4
OG0000300	XP_001648404.2	XP_315560.2
OG0000300	XP_001655172.1	XP_311179.3
OG0000301	XP_001648376.1	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5
OG0000301	XP_001658068.2	XP_555875.4
OG0000302	XP_021704818.1	XP_320795.4
OG0000302	XP_011493002.2	XP_559969.3
OG0000303	XP_001654671.2	XP_562126.3
OG0000304	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1	XP_309314.4
OG0000305	XP_021713275.1	XP_563311.4
OG0000306	XP_001650982.2, XP_021703646.1	XP_561037.1, XP_554721.1
OG0000306	XP_021713149.1, XP_001657736.2	XP_313557.5
OG0000307	XP_001648503.2, XP_021709490.1	XP_321110.5
OG0000308	XP_021704951.1, XP_001652493.1	XP_003436758.1, XP_313171.5
OG0000309	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1	XP_314908.3
OG0000310	XP_021709445.1, XP_021707061.1	XP_554747.3
OG0000311	XP_001663796.1	XP_308653.4
OG0000312	XP_011493181.2	XP_314530.4
OG0000313	XP_021711596.1	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4
OG0000314	XP_001651916.1, XP_021710674.1, XP_001651919.1	XP_001230545.2, XP_309706.4
OG0000314	XP_021694403.1	XP_313795.3
OG0000315	XP_001659087.2	XP_309465.3
OG0000315	XP_021708161.1, XP_001659089.2	XP_309463.4
OG0000315	XP_021708674.1, XP_021708675.1	XP_309462.4
OG0000316	XP_001659462.2	XP_024667073.1
OG0000316	XP_021708459.1	XP_024667074.1
OG0000317	XP_021709328.1	XP_313902.4
OG0000318	XP_001650490.2	XP_315871.3
OG0000318	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1	XP_318652.3
OG0000319	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1	XP_001688115.1, XP_308867.3
OG0000320	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1	XP_564296.2
OG0000320	XP_001652831.1, XP_001663870.2, XP_001653082.1	XP_310187.3
OG0000321	XP_001654226.2	XP_319900.4
OG0000322	XP_021699357.1	XP_309035.3
OG0000322	XP_001664072.2	XP_001237166.1
OG0000322	XP_001664071.2	XP_001688149.1, XP_308997.4
OG0000323	XP_021709796.1	XP_321271.5
OG0000324	XP_021701963.1, XP_021701968.1	XP_319063.4
OG0000324	XP_021706397.1	XP_003436078.1, XP_003436079.1
OG0000325	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1	XP_321287.5
OG0000326	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1	XP_321051.5
OG0000326	XP_021706377.1	XP_321052.5
OG0000327	XP_021696134.1, XP_021696137.1, XP_021696149.1	XP_316545.4
OG0000328	XP_001648575.1	XP_310755.5, XP_314286.4
OG0000328	XP_001649072.2	XP_314523.4
OG0000328	XP_001661917.1, XP_001661919.1, XP_001661920.1, XP_001661921.1	XP_003436455.1, XP_314254.5
OG0000328	XP_021706275.1, XP_001660703.2	XP_317349.4
OG0000328	XP_001663596.2	XP_310606.5
OG0000328	XP_021705274.1, XP_021703967.1, XP_001662117.1, XP_001662120.1	XP_316459.3, XP_316457.2, XP_316453.3, XP_316479.4, XP_316454.2, XP_316455.3
OG0000328	XP_001651036.1	XP_310756.4
OG0000329	XP_001663012.2, XP_001663019.1, XP_001663014.2	XP_313828.2
OG0000329	XP_021713330.1, XP_001663018.1, XP_001663020.2	XP_313829.3
OG0000330	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2	XP_309352.4
OG0000332	XP_001648362.2	XP_566006.4
OG0000333	XP_021693426.1	XP_312762.5, XP_003436384.1
OG0000334	XP_021701876.1	XP_314676.4
OG0000335	XP_021711938.1	XP_003436883.1, XP_316737.3
OG0000336	XP_001655208.2	XP_307640.4, XP_313669.5
OG0000337	XP_021696470.1, XP_021696471.1, XP_021711867.1	XP_308411.4, XP_001687921.1
OG0000338	XP_021704339.1, XP_021712750.1	XP_319663.4
OG0000338	XP_021699898.1, XP_021699880.1, XP_001648753.2	XP_319430.4
OG0000339	XP_001648723.1	XP_312776.3
OG0000339	XP_001656676.1	XP_318978.3
OG0000340	XP_021705793.1	XP_320471.4
OG0000341	XP_021702717.1, XP_001659283.1	XP_319890.3
OG0000342	XP_021700597.1	XP_316483.4
OG0000342	XP_021709325.1	XP_315148.4
OG0000343	XP_021711307.1, XP_021711306.1, XP_021711305.1, XP_021711308.1	XP_312298.5
OG0000343	XP_021709458.1	XP_309450.4, XP_309446.4
OG0000343	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1	XP_311526.4
OG0000344	XP_021697739.1, XP_021697741.1, XP_021697740.1	XP_001237160.2
OG0000345	XP_021707280.1, XP_021707281.1, XP_021707282.1	XP_318033.4
OG0000347	XP_021700452.1	XP_319116.4
OG0000349	XP_021693827.1	XP_309063.4
OG0000350	XP_001659213.2	XP_308023.5
OG0000351	XP_021707134.1, XP_001647780.1	XP_321705.4
OG0000352	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1	XP_001687947.1, XP_308460.4
OG0000356	XP_001657830.1, XP_001648015.1	XP_318661.2, XP_314462.2
OG0000356	XP_001655977.1	XP_314108.4
OG0000356	XP_001647921.1	XP_313271.1
OG0000356	XP_001647922.2	XP_313719.3, XP_001687816.1
OG0000357	XP_021701084.1	XP_319323.3
OG0000358	XP_001661132.1, XP_021698766.1	XP_315015.1
OG0000360	XP_021705669.1, XP_021705670.1	XP_311565.4
OG0000361	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1	XP_320718.4
OG0000362	XP_001658111.1	XP_315999.4
OG0000362	XP_021698010.1	XP_315998.4
OG0000363	XP_001660101.2	XP_310546.5
OG0000363	XP_001660100.2	XP_310545.4
OG0000363	XP_021693660.1	XP_313887.5
OG0000363	XP_021708215.1	XP_003435866.1
OG0000363	XP_011492937.1	XP_001687778.2
OG0000364	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1	XP_319428.4
