Orthogroup	Aedes_aegypti	Osmia_lignaria
OG0000212	XP_001650168.2, XP_001650170.2, XP_001650169.2, XP_021705033.1	XP_034171934.1, XP_034190213.1
OG0000213	XP_001660162.2	XP_034181405.1, XP_034181403.1, XP_034181402.1, XP_034181400.1, XP_034181399.1, XP_034181401.1
OG0000214	XP_001653648.2	XP_034181682.1
OG0000215	XP_001650687.1	XP_034179200.1, XP_034179201.1, XP_034179202.1, XP_034179204.1
OG0000216	XP_021695787.1, XP_021695812.1, XP_001658816.2, XP_001660657.2, XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2	XP_034174664.1
OG0000217	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1, XP_021694727.1	XP_034192714.1
OG0000218	XP_021706089.1, XP_001660419.1	XP_034179355.1, XP_034179356.1, XP_034179353.1
OG0000219	XP_001650937.1, XP_021711710.1	XP_034182415.1, XP_034182416.1, XP_034182417.1, XP_034182418.1, XP_034182419.1
OG0000220	XP_021710699.1, XP_001651636.1	XP_034185665.1, XP_034185663.1, XP_034185662.1, XP_034185661.1, XP_034185660.1, XP_034185659.1, XP_034185666.1, XP_034185667.1
OG0000221	XP_001660128.1	XP_034172270.1
OG0000223	XP_021710530.1	XP_034187872.1
OG0000223	XP_001658512.3	XP_034174855.1
OG0000224	XP_001654732.1, XP_001654733.2	XP_034174532.1
OG0000225	XP_001647679.1	XP_034187524.1, XP_034187523.1, XP_034174370.1
OG0000226	XP_021708650.1	XP_034178580.1
OG0000226	XP_021706929.1	XP_034178152.1, XP_034178153.1, XP_034178155.1
OG0000227	XP_021696785.1	XP_034186580.1, XP_034186581.1, XP_034186577.1, XP_034186578.1, XP_034186579.1, XP_034186576.1
OG0000228	XP_021712416.1	XP_034194033.1, XP_034194960.1, XP_034195023.1, XP_034195027.1, XP_034194846.1, XP_034194798.1
OG0000230	XP_021699383.1	XP_034176544.1, XP_034178098.1
OG0000231	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1	XP_034190001.1, XP_034190002.1
OG0000232	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1	XP_034180300.1
OG0000233	XP_001657370.2	XP_034173028.1, XP_034173029.1, XP_034173027.1
OG0000234	XP_001659472.1, XP_001659474.1, XP_001659473.2	XP_034195401.1
OG0000235	XP_021707634.1, XP_021707632.1, XP_021707627.1	XP_034181826.1, XP_034181830.1, XP_034181832.1
OG0000236	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1	XP_034193620.1, XP_034193619.1, XP_034193622.1, XP_034193621.1
OG0000236	XP_001652725.2	XP_034193614.1, XP_034177212.1
OG0000237	XP_021707698.1	XP_034194076.1
OG0000237	XP_021708376.1	XP_034194078.1
OG0000238	XP_021695204.1	XP_034192180.1, XP_034194533.1, XP_034195303.1, XP_034192369.1, XP_034194956.1
OG0000239	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2	XP_034178769.1, XP_034178779.1, XP_034178780.1, XP_034178777.1, XP_034178778.1
OG0000241	XP_001661295.2, XP_001652449.1	XP_034181063.1, XP_034176484.1, XP_034176485.1, XP_034176486.1
OG0000243	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1	XP_034195602.1
OG0000244	XP_001652340.2	XP_034191998.1
OG0000245	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1	XP_034194081.1
OG0000246	XP_021702972.1	XP_034190713.1
OG0000246	XP_001661057.2	XP_034190757.1
OG0000247	XP_021693011.1, XP_001651225.2, XP_001651227.2, XP_001650550.2	XP_034192941.1, XP_034192944.1, XP_034192943.1
OG0000247	XP_021694288.1	XP_034192945.1
OG0000248	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2	XP_034175213.1
OG0000248	XP_001659313.2	XP_034176258.1
OG0000249	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1	XP_034175198.1
OG0000250	XP_001660282.2, XP_021705092.1	XP_034185851.1, XP_034186045.1
OG0000252	XP_001659013.1, XP_021711486.1	XP_034172163.1
OG0000253	XP_021703386.1, XP_021703387.1, XP_021703388.1	XP_034188715.1
OG0000254	XP_001664252.1	XP_034181711.1
OG0000254	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1	XP_034176775.1
OG0000255	XP_021695873.1	XP_034175416.1
OG0000256	XP_001659923.1	XP_034172377.1, XP_034172378.1, XP_034172380.1, XP_034172381.1, XP_034172375.1, XP_034172379.1, XP_034172374.1
OG0000257	XP_021707001.1	XP_034180530.1
OG0000257	XP_001653528.1	XP_034180525.1
OG0000260	XP_001651266.2	XP_034196198.1, XP_034196197.1
OG0000261	XP_001653512.1	XP_034174496.1, XP_034174495.1, XP_034174497.1
OG0000263	XP_021695756.1, XP_001659895.1	XP_034176251.1, XP_034176252.1, XP_034176253.1, XP_034176254.1
OG0000264	XP_021699793.1	XP_034192517.1, XP_034192519.1
OG0000264	XP_001654772.1	XP_034192532.1, XP_034192535.1, XP_034192533.1
OG0000265	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2	XP_034172043.1
OG0000266	XP_001663718.1	XP_034178854.1
OG0000266	XP_001648452.3	XP_034179808.1
OG0000268	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1	XP_034187249.1, XP_034187250.1
OG0000269	XP_021694258.1	XP_034171785.1, XP_034171786.1, XP_034171784.1
OG0000270	XP_021693340.1	XP_034187848.1
OG0000270	XP_021693342.1	XP_034187840.1
OG0000271	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1	XP_034173987.1, XP_034173988.1
OG0000272	XP_021702656.1, XP_001651408.2	XP_034180090.1, XP_034180092.1
OG0000273	XP_021697010.1	XP_034173815.1, XP_034173817.1
OG0000274	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1	XP_034177701.1
OG0000274	XP_021708647.1, XP_021712554.1	XP_034177647.1, XP_034177646.1, XP_034177645.1
OG0000275	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1	XP_034184775.1, XP_034184776.1, XP_034184777.1, XP_034184778.1, XP_034184779.1
OG0000277	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1	XP_034180149.1
OG0000278	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1	XP_034196238.1
OG0000279	XP_021701402.1, XP_021704615.1	XP_034178078.1, XP_034178079.1
OG0000281	XP_021704238.1, XP_021704239.1, XP_001651431.1	XP_034183439.1
OG0000283	XP_021699203.1	XP_034177112.1, XP_034177113.1, XP_034177114.1
OG0000284	XP_021713281.1	XP_034177244.1
OG0000284	XP_001649911.1	XP_034176794.1, XP_034176612.1
OG0000285	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1	XP_034174210.1, XP_034174208.1, XP_034174209.1, XP_034174207.1
OG0000287	XP_001653434.1	XP_034181060.1
OG0000288	XP_021708643.1	XP_034182201.1
OG0000288	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1	XP_034176886.1
OG0000289	XP_001653392.1, XP_021700629.1	XP_034172935.1
OG0000291	XP_001660325.1	XP_034179489.1
OG0000292	XP_021705719.1	XP_034185757.1
OG0000295	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1	XP_034177800.1, XP_034177802.1, XP_034177803.1
OG0000296	XP_021696627.1, XP_001652037.1	XP_034182600.1, XP_034182597.1, XP_034182598.1
OG0000298	XP_001653995.1	XP_034177626.1, XP_034177625.1, XP_034177622.1, XP_034177623.1
OG0000299	XP_001651322.2	XP_034182423.1, XP_034182421.1, XP_034182422.1, XP_034182424.1
OG0000300	XP_001648404.2	XP_034177825.1
OG0000300	XP_001655172.1	XP_034193167.1, XP_034193170.1
OG0000301	XP_001648376.1	XP_034187069.1
OG0000301	XP_001658068.2	XP_034187199.1
OG0000302	XP_021704818.1	XP_034189557.1
OG0000302	XP_011493002.2	XP_034189445.1, XP_034189444.1
OG0000303	XP_001654671.2	XP_034187015.1
OG0000304	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1	XP_034185537.1, XP_034185536.1, XP_034185539.1, XP_034185538.1, XP_034185540.1, XP_034185535.1
OG0000305	XP_021713275.1	XP_034181240.1
OG0000305	XP_021709869.1	XP_034172491.1
OG0000306	XP_021713149.1, XP_001657736.2	XP_034176770.1, XP_034176766.1
OG0000307	XP_001648503.2, XP_021709490.1	XP_034191324.1, XP_034191323.1
OG0000308	XP_021704951.1, XP_001652493.1	XP_034183858.1, XP_034183859.1, XP_034183861.1, XP_034183857.1, XP_034183860.1, XP_034183862.1, XP_034183855.1, XP_034183854.1
OG0000309	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1	XP_034191109.1, XP_034191110.1
OG0000310	XP_021709445.1, XP_021707061.1	XP_034171333.1, XP_034171334.1, XP_034171330.1, XP_034171331.1, XP_034171332.1
OG0000311	XP_001663796.1	XP_034192428.1
OG0000312	XP_011493181.2	XP_034194110.1, XP_034194111.1
OG0000313	XP_021711596.1	XP_034185221.1
OG0000314	XP_001651916.1, XP_021710674.1, XP_001651919.1	XP_034178893.1, XP_034178894.1
OG0000314	XP_021694403.1	XP_034178892.1
OG0000315	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1	XP_034196203.1
OG0000316	XP_001659462.2	XP_034190778.1
OG0000316	XP_021708459.1	XP_034191977.1
OG0000317	XP_021709328.1	XP_034175009.1, XP_034175007.1, XP_034175006.1, XP_034175001.1, XP_034175000.1, XP_034174999.1, XP_034175005.1, XP_034175004.1, XP_034175003.1, XP_034175002.1, XP_034175008.1
OG0000318	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1	XP_034190993.1
OG0000319	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1	XP_034193123.1, XP_034193122.1, XP_034193121.1
OG0000320	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1	XP_034191979.1
OG0000321	XP_001654226.2	XP_034181909.1
OG0000322	XP_021699357.1, XP_001664072.2, XP_001664071.2	XP_034189952.1, XP_034183562.1
OG0000323	XP_021709796.1	XP_034175132.1, XP_034175130.1, XP_034175131.1
OG0000325	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1	XP_034174351.1
OG0000326	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1	XP_034184186.1, XP_034184185.1
OG0000329	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1	XP_034191092.1
OG0000330	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2	XP_034196109.1, XP_034196108.1
OG0000332	XP_001648362.2	XP_034194113.1, XP_034194114.1, XP_034194115.1
OG0000333	XP_021693426.1	XP_034173930.1, XP_034173975.1
OG0000334	XP_021701876.1	XP_034183398.1, XP_034183399.1
OG0000335	XP_021711938.1	XP_034175478.1, XP_034183104.1, XP_034183101.1, XP_034183103.1, XP_034183105.1, XP_034183102.1, XP_034183106.1
OG0000336	XP_001655208.2	XP_034190416.1
OG0000337	XP_021696470.1, XP_021696471.1, XP_021711867.1	XP_034175506.1
OG0000338	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2	XP_034176771.1
OG0000339	XP_001648723.1	XP_034192643.1
OG0000339	XP_001656676.1	XP_034185690.1
OG0000340	XP_021705793.1	XP_034180751.1
OG0000341	XP_021702717.1, XP_001659283.1	XP_034184451.1, XP_034184452.1, XP_034184449.1, XP_034184448.1, XP_034184450.1
OG0000342	XP_021700597.1	XP_034175390.1
OG0000342	XP_021709325.1	XP_034176651.1
OG0000343	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1	XP_034171667.1, XP_034171668.1, XP_034171666.1
OG0000344	XP_021697739.1, XP_021697741.1, XP_021697740.1	XP_034172096.1, XP_034172095.1, XP_034172097.1
OG0000345	XP_021707280.1, XP_021707281.1, XP_021707282.1	XP_034194321.1
OG0000346	XP_021707570.1, XP_021707123.1	XP_034194691.1, XP_034194550.1, XP_034194815.1, XP_034194816.1, XP_034195188.1, XP_034195190.1, XP_034184614.1, XP_034183411.1, XP_034194021.1, XP_034194852.1, XP_034194855.1, XP_034194854.1, XP_034194853.1, XP_034194856.1
OG0000347	XP_021700452.1	XP_034188955.1, XP_034188954.1, XP_034188956.1, XP_034188959.1, XP_034188958.1, XP_034188957.1
OG0000349	XP_021693827.1	XP_034191076.1, XP_034191073.1, XP_034191074.1
OG0000350	XP_001659213.2	XP_034175114.1, XP_034175113.1, XP_034175112.1
OG0000351	XP_021707134.1, XP_001647780.1	XP_034182794.1, XP_034182795.1
OG0000352	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1	XP_034171365.1, XP_034171366.1
OG0000356	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2	XP_034184610.1
OG0000357	XP_021701084.1	XP_034180710.1, XP_034180709.1, XP_034180712.1, XP_034180711.1
OG0000358	XP_001661132.1, XP_021698766.1	XP_034177323.1, XP_034177336.1, XP_034177344.1, XP_034177330.1
OG0000360	XP_021705669.1, XP_021705670.1	XP_034178956.1
OG0000361	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1	XP_034179560.1
OG0000362	XP_001658111.1	XP_034189061.1
OG0000362	XP_021698010.1	XP_034188792.1, XP_034188799.1
OG0000363	XP_001660101.2	XP_034171304.1
OG0000363	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1	XP_034184767.1
OG0000364	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1	XP_034177364.1, XP_034177365.1
OG0000365	XP_021696655.1, XP_021696656.1, XP_001652059.2	XP_034176168.1, XP_034176167.1, XP_034176169.1
OG0000366	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1	XP_034193594.1, XP_034193586.1, XP_034193587.1, XP_034193584.1
OG0000367	XP_001650261.2	XP_034183395.1, XP_034183397.1, XP_034183396.1
OG0000368	XP_001649238.1, XP_001649236.1, XP_021705594.1	XP_034187201.1, XP_034187101.1
OG0000369	XP_021706588.1, XP_021708003.1	XP_034179186.1, XP_034181298.1
OG0000370	XP_021712555.1	XP_034171787.1
OG0000370	XP_021712567.1, XP_021712559.1, XP_001658407.1	XP_034171026.1
OG0000372	XP_001653705.2	XP_034175981.1, XP_034189717.1
OG0000375	XP_001652513.1	XP_034182296.1, XP_034182318.1, XP_034182328.1, XP_034182303.1, XP_034182312.1
OG0000376	XP_021711017.1	XP_034183658.1, XP_034183657.1
OG0000377	XP_001660801.2	XP_034172682.1
OG0000377	XP_001652672.1, XP_001652671.1, XP_001652673.1	XP_034189355.1
OG0000378	XP_021709491.1	XP_034193102.1, XP_034196272.1, XP_034195429.1
OG0000379	XP_021704205.1, XP_021704206.1	XP_034194737.1, XP_034194740.1, XP_034194741.1, XP_034194738.1, XP_034194739.1, XP_034194742.1
OG0000380	XP_001658589.2, XP_021700482.1	XP_034173136.1, XP_034173135.1
OG0000381	XP_021709141.1	XP_034186144.1
OG0000381	XP_021708636.1, XP_001653770.1	XP_034171088.1
OG0000382	XP_021712504.1, XP_021705463.1	XP_034186142.1, XP_034186146.1, XP_034186143.1, XP_034186145.1, XP_034173696.1
OG0000384	XP_001660403.1	XP_034196598.1, XP_034196592.1
OG0000384	XP_021708638.1	XP_034196612.1
OG0000385	XP_021712982.1, XP_001649476.1	XP_034195100.1, XP_034196159.1
OG0000386	XP_011493284.1, XP_001651049.1, XP_021694539.1	XP_034178869.1, XP_034178868.1
OG0000388	XP_021694733.1	XP_034190357.1
OG0000388	XP_001659821.1	XP_034175524.1
OG0000389	XP_001653489.2, XP_001653487.1	XP_034172589.1, XP_034172592.1
OG0000390	XP_001652622.1	XP_034181045.1
OG0000391	XP_021708186.1, XP_021708180.1	XP_034189002.1, XP_034189000.1, XP_034189001.1, XP_034188999.1, XP_034188998.1, XP_034188997.1
OG0000392	XP_021694279.1	XP_034195240.1, XP_034195133.1, XP_034195248.1, XP_034195164.1
OG0000393	XP_021708462.1	XP_034194656.1, XP_034193146.1, XP_034194650.1
OG0000394	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1	XP_034180996.1, XP_034180995.1, XP_034180997.1
OG0000395	XP_021711480.1	XP_034194866.1, XP_034194334.1
OG0000396	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1	XP_034185871.1
OG0000397	XP_021705047.1, XP_021705046.1, XP_021712900.1	XP_034181654.1
OG0000398	XP_001654423.1	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1
OG0000399	XP_021701463.1, XP_021701471.1, XP_021701437.1	XP_034185476.1, XP_034185473.1
OG0000400	XP_021708893.1, XP_001657539.2, XP_001657536.2	XP_034183839.1
OG0000401	XP_021710740.1, XP_001657992.2, XP_021710747.1	XP_034176760.1, XP_034176759.1, XP_034176762.1, XP_034176761.1, XP_034176758.1, XP_034176757.1
OG0000402	XP_011492940.1, XP_001658086.2	XP_034178569.1
OG0000403	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1	XP_034173069.1, XP_034173076.1, XP_034173077.1
OG0000405	XP_001663334.1	XP_034189852.1
OG0000405	XP_001660991.1	XP_034185956.1
OG0000406	XP_001656191.2, XP_001657673.2, XP_001657671.1, XP_001657674.2	XP_034193510.1
OG0000407	XP_001650092.2	XP_034171122.1, XP_034171123.1, XP_034171121.1
OG0000408	XP_001656144.1	XP_034184886.1
OG0000408	XP_001649800.1	XP_034179957.1
OG0000409	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1	XP_034187439.1
OG0000410	XP_021706294.1, XP_021706293.1	XP_034187535.1
OG0000410	XP_021700545.1, XP_021700546.1, XP_021711935.1	XP_034183020.1, XP_034183019.1
OG0000411	XP_021698601.1	XP_034181278.1
OG0000411	XP_001664033.2	XP_034185032.1
OG0000412	XP_021698414.1	XP_034180047.1, XP_034180046.1
OG0000412	XP_021710181.1, XP_021710186.1	XP_034189406.1, XP_034189403.1
OG0000413	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1	XP_034173017.1, XP_034173016.1
OG0000415	XP_021707878.1	XP_034174807.1, XP_034174805.1, XP_034174804.1, XP_034174809.1, XP_034174808.1, XP_034174806.1
OG0000416	XP_001648022.2	XP_034173390.1, XP_034173389.1, XP_034181739.1, XP_034194914.1
OG0000417	XP_001656516.2	XP_034173968.1
OG0000417	XP_001660338.2	XP_034179610.1
OG0000418	XP_001658954.1	XP_034187154.1
OG0000418	XP_021700067.1	XP_034192859.1
OG0000419	XP_001650207.1	XP_034180586.1
OG0000420	XP_001654248.2, XP_001663090.2, XP_001663089.2	XP_034171358.1, XP_034171359.1
OG0000421	XP_021710730.1	XP_034190976.1, XP_034190977.1, XP_034190972.1, XP_034190973.1, XP_034190974.1, XP_034190975.1, XP_034190980.1, XP_034190981.1, XP_034190982.1, XP_034190983.1, XP_034190966.1, XP_034190969.1, XP_034190968.1, XP_034190967.1, XP_034190965.1, XP_034190964.1, XP_034190971.1, XP_034190970.1, XP_034190978.1
OG0000422	XP_021695345.1	XP_034192994.1, XP_034192996.1, XP_034192997.1, XP_034193000.1, XP_034192992.1, XP_034192993.1, XP_034192985.1, XP_034192986.1, XP_034192984.1, XP_034192989.1, XP_034192990.1, XP_034192987.1, XP_034192995.1, XP_034192988.1, XP_034192998.1, XP_034192999.1
OG0000423	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1	XP_034187444.1, XP_034187441.1, XP_034187442.1, XP_034187443.1, XP_034187440.1
OG0000425	XP_001661159.1	XP_034185807.1, XP_034185808.1, XP_034185805.1
OG0000426	XP_001648511.1, XP_021706083.1	XP_034192474.1
OG0000427	XP_021693479.1	XP_034177017.1
OG0000428	XP_001652376.3	XP_034179556.1
OG0000428	XP_021713276.1	XP_034185049.1
OG0000429	XP_021708592.1	XP_034192589.1
OG0000430	XP_001651734.2	XP_034172332.1, XP_034172303.1
OG0000431	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1	XP_034185073.1
OG0000432	XP_021693214.1, XP_001660788.2	XP_034185323.1, XP_034185324.1, XP_034185325.1
OG0000433	XP_021706095.1	XP_034189624.1
OG0000434	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1	XP_034187557.1, XP_034187556.1, XP_034187555.1, XP_034187554.1, XP_034187553.1, XP_034187558.1
OG0000436	XP_021707245.1, XP_021707240.1	XP_034190341.1
OG0000437	XP_001652247.1	XP_034182896.1, XP_034182895.1
OG0000438	XP_021707499.1	XP_034177563.1
OG0000439	XP_021708260.1	XP_034176782.1
OG0000440	XP_021693136.1	XP_034175070.1
OG0000440	XP_001657753.1	XP_034185651.1
OG0000441	XP_021703713.1, XP_021703712.1, XP_021703709.1, XP_021703711.1	XP_034185619.1, XP_034185617.1, XP_034185618.1
OG0000442	XP_021698175.1, XP_021698170.1	XP_034181908.1
OG0000443	XP_021696026.1	XP_034180034.1, XP_034180057.1
