Orthogroup	Aedes_aegypti	Megalopta_genalis
OG0000213	XP_001660162.2	XP_033335273.1, XP_033335255.1, XP_033335248.1, XP_033335265.1
OG0000214	XP_001653648.2	XP_033329279.1
OG0000214	XP_001660495.2, XP_001648014.1	XP_033332495.1
OG0000215	XP_001650687.1	XP_033324846.1, XP_033324848.1
OG0000216	XP_021695787.1, XP_021695812.1, XP_001658816.2, XP_001660657.2, XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2	XP_033329437.1
OG0000217	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1, XP_021694727.1	XP_033326893.1
OG0000218	XP_021706089.1, XP_001660419.1	XP_033324698.1, XP_033324701.1, XP_033324699.1, XP_033324700.1, XP_033324694.1, XP_033324693.1, XP_033324696.1, XP_033324695.1
OG0000219	XP_001650937.1, XP_021711710.1	XP_033341813.1, XP_033341838.1, XP_033341823.1, XP_033341832.1, XP_033341847.1
OG0000220	XP_021710699.1, XP_001651636.1	XP_033334552.1
OG0000221	XP_001660128.1	XP_033341189.1
OG0000223	XP_021710530.1	XP_033321135.1, XP_033336081.1
OG0000223	XP_001658512.3	XP_033326615.1
OG0000224	XP_001654732.1, XP_001654733.2	XP_033336757.1
OG0000225	XP_001647679.1	XP_033327125.1, XP_033327126.1, XP_033326964.1
OG0000226	XP_021708650.1	XP_033333963.1, XP_033334005.1
OG0000226	XP_021706929.1	XP_033334386.1, XP_033334377.1
OG0000227	XP_021696785.1	XP_033335345.1, XP_033335343.1, XP_033335344.1, XP_033335341.1, XP_033335342.1
OG0000228	XP_021712416.1	XP_033323173.1
OG0000230	XP_021699383.1	XP_033334946.1, XP_033332064.1, XP_033332065.1
OG0000231	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1	XP_033341044.1, XP_033341042.1, XP_033341032.1, XP_033341037.1, XP_033341036.1, XP_033341034.1, XP_033341041.1, XP_033341039.1, XP_033341043.1, XP_033341035.1, XP_033341033.1, XP_033341038.1
OG0000232	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1	XP_033336594.1
OG0000233	XP_001657370.2	XP_033328835.1, XP_033330123.1
OG0000234	XP_001659472.1, XP_001659474.1, XP_001659473.2	XP_033322626.1, XP_033322627.1, XP_033322628.1
OG0000235	XP_021707634.1, XP_021707632.1, XP_021707627.1	XP_033327679.1, XP_033327639.1
OG0000236	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1	XP_033341648.1
OG0000236	XP_001652725.2	XP_033341647.1
OG0000237	XP_021707698.1	XP_033330897.1
OG0000237	XP_021708376.1	XP_033330926.1
OG0000239	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2	XP_033331997.1, XP_033331996.1, XP_033331995.1
OG0000241	XP_001661295.2, XP_001652449.1	XP_033322650.1, XP_033322611.1, XP_033334508.1, XP_033334500.1, XP_033334501.1, XP_033334502.1, XP_033334507.1, XP_033334506.1
OG0000243	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1	XP_033330955.1
OG0000244	XP_001652340.2	XP_033335781.1, XP_033335780.1, XP_033335782.1
OG0000245	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1	XP_033323070.1
OG0000246	XP_001661057.2	XP_033331324.1, XP_033331325.1
OG0000247	XP_021693011.1, XP_001651225.2, XP_001651227.2, XP_001650550.2	XP_033324057.1
OG0000247	XP_021694288.1	XP_033324120.1
OG0000248	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2	XP_033342993.1
OG0000249	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1	XP_033324895.1, XP_033324916.1, XP_033324906.1
OG0000249	XP_021693333.1	XP_033325592.1, XP_033325604.1, XP_033324884.1
OG0000250	XP_001660282.2, XP_021705092.1	XP_033331459.1, XP_033325499.1, XP_033325504.1
OG0000252	XP_001659013.1, XP_021711486.1	XP_033340169.1, XP_033340168.1, XP_033340167.1
OG0000253	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1	XP_033327704.1
OG0000253	XP_021703386.1, XP_021703387.1, XP_021703388.1	XP_033326834.1
OG0000254	XP_001664252.1	XP_033333235.1
OG0000254	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1	XP_033339944.1, XP_033327994.1
OG0000255	XP_021695873.1	XP_033334959.1
OG0000256	XP_001659923.1	XP_033341517.1
OG0000257	XP_021707001.1	XP_033335911.1, XP_033335914.1, XP_033335912.1, XP_033335913.1
OG0000257	XP_001653528.1	XP_033335903.1
OG0000260	XP_021710146.1	XP_033342091.1
OG0000261	XP_001653512.1	XP_033329797.1
OG0000263	XP_021695756.1, XP_001659895.1	XP_033342453.1, XP_033342455.1, XP_033342456.1
OG0000264	XP_021699793.1	XP_033339250.1
OG0000264	XP_001654772.1	XP_033329580.1
OG0000265	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2	XP_033342102.1
OG0000266	XP_001663718.1	XP_033340749.1
OG0000266	XP_001648452.3	XP_033338173.1
OG0000268	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1	XP_033325300.1, XP_033325301.1
OG0000269	XP_021694258.1	XP_033324455.1, XP_033324487.1, XP_033324472.1, XP_033324481.1, XP_033324463.1
OG0000270	XP_021693340.1	XP_033332852.1, XP_033332853.1, XP_033332850.1, XP_033332967.1
OG0000270	XP_021693342.1	XP_033333269.1
OG0000271	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1	XP_033335191.1
OG0000272	XP_021702656.1, XP_001651408.2	XP_033323942.1, XP_033323944.1
OG0000273	XP_021697010.1	XP_033335472.1, XP_033335572.1, XP_033335541.1, XP_033335536.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335534.1
OG0000274	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1	XP_033324105.1, XP_033324106.1
OG0000274	XP_021708647.1, XP_021712554.1	XP_033324310.1
OG0000275	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1	XP_033329977.1, XP_033329978.1
OG0000277	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1	XP_033336084.1
OG0000278	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1	XP_033322809.1
OG0000279	XP_021701402.1, XP_021704615.1	XP_033323438.1
OG0000281	XP_021704238.1, XP_021704239.1, XP_001651431.1	XP_033322646.1
OG0000283	XP_021699203.1	XP_033331140.1, XP_033331139.1, XP_033331138.1, XP_033331136.1, XP_033331137.1
OG0000284	XP_021713281.1	XP_033331949.1
OG0000284	XP_001649911.1	XP_033323843.1, XP_033340215.1, XP_033340029.1
OG0000285	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1	XP_033343077.1
OG0000287	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1	XP_033340778.1
OG0000287	XP_001653434.1	XP_033340776.1
OG0000288	XP_021708643.1	XP_033321660.1
OG0000288	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1	XP_033328032.1
OG0000289	XP_001653392.1, XP_021700629.1	XP_033322908.1, XP_033322907.1, XP_033322906.1, XP_033322909.1
OG0000291	XP_001660325.1	XP_033327296.1, XP_033324775.1
OG0000292	XP_021705719.1	XP_033330924.1
OG0000295	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1	XP_033321431.1, XP_033321430.1, XP_033321429.1
OG0000296	XP_021696627.1, XP_001652037.1	XP_033322094.1, XP_033322095.1, XP_033322098.1, XP_033322097.1, XP_033322099.1, XP_033322100.1
OG0000298	XP_001653995.1	XP_033332751.1
OG0000299	XP_001651322.2	XP_033341864.1, XP_033341872.1
OG0000300	XP_001648404.2	XP_033330944.1, XP_033330952.1
OG0000301	XP_001648376.1	XP_033338889.1
OG0000301	XP_001658068.2	XP_033324485.1
OG0000302	XP_011493002.2	XP_033325932.1
OG0000303	XP_001654671.2	XP_033324369.1
OG0000304	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1	XP_033330323.1, XP_033330324.1
OG0000305	XP_021713275.1	XP_033333019.1, XP_033333018.1
OG0000305	XP_021709869.1	XP_033328812.1, XP_033328682.1, XP_033328681.1, XP_033328680.1
OG0000306	XP_021713149.1, XP_001657736.2	XP_033323837.1, XP_033323835.1, XP_033323834.1
OG0000307	XP_001648503.2, XP_021709490.1	XP_033338592.1, XP_033338590.1, XP_033338593.1, XP_033338594.1, XP_033338591.1, XP_033338595.1, XP_033338596.1, XP_033338597.1
OG0000308	XP_021704951.1, XP_001652493.1	XP_033339580.1
OG0000309	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1	XP_033335528.1, XP_033335529.1, XP_033335530.1, XP_033335531.1
OG0000310	XP_021709445.1, XP_021707061.1	XP_033334256.1
OG0000311	XP_001663796.1	XP_033337519.1
OG0000312	XP_011493181.2	XP_033333350.1, XP_033333343.1, XP_033333334.1
OG0000313	XP_021711596.1	XP_033337549.1
OG0000315	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1	XP_033333990.1
OG0000316	XP_001659462.2	XP_033325064.1
OG0000316	XP_021708459.1	XP_033338014.1
OG0000317	XP_021709328.1	XP_033342872.1
OG0000318	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1	XP_033326372.1
OG0000319	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1	XP_033342398.1
OG0000320	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1	XP_033336473.1
OG0000321	XP_001654226.2	XP_033330361.1, XP_033330369.1
OG0000322	XP_021699357.1, XP_001664072.2, XP_001664071.2	XP_033331478.1
OG0000323	XP_021709796.1	XP_033334479.1
OG0000325	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1	XP_033333702.1, XP_033333701.1, XP_033333700.1
OG0000326	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1	XP_033338031.1, XP_033338510.1
OG0000329	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1	XP_033335407.1
OG0000330	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2	XP_033333717.1
OG0000332	XP_001648362.2	XP_033339359.1, XP_033339360.1, XP_033339358.1, XP_033339357.1, XP_033339361.1
OG0000333	XP_021693426.1	XP_033337087.1, XP_033329805.1, XP_033329801.1, XP_033329802.1, XP_033329803.1, XP_033329804.1, XP_033341698.1
OG0000334	XP_021701876.1	XP_033325774.1, XP_033325772.1, XP_033325773.1, XP_033325771.1, XP_033325770.1
OG0000335	XP_021711938.1	XP_033335567.1, XP_033332464.1, XP_033332465.1
OG0000336	XP_001655208.2	XP_033337673.1, XP_033331264.1
OG0000337	XP_021696470.1, XP_021696471.1, XP_021711867.1	XP_033342461.1, XP_033342457.1
OG0000338	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2	XP_033324257.1
OG0000339	XP_001648723.1	XP_033325334.1, XP_033339228.1, XP_033339229.1
OG0000339	XP_001656676.1	XP_033327360.1
OG0000340	XP_021705793.1	XP_033323924.1, XP_033323925.1
OG0000341	XP_021702717.1, XP_001659283.1	XP_033321344.1, XP_033321342.1, XP_033321343.1
OG0000342	XP_021700597.1	XP_033342494.1, XP_033342493.1
OG0000342	XP_021709325.1	XP_033342255.1
OG0000344	XP_021697739.1, XP_021697741.1, XP_021697740.1	XP_033326206.1
OG0000345	XP_021707280.1, XP_021707281.1, XP_021707282.1	XP_033321632.1, XP_033321633.1
OG0000346	XP_021707570.1, XP_021707123.1	XP_033323532.1
OG0000347	XP_021700452.1	XP_033330462.1, XP_033330463.1, XP_033330464.1
OG0000349	XP_021693827.1	XP_033335477.1, XP_033335476.1
OG0000350	XP_001659213.2	XP_033334792.1, XP_033334791.1, XP_033334793.1
OG0000351	XP_021707134.1, XP_001647780.1	XP_033321872.1
OG0000352	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1	XP_033337368.1, XP_033337357.1, XP_033337377.1
OG0000356	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2	XP_033327806.1, XP_033327931.1
OG0000357	XP_021701084.1	XP_033335853.1, XP_033335854.1, XP_033335851.1, XP_033335852.1
OG0000358	XP_001661132.1, XP_021698766.1	XP_033331922.1, XP_033331923.1, XP_033331924.1
OG0000360	XP_021705669.1, XP_021705670.1	XP_033322281.1, XP_033322282.1, XP_033322285.1, XP_033322286.1, XP_033322283.1, XP_033322284.1
OG0000361	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1	XP_033341565.1
OG0000362	XP_001658111.1	XP_033340390.1
OG0000362	XP_021698010.1	XP_033340391.1, XP_033339880.1
OG0000363	XP_001660101.2	XP_033323986.1
OG0000363	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1	XP_033329962.1
OG0000364	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1	XP_033324355.1, XP_033324358.1, XP_033324357.1
OG0000365	XP_021696655.1, XP_021696656.1, XP_001652059.2	XP_033324466.1, XP_033324465.1, XP_033324464.1
OG0000366	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1	XP_033324748.1, XP_033324745.1, XP_033324753.1
OG0000367	XP_001650261.2	XP_033325763.1
OG0000368	XP_001649238.1, XP_001649236.1, XP_021705594.1	XP_033338295.1
OG0000369	XP_021706588.1, XP_021708003.1	XP_033324659.1, XP_033324658.1, XP_033328412.1
OG0000370	XP_021712555.1	XP_033334080.1
OG0000370	XP_021712567.1, XP_021712559.1, XP_001658407.1	XP_033333961.1
OG0000372	XP_001653705.2	XP_033341826.1, XP_033342202.1
OG0000375	XP_001652513.1	XP_033340438.1, XP_033340435.1, XP_033340437.1, XP_033340436.1
OG0000377	XP_001660801.2	XP_033340052.1
OG0000377	XP_001652672.1, XP_001652671.1, XP_001652673.1	XP_033334283.1, XP_033334282.1
OG0000378	XP_021709491.1	XP_033331059.1
OG0000379	XP_021704205.1, XP_021704206.1	XP_033327134.1
OG0000380	XP_001658589.2, XP_021700482.1	XP_033325213.1, XP_033325212.1
OG0000381	XP_021709141.1	XP_033333404.1
OG0000381	XP_021708636.1, XP_001653770.1	XP_033341763.1
OG0000382	XP_021712504.1, XP_021705463.1	XP_033330424.1, XP_033336938.1
OG0000385	XP_021712982.1, XP_001649476.1	XP_033339858.1, XP_033326784.1, XP_033326778.1, XP_033326780.1, XP_033322795.1
OG0000386	XP_011493284.1, XP_001651049.1, XP_021694539.1	XP_033330592.1, XP_033330589.1, XP_033330588.1
OG0000387	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1	XP_033334973.1
OG0000388	XP_021694733.1	XP_033337333.1
OG0000388	XP_001659821.1	XP_033342462.1
OG0000389	XP_001653489.2, XP_001653487.1	XP_033328963.1, XP_033328964.1, XP_033328962.1, XP_033340021.1
OG0000390	XP_001652622.1	XP_033333470.1, XP_033333336.1, XP_033333337.1
OG0000391	XP_021708186.1, XP_021708180.1	XP_033341964.1, XP_033341961.1, XP_033341963.1, XP_033341962.1
OG0000392	XP_021694279.1	XP_033331198.1
OG0000394	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1	XP_033329400.1
OG0000395	XP_021711480.1	XP_033333739.1, XP_033333737.1, XP_033328128.1
OG0000396	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1	XP_033340552.1, XP_033340553.1
OG0000397	XP_021705047.1, XP_021705046.1, XP_021712900.1	XP_033331799.1, XP_033331803.1, XP_033331800.1, XP_033331802.1, XP_033331801.1, XP_033331798.1
OG0000398	XP_001654423.1	XP_033339584.1, XP_033339585.1
OG0000399	XP_021701463.1, XP_021701471.1, XP_021701437.1	XP_033337545.1
OG0000400	XP_021708893.1, XP_001657539.2, XP_001657536.2	XP_033338969.1
OG0000401	XP_021710740.1, XP_001657992.2, XP_021710747.1	XP_033323822.1, XP_033323821.1, XP_033323823.1, XP_033323824.1
OG0000402	XP_011492940.1, XP_001658086.2	XP_033334212.1, XP_033334226.1
OG0000403	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1	XP_033341474.1, XP_033341487.1, XP_033341483.1, XP_033341477.1
OG0000405	XP_001663334.1	XP_033331406.1
OG0000405	XP_001660991.1	XP_033340878.1
OG0000406	XP_001656191.2	XP_033326903.1
OG0000406	XP_001657673.2, XP_001657671.1, XP_001657674.2	XP_033326905.1
OG0000407	XP_001650092.2	XP_033339709.1, XP_033339708.1, XP_033339704.1, XP_033339706.1
OG0000408	XP_001656144.1	XP_033340149.1
OG0000408	XP_001649800.1	XP_033328629.1
OG0000409	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1	XP_033326835.1
OG0000410	XP_021706294.1, XP_021706293.1	XP_033326694.1
OG0000410	XP_021700545.1, XP_021700546.1, XP_021711935.1	XP_033331344.1
OG0000411	XP_021698601.1	XP_033328282.1, XP_033328283.1
OG0000411	XP_001664033.2	XP_033340163.1, XP_033340162.1, XP_033340164.1
OG0000412	XP_021698414.1	XP_033335682.1
OG0000412	XP_021710181.1, XP_021710186.1	XP_033334185.1
OG0000413	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1	XP_033341233.1
OG0000415	XP_021707878.1	XP_033338123.1, XP_033338121.1, XP_033338120.1, XP_033338119.1, XP_033338118.1, XP_033338124.1
OG0000416	XP_001648022.2	XP_033328960.1, XP_033329936.1, XP_033329943.1
OG0000417	XP_001656516.2	XP_033332360.1
OG0000417	XP_001660338.2	XP_033340803.1
OG0000418	XP_001658954.1	XP_033326354.1
OG0000418	XP_021700067.1	XP_033320820.1
OG0000419	XP_001650207.1	XP_033323941.1
OG0000420	XP_001654248.2, XP_001663090.2, XP_001663089.2	XP_033337078.1
OG0000421	XP_021710730.1	XP_033326257.1, XP_033326283.1
OG0000422	XP_021695345.1	XP_033324136.1, XP_033324135.1
OG0000423	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1	XP_033338056.1, XP_033338096.1
OG0000425	XP_001661159.1	XP_033325468.1, XP_033325469.1, XP_033325470.1
OG0000426	XP_001648511.1, XP_021706083.1	XP_033333225.1, XP_033333222.1, XP_033333223.1, XP_033333221.1, XP_033333226.1
OG0000427	XP_021693479.1	XP_033337247.1
OG0000428	XP_001652376.3	XP_033321321.1
OG0000428	XP_021713276.1	XP_033324548.1
OG0000429	XP_021708592.1	XP_033324519.1, XP_033324510.1, XP_033324524.1, XP_033324531.1, XP_033324539.1
OG0000430	XP_001651734.2	XP_033321267.1, XP_033328948.1, XP_033328949.1, XP_033340094.1, XP_033340095.1
OG0000431	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1	XP_033337768.1
OG0000432	XP_021693214.1, XP_001660788.2	XP_033332572.1, XP_033332573.1, XP_033332575.1, XP_033332574.1
OG0000433	XP_021706095.1	XP_033325715.1
OG0000433	XP_021707462.1	XP_033330252.1
OG0000434	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1	XP_033326415.1, XP_033326414.1
OG0000436	XP_021707245.1, XP_021707240.1	XP_033337321.1
OG0000436	XP_001648952.2	XP_033337326.1
OG0000437	XP_001652247.1	XP_033331313.1, XP_033331312.1
OG0000438	XP_021707499.1	XP_033324097.1, XP_033339198.1
OG0000439	XP_021708260.1	XP_033332150.1
OG0000440	XP_021693136.1	XP_033324009.1
OG0000440	XP_001657753.1	XP_033334735.1, XP_033334733.1
OG0000441	XP_021703713.1, XP_021703712.1, XP_021703709.1, XP_021703711.1	XP_033322096.1, XP_033322105.1
OG0000442	XP_021698175.1, XP_021698170.1	XP_033339025.1
OG0000443	XP_021696026.1	XP_033331891.1, XP_033331890.1, XP_033331889.1
OG0000444	XP_001659746.2	XP_033342393.1
OG0000445	XP_021701995.1, XP_021701992.1, XP_021701996.1, XP_021701994.1	XP_033331384.1
OG0000445	XP_021701997.1	XP_033331385.1
OG0000446	XP_021703072.1, XP_021703048.1, XP_021703054.1, XP_001658093.2, XP_021703060.1	XP_033322264.1, XP_033322265.1, XP_033322267.1, XP_033322266.1, XP_033322263.1
OG0000447	XP_001660470.2, XP_001660472.2	XP_033330353.1, XP_033330352.1, XP_033330351.1, XP_033330350.1, XP_033330349.1, XP_033330348.1
OG0000448	XP_001649735.1	XP_033324622.1
OG0000449	XP_001652874.1	XP_033342964.1, XP_033342965.1, XP_033342969.1, XP_033342968.1, XP_033342966.1
OG0000451	XP_001655826.2	XP_033332904.1, XP_033332902.1, XP_033332901.1, XP_033332900.1, XP_033332896.1, XP_033332898.1, XP_033332899.1, XP_033332906.1, XP_033332905.1
OG0000452	XP_001648925.2	XP_033334868.1
OG0000453	XP_021697495.1	XP_033336214.1, XP_033336213.1
OG0000454	XP_021706461.1	XP_033330005.1, XP_033330008.1, XP_033330009.1, XP_033330006.1, XP_033330007.1, XP_033330004.1
