Orthogroup	Nasonia_vitripennis	Tribolium_castaneum
OG0000161	XP_001599809.1, XP_016839500.1, XP_001605936.1, NP_001165968.1, XP_001603114.1, XP_031779032.1, NP_001165966.1, NP_001165965.1, XP_001602765.2, XP_031779585.1	NP_001164097.1, XP_015838131.1, XP_968215.1, XP_968291.1, XP_008198786.1, XP_015839834.1, XP_970896.1, XP_968653.3
OG0000162	NP_001234904.1, XP_031787426.1	XP_008201498.1, NP_001103246.1
OG0000162	XP_008205092.1, NP_001234892.1	XP_008200302.1, NP_001107770.1
OG0000162	XP_031789332.1, NP_001234893.1	NP_001103245.1
OG0000163	XP_031784222.1	XP_015834329.1
OG0000164	XP_016843433.1, XP_031785500.1	XP_008196039.2, XP_015837358.1, XP_008196049.2
OG0000164	XP_031777945.1, XP_016843278.1, XP_031780582.1, XP_031777892.1, XP_031777902.1, XP_031780583.1	XP_015833602.1, XP_015840341.1, XP_015833616.1
OG0000165	XP_008211085.1	XP_974173.2
OG0000166	XP_032458153.1, XP_031777661.1, XP_031777675.1, XP_032458168.1	XP_008199436.1, XP_008199431.1
OG0000168	XP_031785658.1	XP_008199616.2, XP_015834098.1
OG0000170	XP_001604322.2, XP_016837471.1, XP_016837469.1, XP_008204248.1, XP_016837470.2	XP_008193117.1, XP_008193116.1
OG0000171	XP_016838928.1, XP_001608062.2, XP_031780002.1	XP_971346.1, XP_015836633.1
OG0000173	XP_031787440.1, NP_001153423.1, NP_001153422.1	XP_008194517.1
OG0000174	XP_001600210.1	XP_015838513.1
OG0000176	NP_001127789.1	XP_008195214.1
OG0000177	XP_001606472.1	XP_971910.1
OG0000177	XP_008210134.1	XP_008194311.1
OG0000177	XP_003427240.1	XP_972019.2
OG0000178	XP_031787092.1	XP_008200484.2, XP_015835582.1
OG0000179	XP_001604591.1	XP_008194977.1
OG0000179	XP_032451900.1, XP_001607038.1, XP_032451901.1	XP_966308.2
OG0000180	XP_008206406.1, XP_001606981.2	XP_976031.1, XP_008200320.1
OG0000181	XP_001600458.2, XP_008214574.1, XP_008214578.1, XP_016845255.1	NP_001280548.1, XP_008193833.1
OG0000182	XP_001601987.2, XP_016841479.1, XP_016841478.1, XP_031787113.1, XP_031787104.1, XP_031787105.1, XP_031787106.1, XP_031787109.1, XP_031787110.1, XP_031787111.1, XP_031787112.1, XP_008205687.1, XP_008205678.1, XP_031787103.1	XP_015832992.1
OG0000183	XP_003426002.1, XP_008204775.1, XP_008204776.1, XP_008204778.1	XP_975025.1
OG0000183	XP_001603387.1	XP_970665.1
OG0000184	NP_001177442.1, XP_031786125.1, NP_001177456.1, NP_001177454.1, NP_001177455.1, NP_001177445.1, NP_001177448.1, NP_001177447.1, XP_031786129.1, NP_001177452.1, NP_001177453.1, NP_001177446.1, XP_032454720.1, NP_001177450.1, NP_001164388.1, NP_001177421.1, NP_001177422.1, XP_016845192.1, NP_001177460.1, NP_001177457.1, NP_001177449.1, NP_001177451.1, NP_001164464.1, NP_001177642.1, XP_031786111.1, NP_001177697.1, NP_001177444.1, NP_001177458.1, NP_001177459.1, NP_001177443.1, NP_001177441.1	XP_015832887.1, XP_015837621.1, XP_015837372.1, XP_015837383.1, XP_975520.3
OG0000185	XP_008202977.1	XP_008197397.1
OG0000186	XP_008214191.1, NP_001165994.1	XP_008199126.1, XP_008199118.1, XP_015835450.1
OG0000187	XP_016840762.1, XP_032455395.1, XP_032455396.1, XP_032455397.1, XP_008211394.1, XP_008211389.1, XP_031785200.1	XP_975362.1
OG0000188	XP_001604859.1, XP_008211609.1	XP_967501.2
OG0000189	XP_016838483.1, XP_031781823.1	XP_966528.2, XP_008201661.1
OG0000189	XP_031781874.1	XP_008198457.1, XP_008193919.1
OG0000190	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1	XP_015839424.1, XP_968802.1
OG0000191	XP_008207212.2	XP_015840404.1, XP_972346.1, XP_008197015.2, XP_015838363.1, XP_015838365.1, XP_972237.1, XP_015833908.1, XP_015833861.1, XP_015838439.1, XP_966412.2, XP_015833969.1, XP_001812470.1, XP_972442.2, XP_008193548.2
OG0000192	XP_031780067.1, XP_031780066.1	XP_976201.3, XP_008197081.1, XP_015838219.1, XP_008197084.1, XP_008197085.1, XP_008197082.1
OG0000194	NP_001166262.1	XP_008193011.1
OG0000194	XP_003426834.1, NP_001166261.1, NP_001161280.1, XP_032451902.1	NP_001280525.1
OG0000196	XP_003423952.1, XP_008215430.1	XP_969047.2
OG0000196	XP_008215207.1	XP_967948.2
OG0000197	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1	XP_015837925.1
OG0000198	XP_008213258.1	XP_008196149.1
OG0000200	XP_001601256.2	XP_974164.1
OG0000200	NP_001153462.1	XP_967143.1, XP_015839106.1, XP_974030.1
OG0000201	XP_001606137.1	XP_015833113.1
OG0000201	XP_001607558.2	XP_974115.1
OG0000202	XP_001608175.1, XP_032456995.1, XP_032456994.1	XP_008196489.1, XP_008196491.1, XP_008196490.1
OG0000203	XP_032452106.1, XP_031779307.1	XP_972061.1
OG0000204	XP_016841715.1, XP_031788586.1, XP_016841716.1	XP_008192748.1, XP_015834354.1, XP_015834322.1, XP_001810985.1, XP_015834355.1, XP_966892.1
OG0000205	XP_031784084.1	XP_015834252.1, XP_969899.1, XP_972246.2, XP_969838.2
OG0000207	XP_031780977.1, XP_031779878.1, XP_031781051.1	XP_008190794.1
OG0000208	XP_031781008.1	NP_001034487.2, XP_008199220.1
OG0000209	XP_032456886.1	XP_015833617.1
OG0000210	XP_008212102.1, XP_008212106.1	XP_008196393.1
OG0000210	XP_016845495.1, XP_008214952.1	XP_008194608.1, XP_973007.1
OG0000210	XP_031784536.1, XP_032455257.1	XP_015838316.1, XP_971337.1
OG0000212	XP_001603421.1, XP_001601231.2	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1
OG0000213	XP_003427028.1, XP_001605473.1, XP_032456240.1	XP_970612.2
OG0000214	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1	XP_967960.2
OG0000214	XP_032455627.1, XP_031784508.1	XP_970835.1
OG0000215	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1, XP_001603599.4	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1
OG0000217	XP_001605172.2, XP_031785580.1	XP_973791.2
OG0000217	XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1	XP_015839401.1, XP_015839404.1, XP_015839405.1, XP_008199621.1, XP_015839403.1, XP_015840143.1, XP_008192685.2, XP_008192686.2, XP_015835054.1, XP_015835055.1, XP_008191628.1, XP_008191600.1
OG0000217	XP_001605811.2	XP_008198006.2
OG0000218	XP_008207040.1, XP_008207042.1, XP_008207041.1	XP_967940.2
OG0000219	XP_032452539.1	XP_968383.1
OG0000220	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1	XP_015840696.1
OG0000221	XP_001607468.1	XP_015837155.1, XP_974256.1
OG0000223	NP_001155149.1, XP_008213618.1	NP_001164284.1, XP_972063.1
OG0000224	XP_016838644.1, XP_032453420.1, XP_031780156.1	XP_970766.1, XP_008193916.1
OG0000225	XP_001602931.1, XP_031781485.1, XP_032457609.1, XP_031777410.1	XP_971086.2
OG0000226	XP_016844695.1	NP_001280522.1, XP_008197480.1
OG0000226	XP_016845008.1	XP_015838522.1
OG0000229	XP_008215504.1	XP_008190780.1
OG0000230	XP_003424711.1	XP_015836723.1
OG0000231	XP_001602920.1	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1
OG0000232	XP_031788753.1	XP_970131.1
OG0000233	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1	XP_008196062.1, XP_008196018.1, XP_008196019.1
OG0000234	XP_031780756.1, NP_001166090.1, NP_001166255.1, NP_001166089.1, NP_001166062.1, XP_003426198.1, XP_003426213.1, XP_003426199.1	XP_972520.3, XP_001814003.1
OG0000235	XP_031779029.1, XP_031779025.1, XP_031779027.1	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1
OG0000236	NP_001164379.1	NP_001155991.1
OG0000237	XP_008203240.1	XP_015836500.1, NP_001071090.1, XP_008197452.1, XP_008197451.1
OG0000239	XP_031785698.1	XP_015836807.1, XP_008200144.1
OG0000240	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1
OG0000242	XP_008217632.2	XP_967642.2, XP_968884.1, XP_015833766.1
OG0000244	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1	XP_974579.1, XP_015836330.1
OG0000245	NP_001164331.1, NP_001164357.1, XP_031783456.1	XP_008194988.1, NP_001034522.1, NP_001034493.1
OG0000246	XP_001603679.1	NP_001096056.1
OG0000246	XP_003427114.1, XP_031778429.1	XP_973068.2, XP_008193582.1
OG0000247	XP_031779115.1	XP_015833810.1
OG0000248	XP_016839636.1, XP_031783663.1, XP_031783660.1	XP_015839338.1, XP_008193359.2, XP_015835108.1
OG0000249	NP_001153452.1, XP_031787477.1	XP_966587.1
OG0000250	XP_001607440.2	XP_008196257.1
OG0000251	XP_032455324.1, XP_031784890.1, XP_003426647.1	XP_015840048.1, XP_008201191.1
OG0000252	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1	XP_970662.1
OG0000253	NP_001164367.1	XP_008198043.1
OG0000253	XP_031781922.1, NP_001122571.1	XP_015838158.1
OG0000254	XP_008211229.1, XP_031785157.1	XP_008195945.1
OG0000254	XP_008206656.1	XP_008195412.1, XP_971164.2
OG0000255	XP_008214568.1	XP_970270.1, XP_008199406.1
OG0000256	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	XP_016838496.1, XP_008203021.1	XP_015838389.1
OG0000257	XP_016838482.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000258	XP_001606346.1, XP_001606355.1	XP_975684.1
OG0000260	XP_003425726.1, XP_032452737.1	NP_001034506.1
OG0000261	XP_001602288.1	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1
OG0000263	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1	XP_966512.1, XP_975893.1
OG0000264	XP_016844991.1, XP_016844992.1, XP_016844993.1	XP_008198346.1, NP_001164126.1
OG0000264	XP_001608103.1	XP_968284.1, XP_015835141.1
OG0000265	XP_016839585.1	NP_001153781.1, XP_008200967.1, XP_008200966.1
OG0000266	XP_003428081.1	XP_967356.1
OG0000266	XP_008213988.1, XP_001601016.1, XP_032455467.1	XP_970881.1, XP_970797.1
OG0000268	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2	XP_967796.2, XP_015832932.1, XP_015838161.1
OG0000269	XP_001607744.2	XP_971005.2
OG0000270	XP_031787127.1	XP_008198076.1, NP_001280501.1
OG0000271	NP_001153387.1	NP_001290187.1
OG0000271	XP_001600587.2	NP_001280499.1, XP_015839433.1
OG0000271	XP_001606201.2	NP_001280518.1
OG0000272	XP_031778066.1, XP_032453944.1	XP_008193383.1, NP_001107763.1
OG0000272	XP_001603198.2	NP_001103420.1
OG0000273	XP_031780336.1, XP_031780333.1	XP_008191036.1
OG0000274	XP_031785813.1	XP_008199963.1
OG0000276	XP_031778500.1	XP_970318.1, XP_968368.1, XP_008193315.2, XP_969460.1
OG0000277	XP_008211107.1	XP_015837443.1
OG0000278	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1	XP_015834844.1
OG0000279	XP_016839857.1	XP_015838796.1
OG0000281	XP_001607948.2	XP_967340.1
OG0000281	XP_001604393.1, XP_001604417.2	XP_968478.1, XP_968177.1
OG0000283	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1	XP_970327.1, XP_015836740.1
OG0000284	XP_001606673.1	XP_968561.1
OG0000284	XP_008211037.1	XP_008195942.1, XP_973257.1
OG0000285	XP_016838297.1	XP_970530.1
OG0000286	XP_032452557.1	XP_008193140.1
OG0000287	XP_008202843.1, XP_001606457.2	XP_008197596.1
OG0000287	XP_003425383.1, XP_008202274.1	XP_001814592.1
OG0000288	NP_001166048.1, XP_008209318.1	XP_966392.1
OG0000289	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1	XP_973833.1
OG0000290	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1	XP_008193818.1
OG0000291	XP_001606579.2, XP_031785150.1	NP_001161313.1
OG0000291	XP_008211563.1	XP_008192535.1
OG0000292	XP_031780071.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000293	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1
OG0000295	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1	XP_974942.1
OG0000296	XP_031779169.1	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000298	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1	XP_975374.1
OG0000299	XP_003426781.1, XP_001601854.1	XP_008196759.1
OG0000300	XP_003425056.1, XP_001605288.1	XP_001811015.1
OG0000301	NP_001165992.1	NP_001107791.1
OG0000301	NP_001165993.1	NP_001107860.1
OG0000302	XP_031783914.1	XP_008196651.1
OG0000302	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000303	XP_008212905.1	XP_971548.1, XP_008199064.1
OG0000304	XP_031786449.1	XP_015835772.1, XP_008193751.1
OG0000305	XP_008203496.1	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1
OG0000306	XP_031785304.1	XP_008195672.2
OG0000307	XP_031785703.1, XP_008215148.1, XP_032455669.1	XP_973197.1
OG0000308	XP_008208754.1, XP_001602066.1	XP_015835181.1
OG0000310	XP_016840055.1, XP_001606567.1	XP_015834524.1
OG0000311	XP_031788070.1	NP_001164089.1, XP_015836774.1
OG0000312	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1	XP_015833546.1
OG0000313	XP_031781836.1, XP_001599934.1	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000314	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3	XP_968893.1, XP_008193080.1, XP_966924.1
OG0000314	XP_032456533.1, XP_001607656.1	XP_967017.1
OG0000315	XP_001599137.1, XP_001600184.4	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1
OG0000316	XP_016843738.1	XP_008190752.1, NP_001161320.1
OG0000317	XP_016841106.1, XP_003426518.1, XP_008206890.1	XP_008200064.1
OG0000318	XP_008206399.1, XP_001606799.1	XP_008192121.1, XP_974398.1
OG0000319	XP_016845436.1, XP_003428126.1	XP_967713.1, XP_971783.1
OG0000320	XP_001602384.1, XP_001607362.3, XP_001605719.1	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	XP_031777401.1	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	XP_001607407.1	XP_974306.1
OG0000323	XP_031788472.1, XP_032457254.1, XP_031788450.1	XP_015839632.1, XP_015839647.1
OG0000324	XP_031780816.1, XP_016838881.2	XP_015834170.1, XP_015834173.1
OG0000325	XP_008213655.1	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1
OG0000326	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	XP_016838935.1, XP_016838930.1	XP_008191189.2
OG0000330	NP_001159944.1, NP_001159943.1	XP_967194.1, XP_973575.3, XP_968237.2
OG0000331	XP_016843206.1	XP_972225.1
OG0000332	XP_031783273.1, XP_008206247.1	XP_971957.1
OG0000333	XP_031783197.1	XP_015839725.1
OG0000334	NP_001164403.1, XP_032452183.1, XP_008216254.1	XP_015836026.1
OG0000335	XP_003426117.1	XP_971201.1
OG0000336	XP_008206529.1, XP_016839052.1	XP_001814361.1
OG0000337	XP_031783756.1	XP_008198111.1, XP_008198112.1
OG0000338	XP_003424878.1	XP_008197000.1
OG0000339	XP_031784468.1	XP_975511.1
OG0000339	XP_031779603.1	NP_001177648.1, XP_008193158.1
OG0000340	XP_008202557.1	XP_008200736.1
OG0000340	XP_008215783.2	XP_015838405.1, XP_973952.1, XP_973891.1
OG0000341	XP_031780569.1, XP_001601882.1	XP_975221.1
OG0000342	XP_016842459.1, XP_031788435.1	XP_008198162.1
OG0000342	XP_008206353.1	XP_968153.2
OG0000343	XP_003428067.1	XP_008193357.1
OG0000344	XP_016844412.1	XP_015840052.1, XP_015840053.1
OG0000345	XP_016837521.1, XP_031779210.1	XP_015838177.1
OG0000347	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1	XP_008196770.1
OG0000349	XP_031785287.1	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	XP_001601576.1, XP_008204559.1	XP_008197841.1, XP_971237.1
OG0000351	XP_001603070.1, XP_031780671.1, XP_032452291.1, XP_031780670.1, XP_032452292.1	XP_971635.2, XP_008196968.1
OG0000352	XP_016839388.1	XP_974349.1
OG0000356	XP_032455089.1, XP_016842824.1, XP_001603497.1, XP_001603472.2	XP_008197708.1, XP_008197784.2
OG0000357	XP_008201758.1, XP_003425261.1	XP_008194728.1
OG0000358	XP_032451992.1	XP_972062.1
OG0000360	XP_031786393.1	XP_008195292.1, XP_967057.1
OG0000361	XP_001599966.3	XP_973660.1
OG0000362	XP_001603573.1, NP_001154986.1, XP_001603544.1	NP_001161782.1
OG0000362	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1	NP_001161781.1
OG0000363	NP_001166856.1	XP_970320.1
OG0000363	XP_008215037.1, NP_001136080.1	XP_015834105.1
OG0000364	XP_032455556.1, XP_016840845.1	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1
OG0000366	XP_031777582.1, NP_001234894.1	XP_015840947.1, NP_001107777.1
OG0000367	XP_001603452.1, XP_031780815.1	XP_008194856.1, XP_015836457.1
OG0000368	XP_031779250.1, XP_001606272.1	XP_976104.1, XP_015838018.1
OG0000369	XP_032451964.1, XP_008212938.1	XP_008201712.1
OG0000370	XP_008216733.1, NP_001166053.1	XP_015839940.1
OG0000371	XP_003426598.1	XP_008201299.1
OG0000372	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1	XP_015836666.1
OG0000374	XP_031779515.1, XP_031788545.1, XP_031788544.1, XP_031788547.1, XP_031788546.1, XP_031779514.1, XP_031781265.1, XP_031786935.1, XP_031779576.1, XP_031778786.1, XP_031778787.1, XP_031778785.1, XP_031789222.1, XP_031789223.1, XP_031789224.1, XP_032456392.1, XP_032456393.1, XP_032456607.1, XP_031781266.1, XP_031779513.1, XP_031781264.1, XP_031782865.1	XP_015840165.1
OG0000375	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1	XP_015838589.1
OG0000376	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1	XP_008190447.1
OG0000377	XP_008210300.1	XP_008198810.1
OG0000377	NP_001164381.1	XP_008199609.1
OG0000379	XP_008209839.1, XP_008209838.1	XP_008191956.1, XP_015836606.1
OG0000380	XP_031786831.1, XP_031786832.1	XP_970911.1, XP_015835308.1
OG0000381	XP_016841180.1	XP_015834938.1
OG0000381	XP_001602738.1	XP_001813974.1
OG0000382	XP_001607827.3, XP_008217713.1	XP_966771.1
OG0000383	XP_003427646.1	XP_015840217.1
OG0000384	XP_001604432.2, XP_008210418.1	XP_001813130.1
OG0000384	XP_031782398.1	XP_008193509.1, XP_008193510.1
OG0000385	XP_001599984.1	XP_008200161.1
OG0000386	XP_008202799.1, XP_031777593.1	XP_970034.2
OG0000387	XP_008210181.2	XP_968734.1
OG0000388	XP_008206350.1	XP_974824.1
OG0000388	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1	XP_974813.1
OG0000389	XP_008216123.1, XP_016837517.1	XP_008191053.1, XP_971552.2
OG0000390	XP_008210448.1, XP_008210450.1, XP_001602302.2, XP_031782806.1	XP_970733.3
OG0000394	XP_031778263.1	XP_008190453.1, XP_015836362.1, XP_970450.1
OG0000395	XP_001601573.1, XP_031787201.1, XP_001601712.1	XP_967306.3
OG0000396	XP_003426952.1, XP_016843548.1, XP_008207407.1, XP_016837884.1	XP_967256.1
OG0000397	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1	XP_973626.3
OG0000398	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2	XP_973071.1
OG0000399	XP_031781127.1	XP_015839284.1
OG0000399	XP_032457471.1	XP_015838955.1
OG0000400	NP_001166063.1	XP_008201359.1, XP_008196139.1
OG0000403	XP_016842670.1, XP_016842678.1	XP_015835469.1
OG0000405	XP_001607109.1	XP_975505.1
OG0000406	XP_008208600.3	XP_015840310.1
OG0000406	XP_032455879.1	XP_967861.2
OG0000408	XP_001607579.1, XP_008206487.1	XP_008190910.1
OG0000408	XP_031782506.1	XP_008199142.1, XP_970081.3
OG0000409	XP_032452236.1, NP_001153487.1	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1
OG0000410	XP_008206544.1	XP_008194279.1
OG0000411	XP_001602382.2	XP_008191461.1
OG0000411	XP_001601862.2	XP_001813433.1
OG0000412	XP_031782587.1	XP_015836557.1, XP_971694.2
OG0000413	XP_001600121.2	XP_969620.2
OG0000415	XP_031783559.1	XP_973217.2
