Orthogroup	Nasonia_vitripennis	Solenopsis_invicta
OG0000095	XP_031783038.1, NP_001165978.1, NP_001165932.1, XP_001601822.2, NP_001165935.1, XP_031785516.1, XP_008213359.1, XP_031781916.1, NP_001165938.1, NP_001165934.1, XP_016841077.1, NP_001165987.1, NP_001352146.1, XP_016840411.1, NP_001165985.1	NP_001291530.1, XP_039307299.1, XP_039307298.1, XP_011156878.1, XP_039307311.1, NP_001291531.1, XP_039312645.1, XP_039304610.1, XP_039304261.1, XP_039304262.1, XP_025997578.1, XP_039304282.1
OG0000096	XP_008209422.1	XP_011156409.1, XP_039313932.1
OG0000096	XP_008210082.1, XP_032454795.1, XP_008210079.1	XP_039306601.1
OG0000097	XP_001600781.1	XP_025987027.1, XP_025987029.1, XP_039302265.1, XP_025987030.1
OG0000097	NP_001166227.1, XP_008208182.1	XP_025992182.1, XP_011159441.1
OG0000098	XP_032454809.1, XP_032454803.1, XP_032454802.1, XP_032454801.1, XP_032454800.1, XP_032454805.1, XP_031786230.1, XP_016843896.1, XP_032454811.1, XP_032454806.1, XP_001603053.2, XP_032454810.1, XP_032454799.1, XP_032454808.1, XP_032454807.1	XP_025996352.1
OG0000099	XP_008207065.2	XP_039314446.1, XP_025989491.1, XP_025989492.2, XP_039314447.1, XP_011166692.1, XP_039301759.1, XP_039301757.1, XP_039301758.1, XP_039310390.1, XP_039314464.1, XP_039314463.1, XP_039311961.1, XP_039311641.1
OG0000099	XP_031785392.1	XP_011164670.2
OG0000101	XP_016842653.2	XP_011159599.3
OG0000101	NP_001155060.1	XP_025989569.1
OG0000102	XP_031786135.1	XP_025989688.2, XP_025989699.1
OG0000102	XP_031786805.1	XP_025989703.1
OG0000103	XP_031786310.1, XP_001604969.2	XP_011161367.1
OG0000105	XP_031789231.1, XP_031779862.1, XP_031781833.1, XP_031788960.1, XP_008217406.2, XP_031776843.1, XP_031778436.1, XP_031778433.1, XP_032457458.1, XP_016842088.1, XP_031780005.1, XP_008211761.1, XP_031777955.1, XP_008217375.2, XP_031789139.1, XP_031788862.1, XP_031789250.1, XP_031781026.1, XP_008217972.1, XP_031785598.1	XP_039310031.1, XP_039303471.1, XP_039310412.1, XP_039306389.1, XP_025997867.2, XP_039310743.1, XP_039310753.1, XP_039313503.1, XP_039301769.1, XP_039312987.1, XP_025995502.1, XP_011166079.2, XP_039303450.1, XP_039312390.1, XP_039310739.1, XP_039315286.1, XP_039312441.1, XP_025987801.1, XP_039309125.1, XP_039313023.1, XP_039303458.1, XP_039309067.1, XP_039304369.1, XP_039315571.1, XP_039303518.1, XP_039303508.1, XP_039303373.1, XP_025997523.1, XP_039307882.1, XP_025996893.2, XP_039312414.1, XP_039309056.1, XP_039307970.1, XP_011162286.1, XP_011174022.1, XP_011166552.2, XP_011162411.1, XP_011172228.1, XP_011171549.1, XP_011170860.2, XP_025996956.1, XP_011168888.1, XP_039309061.1, XP_011173815.1
OG0000106	NP_001177710.1	XP_039301706.1
OG0000106	NP_001177643.1, NP_001177620.1, NP_001177621.1	XP_039314717.1, XP_039302268.1, XP_039302270.1
OG0000108	XP_001600108.2, NP_001136332.1, XP_031777794.1, XP_008213502.1, XP_016842778.1	XP_025985914.1
OG0000109	XP_031780775.1, XP_032452756.1, XP_008217859.1, XP_008217864.1, XP_016837633.1	XP_011157413.1, XP_011157412.1
OG0000110	XP_008201867.1	XP_025991740.2, XP_025991741.2, XP_039308312.1, XP_039308317.1, XP_039308316.1, XP_039308308.1, XP_039308309.1, XP_039308311.1, XP_039308310.1, XP_039308313.1, XP_039308315.1, XP_039308314.1
OG0000111	XP_008217621.1, XP_008217622.1, XP_016837442.1	XP_039301713.1
OG0000111	XP_031786448.1, NP_001155154.1, XP_031786258.1, XP_001603551.4, XP_032452574.1	XP_011165202.1, XP_025990766.2, NP_001291520.1
OG0000111	XP_001605587.3	XP_039308795.1
OG0000112	XP_003425489.1	XP_025989590.2
OG0000113	XP_031785048.1, XP_001599906.1, XP_008208626.1	XP_011169897.1
OG0000113	XP_001603394.1, XP_008204873.1, XP_001603447.1	XP_011176341.1, XP_011176387.1
OG0000114	XP_031785569.1, NP_001155077.1	XP_011161124.1
OG0000114	XP_031788613.1, NP_001155043.1, XP_032454692.1	XP_039314478.1, XP_011172282.1, XP_025993302.2, XP_025993279.1, XP_039314479.1
OG0000115	NP_001165922.1, NP_001165921.1, NP_001165923.1	NP_001291541.1
OG0000115	NP_001165920.1, XP_008203102.1, XP_008203103.1, XP_032452848.1, XP_032457577.1, NP_001165924.1, NP_001165919.1, NP_001165918.1	XP_011165645.2, XP_011165643.1, XP_011165649.2, XP_011165650.1
OG0000116	XP_031779751.1, XP_031779749.1, XP_031779753.1, XP_032451719.1, XP_031779741.1, XP_031779737.1, XP_032451720.1, XP_032451721.1	XP_011158331.1, XP_039303768.1, XP_039303766.1
OG0000117	XP_003424885.1	XP_011157894.1
OG0000117	XP_016845279.1, XP_003428202.1, XP_008214870.1	XP_011170972.1, XP_011170971.1
OG0000118	XP_003427091.1, XP_003427245.1	XP_039312190.1
OG0000119	XP_031787150.1, XP_032456419.1, XP_031787154.1, XP_031787143.1, XP_031787149.1, XP_031787146.1, XP_031787160.1, XP_031787140.1	XP_039303820.1, XP_025988519.1, XP_011160452.1, XP_011160472.1, XP_039303816.1, XP_011160453.1, XP_011160457.2, XP_011160459.1, XP_011160469.1
OG0000121	XP_031788530.1, XP_008210259.1	XP_025995849.1, XP_039309070.1, XP_025994706.1, XP_039306767.1, XP_025987524.1, XP_039304086.1, XP_039313715.1, XP_011168110.3, XP_039305213.1, XP_011166654.2, XP_039304831.1
OG0000121	XP_003427676.1, XP_031779752.1	XP_025987958.2, XP_025997045.1, XP_039306037.1, XP_039308183.1, XP_011174155.3, XP_025997652.2
OG0000122	XP_001604760.1	XP_039310041.1
OG0000122	XP_031780275.1	XP_025995487.2
OG0000122	XP_001603886.1, XP_008216017.2	XP_011173307.2
OG0000123	XP_032452434.1, XP_001602993.1	XP_011169664.1
OG0000124	XP_031781470.1	XP_039302015.1
OG0000125	XP_008201883.2, XP_031781412.1, XP_031788436.1, XP_031788437.1	XP_011166830.1, XP_011166831.1
OG0000126	XP_031784298.1, NP_001161164.1	XP_011155410.1, XP_039309160.1, XP_039309158.1, XP_025990026.1, XP_025990027.1, XP_025990024.1
OG0000127	XP_031782271.1, XP_031782270.1	XP_011165176.1, XP_039307622.1, XP_025994182.1
OG0000127	XP_001606042.2	XP_039307613.1, XP_039307615.1
OG0000128	XP_008213153.2	XP_039306786.1, XP_039312393.1, XP_039309505.1, XP_039313498.1, XP_039306739.1
OG0000128	XP_031781757.1	XP_025988163.2, XP_039303559.1, XP_039306752.1
OG0000128	XP_016839119.2, XP_031781536.1	XP_039303482.1, XP_011174706.1, XP_039315251.1
OG0000128	XP_031781758.1, XP_031785088.1	XP_039303517.1
OG0000129	XP_032454413.1, XP_016839449.1	XP_039310447.1, XP_039310449.1, XP_039310448.1, XP_025991275.2, XP_025991277.2
OG0000130	XP_031776696.1	XP_025991693.1, XP_025991692.1
OG0000131	NP_001153335.1, XP_032458192.1	XP_011159624.1
OG0000131	XP_031781148.1, XP_032457466.1, XP_001599092.1, XP_032457465.1	XP_011168548.1
OG0000132	XP_031780045.1, XP_032453407.1	XP_039305040.1, XP_011175354.1
OG0000132	XP_016837749.1	XP_011162113.1
OG0000133	XP_031778739.1, XP_031778741.1, XP_008208013.1, XP_031778740.1	XP_025988235.1, XP_025988236.1, XP_039308247.1, XP_039308246.1
OG0000135	XP_001603134.1	XP_025991427.1
OG0000135	XP_001603371.1	XP_011168086.1
OG0000136	XP_008208307.1	XP_011168434.2, XP_011168435.1, XP_011168438.2, XP_039309206.1, XP_025989059.2, XP_011168437.1, XP_011168436.1, XP_011168451.1
OG0000137	XP_016841737.2	XP_025987902.2, XP_011171988.2, XP_011171990.2, XP_011171989.2
OG0000138	XP_031787653.1, XP_001605659.1	XP_011156769.2
OG0000139	XP_031783357.1, XP_001606341.1	XP_011163331.1, XP_011163323.1, XP_011163250.1
OG0000139	XP_016838561.1, XP_001602751.1, XP_008204858.1, XP_032452316.1, XP_032452315.1	XP_011163312.2, XP_025992297.2, XP_039315649.1, XP_039315647.1, XP_039301829.1, XP_039315650.1, XP_039302240.1, XP_039302238.1, XP_039302239.1, XP_025994094.1, XP_039304648.1, XP_039304661.1, XP_039304659.1, XP_039304653.1, XP_039304655.1, XP_039304654.1, XP_039304658.1, XP_039304657.1, XP_039304656.1, XP_039304652.1, XP_039304651.1, XP_039304649.1, XP_039304664.1, XP_039304665.1, XP_039304663.1, XP_039304662.1
OG0000141	XP_032458118.1, XP_032458115.1, XP_032458114.1, XP_031789200.1	XP_011172931.2
OG0000142	XP_031788758.1, NP_001177427.1, NP_001177428.1	XP_039305867.1, XP_025986931.2, XP_039314570.1, XP_025986941.2, XP_025986936.2, XP_039314535.1, XP_039314558.1, XP_011168007.2, XP_039314529.1, XP_039314590.1, XP_039314564.1, XP_039305868.1, XP_039305708.1, XP_039305809.1, XP_039305616.1, XP_039305178.1, XP_039305782.1
OG0000143	XP_003425736.1, XP_001605275.2, XP_032454553.1	XP_011158940.1, XP_011158941.1
OG0000144	XP_016839327.2, NP_001153417.1, XP_032453317.1, XP_032453316.1	XP_011155485.2
OG0000144	NP_001164332.1	XP_011155484.1
OG0000145	XP_001607062.1	XP_039310475.1, XP_039310474.1
OG0000145	XP_001602428.1	XP_025989810.1
OG0000146	XP_016840249.1	XP_011158610.1
OG0000146	XP_032452549.1, XP_001602324.1	XP_011157598.1
OG0000147	XP_001602387.1	XP_025987816.1, XP_039314750.1
OG0000148	XP_031781025.2, XP_031781362.1, XP_031786416.1	XP_011163667.1
OG0000149	XP_001606233.2	XP_011168700.1
OG0000149	XP_016840414.1, XP_008211722.2	XP_039303906.1, XP_011168707.2, XP_011168703.2, XP_011168705.2, XP_011168706.2, XP_011168701.2
OG0000150	XP_031781028.1, XP_031781038.1, XP_032457432.1	XP_011156682.1, XP_025991203.1, XP_011156666.1, XP_011156673.1, XP_025991204.1
OG0000151	XP_003426709.1	XP_011167344.2
OG0000152	XP_003425682.1, XP_032454103.1, XP_016839188.1, XP_008203561.1, XP_008203562.1, XP_032454105.1, XP_032454104.1, XP_032454106.1, XP_008203564.1, XP_008203563.1	XP_011159593.1, XP_011159592.1
OG0000153	XP_031778705.1, XP_031778704.1, XP_031778706.1	XP_025991417.2
OG0000154	XP_008203624.1, XP_008205027.1, XP_031788668.1, XP_008203596.1	XP_039306572.1, XP_011172804.1, XP_039306683.1
OG0000156	XP_031782954.1, XP_031782971.1, XP_032457184.1, XP_031782949.1, XP_031782945.1	XP_039313051.1, XP_039313052.1, XP_011167313.1, XP_011167314.1, XP_011167312.1
OG0000157	NP_001166055.1, NP_001166050.1, XP_031777515.1, NP_001166083.1, NP_001166080.1, XP_031776689.1, NP_001166084.1, NP_001166081.1, NP_001155076.1, XP_031781530.1, XP_032456198.1, XP_031788611.1	XP_039311111.1, XP_039311110.1
OG0000158	NP_001166006.1, NP_001166005.1, XP_003426453.2	XP_011168943.1, XP_011168955.1
OG0000158	XP_016840739.1, XP_031785765.1, XP_016840738.1	XP_039312827.1
OG0000160	XP_008204617.1	XP_025995468.2
OG0000160	XP_003424871.1, XP_003424872.1	XP_039307899.1
OG0000161	XP_001599809.1, XP_016839500.1, XP_001605936.1, NP_001165968.1, XP_001603114.1, XP_031779032.1, NP_001165966.1, NP_001165965.1	XP_011171818.2, XP_011157167.1, XP_011171836.1
OG0000162	XP_008205092.1, NP_001234892.1	XP_011158164.1
OG0000162	XP_031789332.1, NP_001234893.1	XP_025990139.1
OG0000163	XP_031784222.1	XP_039308512.1, XP_039308513.1, XP_039308511.1, XP_039308510.1, XP_039308704.1, XP_011166518.2, XP_039304837.1
OG0000164	XP_031777945.1, XP_016843278.1, XP_031780582.1, XP_031777892.1, XP_031777902.1, XP_031780583.1	XP_011175603.2, XP_039313027.1
OG0000165	XP_008211085.1	XP_011173553.1
OG0000166	XP_032458153.1, XP_031777661.1, XP_031777675.1, XP_032458168.1	XP_025986750.2, XP_025986751.2, XP_039305072.1, XP_039305077.1
OG0000168	XP_031785658.1	XP_025989788.2
OG0000170	XP_032453170.1	XP_011161394.2
OG0000170	XP_001604322.2	XP_011161401.1
OG0000170	XP_016837471.1, XP_016837469.1, XP_008204248.1, XP_016837470.2	XP_011161392.2, XP_011161398.1
OG0000171	XP_016838928.1, XP_001608062.2, XP_031780002.1	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1
OG0000172	XP_031789541.1	XP_039313711.1
OG0000173	XP_031787440.1, NP_001153423.1, NP_001153422.1	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1
OG0000174	XP_001600210.1	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1
OG0000176	NP_001127789.1	XP_025986721.1
OG0000177	XP_001606472.1	XP_025993788.1
OG0000177	XP_008210134.1	XP_011167661.1
OG0000178	XP_031787092.1	XP_011165136.1
OG0000179	XP_001604591.1	XP_039308745.1
OG0000179	XP_032451900.1, XP_001607038.1, XP_032451901.1	XP_011164111.1
OG0000180	XP_008206406.1, XP_001606981.2	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1
OG0000181	XP_001600458.2, XP_008214574.1, XP_008214578.1, XP_016845255.1	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1
OG0000182	XP_001601987.2, XP_016841479.1, XP_016841478.1, XP_031787113.1, XP_031787104.1, XP_031787105.1, XP_031787106.1, XP_031787109.1, XP_031787110.1, XP_031787111.1, XP_031787112.1, XP_008205687.1, XP_008205678.1, XP_031787103.1	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1
OG0000183	XP_003426002.1, XP_008204775.1, XP_008204776.1, XP_008204778.1	XP_011173713.1, XP_011173715.1
OG0000183	XP_001603387.1	XP_025992667.1
OG0000184	NP_001177442.1, XP_031786125.1, NP_001177456.1, NP_001177454.1, NP_001177455.1, NP_001177445.1, NP_001177448.1, NP_001177447.1, XP_031786129.1, NP_001177452.1, NP_001177453.1, NP_001177446.1, XP_032454720.1, NP_001177450.1, NP_001164388.1, NP_001177421.1, NP_001177422.1, XP_016845192.1, NP_001177460.1, NP_001177457.1, NP_001177449.1, NP_001177451.1, NP_001164464.1, NP_001177642.1, XP_031786111.1, NP_001177697.1, NP_001177444.1, NP_001177458.1, NP_001177459.1, NP_001177443.1, NP_001177441.1	XP_039308158.1, XP_039308138.1, XP_039308136.1
OG0000185	XP_008202977.1	XP_011158491.1, XP_011158492.1
OG0000185	XP_032452589.1, NP_001136331.1, XP_008202533.1	XP_039315703.1, XP_039315704.1, XP_039315705.1, XP_039315702.1
OG0000186	XP_008214191.1, NP_001165994.1	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1
OG0000187	XP_016840762.1, XP_032455395.1, XP_032455396.1, XP_032455397.1, XP_008211394.1, XP_008211389.1, XP_031785200.1	XP_039309150.1, XP_011165088.1, XP_011165087.1
OG0000188	XP_031783182.1, XP_016839660.1	XP_039308892.1, XP_039308891.1, XP_039308889.1, XP_039308888.1
OG0000188	XP_001604859.1	XP_011168465.1
OG0000189	XP_031781874.1	XP_011170993.1, XP_039306223.1
OG0000190	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1	XP_011166168.1, XP_039304064.1, XP_025988559.1
OG0000191	XP_008207212.2	XP_039315120.1, XP_011164616.2
OG0000192	XP_031780067.1, XP_031780066.1	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2
OG0000194	NP_001166262.1	XP_039304800.1
OG0000194	XP_003426834.1	XP_011158373.2
OG0000194	NP_001161280.1, XP_032451902.1	XP_025992171.1, XP_039304703.1
OG0000195	XP_008203346.1, XP_008203347.1	XP_025990073.1, XP_011155425.1, XP_011155426.1, XP_011155427.1, XP_039308628.1
OG0000196	XP_003423952.1, XP_008215430.1	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1
OG0000196	XP_008215207.1	XP_011161482.2
OG0000197	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1	XP_011157191.1
OG0000198	XP_008213258.1	XP_011163990.2, XP_039313887.1, XP_025994493.1
OG0000200	XP_001601256.2	XP_011170758.1
OG0000200	NP_001153462.1	XP_011168061.1, XP_011168064.1
OG0000201	XP_001606137.1	XP_025990401.2
OG0000201	XP_001607558.2	XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2
OG0000202	XP_001608175.1, XP_032456995.1, XP_032456994.1	XP_025988731.1
OG0000202	XP_031788443.1, XP_031788445.1	XP_025993071.1
OG0000203	XP_001608051.1	XP_011160113.1, XP_011160112.1
OG0000203	XP_032452106.1, XP_031779307.1	XP_011168468.1, XP_039309884.1
OG0000204	XP_016841715.1, XP_031788586.1, XP_016841716.1	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1
OG0000205	XP_031784084.1	XP_011168746.1, XP_039308307.1
OG0000207	XP_001605874.1	XP_025996998.1
OG0000207	XP_031780977.1	XP_011156648.1
OG0000207	XP_031779878.1, XP_031781051.1	NP_001291516.1
OG0000208	XP_031781008.1	XP_011156625.1
OG0000209	XP_032456886.1	XP_011160517.1, XP_011160520.1
OG0000210	XP_008212102.1, XP_008212106.1	XP_039301699.1
OG0000210	XP_016845495.1, XP_008214952.1	XP_011157224.2
OG0000210	XP_031784536.1, XP_032455257.1	XP_025991680.2
OG0000212	XP_001601231.2	XP_011175849.1, XP_011175847.2
OG0000213	XP_003427028.1, XP_001605473.1, XP_032456240.1	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1	XP_011162082.1
OG0000214	XP_032455627.1, XP_031784508.1	XP_025990048.1, XP_025990047.1
OG0000215	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1	XP_025993451.1, XP_039314411.1, XP_011167858.1
OG0000215	XP_001603599.4	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	XP_001603476.3	XP_011163750.1
OG0000217	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2	XP_011155464.2
OG0000218	XP_008207040.1, XP_008207042.1, XP_008207041.1	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000219	XP_032452539.1	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1
OG0000220	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1
OG0000221	XP_001607468.1	XP_025986297.1
OG0000223	NP_001155149.1, XP_008213618.1	XP_011166243.1
OG0000223	XP_031785562.1	XP_011158143.1
OG0000224	XP_016838644.1, XP_032453420.1, XP_031780156.1	XP_011167331.2, XP_025988662.1, XP_011167330.1, XP_025988660.1
OG0000225	XP_001602931.1	XP_011163590.1, XP_011163589.1, XP_039304922.1
OG0000225	XP_031781485.1, XP_032457609.1, XP_031777410.1	XP_011163592.1
OG0000226	XP_016844695.1	XP_039305990.1, XP_011165709.2, XP_039305989.1, XP_025988432.1, XP_025988435.1
OG0000226	XP_016845008.1	XP_025988429.1
OG0000228	XP_016842865.1	XP_039312991.1, XP_039311970.1, XP_039304297.1, XP_011175783.1
OG0000228	XP_031788714.1	XP_025998010.1
OG0000229	XP_008215504.1	XP_011167118.1
OG0000230	XP_008217387.1	XP_039313632.1
OG0000230	XP_003424711.1	XP_039310937.1, XP_011157985.1
OG0000231	XP_001602920.1	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1
OG0000232	XP_031788753.1	XP_011161208.1, XP_011161207.1
OG0000233	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2
OG0000234	NP_001166089.1	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1
OG0000234	NP_001166062.1, XP_003426198.1, XP_003426213.1, XP_003426199.1	XP_011166748.1, XP_039301747.1, XP_011166749.1, XP_011166747.1, XP_011166745.1, XP_011166746.1
OG0000235	XP_031779029.1, XP_031779025.1, XP_031779027.1	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1
OG0000236	NP_001164379.1	XP_011164467.1
OG0000236	XP_031785405.1	XP_025993904.1
OG0000237	XP_008203240.1	XP_011161197.1, XP_025992756.2
OG0000238	XP_008208797.1	XP_039309919.1, XP_039306377.1, XP_039315360.1, XP_039312402.1, XP_011157128.1, XP_011161415.2, XP_025996073.1, XP_039306756.1
OG0000238	XP_031784368.1	XP_011167580.1, XP_039301693.1, XP_025992300.1, XP_011169788.1
OG0000239	XP_031785698.1	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2
OG0000240	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2
OG0000241	XP_031784889.1	XP_011175763.2
OG0000242	XP_008217632.2	XP_039303865.1, XP_039304509.1, XP_039304763.1, XP_039308990.1, XP_039304762.1, XP_039304760.1, XP_039304761.1, XP_039308991.1, XP_039304759.1, XP_039304757.1, XP_011169761.2, XP_025991592.2
OG0000243	XP_001605952.2	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2
OG0000244	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	NP_001164331.1, NP_001164357.1, XP_031783456.1	XP_011162616.1
OG0000246	XP_001603679.1	XP_011161827.1, XP_039303228.1
OG0000246	XP_003427114.1, XP_031778429.1	XP_039302793.1, XP_039302661.1
OG0000247	XP_031779115.1	XP_011173011.1
