Orthogroup	Nasonia_vitripennis	Bombus_terrestris
OG0000185	XP_008202977.1	XP_003400788.1, XP_012171763.1, XP_012171761.1, XP_012171762.1, XP_012171760.1, XP_012171764.1
OG0000186	XP_008214191.1, NP_001165994.1	XP_003393867.1, XP_020723943.1, XP_003393865.1, XP_003393866.1
OG0000187	XP_016840762.1, XP_032455395.1, XP_032455396.1, XP_032455397.1, XP_008211394.1, XP_008211389.1, XP_031785200.1	XP_012167100.1, XP_003397755.1, XP_012167097.1, XP_020720318.1, XP_020720316.1, XP_012167099.1, XP_012167098.1
OG0000188	XP_031783182.1, XP_016839660.1	XP_003399544.1
OG0000188	XP_001604859.1	XP_003395186.1
OG0000189	XP_016838483.1, XP_031781823.1	XP_012167526.1
OG0000189	XP_031781874.1	XP_003393320.1, XP_012167516.1
OG0000190	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1	XP_012172000.1, XP_012171998.1, XP_012171999.1
OG0000191	XP_008207212.2	XP_012172676.1
OG0000192	XP_031780067.1, XP_031780066.1	XP_003393731.1
OG0000194	NP_001166262.1	XP_003397792.2
OG0000194	XP_003426834.1	XP_003397793.1
OG0000194	NP_001161280.1, XP_032451902.1	XP_003397791.1
OG0000196	XP_003423952.1, XP_008215430.1	XP_003399490.1
OG0000196	XP_008215207.1	XP_012170863.1, XP_003400132.1, XP_020721794.1, XP_012170865.1
OG0000197	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1	XP_012171975.1, XP_012171976.1, XP_012171981.1, XP_012171980.1, XP_012171979.1, XP_003400969.1
OG0000200	XP_001601256.2	XP_003394667.1
OG0000200	NP_001153462.1	XP_003398779.1, XP_012168586.1
OG0000201	XP_001606137.1	XP_020720655.1
OG0000201	XP_001607558.2	XP_012168139.1, XP_012168138.1
OG0000202	XP_001608175.1, XP_032456995.1, XP_032456994.1	XP_012165963.1, XP_012165962.1, XP_012165961.1, XP_003396825.1, XP_020719260.1
OG0000202	XP_031788443.1, XP_031788445.1	XP_020719240.1, XP_012165749.1, XP_012165750.1
OG0000203	XP_001608051.1	XP_003396251.1
OG0000203	XP_032452106.1, XP_031779307.1	XP_012165494.1
OG0000204	XP_016841715.1, XP_031788586.1, XP_016841716.1	XP_003400095.1
OG0000205	XP_031784084.1	XP_012176340.1, XP_003394538.1
OG0000207	XP_001605874.1	XP_012169552.1
OG0000207	XP_031780977.1	XP_012169920.1
OG0000207	XP_031779878.1, XP_031781051.1	XP_012169919.1
OG0000208	XP_031781008.1	XP_003399477.1
OG0000209	XP_032456886.1	XP_012167030.1, XP_012167033.1, XP_012167031.1, XP_012167034.1, XP_012167036.1, XP_012167037.1
OG0000210	XP_008212102.1, XP_008212106.1	XP_003396128.1
OG0000210	XP_016845495.1, XP_008214952.1	XP_012167928.1
OG0000210	XP_032455257.1	XP_012164486.1
OG0000212	XP_001603421.1	XP_003393900.1
OG0000212	XP_001601231.2	XP_003403182.1, XP_012174957.1
OG0000213	XP_003427028.1, XP_001605473.1, XP_032456240.1	XP_003399166.1, XP_003399165.1, XP_012169441.1, XP_012169439.1, XP_012169438.1, XP_012169436.1
OG0000214	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1	XP_003397389.1
OG0000214	XP_032455627.1, XP_031784508.1	XP_003402159.1
OG0000215	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1	XP_012172166.1
OG0000215	XP_001603599.4	XP_003401025.1
OG0000216	XP_001603476.3	XP_003401971.1
OG0000217	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2	XP_003396151.1
OG0000218	XP_008207040.1, XP_008207042.1, XP_008207041.1	XP_012172566.2
OG0000219	XP_032452539.1	XP_003394637.1
OG0000220	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1	XP_020719485.1, XP_020719486.1, XP_020719487.1, XP_012165070.1, XP_012165068.1, XP_003396344.1
OG0000221	XP_001607468.1	XP_020720834.1
OG0000223	NP_001155149.1, XP_008213618.1	XP_012167632.1
OG0000223	XP_031785562.1	XP_003394761.1
OG0000224	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1	XP_020718441.1, XP_020718442.1, XP_012163516.1, XP_020718287.1, NP_001267823.1, XP_012163168.1
OG0000225	XP_001602931.1	XP_020718472.1, XP_020718473.1
OG0000225	XP_031781485.1, XP_032457609.1, XP_031777410.1	XP_012174019.1
OG0000226	XP_016844695.1	XP_012175521.2, XP_012175447.1
OG0000226	XP_016845008.1	XP_003400345.1
OG0000229	XP_008215504.1	XP_003396456.1
OG0000230	XP_003424711.1	XP_012170718.1
OG0000231	XP_001602920.1	XP_020720652.1, XP_003398422.1
OG0000232	XP_031788753.1	XP_003400659.1, XP_020722317.1
OG0000233	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1	XP_003393462.1
OG0000234	NP_001166089.1	XP_003396094.1, XP_003396093.1
OG0000234	NP_001166062.1, XP_003426198.1, XP_003426213.1, XP_003426199.1	XP_012164939.1
OG0000235	XP_031779029.1, XP_031779025.1, XP_031779027.1	XP_012167720.1, XP_012167719.1, XP_012167718.1, XP_012167716.1
OG0000236	NP_001164379.1	XP_012172197.1
OG0000236	XP_031785405.1	XP_012172199.1
OG0000237	XP_008203240.1	XP_012171486.1, XP_020722245.1, XP_020722198.1
OG0000239	XP_031785698.1	XP_003400044.1, XP_020721966.1, XP_012170676.1, XP_012170677.1
OG0000240	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1	XP_003396555.2, XP_003402397.2
OG0000241	XP_001599078.1	NP_001274494.1, XP_003403294.1
OG0000241	XP_031784889.1	XP_012168805.1
OG0000242	XP_008217632.2	XP_012176615.2
OG0000243	XP_001605952.2	XP_012164726.1
OG0000244	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1	XP_003400569.1
OG0000245	NP_001164331.1, NP_001164357.1, XP_031783456.1	XP_003400548.1
OG0000246	XP_001603679.1	XP_003399661.1
OG0000246	XP_003427114.1, XP_031778429.1	XP_003399659.1, XP_020721543.1
OG0000247	XP_031779115.1	XP_012164509.1
OG0000248	XP_031783660.1	XP_020721171.1
OG0000249	NP_001153452.1	XP_012166752.1
OG0000249	XP_031787477.1	XP_012166751.1
OG0000250	XP_001607440.2	XP_003398082.1
OG0000251	XP_032455324.1, XP_031784890.1, XP_003426647.1	XP_012167926.1, XP_012173977.1, XP_003402363.1, XP_012170583.1, XP_012170586.1
OG0000252	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1	XP_020719888.1, XP_003392873.1, XP_012167405.1, XP_012167457.1
OG0000253	NP_001164367.1	XP_003401070.1
OG0000254	XP_008211229.1, XP_031785157.1	XP_003397222.1
OG0000254	XP_008206656.1	XP_003395562.1
OG0000255	XP_008214568.1	XP_012169788.1
OG0000255	XP_001601575.1	XP_003397925.1
OG0000256	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1	NP_001295235.1, XP_012176496.1
OG0000257	XP_016838496.1, XP_008203021.1	XP_020722268.1, XP_020722269.1, XP_003400699.1
OG0000257	XP_016838482.1	XP_020722264.1
OG0000258	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1	XP_003402792.1, XP_003401479.1, XP_003401480.1
OG0000259	XP_008207661.2	XP_020720037.1
OG0000261	XP_001602288.1	XP_020718460.1, XP_003395135.1, XP_003395133.1
OG0000263	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1	XP_012168652.1
OG0000264	XP_016844991.1, XP_016844992.1, XP_016844993.1	XP_012166540.1
OG0000264	XP_001608103.1	XP_012166688.1, XP_003397315.1
OG0000265	XP_016839585.1	XP_012175738.1
OG0000266	XP_003428081.1	XP_003401364.1
OG0000266	XP_008213988.1, XP_001601016.1, XP_032455467.1	XP_012172464.1, XP_012172463.1
OG0000268	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2	XP_020718561.1
OG0000269	XP_001607744.2	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1
OG0000270	XP_031787127.1	XP_003402376.1
OG0000271	NP_001153387.1, XP_001600587.2	XP_012163596.1, XP_003395149.2, XP_012163598.1, XP_012163597.1, XP_012163600.1
OG0000271	XP_001606201.2	XP_003402532.1, XP_003397124.2
OG0000272	XP_031778066.1, XP_032453944.1	XP_020723485.1
OG0000272	XP_001603198.2	XP_012167932.1
OG0000273	XP_031780333.1	XP_003394955.1
OG0000274	XP_031785813.1	XP_003395670.1
OG0000274	XP_008211195.1	XP_003395603.1
OG0000276	XP_001607936.1	XP_003402777.1
OG0000277	XP_008211107.1	XP_012171242.1, XP_003400456.1
OG0000278	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1	XP_003395965.1
OG0000279	XP_031783226.1, XP_008203513.1, XP_016839857.1	XP_003400301.1
OG0000281	XP_001607948.2	XP_020723531.1, XP_003402779.1
OG0000281	XP_001604393.1	XP_020718843.1
OG0000283	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1	XP_003395709.1
OG0000284	XP_001606673.1	XP_012165662.1
OG0000284	XP_008211037.1	XP_003396501.1
OG0000285	XP_016838297.1	XP_012163289.1, XP_003394928.1
OG0000286	XP_032452557.1	XP_020719491.1, XP_012165091.1, XP_012165093.1, XP_012165095.1, XP_003396395.1, XP_012165096.1, XP_012165097.1
OG0000287	XP_008202843.1, XP_001606457.2	XP_012165419.1
OG0000287	XP_003425383.1, XP_008202274.1	XP_020719656.1, XP_020719657.1, XP_003396391.1
OG0000288	NP_001166048.1, XP_008209318.1	XP_003395685.1
OG0000289	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1
OG0000290	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1	XP_012166386.1, XP_003397081.1
OG0000291	XP_001606579.2, XP_031785150.1	XP_003401238.1
OG0000291	XP_008212916.2	XP_020722949.1
OG0000291	XP_008211563.1	XP_003401230.1
OG0000292	XP_031780071.1	XP_012168713.1
OG0000293	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1	XP_012176424.1
OG0000294	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1	XP_020724047.1, XP_012175690.2
OG0000295	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1	XP_020718759.1, XP_020718760.1, XP_003395333.1
OG0000296	XP_031779169.1	XP_012175997.1, XP_012175996.1
OG0000298	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1	XP_012164070.1, XP_003395613.1
OG0000299	XP_003426781.1, XP_001601854.1	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1
OG0000300	XP_003425056.1, XP_001605288.1	XP_003396484.1
OG0000301	NP_001165992.1	XP_003399611.1
OG0000302	XP_031783914.1	XP_012170889.1
OG0000302	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1	XP_012168271.1
OG0000303	XP_003426614.1	XP_012169497.2
OG0000303	XP_031785517.1	XP_003399008.3
OG0000304	XP_031786449.1	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1
OG0000305	XP_008203496.1	XP_012166359.1
OG0000305	XP_031787288.1, XP_016841776.1, XP_016841777.1	XP_003393481.1, XP_012169045.1, XP_012169053.1
OG0000306	XP_031785304.1	XP_012164015.1, XP_020718921.1, XP_003395571.1
OG0000307	XP_031785703.1, XP_008215148.1, XP_032455669.1	XP_003402144.1, XP_003402143.1
OG0000308	XP_008208754.1, XP_001602066.1	XP_020720591.1
OG0000310	XP_016840055.1, XP_001606567.1	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1
OG0000311	XP_031788070.1	NP_001267835.1, XP_012168914.1
OG0000312	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1
OG0000313	XP_031781836.1, XP_001599934.1	XP_003401730.1, XP_020722941.1
OG0000314	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3	XP_003401109.1
OG0000314	XP_032456533.1, XP_001607656.1	XP_003401102.1
OG0000315	XP_001599137.1, XP_001600184.4	XP_003393266.1, XP_003393186.2, XP_020719579.1, XP_003393207.1, XP_003393256.1
OG0000316	XP_031787731.1	XP_003401938.2
OG0000317	XP_016841106.1, XP_003426518.1, XP_008206890.1	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1
OG0000318	XP_008206399.1, XP_001606799.1	XP_003399756.2
OG0000319	XP_016845436.1	XP_012169246.1
OG0000319	XP_003428126.1	XP_012169248.1
OG0000320	XP_001602384.1, XP_001607362.3, XP_001605719.1	XP_012171701.1
OG0000321	XP_031777401.1	XP_003396497.1, XP_012166184.1
OG0000322	XP_001607407.1	XP_012167924.1
OG0000323	XP_031788472.1, XP_032457254.1, XP_031788450.1	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1
OG0000324	XP_031780816.1	XP_020718305.1, XP_020718302.1
OG0000324	XP_016838881.2	XP_020718274.1, XP_020718281.1
OG0000325	XP_008213655.1	XP_012166143.1, XP_012166144.1, XP_003396981.1
OG0000326	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1	XP_012167433.1
OG0000327	XP_016838935.1, XP_016838930.1	XP_020720937.1, XP_020720933.1, XP_020720934.1
OG0000329	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1	XP_012173620.1
OG0000330	NP_001159944.1, NP_001159943.1	NP_001267838.1
OG0000331	XP_016843206.1	XP_012168742.1, XP_012168741.1
OG0000332	XP_031783273.1, XP_008206247.1	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1
OG0000333	XP_031783197.1	XP_012163501.1, XP_020718311.1
OG0000334	NP_001164403.1, XP_032452183.1, XP_008216254.1	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1
OG0000335	XP_003426117.1	XP_020723223.1, XP_003402203.1
OG0000336	XP_003426396.1	XP_020723021.1
OG0000336	XP_008206529.1, XP_016839052.1	XP_003394465.1
OG0000337	XP_031783756.1	XP_012168611.1
OG0000338	XP_003424878.1	XP_020724365.1
OG0000338	XP_001607488.2, XP_001604839.1	XP_003395637.1
OG0000339	XP_031784468.1	XP_012164370.1, XP_012164369.1
OG0000339	XP_031779603.1	XP_012173169.1, XP_020722951.1
OG0000340	XP_008202557.1	XP_012172809.1
OG0000340	XP_008215783.2	XP_003400853.1
OG0000341	XP_031780569.1, XP_001601882.1	XP_020720041.1
OG0000342	XP_016842459.1, XP_031788435.1	XP_012169201.1
OG0000342	XP_008206353.1	XP_020721162.1
OG0000343	XP_003428067.1	XP_003394043.1, XP_012175819.1
OG0000344	XP_016844412.1	XP_020721163.1
OG0000345	XP_016837521.1, XP_031779210.1	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1
OG0000347	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1	XP_012166755.1, XP_003397452.1, XP_003397451.1
OG0000349	XP_031785287.1	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1
OG0000350	XP_001601576.1, XP_008204559.1	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1
OG0000351	XP_001603070.1	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1
OG0000352	XP_016839388.1	XP_020722929.1
OG0000354	NP_001164417.1, NP_001177708.1, NP_001164420.2, XP_016843659.1, NP_001164460.2, NP_001177594.1, XP_031778349.1, NP_001177599.1, NP_001177598.1, XP_016845920.1, NP_001177597.1, XP_016845905.1, NP_001177595.1, NP_001164463.1, NP_001177603.1, XP_031778371.1, NP_001177601.1, NP_001177602.1, NP_001177709.1, NP_001177600.1, NP_001177596.1, XP_016844910.1, XP_031778011.1, NP_001164418.1, NP_001164419.1, NP_001177593.1, XP_016836494.1, NP_001177604.1	XP_012165200.1
OG0000356	XP_032455089.1, XP_016842824.1	XP_003397921.1
OG0000356	XP_001603497.1, XP_001603472.2	XP_012167462.1
OG0000357	XP_008201758.1, XP_003425261.1	XP_020722207.1, XP_012171737.1, XP_003400885.1
OG0000358	XP_032451992.1	XP_003396633.1, XP_003396634.1
OG0000360	XP_031786393.1	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1
OG0000361	XP_001599966.3	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2
OG0000362	XP_001603573.1, NP_001154986.1, XP_001603544.1	XP_003396517.1
OG0000362	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1	XP_003396516.2
OG0000363	NP_001166856.1	XP_003402028.1
OG0000363	XP_008215037.1, NP_001136080.1	XP_012173210.2
OG0000364	XP_032455556.1, XP_016840845.1	XP_003395514.1
OG0000365	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1	XP_020720955.1, XP_020720956.1, XP_020720953.1, XP_020720954.1, XP_012168842.2
OG0000366	XP_031777582.1, NP_001234894.1	XP_012172186.1, XP_020722400.1, XP_020722391.1, XP_020722396.1
OG0000367	XP_001603452.1, XP_031780815.1	XP_012167903.1, XP_012167901.1, XP_003398235.1
OG0000368	XP_031779116.1	XP_003394566.1
OG0000368	XP_031779250.1, XP_001606272.1	XP_003394648.1
OG0000369	XP_032451964.1, XP_008212938.1	XP_020723458.1, XP_012165925.1
OG0000370	XP_008216733.1, NP_001166053.1	XP_020720427.1
OG0000370	XP_032455885.1, NP_001166079.1	XP_003397614.1, XP_020720425.1
OG0000371	XP_003426598.1	XP_012172570.1, XP_012172572.1, XP_020722733.1
OG0000372	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1	XP_020718391.1, XP_003402715.1
OG0000375	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1	XP_012165353.1, XP_012165354.1, XP_012165356.1
OG0000376	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1	XP_003398352.1, XP_012168063.1, XP_020720538.1, XP_012168065.1
OG0000377	XP_008210300.1	XP_020724183.1
OG0000377	NP_001164381.1	XP_003402512.1
OG0000378	XP_001601479.2	XP_003396150.2
OG0000378	XP_031780953.1	XP_003396189.1
OG0000379	XP_008209839.1, XP_008209838.1	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1
OG0000380	XP_031786831.1, XP_031786832.1	XP_003392935.1
OG0000381	XP_016841180.1	XP_012167656.1
OG0000381	XP_001602738.1	XP_003402681.1
OG0000382	XP_001607827.3	XP_012168350.1
OG0000382	XP_008217713.1	XP_012174094.1
OG0000383	XP_003427646.1	XP_003400351.1, XP_003400142.1
OG0000384	XP_001604432.2, XP_008210418.1	XP_012175752.1
OG0000384	XP_031782398.1	XP_012175743.1
OG0000385	XP_001599984.1	XP_003401768.1
OG0000386	XP_008202799.1, XP_031777593.1	XP_003400987.1, XP_020722562.1, XP_012172013.1
OG0000387	XP_008210181.2	XP_012175291.1, XP_012175221.2, XP_020723851.1, XP_020723852.1, XP_012175231.1, XP_003402884.1
OG0000388	XP_008206350.1	XP_012173041.1
OG0000388	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1	XP_003398801.1
OG0000389	XP_008216123.1, XP_016837517.1	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1, XP_012166573.1
OG0000390	XP_001602302.2, XP_031782806.1	XP_003396995.1, XP_012166154.1, XP_012166153.1
OG0000391	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1	XP_012174308.2, XP_012174304.1
OG0000394	XP_031778263.1	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1
OG0000395	XP_001601573.1, XP_031787201.1	XP_003397852.1
OG0000395	XP_001601712.1	XP_012176252.1
OG0000396	XP_008207407.1, XP_016837884.1	XP_012167767.1, XP_020720841.1
OG0000397	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1
OG0000398	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2	XP_012168122.1
OG0000399	XP_032457471.1	XP_020722833.1, XP_012172906.1
OG0000400	XP_016844273.1, XP_016844274.1, XP_003427708.1	XP_003402764.1
OG0000402	XP_008201747.1	XP_003400160.1
OG0000402	XP_001605218.1	XP_012170795.1
OG0000403	XP_016842670.1, XP_016842678.1	XP_020718803.1, XP_020718789.1, XP_020718807.1
OG0000405	XP_001607109.1	XP_012167804.1
OG0000406	XP_008208600.3	XP_020723977.1
OG0000406	XP_032455879.1	XP_012175529.1
OG0000408	XP_001607579.1, XP_008206487.1	XP_003396962.1, XP_003396963.1
OG0000408	XP_031782506.1	XP_012165754.1
