Orthogroup	Nasonia_vitripennis	Polistes_dominula
OG0000164	XP_031777945.1, XP_016843278.1, XP_031780582.1, XP_031777892.1, XP_031777902.1, XP_031780583.1	XP_015191636.1, XP_015191547.1, XP_015191637.1, XP_015191588.1
OG0000165	XP_008211085.1	XP_015174982.1
OG0000166	XP_032458153.1, XP_031777661.1, XP_031777675.1, XP_032458168.1	XP_015173109.1, XP_015173102.1, XP_015173096.1, XP_015173094.1, XP_015173098.1
OG0000170	XP_032453170.1	XP_015191093.1, XP_015191092.1
OG0000170	XP_001604322.2	XP_015191094.1
OG0000171	XP_016838928.1, XP_001608062.2, XP_031780002.1	XP_015174391.1, XP_015174730.1
OG0000172	XP_031789541.1	XP_015184112.1, XP_015184114.1, XP_015184115.1, XP_015184116.1, XP_015184111.1
OG0000173	XP_031787440.1, NP_001153423.1, NP_001153422.1	XP_015173985.1, XP_015173987.1, XP_015173988.1, XP_015173989.1
OG0000174	XP_001600210.1	XP_015191732.1, XP_015191730.1, XP_015191731.1
OG0000176	NP_001127789.1	XP_015179485.1
OG0000177	XP_001606472.1	XP_015191041.1
OG0000177	XP_008210134.1	XP_015190999.1
OG0000178	XP_031787092.1	XP_015179140.1
OG0000179	XP_001604591.1	XP_015183599.1
OG0000179	XP_032451900.1, XP_001607038.1, XP_032451901.1	XP_015184549.1
OG0000180	XP_008206406.1, XP_001606981.2	XP_015171486.1, XP_015171485.1, XP_015171484.1
OG0000181	XP_001600458.2, XP_008214574.1, XP_008214578.1, XP_016845255.1	XP_015183736.1, XP_015183737.1, XP_015183738.1, XP_015183741.1, XP_015183739.1, XP_015183735.1
OG0000182	XP_001601987.2, XP_016841479.1, XP_016841478.1, XP_031787113.1, XP_031787104.1, XP_031787105.1, XP_031787106.1, XP_031787109.1, XP_031787110.1, XP_031787111.1, XP_031787112.1, XP_008205687.1, XP_008205678.1, XP_031787103.1	XP_015177676.1, XP_015177666.1, XP_015177685.1, XP_015177651.1, XP_015177659.1
OG0000183	XP_003426002.1, XP_008204775.1, XP_008204776.1, XP_008204778.1	XP_015175162.1
OG0000183	XP_001603387.1	XP_015181592.1
OG0000185	XP_008202977.1	XP_015175891.1, XP_015175892.1, XP_015175893.1
OG0000185	XP_032452589.1, NP_001136331.1, XP_008202533.1	XP_015175804.1
OG0000186	XP_008214191.1, NP_001165994.1	XP_015183983.1, XP_015183981.1
OG0000187	XP_016840762.1, XP_032455395.1, XP_032455396.1, XP_032455397.1, XP_008211394.1, XP_008211389.1, XP_031785200.1	XP_015180155.1, XP_015180146.1, XP_015180136.1
OG0000188	XP_001604859.1	XP_015176881.1
OG0000188	XP_008211609.1	XP_015174592.1
OG0000189	XP_016838483.1, XP_031781823.1	XP_015173121.1, XP_015173134.1
OG0000189	XP_031781874.1	XP_015171025.1
OG0000190	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1	XP_015184945.1
OG0000191	XP_008207212.2	XP_015179465.1, XP_015179466.1
OG0000192	XP_031780067.1, XP_031780066.1	XP_015178452.1
OG0000194	NP_001166262.1	XP_015173607.1
OG0000194	XP_003426834.1	XP_015173634.1
OG0000194	NP_001166261.1	XP_015173610.1
OG0000194	NP_001161280.1, XP_032451902.1	XP_015181334.1, XP_015181335.1
OG0000195	XP_008203346.1, XP_008203347.1	XP_015179161.1
OG0000196	XP_003423952.1, XP_008215430.1	XP_015178964.1
OG0000196	XP_008215207.1	XP_015174639.1
OG0000198	XP_008213258.1	XP_015173178.1
OG0000200	XP_001601256.2	XP_015187594.1
OG0000200	NP_001153462.1	XP_015178431.1, XP_015178427.1
OG0000201	XP_001606137.1	XP_015179138.1
OG0000202	XP_001608175.1, XP_032456995.1, XP_032456994.1	XP_015177652.1, XP_015177653.1, XP_015177655.1, XP_015177654.1
OG0000203	XP_001608051.1	XP_015176004.1
OG0000203	XP_032452106.1, XP_031779307.1	XP_015174579.1, XP_015174578.1
OG0000204	XP_016841715.1, XP_031788586.1, XP_016841716.1	XP_015182497.1, XP_015177887.1
OG0000205	XP_031784084.1	XP_015183111.1, XP_015183110.1
OG0000207	XP_001605874.1	XP_015175962.1
OG0000207	XP_031780977.1	XP_015186420.1, XP_015186417.1
OG0000208	XP_031781008.1	XP_015186385.1
OG0000209	XP_032456886.1	XP_015184955.1
OG0000210	XP_008212102.1, XP_008212106.1	XP_015177416.1
OG0000210	XP_016845495.1, XP_008214952.1	XP_015180468.1
OG0000210	XP_032455257.1	XP_015185061.1
OG0000212	XP_001603421.1	XP_015179526.1, XP_015179527.1
OG0000212	XP_001601231.2	XP_015185495.1, XP_015185494.1
OG0000213	XP_003427028.1, XP_001605473.1, XP_032456240.1	XP_015189481.1
OG0000214	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1	XP_015190491.1
OG0000214	XP_032455627.1, XP_031784508.1	XP_015175994.1
OG0000215	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1	XP_015185000.1
OG0000215	XP_001603599.4	XP_015185001.1
OG0000216	XP_001603476.3	XP_015185916.1
OG0000217	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2	XP_015186718.1
OG0000218	XP_008207040.1, XP_008207042.1, XP_008207041.1	XP_015174590.1, XP_015174588.1, XP_015174591.1
OG0000219	XP_032452539.1	XP_015173758.1, XP_015173757.1, XP_015173756.1
OG0000220	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1	XP_015184604.1
OG0000221	XP_001607468.1	XP_015184406.1
OG0000223	NP_001155149.1, XP_008213618.1	XP_015186521.1
OG0000223	XP_031785562.1	XP_015178968.1
OG0000224	XP_016838644.1, XP_032453420.1, XP_031780156.1	XP_015174244.1
OG0000225	XP_001602931.1	XP_015171829.1, XP_015171828.1
OG0000225	XP_031781485.1, XP_032457609.1, XP_031777410.1	XP_015176375.1
OG0000228	XP_016842865.1	XP_015189827.1
OG0000228	XP_031788714.1	XP_015189765.1
OG0000229	XP_008215504.1	XP_015186538.1
OG0000230	XP_008217387.1	XP_015174525.1, XP_015174526.1
OG0000230	XP_003424711.1	XP_015187246.1, XP_015187244.1, XP_015187242.1, XP_015187243.1
OG0000231	XP_001602920.1	XP_015174418.1, XP_015174419.1
OG0000232	XP_031788753.1	XP_015185539.1, XP_015185538.1, XP_015185537.1
OG0000233	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1	XP_015178474.1
OG0000235	XP_031779029.1, XP_031779025.1, XP_031779027.1	XP_015191589.1
OG0000236	NP_001164379.1	XP_015175604.1, XP_015175605.1
OG0000236	XP_031785405.1	XP_015175615.1
OG0000237	XP_008203240.1	XP_015185577.1, XP_015171667.1, XP_015171630.1
OG0000238	XP_016841012.1, XP_008212143.1	XP_015189449.1, XP_015190396.1
OG0000238	XP_031781099.1	XP_015181792.1, XP_015189873.1, XP_015189584.1, XP_015187720.1
OG0000239	XP_031785698.1	XP_015190308.1, XP_015190309.1, XP_015189352.1
OG0000240	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1	XP_015173344.1, XP_015173331.1, XP_015173359.1
OG0000243	XP_001605952.2	XP_015174530.1
OG0000244	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1
OG0000245	NP_001164331.1, NP_001164357.1, XP_031783456.1	XP_015189008.1
OG0000246	XP_001603679.1	XP_015179151.1
OG0000246	XP_003427114.1, XP_031778429.1	XP_015182115.1, XP_015182116.1
OG0000247	XP_031779115.1	XP_015191855.1, XP_015191854.1
OG0000248	XP_031783660.1	XP_015182680.1
OG0000249	XP_031787477.1	XP_015190237.1, XP_015190236.1
OG0000250	XP_001603664.1	XP_015172559.1, XP_015172558.1
OG0000251	XP_032455324.1, XP_031784890.1, XP_003426647.1	XP_015180463.1, XP_015181737.1
OG0000252	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1	XP_015171597.1, XP_015171596.1
OG0000253	NP_001164367.1	XP_015190633.1
OG0000253	XP_031781922.1, NP_001122571.1	XP_015182084.1
OG0000254	XP_008211229.1, XP_031785157.1	XP_015190592.1
OG0000254	XP_008206656.1	XP_015179929.1
OG0000255	XP_008214568.1	XP_015175472.1
OG0000255	XP_001601575.1	XP_015188062.1, XP_015188065.1
OG0000256	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1	XP_015190359.1
OG0000257	XP_016838496.1, XP_008203021.1	XP_015191073.1, XP_015191061.1
OG0000257	XP_016838482.1	XP_015191056.1
OG0000258	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1	XP_015179393.1
OG0000259	XP_008207661.2	XP_015189497.1
OG0000262	XP_016844355.1, XP_003427736.1	XP_015189351.1
OG0000263	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1	XP_015182751.1
OG0000264	XP_016844991.1, XP_016844992.1, XP_016844993.1	XP_015177860.1
OG0000264	XP_001608103.1	XP_015175459.1
OG0000265	XP_016839585.1	XP_015187998.1, XP_015187683.1, XP_015188988.1
OG0000266	XP_003428081.1	XP_015188854.1
OG0000266	XP_008213988.1, XP_001601016.1, XP_032455467.1	XP_015188288.1
OG0000268	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2	XP_015181711.1
OG0000269	XP_001607744.2	XP_015188277.1, XP_015188276.1, XP_015188274.1
OG0000270	XP_031787127.1	XP_015180910.1
OG0000271	XP_001606201.2	XP_015184680.1
OG0000272	XP_031778066.1, XP_032453944.1	XP_015171556.1
OG0000272	XP_001603198.2	XP_015185525.1
OG0000273	XP_031780333.1	XP_015191012.1, XP_015191013.1
OG0000276	XP_001607936.1	XP_015184477.1
OG0000277	XP_008211107.1	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1
OG0000278	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1
OG0000279	XP_031783226.1, XP_008203513.1, XP_016839857.1	XP_015187581.1, XP_015187580.1
OG0000281	XP_001607948.2	XP_015184470.1
OG0000281	XP_001604393.1	XP_015171539.1
OG0000281	XP_001604417.2	XP_015171540.1
OG0000283	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1	XP_015179948.1, XP_015179949.1
OG0000284	XP_001606673.1	XP_015182032.1
OG0000284	XP_008211037.1	XP_015181126.1
OG0000285	XP_016838297.1	XP_015173011.1, XP_015173009.1
OG0000286	XP_032452557.1	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1
OG0000287	XP_008202843.1, XP_001606457.2	XP_015187469.1
OG0000288	NP_001166048.1, XP_008209318.1	XP_015183873.1
OG0000289	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1	XP_015177216.1, XP_015177215.1, XP_015177214.1
OG0000290	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1	XP_015179247.1
OG0000291	XP_001606579.2, XP_031785150.1	XP_015182037.1
OG0000291	XP_008212916.2	XP_015174407.1
OG0000292	XP_031780071.1	XP_015175897.1
OG0000293	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1	XP_015179982.1, XP_015180247.1, XP_015190022.1
OG0000294	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1	XP_015190559.1, XP_015175803.1, XP_015190974.1, XP_015190973.1, XP_015189890.1, XP_015190560.1
OG0000295	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1
OG0000296	XP_031779169.1	XP_015175143.1
OG0000298	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1	XP_015178198.1
OG0000299	XP_003426781.1, XP_001601854.1	XP_015173742.1, XP_015173740.1, XP_015173741.1
OG0000300	XP_003425056.1, XP_001605288.1	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1
OG0000301	NP_001165992.1	XP_015180681.1
OG0000301	NP_001165993.1	XP_015183588.1
OG0000302	XP_031783914.1	XP_015171510.1
OG0000302	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1	XP_015178748.1
OG0000303	XP_008212905.1	XP_015174186.1
OG0000303	XP_031785517.1	XP_015179972.1
OG0000304	XP_031786449.1	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1
OG0000305	XP_031787288.1, XP_016841776.1, XP_016841777.1	XP_015181733.1
OG0000306	XP_031785304.1	XP_015183454.1
OG0000307	XP_031785703.1, XP_008215148.1, XP_032455669.1	XP_015176072.1
OG0000308	XP_008208754.1, XP_001602066.1	XP_015172660.1
OG0000310	XP_016840055.1, XP_001606567.1	XP_015178812.1, XP_015178815.1, XP_015178811.1
OG0000311	XP_031788070.1	XP_015189996.1
OG0000312	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1	XP_015172100.1, XP_015172101.1
OG0000313	XP_031781836.1, XP_001599934.1	XP_015186194.1
OG0000314	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3	XP_015173286.1
OG0000314	XP_032456533.1, XP_001607656.1	XP_015174831.1, XP_015174832.1
OG0000315	XP_001599137.1, XP_001600184.4	XP_015181547.1
OG0000316	XP_031787731.1	XP_015185171.1
OG0000317	XP_016841106.1, XP_003426518.1, XP_008206890.1	XP_015174046.1
OG0000318	XP_008206399.1, XP_001606799.1	XP_015181576.1
OG0000319	XP_016845436.1, XP_003428126.1	XP_015177107.1
OG0000320	XP_001602384.1, XP_001607362.3, XP_001605719.1	XP_015190093.1
OG0000321	XP_031777401.1	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1
OG0000322	XP_001607407.1	XP_015180479.1
OG0000323	XP_031788472.1, XP_032457254.1, XP_031788450.1	XP_015190020.1, XP_015190019.1
OG0000324	XP_031780816.1	XP_015191559.1
OG0000324	XP_016838881.2	XP_015178081.1
OG0000325	XP_008213655.1	XP_015182480.1
OG0000326	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1	XP_015187782.1
OG0000327	XP_016838935.1, XP_016838930.1	XP_015171973.1
OG0000329	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1
OG0000330	NP_001159944.1, NP_001159943.1	XP_015171434.1
OG0000332	XP_031783273.1, XP_008206247.1	XP_015172020.1, XP_015172019.1, XP_015172018.1
OG0000333	XP_031783197.1	XP_015171023.1, XP_015171557.1
OG0000334	NP_001164403.1, XP_032452183.1, XP_008216254.1	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1
OG0000335	XP_003426117.1	XP_015180888.1, XP_015180897.1
OG0000336	XP_003426396.1	XP_015191296.1, XP_015191294.1, XP_015191295.1
OG0000336	XP_008206529.1, XP_016839052.1	XP_015176027.1
OG0000337	XP_031783756.1	XP_015172545.1
OG0000338	XP_003424878.1	XP_015175675.1
OG0000338	XP_001607488.2, XP_001604839.1	XP_015184789.1
OG0000339	XP_031784468.1	XP_015182663.1
OG0000339	XP_031779603.1	XP_015185741.1
OG0000340	XP_008202557.1	XP_015184769.1
OG0000340	XP_008215783.2	XP_015184668.1
OG0000341	XP_031780569.1, XP_001601882.1	XP_015185152.1, XP_015185154.1, XP_015185153.1
OG0000342	XP_016842459.1, XP_031788435.1	XP_015178419.1
OG0000342	XP_008206353.1	XP_015186344.1, XP_015186343.1
OG0000343	XP_003428067.1	XP_015190431.1
OG0000344	XP_016844412.1	XP_015185092.1, XP_015185090.1, XP_015185091.1
OG0000345	XP_016837521.1, XP_031779210.1	XP_015174394.1
OG0000347	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1	XP_015184796.1
OG0000349	XP_031785287.1	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1
OG0000350	XP_001601576.1, XP_008204559.1	XP_015175799.1
OG0000351	XP_001603070.1	XP_015174757.1, XP_015174756.1
OG0000351	XP_031780671.1, XP_032452291.1, XP_031780670.1, XP_032452292.1	XP_015191806.1
OG0000352	XP_016839388.1	XP_015181417.1, XP_015181418.1
OG0000354	NP_001164417.1, NP_001177708.1, NP_001164420.2, XP_016843659.1, NP_001164460.2, NP_001177594.1, XP_031778349.1, NP_001177599.1, NP_001177598.1, XP_016845920.1, NP_001177597.1, XP_016845905.1, NP_001177595.1, NP_001164463.1, NP_001177603.1, XP_031778371.1, NP_001177601.1, NP_001177602.1, NP_001177709.1, NP_001177600.1, NP_001177596.1, XP_016844910.1, XP_031778011.1, NP_001164418.1, NP_001164419.1, NP_001177593.1, XP_016836494.1, NP_001177604.1	XP_015171447.1, XP_015171656.1, XP_015171448.1, XP_015171446.1, XP_015171444.1
OG0000356	XP_032455089.1, XP_016842824.1	XP_015182715.1
OG0000356	XP_001603497.1, XP_001603472.2	XP_015182720.1
OG0000357	XP_008201758.1, XP_003425261.1	XP_015188589.1, XP_015188587.1
OG0000358	XP_032451992.1	XP_015171782.1, XP_015171781.1
OG0000360	XP_031786393.1	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1
OG0000361	XP_001599966.3	XP_015184937.1
OG0000362	XP_001603573.1, NP_001154986.1, XP_001603544.1	XP_015173895.1
OG0000362	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1	XP_015173885.1
OG0000363	XP_008215037.1, NP_001136080.1	XP_015174614.1
OG0000364	XP_032455556.1, XP_016840845.1	XP_015188098.1
OG0000365	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1	XP_015179288.1
OG0000366	XP_031777582.1	XP_015183995.1, XP_015184130.1
OG0000366	NP_001234894.1	XP_015184138.1
OG0000367	XP_001603452.1, XP_031780815.1	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1
OG0000368	XP_031779116.1	XP_015183589.1
OG0000368	XP_031779250.1, XP_001606272.1	XP_015172806.1, XP_015172805.1
OG0000369	XP_032451964.1, XP_008212938.1	XP_015181056.1, XP_015171819.1, XP_015171821.1
OG0000370	XP_008216733.1, NP_001166053.1	XP_015172523.1
OG0000370	XP_032455885.1, NP_001166079.1	XP_015172522.1
OG0000371	XP_003426598.1	XP_015174595.1
OG0000372	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1	XP_015174581.1, XP_015181940.1
OG0000375	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1	XP_015184082.1
OG0000377	XP_008210300.1	XP_015176492.1
OG0000377	NP_001164381.1	XP_015171536.1
OG0000378	XP_001601479.2	XP_015191759.1
OG0000378	XP_031780953.1	XP_015191815.1
OG0000379	XP_008209839.1, XP_008209838.1	XP_015177176.1, XP_015177175.1
OG0000380	XP_031786831.1, XP_031786832.1	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1
OG0000381	XP_016841180.1	XP_015181537.1
OG0000381	XP_001602738.1	XP_015187133.1
OG0000382	XP_001607827.3	XP_015176221.1, XP_015176213.1
OG0000382	XP_008217713.1	XP_015181021.1
OG0000383	XP_003427646.1	XP_015189753.1, XP_015189965.1
OG0000384	XP_001604432.2, XP_008210418.1	XP_015187803.1
OG0000384	XP_031782398.1	XP_015187798.1
OG0000385	XP_001599984.1	XP_015187297.1
OG0000386	XP_008202799.1, XP_031777593.1	XP_015184892.1, XP_015184894.1, XP_015184893.1
OG0000387	XP_008210181.2	XP_015181663.1
OG0000388	XP_008206350.1	XP_015182150.1
OG0000388	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1	XP_015172563.1
OG0000389	XP_008216123.1, XP_016837517.1	XP_015187563.1, XP_015187565.1
OG0000390	XP_001602302.2, XP_031782806.1	XP_015182432.1
OG0000391	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1	XP_015183972.1
OG0000394	XP_031778263.1	XP_015185400.1
OG0000395	XP_001601573.1, XP_031787201.1	XP_015185269.1
OG0000395	XP_001601712.1	XP_015177347.1, XP_015177346.1, XP_015177348.1
OG0000396	XP_016844130.1, NP_001155173.1, NP_001155174.1, NP_001155172.1, XP_003426952.1, XP_016843548.1, XP_008207407.1, XP_016837884.1	XP_015187490.1
OG0000397	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1	XP_015177509.1
OG0000398	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2	XP_015187922.1
OG0000399	XP_032457471.1	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1
OG0000400	XP_016844273.1, XP_016844274.1, XP_003427708.1	XP_015182549.1
OG0000402	XP_008201747.1	XP_015177187.1, XP_015177186.1
OG0000402	XP_001605218.1	XP_015177188.1
OG0000403	XP_016842670.1, XP_016842678.1	XP_015178385.1, XP_015178387.1, XP_015178377.1
OG0000405	XP_001607109.1	XP_015186119.1
OG0000406	XP_008208600.3	XP_015173272.1
OG0000406	XP_032455879.1	XP_015173290.1
OG0000408	XP_001607579.1, XP_008206487.1	XP_015178819.1
OG0000408	XP_031782506.1	XP_015191524.1
OG0000409	XP_032452236.1, NP_001153487.1	XP_015174711.1
OG0000410	XP_008206544.1	XP_015184965.1
