Orthogroup	Nasonia_vitripennis	Vespa_mandarinia
OG0000186	XP_008214191.1, NP_001165994.1	XP_035733371.1, XP_035733372.1, XP_035733373.1, XP_035733370.1, XP_035733460.1, XP_035733368.1, XP_035733369.1
OG0000187	XP_016840762.1, XP_032455395.1, XP_032455396.1, XP_032455397.1, XP_008211394.1, XP_008211389.1, XP_031785200.1	XP_035731676.1, XP_035731677.1
OG0000188	XP_031783182.1, XP_016839660.1	XP_035731793.1
OG0000189	XP_016838483.1, XP_031781823.1	XP_035728865.1
OG0000189	XP_031781874.1	XP_035728855.1
OG0000190	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1	XP_035728040.1, XP_035728039.1
OG0000191	XP_008207212.2	XP_035735127.1
OG0000192	XP_031780067.1, XP_031780066.1	XP_035718570.1, XP_035718565.1, XP_035718569.1, XP_035718568.1, XP_035718562.1, XP_035718563.1, XP_035718564.1
OG0000194	NP_001166262.1	XP_035728644.1
OG0000194	XP_003426834.1	XP_035728648.1
OG0000194	NP_001166261.1	XP_035728646.1
OG0000194	NP_001161280.1, XP_032451902.1	XP_035728547.1
OG0000195	XP_008203346.1, XP_008203347.1	XP_035739727.1, XP_035739726.1
OG0000196	XP_008215207.1	XP_035720910.1
OG0000198	XP_008213258.1	XP_035723755.1
OG0000200	XP_001601256.2	XP_035719894.1, XP_035719895.1
OG0000200	NP_001153462.1	XP_035718373.1
OG0000201	XP_001606137.1	XP_035742700.1
OG0000202	XP_001608175.1, XP_032456995.1, XP_032456994.1	XP_035735523.1, XP_035735525.1, XP_035735528.1, XP_035735524.1, XP_035735526.1, XP_035735527.1, XP_035735520.1, XP_035735522.1
OG0000202	XP_031788443.1, XP_031788445.1	XP_035742672.1, XP_035742669.1, XP_035742670.1
OG0000203	XP_001608051.1	XP_035739190.1
OG0000203	XP_032452106.1, XP_031779307.1	XP_035727456.1, XP_035727445.1, XP_035727495.1, XP_035727486.1, XP_035727526.1, XP_035727477.1, XP_035727505.1, XP_035727467.1, XP_035727516.1
OG0000204	XP_016841715.1, XP_031788586.1, XP_016841716.1	XP_035736371.1, XP_035736362.1, XP_035736353.1, XP_035736365.1
OG0000205	XP_031784084.1	XP_035727194.1, XP_035727191.1, XP_035727193.1
OG0000207	XP_001605874.1	XP_035718709.1
OG0000207	XP_031780977.1	XP_035726226.1
OG0000207	XP_031779878.1, XP_031781051.1	XP_035726227.1
OG0000208	XP_031781008.1	XP_035726225.1
OG0000209	XP_032456886.1	XP_035728112.1
OG0000210	XP_008212102.1, XP_008212106.1	XP_035733688.1
OG0000210	XP_016845495.1, XP_008214952.1	XP_035732804.1
OG0000210	XP_032455257.1	XP_035723457.1
OG0000212	XP_001603421.1	XP_035737335.1
OG0000212	XP_001601231.2	XP_035737458.1
OG0000213	XP_003427028.1, XP_001605473.1, XP_032456240.1	XP_035723104.1
OG0000214	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1	XP_035723354.1, XP_035723352.1, XP_035723353.1, XP_035723355.1
OG0000214	XP_032455627.1, XP_031784508.1	XP_035741447.1, XP_035741444.1
OG0000215	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1	XP_035724895.1, XP_035724894.1
OG0000215	XP_001603599.4	XP_035724898.1, XP_035724897.1
OG0000216	XP_001603476.3	XP_035724451.1
OG0000217	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2	XP_035740471.1
OG0000218	XP_008207040.1, XP_008207042.1, XP_008207041.1	XP_035726856.1
OG0000219	XP_032452539.1	XP_035741255.1, XP_035741253.1, XP_035741259.1, XP_035741260.1, XP_035741251.1, XP_035741257.1, XP_035741254.1, XP_035741252.1, XP_035741256.1
OG0000220	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1	XP_035717455.1, XP_035717452.1, XP_035717450.1, XP_035717454.1, XP_035717453.1
OG0000221	XP_001607468.1	XP_035721735.1
OG0000223	NP_001155149.1, XP_008213618.1	XP_035733807.1
OG0000223	XP_031785562.1	XP_035722636.1
OG0000224	XP_016838644.1, XP_032453420.1, XP_031780156.1	XP_035739815.1, XP_035739812.1, XP_035739813.1, XP_035739814.1
OG0000225	XP_001602931.1	XP_035734246.1, XP_035734248.1
OG0000225	XP_031781485.1, XP_032457609.1, XP_031777410.1	XP_035742936.1
OG0000229	XP_008215504.1	XP_035730748.1, XP_035730749.1, XP_035731006.1, XP_035731009.1
OG0000230	XP_008217387.1	XP_035733979.1, XP_035733977.1, XP_035733980.1, XP_035733976.1
OG0000231	XP_001602920.1	XP_035738625.1, XP_035738626.1, XP_035738627.1
OG0000232	XP_031788753.1	XP_035727361.1, XP_035727359.1, XP_035727360.1
OG0000233	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1	XP_035718297.1
OG0000234	NP_001166089.1	XP_035726727.1
OG0000235	XP_031779029.1, XP_031779025.1, XP_031779027.1	XP_035729544.1, XP_035729549.1, XP_035729541.1
OG0000236	NP_001164379.1	XP_035735169.1
OG0000236	XP_031785405.1	XP_035735167.1
OG0000237	XP_008203240.1	XP_035727295.1, XP_035740253.1, XP_035740306.1
OG0000240	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1	XP_035741192.1, XP_035741079.1
OG0000242	XP_008217632.2	XP_035723091.1, XP_035742763.1, XP_035742764.1, XP_035727376.1, XP_035727388.1, XP_035742921.1
OG0000243	XP_001605952.2	XP_035719823.1, XP_035719832.1
OG0000244	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1
OG0000245	NP_001164331.1, NP_001164357.1, XP_031783456.1	XP_035726439.1
OG0000246	XP_001603679.1	XP_035739647.1
OG0000246	XP_003427114.1, XP_031778429.1	XP_035722551.1, XP_035722552.1, XP_035722553.1
OG0000247	XP_031779115.1	XP_035732193.1
OG0000248	XP_031783660.1	XP_035739829.1
OG0000249	XP_031787477.1	XP_035717767.1
OG0000250	XP_001603664.1	XP_035723432.1, XP_035723431.1, XP_035723434.1, XP_035723433.1
OG0000251	XP_032455324.1, XP_031784890.1, XP_003426647.1	XP_035723813.1
OG0000252	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1	XP_035720532.1, XP_035720531.1
OG0000253	NP_001164367.1	XP_035742337.1, XP_035742338.1
OG0000254	XP_008211229.1, XP_031785157.1	XP_035718876.1
OG0000254	XP_008206656.1	XP_035732648.1
OG0000255	XP_008214568.1	XP_035728438.1, XP_035728437.1, XP_035728436.1
OG0000255	XP_001601575.1	XP_035737965.1
OG0000256	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1
OG0000257	XP_016838496.1, XP_008203021.1	XP_035740806.1, XP_035740850.1
OG0000257	XP_016838482.1	XP_035740701.1
OG0000258	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1	XP_035735190.1
OG0000259	XP_008207661.2	XP_035726652.1
OG0000260	XP_003425726.1, XP_032452737.1	XP_035730089.1
OG0000263	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1
OG0000264	XP_016844991.1, XP_016844992.1, XP_016844993.1	XP_035735842.1
OG0000264	XP_001608103.1	XP_035728468.1
OG0000265	XP_008213476.1, XP_016839585.1	XP_035743707.1
OG0000266	XP_003428081.1	XP_035743679.1
OG0000266	XP_008213988.1, XP_001601016.1, XP_032455467.1	XP_035727916.1
OG0000268	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2	XP_035724329.1
OG0000269	XP_001607744.2	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1
OG0000270	XP_031787127.1	XP_035736463.1
OG0000271	XP_001606201.2	XP_035725070.1, XP_035725069.1
OG0000272	XP_031778066.1, XP_032453944.1	XP_035738837.1
OG0000272	XP_001603198.2	XP_035729176.1
OG0000273	XP_031780333.1	XP_035734277.1
OG0000274	XP_008211195.1	XP_035728684.1
OG0000276	XP_001607936.1	XP_035719572.1, XP_035719570.1
OG0000277	XP_008211107.1	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1
OG0000278	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1	XP_035742183.1, XP_035742182.1
OG0000281	XP_001604393.1	XP_035720653.1
OG0000281	XP_001604417.2	XP_035720658.1
OG0000283	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1
OG0000284	XP_001606673.1	XP_035725371.1
OG0000284	XP_008211037.1	XP_035736377.1
OG0000285	XP_016838297.1	XP_035725457.1
OG0000286	XP_032452557.1	XP_035731751.1, XP_035731750.1, XP_035731752.1
OG0000287	XP_008202843.1, XP_001606457.2	XP_035740381.1
OG0000288	NP_001166048.1, XP_008209318.1	XP_035727964.1
OG0000289	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1	XP_035736843.1, XP_035736844.1, XP_035736845.1
OG0000290	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1	XP_035742649.1
OG0000291	XP_001606579.2, XP_031785150.1	XP_035728615.1
OG0000291	XP_008212916.2	XP_035742447.1, XP_035742448.1
OG0000292	XP_031780071.1	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1
OG0000293	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1	XP_035717704.1
OG0000294	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1	XP_035718426.1, XP_035718431.1, XP_035718428.1, XP_035742757.1, XP_035733003.1, XP_035718487.1, XP_035718041.1, XP_035718488.1, XP_035742755.1, XP_035742760.1, XP_035742758.1, XP_035732948.1, XP_035718486.1, XP_035718485.1, XP_035718459.1, XP_035732977.1
OG0000295	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1	XP_035724522.1, XP_035724503.1, XP_035724513.1
OG0000296	XP_031779169.1	XP_035742884.1, XP_035742883.1, XP_035742885.1
OG0000298	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1
OG0000299	XP_003426781.1, XP_001601854.1	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1
OG0000300	XP_003425056.1, XP_001605288.1	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1
OG0000301	NP_001165992.1	XP_035741425.1
OG0000301	NP_001165993.1	XP_035725195.1
OG0000302	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1	XP_035736733.1
OG0000303	XP_008212905.1	XP_035738398.1
OG0000303	XP_003426614.1	XP_035743560.1
OG0000303	XP_031785517.1	XP_035732718.1
OG0000304	XP_031786449.1	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1
OG0000305	XP_008203496.1	XP_035725285.1
OG0000305	XP_031787288.1, XP_016841776.1, XP_016841777.1	XP_035729831.1
OG0000306	XP_031785304.1	XP_035737223.1, XP_035737207.1, XP_035737199.1
OG0000307	XP_031785703.1, XP_008215148.1, XP_032455669.1	XP_035721440.1, XP_035721443.1, XP_035721442.1
OG0000308	XP_008208754.1, XP_001602066.1	XP_035734694.1, XP_035734697.1
OG0000310	XP_016840055.1, XP_001606567.1	XP_035742346.1, XP_035722399.1
OG0000311	XP_031788070.1	XP_035743868.1, XP_035743867.1
OG0000312	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1
OG0000313	XP_031781836.1, XP_001599934.1	XP_035740443.1
OG0000315	XP_001599137.1, XP_001600184.4	XP_035727385.1
OG0000316	XP_031787731.1	XP_035729094.1, XP_035729092.1
OG0000317	XP_016841106.1, XP_003426518.1, XP_008206890.1	XP_035740159.1
OG0000318	XP_008206399.1, XP_001606799.1	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1
OG0000319	XP_016845436.1	XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1
OG0000320	XP_001602384.1, XP_001607362.3, XP_001605719.1	XP_035723044.1
OG0000321	XP_031777401.1	XP_035718651.1, XP_035718650.1
OG0000322	XP_001607407.1	XP_035732799.1
OG0000323	XP_031788472.1, XP_032457254.1, XP_031788450.1	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1
OG0000324	XP_031780816.1	XP_035728721.1, XP_035728715.1
OG0000324	XP_016838881.2	XP_035724087.1
OG0000325	XP_008213655.1	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1
OG0000326	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1	XP_035730290.1
OG0000327	XP_016838935.1, XP_016838930.1	XP_035729496.1
OG0000329	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1	XP_035727539.1, XP_035727540.1
OG0000330	NP_001159944.1, NP_001159943.1	XP_035734130.1, XP_035719014.1
OG0000331	XP_016843206.1	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1
OG0000332	XP_031783273.1, XP_008206247.1	XP_035734091.1, XP_035734090.1, XP_035734092.1
OG0000333	XP_031783197.1	XP_035719269.1, XP_035743594.1
OG0000334	NP_001164403.1, XP_032452183.1, XP_008216254.1	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1
OG0000335	XP_003426117.1	XP_035731643.1, XP_035731642.1
OG0000336	XP_003426396.1	XP_035742767.1, XP_035742772.1, XP_035742759.1
OG0000336	XP_008206529.1, XP_016839052.1	XP_035739272.1
OG0000337	XP_031783756.1	XP_035723409.1
OG0000338	XP_003424878.1	XP_035737384.1
OG0000338	XP_001607488.2, XP_001604839.1	XP_035739250.1
OG0000339	XP_031784468.1	XP_035724022.1
OG0000339	XP_031779603.1	XP_035718121.1, XP_035718122.1
OG0000340	XP_008202557.1	XP_035721594.1
OG0000340	XP_008215783.2	XP_035725472.1, XP_035725471.1
OG0000341	XP_031780569.1, XP_001601882.1	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1
OG0000342	XP_016842459.1, XP_031788435.1	XP_035718354.1
OG0000342	XP_008206353.1	XP_035719318.1
OG0000343	XP_003428067.1	XP_035743980.1
OG0000344	XP_016844412.1	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1
OG0000345	XP_016837521.1, XP_031779210.1	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1
OG0000347	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1
OG0000349	XP_031785287.1	XP_035729444.1
OG0000350	XP_001601576.1, XP_008204559.1	XP_035737131.1, XP_035737130.1
OG0000351	XP_001603070.1	XP_035718015.1, XP_035718022.1, XP_035718032.1
OG0000351	XP_031780671.1, XP_032452291.1, XP_031780670.1, XP_032452292.1	XP_035726210.1
OG0000352	XP_016839388.1	XP_035737721.1
OG0000354	NP_001164417.1, NP_001177708.1, NP_001164420.2, XP_016843659.1, NP_001164460.2, NP_001177594.1, XP_031778349.1, NP_001177599.1, NP_001177598.1, XP_016845920.1, NP_001177597.1, XP_016845905.1, NP_001177595.1, NP_001164463.1, NP_001177603.1, XP_031778371.1, NP_001177601.1, NP_001177602.1, NP_001177709.1, NP_001177600.1, NP_001177596.1, XP_016844910.1, XP_031778011.1, NP_001164418.1, NP_001164419.1, NP_001177593.1, XP_016836494.1, NP_001177604.1	XP_035720593.1, XP_035720599.1, XP_035720600.1, XP_035720601.1, XP_035720348.1
OG0000356	XP_001603497.1, XP_001603472.2	XP_035740320.1
OG0000357	XP_008201758.1, XP_003425261.1	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1
OG0000358	XP_032451992.1	XP_035727372.1, XP_035727374.1, XP_035727373.1
OG0000360	XP_031786393.1	XP_035717699.1
OG0000361	XP_001599966.3	XP_035728053.1
OG0000362	XP_001603573.1, NP_001154986.1, XP_001603544.1	XP_035733777.1
OG0000362	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1	XP_035733776.1
OG0000363	XP_008215037.1, NP_001136080.1	XP_035717943.1
OG0000364	XP_032455556.1, XP_016840845.1	XP_035724830.1, XP_035724831.1
OG0000365	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1
OG0000366	NP_001234894.1	XP_035731042.1, XP_035731038.1, XP_035731020.1
OG0000367	XP_001603452.1, XP_031780815.1	XP_035730042.1, XP_035730043.1
OG0000368	XP_031779116.1	XP_035725196.1
OG0000368	XP_031779250.1, XP_001606272.1	XP_035725421.1
OG0000369	XP_032451964.1, XP_008212938.1	XP_035736257.1, XP_035735619.1
OG0000370	XP_008216733.1, NP_001166053.1	XP_035723563.1
OG0000370	XP_032455885.1, NP_001166079.1	XP_035723707.1
OG0000371	XP_003426598.1	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1
OG0000372	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1	XP_035726735.1, XP_035733921.1
OG0000375	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1	XP_035733331.1
OG0000377	XP_008210300.1	XP_035744081.1
OG0000377	NP_001164381.1	XP_035738841.1
OG0000378	XP_001601479.2	XP_035732227.1, XP_035732224.1
OG0000379	XP_008209839.1, XP_008209838.1	XP_035730189.1, XP_035730188.1, XP_035730187.1
OG0000380	XP_031786831.1, XP_031786832.1	XP_035726693.1, XP_035726692.1, XP_035726694.1
OG0000381	XP_016841180.1	XP_035739680.1
OG0000381	XP_001602738.1	XP_035743164.1
OG0000382	XP_001607827.3	XP_035731760.1
OG0000382	XP_008217713.1	XP_035732432.1
OG0000383	XP_003427646.1	XP_035740378.1
OG0000384	XP_001604432.2, XP_008210418.1	XP_035720776.1
OG0000385	XP_001599984.1	XP_035729195.1
OG0000386	XP_008202799.1, XP_031777593.1	XP_035728038.1, XP_035728376.1, XP_035728377.1
OG0000387	XP_008210181.2	XP_035736603.1
OG0000388	XP_008206350.1	XP_035726517.1
OG0000389	XP_008216123.1, XP_016837517.1	XP_035719223.1
OG0000390	XP_001602302.2, XP_031782806.1	XP_035738057.1
OG0000391	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1	XP_035733359.1
OG0000392	XP_031782109.1, XP_031779779.1, XP_031788030.1, XP_031788837.1, XP_031787972.1, XP_008212377.1	XP_035742210.1
OG0000394	XP_031778263.1	XP_035735750.1, XP_035735752.1, XP_035735751.1
OG0000395	XP_001601573.1, XP_031787201.1	XP_035722253.1
OG0000395	XP_001601712.1	XP_035722857.1
OG0000396	XP_016844130.1, NP_001155173.1, NP_001155174.1, NP_001155172.1, XP_003426952.1, XP_016843548.1, XP_008207407.1, XP_016837884.1	XP_035740626.1
OG0000397	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1	XP_035733757.1, XP_035733756.1
OG0000398	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2	XP_035727861.1, XP_035727863.1, XP_035727862.1
OG0000399	XP_032457471.1	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1
OG0000400	XP_016844273.1, XP_016844274.1, XP_003427708.1	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1
OG0000402	XP_008201747.1, XP_001605218.1	XP_035730366.1
OG0000403	XP_016842670.1, XP_016842678.1	XP_035718489.1
OG0000405	XP_001607109.1	XP_035740586.1, XP_035740585.1
OG0000406	XP_008208600.3	XP_035732984.1
OG0000406	XP_032455879.1	XP_035732985.1
OG0000408	XP_001607579.1, XP_008206487.1	XP_035722401.1
OG0000408	XP_031782506.1	XP_035737799.1
OG0000409	XP_032452236.1, NP_001153487.1	XP_035723932.1
OG0000410	XP_008206544.1	XP_035724504.1
OG0000411	XP_001602382.2	XP_035728085.1
OG0000411	XP_001601862.2	XP_035736358.1
OG0000412	XP_003423876.1	XP_035731605.1
OG0000413	XP_001600121.2	XP_035737679.1
OG0000414	XP_032452894.1, XP_032452897.1, XP_032452888.1, XP_032452896.1, XP_032452902.1, XP_008203107.1	XP_035741012.1, XP_035741013.1, XP_035741014.1
