Orthogroup	Nasonia_vitripennis	Habropoda_laboriosa
OG0000196	XP_003423952.1, XP_008215430.1	XP_017791366.1
OG0000196	XP_008215207.1	XP_017791305.1
OG0000197	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1	XP_017794596.1
OG0000198	XP_008213258.1	XP_017787675.1
OG0000200	XP_001601256.2	XP_017790004.1, XP_017790003.1
OG0000200	NP_001153462.1	XP_017793346.1, XP_017793347.1
OG0000201	XP_001606137.1, XP_001607558.2	XP_017790031.1
OG0000202	XP_001608175.1, XP_032456995.1, XP_032456994.1	XP_017791030.1
OG0000202	XP_031788443.1, XP_031788445.1	XP_017795643.1
OG0000203	XP_001608051.1	XP_017794211.1
OG0000203	XP_032452106.1, XP_031779307.1	XP_017790332.1
OG0000204	XP_016841715.1, XP_031788586.1, XP_016841716.1	XP_017788993.1
OG0000205	XP_031784084.1	XP_017788047.1
OG0000207	XP_001605874.1	XP_017793342.1
OG0000207	XP_031780977.1	XP_017791361.1
OG0000207	XP_031779878.1, XP_031781051.1	XP_017791356.1
OG0000208	XP_031781008.1	XP_017791349.1
OG0000209	XP_032456886.1	XP_017791268.1, XP_017791266.1, XP_017791267.1, XP_017791265.1, XP_017791264.1, XP_017791263.1, XP_017791262.1
OG0000210	XP_008212102.1, XP_008212106.1	XP_017789022.1
OG0000210	XP_016845495.1, XP_008214952.1	XP_017790992.1
OG0000210	XP_032455257.1	XP_017789769.1
OG0000212	XP_001603421.1	XP_017795959.1
OG0000212	XP_001601231.2	XP_017793996.1, XP_017793987.1, XP_017793986.1
OG0000213	XP_003427028.1, XP_001605473.1, XP_032456240.1	XP_017789586.1
OG0000214	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1	XP_017794266.1
OG0000214	XP_032455627.1, XP_031784508.1	XP_017792781.1, XP_017792782.1
OG0000215	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1	XP_017796692.1
OG0000215	XP_001603599.4	XP_017796575.1
OG0000216	XP_001603476.3	XP_017793604.1
OG0000217	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2	XP_017789113.1
OG0000218	XP_008207040.1, XP_008207042.1, XP_008207041.1	XP_017795109.1
OG0000219	XP_032452539.1	XP_017788174.1, XP_017788173.1, XP_017788171.1, XP_017788172.1, XP_017788169.1, XP_017788170.1
OG0000220	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1	XP_017792512.1
OG0000221	XP_001607468.1	XP_017798983.1, XP_017799229.1
OG0000223	NP_001155149.1, XP_008213618.1	XP_017794139.1
OG0000223	XP_031785562.1	XP_017796406.1
OG0000224	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1	XP_017797256.1
OG0000225	XP_001602931.1	XP_017798161.1
OG0000225	XP_031781485.1, XP_032457609.1, XP_031777410.1	XP_017796348.1
OG0000226	XP_016844695.1	XP_017788751.1
OG0000226	XP_016845008.1	XP_017788770.1
OG0000228	XP_016842865.1, XP_031788714.1	XP_017791917.1
OG0000229	XP_008215504.1	XP_017794169.1
OG0000230	XP_003424711.1	XP_017788896.1
OG0000231	XP_001602920.1	XP_017789953.1
OG0000232	XP_031788753.1	XP_017787985.1
OG0000233	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1	XP_017798941.1
OG0000234	NP_001166089.1	XP_017797661.1, XP_017797660.1
OG0000234	NP_001166062.1, XP_003426198.1, XP_003426213.1, XP_003426199.1	XP_017797559.1
OG0000235	XP_031779029.1, XP_031779025.1, XP_031779027.1	XP_017795898.1, XP_017795906.1
OG0000236	NP_001164379.1	XP_017796613.1
OG0000236	XP_031785405.1	XP_017796614.1
OG0000237	XP_008203240.1	XP_017798651.1, XP_017794664.1, XP_017794663.1
OG0000239	XP_031785698.1	XP_017788956.1, XP_017788957.1, XP_017788955.1
OG0000240	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1	XP_017787807.1, XP_017787848.1
OG0000241	XP_001599078.1	XP_017793226.1, XP_017793227.1
OG0000241	XP_031784889.1	XP_017793317.1, XP_017793318.1, XP_017793285.1, XP_017797037.1
OG0000243	XP_001605952.2	XP_017797616.1
OG0000244	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1	XP_017798659.1
OG0000245	NP_001164331.1, NP_001164357.1, XP_031783456.1	XP_017796958.1, XP_017796963.1
OG0000246	XP_001603679.1	XP_017787631.1
OG0000246	XP_003427114.1, XP_031778429.1	XP_017787636.1
OG0000247	XP_031779115.1	XP_017790661.1
OG0000248	XP_031783660.1	XP_017792985.1
OG0000249	NP_001153452.1, XP_031787477.1	XP_017795192.1
OG0000250	XP_001607440.2	XP_017791430.1
OG0000250	XP_001603664.1	XP_017797566.1
OG0000251	XP_032455324.1, XP_031784890.1, XP_003426647.1	XP_017791741.1, XP_017793287.1, XP_017795052.1
OG0000252	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1	XP_017797270.1, XP_017797289.1, XP_017797280.1
OG0000253	NP_001164367.1	XP_017796608.1
OG0000253	XP_031781922.1, NP_001122571.1	XP_017795187.1
OG0000254	XP_008211229.1, XP_031785157.1	XP_017789988.1
OG0000254	XP_008206656.1	XP_017793665.1
OG0000255	XP_008214568.1	XP_017793024.1
OG0000255	XP_001601575.1	XP_017794124.1
OG0000256	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1	XP_017799058.1
OG0000257	XP_016838496.1, XP_008203021.1	XP_017797798.1
OG0000257	XP_016838482.1	XP_017797796.1
OG0000258	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1	XP_017795892.1
OG0000259	XP_008207661.2	XP_017787619.1
OG0000260	XP_003425726.1, XP_032452737.1	XP_017797942.1
OG0000261	XP_001602288.1	XP_017796472.1
OG0000263	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1	XP_017793038.1
OG0000264	XP_016844991.1, XP_016844992.1, XP_016844993.1	XP_017789982.1
OG0000264	XP_001608103.1	XP_017790586.1, XP_017790587.1
OG0000266	XP_003428081.1	XP_017799566.1
OG0000266	XP_008213988.1, XP_001601016.1, XP_032455467.1	XP_017789615.1
OG0000269	XP_001607744.2	XP_017794671.1
OG0000270	XP_031787127.1	XP_017790436.1
OG0000271	NP_001153387.1, XP_001600587.2	XP_017796506.1
OG0000271	XP_001606201.2	XP_017798841.1
OG0000272	XP_031778066.1, XP_032453944.1	XP_017787885.1
OG0000272	XP_001603198.2	XP_017794633.1
OG0000273	XP_031780333.1	XP_017791956.1
OG0000274	XP_031785813.1	XP_017788622.1
OG0000274	XP_008211195.1	XP_017790712.1
OG0000276	XP_001607936.1	XP_017793212.1
OG0000277	XP_008211107.1	XP_017798618.1, XP_017798619.1, XP_017798620.1
OG0000278	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1	XP_017793717.1
OG0000279	XP_031783226.1, XP_008203513.1, XP_016839857.1	XP_017788771.1
OG0000281	XP_001607948.2	XP_017793218.1
OG0000281	XP_001604393.1	XP_017788629.1
OG0000281	XP_001604417.2	XP_017788631.1
OG0000283	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1	XP_017790766.1
OG0000284	XP_001606673.1	XP_017791641.1
OG0000284	XP_008211037.1	XP_017793660.1, XP_017792010.1
OG0000285	XP_016838297.1	XP_017798151.1
OG0000286	XP_032452557.1	XP_017792533.1, XP_017792535.1, XP_017792536.1, XP_017792537.1, XP_017792538.1, XP_017792539.1, XP_017792534.1
OG0000287	XP_008202843.1, XP_001606457.2, XP_003425383.1, XP_008202274.1	XP_017788179.1
OG0000288	NP_001166048.1, XP_008209318.1	XP_017788636.1
OG0000289	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1	XP_017799003.1
OG0000290	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1	XP_017798864.1
OG0000291	XP_001606579.2, XP_031785150.1	XP_017794760.1
OG0000291	XP_008212916.2	XP_017793299.1
OG0000291	XP_008211563.1	XP_017794759.1
OG0000292	XP_031780071.1	XP_017795506.1
OG0000293	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1	XP_017796745.1
OG0000294	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1	XP_017790359.1, XP_017790360.1
OG0000295	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1	XP_017795274.1, XP_017795266.1
OG0000296	XP_031779169.1	XP_017788651.1, XP_017788659.1, XP_017788642.1
OG0000298	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1	XP_017790769.1, XP_017790767.1
OG0000299	XP_003426781.1, XP_001601854.1	XP_017788114.1
OG0000300	XP_003425056.1, XP_001605288.1	XP_017790327.1
OG0000301	NP_001165992.1	XP_017798433.1
OG0000301	NP_001165993.1	XP_017789978.1
OG0000302	XP_031783914.1	XP_017797066.1
OG0000302	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1	XP_017789605.1
OG0000303	XP_008212905.1	XP_017798322.1
OG0000303	XP_003426614.1	XP_017795549.1
OG0000303	XP_031785517.1	XP_017795593.1
OG0000304	XP_031786449.1	XP_017799529.1
OG0000305	XP_008203496.1	XP_017790464.1
OG0000305	XP_031787288.1, XP_016841776.1, XP_016841777.1	XP_017799153.1
OG0000306	XP_031785304.1	XP_017793663.1, XP_017793662.1
OG0000307	XP_031785703.1, XP_008215148.1, XP_032455669.1	XP_017794904.1, XP_017794906.1, XP_017794905.1
OG0000308	XP_008208754.1, XP_001602066.1	XP_017790044.1
OG0000310	XP_016840055.1, XP_001606567.1	XP_017796412.1
OG0000311	XP_031788070.1	XP_017792683.1
OG0000312	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1	XP_017790961.1, XP_017795474.1
OG0000313	XP_031781836.1, XP_001599934.1	XP_017787470.1, XP_017787453.1
OG0000314	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3	XP_017796592.1
OG0000314	XP_032456533.1, XP_001607656.1	XP_017796594.1
OG0000315	XP_001599137.1, XP_001600184.4	XP_017796950.1, XP_017796373.1
OG0000316	XP_031787731.1	XP_017788611.1
OG0000317	XP_016841106.1, XP_003426518.1, XP_008206890.1	XP_017789247.1
OG0000318	XP_008206399.1, XP_001606799.1	XP_017794915.1
OG0000319	XP_016845436.1, XP_003428126.1	XP_017793487.1
OG0000320	XP_001602384.1, XP_001607362.3, XP_001605719.1	XP_017798550.1
OG0000321	XP_031777401.1	XP_017794268.1
OG0000322	XP_001607407.1	XP_017791003.1
OG0000323	XP_031788472.1, XP_032457254.1, XP_031788450.1	XP_017793291.1, XP_017793301.1
OG0000324	XP_031780816.1	XP_017793796.1
OG0000324	XP_016838881.2	XP_017796882.1
OG0000325	XP_008213655.1	XP_017795690.1, XP_017795689.1
OG0000326	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1	XP_017796830.1, XP_017795870.1
OG0000327	XP_016838935.1, XP_016838930.1	XP_017793298.1
OG0000329	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1	XP_017792790.1
OG0000330	XP_016837033.1, NP_001280498.1, NP_001280500.1, NP_001280494.1	XP_017791531.1
OG0000330	NP_001159944.1, NP_001159943.1	XP_017787722.1
OG0000331	XP_016843206.1	XP_017798011.1
OG0000332	XP_031783273.1, XP_008206247.1	XP_017792113.1
OG0000333	XP_031783197.1	XP_017797214.1, XP_017796435.1
OG0000334	NP_001164403.1, XP_032452183.1, XP_008216254.1	XP_017792528.1
OG0000335	XP_003426117.1	XP_017792772.1
OG0000336	XP_003426396.1	XP_017798007.1
OG0000336	XP_008206529.1, XP_016839052.1	XP_017788072.1
OG0000337	XP_031783756.1	XP_017793012.1
OG0000338	XP_003424878.1	XP_017791744.1
OG0000338	XP_001607488.2, XP_001604839.1	XP_017792145.1
OG0000339	XP_031784468.1	XP_017790714.1
OG0000339	XP_031779603.1	XP_017797978.1, XP_017797977.1
OG0000340	XP_008202557.1	XP_017796539.1
OG0000340	XP_008215783.2	XP_017794738.1
OG0000341	XP_031780569.1, XP_001601882.1	XP_017797340.1, XP_017797341.1
OG0000342	XP_016842459.1, XP_031788435.1	XP_017793328.1
OG0000342	XP_008206353.1	XP_017793414.1
OG0000343	XP_003428067.1	XP_017794440.1
OG0000344	XP_016844412.1	XP_017788369.1
OG0000345	XP_016837521.1, XP_031779210.1	XP_017789387.1, XP_017789386.1, XP_017789385.1
OG0000347	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1	XP_017796917.1
OG0000349	XP_031785287.1	XP_017792810.1
OG0000350	XP_001601576.1, XP_008204559.1	XP_017795578.1
OG0000351	XP_001603070.1	XP_017796142.1
OG0000352	XP_016839388.1	XP_017789207.1, XP_017789128.1
OG0000356	XP_032455089.1, XP_016842824.1	XP_017795527.1
OG0000356	XP_001603497.1, XP_001603472.2	XP_017795525.1
OG0000357	XP_008201758.1, XP_003425261.1	XP_017797704.1
OG0000358	XP_032451992.1	XP_017791660.1
OG0000360	XP_031786393.1	XP_017796307.1
OG0000361	XP_001599966.3	XP_017793542.1
OG0000362	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1	XP_017795140.1
OG0000363	NP_001166856.1	XP_017792001.1
OG0000363	XP_008215037.1, NP_001136080.1	XP_017791082.1
OG0000364	XP_032455556.1, XP_016840845.1	XP_017790691.1
OG0000365	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1	XP_017795022.1
OG0000366	XP_031777582.1	XP_017796670.1
OG0000367	XP_001603452.1, XP_031780815.1	XP_017792517.1, XP_017792500.1, XP_017792509.1
OG0000368	XP_031779116.1	XP_017789979.1
OG0000368	XP_031779250.1, XP_001606272.1	XP_017789944.1
OG0000369	XP_032451964.1, XP_008212938.1	XP_017794761.1, XP_017788218.1
OG0000370	XP_008216733.1, NP_001166053.1	XP_017791625.1
OG0000370	XP_032455885.1, NP_001166079.1	XP_017791569.1, XP_017791571.1
OG0000371	XP_003426598.1	XP_017795103.1, XP_017795102.1
OG0000372	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1	XP_017797846.1, XP_017793266.1
OG0000375	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1	XP_017792240.1
OG0000376	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1	XP_017795456.1, XP_017795455.1, XP_017795454.1, XP_017795458.1, XP_017795457.1
OG0000377	XP_008210300.1	XP_017788281.1
OG0000377	NP_001164381.1	XP_017787890.1
OG0000378	XP_001601479.2	XP_017797600.1
OG0000378	XP_031780953.1	XP_017797614.1
OG0000379	XP_008209839.1, XP_008209838.1	XP_017795222.1
OG0000380	XP_031786831.1, XP_031786832.1	XP_017797706.1, XP_017797714.1, XP_017797723.1, XP_017797698.1
OG0000381	XP_016841180.1	XP_017797366.1
OG0000381	XP_001602738.1	XP_017796437.1
OG0000382	XP_001607827.3	XP_017790268.1
OG0000382	XP_008217713.1	XP_017798231.1
OG0000383	XP_003427646.1	XP_017797122.1, XP_017795215.1, XP_017797126.1, XP_017792569.1, XP_017792570.1, XP_017796732.1, XP_017796955.1, XP_017796957.1, XP_017797042.1
OG0000384	XP_001604432.2, XP_008210418.1	XP_017794439.1
OG0000385	XP_001599984.1	XP_017797950.1
OG0000386	XP_008202799.1, XP_031777593.1	XP_017789743.1, XP_017789553.1
OG0000387	XP_008210181.2	XP_017798889.1
OG0000388	XP_008206350.1	XP_017794104.1
OG0000388	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1	XP_017792981.1
OG0000389	XP_008216123.1, XP_016837517.1	XP_017798961.1, XP_017795910.1
OG0000390	XP_001602302.2, XP_031782806.1	XP_017795613.1
OG0000391	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1	XP_017788404.1
OG0000394	XP_031778263.1	XP_017798876.1
OG0000395	XP_001601573.1, XP_031787201.1	XP_017795714.1
OG0000395	XP_001601712.1	XP_017789320.1
OG0000396	XP_008207407.1, XP_016837884.1	XP_017793863.1
OG0000397	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1	XP_017797882.1
OG0000398	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2	XP_017790243.1
OG0000399	XP_032457471.1	XP_017787510.1, XP_017787511.1, XP_017787509.1, XP_017787505.1, XP_017787512.1
OG0000400	XP_016844273.1, XP_016844274.1, XP_003427708.1	XP_017793178.1
OG0000402	XP_001605218.1	XP_017789839.1
OG0000403	XP_016842670.1, XP_016842678.1	XP_017799362.1, XP_017799360.1
OG0000405	XP_001607109.1	XP_017791752.1
OG0000406	XP_008208600.3	XP_017789102.1
OG0000406	XP_032455879.1	XP_017789038.1
OG0000408	XP_001607579.1, XP_008206487.1	XP_017795669.1
OG0000408	XP_031782506.1	XP_017795675.1
OG0000409	XP_032452236.1, NP_001153487.1	XP_017788680.1
OG0000410	XP_008206544.1	XP_017796930.1
OG0000411	XP_001602382.2	XP_017788188.1
OG0000411	XP_001601862.2	XP_017792047.1
OG0000412	XP_003423876.1	XP_017798621.1
OG0000412	XP_031782587.1	XP_017796421.1
OG0000413	XP_001600121.2	XP_017799108.1
OG0000414	XP_032452894.1, XP_032452897.1, XP_032452888.1, XP_032452896.1, XP_032452902.1, XP_008203107.1	XP_017798862.1
OG0000414	XP_001607773.1, XP_016845900.1, XP_016845899.1, XP_016845901.1	XP_017798865.1
OG0000415	XP_031783559.1	XP_017798266.1
OG0000416	XP_001600745.2	XP_017799179.1
OG0000417	XP_003424313.2	XP_017795279.1
OG0000417	XP_001599945.1	XP_017791833.1
OG0000418	XP_008205709.1, XP_001601942.1	XP_017792468.1
OG0000418	XP_031782893.1	XP_017795813.1
OG0000419	XP_031788079.1, XP_031788078.1, XP_031788082.1, XP_032456075.1, XP_032456074.1, XP_031788080.1	XP_017795339.1, XP_017795340.1
OG0000420	XP_031782083.1	XP_017798908.1
OG0000420	XP_001604517.1	XP_017799021.1
OG0000421	XP_016839013.1	XP_017795008.1
OG0000422	XP_016839096.1	XP_017795112.1
OG0000423	XP_032453464.1	XP_017798104.1, XP_017798105.1
OG0000424	XP_031788292.1	XP_017797972.1, XP_017797974.1
OG0000425	XP_008215235.1, XP_008215236.1, XP_001604858.2	XP_017789685.1
OG0000426	XP_003425799.1, XP_003425800.1, XP_008203786.1, XP_016839812.1, XP_031782583.1	XP_017790169.1
OG0000427	XP_016840422.1	XP_017796073.1
OG0000428	XP_001607956.2	XP_017789672.1
OG0000429	XP_032455744.1, XP_031785495.1, XP_003426891.1, XP_032455743.1	XP_017793783.1, XP_017793781.1, XP_017793782.1, XP_017793784.1, XP_017793785.1
OG0000430	XP_008211856.1, XP_008207390.1	XP_017799298.1, XP_017795146.1
OG0000431	XP_008216630.2	XP_017791115.1
OG0000432	XP_016838902.1, XP_016838898.1, XP_016838897.1, XP_016838901.1, XP_016838899.1, XP_032454127.1	XP_017799524.1, XP_017799522.1, XP_017799525.1
OG0000433	XP_001604598.1	XP_017790681.1, XP_017790690.1
OG0000434	XP_008213589.1, XP_008213590.1, XP_008213575.1, XP_001603384.1, XP_008213596.1	XP_017796879.1
OG0000435	XP_008213926.1, XP_008213917.1	XP_017788720.1
OG0000436	XP_016839429.1	XP_017794103.1
OG0000436	XP_008215662.1	XP_017794051.1
OG0000437	XP_031777981.1, XP_031777979.1	XP_017791397.1
OG0000438	XP_031785753.1	XP_017790781.1
OG0000439	XP_008209688.1, XP_008209684.1	XP_017793620.1
OG0000440	XP_016840210.1, XP_032454057.1, XP_001604636.1	XP_017792511.1
OG0000441	XP_001603075.2	XP_017799585.1
OG0000442	XP_016838282.1, XP_008209902.1, XP_008209903.1, XP_008209904.1, XP_008209905.1, XP_031779664.1, XP_031779663.1	XP_017788630.1
OG0000443	XP_001608199.2, XP_032457005.1	XP_017792400.1
OG0000444	XP_001602623.1	XP_017793482.1
OG0000445	XP_003427100.3	XP_017787663.1
OG0000445	XP_001603511.2	XP_017787664.1
OG0000446	XP_001606211.2	XP_017798854.1
OG0000447	XP_032451673.1, XP_003425526.1	XP_017799505.1, XP_017799506.1, XP_017799503.1, XP_017799504.1, XP_017799502.1
OG0000448	XP_003428221.1, XP_032455151.1, XP_031786682.1, XP_001608037.1, XP_003428220.1	XP_017788599.1, XP_017788600.1
OG0000449	XP_001606175.1	XP_017793090.1
OG0000450	XP_016842582.1	XP_017796177.1, XP_017796175.1, XP_017796176.1, XP_017796181.1, XP_017796182.1, XP_017796183.1, XP_017796184.1, XP_017796185.1, XP_017796186.1, XP_017796178.1, XP_017796180.1
OG0000451	XP_001604727.2	XP_017789645.1, XP_017789644.1, XP_017789648.1, XP_017789647.1, XP_017789646.1
OG0000452	XP_016841334.1	XP_017793368.1
OG0000452	XP_031789446.1	XP_017794161.1
OG0000453	XP_001604723.2, XP_003424454.1	XP_017798574.1
OG0000455	XP_016838988.1	XP_017788425.1
OG0000456	XP_001600253.1	XP_017794164.1
OG0000457	XP_016844324.1	XP_017792802.1
OG0000458	XP_032451643.1, XP_008215535.1, XP_001608089.1	XP_017799233.1, XP_017799234.1, XP_017799236.1, XP_017799237.1, XP_017799238.1, XP_017799232.1
OG0000459	XP_016838263.1, XP_016838264.1, XP_001603840.2	XP_017790741.1
OG0000461	XP_031784669.1	XP_017788829.1
OG0000462	XP_031787376.1, XP_032456918.1, XP_032456917.1, XP_032456920.1, XP_032456919.1, XP_032456922.1, XP_032456921.1	XP_017787925.1
OG0000463	XP_031779415.1, XP_031779413.1, XP_031779414.1	XP_017799064.1
OG0000464	XP_016838965.2	XP_017799008.1
OG0000465	XP_032453035.1	XP_017796141.1
