Orthogroup	Nasonia_vitripennis	Eufriesea_mexicana
OG0000190	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1	XP_017757675.1, XP_017757673.1, XP_017757674.1
OG0000191	XP_008207212.2	XP_017753882.1
OG0000192	XP_031780067.1, XP_031780066.1	XP_017760341.1, XP_017758954.1, XP_017758953.1
OG0000194	NP_001166262.1	XP_017756837.1
OG0000194	XP_003426834.1	XP_017756836.1
OG0000194	NP_001161280.1, XP_032451902.1	XP_017756838.1
OG0000196	XP_003423952.1, XP_008215430.1	XP_017756213.1
OG0000196	XP_008215207.1	XP_017757746.1, XP_017757744.1, XP_017757745.1
OG0000197	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1	XP_017753812.1, XP_017753801.1, XP_017753795.1
OG0000198	XP_008213258.1	XP_017761419.1, XP_017761421.1
OG0000200	XP_001601256.2	XP_017759260.1
OG0000200	NP_001153462.1	XP_017760688.1, XP_017760689.1
OG0000201	XP_001606137.1	XP_017757589.1
OG0000201	XP_001607558.2	XP_017757600.1
OG0000202	XP_001608175.1, XP_032456995.1, XP_032456994.1	XP_017755518.1
OG0000202	XP_031788443.1, XP_031788445.1	XP_017765124.1
OG0000203	XP_001608051.1	XP_017753354.1
OG0000203	XP_032452106.1, XP_031779307.1	XP_017759088.1
OG0000204	XP_016841715.1, XP_031788586.1, XP_016841716.1	XP_017766805.1
OG0000205	XP_031784084.1	XP_017752413.1, XP_017752414.1
OG0000207	XP_001605874.1	XP_017760687.1
OG0000207	XP_031780977.1	XP_017756106.1
OG0000207	XP_031779878.1, XP_031781051.1	XP_017756102.1
OG0000208	XP_031781008.1	XP_017756194.1
OG0000209	XP_032456886.1	XP_017756958.1, XP_017756959.1, XP_017756956.1, XP_017756957.1, XP_017756954.1, XP_017756955.1, XP_017756953.1, XP_017756961.1
OG0000210	XP_008212102.1, XP_008212106.1	XP_017766080.1
OG0000210	XP_016845495.1, XP_008214952.1	XP_017767327.1
OG0000210	XP_032455257.1	XP_017766960.1
OG0000212	XP_001603421.1	XP_017759725.1
OG0000212	XP_001601231.2	XP_017760333.1, XP_017760334.1
OG0000213	XP_003427028.1, XP_001605473.1, XP_032456240.1	XP_017755129.1, XP_017755127.1, XP_017755128.1
OG0000214	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1	XP_017752245.1
OG0000214	XP_032455627.1, XP_031784508.1	XP_017752185.1
OG0000215	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1, XP_001603599.4	XP_017765029.1
OG0000216	XP_001603476.3	XP_017761217.1
OG0000217	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2	XP_017766098.1
OG0000218	XP_008207040.1, XP_008207042.1, XP_008207041.1	XP_017762070.1
OG0000219	XP_032452539.1	XP_017755416.1, XP_017755417.1, XP_017755418.1, XP_017755419.1
OG0000220	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1	XP_017767298.1, XP_017767297.1
OG0000221	XP_001607468.1	XP_017758018.1, XP_017758012.1, XP_017758010.1, XP_017758011.1, XP_017758017.1, XP_017758016.1, XP_017758009.1, XP_017758013.1
OG0000223	NP_001155149.1, XP_008213618.1	XP_017759246.1
OG0000223	XP_031785562.1	XP_017762663.1
OG0000224	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1	XP_017765938.1
OG0000225	XP_001602931.1	XP_017757175.1, XP_017757174.1, XP_017757173.1
OG0000225	XP_031781485.1, XP_032457609.1, XP_031777410.1	XP_017766315.1
OG0000226	XP_016844695.1	XP_017766524.1
OG0000226	XP_016845008.1	XP_017766628.1, XP_017766627.1
OG0000229	XP_008215504.1	XP_017752613.1
OG0000230	XP_003424711.1	XP_017766664.1, XP_017766665.1, XP_017766666.1
OG0000231	XP_001602920.1	XP_017757286.1
OG0000232	XP_031788753.1	XP_017760637.1, XP_017760638.1
OG0000233	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1	XP_017764854.1, XP_017764853.1, XP_017764855.1
OG0000234	NP_001166089.1	XP_017761679.1
OG0000234	NP_001166062.1, XP_003426198.1, XP_003426213.1, XP_003426199.1	XP_017761675.1
OG0000235	XP_031779029.1, XP_031779025.1, XP_031779027.1	XP_017760227.1
OG0000236	NP_001164379.1	XP_017758058.1
OG0000236	XP_031785405.1	XP_017758056.1
OG0000237	XP_008203240.1	XP_017760598.1, XP_017755467.1, XP_017755463.1
OG0000239	XP_031785698.1	XP_017766799.1
OG0000240	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1	XP_017763750.1
OG0000241	XP_001599078.1	XP_017758632.1
OG0000243	XP_001605952.2	XP_017763095.1, XP_017766909.1
OG0000244	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1	XP_017759937.1
OG0000245	NP_001164331.1, NP_001164357.1, XP_031783456.1	XP_017761178.1, XP_017755476.1
OG0000246	XP_001603679.1	XP_017766874.1
OG0000246	XP_003427114.1, XP_031778429.1	XP_017766882.1
OG0000247	XP_031779115.1	XP_017758708.1
OG0000248	XP_031783660.1	XP_017762295.1
OG0000249	NP_001153452.1	XP_017759219.1
OG0000249	XP_031787477.1	XP_017759218.1, XP_017759217.1
OG0000250	XP_001607440.2	XP_017767365.1
OG0000250	XP_001603664.1	XP_017752448.1
OG0000251	XP_032455324.1, XP_031784890.1, XP_003426647.1	XP_017763935.1, XP_017756494.1
OG0000252	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1	XP_017759065.1, XP_017759064.1
OG0000253	NP_001164367.1	XP_017758167.1
OG0000253	XP_031781922.1, NP_001122571.1	XP_017756999.1
OG0000254	XP_008211229.1, XP_031785157.1	XP_017755940.1
OG0000254	XP_008206656.1	XP_017757429.1
OG0000255	XP_008214568.1	XP_017763388.1
OG0000255	XP_001601575.1	XP_017758781.1
OG0000256	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1	XP_017763260.1
OG0000257	XP_016838496.1, XP_008203021.1	XP_017762887.1
OG0000257	XP_016838482.1	XP_017762885.1
OG0000258	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1	XP_017753799.1
OG0000259	XP_008207661.2	XP_017760199.1
OG0000260	XP_003425726.1, XP_032452737.1	XP_017761870.1
OG0000260	XP_031784268.1, NP_001153331.1	XP_017761868.1
OG0000261	XP_001602288.1	XP_017758628.1, XP_017758626.1, XP_017758627.1
OG0000263	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1	XP_017760362.1, XP_017760363.1, XP_017760364.1
OG0000264	XP_016844991.1, XP_016844992.1, XP_016844993.1	XP_017763058.1
OG0000264	XP_001608103.1	XP_017760279.1
OG0000265	XP_008213476.1, XP_016839585.1	XP_017758651.1
OG0000266	XP_003428081.1	XP_017752229.1
OG0000266	XP_008213988.1, XP_001601016.1, XP_032455467.1	XP_017753963.1
OG0000268	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2	XP_017764685.1
OG0000269	XP_001607744.2	XP_017761057.1, XP_017759815.1
OG0000270	XP_031787127.1	XP_017763346.1
OG0000271	NP_001153387.1, XP_001600587.2	XP_017757031.1
OG0000271	XP_001606201.2	XP_017763546.1
OG0000272	XP_031778066.1, XP_032453944.1	XP_017761053.1
OG0000272	XP_001603198.2	XP_017767088.1
OG0000273	XP_031780333.1	XP_017767195.1
OG0000274	XP_031785813.1	XP_017761345.1
OG0000274	XP_008211195.1	XP_017757446.1
OG0000276	XP_001607936.1	XP_017766286.1
OG0000277	XP_008211107.1	XP_017761525.1, XP_017761523.1, XP_017761524.1
OG0000278	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1	XP_017763984.1
OG0000279	XP_031783226.1, XP_008203513.1, XP_016839857.1	XP_017766856.1
OG0000281	XP_001607948.2	XP_017766298.1
OG0000281	XP_001604393.1	XP_017761387.1, XP_017761388.1
OG0000281	XP_001604417.2	XP_017761389.1
OG0000283	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1	XP_017758719.1
OG0000284	XP_001606673.1	XP_017759685.1
OG0000284	XP_008211037.1	XP_017757405.1, XP_017762765.1
OG0000285	XP_016838297.1	XP_017766324.1
OG0000286	XP_032452557.1	XP_017765196.1, XP_017765195.1, XP_017765197.1, XP_017765198.1
OG0000287	XP_008202843.1, XP_001606457.2	XP_017764927.1, XP_017764926.1
OG0000287	XP_003425383.1, XP_008202274.1	XP_017764925.1
OG0000288	NP_001166048.1, XP_008209318.1	XP_017761352.1
OG0000289	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1	XP_017765987.1, XP_017765989.1
OG0000290	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1	XP_017763460.1
OG0000291	XP_001606579.2, XP_031785150.1	XP_017752827.1
OG0000291	XP_008212916.2	XP_017756608.1
OG0000291	XP_008211563.1	XP_017752808.1
OG0000293	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1	XP_017758690.1, XP_017758689.1
OG0000294	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1	XP_017765685.1, XP_017765684.1
OG0000295	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1	XP_017755677.1, XP_017755678.1, XP_017755679.1
OG0000296	XP_031779169.1	XP_017766587.1, XP_017766604.1, XP_017766595.1
OG0000298	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1	XP_017757484.1, XP_017757482.1, XP_017757483.1
OG0000299	XP_003426781.1, XP_001601854.1	XP_017755445.1, XP_017755442.1, XP_017755443.1, XP_017755448.1, XP_017755446.1, XP_017755441.1, XP_017755444.1
OG0000300	XP_003425056.1, XP_001605288.1	XP_017759087.1
OG0000301	NP_001165992.1	XP_017763305.1
OG0000301	NP_001165993.1	XP_017755344.1
OG0000302	XP_031783914.1	XP_017756514.1
OG0000302	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1	XP_017765394.1
OG0000303	XP_008212905.1	XP_017764406.1
OG0000303	XP_003426614.1	XP_017754771.1
OG0000303	XP_031785517.1	XP_017754823.1
OG0000304	XP_031786449.1	XP_017761260.1, XP_017761259.1
OG0000305	XP_031787288.1, XP_016841776.1, XP_016841777.1	XP_017765349.1
OG0000306	XP_031785304.1	XP_017757433.1, XP_017757434.1
OG0000307	XP_031785703.1, XP_008215148.1, XP_032455669.1	XP_017759960.1, XP_017759969.1
OG0000308	XP_008208754.1, XP_001602066.1	XP_017758002.1
OG0000310	XP_016840055.1, XP_001606567.1	XP_017756405.1
OG0000311	XP_031788070.1	XP_017755083.1
OG0000312	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1	XP_017756660.1
OG0000313	XP_031781836.1, XP_001599934.1	XP_017754942.1, XP_017754937.1, XP_017754936.1
OG0000314	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3	XP_017758035.1
OG0000314	XP_032456533.1, XP_001607656.1	XP_017758038.1
OG0000315	XP_001599137.1, XP_001600184.4	XP_017764336.1
OG0000316	XP_031787731.1	XP_017757874.1
OG0000317	XP_016841106.1, XP_003426518.1, XP_008206890.1	XP_017761493.1
OG0000318	XP_008206399.1, XP_001606799.1	XP_017762165.1, XP_017762164.1
OG0000319	XP_016845436.1, XP_003428126.1	XP_017760713.1, XP_017760712.1
OG0000320	XP_001602384.1, XP_001607362.3, XP_001605719.1	XP_017759304.1
OG0000321	XP_031777401.1	XP_017755188.1
OG0000322	XP_001607407.1	XP_017767430.1
OG0000323	XP_031788472.1, XP_032457254.1, XP_031788450.1	XP_017763945.1
OG0000324	XP_031780816.1	XP_017756740.1, XP_017756722.1
OG0000324	XP_016838881.2	XP_017767619.1
OG0000325	XP_008213655.1	XP_017765155.1, XP_017765156.1
OG0000326	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1	XP_017765487.1
OG0000327	XP_016838935.1, XP_016838930.1	XP_017763918.1, XP_017763923.1
OG0000330	XP_016837033.1, NP_001280498.1, NP_001280500.1, NP_001280494.1	XP_017762511.1
OG0000330	NP_001159944.1, NP_001159943.1	XP_017758286.1
OG0000331	XP_016843206.1	XP_017765690.1, XP_017765650.1, XP_017765658.1, XP_017765592.1, XP_017765699.1, XP_017765643.1, XP_017765683.1, XP_017765677.1, XP_017765668.1
OG0000332	XP_031783273.1, XP_008206247.1	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1
OG0000333	XP_031783197.1	XP_017765836.1, XP_017757044.1, XP_017757045.1
OG0000334	NP_001164403.1, XP_032452183.1, XP_008216254.1	XP_017766255.1
OG0000335	XP_003426117.1	XP_017753603.1
OG0000336	XP_003426396.1	XP_017759573.1, XP_017759574.1
OG0000336	XP_008206529.1, XP_016839052.1	XP_017752435.1
OG0000337	XP_031783756.1	XP_017762307.1, XP_017762308.1
OG0000338	XP_003424878.1	XP_017766197.1
OG0000338	XP_001607488.2, XP_001604839.1	XP_017755254.1
OG0000339	XP_031784468.1	XP_017757611.1
OG0000339	XP_031779603.1	XP_017759579.1
OG0000340	XP_008202557.1	XP_017755326.1
OG0000340	XP_008215783.2	XP_017753847.1
OG0000341	XP_031780569.1, XP_001601882.1	XP_017755798.1
OG0000342	XP_016842459.1, XP_031788435.1	XP_017760957.1
OG0000342	XP_008206353.1	XP_017760896.1
OG0000343	XP_003428067.1	XP_017758657.1
OG0000344	XP_016844412.1	XP_017753496.1
OG0000345	XP_016837521.1, XP_031779210.1	XP_017757359.1
OG0000347	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1	XP_017760444.1
OG0000349	XP_031785287.1	XP_017752184.1
OG0000350	XP_001601576.1, XP_008204559.1	XP_017754876.1
OG0000351	XP_001603070.1	XP_017755390.1
OG0000352	XP_016839388.1	XP_017766410.1, XP_017766415.1, XP_017766414.1, XP_017766413.1, XP_017766412.1, XP_017766409.1
OG0000354	NP_001164417.1, NP_001177708.1, NP_001164420.2, XP_016843659.1, NP_001164460.2, NP_001177594.1, XP_031778349.1, NP_001177599.1, NP_001177598.1, XP_016845920.1, NP_001177597.1, XP_016845905.1, NP_001177595.1, NP_001164463.1, NP_001177603.1, XP_031778371.1, NP_001177601.1, NP_001177602.1, NP_001177709.1, NP_001177600.1, NP_001177596.1, XP_016844910.1, XP_031778011.1, NP_001164418.1, NP_001164419.1, NP_001177593.1, XP_016836494.1, NP_001177604.1	XP_017753319.1
OG0000356	XP_032455089.1, XP_016842824.1	XP_017765649.1
OG0000356	XP_001603497.1, XP_001603472.2	XP_017765651.1
OG0000357	XP_008201758.1, XP_003425261.1	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1
OG0000358	XP_032451992.1	XP_017759671.1
OG0000360	XP_031786393.1	XP_017762004.1, XP_017762005.1
OG0000361	XP_001599966.3	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1
OG0000362	XP_001603573.1, NP_001154986.1, XP_001603544.1	XP_017755150.1
OG0000362	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1	XP_017755152.1
OG0000363	NP_001166856.1	XP_017759415.1
OG0000364	XP_032455556.1, XP_016840845.1	XP_017758712.1
OG0000365	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1	XP_017759636.1
OG0000366	NP_001234894.1	XP_017765046.1, XP_017765038.1, XP_017765051.1
OG0000367	XP_001603452.1, XP_031780815.1	XP_017766253.1, XP_017766254.1
OG0000368	XP_031779116.1	XP_017755345.1
OG0000368	XP_031779250.1, XP_001606272.1	XP_017759263.1
OG0000369	XP_032451964.1, XP_008212938.1	XP_017753797.1, XP_017753492.1
OG0000370	XP_008216733.1, NP_001166053.1	XP_017759441.1
OG0000370	XP_032455885.1, NP_001166079.1	XP_017759426.1, XP_017759428.1
OG0000371	XP_003426598.1	XP_017762074.1, XP_017762077.1, XP_017762076.1
OG0000372	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1	XP_017764250.1, XP_017763837.1
OG0000375	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1	XP_017761268.1
OG0000376	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1	XP_017758537.1, XP_017758538.1, XP_017758535.1, XP_017758536.1, XP_017758534.1
OG0000377	XP_008210300.1	XP_017764259.1
OG0000377	NP_001164381.1	XP_017761272.1
OG0000378	XP_001601479.2	XP_017752470.1, XP_017765630.1
OG0000378	XP_031780953.1	XP_017759126.1
OG0000379	XP_008209839.1, XP_008209838.1	XP_017761255.1, XP_017762918.1
OG0000380	XP_031786831.1, XP_031786832.1	XP_017765450.1, XP_017765451.1
OG0000381	XP_016841180.1	XP_017755846.1
OG0000381	XP_001602738.1	XP_017756302.1
OG0000382	XP_001607827.3	XP_017764706.1
OG0000382	XP_008217713.1	XP_017756297.1
OG0000383	XP_003427646.1	XP_017752213.1, XP_017754355.1, XP_017765614.1, XP_017757733.1, XP_017757743.1, XP_017765599.1
OG0000384	XP_001604432.2, XP_008210418.1	XP_017762986.1
OG0000384	XP_031782398.1	XP_017762983.1
OG0000386	XP_008202799.1, XP_031777593.1	XP_017760506.1, XP_017760505.1
OG0000387	XP_008210181.2	XP_017765562.1
OG0000388	XP_008206350.1	XP_017756252.1
OG0000388	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1	XP_017762309.1
OG0000389	XP_008216123.1, XP_016837517.1	XP_017754144.1, XP_017754145.1, XP_017765438.1
OG0000390	XP_001602302.2, XP_031782806.1	XP_017765126.1
OG0000391	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1	XP_017756312.1, XP_017756313.1, XP_017756314.1
OG0000394	XP_031778263.1	XP_017763543.1, XP_017763544.1, XP_017763542.1
OG0000395	XP_001601573.1, XP_031787201.1	XP_017755145.1
OG0000395	XP_001601712.1	XP_017757261.1
OG0000397	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1	XP_017764495.1
OG0000398	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2	XP_017757742.1
OG0000399	XP_032457471.1	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1
OG0000400	XP_016844273.1, XP_016844274.1, XP_003427708.1	XP_017763814.1, XP_017763819.1
OG0000402	XP_001605218.1	XP_017752210.1
OG0000403	XP_016842670.1, XP_016842678.1	XP_017766039.1, XP_017766040.1
OG0000405	XP_001607109.1	XP_017767431.1
OG0000406	XP_008208600.3	XP_017760186.1
OG0000408	XP_001607579.1, XP_008206487.1	XP_017758201.1
OG0000408	XP_031782506.1	XP_017765146.1
OG0000409	XP_032452236.1, NP_001153487.1	XP_017758237.1, XP_017758236.1, XP_017758234.1
OG0000410	XP_008206544.1	XP_017767597.1
OG0000411	XP_001602382.2	XP_017764894.1
OG0000411	XP_001601862.2	XP_017762783.1
OG0000412	XP_003423876.1	XP_017767155.1
OG0000412	XP_031782587.1	XP_017756296.1
OG0000413	XP_001600121.2	XP_017764657.1, XP_017764658.1
OG0000414	XP_032452894.1, XP_032452897.1, XP_032452888.1, XP_032452896.1, XP_032452902.1, XP_008203107.1	XP_017763461.1
OG0000414	XP_001607773.1, XP_016845900.1, XP_016845899.1, XP_016845901.1	XP_017763519.1
OG0000415	XP_031783559.1	XP_017757147.1
OG0000416	XP_001600745.2	XP_017754141.1
OG0000417	XP_001599945.1	XP_017761856.1
OG0000418	XP_031782893.1	XP_017767766.1
OG0000419	XP_031788079.1, XP_031788078.1, XP_031788082.1, XP_032456075.1, XP_032456074.1, XP_031788080.1	XP_017757934.1
OG0000420	XP_031782083.1	XP_017766476.1
OG0000420	XP_001604517.1	XP_017766479.1
OG0000421	XP_016839013.1	XP_017762179.1
OG0000422	XP_016839096.1	XP_017755619.1
OG0000423	XP_032453464.1	XP_017757187.1
OG0000424	XP_031788292.1	XP_017760417.1
OG0000425	XP_008215235.1, XP_008215236.1, XP_001604858.2	XP_017767385.1
OG0000426	XP_003425799.1, XP_003425800.1, XP_008203786.1, XP_016839812.1, XP_031782583.1	XP_017755944.1
OG0000427	XP_016840422.1	XP_017767685.1
OG0000428	XP_001607956.2	XP_017757677.1
OG0000429	XP_032455744.1, XP_031785495.1, XP_003426891.1, XP_032455743.1	XP_017760481.1
OG0000430	XP_008211856.1, XP_008207390.1	XP_017760973.1, XP_017765420.1, XP_017765421.1
OG0000431	XP_008216630.2	XP_017763663.1
OG0000432	XP_016838902.1, XP_016838898.1, XP_016838897.1, XP_016838901.1, XP_016838899.1, XP_032454127.1	XP_017755867.1, XP_017755868.1
OG0000434	XP_008213589.1, XP_008213590.1, XP_008213575.1, XP_001603384.1, XP_008213596.1	XP_017767592.1
OG0000435	XP_008213926.1, XP_008213917.1	XP_017766509.1, XP_017766558.1
OG0000436	XP_016839429.1	XP_017756249.1
OG0000436	XP_008215662.1	XP_017756254.1
OG0000437	XP_031777981.1, XP_031777979.1	XP_017764057.1
OG0000438	XP_031785753.1	XP_017757414.1
OG0000439	XP_008209688.1, XP_008209684.1	XP_017765335.1, XP_017765337.1, XP_017765336.1
OG0000440	XP_016840210.1, XP_032454057.1, XP_001604636.1	XP_017765192.1, XP_017765191.1
OG0000441	XP_001603075.2	XP_017763129.1
OG0000442	XP_016838282.1, XP_008209902.1, XP_008209903.1, XP_008209904.1, XP_008209905.1, XP_031779664.1, XP_031779663.1	XP_017767104.1, XP_017767103.1, XP_017767102.1
OG0000443	XP_001608199.2, XP_032457005.1	XP_017753252.1, XP_017761508.1
OG0000444	XP_001602623.1	XP_017760787.1
OG0000445	XP_003427100.3	XP_017766891.1
OG0000445	XP_001603511.2	XP_017766424.1, XP_017766903.1
OG0000446	XP_001606211.2	XP_017756753.1
OG0000447	XP_032451673.1, XP_003425526.1	XP_017764213.1, XP_017764211.1, XP_017764212.1
