Orthogroup	Nasonia_vitripennis	Nomia_melanderi
OG0000190	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1	XP_031829381.1, XP_031829385.1, XP_031829383.1, XP_031829384.1, XP_031829386.1
OG0000191	XP_008207212.2	XP_031843261.1
OG0000192	XP_031780067.1, XP_031780066.1	XP_031847208.1
OG0000194	NP_001166262.1	XP_031843496.1, XP_031843495.1
OG0000194	XP_003426834.1	XP_031848879.1
OG0000194	NP_001166261.1	XP_031843507.1
OG0000194	NP_001161280.1, XP_032451902.1	XP_031838309.1
OG0000195	XP_008203346.1, XP_008203347.1	XP_031825355.1, XP_031828216.1
OG0000196	XP_003423952.1, XP_008215430.1	XP_031841275.1
OG0000196	XP_008215207.1	XP_031836104.1, XP_031836105.1, XP_031836106.1, XP_031836107.1, XP_031836103.1
OG0000197	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1	XP_031837253.1, XP_031837082.1
OG0000198	XP_008213258.1	XP_031827645.1, XP_031827644.1
OG0000200	XP_001601256.2	XP_031827782.1
OG0000200	NP_001153462.1	XP_031849412.1, XP_031849414.1
OG0000201	XP_001606137.1	XP_031831080.1
OG0000202	XP_001608175.1, XP_032456995.1, XP_032456994.1	XP_031842338.1, XP_031842336.1, XP_031842337.1, XP_031842339.1
OG0000203	XP_001608051.1	XP_031840442.1
OG0000203	XP_032452106.1, XP_031779307.1	XP_031831628.1, XP_031831625.1, XP_031831627.1, XP_031831626.1
OG0000204	XP_016841715.1, XP_031788586.1, XP_016841716.1	XP_031827654.1, XP_031827655.1, XP_031827656.1, XP_031827653.1
OG0000205	XP_031784084.1	XP_031844495.1, XP_031844500.1, XP_031844501.1
OG0000207	XP_001605874.1	XP_031850268.1
OG0000207	XP_031780977.1	XP_031841289.1
OG0000207	XP_031779878.1, XP_031781051.1	XP_031841290.1
OG0000208	XP_031781008.1	XP_031841274.1
OG0000209	XP_032456886.1	XP_031835069.1, XP_031835073.1, XP_031835072.1, XP_031835071.1, XP_031835076.1, XP_031835075.1, XP_031835074.1
OG0000210	XP_008212102.1, XP_008212106.1	XP_031838858.1
OG0000210	XP_016845495.1, XP_008214952.1	XP_031847872.1
OG0000210	XP_031784536.1, XP_032455257.1	XP_031833724.1
OG0000212	XP_001603421.1	XP_031834616.1
OG0000212	XP_001601231.2	XP_031829597.1, XP_031829541.1
OG0000213	XP_003427028.1, XP_001605473.1, XP_032456240.1	XP_031829822.1, XP_031829824.1, XP_031829823.1
OG0000214	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1	XP_031832084.1
OG0000214	XP_032455627.1, XP_031784508.1	XP_031850423.1, XP_031850412.1, XP_031850402.1, XP_031850430.1, XP_031850440.1, XP_031850450.1
OG0000215	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1	XP_031842767.1, XP_031842763.1, XP_031842762.1, XP_031842761.1, XP_031842768.1, XP_031842764.1
OG0000215	XP_001603599.4	XP_031842770.1
OG0000216	XP_001603476.3	XP_031833974.1
OG0000217	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2	XP_031838827.1
OG0000218	XP_008207040.1, XP_008207042.1, XP_008207041.1	XP_031843157.1, XP_031843154.1, XP_031843156.1, XP_031843159.1, XP_031843158.1, XP_031843153.1, XP_031843152.1, XP_031843150.1, XP_031843149.1, XP_031843148.1, XP_031843151.1, XP_031843147.1, XP_031843160.1
OG0000219	XP_032452539.1	XP_031844648.1, XP_031844645.1, XP_031844649.1, XP_031844644.1, XP_031844646.1
OG0000220	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1	XP_031848722.1, XP_031848723.1, XP_031848720.1, XP_031848721.1, XP_031848719.1, XP_031848724.1, XP_031848727.1, XP_031848726.1
OG0000221	XP_001607468.1	XP_031847181.1, XP_031847176.1, XP_031847173.1, XP_031847174.1, XP_031847177.1, XP_031847178.1, XP_031847170.1, XP_031847180.1, XP_031847179.1, XP_031847182.1, XP_031847172.1, XP_031847171.1
OG0000223	NP_001155149.1, XP_008213618.1	XP_031843281.1
OG0000223	XP_031785562.1	XP_031834465.1
OG0000224	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1	XP_031845107.1
OG0000225	XP_001602931.1	XP_031845382.1
OG0000225	XP_031781485.1, XP_032457609.1, XP_031777410.1	XP_031845330.1, XP_031845328.1, XP_031845327.1
OG0000226	XP_016844695.1	XP_031845835.1, XP_031845830.1
OG0000226	XP_016845008.1	XP_031845816.1
OG0000229	XP_008215504.1	XP_031828353.1, XP_031828352.1
OG0000231	XP_001602920.1	XP_031830558.1, XP_031830557.1
OG0000232	XP_031788753.1	XP_031848186.1, XP_031848188.1, XP_031848187.1, XP_031848189.1
OG0000233	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1	XP_031828212.1, XP_031828211.1
OG0000234	NP_001166089.1	XP_031838672.1, XP_031838671.1
OG0000234	NP_001166062.1, XP_003426198.1, XP_003426213.1, XP_003426199.1	XP_031838673.1
OG0000235	XP_031779029.1, XP_031779025.1, XP_031779027.1	XP_031837012.1, XP_031837013.1
OG0000236	NP_001164379.1	XP_031847307.1
OG0000236	XP_031785405.1	XP_031847306.1
OG0000237	XP_008203240.1	XP_031848943.1, XP_031837092.1, XP_031848024.1, XP_031848023.1
OG0000239	XP_031785698.1	XP_031848984.1
OG0000240	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1	XP_031826590.1
OG0000241	XP_001599078.1	XP_031848668.1, XP_031848664.1
OG0000241	XP_031784889.1	XP_031839440.1, XP_031829061.1, XP_031829071.1
OG0000243	XP_001605952.2	XP_031836576.1, XP_031836577.1
OG0000244	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1	XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832846.1, XP_031832851.1, XP_031832860.1, XP_031832863.1, XP_031832862.1, XP_031832853.1, XP_031832854.1, XP_031832848.1, XP_031832852.1, XP_031832850.1, XP_031832859.1, XP_031832861.1, XP_031832849.1
OG0000245	NP_001164331.1, NP_001164357.1, XP_031783456.1	XP_031828652.1
OG0000246	XP_001603679.1	XP_031841788.1
OG0000246	XP_003427114.1, XP_031778429.1	XP_031841790.1, XP_031841789.1
OG0000247	XP_031779115.1	XP_031825527.1
OG0000248	XP_016839636.1, XP_031783663.1, XP_031783660.1	XP_031835538.1, XP_031835539.1
OG0000249	XP_031787477.1	XP_031846178.1
OG0000250	XP_001607440.2	XP_031847829.1
OG0000250	XP_001603664.1	XP_031838971.1
OG0000251	XP_032455324.1, XP_031784890.1, XP_003426647.1	XP_031847857.1, XP_031828975.1, XP_031837823.1
OG0000252	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1	XP_031844068.1, XP_031844065.1, XP_031844066.1, XP_031844063.1, XP_031844064.1, XP_031844071.1, XP_031844072.1, XP_031844073.1, XP_031844067.1, XP_031844069.1, XP_031844070.1
OG0000253	XP_031781922.1, NP_001122571.1	XP_031840596.1, XP_031840598.1, XP_031840599.1
OG0000254	XP_008211229.1, XP_031785157.1	XP_031832122.1
OG0000254	XP_008206656.1	XP_031833515.1
OG0000255	XP_008214568.1	XP_031850284.1
OG0000255	XP_001601575.1	XP_031841717.1
OG0000256	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1	XP_031847101.1, XP_031847102.1, XP_031847099.1, XP_031847100.1
OG0000257	XP_016838496.1, XP_008203021.1	XP_031832830.1, XP_031832832.1
OG0000257	XP_016838482.1	XP_031832827.1
OG0000258	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1	XP_031843085.1
OG0000259	XP_008207661.2	XP_031841988.1, XP_031842008.1
OG0000260	XP_003425726.1, XP_032452737.1	XP_031842067.1
OG0000260	XP_031784268.1, NP_001153331.1	XP_031842068.1
OG0000261	XP_001602288.1	XP_031846061.1, XP_031846059.1, XP_031846060.1, XP_031846057.1, XP_031846056.1, XP_031846055.1, XP_031846054.1, XP_031846053.1
OG0000263	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1	XP_031835360.1, XP_031835362.1, XP_031835361.1
OG0000264	XP_016844991.1, XP_016844992.1, XP_016844993.1	XP_031832256.1
OG0000264	XP_001608103.1	XP_031841809.1, XP_031841810.1
OG0000265	XP_016839585.1	XP_031836082.1, XP_031848965.1, XP_031836096.1
OG0000266	XP_003428081.1	XP_031847517.1
OG0000266	XP_008213988.1, XP_001601016.1, XP_032455467.1	XP_031836489.1, XP_031836488.1
OG0000268	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2	XP_031848594.1
OG0000269	XP_001607744.2	XP_031828528.1, XP_031828529.1, XP_031828526.1, XP_031828527.1, XP_031828531.1, XP_031828530.1, XP_031828532.1
OG0000270	XP_031787127.1	XP_031833977.1
OG0000271	NP_001153387.1, XP_001600587.2	XP_031842330.1
OG0000271	XP_001606201.2	XP_031838446.1
OG0000272	XP_031778066.1, XP_032453944.1	XP_031839528.1, XP_031839531.1
OG0000272	XP_001603198.2	XP_031837103.1
OG0000273	XP_031780333.1	XP_031842454.1, XP_031842455.1, XP_031842456.1, XP_031842457.1, XP_031842452.1, XP_031842448.1, XP_031842445.1, XP_031842444.1, XP_031842443.1, XP_031842442.1, XP_031842447.1, XP_031842446.1, XP_031842451.1, XP_031842450.1, XP_031842453.1
OG0000274	XP_031785813.1	XP_031846638.1
OG0000274	XP_008211195.1	XP_031825597.1, XP_031825599.1
OG0000276	XP_001607936.1	XP_031839005.1
OG0000277	XP_008211107.1	XP_031848090.1, XP_031848091.1
OG0000278	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1	XP_031836647.1
OG0000279	XP_031783226.1, XP_008203513.1, XP_016839857.1	XP_031827783.1, XP_031827784.1, XP_031827770.1, XP_031827779.1, XP_031827780.1, XP_031827777.1, XP_031827778.1, XP_031827775.1, XP_031827776.1, XP_031827773.1, XP_031827774.1, XP_031827771.1, XP_031827772.1, XP_031827781.1
OG0000281	XP_001607948.2	XP_031838606.1
OG0000281	XP_001604417.2	XP_031846619.1
OG0000283	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1	XP_031833818.1, XP_031833817.1, XP_031833815.1
OG0000284	XP_001606673.1	XP_031826330.1
OG0000284	XP_008211037.1	XP_031846776.1
OG0000285	XP_016838297.1	XP_031842320.1, XP_031842319.1
OG0000286	XP_032452557.1	XP_031842494.1, XP_031842673.1, XP_031842584.1, XP_031842765.1
OG0000287	XP_008202843.1, XP_001606457.2	XP_031828105.1
OG0000287	XP_003425383.1, XP_008202274.1	XP_031828104.1
OG0000288	NP_001166048.1, XP_008209318.1	XP_031833411.1
OG0000289	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1	XP_031839444.1
OG0000290	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1	XP_031849004.1, XP_031849005.1, XP_031849002.1, XP_031849003.1
OG0000291	XP_001606579.2, XP_031785150.1	XP_031844762.1
OG0000291	XP_008212916.2	XP_031830392.1
OG0000291	XP_008211563.1	XP_031844761.1
OG0000292	XP_031780071.1	XP_031828784.1
OG0000293	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1	XP_031828093.1, XP_031828087.1, XP_031828068.1, XP_031828078.1
OG0000294	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1	XP_031839587.1, XP_031839589.1
OG0000295	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1	XP_031831489.1, XP_031831490.1, XP_031831492.1, XP_031831488.1
OG0000296	XP_031779169.1	XP_031844567.1
OG0000298	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1	XP_031825619.1, XP_031825620.1, XP_031825618.1
OG0000299	XP_003426781.1, XP_001601854.1	XP_031844650.1, XP_031844651.1
OG0000300	XP_003425056.1, XP_001605288.1	XP_031831837.1, XP_031831836.1
OG0000301	NP_001165992.1	XP_031827130.1
OG0000301	NP_001165993.1	XP_031828764.1
OG0000302	XP_031783914.1	XP_031849048.1, XP_031848510.1
OG0000302	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1	XP_031848793.1, XP_031848271.1
OG0000303	XP_008212905.1	XP_031827201.1
OG0000303	XP_003426614.1	XP_031849967.1
OG0000303	XP_031785517.1	XP_031829024.1
OG0000304	XP_031786449.1	XP_031829902.1, XP_031829901.1
OG0000305	XP_008203496.1	XP_031834133.1
OG0000305	XP_031787288.1, XP_016841776.1, XP_016841777.1	XP_031832425.1, XP_031832424.1, XP_031832421.1, XP_031832422.1, XP_031832427.1, XP_031832426.1
OG0000306	XP_031785304.1	XP_031833469.1, XP_031833463.1, XP_031833470.1, XP_031833468.1
OG0000307	XP_031785703.1, XP_008215148.1, XP_032455669.1	XP_031826733.1, XP_031826732.1, XP_031826730.1, XP_031826731.1
OG0000308	XP_008208754.1, XP_001602066.1	XP_031830534.1, XP_031830529.1, XP_031830533.1, XP_031830532.1, XP_031830531.1, XP_031830530.1
OG0000310	XP_016840055.1, XP_001606567.1	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1
OG0000311	XP_031788070.1	XP_031829695.1
OG0000312	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1	XP_031843676.1, XP_031843679.1, XP_031843678.1, XP_031843677.1, XP_031843680.1
OG0000313	XP_031781836.1, XP_001599934.1	XP_031830193.1
OG0000314	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3	XP_031843272.1
OG0000314	XP_032456533.1, XP_001607656.1	XP_031843273.1
OG0000315	XP_001599137.1, XP_001600184.4	XP_031841939.1, XP_031841940.1
OG0000316	XP_031787731.1	XP_031838081.1
OG0000317	XP_016841106.1, XP_003426518.1, XP_008206890.1	XP_031835468.1
OG0000318	XP_008206399.1, XP_001606799.1	XP_031826715.1, XP_031826720.1, XP_031826717.1, XP_031826716.1, XP_031826719.1, XP_031826718.1
OG0000319	XP_016845436.1	XP_031849335.1
OG0000320	XP_001602384.1, XP_001607362.3, XP_001605719.1	XP_031829627.1, XP_031829628.1
OG0000321	XP_031777401.1	XP_031828113.1, XP_031828112.1
OG0000322	XP_001607407.1	XP_031847858.1
OG0000323	XP_031788472.1, XP_032457254.1, XP_031788450.1	XP_031828906.1
OG0000324	XP_031780816.1	XP_031834417.1
OG0000324	XP_016838881.2	XP_031833285.1
OG0000325	XP_008213655.1	XP_031836953.1, XP_031836954.1, XP_031836955.1, XP_031836949.1, XP_031836950.1, XP_031836951.1
OG0000326	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1	XP_031843673.1
OG0000327	XP_016838935.1, XP_016838930.1	XP_031838509.1, XP_031838513.1, XP_031838516.1
OG0000329	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1	XP_031826761.1
OG0000330	XP_016837033.1, NP_001280498.1, NP_001280500.1, NP_001280494.1	XP_031849962.1
OG0000330	NP_001159944.1, NP_001159943.1	XP_031836766.1
OG0000331	XP_016843206.1	XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1, XP_031838206.1
OG0000332	XP_031783273.1, XP_008206247.1	XP_031838151.1, XP_031838150.1, XP_031838152.1
OG0000333	XP_031783197.1	XP_031845026.1, XP_031842299.1, XP_031842298.1, XP_031842297.1, XP_031842296.1
OG0000334	NP_001164403.1, XP_032452183.1, XP_008216254.1	XP_031843830.1, XP_031843829.1, XP_031843828.1
OG0000335	XP_003426117.1	XP_031826910.1, XP_031826911.1, XP_031826913.1
OG0000336	XP_003426396.1	XP_031846510.1, XP_031846511.1, XP_031846509.1, XP_031846508.1, XP_031846507.1, XP_031846506.1, XP_031846505.1, XP_031846504.1, XP_031846512.1
OG0000336	XP_008206529.1, XP_016839052.1	XP_031848307.1
OG0000337	XP_031783756.1	XP_031835341.1, XP_031835340.1, XP_031835343.1, XP_031835337.1, XP_031835336.1, XP_031835342.1, XP_031835344.1, XP_031835348.1, XP_031835338.1, XP_031835335.1, XP_031835353.1, XP_031835331.1, XP_031835332.1, XP_031835355.1, XP_031835356.1, XP_031835354.1, XP_031835351.1, XP_031835352.1, XP_031835333.1, XP_031835334.1, XP_031835346.1, XP_031835347.1, XP_031835349.1, XP_031835345.1, XP_031835357.1, XP_031835358.1
OG0000338	XP_003424878.1	XP_031840740.1
OG0000338	XP_001607488.2, XP_001604839.1	XP_031825343.1
OG0000339	XP_031784468.1	XP_031831302.1
OG0000339	XP_031779603.1	XP_031829836.1, XP_031829835.1
OG0000340	XP_008202557.1	XP_031833920.1
OG0000340	XP_008215783.2	XP_031837893.1
OG0000341	XP_031780569.1, XP_001601882.1	XP_031845183.1, XP_031845201.1, XP_031845164.1, XP_031845175.1, XP_031845190.1
OG0000342	XP_016842459.1, XP_031788435.1	XP_031849801.1
OG0000342	XP_008206353.1	XP_031849407.1
OG0000343	XP_003428067.1	XP_031832963.1
OG0000344	XP_016844412.1	XP_031837555.1, XP_031837558.1, XP_031837556.1
OG0000345	XP_016837521.1, XP_031779210.1	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1
OG0000347	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1	XP_031829278.1, XP_031829277.1, XP_031829276.1, XP_031829282.1, XP_031829279.1, XP_031829280.1
OG0000349	XP_031785287.1	XP_031827122.1
OG0000350	XP_001601576.1, XP_008204559.1	XP_031829082.1, XP_031829083.1, XP_031829084.1, XP_031829080.1
OG0000351	XP_001603070.1	XP_031844300.1
OG0000352	XP_016839388.1	XP_031839803.1, XP_031839804.1, XP_031839801.1
OG0000354	NP_001164417.1, NP_001177708.1, NP_001164420.2, XP_016843659.1, NP_001164460.2, NP_001177594.1, XP_031778349.1, NP_001177599.1, NP_001177598.1, XP_016845920.1, NP_001177597.1, XP_016845905.1, NP_001177595.1, NP_001164463.1, NP_001177603.1, XP_031778371.1, NP_001177601.1, NP_001177602.1, NP_001177709.1, NP_001177600.1, NP_001177596.1, XP_016844910.1, XP_031778011.1, NP_001164418.1, NP_001164419.1, NP_001177593.1, XP_016836494.1, NP_001177604.1	XP_031834905.1
OG0000356	XP_032455089.1, XP_016842824.1	XP_031840972.1
OG0000356	XP_001603497.1, XP_001603472.2	XP_031841764.1
OG0000357	XP_008201758.1, XP_003425261.1	XP_031848546.1
OG0000358	XP_032451992.1	XP_031826394.1, XP_031826395.1, XP_031826396.1, XP_031826397.1, XP_031826392.1, XP_031826393.1
OG0000360	XP_031786393.1	XP_031829459.1
OG0000361	XP_001599966.3	XP_031842869.1
OG0000362	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1	XP_031827924.1
OG0000363	NP_001166856.1	XP_031848153.1
OG0000363	XP_008215037.1, NP_001136080.1	XP_031848675.1
OG0000364	XP_032455556.1, XP_016840845.1	XP_031825472.1, XP_031825470.1, XP_031825477.1, XP_031825473.1, XP_031825474.1, XP_031825475.1, XP_031825476.1
OG0000365	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1	XP_031828870.1, XP_031828869.1, XP_031828866.1, XP_031828876.1, XP_031828871.1, XP_031828872.1, XP_031828873.1, XP_031828875.1, XP_031828867.1
OG0000366	NP_001234894.1	XP_031842886.1
OG0000367	XP_001603452.1, XP_031780815.1	XP_031843826.1
OG0000368	XP_031779116.1	XP_031828765.1
OG0000368	XP_031779250.1, XP_001606272.1	XP_031827659.1, XP_031827667.1
OG0000369	XP_032451964.1, XP_008212938.1	XP_031842508.1, XP_031828181.1
OG0000370	XP_008216733.1, NP_001166053.1	XP_031838952.1
OG0000370	XP_032455885.1, NP_001166079.1	XP_031841621.1, XP_031841609.1
OG0000371	XP_003426598.1	XP_031843162.1
OG0000372	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1	XP_031835206.1, XP_031835197.1, XP_031843583.1
OG0000375	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1	XP_031840577.1, XP_031840579.1, XP_031840581.1, XP_031840580.1, XP_031840582.1
OG0000376	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1	XP_031830649.1
OG0000377	XP_008210300.1	XP_031846810.1
OG0000377	NP_001164381.1	XP_031836352.1, XP_031836354.1, XP_031836355.1
OG0000378	XP_001601479.2	XP_031836793.1
OG0000379	XP_008209839.1, XP_008209838.1	XP_031850460.1
OG0000380	XP_031786831.1, XP_031786832.1	XP_031842078.1, XP_031842077.1, XP_031842082.1, XP_031842081.1, XP_031842083.1, XP_031842079.1
OG0000381	XP_001602738.1	XP_031839882.1
OG0000382	XP_001607827.3	XP_031843770.1, XP_031843772.1, XP_031843771.1
OG0000382	XP_008217713.1	XP_031845569.1
OG0000383	XP_003427646.1	XP_031829498.1, XP_031836346.1, XP_031836078.1
OG0000384	XP_001604432.2, XP_008210418.1	XP_031834029.1
OG0000384	XP_031782398.1	XP_031833987.1
OG0000385	XP_001599984.1	XP_031842127.1, XP_031842124.1
OG0000386	XP_008202799.1, XP_031777593.1	XP_031837844.1, XP_031837916.1
OG0000387	XP_008210181.2	XP_031840694.1, XP_031846649.1, XP_031846513.1
OG0000388	XP_008206350.1	XP_031830365.1
OG0000388	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1	XP_031835429.1
OG0000389	XP_008216123.1, XP_016837517.1	XP_031839349.1, XP_031842038.1
OG0000390	XP_001602302.2, XP_031782806.1	XP_031836980.1
OG0000391	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1	XP_031831918.1, XP_031831890.1, XP_031831908.1, XP_031831898.1, XP_031831880.1
