Orthogroup	Nasonia_vitripennis	Bombyx_mori
OG0000176	NP_001127789.1	XP_037868940.1, XP_037870006.1, XP_037876480.1, XP_037869968.1, XP_037867396.1
OG0000177	XP_001606472.1	XP_004931030.1
OG0000177	XP_008210134.1	XP_004931031.2
OG0000177	XP_003427240.1	XP_004930870.1
OG0000178	XP_031787092.1	XP_037871996.1, XP_004924483.2
OG0000179	XP_001604591.1	NP_001040172.1, XP_021206181.1
OG0000179	XP_032451900.1, XP_001607038.1, XP_032451901.1	NP_001037301.1
OG0000180	XP_008206406.1, XP_001606981.2	XP_004930542.1
OG0000181	XP_001600458.2, XP_008214574.1, XP_008214578.1, XP_016845255.1	NP_001037380.1, XP_037871534.1
OG0000182	XP_001601987.2, XP_016841479.1, XP_016841478.1, XP_031787113.1, XP_031787104.1, XP_031787105.1, XP_031787106.1, XP_031787109.1, XP_031787110.1, XP_031787111.1, XP_031787112.1, XP_008205687.1, XP_008205678.1, XP_031787103.1	XP_037866789.1
OG0000183	XP_001603387.1	XP_004930975.1
OG0000184	NP_001177442.1, XP_031786125.1, NP_001177456.1, NP_001177454.1, NP_001177455.1, NP_001177445.1, NP_001177448.1, NP_001177447.1, XP_031786129.1, NP_001177452.1, NP_001177453.1, NP_001177446.1, XP_032454720.1, NP_001177450.1, NP_001164388.1, NP_001177421.1, NP_001177422.1, XP_016845192.1, NP_001177460.1, NP_001177457.1, NP_001177449.1, NP_001177451.1, NP_001164464.1, NP_001177642.1, XP_031786111.1, NP_001177697.1, NP_001177444.1, NP_001177458.1, NP_001177459.1, NP_001177443.1, NP_001177441.1	XP_004932760.3
OG0000187	XP_016840762.1, XP_032455395.1, XP_032455396.1, XP_032455397.1, XP_008211394.1, XP_008211389.1, XP_031785200.1	XP_004929301.1
OG0000188	XP_001604859.1, XP_008211609.1	NP_001037050.1
OG0000189	XP_016838483.1, XP_031781823.1	XP_037875495.1, XP_037875337.1
OG0000189	XP_031781874.1	XP_037875292.1, XP_037875291.1
OG0000190	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1	XP_004931167.1
OG0000191	XP_008207212.2	XP_037872497.1, XP_037875388.1, XP_021208965.1, XP_021208964.2
OG0000192	XP_031780067.1, XP_031780066.1	XP_021207317.1
OG0000195	XP_001604425.1, XP_003425688.1, XP_008214142.1, XP_001600372.2, XP_016845050.1, XP_016841225.2, XP_003426493.1, XP_008203346.1, XP_008203347.1, XP_008203348.1, XP_031783672.1, XP_001599898.2, XP_031783674.2, XP_003424961.1, XP_001608231.1, XP_032456100.1, XP_001600003.2	NP_001037076.1, NP_001124371.1, NP_001124372.2, NP_001165396.1, XP_004922067.1, XP_004922068.1, NP_001091784.1
OG0000196	XP_003423952.1, XP_008215430.1	XP_012545232.2
OG0000196	XP_008215207.1	XP_004929740.2, XP_021205898.2, XP_004929623.3, XP_021205897.2
OG0000197	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1	XP_012551294.2, XP_004932561.2, XP_037872840.1, XP_004931928.2, XP_004931927.1, XP_037868489.1
OG0000198	XP_008213258.1	XP_037870155.1
OG0000200	XP_001601256.2	XP_012550244.1, NP_001036841.1
OG0000200	NP_001153462.1	NP_001036881.1
OG0000201	XP_001606137.1	XP_004930370.2
OG0000201	XP_001607558.2	NP_001040155.1, NP_001040154.1, XP_012552516.1, XP_012552521.1, NP_001243997.1, XP_004922761.1, XP_004922760.1, XP_004922779.1, XP_004931809.1, XP_004928423.2, XP_004931849.1, XP_004931273.1
OG0000202	XP_001608175.1, XP_032456995.1, XP_032456994.1, XP_031788443.1, XP_031788445.1	NP_001281213.1
OG0000203	XP_001608051.1	XP_004930258.2, XP_037876006.1
OG0000203	XP_032452106.1, XP_031779307.1	XP_037867417.1
OG0000204	XP_016841715.1, XP_031788586.1, XP_016841716.1	XP_012547643.2, XP_037873174.1, XP_021205107.1, XP_004928344.1, XP_012547605.1, XP_004928345.1, XP_037873267.1
OG0000205	XP_031784084.1	NP_001243944.1
OG0000207	XP_001605874.1	NP_001037594.1
OG0000207	XP_031780977.1, XP_031779878.1, XP_031781051.1	NP_001091793.1, XP_004930513.3
OG0000208	XP_031781008.1	XP_037869032.1, NP_001103395.1
OG0000209	XP_032456886.1	XP_037869646.1, XP_004932917.2, XP_037869645.1, XP_012551601.2, XP_012551602.2, XP_012551603.2
OG0000210	XP_008212102.1, XP_008212106.1, XP_016845495.1, XP_008214952.1	XP_012544085.3
OG0000210	XP_031784536.1, XP_032455257.1	XP_037866888.1, XP_037866887.1
OG0000212	XP_001603421.1, XP_001601231.2	XP_037869182.1, NP_001106228.1
OG0000213	XP_003427028.1, XP_001605473.1, XP_032456240.1	XP_004922013.1
OG0000214	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1	NP_001040475.1
OG0000214	XP_001603449.1	XP_004931115.1
OG0000214	XP_032455627.1, XP_031784508.1	NP_001040198.1, XP_037870587.1
OG0000215	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1, XP_001603599.4	XP_037866848.1, XP_004930044.1
OG0000217	XP_001605172.2, XP_031785580.1	XP_021203021.2
OG0000217	XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1	XP_012548700.2, XP_004933855.2
OG0000217	XP_001605811.2	XP_037870903.1
OG0000218	XP_008207040.1, XP_008207042.1, XP_008207041.1	XP_004930688.1
OG0000219	XP_032452539.1	XP_004931785.1
OG0000221	XP_001607468.1	XP_037867521.1, XP_021207573.1, XP_021207493.1, XP_004922691.2, XP_012551723.1, XP_012551720.1, XP_004922638.1, XP_037871234.1, XP_037877580.1, XP_037872846.1, XP_037877505.1, XP_037872849.1, XP_037872848.1, XP_037877503.1, XP_037877504.1, XP_037877506.1, XP_037877501.1, XP_037877502.1, XP_037872850.1, XP_037877579.1, XP_037877510.1, XP_037877561.1, XP_037877562.1
OG0000223	NP_001155149.1, XP_008213618.1	NP_001037450.1, NP_001128672.1, XP_012550372.1, NP_001036840.1
OG0000224	XP_016838644.1, XP_032453420.1, XP_031780156.1	XP_012545493.1, NP_001036891.1
OG0000225	XP_001602931.1, XP_031781485.1, XP_032457609.1, XP_031777410.1	NP_001040252.1
OG0000226	XP_016844695.1	NP_001127711.1, XP_021204237.1
OG0000226	XP_016845008.1	XP_037873831.1, NP_001127712.1
OG0000228	XP_016842865.1, XP_031788714.1	XP_037874874.1
OG0000229	XP_008215504.1	XP_004928517.1, XP_012547831.1
OG0000230	XP_008217387.1, XP_003424711.1	XP_021208331.1, XP_004933333.1
OG0000231	XP_001602920.1	XP_037871854.1, XP_037877315.1
OG0000232	XP_031788753.1	XP_012546482.1, NP_001040472.1
OG0000233	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1	XP_004928912.1, XP_004928913.2
OG0000235	XP_031779029.1, XP_031779025.1, XP_031779027.1	XP_037877778.1, XP_012548383.2, XP_037877767.1, XP_037877779.1
OG0000236	NP_001164379.1	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2
OG0000237	XP_008203240.1	XP_004931804.1, XP_037875185.1
OG0000241	XP_001599078.1, XP_031784889.1	XP_012547063.1, XP_004926042.1, XP_037873319.1, XP_012546361.1, XP_004929513.1, XP_004929472.2
OG0000242	XP_008217632.2	XP_004926535.1, XP_004926524.1, XP_037875026.1, XP_037874645.1, XP_037874644.1, XP_021203900.1, XP_037874701.1, NP_001266437.1, XP_021207354.1
OG0000244	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1	XP_021202524.1
OG0000245	NP_001164331.1, NP_001164357.1, XP_031783456.1	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1
OG0000246	XP_001603679.1	XP_012549895.1, NP_001037174.1
OG0000246	XP_003427114.1, XP_031778429.1	XP_004931016.1
OG0000247	XP_031779115.1	XP_037873736.1
OG0000248	XP_016839636.1, XP_031783663.1, XP_031783660.1	XP_021203484.2, XP_037872942.1
OG0000249	NP_001153452.1, XP_031787477.1	NP_001138804.1, XP_012545064.1
OG0000250	XP_001607440.2	XP_021206228.1, XP_004930144.1
OG0000250	XP_001603664.1	XP_004930143.1
OG0000251	XP_032455324.1, XP_031784890.1, XP_003426647.1	XP_021206899.1, NP_001108066.1
OG0000252	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1	NP_001104796.1
OG0000253	NP_001164367.1	XP_021208580.1, NP_001037287.1
OG0000253	XP_031781922.1, NP_001122571.1	NP_001037285.1
OG0000254	XP_008211229.1, XP_031785157.1	XP_004921802.3
OG0000254	XP_008206656.1	XP_004924523.1, XP_037876397.1
OG0000255	XP_008214568.1	XP_012543911.1, XP_012543887.2
OG0000255	XP_001601575.1	XP_004923881.1
OG0000256	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1	NP_001093298.1, XP_037870495.1
OG0000257	XP_016838496.1, XP_008203021.1	XP_012551257.1, XP_012551255.1
OG0000257	XP_016838482.1	XP_004932600.1
OG0000258	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1	NP_001159622.2, NP_001106744.1, XP_012551170.1
OG0000258	XP_001606346.1, XP_001606355.1	XP_037871409.1, XP_037868018.1, NP_001040212.1, NP_001037500.1
OG0000259	XP_008207661.2	XP_012548404.1
OG0000260	XP_003425726.1, XP_032452737.1	NP_001036839.1
OG0000261	XP_001602288.1	XP_004922950.1, NP_001303996.1
OG0000263	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1	XP_012549376.1, NP_001040274.1
OG0000264	XP_016844991.1, XP_016844992.1, XP_016844993.1	NP_001037358.2
OG0000264	XP_001608103.1	XP_037875045.1, NP_001037084.1
OG0000266	XP_003428081.1	NP_001040464.1
OG0000266	XP_008213988.1, XP_001601016.1, XP_032455467.1	XP_012544346.1, NP_001037083.1
OG0000268	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2	XP_021204157.1
OG0000269	XP_001607744.2	XP_004924161.2
OG0000270	XP_031787127.1	NP_001171666.1
OG0000271	NP_001153387.1	XP_021203229.1, NP_001036977.1
OG0000272	XP_031778066.1, XP_032453944.1	NP_001091830.1, XP_037866711.1
OG0000272	XP_001603198.2	NP_001166818.1, XP_012549099.1
OG0000274	XP_031785813.1	XP_037866704.1
OG0000274	XP_008211195.1	XP_021202962.1, XP_021202959.1
OG0000276	XP_031778500.1	XP_004928931.1, NP_001040355.1, XP_004928929.1, XP_037866436.1, XP_004929246.1, XP_037866435.1, XP_004929247.1, XP_037866643.1, XP_004929635.1, XP_004929634.1, XP_012548862.1
OG0000277	XP_008211107.1	XP_012544880.1, XP_021202885.1, XP_004924999.1
OG0000278	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1	XP_021207737.1
OG0000279	XP_016839857.1	NP_001037502.1
OG0000281	XP_001607948.2	XP_004922768.2
OG0000283	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1	XP_037877071.1, XP_037877070.1, XP_037877069.1
OG0000284	XP_001606673.1	NP_001037072.1
OG0000284	XP_008211037.1	NP_001296499.1, XP_004932842.1
OG0000285	XP_016838297.1	XP_037874172.1
OG0000286	XP_032452557.1	XP_004929167.1
OG0000287	XP_008202843.1, XP_001606457.2	XP_004922091.1
OG0000287	XP_003425383.1, XP_008202274.1	XP_004922588.1
OG0000288	NP_001166048.1, XP_008209318.1	XP_037868251.1
OG0000289	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1	XP_004925540.2
OG0000293	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1	XP_004929231.1
OG0000295	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1	NP_001037538.1
OG0000296	XP_031779169.1	NP_001093088.1
OG0000298	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1	XP_037876134.1
OG0000299	XP_003426781.1, XP_001601854.1	XP_004931769.1
OG0000300	XP_003425056.1, XP_001605288.1	XP_004933050.1
OG0000301	NP_001165992.1	NP_001106223.1
OG0000301	NP_001165993.1	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1
OG0000301	XP_001602395.3	XP_012550688.1
OG0000302	XP_031783914.1	NP_001095931.1
OG0000302	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1	XP_012548543.1, NP_001036995.2
OG0000303	XP_008212905.1	XP_004922660.1
OG0000303	XP_003426614.1, XP_031785517.1	XP_004933180.1
OG0000304	XP_031786449.1	XP_012551807.1
OG0000305	XP_008203496.1	XP_037867702.1
OG0000306	XP_031785304.1	XP_037876226.1, XP_012545475.3, XP_037876227.1
OG0000307	XP_031785703.1, XP_008215148.1, XP_032455669.1	XP_021205396.1
OG0000308	XP_008208754.1, XP_001602066.1	XP_021205271.1, XP_004928518.1
OG0000310	XP_016840055.1, XP_001606567.1	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1
OG0000311	XP_031788070.1	NP_001093301.1, NP_001036889.1
OG0000312	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1	NP_001040189.1, XP_004923642.1
OG0000313	XP_031781836.1, XP_001599934.1	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1
OG0000314	XP_032456533.1, XP_001607656.1	XP_004933069.3
OG0000315	XP_001599137.1, XP_001600184.4	XP_037867576.1
OG0000316	XP_001604763.1	XP_021202031.1
OG0000316	XP_016843738.1	XP_004923727.1, XP_012543764.1, XP_021202004.1
OG0000316	XP_031787731.1	NP_001166632.1
OG0000317	XP_016841106.1, XP_003426518.1, XP_008206890.1	XP_037867855.1, XP_037867856.1
OG0000318	XP_008206399.1, XP_001606799.1	XP_037871308.1
OG0000319	XP_016845436.1	XP_004930032.1
OG0000320	XP_001602384.1, XP_001607362.3, XP_001605719.1	XP_012545276.1, NP_001098066.2
OG0000321	XP_031777401.1	XP_021202661.1, XP_004924713.2
OG0000322	XP_001607407.1	XP_037873232.1, XP_037873234.1
OG0000323	XP_031788472.1, XP_032457254.1, XP_031788450.1	XP_012548839.3, XP_037874398.1
OG0000324	XP_016838881.2	XP_037876704.1
OG0000325	XP_008213655.1	XP_021203813.1, XP_004926421.2
OG0000326	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2
OG0000327	XP_016838935.1, XP_016838930.1	XP_021208093.2
OG0000329	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2
OG0000332	XP_031783273.1, XP_008206247.1	XP_004926237.1
OG0000333	XP_031783197.1	NP_001274771.1, XP_004925570.1
OG0000334	NP_001164403.1, XP_032452183.1, XP_008216254.1	XP_012548494.3
OG0000335	XP_003426117.1	XP_037867290.1, NP_001091841.1
OG0000336	XP_003426396.1, XP_008206529.1, XP_016839052.1	XP_004922260.1
OG0000337	XP_031783756.1	XP_037869275.1, XP_037869270.1
OG0000338	XP_003424878.1	XP_012550935.1
OG0000338	XP_001607488.2, XP_001604839.1	XP_012550857.1, NP_001243932.1
OG0000339	XP_031784468.1	NP_001106217.1
OG0000339	XP_031779603.1	NP_001037376.1, XP_012549898.1
OG0000340	XP_008202557.1	NP_001036910.1, XP_037876898.1, XP_037877212.1
OG0000340	XP_008215783.2	NP_001037458.1
OG0000341	XP_031780569.1, XP_001601882.1	XP_004929139.1, XP_012548430.1, XP_004929140.1
OG0000342	XP_016842459.1, XP_031788435.1	NP_001116809.1
OG0000342	XP_008206353.1	XP_004932270.2
OG0000343	XP_003428067.1	XP_012543786.3
OG0000344	XP_016844412.1	XP_037877717.1
OG0000345	XP_016837521.1, XP_031779210.1	NP_001243988.1
OG0000346	XP_031788429.1	XP_037877324.1
OG0000347	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1	XP_021202995.1
OG0000349	XP_031785287.1	XP_004924752.1
OG0000350	XP_001601576.1, XP_008204559.1	XP_004924816.1
OG0000351	XP_001603070.1, XP_031780671.1, XP_032452291.1, XP_031780670.1, XP_032452292.1	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2
OG0000356	XP_032455089.1, XP_016842824.1, XP_001603497.1, XP_001603472.2	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2
OG0000357	XP_008201758.1, XP_003425261.1	XP_037875620.1, XP_037875619.1
OG0000358	XP_032451992.1	XP_004929861.1, XP_012549059.1
OG0000360	XP_031786393.1	XP_004925207.2
OG0000361	XP_001599966.3	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1
OG0000363	NP_001166856.1	NP_001166627.1
OG0000363	XP_008215037.1, NP_001136080.1	NP_001036950.1, NP_001036951.1
OG0000364	XP_032455556.1, XP_016840845.1	XP_012545855.2, NP_001036990.1
OG0000365	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1	XP_004931576.1
OG0000366	XP_031777582.1, NP_001234894.1	XP_037868836.1, XP_037868853.1
OG0000367	XP_001603452.1, XP_031780815.1	XP_004931037.1
OG0000368	XP_031779116.1, XP_031779250.1, XP_001606272.1	NP_001296504.1
OG0000369	XP_032451964.1, XP_008212938.1	XP_021205545.1
OG0000370	XP_008216733.1, NP_001166053.1	NP_001037368.1, XP_037867324.1, XP_021206506.2
OG0000370	XP_032455885.1, NP_001166079.1	XP_037867682.1, XP_004923586.2
OG0000371	XP_003426598.1	XP_021206677.1
OG0000372	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1	XP_004927647.1
OG0000375	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1	XP_004932094.1
OG0000377	XP_008210300.1	XP_021204843.1, XP_037877759.1
OG0000377	NP_001164381.1	NP_001093303.1
OG0000378	XP_001601479.2, XP_031780953.1	NP_001128361.1, XP_012548744.1
OG0000379	XP_008209839.1, XP_008209838.1	XP_012548112.2, XP_037872167.1, XP_037872168.1
OG0000380	XP_031786831.1, XP_031786832.1	XP_004929190.1
OG0000381	XP_016841180.1	XP_037873154.1
OG0000381	XP_001602738.1	NP_001040480.1
OG0000382	XP_001607827.3, XP_008217713.1	XP_004926637.1
OG0000383	XP_003427646.1	XP_004924167.1
OG0000384	XP_001604432.2, XP_008210418.1	XP_012546200.2, NP_001037020.1
OG0000384	XP_031782398.1	XP_012549844.2
OG0000385	XP_001599984.1	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1
OG0000386	XP_008202799.1, XP_031777593.1	XP_004922882.1
OG0000388	XP_008206350.1	NP_001037022.1
OG0000388	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1	NP_001037023.1
OG0000389	XP_008216123.1, XP_016837517.1	XP_004932710.1, XP_021207907.1
OG0000390	XP_008210448.1, XP_008210450.1, XP_001602302.2, XP_031782806.1	XP_021203616.1, XP_037877297.1, XP_037877296.1
OG0000391	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1	XP_037874402.1
OG0000392	XP_031782109.1, XP_031779779.1, XP_031788030.1, XP_031788837.1, XP_031787972.1, XP_008212377.1	XP_037869586.1
OG0000394	XP_031778263.1	XP_037872446.1
OG0000395	XP_001601573.1, XP_031787201.1, XP_001601712.1	XP_004925794.1
OG0000396	XP_016844130.1, NP_001155173.1, NP_001155174.1, NP_001155172.1, XP_003426952.1, XP_016843548.1, XP_008207407.1, XP_016837884.1	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1
OG0000397	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1	XP_012547260.2, XP_004927925.2
OG0000398	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2	XP_012549270.1
OG0000399	XP_031781127.1, XP_032457471.1	XP_037869246.1
OG0000400	NP_001166063.1	XP_012548092.2
OG0000402	XP_016837364.2, NP_001164435.1, NP_001164436.1, XP_031777091.1	XP_012548100.1, XP_012548099.1
OG0000403	XP_016842670.1, XP_016842678.1	XP_037866587.1, XP_037866592.1
OG0000405	XP_001607109.1	NP_001040392.1
OG0000406	XP_008208600.3	XP_004929643.2
OG0000406	XP_032455879.1	XP_004925045.1
OG0000408	XP_001607579.1, XP_008206487.1	XP_004932927.1
OG0000408	XP_031782506.1	XP_004931561.1
OG0000409	XP_032452236.1, NP_001153487.1	XP_004924677.1
OG0000410	XP_008206544.1	XP_012553301.2
OG0000411	XP_001602382.2	XP_004923311.1
OG0000411	XP_001601862.2	XP_004933193.1
OG0000412	XP_003423876.1, XP_031782587.1	XP_012550723.1
OG0000413	XP_001600121.2	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1
OG0000414	XP_032452894.1, XP_032452897.1, XP_032452888.1, XP_032452896.1, XP_032452902.1, XP_008203107.1	XP_021206944.1
OG0000414	XP_001607773.1, XP_016845900.1, XP_016845899.1, XP_016845901.1	XP_004926609.1
OG0000415	XP_031783559.1	XP_004923559.1
OG0000416	XP_001600745.2	XP_037868006.1
OG0000417	XP_003424313.2	XP_021207012.2
OG0000417	XP_001599945.1	XP_004922341.3, XP_004922254.1
OG0000418	XP_008205709.1, XP_001601942.1	XP_012545692.2
