Orthogroup	Nasonia_vitripennis	Apis_mellifera
OG0000192	XP_031780067.1, XP_031780066.1	XP_006557723.1, XP_396406.5, XP_006557720.1
OG0000194	NP_001166262.1	XP_003249950.2
OG0000194	XP_003426834.1	NP_001257752.1
OG0000194	NP_001161280.1, XP_032451902.1	XP_006561931.1, XP_016769566.1, XP_016769565.2
OG0000196	XP_003423952.1, XP_008215430.1	XP_003250051.2
OG0000196	XP_008215207.1	XP_003251169.1, XP_016771426.1
OG0000197	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1	XP_006565013.1, XP_016773443.1, XP_026300501.1, XP_006565014.2
OG0000198	XP_008213258.1	XP_006566997.1, XP_624772.2
OG0000200	XP_001601256.2	XP_026296548.1
OG0000200	NP_001153462.1	XP_006566649.2, XP_006566650.1
OG0000201	XP_001607558.2	XP_006562412.3
OG0000202	XP_001608175.1, XP_032456995.1, XP_032456994.1	XP_006558615.1
OG0000202	XP_031788443.1, XP_031788445.1	XP_016768758.1, XP_016768759.1
OG0000203	XP_001608051.1	XP_623676.2
OG0000203	XP_032452106.1, XP_031779307.1	XP_006558107.2, XP_395356.4
OG0000204	XP_016841715.1, XP_031788586.1, XP_016841716.1	XP_001121814.2
OG0000205	XP_031784084.1	XP_016766914.1
OG0000207	XP_001605874.1	XP_006566311.1
OG0000207	XP_031780977.1	NP_001011652.1
OG0000207	XP_031779878.1, XP_031781051.1	NP_001305411.1
OG0000208	XP_031781008.1	XP_006562317.1
OG0000209	XP_032456886.1	XP_016769475.1, XP_016769473.1, XP_016769472.1, XP_016769471.1, XP_016769470.1, XP_016769476.1, XP_016769474.1
OG0000210	XP_008212102.1, XP_008212106.1	XP_026297186.1
OG0000210	XP_016845495.1, XP_008214952.1	XP_016769921.1
OG0000210	XP_032455257.1	XP_006562251.2
OG0000212	XP_001603421.1	XP_001121043.2
OG0000212	XP_001601231.2	XP_026298300.1
OG0000213	XP_003427028.1, XP_001605473.1, XP_032456240.1	XP_006572329.1, XP_006572330.1, XP_016772966.1, XP_623325.1
OG0000214	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1	XP_623084.1
OG0000214	XP_032455627.1, XP_031784508.1	XP_392104.4
OG0000215	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1	XP_016772012.1
OG0000215	XP_001603599.4	XP_394061.2
OG0000216	XP_001603476.3	XP_016767691.1
OG0000217	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2	XP_394861.4
OG0000218	XP_008207040.1, XP_008207042.1, XP_008207041.1	XP_623312.2
OG0000219	XP_032452539.1	XP_392277.4, XP_006563970.2
OG0000221	XP_001607468.1	XP_006571382.1
OG0000223	NP_001155149.1, XP_008213618.1	NP_001157186.1, XP_016769330.2
OG0000223	XP_031785562.1	XP_001121634.3
OG0000224	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1	XP_006560620.1
OG0000225	XP_031781485.1, XP_032457609.1, XP_031777410.1	XP_006567210.2
OG0000226	XP_016844695.1	XP_026300579.1
OG0000229	XP_008215504.1	XP_001121505.2
OG0000230	XP_003424711.1	XP_026300638.1, XP_026300637.1
OG0000231	XP_001602920.1	XP_006562424.1
OG0000232	XP_031788753.1	XP_393976.2, XP_006563043.1, XP_006563042.1
OG0000233	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1	XP_001120116.2, XP_016768768.2, XP_397073.5, XP_026300288.1
OG0000234	NP_001166089.1	XP_393127.4
OG0000235	XP_031779029.1, XP_031779025.1, XP_031779027.1	XP_026294767.1, XP_026294798.1, XP_026294810.1
OG0000236	NP_001164379.1	NP_001011639.2
OG0000236	XP_031785405.1	NP_001071293.1
OG0000237	XP_008203240.1	XP_006563032.1, XP_006559356.1, XP_006559358.1
OG0000239	XP_031785698.1	XP_006560473.1, XP_623685.1
OG0000240	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1	XP_001122105.4
OG0000241	XP_001599078.1	XP_006571827.3
OG0000241	XP_031784889.1	XP_016770807.2, XP_016770806.2, XP_016770796.1, XP_016770795.1, XP_026299638.1
OG0000243	XP_001605952.2	XP_026297086.1
OG0000244	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1	XP_026300900.1
OG0000245	NP_001164331.1, NP_001164357.1, XP_031783456.1	NP_001011627.1
OG0000246	XP_001603679.1	XP_394115.2
OG0000246	XP_003427114.1, XP_031778429.1	XP_006563197.1
OG0000247	XP_031779115.1	XP_006562263.2
OG0000248	XP_016839636.1, XP_031783663.1, XP_031783660.1	XP_026299493.1
OG0000249	NP_001153452.1, XP_031787477.1	XP_026298733.1
OG0000250	XP_001607440.2	XP_026299154.1
OG0000250	XP_001603664.1	NP_001314882.1, XP_016773049.1
OG0000251	XP_032455324.1, XP_031784890.1, XP_003426647.1	XP_003250675.2, XP_003250969.2
OG0000252	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1	XP_026298583.1, XP_026298580.1, XP_026298584.1
OG0000253	NP_001164367.1	XP_393612.2
OG0000254	XP_008211229.1, XP_031785157.1	XP_392477.4
OG0000254	XP_008206656.1	XP_623652.2
OG0000255	XP_001601575.1	XP_394814.1
OG0000256	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1	XP_006571385.1
OG0000257	XP_016838496.1, XP_008203021.1	XP_026300984.1
OG0000257	XP_016838482.1	XP_026300982.1
OG0000258	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1	NP_001035314.1
OG0000259	XP_008207661.2	XP_026302035.1
OG0000260	XP_003425726.1, XP_032452737.1	XP_016770898.2
OG0000261	XP_001602288.1	XP_393396.2
OG0000263	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1	XP_006570503.1, XP_393761.1
OG0000264	XP_016844991.1, XP_016844992.1, XP_016844993.1	XP_026298264.1, XP_026298263.1
OG0000264	XP_001608103.1	NP_001171498.1
OG0000265	XP_008213476.1, XP_016839585.1	XP_624456.2
OG0000266	XP_003428081.1	NP_001171495.1
OG0000266	XP_008213988.1, XP_001601016.1, XP_032455467.1	XP_003249289.2
OG0000268	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2	XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1
OG0000269	XP_001607744.2	XP_001120910.2
OG0000270	XP_031787127.1	XP_006558130.1
OG0000271	NP_001153387.1, XP_001600587.2	XP_026295760.1, NP_001091688.1
OG0000271	XP_001606201.2	NP_001157480.1
OG0000272	XP_031778066.1, XP_032453944.1	NP_001073564.1, XP_026302163.1
OG0000272	XP_001603198.2	XP_026300655.1, NP_001011621.1
OG0000273	XP_031780333.1	XP_006560612.2
OG0000274	XP_008211195.1	XP_396815.3
OG0000276	XP_001607936.1	XP_624151.1
OG0000277	XP_008211107.1	XP_001122835.3, XP_006565811.2
OG0000278	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1	XP_026296923.1
OG0000279	XP_031783226.1, XP_008203513.1, XP_016839857.1	NP_001164579.1
OG0000281	XP_001604417.2	NP_001011574.1
OG0000283	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1	XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1
OG0000284	XP_001606673.1	NP_001010975.1
OG0000284	XP_008211037.1	XP_026296666.1, XP_395934.2
OG0000285	XP_016838297.1	XP_016767133.1, XP_001120198.1
OG0000286	XP_032452557.1	NP_001164443.1
OG0000287	XP_008202843.1, XP_001606457.2	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1
OG0000287	XP_003425383.1, XP_008202274.1	XP_624121.2
OG0000288	NP_001166048.1, XP_008209318.1	XP_624678.1
OG0000289	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1
OG0000290	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1	XP_006563910.1, XP_016769242.1
OG0000291	XP_001606579.2, XP_031785150.1	NP_001257755.1
OG0000291	XP_008212916.2	XP_026298041.1
OG0000291	XP_008211563.1	XP_006560155.1, XP_006560156.1
OG0000292	XP_031780071.1	XP_026302029.1, XP_026302031.1, XP_026302030.1
OG0000293	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1	NP_001013377.2
OG0000294	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1	XP_026294745.1
OG0000295	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1	XP_026296372.1, XP_026296371.1
OG0000296	XP_031779169.1	XP_003249767.1, XP_392285.1
OG0000298	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1
OG0000299	XP_003426781.1, XP_001601854.1	XP_006563972.1, XP_006563971.1, XP_396934.4
OG0000300	XP_003425056.1, XP_001605288.1	XP_624183.1
OG0000301	NP_001165992.1	XP_016772392.1, NP_001035323.1
OG0000302	XP_031783914.1	XP_006571833.1
OG0000302	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1	XP_395048.4
OG0000303	XP_008212905.1	XP_016772523.1
OG0000303	XP_003426614.1	XP_026299472.1
OG0000303	XP_031785517.1	XP_026299848.1
OG0000304	XP_031786449.1	XP_006568070.1
OG0000306	XP_031785304.1	XP_016767898.1, XP_016767897.1
OG0000307	XP_031785703.1, XP_008215148.1, XP_032455669.1	XP_006561447.1, XP_026301562.1, XP_016772425.1
OG0000308	XP_008208754.1, XP_001602066.1	XP_392582.1
OG0000310	XP_016840055.1, XP_001606567.1	XP_006568882.1, XP_006568883.1
OG0000311	XP_031788070.1	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1
OG0000312	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1	XP_397055.1, XP_006558287.1
OG0000313	XP_031781836.1, XP_001599934.1	XP_026298038.1
OG0000314	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3	XP_026301105.1
OG0000314	XP_032456533.1, XP_001607656.1	XP_396447.3
OG0000315	XP_001599137.1, XP_001600184.4	XP_006571730.2
OG0000317	XP_016841106.1, XP_003426518.1, XP_008206890.1	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1
OG0000318	XP_008206399.1, XP_001606799.1	XP_026296489.1, XP_006570321.2
OG0000319	XP_016845436.1, XP_003428126.1	XP_026299510.1
OG0000320	XP_001602384.1, XP_001607362.3, XP_001605719.1	XP_026300661.1, NP_001159378.1
OG0000321	XP_031777401.1	XP_026299571.1
OG0000322	XP_001607407.1	XP_006565594.3
OG0000323	XP_031788472.1, XP_032457254.1, XP_031788450.1	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1
OG0000324	XP_031780816.1	XP_026296234.1, XP_026296228.1
OG0000324	XP_016838881.2	XP_026295817.1, XP_026295816.1
OG0000325	XP_008213655.1	XP_003251224.2, XP_006568360.2
OG0000326	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1	XP_006567415.1, XP_001120061.2
OG0000327	XP_016838935.1, XP_016838930.1	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1
OG0000329	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1	XP_001119858.2
OG0000330	XP_016837033.1, NP_001280498.1, NP_001280500.1, NP_001280494.1	NP_001011638.1
OG0000330	NP_001159944.1, NP_001159943.1	NP_001011616.2
OG0000331	XP_016843206.1	XP_006565044.2, XP_003250569.2, XP_003251149.1, XP_003251148.1, XP_394209.2, XP_392145.3, XP_006568008.2, XP_394210.5, XP_006565513.1
OG0000332	XP_031783273.1, XP_008206247.1	XP_026300806.1, XP_026300805.1
OG0000333	XP_031783197.1	XP_006560640.1, XP_026296150.1
OG0000334	NP_001164403.1, XP_032452183.1, XP_008216254.1	XP_006562896.1
OG0000335	XP_003426117.1	XP_003249498.1, XP_003249499.1
OG0000336	XP_003426396.1	XP_006568577.1, XP_026298127.1
OG0000336	XP_008206529.1, XP_016839052.1	XP_394886.4
OG0000337	XP_031783756.1	XP_006570477.1
OG0000338	XP_003424878.1	XP_016766952.1
OG0000339	XP_031784468.1	XP_393356.1
OG0000339	XP_031779603.1	XP_623285.1
OG0000340	XP_008202557.1	XP_026302145.1, NP_001106141.1
OG0000341	XP_031780569.1, XP_001601882.1	XP_003249977.1, XP_006561675.1
OG0000342	XP_008206353.1	XP_026299722.1
OG0000343	XP_003428067.1	XP_392617.4
OG0000344	XP_016844412.1	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1
OG0000345	XP_016837521.1, XP_031779210.1	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1
OG0000347	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1	XP_623076.2
OG0000349	XP_031785287.1	XP_026301664.1, XP_026301665.1
OG0000350	XP_001601576.1, XP_008204559.1	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1
OG0000351	XP_001603070.1	XP_026295181.1
OG0000352	XP_016839388.1	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1
OG0000354	NP_001164417.1, NP_001177708.1, NP_001164420.2, XP_016843659.1, NP_001164460.2, NP_001177594.1, XP_031778349.1, NP_001177599.1, NP_001177598.1, XP_016845920.1, NP_001177597.1, XP_016845905.1, NP_001177595.1, NP_001164463.1, NP_001177603.1, XP_031778371.1, NP_001177601.1, NP_001177602.1, NP_001177709.1, NP_001177600.1, NP_001177596.1, XP_016844910.1, XP_031778011.1, NP_001164418.1, NP_001164419.1, NP_001177593.1, XP_016836494.1, NP_001177604.1	XP_026299633.1
OG0000356	XP_032455089.1, XP_016842824.1	NP_001011588.1
OG0000356	XP_001603497.1, XP_001603472.2	NP_001011593.1, XP_006567383.1
OG0000357	XP_008201758.1, XP_003425261.1	XP_006563129.1, XP_623083.1
OG0000358	XP_032451992.1	XP_016768555.1, XP_006565559.1
OG0000360	XP_031786393.1	XP_003249464.1
OG0000361	XP_001599966.3	XP_026301193.1
OG0000362	XP_001603573.1, NP_001154986.1, XP_001603544.1	XP_006559006.1
OG0000362	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1	XP_396824.1
OG0000363	NP_001166856.1	XP_001120232.3
OG0000363	XP_008215037.1, NP_001136080.1	NP_001136109.1
OG0000364	XP_032455556.1, XP_016840845.1	XP_006562214.1
OG0000365	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1	XP_006564303.1
OG0000366	XP_031777582.1	XP_006563397.1
OG0000367	XP_001603452.1, XP_031780815.1	XP_006562894.1, XP_006562893.1
OG0000368	XP_031779116.1	XP_001120432.1
OG0000368	XP_031779250.1, XP_001606272.1	NP_001170961.1
OG0000369	XP_032451964.1, XP_008212938.1	XP_016772111.2, XP_006570176.2
OG0000370	XP_008216733.1, NP_001166053.1	XP_026298736.1
OG0000371	XP_003426598.1	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3
OG0000372	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1	XP_026297975.1, XP_394846.2
OG0000375	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2
OG0000376	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1	XP_026298975.1, XP_026298976.1
OG0000377	XP_008210300.1	XP_006571428.1
OG0000377	NP_001164381.1	XP_393285.1
OG0000378	XP_001601479.2	XP_394649.3
OG0000379	XP_008209839.1, XP_008209838.1	XP_006569276.1
OG0000380	XP_031786831.1, XP_031786832.1	XP_006571553.1, XP_016772009.1, XP_392808.2
OG0000381	XP_016841180.1	XP_623273.1
OG0000381	XP_001602738.1	XP_392943.3
OG0000382	XP_001607827.3	XP_391836.2
OG0000382	XP_008217713.1	XP_006567371.1
OG0000383	XP_003427646.1	XP_006565095.2, XP_001120578.2
OG0000384	XP_001604432.2, XP_008210418.1	XP_392769.5
OG0000384	XP_031782398.1	XP_016766394.2
OG0000385	XP_001599984.1	XP_026298045.1
OG0000386	XP_008202799.1, XP_031777593.1	XP_003250298.1, XP_026301328.1, XP_006563697.2
OG0000387	XP_008210181.2	XP_026297715.1, XP_624193.2, XP_006571990.1
OG0000388	XP_008206350.1	XP_006564597.1
OG0000389	XP_008216123.1, XP_016837517.1	XP_026296199.1, XP_016771975.2
OG0000390	XP_001602302.2, XP_031782806.1	XP_016768447.1
OG0000391	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1
OG0000394	XP_031778263.1	XP_006559712.2, XP_006559711.2, XP_397062.3
OG0000395	XP_001601573.1, XP_031787201.1	XP_026298838.1
OG0000395	XP_001601712.1	XP_006568548.2
OG0000397	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1	XP_001123187.2
OG0000398	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2	XP_006562405.1
OG0000399	XP_032457471.1	XP_006564719.2, XP_016769093.2, XP_006564729.1
OG0000400	XP_016844273.1, XP_016844274.1, XP_003427708.1	XP_006563318.2, XP_026295759.1, XP_026295755.1
OG0000402	XP_008201747.1	XP_001121036.2
OG0000402	XP_001605218.1	NP_001157188.1, XP_006564106.1
OG0000403	XP_016842670.1, XP_016842678.1	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1
OG0000405	XP_001607109.1	XP_395824.1
OG0000406	XP_008208600.3, XP_032455879.1	XP_624150.2
OG0000408	XP_001607579.1, XP_008206487.1	XP_003251385.1
OG0000408	XP_031782506.1	XP_393143.2
OG0000409	XP_032452236.1, NP_001153487.1	XP_006570965.1
OG0000410	XP_008206544.1	XP_393523.5
OG0000411	XP_001602382.2	XP_624548.2
OG0000411	XP_001601862.2	XP_006557483.1
OG0000412	XP_031782587.1	XP_026302239.1, XP_006568843.1
OG0000413	XP_001600121.2	XP_026300633.1, XP_026300632.1, XP_026300636.1
OG0000414	XP_001607773.1, XP_016845900.1, XP_016845899.1, XP_016845901.1	XP_016769079.1
OG0000415	XP_031783559.1	XP_026295887.1, XP_395146.3
OG0000416	XP_001600745.2	XP_006570866.1
OG0000417	XP_003424313.2	XP_026296264.1, XP_026296267.1
OG0000418	XP_031782893.1	XP_006570570.1, NP_001177850.1
OG0000419	XP_031788079.1, XP_031788078.1, XP_031788082.1, XP_032456075.1, XP_032456074.1, XP_031788080.1	XP_006569847.1
OG0000420	XP_031782083.1	XP_006568996.1
OG0000420	XP_001604517.1	XP_006572449.2
OG0000421	XP_016839013.1	XP_001121869.2, XP_026296772.1
OG0000422	XP_016839096.1	XP_006572088.1
OG0000423	XP_032453464.1	XP_026295804.1
OG0000424	XP_031788292.1	XP_016768639.1
OG0000424	XP_031788296.1	XP_006562644.1
OG0000425	XP_008215235.1, XP_008215236.1, XP_001604858.2	XP_395221.4
OG0000426	XP_003425799.1, XP_003425800.1, XP_008203786.1, XP_016839812.1, XP_031782583.1	XP_393189.1, XP_006559877.1
OG0000427	XP_016840422.1	XP_016767660.1
OG0000428	XP_001607956.2	XP_026301054.1, NP_001314884.1
OG0000429	XP_032455744.1, XP_031785495.1, XP_003426891.1, XP_032455743.1	XP_026296787.1
OG0000430	XP_008211856.1, XP_008207390.1	XP_016772824.1, XP_026295303.1
OG0000431	XP_008216630.2	XP_016768886.2
OG0000432	XP_016838902.1, XP_016838898.1, XP_016838897.1, XP_016838901.1, XP_016838899.1, XP_032454127.1	XP_026298315.1, XP_016769150.2
OG0000433	XP_001604598.1	XP_001120293.2
OG0000434	XP_008213589.1, XP_008213590.1, XP_008213575.1, XP_001603384.1, XP_008213596.1	XP_026296060.1
OG0000435	XP_008213926.1, XP_008213917.1	XP_006558601.1
OG0000436	XP_016839429.1	XP_006564598.1, XP_006564601.1
OG0000436	XP_008215662.1	XP_001120684.2
OG0000437	XP_031777981.1, XP_031777979.1	XP_006566943.1, XP_393874.3
OG0000438	XP_031785753.1	XP_006567961.1, XP_397205.2
OG0000439	XP_008209688.1, XP_008209684.1	XP_006569984.1
OG0000441	XP_001603075.2	XP_003251165.1, XP_006568081.1
OG0000442	XP_016838282.1, XP_008209902.1, XP_008209903.1, XP_008209904.1, XP_008209905.1, XP_031779664.1, XP_031779663.1	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1
OG0000443	XP_001608199.2, XP_032457005.1	XP_016771723.2
OG0000444	XP_001602623.1	XP_624349.1
OG0000445	XP_003427100.3	XP_392097.5
OG0000445	XP_001603511.2	XP_006563187.2
OG0000446	XP_001606211.2	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2
OG0000447	XP_032451673.1, XP_003425526.1	XP_006559494.1
OG0000448	XP_003428221.1, XP_032455151.1, XP_031786682.1, XP_001608037.1, XP_003428220.1	XP_016767931.1
OG0000449	XP_001606175.1	XP_003250896.1, XP_001120350.1, XP_003250898.1
OG0000450	XP_016842582.1	XP_026295212.1
OG0000451	XP_001604727.2	XP_006572424.1, NP_001265256.1
OG0000452	XP_016841334.1	XP_006566781.2
OG0000452	XP_031789446.1	XP_026299462.1
OG0000453	XP_001604723.2, XP_003424454.1	XP_392026.2, XP_006565842.1
