Orthogroup	Osmia_bicornis	Tribolium_castaneum
OG0000194	XP_029038776.1, XP_029038788.1, XP_029038813.1	NP_001280525.1
OG0000196	XP_029041657.1, XP_029041656.1	XP_969047.2
OG0000196	XP_029053549.1	XP_967948.2
OG0000197	XP_029032736.1, XP_029032735.1, XP_029032734.1	XP_015837925.1
OG0000198	XP_029048757.1, XP_029048766.1, XP_029048776.1	XP_008196149.1
OG0000200	XP_029052014.1, XP_029037779.1	XP_974164.1
OG0000200	XP_029049081.1, XP_029049085.1	XP_967143.1, XP_015839106.1, XP_974030.1
OG0000201	XP_029039891.1	XP_015833113.1
OG0000202	XP_029044324.1	XP_008196489.1, XP_008196491.1, XP_008196490.1
OG0000203	XP_029042308.1, XP_029042310.1	XP_972061.1
OG0000204	XP_029049274.1, XP_029049273.1, XP_029049272.1, XP_029049275.1	XP_008192748.1, XP_015834354.1, XP_015834322.1, XP_001810985.1, XP_015834355.1, XP_966892.1
OG0000205	XP_029047201.1, XP_029047202.1, XP_029047200.1, XP_029047205.1, XP_029047203.1, XP_029047204.1	XP_015834252.1, XP_969899.1, XP_972246.2, XP_969838.2
OG0000206	XP_029052215.1	XP_975174.1
OG0000206	XP_029052187.1, XP_029052186.1	XP_967870.1
OG0000207	XP_029041769.1, XP_029041771.1	XP_008190794.1
OG0000208	XP_029041765.1	NP_001034487.2, XP_008199220.1
OG0000209	XP_029047963.1, XP_029047965.1, XP_029047964.1	XP_015833617.1
OG0000210	XP_029037304.1	XP_008196393.1
OG0000210	XP_029045711.1	XP_008194608.1, XP_973007.1
OG0000210	XP_029041331.1	XP_015838316.1, XP_971337.1
OG0000212	XP_029034391.1, XP_029034390.1, XP_029051924.1, XP_029051929.1	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1
OG0000213	XP_029041152.1, XP_029041153.1, XP_029041150.1, XP_029041151.1	XP_970612.2
OG0000214	XP_029041256.1	XP_967960.2
OG0000215	XP_029040889.1, XP_029040887.1, XP_029040888.1, XP_029040891.1	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1
OG0000216	XP_029052235.1, XP_029052237.1	NP_001107836.1, XP_967724.1, NP_001123993.1, XP_008193185.1, XP_008199996.1, XP_971612.1, NP_001123994.1
OG0000217	XP_029041283.1	XP_973791.2, XP_975130.2, XP_015839401.1, XP_015839404.1, XP_015839405.1, XP_008199621.1, XP_015839403.1, XP_015840143.1, XP_008192685.2, XP_008192686.2, XP_015835054.1, XP_015835055.1, XP_008191628.1, XP_008191600.1, XP_008198006.2
OG0000218	XP_029034776.1, XP_029034777.1, XP_029034772.1, XP_029034773.1, XP_029034774.1, XP_029034775.1	XP_967940.2
OG0000219	XP_029033097.1, XP_029033098.1, XP_029033099.1, XP_029033101.1, XP_029033100.1	XP_968383.1
OG0000220	XP_029033278.1, XP_029033277.1, XP_029033279.1, XP_029033274.1, XP_029033275.1, XP_029033276.1, XP_029033273.1	XP_015840696.1
OG0000221	XP_029042551.1	XP_015837155.1, XP_974256.1
OG0000223	XP_029038992.1	NP_001164284.1, XP_972063.1
OG0000225	XP_029035976.1, XP_029035979.1, XP_029035978.1, XP_029032932.1	XP_971086.2
OG0000226	XP_029036179.1	NP_001280522.1, XP_008197480.1
OG0000226	XP_029036153.1	XP_015838522.1
OG0000227	XP_029056277.1, XP_029056278.1, XP_029056276.1, XP_029056274.1, XP_029056306.1, XP_029056308.1, XP_029056307.1, XP_029056309.1, XP_029056279.1	XP_008198897.2
OG0000229	XP_029043983.1	XP_008190780.1
OG0000230	XP_029052179.1, XP_029052178.1	XP_015836723.1
OG0000231	XP_029054484.1, XP_029039829.1	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1
OG0000232	XP_029039432.1	XP_970131.1
OG0000233	XP_029038096.1, XP_029038095.1	XP_008196062.1, XP_008196018.1, XP_008196019.1
OG0000234	XP_029050333.1, XP_029050356.1, XP_029050344.1, XP_029050517.1	XP_972520.3, XP_001814003.1
OG0000235	XP_029045311.1, XP_029045317.1, XP_029045324.1, XP_029045318.1	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1
OG0000236	XP_029036862.1, XP_029036865.1, XP_029036864.1	NP_001155991.1
OG0000237	XP_029051857.1	XP_008197452.1
OG0000237	XP_029051872.1	XP_008197451.1
OG0000239	XP_029036180.1, XP_029036132.1	XP_015836807.1, XP_008200144.1
OG0000240	XP_029047308.1, XP_029047307.1, XP_029047306.1, XP_029047240.1	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1
OG0000244	XP_029039027.1	XP_974579.1, XP_015836330.1
OG0000245	XP_029039448.1	XP_008194988.1, NP_001034522.1, NP_001034493.1
OG0000246	XP_029043282.1, XP_029043284.1, XP_029043283.1	NP_001096056.1
OG0000246	XP_029043287.1, XP_029043289.1, XP_029043288.1	XP_973068.2, XP_008193582.1
OG0000247	XP_029036519.1	XP_015836651.1, XP_967265.2, XP_015836758.1, XP_967437.1, XP_015836650.1, XP_015836187.1
OG0000247	XP_029036521.1	XP_015840017.1, XP_008190606.2, XP_015833810.1
OG0000248	XP_029042768.1	XP_015839338.1, XP_008193359.2, XP_015835108.1
OG0000249	XP_029044045.1	XP_966587.1
OG0000250	XP_029052124.1, XP_029052120.1	XP_008196257.1
OG0000251	XP_029045709.1, XP_029045708.1, XP_029038523.1, XP_029038522.1	XP_015840048.1, XP_008201191.1
OG0000252	XP_029037839.1	XP_970662.1
OG0000253	XP_029036723.1	XP_008198043.1
OG0000253	XP_029032574.1	XP_015838158.1
OG0000254	XP_029046368.1	XP_008195945.1
OG0000254	XP_029055807.1	XP_008195412.1, XP_971164.2
OG0000256	XP_029042504.1, XP_029042508.1, XP_029042505.1, XP_029042506.1, XP_029042511.1, XP_029042512.1, XP_029042509.1, XP_029042507.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	XP_029045410.1	XP_015838389.1
OG0000257	XP_029045406.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000261	XP_029035663.1, XP_029035664.1, XP_029035662.1	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1
OG0000263	XP_029042765.1, XP_029042764.1, XP_029042763.1	XP_966512.1, XP_975893.1
OG0000264	XP_029053644.1	XP_008198346.1, NP_001164126.1
OG0000264	XP_029053659.1, XP_029053657.1	XP_968284.1, XP_015835141.1
OG0000265	XP_029048310.1	NP_001153781.1, XP_008200967.1, XP_008200966.1
OG0000266	XP_029049979.1	XP_967356.1
OG0000266	XP_029049312.1	XP_970881.1, XP_970797.1
OG0000268	XP_029053715.1	XP_967796.2, XP_015832932.1, XP_015838161.1
OG0000269	XP_029036205.1, XP_029036204.1	XP_971005.2
OG0000270	XP_029047487.1	XP_008198078.1, NP_001280505.1
OG0000270	XP_029045046.1	XP_008198076.1, NP_001280501.1
OG0000271	XP_029048607.1	NP_001290187.1, NP_001280499.1, XP_015839433.1
OG0000271	XP_029047035.1	NP_001280518.1
OG0000272	XP_029034319.1	XP_008193383.1, NP_001107763.1
OG0000272	XP_029032785.1, XP_029032787.1	NP_001103420.1
OG0000273	XP_029044326.1, XP_029044327.1	XP_008191036.1
OG0000275	XP_029051562.1	XP_970514.2
OG0000277	XP_029032823.1, XP_029032828.1, XP_029032829.1, XP_029032830.1, XP_029032831.1, XP_029032824.1, XP_029032825.1, XP_029032832.1, XP_029032833.1, XP_029032827.1	XP_015837443.1
OG0000278	XP_029051961.1, XP_029049618.1	XP_015834844.1
OG0000279	XP_029036092.1, XP_029036091.1, XP_029036094.1, XP_029036095.1, XP_029036096.1	NP_001280538.1, XP_015838925.1, XP_015838796.1
OG0000281	XP_029053027.1	XP_967340.1
OG0000281	XP_029045750.1, XP_029045751.1, XP_029045752.1, XP_029045754.1, XP_029045756.1, XP_029045753.1, XP_029045757.1	XP_968478.1, XP_968177.1
OG0000283	XP_029045503.1, XP_029045504.1	XP_970327.1, XP_015836740.1
OG0000284	XP_029055634.1	XP_968561.1
OG0000284	XP_029055784.1, XP_029055401.1	XP_008195942.1, XP_973257.1
OG0000285	XP_029048555.1, XP_029048564.1, XP_029048573.1, XP_029048581.1	XP_970530.1
OG0000286	XP_029033341.1	XP_008193140.1
OG0000287	XP_029055707.1	XP_001814592.1
OG0000288	XP_029037231.1	XP_015833077.1, XP_008200294.1
OG0000288	XP_029048238.1	XP_966392.1
OG0000289	XP_029040796.1	XP_973833.1
OG0000290	XP_029051156.1	XP_008193818.1
OG0000291	XP_029034855.1	XP_008192535.1
OG0000292	XP_029042887.1, XP_029037740.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000293	XP_029038982.1, XP_029038983.1, XP_029038981.1	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1
OG0000295	XP_029042145.1	XP_974942.1
OG0000296	XP_029049544.1, XP_029049545.1, XP_029049543.1	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000297	XP_029038213.1	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1
OG0000298	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1	XP_975374.1
OG0000299	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1	XP_008196759.1
OG0000300	XP_029032385.1	XP_969695.1
OG0000300	XP_029032635.1	XP_001811015.1
OG0000301	XP_029048644.1, XP_029048643.1	NP_001107791.1
OG0000301	XP_029043020.1	NP_001107860.1
OG0000302	XP_029039652.1	XP_008196651.1
OG0000302	XP_029045566.1	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000303	XP_029051023.1	XP_971548.1, XP_008199064.1
OG0000304	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1	XP_015835772.1, XP_008193751.1
OG0000305	XP_029047339.1	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1
OG0000306	XP_029055772.1, XP_029055770.1, XP_029055768.1	XP_008195672.2
OG0000307	XP_029042359.1, XP_029042358.1	XP_973197.1
OG0000308	XP_029040434.1, XP_029040435.1, XP_029040433.1	XP_015835181.1
OG0000309	XP_029048625.1, XP_029048626.1, XP_029048627.1, XP_029048623.1, XP_029048622.1	XP_968563.2, XP_015838858.1
OG0000310	XP_029056622.1, XP_029056621.1, XP_029056620.1, XP_029056619.1	XP_015834524.1
OG0000311	XP_029054207.1	NP_001164089.1, XP_015836774.1
OG0000312	XP_029039443.1, XP_029039442.1	XP_015833546.1
OG0000313	XP_029044195.1	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000314	XP_029040843.1, XP_029040844.1	XP_968893.1, XP_008193080.1, XP_966924.1
OG0000314	XP_029040842.1	XP_967017.1
OG0000315	XP_029050380.1	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1
OG0000316	XP_029052013.1	XP_008190751.1, NP_001182329.1
OG0000317	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1	XP_008200064.1
OG0000318	XP_029045169.1	XP_008192121.1, XP_974398.1
OG0000319	XP_029049730.1	XP_967713.1, XP_971783.1
OG0000320	XP_029043380.1	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	XP_029032312.1, XP_029032313.1	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	XP_029045710.1, XP_029050313.1, XP_029040429.1	XP_974306.1
OG0000322	XP_029035236.1	XP_008191340.1
OG0000323	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1	XP_015839632.1, XP_015839647.1
OG0000324	XP_029032343.1, XP_029032272.1	XP_015834170.1, XP_015834173.1
OG0000325	XP_029032468.1, XP_029032467.1	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1
OG0000326	XP_029036522.1, XP_029036513.1	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	XP_029044880.1, XP_029044872.1	XP_008191189.2
OG0000330	XP_029044991.1, XP_029043396.1, XP_029044978.1	XP_967194.1, XP_973575.3, XP_968237.2
OG0000331	XP_029037754.1	XP_972225.1
OG0000332	XP_029039444.1, XP_029039445.1, XP_029039447.1	XP_971957.1
OG0000333	XP_029035562.1, XP_029048672.1	XP_015839725.1
OG0000334	XP_029040536.1	XP_015836026.1
OG0000335	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1	XP_971201.1
OG0000336	XP_029053215.1	XP_001814361.1
OG0000337	XP_029044048.1	XP_008198111.1, XP_008198112.1
OG0000338	XP_029049651.1	XP_008197000.1
OG0000339	XP_029036574.1	XP_975511.1
OG0000339	XP_029035057.1	NP_001177648.1, XP_008193158.1
OG0000340	XP_029043213.1	XP_008200736.1
OG0000341	XP_029047897.1	XP_975221.1
OG0000342	XP_029049079.1, XP_029049078.1, XP_029049080.1, XP_029049076.1	XP_008198162.1
OG0000342	XP_029048895.1	XP_968153.2
OG0000343	XP_029055935.1, XP_029055937.1, XP_029055936.1	XP_008193357.1
OG0000344	XP_029040724.1	XP_015840052.1, XP_015840053.1
OG0000345	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1	XP_015838177.1
OG0000347	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1	XP_008196770.1
OG0000348	XP_029040383.1, XP_029040373.1, XP_029040376.1, XP_029040378.1, XP_029040380.1, XP_029040381.1, XP_029040379.1, XP_029040374.1, XP_029040375.1, XP_029040377.1	XP_008195650.1
OG0000349	XP_029045227.1, XP_029045228.1	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	XP_029035510.1, XP_029035506.1, XP_029035507.1, XP_029035508.1, XP_029035509.1	XP_008197841.1, XP_971237.1
OG0000351	XP_029032992.1, XP_029032991.1, XP_029032993.1	XP_971635.2, XP_008196968.1
OG0000352	XP_029054732.1, XP_029054729.1	XP_974349.1
OG0000356	XP_029038604.1	XP_008197708.1, XP_008197784.2
OG0000357	XP_029043524.1, XP_029043523.1, XP_029043522.1, XP_029043520.1, XP_029043525.1, XP_029043526.1	XP_008194728.1
OG0000358	XP_029055341.1, XP_029055342.1, XP_029055343.1, XP_029055344.1	XP_972062.1
OG0000360	XP_029034706.1	XP_008195292.1, XP_967057.1
OG0000361	XP_029040875.1	XP_973660.1
OG0000362	XP_029032609.1	NP_001161782.1
OG0000362	XP_029032601.1, XP_029032600.1, XP_029032602.1, XP_029032603.1, XP_029032604.1	NP_001161781.1
OG0000363	XP_029037783.1	XP_970320.1
OG0000363	XP_029051564.1	XP_015834105.1
OG0000364	XP_029048237.1	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1
OG0000366	XP_029036848.1, XP_029036838.1, XP_029036835.1, XP_029036836.1	XP_015840947.1, NP_001107777.1
OG0000367	XP_029040540.1, XP_029040539.1, XP_029040537.1, XP_029040541.1	XP_008194856.1, XP_015836457.1
OG0000368	XP_029042037.1	XP_976104.1, XP_015838018.1
OG0000369	XP_029040906.1, XP_029040905.1, XP_029035224.1	XP_008201712.1
OG0000370	XP_029036217.1	XP_015839940.1
OG0000371	XP_029034789.1, XP_029034794.1, XP_029034788.1, XP_029034793.1, XP_029034792.1	XP_008201299.1
OG0000372	XP_029050137.1, XP_029037026.1	XP_015836666.1
OG0000374	XP_029054453.1	XP_015840165.1
OG0000375	XP_029032555.1, XP_029032556.1, XP_029032551.1, XP_029032550.1, XP_029032553.1, XP_029032552.1, XP_029032554.1	XP_015838589.1
OG0000376	XP_029052453.1, XP_029052451.1, XP_029052452.1	XP_008190447.1
OG0000377	XP_029040734.1	XP_008198810.1
OG0000377	XP_029034326.1	XP_008199609.1
OG0000379	XP_029033796.1, XP_029033792.1	XP_008191956.1, XP_015836606.1
OG0000380	XP_029037950.1, XP_029037952.1	XP_970911.1, XP_015835308.1
OG0000381	XP_029053290.1	XP_015834938.1
OG0000381	XP_029056661.1	XP_001813974.1
OG0000382	XP_029039628.1, XP_029039629.1, XP_029039627.1, XP_029046829.1	XP_966771.1
OG0000383	XP_029037376.1, XP_029037375.1, XP_029050159.1	XP_015840217.1
OG0000384	XP_029032128.1, XP_029032123.1	XP_001813130.1
OG0000384	XP_029032140.1	XP_008193509.1, XP_008193510.1
OG0000385	XP_029049378.1, XP_029055593.1	XP_008200161.1
OG0000386	XP_029056438.1, XP_029056437.1	XP_970034.2
OG0000387	XP_029033287.1	XP_968734.1
OG0000388	XP_029047149.1	XP_974824.1
OG0000388	XP_029044053.1	XP_974813.1
OG0000389	XP_029051988.1, XP_029037895.1	XP_008191053.1, XP_971552.2
OG0000392	XP_029055038.1	XP_015839708.1
OG0000394	XP_029051207.1, XP_029051206.1	XP_008190453.1, XP_015836362.1, XP_970450.1
OG0000395	XP_029041446.1, XP_029041452.1, XP_029041451.1, XP_029041449.1, XP_029041447.1, XP_029041448.1, XP_029050227.1	XP_967306.3
OG0000396	XP_029053559.1	XP_967256.1
OG0000397	XP_029053422.1, XP_029053423.1, XP_029053421.1, XP_029053420.1, XP_029053419.1, XP_029053417.1, XP_029053424.1, XP_029053425.1	XP_973626.3
OG0000398	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1	XP_973071.1
OG0000399	XP_029051263.1, XP_029051260.1	XP_015838955.1
OG0000401	XP_029055758.1, XP_029055757.1, XP_029055762.1, XP_029055761.1, XP_029055759.1	XP_973474.1
OG0000403	XP_029034027.1, XP_029034020.1, XP_029034022.1	XP_015835469.1
OG0000405	XP_029040022.1, XP_029040023.1	XP_975505.1
OG0000405	XP_029050577.1	XP_969335.1
OG0000406	XP_029055567.1	XP_015840310.1, XP_967861.2
OG0000407	XP_029043685.1, XP_029043686.1, XP_029043684.1	XP_008198805.1
OG0000408	XP_029052495.1	XP_008190910.1
OG0000408	XP_029032254.1	XP_008199142.1, XP_970081.3
OG0000409	XP_029052807.1	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1
OG0000410	XP_029036046.1	XP_008194279.1
OG0000410	XP_029034621.1, XP_029034617.1	XP_008199891.1
OG0000411	XP_029035220.1	XP_008191461.1
OG0000411	XP_029055622.1	XP_001813433.1
OG0000412	XP_029034129.1	XP_015836557.1, XP_971694.2
OG0000413	XP_029038086.1	XP_969620.2
OG0000415	XP_029034205.1, XP_029034224.1, XP_029034214.1, XP_029034233.1	XP_973217.2
OG0000416	XP_029050280.1, XP_029040989.1, XP_029053577.1	XP_008192545.1
OG0000417	XP_029046684.1, XP_029046681.1	XP_008198772.1
OG0000417	XP_029039481.1	XP_974698.1
OG0000418	XP_029053844.1	XP_015833481.1
OG0000419	XP_029038504.1, XP_029038503.1	XP_971173.1, XP_015838774.1
OG0000420	XP_029054713.1	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1
OG0000421	XP_029045207.1, XP_029045205.1, XP_029045209.1, XP_029045208.1, XP_029045206.1	XP_008192097.1
OG0000422	XP_029042799.1, XP_029042800.1, XP_029042801.1, XP_029042802.1, XP_029042804.1, XP_029042805.1, XP_029042806.1, XP_029042807.1	XP_008192616.1
OG0000423	XP_029042969.1, XP_029042970.1, XP_029042968.1	XP_008199561.1
OG0000424	XP_029051825.1	XP_015840415.1
OG0000424	XP_029051827.1	XP_015840422.1
OG0000425	XP_029050552.1, XP_029050554.1, XP_029050553.1	XP_969804.2
OG0000426	XP_029051625.1, XP_029051626.1, XP_029051627.1, XP_029051628.1, XP_029051629.1, XP_029051630.1, XP_029051631.1	XP_973970.1
OG0000427	XP_029033739.1, XP_029050501.1	XP_972369.1
OG0000427	XP_029043845.1	XP_008196417.1
OG0000428	XP_029056380.1	XP_015839428.1, XP_008194527.2
OG0000428	XP_029035040.1	XP_015837845.1, NP_001280511.1
OG0000429	XP_029042878.1	XP_008196407.1, XP_015837255.1
OG0000430	XP_029048756.1, XP_029037852.1	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1
OG0000431	XP_029034929.1	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1
OG0000432	XP_029044224.1, XP_029044225.1, XP_029044227.1, XP_029044228.1	XP_973723.1
OG0000433	XP_029033674.1, XP_029033660.1	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1
OG0000433	XP_029045024.1	NP_001139389.1, XP_015833910.1
OG0000436	XP_029047130.1	XP_008197909.1
OG0000437	XP_029034616.1, XP_029034615.1	XP_008200406.1
OG0000438	XP_029052561.1	XP_971688.3
OG0000439	XP_029055734.1	XP_008193933.1
OG0000440	XP_029033324.1	XP_008200809.1
OG0000441	XP_029044307.1, XP_029044308.1	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1
OG0000442	XP_029032945.1, XP_029032946.1, XP_029032947.1	XP_008197799.1, XP_968004.1
OG0000443	XP_029032458.1, XP_029032459.1	XP_974381.2
OG0000444	XP_029049724.1, XP_029049723.1, XP_029049722.1	NP_001164534.1, NP_001164533.1
OG0000445	XP_029052017.1	XP_008193734.1
OG0000446	XP_029047028.1	XP_008198655.1, XP_008198715.2, XP_008198651.1
OG0000447	XP_029044272.1, XP_029044277.1	XP_008191853.2
OG0000448	XP_029036628.1	XP_969343.1
OG0000449	XP_029053399.1, XP_029053400.1, XP_029053397.1, XP_029053398.1	XP_966346.1
OG0000450	XP_029040635.1, XP_029040640.1	NP_001157610.1, XP_015835206.1
OG0000451	XP_029041017.1	XP_972488.2
OG0000452	XP_029049758.1	XP_008195563.1
OG0000452	XP_029054030.1, XP_029054029.1, XP_029054028.1	XP_008190571.1
OG0000453	XP_029050616.1	XP_008196382.1, XP_008196383.1, XP_008196384.1
OG0000454	XP_029056127.1, XP_029056126.1, XP_029056137.1, XP_029056136.1, XP_029056129.1, XP_029056128.1, XP_029056130.1, XP_029056133.1, XP_029056132.1, XP_029056135.1	XP_008197523.2
OG0000455	XP_029036323.1, XP_029036319.1, XP_029036321.1, XP_029036324.1, XP_029036322.1	NP_001280547.1, XP_008193388.1
OG0000456	XP_029032315.1, XP_029032318.1, XP_029032319.1, XP_029032317.1, XP_029032316.1, XP_029032314.1	XP_969928.1, XP_008196724.1
OG0000457	XP_029045192.1	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1
OG0000458	XP_029051946.1	XP_967155.1
OG0000459	XP_029033471.1	XP_968944.1
OG0000460	XP_029037984.1	XP_968824.2
OG0000461	XP_029036118.1, XP_029036117.1, XP_029036116.1	XP_008198752.1
OG0000462	XP_029045767.1, XP_029045768.1, XP_029045771.1, XP_029045769.1, XP_029045770.1, XP_029045765.1, XP_029045764.1, XP_029045763.1, XP_029045759.1, XP_029045761.1, XP_029045760.1, XP_029045766.1	XP_015840075.1
OG0000464	XP_029035743.1	XP_015836316.1, XP_015837285.1, XP_015836265.1, XP_015835579.1
OG0000465	XP_029033042.1	XP_008198275.1
OG0000466	XP_029053155.1, XP_029053153.1	XP_969900.1, XP_008191787.1
OG0000467	XP_029046488.1	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1
OG0000468	XP_029034757.1	XP_008194809.1
OG0000469	XP_029048121.1, XP_029048127.1, XP_029048113.1	XP_967943.1, NP_001306191.1
OG0000471	XP_029047912.1, XP_029047914.1, XP_029047913.1	XP_972436.1
OG0000472	XP_029055117.1, XP_029055137.1, XP_029055133.1, XP_029055157.1, XP_029055152.1, XP_029055122.1, XP_029055149.1, XP_029055160.1, XP_029055144.1, XP_029055165.1, XP_029055140.1, XP_029055127.1, XP_029055128.1	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1
