Orthogroup	Osmia_bicornis	Bombyx_mori
OG0000181	XP_029051355.1, XP_029051353.1, XP_029051352.1, XP_029051351.1, XP_029051350.1, XP_029051349.1, XP_029051354.1, XP_029051348.1	NP_001037380.1, XP_037871534.1
OG0000182	XP_029044796.1, XP_029044797.1, XP_029044799.1, XP_029044800.1, XP_029044801.1, XP_029044793.1, XP_029044794.1, XP_029044795.1	XP_037866789.1
OG0000183	XP_029053202.1	XP_004930975.1
OG0000184	XP_029034044.1, XP_029034077.1	XP_004932760.3
OG0000187	XP_029047831.1	XP_004929301.1
OG0000188	XP_029035546.1	NP_001037050.1
OG0000189	XP_029035806.1, XP_029035810.1, XP_029035809.1, XP_029035808.1	XP_037875292.1, XP_037875291.1
OG0000190	XP_029056400.1, XP_029056399.1, XP_029056401.1	XP_004931167.1
OG0000191	XP_029036825.1	XP_037872497.1, XP_037875388.1, XP_021208965.1, XP_021208964.2
OG0000192	XP_029034267.1, XP_029034266.1	XP_021207317.1
OG0000195	XP_029052983.1, XP_029052995.1, XP_029052191.1, XP_029052984.1, XP_029052188.1	NP_001037076.1, NP_001124371.1, NP_001124372.2, NP_001165396.1, XP_004922067.1, XP_004922068.1, NP_001091784.1
OG0000196	XP_029041657.1, XP_029041656.1	XP_012545232.2
OG0000196	XP_029053549.1	XP_004929740.2, XP_021205898.2, XP_004929623.3, XP_021205897.2
OG0000197	XP_029032736.1, XP_029032735.1, XP_029032734.1	XP_012551294.2, XP_004932561.2, XP_037872840.1, XP_004931928.2, XP_004931927.1, XP_037868489.1
OG0000198	XP_029048757.1, XP_029048766.1, XP_029048776.1	XP_037870155.1
OG0000200	XP_029052014.1	XP_012550244.1, NP_001036841.1
OG0000200	XP_029049081.1, XP_029049085.1	NP_001036881.1
OG0000201	XP_029039891.1	XP_004930370.2
OG0000202	XP_029044324.1, XP_029032521.1, XP_029032520.1	NP_001281213.1
OG0000203	XP_029047463.1	XP_004930258.2, XP_037876006.1
OG0000203	XP_029042308.1, XP_029042310.1	XP_037867417.1
OG0000204	XP_029049274.1, XP_029049273.1, XP_029049272.1, XP_029049275.1	XP_012547643.2, XP_037873174.1, XP_021205107.1, XP_004928344.1, XP_012547605.1, XP_004928345.1, XP_037873267.1
OG0000205	XP_029047201.1, XP_029047202.1, XP_029047200.1, XP_029047205.1, XP_029047203.1, XP_029047204.1	NP_001243944.1
OG0000206	XP_029052215.1	XP_004924015.1
OG0000206	XP_029052187.1, XP_029052186.1	XP_004922930.2
OG0000207	XP_029046518.1	NP_001037594.1
OG0000207	XP_029041769.1, XP_029041771.1	NP_001091793.1, XP_004930513.3
OG0000208	XP_029041765.1	XP_037869032.1, NP_001103395.1
OG0000209	XP_029047963.1, XP_029047965.1, XP_029047964.1	XP_037869646.1, XP_004932917.2, XP_037869645.1, XP_012551601.2, XP_012551602.2, XP_012551603.2
OG0000210	XP_029037304.1, XP_029045711.1	XP_012544085.3
OG0000210	XP_029041331.1	XP_037866888.1, XP_037866887.1
OG0000212	XP_029034391.1, XP_029034390.1, XP_029051924.1, XP_029051929.1	XP_037869182.1, NP_001106228.1
OG0000213	XP_029041152.1, XP_029041153.1, XP_029041150.1, XP_029041151.1	XP_004922013.1
OG0000214	XP_029041256.1	NP_001040475.1
OG0000215	XP_029040889.1, XP_029040887.1, XP_029040888.1, XP_029040891.1	XP_037866848.1, XP_004930044.1
OG0000216	XP_029052235.1, XP_029052237.1	NP_001108343.1
OG0000217	XP_029041283.1	XP_021203021.2, XP_012548700.2, XP_004933855.2, XP_037870903.1
OG0000218	XP_029034776.1, XP_029034777.1, XP_029034772.1, XP_029034773.1, XP_029034774.1, XP_029034775.1	XP_004930688.1
OG0000219	XP_029033097.1, XP_029033098.1, XP_029033099.1, XP_029033101.1, XP_029033100.1	XP_004931785.1
OG0000221	XP_029042551.1	XP_037867521.1, XP_021207573.1, XP_021207493.1, XP_004922691.2, XP_012551723.1, XP_012551720.1, XP_004922638.1, XP_037871234.1, XP_037877580.1, XP_037872846.1, XP_037877505.1, XP_037872849.1, XP_037872848.1, XP_037877503.1, XP_037877504.1, XP_037877506.1, XP_037877501.1, XP_037877502.1, XP_037872850.1, XP_037877579.1, XP_037877510.1, XP_037877561.1, XP_037877562.1
OG0000223	XP_029038992.1	NP_001037450.1, NP_001128672.1, XP_012550372.1, NP_001036840.1
OG0000225	XP_029035976.1, XP_029035979.1, XP_029035978.1, XP_029032932.1	NP_001040252.1
OG0000226	XP_029036179.1	NP_001127711.1, XP_021204237.1
OG0000226	XP_029036153.1	XP_037873831.1, NP_001127712.1
OG0000227	XP_029056277.1, XP_029056278.1, XP_029056276.1, XP_029056274.1, XP_029056306.1, XP_029056308.1, XP_029056307.1, XP_029056309.1, XP_029056279.1	XP_012550182.2, XP_004931163.3, XP_012550180.2
OG0000228	XP_029054322.1, XP_029054146.1	XP_037869231.1, XP_012553288.1
OG0000228	XP_029054240.1, XP_029053823.1, XP_029054303.1, XP_029053356.1, XP_029053909.1, XP_029054555.1, XP_029054744.1, XP_029054503.1, XP_029053720.1, XP_029054269.1	XP_037874874.1
OG0000229	XP_029043983.1	XP_004928517.1, XP_012547831.1
OG0000230	XP_029052179.1, XP_029052178.1	XP_021208331.1, XP_004933333.1
OG0000231	XP_029054484.1, XP_029039829.1	XP_037871854.1, XP_037877315.1
OG0000232	XP_029039432.1	XP_012546482.1, NP_001040472.1
OG0000233	XP_029038096.1, XP_029038095.1	XP_004928912.1, XP_004928913.2
OG0000235	XP_029045311.1, XP_029045317.1, XP_029045324.1, XP_029045318.1	XP_037877778.1, XP_012548383.2, XP_037877767.1, XP_037877779.1
OG0000236	XP_029036862.1, XP_029036865.1, XP_029036864.1	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2
OG0000237	XP_029051857.1	XP_004931804.1
OG0000237	XP_029051872.1	XP_037875185.1
OG0000241	XP_029044589.1, XP_029038589.1	XP_012547063.1, XP_004926042.1, XP_037873319.1, XP_012546361.1, XP_004929513.1, XP_004929472.2
OG0000244	XP_029039027.1	XP_021202524.1
OG0000245	XP_029039448.1	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1
OG0000246	XP_029043282.1, XP_029043284.1, XP_029043283.1	XP_012549895.1, NP_001037174.1
OG0000246	XP_029043287.1, XP_029043289.1, XP_029043288.1	XP_004931016.1
OG0000247	XP_029036521.1	XP_021207883.2, XP_037873736.1
OG0000248	XP_029042768.1	XP_021203484.2, XP_037872942.1
OG0000249	XP_029044045.1	NP_001138804.1, XP_012545064.1
OG0000250	XP_029052124.1, XP_029052120.1	XP_021206228.1, XP_004930144.1
OG0000250	XP_029055624.1, XP_029055616.1	XP_004930143.1
OG0000251	XP_029045709.1, XP_029045708.1, XP_029038523.1, XP_029038522.1	XP_021206899.1, NP_001108066.1
OG0000252	XP_029037839.1	NP_001104796.1
OG0000253	XP_029036723.1	XP_021208580.1, NP_001037287.1
OG0000253	XP_029032574.1	NP_001037285.1
OG0000254	XP_029046368.1	XP_004921802.3
OG0000254	XP_029055807.1	XP_004924523.1, XP_037876397.1
OG0000256	XP_029042504.1, XP_029042508.1, XP_029042505.1, XP_029042506.1, XP_029042511.1, XP_029042512.1, XP_029042509.1, XP_029042507.1	NP_001093298.1, XP_037870495.1
OG0000257	XP_029045410.1	XP_012551257.1, XP_012551255.1
OG0000257	XP_029045406.1	XP_004932600.1
OG0000258	XP_029047643.1, XP_029047644.1	NP_001159622.2, NP_001106744.1, XP_012551170.1
OG0000259	XP_029044913.1	XP_012548404.1
OG0000261	XP_029035663.1, XP_029035664.1, XP_029035662.1	XP_004922950.1, NP_001303996.1
OG0000263	XP_029042765.1, XP_029042764.1, XP_029042763.1	XP_012549376.1, NP_001040274.1
OG0000264	XP_029053644.1	NP_001037358.2
OG0000264	XP_029053659.1, XP_029053657.1	XP_037875045.1, NP_001037084.1
OG0000266	XP_029049979.1	NP_001040464.1
OG0000266	XP_029049312.1	XP_012544346.1, NP_001037083.1
OG0000268	XP_029053715.1	XP_021204157.1
OG0000269	XP_029036205.1, XP_029036204.1	XP_004924161.2
OG0000270	XP_029045046.1	NP_001171666.1
OG0000271	XP_029048607.1	XP_037870196.1, NP_001036913.1, XP_021203229.1, NP_001036977.1
OG0000272	XP_029034319.1	NP_001091830.1, XP_037866711.1
OG0000272	XP_029032785.1, XP_029032787.1	NP_001166818.1, XP_012549099.1
OG0000274	XP_029046053.1	XP_021202962.1, XP_021202959.1
OG0000275	XP_029051562.1	XP_004924792.1
OG0000277	XP_029032823.1, XP_029032828.1, XP_029032829.1, XP_029032830.1, XP_029032831.1, XP_029032824.1, XP_029032825.1, XP_029032832.1, XP_029032833.1, XP_029032827.1	XP_012544880.1, XP_021202885.1, XP_004924999.1
OG0000278	XP_029051961.1, XP_029049618.1	XP_021207737.1
OG0000279	XP_029036092.1, XP_029036091.1, XP_029036094.1, XP_029036095.1, XP_029036096.1	NP_001296510.1, XP_037868174.1, NP_001037502.1
OG0000280	XP_029046043.1, XP_029053069.1	XP_012553292.2
OG0000281	XP_029053027.1	XP_004922768.2
OG0000283	XP_029045503.1, XP_029045504.1	XP_037877071.1, XP_037877070.1, XP_037877069.1
OG0000284	XP_029055634.1	NP_001037072.1
OG0000284	XP_029055784.1, XP_029055401.1	NP_001296499.1, XP_004932842.1
OG0000285	XP_029048555.1, XP_029048564.1, XP_029048573.1, XP_029048581.1	XP_037874172.1
OG0000286	XP_029033341.1	XP_004929167.1
OG0000287	XP_029055707.1	XP_004922588.1
OG0000288	XP_029037231.1	XP_021201951.2
OG0000288	XP_029048238.1	XP_037868251.1
OG0000289	XP_029040796.1	XP_004925540.2
OG0000292	XP_029037740.1	XP_037874428.1, XP_021206479.1
OG0000293	XP_029038982.1, XP_029038983.1, XP_029038981.1	XP_004929231.1
OG0000295	XP_029042145.1	NP_001037538.1
OG0000296	XP_029049544.1, XP_029049545.1, XP_029049543.1	NP_001093088.1
OG0000297	XP_029038213.1	XP_037872464.1
OG0000298	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1	XP_037876134.1
OG0000299	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1	XP_004931769.1
OG0000300	XP_029032635.1	XP_004933050.1
OG0000301	XP_029048644.1, XP_029048643.1	NP_001106223.1
OG0000301	XP_029043020.1	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1
OG0000302	XP_029039652.1	NP_001095931.1
OG0000302	XP_029045566.1	XP_012548543.1, NP_001036995.2
OG0000303	XP_029051023.1	XP_004922660.1
OG0000303	XP_029035381.1, XP_029048888.1	XP_004933180.1
OG0000304	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1	XP_012551807.1
OG0000305	XP_029047339.1	XP_037867702.1
OG0000306	XP_029055772.1, XP_029055770.1, XP_029055768.1	XP_037876226.1, XP_012545475.3, XP_037876227.1
OG0000307	XP_029042359.1, XP_029042358.1	XP_021205396.1
OG0000308	XP_029040434.1, XP_029040435.1, XP_029040433.1	XP_021205271.1, XP_004928518.1
OG0000309	XP_029048625.1, XP_029048626.1, XP_029048627.1, XP_029048623.1, XP_029048622.1	XP_037874917.1, XP_012544599.1
OG0000310	XP_029056622.1, XP_029056621.1, XP_029056620.1, XP_029056619.1	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1
OG0000311	XP_029054207.1	NP_001093301.1, NP_001036889.1
OG0000312	XP_029039443.1, XP_029039442.1	NP_001040189.1, XP_004923642.1
OG0000313	XP_029044195.1	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1
OG0000314	XP_029040842.1	XP_004933069.3
OG0000315	XP_029050380.1	XP_037867576.1
OG0000316	XP_029052013.1	XP_012546125.1, NP_001166631.1
OG0000316	XP_029037315.1	NP_001166632.1
OG0000317	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1	XP_037867855.1, XP_037867856.1
OG0000318	XP_029045169.1	XP_037871308.1
OG0000319	XP_029049730.1	XP_021206353.1, XP_021206354.1, XP_004930032.1
OG0000320	XP_029043380.1	XP_012545276.1, NP_001098066.2
OG0000321	XP_029032312.1, XP_029032313.1	XP_021202661.1, XP_004924713.2
OG0000322	XP_029045710.1, XP_029050313.1, XP_029040429.1	XP_037873232.1, XP_037873234.1
OG0000323	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1	XP_012548839.3, XP_037874398.1
OG0000325	XP_029032468.1, XP_029032467.1	XP_021203813.1, XP_004926421.2
OG0000326	XP_029036522.1, XP_029036513.1	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2
OG0000327	XP_029044880.1, XP_029044872.1	XP_021208093.2
OG0000329	XP_029045200.1	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2
OG0000332	XP_029039444.1, XP_029039445.1, XP_029039447.1	XP_004926237.1
OG0000333	XP_029035562.1, XP_029048672.1	NP_001274771.1, XP_004925570.1
OG0000334	XP_029040536.1	XP_012548494.3
OG0000335	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1	XP_037867290.1, NP_001091841.1
OG0000336	XP_029050296.1, XP_029053215.1	XP_004922260.1
OG0000337	XP_029044048.1	XP_037869275.1, XP_037869270.1
OG0000338	XP_029049651.1	XP_012550935.1
OG0000338	XP_029048723.1	XP_012550857.1, NP_001243932.1
OG0000339	XP_029036574.1	NP_001106217.1
OG0000339	XP_029035057.1	NP_001037376.1, XP_012549898.1
OG0000340	XP_029043213.1	NP_001036910.1, XP_037876898.1, XP_037877212.1
OG0000341	XP_029047897.1	XP_004929139.1, XP_012548430.1, XP_004929140.1
OG0000342	XP_029049079.1, XP_029049078.1, XP_029049080.1, XP_029049076.1	NP_001116809.1
OG0000342	XP_029048895.1	XP_004932270.2
OG0000343	XP_029055935.1, XP_029055937.1, XP_029055936.1	XP_012543786.3
OG0000344	XP_029040724.1	XP_037877717.1
OG0000345	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1	NP_001243988.1
OG0000346	XP_029054467.1, XP_029053741.1, XP_029054418.1, XP_029055177.1	XP_037877324.1
OG0000347	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1	XP_021202995.1
OG0000348	XP_029040383.1, XP_029040373.1, XP_029040376.1, XP_029040378.1, XP_029040380.1, XP_029040381.1, XP_029040379.1, XP_029040374.1, XP_029040375.1, XP_029040377.1	NP_001243674.1, XP_004933388.2
OG0000349	XP_029045227.1, XP_029045228.1	XP_004924752.1
OG0000350	XP_029035510.1, XP_029035506.1, XP_029035507.1, XP_029035508.1, XP_029035509.1	XP_004924816.1
OG0000351	XP_029032992.1, XP_029032991.1, XP_029032993.1	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2
OG0000356	XP_029038604.1	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2
OG0000357	XP_029043524.1, XP_029043523.1, XP_029043522.1, XP_029043520.1, XP_029043525.1, XP_029043526.1	XP_037875620.1, XP_037875619.1
OG0000358	XP_029055341.1, XP_029055342.1, XP_029055343.1, XP_029055344.1	XP_004929861.1, XP_012549059.1
OG0000360	XP_029034706.1	XP_004925207.2
OG0000361	XP_029040875.1	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1
OG0000363	XP_029037783.1	NP_001166627.1
OG0000363	XP_029051564.1	NP_001036950.1, NP_001036951.1
OG0000364	XP_029048237.1	XP_012545855.2, NP_001036990.1
OG0000365	XP_029049426.1, XP_029049425.1, XP_029049423.1, XP_029049424.1	XP_004931576.1
OG0000366	XP_029036848.1, XP_029036838.1, XP_029036835.1, XP_029036836.1	XP_037868836.1, XP_037868853.1
OG0000367	XP_029040540.1, XP_029040539.1, XP_029040537.1, XP_029040541.1	XP_004931037.1
OG0000368	XP_029043022.1, XP_029042037.1	NP_001296504.1
OG0000369	XP_029040906.1, XP_029040905.1, XP_029035224.1	XP_021205545.1
OG0000370	XP_029036217.1	NP_001037368.1, XP_037867324.1, XP_021206506.2
OG0000370	XP_029036273.1	XP_037867682.1, XP_004923586.2
OG0000371	XP_029034789.1, XP_029034794.1, XP_029034788.1, XP_029034793.1, XP_029034792.1	XP_021206677.1
OG0000372	XP_029050137.1, XP_029037026.1	XP_004927647.1
OG0000375	XP_029032555.1, XP_029032556.1, XP_029032551.1, XP_029032550.1, XP_029032553.1, XP_029032552.1, XP_029032554.1	XP_004932094.1
OG0000377	XP_029040734.1	XP_021204843.1, XP_037877759.1
OG0000377	XP_029034326.1	NP_001093303.1
OG0000378	XP_029054852.1, XP_029055356.1, XP_029038260.1	NP_001128361.1, XP_012548744.1
OG0000379	XP_029033796.1, XP_029033792.1	XP_012548112.2, XP_037872167.1, XP_037872168.1
OG0000380	XP_029037950.1, XP_029037952.1	XP_004929190.1
OG0000381	XP_029053290.1	XP_037873154.1
OG0000381	XP_029056661.1	NP_001040480.1
OG0000382	XP_029039628.1, XP_029039629.1, XP_029039627.1, XP_029046829.1	XP_004926637.1
OG0000383	XP_029037376.1, XP_029037375.1, XP_029050159.1	XP_004924167.1
OG0000384	XP_029032128.1, XP_029032123.1	XP_012546200.2, NP_001037020.1
OG0000384	XP_029032140.1	XP_012549844.2
OG0000385	XP_029049378.1, XP_029055593.1	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1
OG0000386	XP_029056438.1, XP_029056437.1	XP_004922882.1
OG0000388	XP_029047149.1	NP_001037022.1
OG0000388	XP_029044053.1	NP_001037023.1
OG0000389	XP_029051988.1, XP_029037895.1	XP_004932710.1, XP_021207907.1
OG0000391	XP_029043249.1, XP_029043246.1, XP_029043247.1, XP_029043244.1, XP_029043245.1, XP_029043250.1, XP_029043248.1	XP_037874402.1
OG0000392	XP_029054016.1, XP_029055038.1, XP_029054143.1	XP_037869586.1
OG0000394	XP_029051207.1, XP_029051206.1	XP_037872446.1
OG0000395	XP_029041446.1, XP_029041452.1, XP_029041451.1, XP_029041449.1, XP_029041447.1, XP_029041448.1, XP_029050227.1	XP_004925794.1
OG0000396	XP_029053559.1, XP_029044293.1	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1
OG0000397	XP_029053422.1, XP_029053423.1, XP_029053421.1, XP_029053420.1, XP_029053419.1, XP_029053417.1, XP_029053424.1, XP_029053425.1	XP_012547260.2, XP_004927925.2
OG0000398	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1	XP_012549270.1
OG0000399	XP_029051263.1, XP_029051260.1	XP_037869246.1
OG0000401	XP_029055758.1, XP_029055757.1, XP_029055762.1, XP_029055761.1, XP_029055759.1	XP_012553127.1
OG0000403	XP_029034027.1, XP_029034020.1, XP_029034022.1	XP_037866587.1, XP_037866592.1
OG0000405	XP_029040022.1, XP_029040023.1	NP_001040392.1
OG0000405	XP_029050577.1	XP_037873435.1
OG0000406	XP_029055567.1	XP_004929643.2, XP_004925045.1
OG0000408	XP_029052495.1	XP_004932927.1
OG0000408	XP_029032254.1	XP_004931561.1
OG0000409	XP_029052807.1	XP_004924677.1
OG0000410	XP_029036046.1	XP_012553301.2
OG0000411	XP_029035220.1	XP_004923311.1
OG0000411	XP_029055622.1	XP_004933193.1
OG0000412	XP_029041797.1, XP_029041796.1, XP_029034129.1	XP_012550723.1
OG0000413	XP_029038086.1	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1
OG0000414	XP_029053181.1	XP_021206944.1
OG0000414	XP_029053178.1	XP_004926609.1
OG0000415	XP_029034205.1, XP_029034224.1, XP_029034214.1, XP_029034233.1	XP_004923559.1
OG0000416	XP_029050280.1, XP_029040989.1, XP_029053577.1	XP_037868006.1
OG0000417	XP_029046684.1, XP_029046681.1	XP_021207012.2
OG0000417	XP_029039481.1	XP_004922341.3, XP_004922254.1
OG0000418	XP_029053844.1	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1
OG0000419	XP_029038504.1, XP_029038503.1	XP_004921625.1
OG0000420	XP_029054713.1	XP_037875242.1
OG0000421	XP_029045207.1, XP_029045205.1, XP_029045209.1, XP_029045208.1, XP_029045206.1	XP_037871236.1
OG0000422	XP_029042799.1, XP_029042800.1, XP_029042801.1, XP_029042802.1, XP_029042804.1, XP_029042805.1, XP_029042806.1, XP_029042807.1	XP_004928016.1
OG0000423	XP_029042969.1, XP_029042970.1, XP_029042968.1	XP_004922982.1
OG0000424	XP_029051827.1	XP_012543994.1
OG0000425	XP_029050552.1, XP_029050554.1, XP_029050553.1	XP_004931496.2
OG0000426	XP_029051625.1, XP_029051626.1, XP_029051627.1, XP_029051628.1, XP_029051629.1, XP_029051630.1, XP_029051631.1	XP_004926893.2, XP_037872271.1
OG0000427	XP_029033739.1, XP_029050501.1	XP_004931505.3
OG0000427	XP_029043845.1	XP_004921827.1
OG0000428	XP_029056380.1	NP_001127722.1, XP_021206900.2
OG0000428	XP_029035040.1	NP_001127749.1, NP_001127748.1
OG0000429	XP_029042878.1	XP_004921819.1
OG0000430	XP_029048756.1, XP_029037852.1	XP_004931599.1
OG0000431	XP_029034929.1	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2
OG0000432	XP_029044224.1, XP_029044225.1, XP_029044227.1, XP_029044228.1	XP_004927792.1
OG0000433	XP_029033674.1, XP_029033660.1	XP_004927325.1
OG0000433	XP_029045024.1	XP_037872506.1, XP_021205512.1, XP_004929039.1, XP_037872365.1, XP_004929034.3, XP_012548107.2, XP_004929036.2, XP_004929033.3, XP_037872460.1, XP_004928835.1
OG0000436	XP_029047130.1	XP_012544653.1, NP_001157382.1
OG0000437	XP_029034616.1, XP_029034615.1	XP_004925471.1, XP_037875367.1
OG0000438	XP_029052561.1	XP_021209231.1
OG0000439	XP_029055734.1	XP_004922987.1
OG0000440	XP_029033324.1	XP_004931128.1, XP_004931129.1
OG0000442	XP_029032945.1, XP_029032946.1, XP_029032947.1	XP_012552268.1, XP_037869304.1, XP_037869303.1
OG0000443	XP_029032458.1, XP_029032459.1	NP_001243917.1, XP_037875534.1
OG0000444	XP_029049724.1, XP_029049723.1, XP_029049722.1	NP_001296486.1
OG0000445	XP_029052017.1	XP_037877659.1, NP_001103810.2
OG0000445	XP_029052019.1	XP_037866540.1
OG0000446	XP_029047028.1	XP_021205750.2
OG0000447	XP_029044272.1, XP_029044277.1	XP_037869965.1, XP_037870004.1
OG0000448	XP_029036628.1	XP_004928171.1
OG0000449	XP_029053399.1, XP_029053400.1, XP_029053397.1, XP_029053398.1	XP_004927641.1, XP_004927639.1, XP_004927640.1
OG0000450	XP_029040635.1, XP_029040640.1	XP_004924638.1, XP_012544520.1
OG0000451	XP_029041017.1	XP_021207060.1
OG0000452	XP_029049758.1	XP_004923659.2, XP_012553421.2
OG0000452	XP_029054030.1, XP_029054029.1, XP_029054028.1	XP_004923139.1
OG0000453	XP_029050616.1	NP_001171330.1, XP_012551816.1
OG0000454	XP_029056127.1, XP_029056126.1, XP_029056137.1, XP_029056136.1, XP_029056129.1, XP_029056128.1, XP_029056130.1, XP_029056133.1, XP_029056132.1, XP_029056135.1	XP_012543973.2, XP_037875666.1
