Orthogroup	Osmia_bicornis	Drosophila_melanogaster
OG0000284	XP_029055784.1, XP_029055401.1	NP_001259432.1
OG0000285	XP_029048555.1, XP_029048564.1, XP_029048573.1, XP_029048581.1	NP_001163186.1
OG0000286	XP_029033341.1	NP_729792.1
OG0000287	XP_029055707.1	NP_001260729.1
OG0000288	XP_029037231.1	NP_476934.2
OG0000288	XP_029048238.1	NP_001188784.1
OG0000289	XP_029040796.1	NP_001303316.1
OG0000292	XP_029037740.1	NP_612066.1
OG0000293	XP_029038982.1, XP_029038983.1, XP_029038981.1	NP_649119.2, NP_001262050.1
OG0000295	XP_029042145.1	NP_611878.1
OG0000296	XP_029049544.1, XP_029049545.1, XP_029049543.1	NP_573076.1, NP_001096988.2
OG0000297	XP_029038213.1	NP_651265.1
OG0000298	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1	NP_650963.2
OG0000300	XP_029032385.1	NP_648000.1
OG0000300	XP_029032635.1	NP_001285398.1
OG0000301	XP_029048644.1, XP_029048643.1	NP_572721.1
OG0000301	XP_029043020.1	NP_525031.1
OG0000302	XP_029039652.1	NP_001246314.1
OG0000302	XP_029045566.1	NP_730054.1
OG0000303	XP_029051023.1	NP_609514.1, NP_730670.1, NP_572924.1, NP_730671.1, NP_648026.1
OG0000304	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1	NP_788277.1
OG0000305	XP_029047339.1	NP_001284764.1, NP_650013.3, NP_650012.2
OG0000307	XP_029042359.1, XP_029042358.1	NP_650089.1
OG0000308	XP_029040434.1, XP_029040435.1, XP_029040433.1	NP_001261704.1
OG0000309	XP_029048625.1, XP_029048626.1, XP_029048627.1, XP_029048623.1, XP_029048622.1	NP_651063.1
OG0000310	XP_029056622.1, XP_029056621.1, XP_029056620.1, XP_029056619.1	NP_001286754.1
OG0000311	XP_029054207.1	NP_477380.1
OG0000312	XP_029039443.1, XP_029039442.1	NP_001286891.1
OG0000313	XP_029044195.1	NP_001262580.1, NP_727588.2
OG0000314	XP_029040843.1, XP_029040844.1	NP_611815.3
OG0000314	XP_029040842.1	NP_001287244.1
OG0000316	XP_029052013.1	NP_723502.2, NP_611157.1
OG0000316	XP_029037315.1	NP_611470.1
OG0000317	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1	NP_732413.1
OG0000318	XP_029045169.1	NP_609354.1
OG0000319	XP_029049730.1	NP_523751.2
OG0000320	XP_029043380.1	NP_001285825.1, NP_476734.1
OG0000321	XP_029032312.1, XP_029032313.1	NP_523551.1
OG0000322	XP_029045710.1, XP_029050313.1, XP_029040429.1	NP_996040.1
OG0000322	XP_029035236.1	NP_649068.1
OG0000323	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1	NP_524359.2
OG0000326	XP_029036522.1, XP_029036513.1	NP_001246635.1
OG0000327	XP_029044880.1, XP_029044872.1	NP_001246651.1
OG0000330	XP_029044991.1, XP_029043396.1, XP_029044978.1	NP_523672.1
OG0000331	XP_029037754.1	NP_572986.1, NP_001285254.1, NP_001285253.1
OG0000332	XP_029039444.1, XP_029039445.1, XP_029039447.1	NP_651838.1
OG0000333	XP_029035562.1, XP_029048672.1	NP_731787.1, NP_650273.2, NP_650274.2
OG0000334	XP_029040536.1	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1
OG0000335	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1	NP_608439.2, NP_001285956.1
OG0000336	XP_029050296.1, XP_029053215.1	NP_001286141.1
OG0000337	XP_029044048.1	NP_001097630.2
OG0000338	XP_029049651.1	NP_001303553.1, NP_728030.2
OG0000338	XP_029048723.1	NP_001245442.1, NP_001285408.1
OG0000339	XP_029036574.1	NP_649788.2
OG0000339	XP_029035057.1	NP_001245907.1
OG0000341	XP_029047897.1	NP_001284896.1
OG0000342	XP_029049079.1, XP_029049078.1, XP_029049080.1, XP_029049076.1	NP_649266.1
OG0000344	XP_029040724.1	NP_001246528.1
OG0000345	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1	NP_610946.1
OG0000347	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1
OG0000349	XP_029045227.1, XP_029045228.1	NP_650967.2
OG0000350	XP_029035510.1, XP_029035506.1, XP_029035507.1, XP_029035508.1, XP_029035509.1	NP_726992.2
OG0000351	XP_029032992.1, XP_029032991.1, XP_029032993.1	NP_001286398.1
OG0000352	XP_029054732.1, XP_029054729.1	NP_001259266.1
OG0000356	XP_029038604.1	NP_001163468.1, NP_728338.2
OG0000357	XP_029043524.1, XP_029043523.1, XP_029043522.1, XP_029043520.1, XP_029043525.1, XP_029043526.1	NP_001137674.2
OG0000358	XP_029055341.1, XP_029055342.1, XP_029055343.1, XP_029055344.1	NP_001286927.1
OG0000360	XP_029034706.1	NP_001246235.1
OG0000361	XP_029040875.1	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2
OG0000362	XP_029032609.1	NP_647710.1
OG0000362	XP_029032601.1, XP_029032600.1, XP_029032602.1, XP_029032603.1, XP_029032604.1	NP_523888.1
OG0000363	XP_029037783.1	NP_609157.3
OG0000363	XP_029051564.1	NP_651519.1, NP_610707.2, NP_651999.1
OG0000364	XP_029048237.1	NP_001245832.1, NP_523936.2, NP_572633.1
OG0000365	XP_029049426.1, XP_029049425.1, XP_029049423.1, XP_029049424.1	NP_729619.1
OG0000367	XP_029040540.1, XP_029040539.1, XP_029040537.1, XP_029040541.1	NP_001286000.1
OG0000368	XP_029043022.1	NP_001260509.1
OG0000368	XP_029042037.1	NP_001285984.1
OG0000369	XP_029040906.1, XP_029040905.1, XP_029035224.1	NP_649024.1
OG0000370	XP_029036217.1	NP_648711.1
OG0000370	XP_029036273.1	NP_001356925.1
OG0000372	XP_029050137.1, XP_029037026.1	NP_788925.2, NP_728118.2
OG0000375	XP_029032555.1, XP_029032556.1, XP_029032551.1, XP_029032550.1, XP_029032553.1, XP_029032552.1, XP_029032554.1	NP_001262227.1
OG0000376	XP_029052453.1, XP_029052451.1, XP_029052452.1	NP_611476.3
OG0000377	XP_029034326.1	NP_476977.1
OG0000379	XP_029033796.1, XP_029033792.1	NP_001162668.2
OG0000380	XP_029037950.1, XP_029037952.1	NP_524672.1
OG0000381	XP_029053290.1	NP_727418.1
OG0000381	XP_029056661.1	NP_001262919.1, NP_524921.1, NP_524937.1
OG0000382	XP_029039628.1, XP_029039629.1, XP_029039627.1, XP_029046829.1	NP_001259313.1, NP_610213.1
OG0000383	XP_029037376.1, XP_029037375.1, XP_029050159.1	NP_001163142.1
OG0000384	XP_029032128.1, XP_029032123.1	NP_001189151.1
OG0000384	XP_029032140.1	NP_001188547.1
OG0000385	XP_029049378.1, XP_029055593.1	NP_611305.1
OG0000386	XP_029056438.1, XP_029056437.1	NP_001259349.1
OG0000387	XP_029033287.1	NP_608955.1
OG0000388	XP_029047149.1	NP_001285744.1
OG0000388	XP_029044053.1	NP_523952.2
OG0000389	XP_029051988.1, XP_029037895.1	NP_651184.1
OG0000394	XP_029051207.1, XP_029051206.1	NP_001285181.1, NP_569887.1, NP_001259118.1
OG0000395	XP_029041446.1, XP_029041452.1, XP_029041451.1, XP_029041449.1, XP_029041447.1, XP_029041448.1, XP_029050227.1	NP_001262738.1
OG0000396	XP_029053559.1	NP_609571.1, NP_572912.1, NP_001285222.1
OG0000397	XP_029053422.1, XP_029053423.1, XP_029053421.1, XP_029053420.1, XP_029053419.1, XP_029053417.1, XP_029053424.1, XP_029053425.1	NP_649233.2
OG0000398	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1	NP_611475.3
OG0000399	XP_029051263.1, XP_029051260.1	NP_001285311.1
OG0000400	XP_029047557.1	NP_001259479.1
OG0000401	XP_029055758.1, XP_029055757.1, XP_029055762.1, XP_029055761.1, XP_029055759.1	NP_651350.2
OG0000403	XP_029034027.1, XP_029034020.1, XP_029034022.1	NP_723263.2
OG0000405	XP_029040022.1, XP_029040023.1	NP_609402.1
OG0000405	XP_029050577.1	NP_723611.1
OG0000406	XP_029055567.1	NP_650571.2, NP_649888.1
OG0000407	XP_029043685.1, XP_029043686.1, XP_029043684.1	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1
OG0000408	XP_029052495.1	NP_001097137.1
OG0000408	XP_029032254.1	NP_001261876.1
OG0000409	XP_029052807.1	NP_001247003.1
OG0000411	XP_029035220.1	NP_730248.2
OG0000411	XP_029055622.1	NP_570017.1
OG0000412	XP_029041797.1, XP_029041796.1	NP_001246627.1
OG0000412	XP_029034129.1	NP_573357.1, NP_001259699.1
OG0000413	XP_029038086.1	NP_523375.2
OG0000415	XP_029034205.1, XP_029034224.1, XP_029034214.1, XP_029034233.1	NP_733403.1
OG0000416	XP_029050280.1, XP_029040989.1, XP_029053577.1	NP_995952.1, NP_476818.1
OG0000417	XP_029046684.1, XP_029046681.1	NP_001097759.1
OG0000417	XP_029039481.1	NP_001246053.1
OG0000418	XP_029053844.1	NP_001246512.1
OG0000419	XP_029038504.1, XP_029038503.1	NP_001260362.1, NP_001285558.1
OG0000420	XP_029054713.1	NP_726324.3
OG0000421	XP_029045207.1, XP_029045205.1, XP_029045209.1, XP_029045208.1, XP_029045206.1	NP_477105.2
OG0000422	XP_029042799.1, XP_029042800.1, XP_029042801.1, XP_029042802.1, XP_029042804.1, XP_029042805.1, XP_029042806.1, XP_029042807.1	NP_001260025.1
OG0000423	XP_029042969.1, XP_029042970.1, XP_029042968.1	NP_651694.1
OG0000424	XP_029051827.1	NP_725192.2, NP_001036538.3, NP_001036539.1
OG0000425	XP_029050552.1, XP_029050554.1, XP_029050553.1	NP_647811.2
OG0000426	XP_029051625.1, XP_029051626.1, XP_029051627.1, XP_029051628.1, XP_029051629.1, XP_029051630.1, XP_029051631.1	NP_001163740.1
OG0000427	XP_029033739.1, XP_029050501.1	NP_001286728.1, NP_001286726.1
OG0000427	XP_029043845.1	NP_732572.1
OG0000428	XP_029056380.1	NP_001263092.1
OG0000428	XP_029035040.1	NP_001097741.1
OG0000429	XP_029042878.1	NP_788728.1
OG0000430	XP_029048756.1, XP_029037852.1	NP_001286094.1
OG0000431	XP_029034929.1	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1
OG0000432	XP_029044224.1, XP_029044225.1, XP_029044227.1, XP_029044228.1	NP_001260310.1
OG0000433	XP_029045024.1	NP_001137612.1, NP_001014501.1
OG0000436	XP_029047130.1	NP_001246364.1
OG0000437	XP_029034616.1, XP_029034615.1	NP_001287127.1
OG0000438	XP_029052561.1	NP_650405.2
OG0000439	XP_029055734.1	NP_647622.1, NP_001261264.1
OG0000440	XP_029033324.1	NP_650722.1, NP_650720.1, NP_001260388.1
OG0000441	XP_029044307.1, XP_029044308.1	NP_001162891.1
OG0000442	XP_029032945.1, XP_029032946.1, XP_029032947.1	NP_001259518.1
OG0000443	XP_029032458.1, XP_029032459.1	NP_001260942.1, NP_610331.1
OG0000444	XP_029049724.1, XP_029049723.1, XP_029049722.1	NP_609032.1
OG0000445	XP_029052017.1	NP_723044.1
OG0000445	XP_029052019.1	NP_001260071.1
OG0000446	XP_029047028.1	NP_001263109.1
OG0000447	XP_029044272.1, XP_029044277.1	NP_727696.2
OG0000448	XP_029036628.1	NP_651721.1
OG0000449	XP_029053399.1, XP_029053400.1, XP_029053397.1, XP_029053398.1	NP_001246778.1, NP_001246777.1
OG0000451	XP_029041017.1	NP_609750.1, NP_730966.1
OG0000452	XP_029049758.1	NP_001260946.1
OG0000452	XP_029054030.1, XP_029054029.1, XP_029054028.1	NP_001286988.1
OG0000453	XP_029050616.1	NP_001246225.1
OG0000454	XP_029056127.1, XP_029056126.1, XP_029056137.1, XP_029056136.1, XP_029056129.1, XP_029056128.1, XP_029056130.1, XP_029056133.1, XP_029056132.1, XP_029056135.1	NP_610614.1
OG0000456	XP_029032315.1, XP_029032318.1, XP_029032319.1, XP_029032317.1, XP_029032316.1, XP_029032314.1	NP_608737.1, NP_651434.3
OG0000457	XP_029045192.1	NP_001368957.1
OG0000458	XP_029051946.1	NP_611606.1
OG0000459	XP_029033471.1	NP_001356963.1
OG0000460	XP_029037984.1	NP_001015261.3
OG0000461	XP_029036118.1, XP_029036117.1, XP_029036116.1	NP_001285280.1
OG0000462	XP_029045767.1, XP_029045768.1, XP_029045771.1, XP_029045769.1, XP_029045770.1, XP_029045765.1, XP_029045764.1, XP_029045763.1, XP_029045759.1, XP_029045761.1, XP_029045760.1, XP_029045766.1	NP_001261842.1
OG0000464	XP_029035743.1	NP_651860.2, NP_733051.2
OG0000466	XP_029053155.1, XP_029053153.1	NP_609172.1
OG0000467	XP_029046488.1	NP_001246713.1
OG0000468	XP_029034757.1	NP_001260343.1
OG0000469	XP_029048121.1, XP_029048127.1, XP_029048113.1	NP_651781.1
OG0000470	XP_029048818.1	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2
OG0000471	XP_029047912.1, XP_029047914.1, XP_029047913.1	NP_001188992.1
OG0000472	XP_029055117.1, XP_029055137.1, XP_029055133.1, XP_029055157.1, XP_029055152.1, XP_029055122.1, XP_029055149.1, XP_029055160.1, XP_029055144.1, XP_029055165.1, XP_029055140.1, XP_029055127.1, XP_029055128.1	NP_001285147.1
OG0000475	XP_029053248.1	NP_609588.1
OG0000476	XP_029046841.1	NP_001285980.1
OG0000477	XP_029052005.1	NP_728869.1
OG0000478	XP_029055612.1	NP_001027127.1
OG0000479	XP_029042740.1	NP_524809.2
OG0000480	XP_029042187.1	NP_001027106.1, NP_511050.1, NP_728924.2
OG0000482	XP_029050382.1	NP_001097060.1, NP_001036339.1, NP_001260521.1
OG0000483	XP_029033968.1	NP_610217.1, NP_611859.1
OG0000484	XP_029049298.1, XP_029049297.1, XP_029049293.1, XP_029049296.1, XP_029049295.1	NP_001163649.1
OG0000485	XP_029053428.1, XP_029053426.1	NP_001286073.1, NP_001286071.1
OG0000487	XP_029036394.1, XP_029036397.1, XP_029036396.1, XP_029036395.1	NP_651901.3
OG0000488	XP_029041089.1, XP_029041086.1, XP_029041087.1, XP_029041084.1, XP_029041083.1, XP_029041088.1	NP_001286563.1
OG0000489	XP_029050496.1	NP_001284957.1
OG0000490	XP_029048942.1, XP_029048941.1, XP_029048940.1	NP_001287103.1
OG0000491	XP_029033855.1, XP_029033853.1	NP_788278.1, NP_523702.1
OG0000492	XP_029032879.1, XP_029032880.1, XP_029032881.1, XP_029032882.1	NP_001036362.1
OG0000493	XP_029033459.1, XP_029033458.1, XP_029033457.1, XP_029033613.1, XP_029033615.1, XP_029033614.1, XP_029033460.1	NP_996214.1
OG0000495	XP_029055333.1	NP_612040.1
OG0000496	XP_029055363.1, XP_029055361.1, XP_029055362.1, XP_029055359.1, XP_029055360.1, XP_029055358.1	NP_523937.2
OG0000497	XP_029045567.1	NP_001036687.1
OG0000497	XP_029055715.1	NP_001261016.1
OG0000498	XP_029051523.1, XP_029051524.1, XP_029051526.1, XP_029051522.1, XP_029051527.1	NP_611046.2
OG0000499	XP_029052799.1, XP_029048971.1	NP_610430.1
OG0000500	XP_029038655.1	NP_001245427.1
OG0000501	XP_029041949.1	NP_001261211.1
OG0000502	XP_029047606.1, XP_029047604.1, XP_029047605.1	NP_610226.2
OG0000503	XP_029053226.1, XP_029053225.1, XP_029053228.1, XP_029053227.1	NP_001163291.1
OG0000504	XP_029033720.1	NP_477213.1, NP_609349.1
OG0000505	XP_029039263.1	NP_001285501.1
OG0000506	XP_029055931.1, XP_029055932.1, XP_029036233.1, XP_029036232.1	NP_001334747.1
OG0000507	XP_029037767.1	NP_001033959.1, NP_001033839.1, NP_726308.1
OG0000508	XP_029036311.1	NP_001287331.1, NP_001188841.1
OG0000509	XP_029042576.1	NP_523768.1, NP_001286518.1, NP_477262.1
OG0000510	XP_029056456.1, XP_029056453.1, XP_029056455.1, XP_029056454.1	NP_001246792.1
OG0000513	XP_029050495.1	NP_610051.2
OG0000516	XP_029034280.1, XP_029034281.1	NP_476699.1
OG0000517	XP_029043370.1, XP_029043382.1	NP_732486.2
OG0000518	XP_029039078.1, XP_029039079.1, XP_029039077.1, XP_029039081.1	NP_001137633.1
OG0000519	XP_029046935.1, XP_029046937.1, XP_029046934.1, XP_029046936.1	NP_648378.1
OG0000520	XP_029055335.1	NP_609115.1
OG0000521	XP_029043729.1, XP_029043722.1, XP_029043718.1, XP_029043771.1, XP_029043779.1, XP_029043766.1	NP_001303469.1
OG0000522	XP_029056348.1	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1
OG0000523	XP_029048809.1, XP_029048806.1	NP_001286646.1, NP_001369113.1
OG0000524	XP_029034446.1	NP_649370.1, NP_649374.1
OG0000525	XP_029050725.1, XP_029050724.1	NP_001263050.1
OG0000526	XP_029046376.1	NP_610483.1
OG0000526	XP_029047305.1, XP_029047304.1	NP_001246039.1
OG0000528	XP_029034626.1	NP_650142.1, NP_608978.2
OG0000529	XP_029053482.1, XP_029047249.1	NP_722721.1
OG0000530	XP_029050661.1	NP_523957.1
OG0000530	XP_029050663.1	NP_001287054.1
OG0000533	XP_029055535.1, XP_029055534.1	NP_726548.1
OG0000536	XP_029056676.1	NP_524406.1
OG0000537	XP_029054098.1	NP_001188817.2
OG0000538	XP_029048579.1	NP_001137782.1
OG0000540	XP_029036686.1	NP_648284.1
OG0000540	XP_029045790.1	NP_729446.1
OG0000541	XP_029051706.1, XP_029051705.1	NP_651714.1
OG0000543	XP_029032187.1, XP_029032186.1, XP_029032185.1, XP_029032188.1	NP_001259662.1
OG0000544	XP_029045802.1	NP_001260884.1
OG0000545	XP_029046002.1, XP_029044150.1	NP_001014494.1, NP_001014493.2, NP_001014492.2
OG0000546	XP_029038335.1, XP_029037841.1	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1
OG0000547	XP_029032557.1	NP_511062.1
OG0000548	XP_029039469.1, XP_029039468.1	NP_648127.1, NP_648126.1
OG0000551	XP_029047255.1	NP_001259638.1, NP_573191.1
OG0000552	XP_029038127.1	NP_001286811.1
OG0000553	XP_029046340.1, XP_029046341.1	NP_001189023.1
OG0000554	XP_029051069.1, XP_029036958.1	NP_651415.1
OG0000555	XP_029040006.1	NP_611172.1
OG0000555	XP_029040010.1	NP_001259584.1, NP_001033936.1
OG0000556	XP_029036612.1, XP_029036611.1, XP_029036613.1	NP_647674.1
OG0000557	XP_029039195.1	NP_573098.1
OG0000558	XP_029045537.1	NP_650732.1
OG0000559	XP_029050738.1	NP_001285224.1
OG0000560	XP_029039489.1, XP_029039488.1	NP_001287513.1
OG0000561	XP_029045119.1	NP_001285680.1
OG0000561	XP_029045120.1	NP_648220.1
OG0000562	XP_029040662.1, XP_029040661.1	NP_477210.1
OG0000563	XP_029048255.1	NP_648501.1
OG0000564	XP_029046541.1	NP_001097215.1
OG0000565	XP_029032820.1, XP_029034297.1	NP_001286175.1
OG0000567	XP_029037465.1, XP_029033971.1	NP_001284997.1
OG0000568	XP_029046837.1, XP_029046836.1, XP_029046838.1	NP_477170.1
OG0000569	XP_029033915.1	NP_524209.3
OG0000569	XP_029038511.1	NP_524233.1
OG0000570	XP_029047443.1	NP_572801.2
OG0000571	XP_029032703.1, XP_029032698.1, XP_029032697.1	NP_524625.3
OG0000572	XP_029042579.1, XP_029042581.1, XP_029042578.1	NP_001033956.2
OG0000573	XP_029049567.1	NP_001260658.1
OG0000574	XP_029044230.1, XP_029044229.1, XP_029044181.1	NP_610901.1
OG0000575	XP_029037637.1, XP_029038506.1	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2
OG0000576	XP_029049029.1	NP_001285799.1
OG0000579	XP_029048496.1, XP_029048497.1, XP_029048495.1, XP_029048498.1, XP_029048494.1	NP_001096880.1
OG0000582	XP_029042817.1	NP_647703.1
OG0000584	XP_029049369.1	NP_731825.1
OG0000585	XP_029034668.1, XP_029047509.1	NP_001262720.1
OG0000586	XP_029033786.1, XP_029033787.1	NP_001285420.1, NP_477101.1
OG0000587	XP_029042599.1, XP_029042600.1, XP_029042598.1	NP_001247005.1
OG0000588	XP_029056195.1, XP_029056190.1, XP_029056189.1, XP_029056194.1	NP_477442.1
OG0000589	XP_029051595.1	NP_608365.1, NP_648309.1
OG0000591	XP_029046641.1	NP_001246992.1
OG0000593	XP_029032779.1, XP_029032778.1, XP_029039789.1	NP_001261723.1
OG0000594	XP_029045111.1	NP_649931.1
OG0000595	XP_029049332.1	NP_001260766.1
OG0000595	XP_029049333.1	NP_650716.2
OG0000596	XP_029031955.1, XP_029031954.1, XP_029055928.1	NP_524734.2
OG0000598	XP_029044196.1	NP_722858.1
OG0000599	XP_029042529.1, XP_029042528.1	NP_731390.1, NP_001163573.1
OG0000601	XP_029049997.1	NP_649628.2
OG0000601	XP_029049996.1	NP_649627.1
OG0000602	XP_029055486.1	NP_572182.1
OG0000603	XP_029044408.1, XP_029044409.1	NP_649556.3
OG0000604	XP_029053352.1, XP_029053353.1	NP_001247314.1, NP_001262985.1
OG0000605	XP_029039696.1	NP_001138087.1
OG0000607	XP_029051859.1, XP_029038442.1, XP_029038441.1	NP_610730.1
OG0000609	XP_029043920.1, XP_029043923.1, XP_029043921.1, XP_029043924.1	NP_524612.2
OG0000611	XP_029053264.1, XP_029053269.1, XP_029053265.1, XP_029053266.1, XP_029053267.1, XP_029053263.1, XP_029053270.1	NP_001014525.1
OG0000612	XP_029043116.1, XP_029043117.1, XP_029043115.1	NP_001137800.1
OG0000613	XP_029050917.1	NP_001285721.1
OG0000614	XP_029037786.1	NP_001036762.2, NP_001015499.4
OG0000614	XP_029047735.1	NP_001262793.1
OG0000616	XP_029055032.1, XP_029055027.1, XP_029055011.1, XP_029055029.1	NP_610925.3
OG0000619	XP_029033210.1, XP_029033220.1	NP_650283.1
OG0000620	XP_029037150.1, XP_029037152.1, XP_029037151.1	NP_001262966.1
OG0000621	XP_029049820.1	NP_608616.2
OG0000622	XP_029052783.1, XP_029052784.1	NP_001260824.1
OG0000623	XP_029045217.1, XP_029045218.1	NP_651455.1
OG0000624	XP_029051455.1, XP_029051464.1	NP_608663.1, NP_608668.2
OG0000625	XP_029040101.1	NP_523364.2
OG0000626	XP_029041703.1, XP_029041706.1, XP_029041704.1, XP_029041705.1	NP_001286578.1
OG0000627	XP_029042614.1	NP_650034.1, NP_001246511.1
OG0000629	XP_029039623.1, XP_029039622.1, XP_029039624.1	NP_476685.1
OG0000631	XP_029038434.1, XP_029038437.1, XP_029038436.1, XP_029038433.1, XP_029038435.1	NP_001188974.1, NP_001261083.1
OG0000632	XP_029052102.1, XP_029052100.1, XP_029052101.1	NP_648413.1
OG0000633	XP_029037687.1, XP_029037686.1	NP_611209.1
OG0000634	XP_029048142.1	NP_523566.4
OG0000634	XP_029048149.1	NP_001285932.1
OG0000635	XP_029051070.1, XP_029040166.1	NP_609594.2
OG0000636	XP_029039620.1	NP_001036454.1
OG0000637	XP_029046120.1, XP_029045035.1, XP_029044601.1, XP_029044865.1, XP_029044950.1, XP_029046032.1, XP_029044781.1, XP_029046300.1, XP_029046384.1, XP_029046212.1, XP_029044690.1, XP_029045949.1	NP_570060.1, NP_731045.1
OG0000638	XP_029048354.1	NP_001015096.2
OG0000639	XP_029043677.1, XP_029043676.1	NP_524132.1
OG0000640	XP_029047429.1, XP_029047426.1, XP_029047427.1	NP_001284902.1, NP_647886.2
OG0000641	XP_029043125.1	NP_611356.1
OG0000642	XP_029036196.1, XP_029036197.1, XP_029036195.1	NP_001286255.1
OG0000643	XP_029055528.1	NP_651971.2
OG0000643	XP_029055540.1	NP_572287.1
OG0000644	XP_029055915.1, XP_029055916.1	NP_524980.1
OG0000645	XP_029043495.1	NP_573262.2, NP_650014.2
OG0000646	XP_029048499.1	NP_572168.1, NP_612043.1
OG0000647	XP_029051042.1, XP_029051041.1, XP_029051040.1, XP_029051043.1	NP_001356889.1
OG0000648	XP_029041739.1	NP_001162713.1
OG0000649	XP_029040527.1, XP_029040529.1	NP_001286294.1
OG0000650	XP_029053486.1, XP_029053488.1, XP_029053489.1	NP_001097359.1
OG0000651	XP_029053860.1, XP_029053855.1	NP_001260456.1
OG0000651	XP_029032121.1	NP_001033810.1
OG0000653	XP_029048729.1	NP_001261074.1
OG0000654	XP_029037711.1, XP_029038872.1	NP_001287006.1
OG0000655	XP_029034956.1, XP_029034955.1, XP_029034945.1, XP_029034943.1	NP_001163538.1
