Orthogroup	Osmia_bicornis	Aedes_aegypti
OG0000192	XP_029034267.1, XP_029034266.1	XP_001664087.2
OG0000196	XP_029041657.1, XP_029041656.1	XP_021709422.1, XP_021709426.1
OG0000197	XP_029032736.1, XP_029032735.1, XP_029032734.1	XP_021697283.1, XP_021697282.1, XP_021697285.1, XP_021697284.1, XP_001661709.1, XP_021697516.1, XP_021697517.1, XP_021697518.1, XP_021697519.1
OG0000198	XP_029048757.1, XP_029048766.1, XP_029048776.1	XP_021706486.1
OG0000200	XP_029052014.1	XP_001655242.1
OG0000201	XP_029039891.1	XP_001663057.1
OG0000202	XP_029032521.1, XP_029032520.1	XP_021695300.1
OG0000203	XP_029047463.1	XP_001662504.2
OG0000203	XP_029042308.1, XP_029042310.1	XP_021697410.1
OG0000204	XP_029049274.1, XP_029049273.1, XP_029049272.1, XP_029049275.1	XP_021704598.1, XP_021704597.1, XP_001656463.1
OG0000205	XP_029047201.1, XP_029047202.1, XP_029047200.1, XP_029047205.1, XP_029047203.1, XP_029047204.1	XP_021697855.1, XP_021697857.1, XP_021697856.1, XP_021697859.1, XP_021697858.1, XP_021697862.1, XP_021697860.1
OG0000206	XP_029052215.1	XP_001651825.1, XP_021704991.1
OG0000206	XP_029052187.1, XP_029052186.1	XP_001648552.1
OG0000207	XP_029046518.1	XP_001650660.1
OG0000207	XP_029041769.1, XP_029041771.1	XP_021698130.1
OG0000208	XP_029041765.1	XP_021698134.1, XP_021698133.1
OG0000208	XP_029033072.1	XP_001653727.1
OG0000209	XP_029047963.1, XP_029047965.1, XP_029047964.1	XP_021711015.1, XP_021711016.1
OG0000210	XP_029037304.1, XP_029045711.1	XP_021702938.1
OG0000210	XP_029041331.1	XP_001655152.2
OG0000212	XP_029034391.1, XP_029034390.1, XP_029051924.1, XP_029051929.1	XP_001650168.2, XP_001650170.2, XP_001650169.2, XP_021705033.1
OG0000213	XP_029041152.1, XP_029041153.1, XP_029041150.1, XP_029041151.1	XP_001660162.2
OG0000214	XP_029041256.1	XP_001653648.2
OG0000215	XP_029040889.1, XP_029040887.1, XP_029040888.1, XP_029040891.1	XP_001650687.1
OG0000216	XP_029052235.1, XP_029052237.1	XP_021695787.1, XP_021695812.1, XP_001658816.2, XP_001660657.2, XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2
OG0000217	XP_029041283.1	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1, XP_021694727.1
OG0000218	XP_029034776.1, XP_029034777.1, XP_029034772.1, XP_029034773.1, XP_029034774.1, XP_029034775.1	XP_021706089.1, XP_001660419.1
OG0000219	XP_029033097.1, XP_029033098.1, XP_029033099.1, XP_029033101.1, XP_029033100.1	XP_001650937.1, XP_021711710.1
OG0000220	XP_029033278.1, XP_029033277.1, XP_029033279.1, XP_029033274.1, XP_029033275.1, XP_029033276.1, XP_029033273.1	XP_021710699.1, XP_001651636.1
OG0000221	XP_029042551.1	XP_001660128.1
OG0000223	XP_029038992.1	XP_021710530.1
OG0000223	XP_029044364.1	XP_001658512.3
OG0000224	XP_029035644.1	XP_001654732.1, XP_001654733.2
OG0000225	XP_029035976.1, XP_029035979.1, XP_029035978.1, XP_029032932.1	XP_001647679.1
OG0000226	XP_029036179.1	XP_021708650.1
OG0000226	XP_029036153.1	XP_021706929.1
OG0000227	XP_029056277.1, XP_029056278.1, XP_029056276.1, XP_029056274.1, XP_029056306.1, XP_029056308.1, XP_029056307.1, XP_029056309.1, XP_029056279.1	XP_021696785.1
OG0000228	XP_029054240.1, XP_029053823.1, XP_029054303.1, XP_029053356.1, XP_029053909.1, XP_029054555.1, XP_029054744.1, XP_029054503.1, XP_029053720.1, XP_029054269.1	XP_021712416.1
OG0000230	XP_029052179.1, XP_029052178.1	XP_021699383.1
OG0000231	XP_029054484.1, XP_029039829.1	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	XP_029039432.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	XP_029038096.1, XP_029038095.1	XP_001657370.2
OG0000234	XP_029050333.1, XP_029050356.1, XP_029050344.1, XP_029050517.1	XP_001659472.1, XP_001659474.1, XP_001659473.2
OG0000235	XP_029045311.1, XP_029045317.1, XP_029045324.1, XP_029045318.1	XP_021707634.1, XP_021707632.1, XP_021707627.1
OG0000236	XP_029036862.1, XP_029036865.1, XP_029036864.1	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1
OG0000236	XP_029036869.1	XP_001652725.2
OG0000237	XP_029051857.1	XP_021707698.1
OG0000237	XP_029051872.1	XP_021708376.1
OG0000238	XP_029055021.1, XP_029054727.1, XP_029054859.1, XP_029054643.1, XP_029054158.1, XP_029054118.1, XP_029055040.1, XP_029054071.1, XP_029054385.1, XP_029054890.1, XP_029054915.1, XP_029055064.1, XP_029053760.1, XP_029054193.1, XP_029054595.1	XP_021695204.1
OG0000239	XP_029036180.1, XP_029036132.1	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2
OG0000241	XP_029044589.1, XP_029038589.1	XP_001661295.2, XP_001652449.1
OG0000243	XP_029053744.1	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1
OG0000244	XP_029039027.1	XP_001652340.2
OG0000245	XP_029039448.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	XP_029043282.1, XP_029043284.1, XP_029043283.1	XP_021702972.1
OG0000246	XP_029043287.1, XP_029043289.1, XP_029043288.1	XP_001661057.2
OG0000247	XP_029036516.1	XP_021693011.1, XP_001651225.2, XP_001651227.2, XP_001650550.2
OG0000247	XP_029036521.1	XP_021694288.1
OG0000248	XP_029042768.1	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000249	XP_029044045.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1
OG0000250	XP_029052124.1, XP_029052120.1	XP_001660282.2, XP_021705092.1
OG0000252	XP_029037839.1	XP_001659013.1, XP_021711486.1
OG0000253	XP_029036723.1	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000253	XP_029032574.1	XP_021703386.1, XP_021703387.1, XP_021703388.1
OG0000254	XP_029046368.1	XP_001664252.1
OG0000254	XP_029055807.1	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000256	XP_029042504.1, XP_029042508.1, XP_029042505.1, XP_029042506.1, XP_029042511.1, XP_029042512.1, XP_029042509.1, XP_029042507.1	XP_001659923.1
OG0000257	XP_029045410.1	XP_021707001.1
OG0000257	XP_029045406.1	XP_001653528.1
OG0000260	XP_029053188.1	XP_001651266.2
OG0000261	XP_029035663.1, XP_029035664.1, XP_029035662.1	XP_001653512.1
OG0000263	XP_029042765.1, XP_029042764.1, XP_029042763.1	XP_021695756.1, XP_001659895.1
OG0000264	XP_029053644.1	XP_021699793.1
OG0000264	XP_029053659.1, XP_029053657.1	XP_001654772.1
OG0000265	XP_029048310.1	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2
OG0000266	XP_029049979.1	XP_001663718.1
OG0000266	XP_029049312.1	XP_001648452.3
OG0000268	XP_029053715.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	XP_029036205.1, XP_029036204.1	XP_021694258.1
OG0000270	XP_029047487.1	XP_021693340.1
OG0000270	XP_029045046.1	XP_021693342.1
OG0000271	XP_029048607.1	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1
OG0000272	XP_029032785.1, XP_029032787.1	XP_021702656.1, XP_001651408.2
OG0000273	XP_029044326.1, XP_029044327.1	XP_021697010.1
OG0000274	XP_029046053.1	XP_021708647.1, XP_021712554.1
OG0000275	XP_029051562.1	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000277	XP_029032823.1, XP_029032828.1, XP_029032829.1, XP_029032830.1, XP_029032831.1, XP_029032824.1, XP_029032825.1, XP_029032832.1, XP_029032833.1, XP_029032827.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_029051961.1, XP_029049618.1	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	XP_029036092.1, XP_029036091.1, XP_029036094.1, XP_029036095.1, XP_029036096.1	XP_021701402.1, XP_021704615.1
OG0000281	XP_029053027.1	XP_021704238.1, XP_021704239.1, XP_001651431.1
OG0000283	XP_029045503.1, XP_029045504.1	XP_021699203.1
OG0000284	XP_029055634.1	XP_021713281.1
OG0000284	XP_029055784.1, XP_029055401.1	XP_001649911.1
OG0000285	XP_029048555.1, XP_029048564.1, XP_029048573.1, XP_029048581.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	XP_029055707.1	XP_001653434.1
OG0000288	XP_029037231.1	XP_021708643.1
OG0000288	XP_029048238.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_029040796.1	XP_001653392.1, XP_021700629.1
OG0000291	XP_029034855.1	XP_001660325.1
OG0000292	XP_029037740.1	XP_021705719.1
OG0000295	XP_029042145.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_029049544.1, XP_029049545.1, XP_029049543.1	XP_021696627.1, XP_001652037.1
OG0000298	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1	XP_001653995.1
OG0000299	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1	XP_001651322.2
OG0000300	XP_029032385.1	XP_001648404.2
OG0000300	XP_029032635.1	XP_001655172.1
OG0000301	XP_029048644.1, XP_029048643.1	XP_001648376.1
OG0000301	XP_029043020.1	XP_001658068.2
OG0000302	XP_029039652.1	XP_021704818.1
OG0000302	XP_029045566.1	XP_011493002.2
OG0000303	XP_029051023.1	XP_001654671.2
OG0000304	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	XP_029047339.1	XP_021713275.1
OG0000305	XP_029048754.1	XP_021709869.1
OG0000306	XP_029055772.1, XP_029055770.1, XP_029055768.1	XP_021713149.1, XP_001657736.2
OG0000307	XP_029042359.1, XP_029042358.1	XP_001648503.2, XP_021709490.1
OG0000308	XP_029040434.1, XP_029040435.1, XP_029040433.1	XP_021704951.1, XP_001652493.1
OG0000309	XP_029048625.1, XP_029048626.1, XP_029048627.1, XP_029048623.1, XP_029048622.1	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1
OG0000310	XP_029056622.1, XP_029056621.1, XP_029056620.1, XP_029056619.1	XP_021709445.1, XP_021707061.1
OG0000311	XP_029054207.1	XP_001663796.1
OG0000312	XP_029039443.1, XP_029039442.1	XP_011493181.2
OG0000313	XP_029044195.1	XP_021711596.1
OG0000314	XP_029040843.1, XP_029040844.1	XP_001651916.1, XP_021710674.1, XP_001651919.1
OG0000314	XP_029040842.1	XP_021694403.1
OG0000315	XP_029050380.1	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	XP_029052013.1	XP_001659462.2
OG0000316	XP_029037315.1	XP_021708459.1
OG0000317	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1	XP_021709328.1
OG0000318	XP_029045169.1	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	XP_029049730.1	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	XP_029043380.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	XP_029032312.1, XP_029032313.1	XP_001654226.2
OG0000322	XP_029045710.1, XP_029050313.1, XP_029040429.1	XP_021699357.1, XP_001664072.2, XP_001664071.2
OG0000323	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1	XP_021709796.1
OG0000325	XP_029032468.1, XP_029032467.1	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1
OG0000326	XP_029036522.1, XP_029036513.1	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000329	XP_029045200.1	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1
OG0000330	XP_029044991.1, XP_029043396.1, XP_029044978.1	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	XP_029039444.1, XP_029039445.1, XP_029039447.1	XP_001648362.2
OG0000333	XP_029035562.1, XP_029048672.1	XP_021693426.1
OG0000334	XP_029040536.1	XP_021701876.1
OG0000335	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1	XP_021711938.1
OG0000336	XP_029050296.1, XP_029053215.1	XP_001655208.2
OG0000337	XP_029044048.1	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000338	XP_029048723.1	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2
OG0000339	XP_029036574.1	XP_001648723.1
OG0000339	XP_029035057.1	XP_001656676.1
OG0000341	XP_029047897.1	XP_021702717.1, XP_001659283.1
OG0000342	XP_029049079.1, XP_029049078.1, XP_029049080.1, XP_029049076.1	XP_021700597.1
OG0000342	XP_029048895.1	XP_021709325.1
OG0000343	XP_029055935.1, XP_029055937.1, XP_029055936.1	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1
OG0000344	XP_029040724.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000346	XP_029054467.1, XP_029053741.1, XP_029054418.1, XP_029055177.1	XP_021707570.1, XP_021707123.1
OG0000347	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1	XP_021700452.1
OG0000349	XP_029045227.1, XP_029045228.1	XP_021693827.1
OG0000350	XP_029035510.1, XP_029035506.1, XP_029035507.1, XP_029035508.1, XP_029035509.1	XP_001659213.2
OG0000351	XP_029032992.1, XP_029032991.1, XP_029032993.1	XP_021707134.1, XP_001647780.1
OG0000352	XP_029054732.1, XP_029054729.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	XP_029038604.1	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
OG0000357	XP_029043524.1, XP_029043523.1, XP_029043522.1, XP_029043520.1, XP_029043525.1, XP_029043526.1	XP_021701084.1
OG0000358	XP_029055341.1, XP_029055342.1, XP_029055343.1, XP_029055344.1	XP_001661132.1, XP_021698766.1
OG0000360	XP_029034706.1	XP_021705669.1, XP_021705670.1
OG0000361	XP_029040875.1	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1
OG0000362	XP_029032609.1	XP_001658111.1
OG0000362	XP_029032601.1, XP_029032600.1, XP_029032602.1, XP_029032603.1, XP_029032604.1	XP_021698010.1
OG0000363	XP_029037783.1	XP_001660101.2
OG0000363	XP_029051564.1	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1
OG0000364	XP_029048237.1	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1
OG0000365	XP_029049426.1, XP_029049425.1, XP_029049423.1, XP_029049424.1	XP_021696655.1, XP_021696656.1, XP_001652059.2
OG0000366	XP_029036848.1, XP_029036838.1, XP_029036835.1, XP_029036836.1	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1
OG0000367	XP_029040540.1, XP_029040539.1, XP_029040537.1, XP_029040541.1	XP_001650261.2
OG0000368	XP_029043022.1, XP_029042037.1	XP_001649238.1, XP_001649236.1, XP_021705594.1
OG0000369	XP_029040906.1, XP_029040905.1, XP_029035224.1	XP_021706588.1, XP_021708003.1
OG0000370	XP_029036217.1	XP_021712555.1
OG0000370	XP_029036273.1	XP_021712567.1, XP_021712559.1, XP_001658407.1
OG0000372	XP_029050137.1, XP_029037026.1	XP_001653705.2
OG0000374	XP_029054453.1	XP_021710176.1
OG0000375	XP_029032555.1, XP_029032556.1, XP_029032551.1, XP_029032550.1, XP_029032553.1, XP_029032552.1, XP_029032554.1	XP_001652513.1
OG0000376	XP_029052453.1, XP_029052451.1, XP_029052452.1	XP_021711017.1
OG0000377	XP_029040734.1	XP_001660801.2
OG0000377	XP_029034326.1	XP_001652672.1, XP_001652671.1, XP_001652673.1
OG0000378	XP_029054852.1, XP_029055356.1, XP_029038260.1	XP_021709491.1
OG0000379	XP_029033796.1, XP_029033792.1	XP_021704205.1, XP_021704206.1
OG0000380	XP_029037950.1, XP_029037952.1	XP_001658589.2, XP_021700482.1
OG0000381	XP_029053290.1	XP_021709141.1
OG0000381	XP_029056661.1	XP_021708636.1, XP_001653770.1
OG0000382	XP_029039628.1, XP_029039629.1, XP_029039627.1, XP_029046829.1	XP_021712504.1, XP_021705463.1
OG0000384	XP_029032128.1, XP_029032123.1	XP_001660403.1
OG0000384	XP_029032140.1	XP_021708638.1
OG0000385	XP_029049378.1, XP_029055593.1	XP_021712982.1, XP_001649476.1
OG0000386	XP_029056438.1, XP_029056437.1	XP_011493284.1, XP_001651049.1, XP_021694539.1
OG0000387	XP_029033287.1	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1
OG0000388	XP_029047149.1	XP_021694733.1
OG0000388	XP_029044053.1	XP_001659821.1
OG0000389	XP_029051988.1, XP_029037895.1	XP_001653489.2, XP_001653487.1
OG0000391	XP_029043249.1, XP_029043246.1, XP_029043247.1, XP_029043244.1, XP_029043245.1, XP_029043250.1, XP_029043248.1	XP_021708186.1, XP_021708180.1
OG0000392	XP_029054016.1, XP_029055038.1	XP_021694279.1
OG0000393	XP_029054507.1, XP_029053838.1, XP_029054185.1, XP_029053899.1	XP_021708462.1
OG0000394	XP_029051207.1, XP_029051206.1	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1
OG0000395	XP_029041446.1, XP_029041452.1, XP_029041451.1, XP_029041449.1, XP_029041447.1, XP_029041448.1, XP_029050227.1	XP_021711480.1
OG0000396	XP_029053559.1	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1
OG0000397	XP_029053422.1, XP_029053423.1, XP_029053421.1, XP_029053420.1, XP_029053419.1, XP_029053417.1, XP_029053424.1, XP_029053425.1	XP_021705047.1, XP_021705046.1, XP_021712900.1
OG0000398	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1	XP_001654423.1
OG0000399	XP_029051263.1, XP_029051260.1	XP_021701463.1, XP_021701471.1, XP_021701437.1
OG0000400	XP_029047557.1	XP_021708893.1, XP_001657539.2, XP_001657536.2
OG0000401	XP_029055758.1, XP_029055757.1, XP_029055762.1, XP_029055761.1, XP_029055759.1	XP_021710740.1, XP_001657992.2, XP_021710747.1
OG0000402	XP_029035694.1	XP_011492940.1, XP_001658086.2
OG0000403	XP_029034027.1, XP_029034020.1, XP_029034022.1	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1
OG0000405	XP_029040022.1, XP_029040023.1	XP_001663334.1
OG0000405	XP_029050577.1	XP_001660991.1
OG0000406	XP_029055567.1	XP_001656191.2, XP_001657673.2, XP_001657671.1, XP_001657674.2
OG0000407	XP_029043685.1, XP_029043686.1, XP_029043684.1	XP_001650092.2
OG0000408	XP_029052495.1	XP_001656144.1
OG0000408	XP_029032254.1	XP_001649800.1
OG0000409	XP_029052807.1	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1
OG0000410	XP_029036046.1	XP_021706294.1, XP_021706293.1
OG0000410	XP_029034621.1, XP_029034617.1	XP_021700545.1, XP_021700546.1, XP_021711935.1
OG0000411	XP_029035220.1	XP_021698601.1
OG0000411	XP_029055622.1	XP_001664033.2
OG0000412	XP_029041797.1, XP_029041796.1	XP_021698414.1
OG0000412	XP_029034129.1	XP_021710181.1, XP_021710186.1
OG0000413	XP_029038086.1	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1
OG0000415	XP_029034205.1, XP_029034224.1, XP_029034214.1, XP_029034233.1	XP_021707878.1
OG0000416	XP_029050280.1, XP_029040989.1, XP_029053577.1	XP_001648022.2
OG0000417	XP_029046684.1, XP_029046681.1	XP_001656516.2
OG0000417	XP_029039481.1	XP_001660338.2
OG0000418	XP_029053844.1	XP_021700067.1
OG0000419	XP_029038504.1, XP_029038503.1	XP_001650207.1
OG0000420	XP_029054713.1	XP_001654248.2, XP_001663090.2, XP_001663089.2
OG0000421	XP_029045207.1, XP_029045205.1, XP_029045209.1, XP_029045208.1, XP_029045206.1	XP_021710730.1
OG0000422	XP_029042799.1, XP_029042800.1, XP_029042801.1, XP_029042802.1, XP_029042804.1, XP_029042805.1, XP_029042806.1, XP_029042807.1	XP_021695345.1
OG0000423	XP_029042969.1, XP_029042970.1, XP_029042968.1	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1
