Orthogroup	Osmia_bicornis	Bombus_terrestris
OG0000181	XP_029051355.1, XP_029051353.1, XP_029051352.1, XP_029051351.1, XP_029051350.1, XP_029051349.1, XP_029051354.1, XP_029051348.1	XP_003399390.1, XP_012169773.1, XP_012169774.1, XP_012169772.1
OG0000182	XP_029044796.1, XP_029044797.1, XP_029044799.1, XP_029044800.1, XP_029044801.1, XP_029044793.1, XP_029044794.1, XP_029044795.1	XP_012167067.1, XP_012167065.1, XP_003397602.1
OG0000183	XP_029047940.1	XP_012167140.1, XP_012167142.1, XP_003397591.1
OG0000183	XP_029053202.1	XP_012163118.1
OG0000185	XP_029037648.1	XP_003400788.1
OG0000185	XP_029037641.1, XP_029037640.1	XP_012171763.1, XP_012171761.1, XP_012171762.1, XP_012171760.1, XP_012171764.1
OG0000186	XP_029043658.1, XP_029043698.1, XP_029043697.1	XP_003393867.1, XP_020723943.1, XP_003393865.1, XP_003393866.1
OG0000187	XP_029047831.1	XP_012167100.1, XP_003397755.1, XP_012167097.1, XP_020720318.1, XP_020720316.1, XP_012167099.1, XP_012167098.1
OG0000188	XP_029045188.1	XP_003399544.1
OG0000188	XP_029034574.1	XP_003399969.1
OG0000188	XP_029035546.1	XP_003395186.1
OG0000189	XP_029035806.1, XP_029035810.1, XP_029035809.1, XP_029035808.1	XP_003393320.1, XP_012167516.1
OG0000190	XP_029056400.1, XP_029056399.1, XP_029056401.1	XP_012172000.1, XP_012171998.1, XP_012171999.1
OG0000191	XP_029036825.1	XP_012172676.1
OG0000192	XP_029034267.1, XP_029034266.1	XP_003393731.1
OG0000194	XP_029038776.1	XP_003397793.1
OG0000194	XP_029038813.1	XP_003397791.1
OG0000196	XP_029041657.1, XP_029041656.1	XP_003399490.1
OG0000196	XP_029053549.1	XP_012170863.1, XP_003400132.1, XP_020721794.1, XP_012170865.1
OG0000197	XP_029032736.1, XP_029032735.1	XP_012171975.1, XP_012171976.1
OG0000197	XP_029032734.1	XP_012171981.1, XP_012171980.1, XP_012171979.1, XP_003400969.1
OG0000199	XP_029049343.1	XP_012172381.1
OG0000200	XP_029052014.1	XP_003394667.1
OG0000200	XP_029049081.1	XP_003398779.1
OG0000200	XP_029049085.1	XP_012168586.1
OG0000201	XP_029039891.1	XP_020720655.1
OG0000202	XP_029044324.1	XP_012165963.1, XP_012165962.1, XP_012165961.1, XP_003396825.1, XP_020719260.1
OG0000202	XP_029032521.1, XP_029032520.1	XP_020719240.1, XP_012165749.1, XP_012165750.1
OG0000203	XP_029047463.1	XP_003396251.1
OG0000203	XP_029042308.1, XP_029042310.1	XP_012165494.1
OG0000204	XP_029049274.1, XP_029049273.1, XP_029049272.1, XP_029049275.1	XP_003400095.1
OG0000205	XP_029047201.1, XP_029047202.1, XP_029047200.1, XP_029047205.1, XP_029047203.1, XP_029047204.1	XP_012176340.1, XP_003394538.1
OG0000206	XP_029052215.1	XP_012170362.1
OG0000206	XP_029052187.1, XP_029052186.1	XP_020721443.1
OG0000207	XP_029046518.1	XP_012169552.1
OG0000207	XP_029041769.1	XP_012169920.1
OG0000207	XP_029041771.1	XP_012169919.1
OG0000208	XP_029041765.1	XP_003399477.1
OG0000208	XP_029055923.1	XP_003393534.1
OG0000208	XP_029033072.1	XP_003394143.1, XP_003394144.1
OG0000209	XP_029047963.1, XP_029047965.1, XP_029047964.1	XP_012167030.1, XP_012167033.1, XP_012167031.1, XP_012167034.1, XP_012167036.1, XP_012167037.1
OG0000210	XP_029037304.1	XP_003396128.1
OG0000210	XP_029045711.1	XP_012167928.1
OG0000210	XP_029041331.1	XP_012164486.1
OG0000212	XP_029034391.1, XP_029034390.1	XP_003393900.1
OG0000212	XP_029051924.1	XP_003403182.1
OG0000212	XP_029051929.1	XP_012174957.1
OG0000213	XP_029041152.1, XP_029041153.1, XP_029041150.1, XP_029041151.1	XP_003399166.1, XP_003399165.1, XP_012169441.1, XP_012169439.1, XP_012169438.1, XP_012169436.1
OG0000214	XP_029041256.1	XP_003397389.1
OG0000215	XP_029040889.1, XP_029040887.1, XP_029040888.1	XP_012172166.1
OG0000215	XP_029040891.1	XP_003401025.1
OG0000216	XP_029052235.1, XP_029052237.1	XP_003401971.1
OG0000217	XP_029041283.1	XP_003396151.1
OG0000218	XP_029034776.1, XP_029034777.1, XP_029034772.1, XP_029034773.1, XP_029034774.1, XP_029034775.1	XP_012172566.2
OG0000219	XP_029033097.1, XP_029033098.1, XP_029033099.1, XP_029033101.1, XP_029033100.1	XP_003394637.1
OG0000220	XP_029033278.1, XP_029033277.1, XP_029033279.1, XP_029033274.1, XP_029033275.1, XP_029033276.1, XP_029033273.1	XP_020719485.1, XP_020719486.1, XP_020719487.1, XP_012165070.1, XP_012165068.1, XP_003396344.1
OG0000221	XP_029042551.1	XP_020720834.1
OG0000223	XP_029038992.1	XP_012167632.1
OG0000223	XP_029044364.1	XP_003394761.1
OG0000224	XP_029035644.1	XP_020718441.1, XP_020718442.1, XP_012163516.1, XP_020718287.1, NP_001267823.1, XP_012163168.1
OG0000225	XP_029035976.1, XP_029035979.1, XP_029035978.1	XP_020718472.1, XP_020718473.1
OG0000225	XP_029032932.1	XP_012174019.1
OG0000226	XP_029036179.1	XP_012175521.2, XP_012175447.1
OG0000226	XP_029036153.1	XP_003400345.1
OG0000227	XP_029056277.1, XP_029056278.1, XP_029056276.1, XP_029056274.1, XP_029056306.1, XP_029056308.1, XP_029056307.1, XP_029056309.1, XP_029056279.1	XP_012169873.1, XP_012169872.1, XP_012169871.1, XP_003399621.1
OG0000228	XP_029053720.1, XP_029054269.1	XP_020723156.1
OG0000229	XP_029043983.1	XP_003396456.1
OG0000230	XP_029052179.1, XP_029052178.1	XP_012170718.1
OG0000231	XP_029054484.1, XP_029039829.1	XP_020720652.1, XP_003398422.1
OG0000232	XP_029039432.1	XP_003400659.1, XP_020722317.1
OG0000233	XP_029038096.1, XP_029038095.1	XP_003393462.1
OG0000234	XP_029050333.1, XP_029050356.1, XP_029050344.1, XP_029050517.1	XP_003396093.1
OG0000235	XP_029045311.1, XP_029045317.1, XP_029045324.1, XP_029045318.1	XP_012167720.1, XP_012167719.1, XP_012167718.1, XP_012167716.1
OG0000236	XP_029036862.1, XP_029036865.1, XP_029036864.1	XP_012172197.1
OG0000236	XP_029036869.1	XP_012172199.1
OG0000237	XP_029051857.1	XP_020722245.1
OG0000237	XP_029051872.1	XP_020722198.1
OG0000239	XP_029036180.1, XP_029036132.1	XP_003400044.1, XP_020721966.1, XP_012170676.1, XP_012170677.1
OG0000240	XP_029047308.1, XP_029047307.1, XP_029047306.1, XP_029047240.1	XP_003396555.2, XP_003402397.2
OG0000241	XP_029044589.1	NP_001274494.1, XP_003403294.1
OG0000241	XP_029038589.1	XP_012168805.1
OG0000243	XP_029053744.1	XP_012164726.1
OG0000244	XP_029039027.1	XP_003400569.1
OG0000245	XP_029039448.1	XP_003400548.1
OG0000246	XP_029043282.1, XP_029043284.1, XP_029043283.1	XP_003399661.1
OG0000246	XP_029043287.1, XP_029043289.1, XP_029043288.1	XP_003399659.1, XP_020721543.1
OG0000247	XP_029036516.1	XP_020718842.1
OG0000247	XP_029036521.1	XP_012164509.1
OG0000248	XP_029042768.1	XP_020721171.1
OG0000249	XP_029044045.1	XP_012167204.1, XP_012166752.1, XP_012166751.1
OG0000250	XP_029052124.1	XP_003398082.1
OG0000250	XP_029052120.1	XP_003398251.1
OG0000251	XP_029045709.1, XP_029045708.1	XP_012167926.1
OG0000251	XP_029038523.1, XP_029038522.1	XP_012173977.1, XP_003402363.1
OG0000252	XP_029037839.1	XP_020719888.1, XP_003392873.1, XP_012167405.1, XP_012167457.1
OG0000253	XP_029036723.1	XP_003401070.1
OG0000254	XP_029046368.1	XP_003397222.1
OG0000254	XP_029055807.1	XP_003395562.1
OG0000256	XP_029042504.1, XP_029042508.1, XP_029042505.1, XP_029042506.1, XP_029042511.1, XP_029042512.1, XP_029042509.1, XP_029042507.1	NP_001295235.1, XP_012176496.1
OG0000257	XP_029045410.1	XP_020722268.1, XP_020722269.1, XP_003400699.1
OG0000257	XP_029045406.1	XP_020722264.1
OG0000258	XP_029047643.1, XP_029047644.1	XP_003402792.1, XP_003401479.1, XP_003401480.1
OG0000259	XP_029044913.1	XP_020720037.1
OG0000260	XP_029053188.1	XP_003393346.1, XP_003402310.1
OG0000261	XP_029035663.1, XP_029035664.1, XP_029035662.1	XP_020718460.1, XP_003395135.1, XP_003395133.1
OG0000263	XP_029042765.1, XP_029042764.1, XP_029042763.1	XP_012168652.1
OG0000264	XP_029053644.1	XP_012166540.1
OG0000264	XP_029053659.1, XP_029053657.1	XP_012166688.1, XP_003397315.1
OG0000265	XP_029048310.1	XP_012175738.1
OG0000266	XP_029049979.1	XP_003401364.1
OG0000266	XP_029049312.1	XP_012172464.1, XP_012172463.1
OG0000268	XP_029053715.1	XP_020718561.1
OG0000269	XP_029036205.1, XP_029036204.1	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1
OG0000270	XP_029047487.1	XP_012166216.1, XP_020719789.1
OG0000270	XP_029045046.1	XP_003402376.1
OG0000271	XP_029048607.1	XP_012163596.1, XP_003395149.2, XP_012163598.1, XP_012163597.1, XP_012163600.1
OG0000271	XP_029047035.1	XP_003397124.2
OG0000272	XP_029034319.1	XP_020723485.1
OG0000272	XP_029032785.1, XP_029032787.1	XP_012167932.1
OG0000273	XP_029044326.1, XP_029044327.1	XP_003394955.1
OG0000274	XP_029046053.1	XP_003395603.1
OG0000275	XP_029051562.1	XP_003401825.1
OG0000276	XP_029053712.1	XP_003402777.1
OG0000277	XP_029032823.1, XP_029032828.1, XP_029032829.1, XP_029032830.1, XP_029032831.1, XP_029032824.1, XP_029032825.1, XP_029032832.1, XP_029032833.1, XP_029032827.1	XP_012171242.1, XP_003400456.1
OG0000278	XP_029051961.1, XP_029049618.1	XP_003395965.1
OG0000279	XP_029036092.1, XP_029036091.1, XP_029036094.1, XP_029036095.1, XP_029036096.1	XP_003400301.1
OG0000280	XP_029046043.1, XP_029053069.1	XP_003394949.1
OG0000281	XP_029053027.1	XP_020723531.1, XP_003402779.1
OG0000281	XP_029045750.1, XP_029045751.1, XP_029045752.1, XP_029045754.1, XP_029045756.1, XP_029045753.1	XP_020718843.1
OG0000283	XP_029045503.1, XP_029045504.1	XP_003395709.1
OG0000284	XP_029055634.1	XP_012165662.1
OG0000284	XP_029055401.1	XP_003396501.1
OG0000285	XP_029048555.1, XP_029048564.1, XP_029048573.1, XP_029048581.1	XP_012163289.1
OG0000286	XP_029033341.1	XP_020719491.1, XP_012165091.1, XP_012165093.1, XP_012165095.1, XP_003396395.1, XP_012165096.1, XP_012165097.1
OG0000287	XP_029055707.1	XP_020719656.1, XP_020719657.1, XP_003396391.1
OG0000288	XP_029037231.1	XP_012176000.1
OG0000288	XP_029048238.1	XP_003395685.1
OG0000289	XP_029040796.1	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1
OG0000290	XP_029051156.1	XP_012166386.1, XP_003397081.1
OG0000291	XP_029034855.1	XP_003401230.1
OG0000292	XP_029042887.1	XP_012168713.1
OG0000292	XP_029037740.1	XP_020721082.1
OG0000293	XP_029038982.1, XP_029038983.1, XP_029038981.1	XP_012176424.1
OG0000294	XP_029041535.1	XP_020724047.1
OG0000294	XP_029041597.1	XP_012175690.2
OG0000295	XP_029042145.1	XP_020718759.1, XP_020718760.1, XP_003395333.1
OG0000296	XP_029049544.1, XP_029049545.1, XP_029049543.1	XP_012175997.1, XP_012175996.1
OG0000297	XP_029038213.1	XP_003397291.1
OG0000298	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1	XP_012164070.1, XP_003395613.1
OG0000299	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1
OG0000300	XP_029032385.1	XP_003396567.1
OG0000300	XP_029032635.1	XP_003396484.1
OG0000301	XP_029048644.1, XP_029048643.1	XP_003399611.1
OG0000302	XP_029039652.1	XP_012170889.1
OG0000302	XP_029045566.1	XP_012168271.1
OG0000303	XP_029035381.1	XP_012169497.2
OG0000303	XP_029048888.1	XP_003399008.3
OG0000304	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1
OG0000305	XP_029047339.1	XP_012166359.1
OG0000305	XP_029048754.1	XP_003393481.1, XP_012169045.1, XP_012169053.1
OG0000306	XP_029055772.1	XP_012164015.1
OG0000306	XP_029055770.1	XP_020718921.1
OG0000306	XP_029055768.1	XP_003395571.1
OG0000307	XP_029042359.1, XP_029042358.1	XP_003402144.1, XP_003402143.1
OG0000308	XP_029040434.1, XP_029040435.1, XP_029040433.1	XP_020720591.1
OG0000309	XP_029048625.1, XP_029048626.1, XP_029048627.1, XP_029048623.1, XP_029048622.1	XP_003399465.1, XP_020721648.1, XP_012169829.1
OG0000310	XP_029056622.1, XP_029056621.1, XP_029056620.1, XP_029056619.1	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1
OG0000311	XP_029054207.1	NP_001267835.1, XP_012168914.1
OG0000312	XP_029039443.1, XP_029039442.1	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1
OG0000313	XP_029044195.1	XP_003401730.1, XP_020722941.1
OG0000314	XP_029040843.1, XP_029040844.1	XP_003401109.1
OG0000314	XP_029040842.1	XP_003401102.1
OG0000315	XP_029050380.1	XP_003393207.1, XP_003393256.1
OG0000316	XP_029052013.1	XP_020721709.1
OG0000316	XP_029037315.1	XP_003401938.2
OG0000317	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1
OG0000318	XP_029045169.1	XP_003399756.2
OG0000319	XP_029049730.1	XP_012169247.1, XP_012169246.1, XP_012169248.1, XP_003399058.1
OG0000320	XP_029043380.1	XP_012171701.1
OG0000321	XP_029032312.1, XP_029032313.1	XP_003396497.1, XP_012166184.1
OG0000322	XP_029045710.1, XP_029050313.1, XP_029040429.1	XP_012167924.1
OG0000322	XP_029035236.1	XP_003396317.1, XP_003396318.1
OG0000323	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1
OG0000324	XP_029032272.1	XP_020718305.1, XP_020718302.1
OG0000325	XP_029032468.1, XP_029032467.1	XP_012166143.1, XP_012166144.1, XP_003396981.1
OG0000327	XP_029044872.1	XP_020720937.1, XP_020720933.1, XP_020720934.1
OG0000329	XP_029045200.1	XP_012173620.1
OG0000330	XP_029044991.1, XP_029043396.1, XP_029044978.1	NP_001267838.1
OG0000331	XP_029037754.1	XP_012168742.1, XP_012168741.1
OG0000332	XP_029039444.1, XP_029039445.1, XP_029039447.1	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1
OG0000333	XP_029035562.1	XP_012163501.1
OG0000333	XP_029048672.1	XP_020718311.1
OG0000334	XP_029040536.1	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1
OG0000335	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1	XP_020723223.1, XP_003402203.1
OG0000336	XP_029050296.1	XP_020723021.1
OG0000336	XP_029053215.1	XP_003394465.1
OG0000337	XP_029044048.1	XP_012168611.1
OG0000338	XP_029049651.1	XP_020724365.1
OG0000338	XP_029048723.1	XP_003395637.1
OG0000339	XP_029036574.1	XP_012164370.1, XP_012164369.1
OG0000339	XP_029035057.1	XP_012173169.1, XP_020722951.1
OG0000340	XP_029043213.1	XP_012172809.1
OG0000341	XP_029047897.1	XP_020720041.1
OG0000342	XP_029049079.1, XP_029049078.1, XP_029049080.1, XP_029049076.1	XP_012169201.1
OG0000342	XP_029048895.1	XP_020721162.1
OG0000343	XP_029055935.1, XP_029055937.1, XP_029055936.1	XP_003394043.1, XP_012175819.1
OG0000344	XP_029040724.1	XP_020721163.1
OG0000345	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1
OG0000347	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1	XP_012166755.1, XP_003397452.1, XP_003397451.1
OG0000348	XP_029040383.1, XP_029040373.1, XP_029040376.1, XP_029040378.1, XP_029040380.1, XP_029040381.1, XP_029040379.1, XP_029040374.1, XP_029040375.1, XP_029040377.1	XP_003393409.1
OG0000349	XP_029045227.1, XP_029045228.1	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1
OG0000350	XP_029035510.1, XP_029035506.1, XP_029035507.1, XP_029035508.1, XP_029035509.1	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1
OG0000351	XP_029032992.1, XP_029032991.1, XP_029032993.1	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1
OG0000352	XP_029054732.1, XP_029054729.1	XP_020722929.1
OG0000356	XP_029038604.1	XP_012167462.1
OG0000357	XP_029043524.1, XP_029043523.1, XP_029043522.1, XP_029043520.1, XP_029043525.1, XP_029043526.1	XP_020722207.1, XP_012171737.1, XP_003400885.1
OG0000358	XP_029055341.1, XP_029055342.1, XP_029055343.1, XP_029055344.1	XP_003396633.1, XP_003396634.1
OG0000360	XP_029034706.1	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1
OG0000361	XP_029040875.1	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2
OG0000362	XP_029032609.1	XP_003396517.1
OG0000362	XP_029032601.1, XP_029032600.1, XP_029032602.1, XP_029032603.1, XP_029032604.1	XP_003396516.2
OG0000363	XP_029037783.1	XP_003402028.1
OG0000363	XP_029051564.1	XP_012173210.2
OG0000364	XP_029048237.1	XP_003395514.1
OG0000365	XP_029049426.1, XP_029049425.1, XP_029049423.1, XP_029049424.1	XP_020720955.1, XP_020720956.1, XP_020720953.1, XP_020720954.1, XP_012168842.2
OG0000366	XP_029036848.1, XP_029036838.1, XP_029036835.1, XP_029036836.1	XP_012172186.1, XP_020722400.1, XP_020722391.1, XP_020722396.1
OG0000367	XP_029040540.1, XP_029040539.1, XP_029040537.1, XP_029040541.1	XP_012167903.1, XP_012167901.1, XP_003398235.1
OG0000368	XP_029043022.1	XP_003394566.1
OG0000368	XP_029042037.1	XP_003394648.1
OG0000369	XP_029040906.1, XP_029040905.1	XP_020723458.1
OG0000369	XP_029035224.1	XP_012165925.1
OG0000370	XP_029036217.1	XP_020720427.1
OG0000370	XP_029036273.1	XP_003397614.1, XP_020720425.1
OG0000371	XP_029034789.1, XP_029034794.1, XP_029034788.1, XP_029034793.1, XP_029034792.1	XP_012172570.1, XP_012172572.1, XP_020722733.1
OG0000372	XP_029050137.1	XP_020718391.1
OG0000372	XP_029037026.1	XP_003402715.1
OG0000375	XP_029032555.1, XP_029032556.1, XP_029032551.1, XP_029032550.1, XP_029032553.1, XP_029032552.1, XP_029032554.1	XP_012165353.1, XP_012165354.1, XP_012165356.1
OG0000376	XP_029052453.1, XP_029052451.1, XP_029052452.1	XP_003398352.1, XP_012168063.1, XP_020720538.1, XP_012168065.1
OG0000377	XP_029040734.1	XP_020724183.1
OG0000377	XP_029034326.1	XP_003402512.1
OG0000378	XP_029054852.1, XP_029055356.1	XP_003396150.2
OG0000378	XP_029038260.1	XP_003396189.1
OG0000379	XP_029033796.1, XP_029033792.1	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1
OG0000380	XP_029037950.1, XP_029037952.1	XP_003392935.1
OG0000381	XP_029053290.1	XP_012167656.1
OG0000381	XP_029056661.1	XP_003402681.1
OG0000382	XP_029039628.1, XP_029039629.1, XP_029039627.1	XP_012168350.1
OG0000382	XP_029046829.1	XP_012174094.1
OG0000383	XP_029037376.1, XP_029037375.1, XP_029050159.1	XP_003400351.1, XP_003400142.1
OG0000384	XP_029032128.1, XP_029032123.1	XP_012175752.1
OG0000384	XP_029032140.1	XP_012175743.1
OG0000385	XP_029049378.1	XP_003401768.1
OG0000385	XP_029055593.1	XP_012164954.1, XP_020719099.1
OG0000386	XP_029056438.1	XP_020722562.1
OG0000386	XP_029056437.1	XP_012172013.1
OG0000387	XP_029033287.1	XP_012175291.1, XP_012175221.2, XP_020723851.1, XP_020723852.1, XP_012175231.1, XP_003402884.1
OG0000388	XP_029047149.1	XP_012173041.1
OG0000388	XP_029044053.1	XP_003398801.1
OG0000389	XP_029051988.1	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1
OG0000389	XP_029037895.1	XP_012166573.1
OG0000391	XP_029043249.1, XP_029043246.1, XP_029043247.1, XP_029043244.1, XP_029043245.1, XP_029043250.1, XP_029043248.1	XP_012174308.2, XP_012174304.1
OG0000392	XP_029055038.1	XP_012166717.1, XP_003402154.1, XP_012174009.1, XP_012164720.1
OG0000394	XP_029051207.1, XP_029051206.1	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1
OG0000395	XP_029041446.1, XP_029041452.1, XP_029041451.1, XP_029041449.1, XP_029041447.1, XP_029041448.1	XP_003397852.1
OG0000395	XP_029050227.1	XP_012176252.1
OG0000396	XP_029053559.1	XP_012167767.1, XP_020720841.1
OG0000396	XP_029044293.1	XP_020722937.1
OG0000397	XP_029053422.1, XP_029053423.1, XP_029053421.1, XP_029053420.1, XP_029053419.1, XP_029053417.1, XP_029053424.1, XP_029053425.1	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1
OG0000398	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1	XP_012168122.1
OG0000399	XP_029051263.1, XP_029051260.1	XP_020722833.1, XP_012172906.1
OG0000400	XP_029047557.1	XP_003402764.1
OG0000401	XP_029055758.1, XP_029055757.1, XP_029055762.1, XP_029055761.1, XP_029055759.1	XP_012164030.1, XP_003395577.1, XP_003395578.1
OG0000402	XP_029035694.1	XP_012170795.1
OG0000403	XP_029034027.1, XP_029034020.1, XP_029034022.1	XP_020718803.1, XP_020718789.1, XP_020718807.1
OG0000405	XP_029040022.1, XP_029040023.1	XP_012167804.1
OG0000405	XP_029050577.1	XP_003398123.1
OG0000406	XP_029055567.1	XP_020723977.1, XP_012175529.1
OG0000407	XP_029043685.1	XP_003403245.2
OG0000407	XP_029043684.1	XP_020720218.1
OG0000408	XP_029052495.1	XP_003396962.1, XP_003396963.1
OG0000408	XP_029032254.1	XP_012165754.1
OG0000409	XP_029052807.1	XP_020718339.1, XP_003394778.1, XP_012163106.1, XP_012163108.1
OG0000410	XP_029036046.1	XP_012176731.1
OG0000410	XP_029034621.1, XP_029034617.1	XP_003399742.1
OG0000411	XP_029035220.1	XP_003396802.2
OG0000411	XP_029055622.1	XP_003396581.1, XP_012165508.1
OG0000412	XP_029041797.1, XP_029041796.1	XP_003400397.2
OG0000412	XP_029034129.1	XP_012174375.1
OG0000413	XP_029038086.1	XP_012163071.1, XP_012163074.1
OG0000414	XP_029053181.1	XP_003397223.1
OG0000414	XP_029053178.1	XP_012166567.1
OG0000415	XP_029034205.1, XP_029034224.1, XP_029034214.1, XP_029034233.1	XP_012163272.1, XP_003394915.1
