Orthogroup	Megachile_rotundata	Dufourea_novaeangliae
OG0000285	XP_003699608.1	XP_015439365.1
OG0000286	XP_012154241.1, XP_003700419.1, XP_012154242.1	XP_015430330.1
OG0000287	XP_003705682.1, XP_012146272.1	XP_015438755.1
OG0000288	XP_003700371.1	XP_015440120.1
OG0000289	XP_012139726.1, XP_012139725.1, XP_003702817.1	XP_015439048.1
OG0000290	XP_003702393.1, XP_012138556.1, XP_012138559.1, XP_012138552.1, XP_012138553.1, XP_012138550.1, XP_012138551.1, XP_012138545.1, XP_012138554.1, XP_012138555.1, XP_012138549.1, XP_012138548.1, XP_012138558.1, XP_012138547.1	XP_015429963.1
OG0000291	XP_003702122.1	XP_015433942.1
OG0000292	XP_012138377.1, XP_012138380.1, XP_012138379.1, XP_012138382.1, XP_012138381.1, XP_003702251.1	XP_015432042.1
OG0000293	XP_003708059.1, XP_012151917.1, XP_012151918.1, XP_012151919.1	XP_015437071.1
OG0000294	XP_003705404.1	XP_015428439.1, XP_015428441.1, XP_015428440.1
OG0000295	XP_012141054.1, XP_003703438.1	XP_015429618.1
OG0000296	XP_012141148.1	XP_015429506.1
OG0000297	XP_012141111.1	XP_015435125.1
OG0000298	XP_012142874.1	XP_015428647.1, XP_015428648.1, XP_015428649.1
OG0000299	XP_012150636.1, XP_012150635.1	XP_015436446.1
OG0000299	XP_012150637.1	XP_015436448.1
OG0000300	XP_012143150.1	XP_015433923.1, XP_015433927.1
OG0000300	XP_012143146.1, XP_012143151.1	XP_015433918.1, XP_015433924.1
OG0000301	XP_003706965.2	XP_015431428.1
OG0000302	XP_003705898.1, XP_012146893.1, XP_012146892.1, XP_012146891.1, XP_012146894.1	XP_015432439.1
OG0000303	XP_012135873.1, XP_012135875.1	XP_015430976.1
OG0000304	XP_012146264.1	XP_015431178.1
OG0000305	XP_012145591.1	XP_015440094.1
OG0000306	XP_003705529.1, XP_012145887.1	XP_015428777.1, XP_015428776.1, XP_015428775.1
OG0000307	XP_003706109.1	XP_015434584.1
OG0000308	XP_012147844.1	XP_015430659.1
OG0000309	XP_003707993.1, XP_012151646.1	XP_015432975.1
OG0000310	XP_003706389.1	XP_015430325.1, XP_015430342.1, XP_015430334.1
OG0000311	XP_003703636.1	XP_015438056.1
OG0000312	XP_012149800.1, XP_012149801.1	XP_015438781.1
OG0000312	XP_012147130.1	XP_015430767.1
OG0000313	XP_003704846.1	XP_015439500.1
OG0000314	XP_012138725.1, XP_012138718.1, XP_012138710.1	XP_015436531.1
OG0000315	XP_012138849.1, XP_003699520.1	XP_015436528.1
OG0000316	XP_003705773.1, XP_012146496.1, XP_012146495.1, XP_012146497.1	XP_015435697.1
OG0000317	XP_012135338.1, XP_012135339.1, XP_012135341.1, XP_012135337.1, XP_012135336.1, XP_012135335.1, XP_012135334.1, XP_003701022.1, XP_012135340.1	XP_015433752.1
OG0000318	XP_012146187.1, XP_003705664.1	XP_015438126.1
OG0000319	XP_012147417.1, XP_012147416.1	XP_015430668.1, XP_015430669.1, XP_015430670.1
OG0000320	XP_012148632.1, XP_012145428.1	XP_015437541.1
OG0000321	XP_003705555.2, XP_012145928.1, XP_003706752.1, XP_012145922.1, XP_012150572.1, XP_012148634.1, XP_012148635.1, XP_012152076.1	XP_015440019.1, XP_015440020.1
OG0000322	XP_012136356.1	XP_015435707.1, XP_015433678.1, XP_015437078.1
OG0000323	XP_003705303.1	XP_015433466.1, XP_015433467.1, XP_015433468.1, XP_015432613.1
OG0000324	XP_012136018.1, XP_012136019.1, XP_012136020.1, XP_012136016.1, XP_012136017.1, XP_012136015.1, XP_003701339.1	XP_015431925.1
OG0000326	XP_003702879.1, XP_012139396.1, XP_012139397.1	XP_015438960.1
OG0000327	XP_012152006.1, XP_012152007.1, XP_012152008.1, XP_012152009.1, XP_003708091.1	XP_015434133.1
OG0000328	XP_003706446.1	XP_015433558.1, XP_015433554.1
OG0000329	XP_003703047.1, XP_012139953.1	XP_015431794.1
OG0000330	XP_012142950.1	XP_015437691.1
OG0000330	XP_012142949.1	XP_015437690.1
OG0000331	XP_003701955.1	XP_015435728.1
OG0000332	XP_012141409.1, XP_003703532.1	XP_015429639.1
OG0000333	XP_012137107.1, XP_012137109.1, XP_012137110.1, XP_012137108.1, XP_003701751.1	XP_015430996.1
OG0000334	XP_012145769.1, XP_012145767.1, XP_012145766.1, XP_012145768.1	XP_015439163.1
OG0000335	XP_003700636.1	XP_015431213.1
OG0000336	XP_012152837.1, XP_012152859.1, XP_012152833.1, XP_012152852.1, XP_012152845.1, XP_012152866.1	XP_015432184.1, XP_015432185.1, XP_015432183.1
OG0000337	XP_003699914.1	XP_015431478.1
OG0000339	XP_012143277.1, XP_012143284.1, XP_012143300.1, XP_003699782.1	XP_015433439.1
OG0000340	XP_012135653.1	XP_015437485.1
OG0000341	XP_012145091.1, XP_012145093.1, XP_003705216.1, XP_012145090.1	XP_015439651.1
OG0000342	XP_003702782.1, XP_012139606.1, XP_012139604.1, XP_012139607.1	XP_015439003.1
OG0000343	XP_003706929.1, XP_012149372.1, XP_012149371.1	XP_015438467.1, XP_015438468.1
OG0000344	XP_012143303.1	XP_015435527.1
OG0000345	XP_012149683.1, XP_003700130.1, XP_012149672.1	XP_015436177.1, XP_015436178.1
OG0000346	XP_012136830.1	XP_015432620.1
OG0000347	XP_003702097.1	XP_015437148.1
OG0000348	XP_012137649.1	XP_015436644.1, XP_015436647.1
OG0000349	XP_012139018.1	XP_015437004.1
OG0000350	XP_003700582.1	XP_015437721.1
OG0000351	XP_003699339.1	XP_015440518.1, XP_015436583.1, XP_015440435.1
OG0000352	XP_012134664.1, XP_012134663.1, XP_012134661.1, XP_012134660.1, XP_012134659.1, XP_012134658.1, XP_012134665.1, XP_003700783.1	XP_015440215.1
OG0000353	XP_003706394.1	XP_015432987.1
OG0000355	XP_012150339.1	XP_015440190.1, XP_015440189.1
OG0000356	XP_003707364.1	XP_015439705.1
OG0000357	XP_012144930.1, XP_003705151.1	XP_015440001.1
OG0000358	XP_012139833.1, XP_012139834.1	XP_015439013.1
OG0000360	XP_003705061.1	XP_015432821.1
OG0000361	XP_012144054.1	XP_015434386.1
OG0000361	XP_012144057.1, XP_012144064.1	XP_015434389.1
OG0000362	XP_012145905.1, XP_012145914.1, XP_012145908.1, XP_012145909.1, XP_012145906.1, XP_012145907.1, XP_003705537.1, XP_012145913.1, XP_012145911.1, XP_012145912.1, XP_012145903.1, XP_012145904.1	XP_015428740.1
OG0000363	XP_012138798.1, XP_012138799.1	XP_015430935.1
OG0000364	XP_012145582.1, XP_012145587.1, XP_012145586.1, XP_012145585.1, XP_012145590.1, XP_012145581.1, XP_012145584.1, XP_012145583.1	XP_015432602.1
OG0000365	XP_012136054.1	XP_015434622.1
OG0000366	XP_012143007.1	XP_015433595.1
OG0000367	XP_003706114.1	XP_015431910.1
OG0000368	XP_012141615.1	XP_015432834.1
OG0000369	XP_012136410.1, XP_012136416.1, XP_012136415.1, XP_012136412.1, XP_012136411.1, XP_012136414.1, XP_012136413.1, XP_012136408.1, XP_012136409.1	XP_015433953.1
OG0000370	XP_003699188.2	XP_015437639.1
OG0000371	XP_012154342.1, XP_012154341.1, XP_012154340.1, XP_012154339.1, XP_012154343.1	XP_015432762.1
OG0000372	XP_012137394.1, XP_012137395.1, XP_003701894.1	XP_015440030.1, XP_015440029.1
OG0000375	XP_012154264.1	XP_015440451.1
OG0000376	XP_003703189.1	XP_015439582.1
OG0000377	XP_012138539.1, XP_003699502.1, XP_012138557.1, XP_012138546.1, XP_012138564.1	XP_015438430.1
OG0000378	XP_012144020.1	XP_015434715.1
OG0000379	XP_003701747.1	XP_015432039.1
OG0000380	XP_003701479.1	XP_015434948.1
OG0000381	XP_012148330.1	XP_015438304.1
OG0000382	XP_003703522.1	XP_015436001.1
OG0000383	XP_012134804.1	XP_015438675.1
OG0000384	XP_003701958.1, XP_012137518.1, XP_012137519.1, XP_012137520.1	XP_015431131.1
OG0000385	XP_012137581.1, XP_003701965.1	XP_015437447.1
OG0000386	XP_003701161.1	XP_015430528.1
OG0000387	XP_003699194.1	XP_015439589.1
OG0000388	XP_012142780.1	XP_015428650.1
OG0000389	XP_012154253.1, XP_003700424.1	XP_015430382.1, XP_015430381.1
OG0000390	XP_003704346.1	XP_015432329.1
OG0000391	XP_012138624.1, XP_012138621.1, XP_012138622.1, XP_012138625.1, XP_012138620.1	XP_015436621.1
OG0000392	XP_003699198.1, XP_012138000.1, XP_012138045.1	XP_015439605.1, XP_015439606.1, XP_015439604.1
OG0000393	XP_003706913.1, XP_012149325.1	XP_015438460.1, XP_015438459.1
OG0000394	XP_003699955.1, XP_012148056.1	XP_015438883.1, XP_015438882.1
OG0000395	XP_003704986.1	XP_015437554.1, XP_015437553.1
OG0000396	XP_003702038.1, XP_012137929.1, XP_012137930.1, XP_012137927.1, XP_012137928.1	XP_015436664.1
OG0000397	XP_003704122.1, XP_012142456.1	XP_015432744.1, XP_015432743.1, XP_015432742.1
OG0000398	XP_012149989.1	XP_015440167.1
OG0000399	XP_012141726.1, XP_012141725.1	XP_015435467.1
OG0000400	XP_003705040.1	XP_015432954.1
OG0000401	XP_003703610.1	XP_015437884.1, XP_015430402.1
OG0000402	XP_012142153.1, XP_012142152.1, XP_012142151.1, XP_003703973.1	XP_015434309.1
OG0000403	XP_012142989.1, XP_012143124.1, XP_012142982.1	XP_015432328.1, XP_015432303.1
OG0000404	XP_012149713.1, XP_012149693.1	XP_015438704.1, XP_015438693.1
OG0000406	XP_012136781.1	XP_015433964.1
OG0000407	XP_003705715.1	XP_015428711.1, XP_015428696.1, XP_015428704.1
OG0000408	XP_012146106.1	XP_015437087.1
OG0000409	XP_012141492.1, XP_003703548.1	XP_015429551.1
OG0000410	XP_012144747.1, XP_012144749.1, XP_003705112.1	XP_015430577.1
OG0000412	XP_012149378.1, XP_012149382.1	XP_015438592.1
OG0000413	XP_003699355.1	XP_015438862.1
OG0000414	XP_012135049.1, XP_012145365.1	XP_015428672.1
OG0000415	XP_003699272.2	XP_015440486.1
OG0000416	XP_012150998.1	XP_015432779.1, XP_015432778.1
OG0000417	XP_012140389.1	XP_015428538.1
OG0000418	XP_003704387.2	XP_015433594.1
OG0000419	XP_003705779.1	XP_015432643.1
OG0000420	XP_012151688.1, XP_012151687.1	XP_015432979.1
OG0000421	XP_003700573.1, XP_012154517.1	XP_015437313.1
OG0000422	XP_003702054.1	XP_015438217.1
OG0000423	XP_003702635.1, XP_012139198.1, XP_012139197.1, XP_012139199.1, XP_012139196.1, XP_012139195.1	XP_015433383.1, XP_015433382.1
OG0000424	XP_003706121.1, XP_012147314.1, XP_012147313.1, XP_012147312.1	XP_015435885.1
OG0000425	XP_012151854.1	XP_015429493.1
OG0000426	XP_003707314.1	XP_015439997.1
OG0000427	XP_012139520.1, XP_012139518.1, XP_012139519.1	XP_015430209.1
OG0000428	XP_003702318.1	XP_015432930.1
OG0000428	XP_012138419.1	XP_015432119.1
OG0000429	XP_012146364.1	XP_015440193.1
OG0000430	XP_012149505.1	XP_015431157.1
OG0000430	XP_012149510.1	XP_015431186.1
OG0000431	XP_012139696.1, XP_012139694.1, XP_012139695.1, XP_003702944.1	XP_015439206.1
OG0000432	XP_012147700.1, XP_012147701.1, XP_012147702.1, XP_003706331.1	XP_015437815.1
OG0000433	XP_012135622.1	XP_015437472.1, XP_015437475.1
OG0000433	XP_003701242.1	XP_015437482.1
OG0000434	XP_012142550.1, XP_012142543.1	XP_015432255.1
OG0000436	XP_003700512.1	XP_015430282.1
OG0000437	XP_012135755.1, XP_012135756.1	XP_015433620.1
OG0000438	XP_003706526.1	XP_015428705.1
OG0000439	XP_003707140.1, XP_012149518.1	XP_015431088.1
OG0000440	XP_012153937.1, XP_012153932.1	XP_015435743.1
OG0000441	XP_012154176.1	XP_015430275.1
OG0000442	XP_012145943.1, XP_012145986.1, XP_012145987.1, XP_012145952.1, XP_012145961.1, XP_012145975.1, XP_012145981.1, XP_012145970.1, XP_012145947.1	XP_015433626.1
OG0000443	XP_003703446.1	XP_015429610.1
OG0000444	XP_012149602.1, XP_012149603.1, XP_012149601.1, XP_012149605.1, XP_003707125.1	XP_015439000.1, XP_015439001.1
OG0000445	XP_003704206.1	XP_015432294.1
OG0000446	XP_012137392.1, XP_012137391.1, XP_012137393.1, XP_012137388.1, XP_012137387.1, XP_012137390.1, XP_012137389.1, XP_003701896.1	XP_015433248.1
OG0000449	XP_012140704.1, XP_012140703.1, XP_012140702.1, XP_012140700.1, XP_012140701.1, XP_003703286.1	XP_015438750.1
OG0000450	XP_003705691.1	XP_015434567.1
OG0000451	XP_003708299.1	XP_015434121.1
OG0000452	XP_003704685.1, XP_012143794.1	XP_015437567.1, XP_015437566.1
OG0000453	XP_003705100.1, XP_012144875.1, XP_012144877.1	XP_015437481.1
OG0000454	XP_012154573.1, XP_012154575.1, XP_012154571.1, XP_012154572.1, XP_003700629.1, XP_012154574.1	XP_015435554.1
OG0000455	XP_003700700.2, XP_012134602.1	XP_015432162.1
OG0000456	XP_012147656.1	XP_015437761.1
OG0000457	XP_003699290.1	XP_015437296.1
OG0000458	XP_012134975.1	XP_015431625.1
OG0000459	XP_003706174.1	XP_015430723.1, XP_015430726.1, XP_015430725.1, XP_015430724.1
OG0000460	XP_003707337.1	XP_015439987.1, XP_015439986.1, XP_015439985.1
OG0000461	XP_012140064.1	XP_015429427.1
OG0000462	XP_003708394.2	XP_015430844.1
OG0000463	XP_012147958.1, XP_012147957.1, XP_003706375.1	XP_015429808.1
OG0000464	XP_012144581.1, XP_003699829.1	XP_015439143.1
OG0000465	XP_003701041.1, XP_003699767.1	XP_015438589.1, XP_015438588.1
OG0000466	XP_012147772.1, XP_012147771.1, XP_012147770.1, XP_012147769.1, XP_003706340.1, XP_012147773.1	XP_015434734.1
OG0000467	XP_003707632.1, XP_012150629.1	XP_015436302.1
OG0000468	XP_012145803.1, XP_012145804.1, XP_012145805.1, XP_012145806.1, XP_012145807.1, XP_003705511.1	XP_015433166.1
OG0000469	XP_012151633.1	XP_015435418.1
OG0000470	XP_012138910.1, XP_012138911.1	XP_015434573.1
OG0000471	XP_012143185.1, XP_012143186.1, XP_003704457.1	XP_015440332.1
OG0000472	XP_012145173.1, XP_012145174.1	XP_015440109.1
OG0000473	XP_012140751.1	XP_015431968.1
OG0000474	XP_012135759.1, XP_003701124.1	XP_015433442.1, XP_015433436.1
OG0000475	XP_012137652.1, XP_012137653.1, XP_012137656.1, XP_012137657.1, XP_012137654.1, XP_012137655.1, XP_012137651.1	XP_015436502.1
OG0000476	XP_012142802.1, XP_003704181.1	XP_015428633.1
OG0000477	XP_003706290.1, XP_003706289.1	XP_015438926.1
OG0000478	XP_003705398.1	XP_015432670.1
OG0000479	XP_003700273.1, XP_012153877.1, XP_012153876.1, XP_012153875.1, XP_012153878.1	XP_015435212.1
OG0000480	XP_003700353.2	XP_015440017.1
OG0000481	XP_003707584.1	XP_015436145.1
OG0000482	XP_003700852.1, XP_012135145.1	XP_015429094.1
OG0000482	XP_012135142.1	XP_015429075.1
OG0000483	XP_003699201.1	XP_015437667.1
OG0000485	XP_012150982.1, XP_012145355.1, XP_012146049.1, XP_012143887.1	XP_015440400.1, XP_015437583.1, XP_015432072.1, XP_015433583.1, XP_015437900.1
OG0000485	XP_012138507.1	XP_015438093.1
OG0000485	XP_012145059.1	XP_015429651.1, XP_015435727.1
OG0000487	XP_012140272.1	XP_015433232.1
OG0000488	XP_003702963.1	XP_015438966.1
OG0000490	XP_012151824.1	XP_015435289.1, XP_015435288.1, XP_015435286.1, XP_015435285.1, XP_015435290.1
OG0000491	XP_003704047.1	XP_015428687.1
OG0000491	XP_012142317.1	XP_015428726.1
OG0000492	XP_003701703.1	XP_015431874.1
OG0000492	XP_003701707.1	XP_015431820.1
OG0000495	XP_012143050.1, XP_003704410.1	XP_015437432.1
OG0000496	XP_012143581.1	XP_015431387.1, XP_015431388.1, XP_015431389.1
OG0000497	XP_012149221.1, XP_003706892.1	XP_015438367.1
OG0000498	XP_012140790.1	XP_015437195.1
OG0000499	XP_012150946.1, XP_003707680.1, XP_012150945.1	XP_015437387.1, XP_015437388.1, XP_015437390.1
OG0000500	XP_003707178.1	XP_015431707.1
OG0000501	XP_003700157.1, XP_012151844.1, XP_012151837.1	XP_015436351.1
OG0000502	XP_003705747.2	XP_015437034.1
OG0000503	XP_012150491.1, XP_012150495.1, XP_012150494.1, XP_012150492.1, XP_012150496.1, XP_003707513.1, XP_012150490.1, XP_012150488.1, XP_012150489.1, XP_012150487.1	XP_015430909.1
OG0000504	XP_012147248.1	XP_015428464.1
OG0000505	XP_003707941.2	XP_015432903.1, XP_015432902.1, XP_015432901.1
OG0000506	XP_012135707.1, XP_012135709.1, XP_012135708.1	XP_015430513.1, XP_015430512.1
OG0000507	XP_003705718.1	XP_015435755.1
OG0000508	XP_012139404.1, XP_012139405.1, XP_003702887.1, XP_012139401.1, XP_012139402.1, XP_012139400.1, XP_012139403.1	XP_015438942.1
OG0000509	XP_012150836.1, XP_012150835.1	XP_015436329.1
OG0000510	XP_003706272.1, XP_012147618.1, XP_012147619.1	XP_015431719.1
OG0000511	XP_012150280.1, XP_012150279.1	XP_015439675.1
OG0000512	XP_003702047.1	XP_015430057.1, XP_015430058.1
OG0000513	XP_012138484.1, XP_003702360.2	XP_015428998.1
OG0000514	XP_003704625.1, XP_012143713.1	XP_015434410.1
OG0000515	XP_012154246.1, XP_012154247.1, XP_003700497.1	XP_015430260.1
OG0000516	XP_003705144.1	XP_015440060.1
OG0000517	XP_012135834.1, XP_003701138.1	XP_015430445.1, XP_015430444.1, XP_015430443.1
OG0000518	XP_012153302.1, XP_012153329.1, XP_012153308.1, XP_012153323.1, XP_012153317.1	XP_015434705.1
OG0000519	XP_003704830.1, XP_012144283.1, XP_012144282.1	XP_015436300.1
OG0000520	XP_012150132.1, XP_003707298.1, XP_012150131.1	XP_015439810.1
OG0000521	XP_003701067.1	XP_015438358.1
OG0000522	XP_003702958.1	XP_015430238.1
OG0000523	XP_012148565.1, XP_012148567.1, XP_012148564.1, XP_012148563.1, XP_012148562.1	XP_015434899.1
OG0000524	XP_003702476.1	XP_015430963.1, XP_015430962.1, XP_015430964.1
OG0000525	XP_012152035.1, XP_003708102.1	XP_015431581.1, XP_015431580.1, XP_015431579.1, XP_015431578.1
OG0000526	XP_003705203.1	XP_015440248.1, XP_015440249.1
OG0000527	XP_003705252.1	XP_015433380.1
OG0000528	XP_012152695.1	XP_015435545.1
OG0000529	XP_012134858.1	XP_015432216.1
OG0000530	XP_003699212.1	XP_015440418.1
OG0000531	XP_012154376.1	XP_015438810.1
OG0000531	XP_003700547.1	XP_015438807.1
OG0000532	XP_012148014.1	XP_015428756.1, XP_015428757.1
OG0000533	XP_012136668.1, XP_012136667.1, XP_012136665.1, XP_012136669.1	XP_015433990.1
OG0000534	XP_012152767.1, XP_012152770.1, XP_012152769.1, XP_012152771.1, XP_012152765.1, XP_012152768.1	XP_015436922.1
OG0000535	XP_012139103.1, XP_012139104.1, XP_012139105.1	XP_015440021.1
OG0000537	XP_003707873.1	XP_015435369.1
OG0000538	XP_012141674.1	XP_015433063.1, XP_015433061.1
OG0000539	XP_012153095.1, XP_012153094.1	XP_015438176.1
OG0000540	XP_003704991.2	XP_015439543.1
OG0000541	XP_012146110.1	XP_015429710.1
OG0000541	XP_012146111.1	XP_015429686.1
OG0000542	XP_012148168.1, XP_012148169.1	XP_015429244.1
OG0000543	XP_003699197.1	XP_015439579.1
OG0000544	XP_012142529.1, XP_012142530.1	XP_015432168.1
OG0000545	XP_012139352.1, XP_012139358.1	XP_015430216.1
OG0000546	XP_003704777.1	XP_015434883.1
OG0000547	XP_012137152.1, XP_012137153.1, XP_012137151.1	XP_015429407.1, XP_015429406.1
OG0000548	XP_003707906.1, XP_012151700.1	XP_015435352.1
OG0000549	XP_012137218.1	XP_015431864.1
OG0000550	XP_012147200.1	XP_015434268.1, XP_015434218.1
OG0000551	XP_012141797.1, XP_012141800.1, XP_012141798.1, XP_012141799.1	XP_015429785.1
OG0000552	XP_012154050.1, XP_012154054.1	XP_015439656.1
OG0000553	XP_012145710.1, XP_012145715.1, XP_012145714.1, XP_012145712.1, XP_012145711.1	XP_015431062.1
OG0000554	XP_012143664.1	XP_015438906.1
OG0000555	XP_003706264.1	XP_015429495.1
OG0000556	XP_003704897.1, XP_012144236.1, XP_012144237.1	XP_015431135.1
OG0000557	XP_012144347.1	XP_015438541.1
OG0000558	XP_012148993.1, XP_012148994.1, XP_003706990.2	XP_015428951.1
OG0000559	XP_012148930.1	XP_015437374.1
OG0000560	XP_003700562.1	XP_015437330.1, XP_015437332.1, XP_015437333.1
OG0000561	XP_003701996.1	XP_015428702.1
OG0000562	XP_012144364.1	XP_015432197.1
OG0000564	XP_003699630.1	XP_015439409.1
OG0000565	XP_012146946.1	XP_015433175.1, XP_015433176.1
OG0000566	XP_003705344.1, XP_012145407.1, XP_012145409.1, XP_012145411.1, XP_012145412.1, XP_012145413.1, XP_012145408.1	XP_015437892.1
OG0000567	XP_003703130.1	XP_015438232.1
OG0000568	XP_012146214.1	XP_015437465.1
OG0000569	XP_012146352.1, XP_012146349.1	XP_015435737.1, XP_015434421.1, XP_015434434.1
OG0000570	XP_012141596.1	XP_015432837.1
OG0000571	XP_003705037.1	XP_015439532.1, XP_015433009.1
OG0000572	XP_012136333.1	XP_015438101.1
OG0000573	XP_003700859.1	XP_015429044.1
OG0000574	XP_003703304.1, XP_012140789.1	XP_015431992.1
OG0000575	XP_003699281.1, XP_012134981.1, XP_012134967.1, XP_012134974.1, XP_012134958.1	XP_015437743.1, XP_015437744.1, XP_015437746.1, XP_015437745.1, XP_015437742.1
OG0000576	XP_003699636.1	XP_015433181.1
OG0000577	XP_003701941.1, XP_012137503.1	XP_015429172.1
OG0000578	XP_012134940.1	XP_015432092.1
OG0000579	XP_012154101.1, XP_012154102.1, XP_003700460.1, XP_012154103.1	XP_015430314.1, XP_015430315.1
OG0000583	XP_012153654.1	XP_015440179.1
OG0000583	XP_003708519.1	XP_015438227.1
OG0000584	XP_003706108.2	XP_015434629.1
OG0000585	XP_003702699.1	XP_015430580.1
OG0000586	XP_012137052.1, XP_012137054.1, XP_012137053.1	XP_015432049.1, XP_015432051.1, XP_015432050.1, XP_015432048.1
OG0000587	XP_012139027.1	XP_015435564.1, XP_015435563.1
OG0000588	XP_003708509.1	XP_015429797.1
OG0000588	XP_012153145.1	XP_015429795.1
OG0000589	XP_012152216.1, XP_012152217.1	XP_015429335.1
OG0000590	XP_003702243.1, XP_012138364.1, XP_012138363.1	XP_015432222.1
OG0000591	XP_012146522.1, XP_012146529.1, XP_003699935.1	XP_015433666.1, XP_015433665.1, XP_015433664.1
OG0000592	XP_003707152.1, XP_012149591.1	XP_015434141.1
OG0000594	XP_012141739.1, XP_003703819.1, XP_012141742.1, XP_012141741.1	XP_015435260.1
OG0000595	XP_003699279.1	XP_015437348.1
OG0000596	XP_003700098.1	XP_015439466.1
OG0000596	XP_012150202.1	XP_015439467.1
OG0000597	XP_003704418.1	XP_015428607.1
OG0000598	XP_003705306.1	XP_015436658.1, XP_015436659.1, XP_015436660.1
OG0000599	XP_012138747.1	XP_015430977.1, XP_015430978.1
OG0000600	XP_003705880.1, XP_012146668.1, XP_012146666.1, XP_012146669.1, XP_012146670.1	XP_015431168.1
OG0000601	XP_012145066.1, XP_012145067.1	XP_015439897.1, XP_015439895.1
OG0000602	XP_012136768.1, XP_012136769.1, XP_012136764.1, XP_012136763.1, XP_012136767.1, XP_012136765.1	XP_015432188.1
OG0000603	XP_012143079.1	XP_015437821.1
OG0000604	XP_003707927.1	XP_015435318.1
