Orthogroup	Megachile_rotundata	Ceratina_calcarata
OG0000209	XP_012152058.1, XP_012152073.1, XP_012152066.1	XP_017876246.1, XP_017876245.1, XP_017876248.1, XP_017876247.1, XP_017876249.1, XP_026667477.1
OG0000210	XP_012146838.1	XP_026672513.1
OG0000210	XP_012146835.1	XP_026672512.1
OG0000211	XP_003702511.1	XP_017876182.1, XP_026667463.1, XP_026667461.1, XP_026667462.1
OG0000212	XP_003699274.1, XP_012154527.1, XP_012154521.1, XP_012154514.1	XP_017879981.1, XP_017879980.1
OG0000213	XP_012144635.1	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1
OG0000214	XP_003703764.1, XP_012141808.1, XP_012141807.1	XP_026674310.1, XP_017889485.1
OG0000215	XP_003701024.1	XP_026667010.1, XP_026667011.1, XP_017875258.1, XP_017875259.1
OG0000216	XP_003703313.1, XP_012140807.1, XP_012140808.1	XP_026668623.1, XP_017878397.1
OG0000218	XP_003705904.2	XP_026674156.1, XP_026674154.1
OG0000219	XP_012153644.1	XP_017882427.1, XP_017882428.1, XP_017882429.1, XP_017882425.1, XP_017882430.1, XP_026670577.1, XP_017882426.1
OG0000220	XP_012148215.1	XP_017885400.1
OG0000221	XP_003702794.2	XP_017875461.1
OG0000222	XP_003706708.1	XP_017891500.1
OG0000222	XP_012148976.1, XP_003706823.1	XP_017891893.1, XP_017891894.1
OG0000223	XP_003702599.1	XP_017875942.1
OG0000224	XP_012138808.1, XP_012138804.1, XP_012138805.1, XP_012138806.1, XP_003702483.1, XP_012138807.1	XP_017881499.1, XP_017881498.1, XP_026669970.1
OG0000226	XP_012143972.1	XP_026674159.1, XP_017889612.1
OG0000227	XP_012145417.1	XP_026675010.1
OG0000227	XP_003705347.1, XP_012153570.1	XP_026675012.1, XP_026675011.1
OG0000228	XP_012151530.1, XP_012151529.1	XP_017892650.2, XP_026675538.1, XP_026669124.1, XP_017892649.1, XP_017879699.1, XP_017879788.1
OG0000229	XP_003707108.1	XP_026667970.1
OG0000229	XP_012136196.1	XP_017891609.2
OG0000231	XP_012148182.1, XP_012148181.1, XP_012148184.1, XP_012148183.1, XP_012148185.1, XP_003706573.2	XP_017882489.1, XP_017882341.1, XP_017882406.1, XP_017882260.1
OG0000232	XP_003704217.1	XP_017886042.1, XP_017886041.1, XP_026672367.1
OG0000233	XP_012149526.1	XP_026675168.1, XP_017891847.1, XP_017891846.1
OG0000234	XP_012135811.1, XP_012135995.1	XP_017888840.1
OG0000235	XP_003706133.1, XP_012147343.1, XP_012147342.1	XP_026669622.1, XP_026669623.1, XP_017880635.1, XP_017880633.1, XP_017880636.1
OG0000236	XP_003702046.1, XP_012137968.1, XP_012137967.1, XP_012137966.1	XP_017885150.1
OG0000237	XP_003701993.1, XP_012137687.1, XP_012137688.1, XP_012137686.1	XP_017881836.1
OG0000238	XP_012150544.1, XP_012150543.1, XP_003707536.1, XP_012150541.1, XP_012150542.1	XP_017878847.1
OG0000239	XP_012152085.1, XP_012148651.1, XP_003708136.1, XP_012153573.1, XP_012148653.1, XP_012137203.1	XP_017881302.1
OG0000240	XP_012143297.1, XP_012143296.1, XP_012143295.1, XP_003704508.2, XP_012143299.1, XP_012143298.1	XP_017878265.1
OG0000241	XP_012145888.1, XP_012145889.1, XP_012145890.1	XP_017880094.1
OG0000244	XP_003707714.1	XP_017877510.1
OG0000245	XP_012152881.1, XP_012152882.1, XP_012152883.1	XP_017877931.1, XP_017877932.1, XP_017877933.1, XP_026668393.1, XP_026668394.1, XP_017877934.1
OG0000246	XP_003702425.1	XP_017880344.1
OG0000246	XP_012135512.1	XP_017888864.1, XP_017888867.1
OG0000247	XP_012138007.1, XP_012138008.1	XP_026666803.1
OG0000248	XP_003704444.2	XP_017887490.1
OG0000249	XP_012147526.1, XP_012147527.1, XP_012147542.1	XP_017878945.1, XP_017878947.1, XP_017875917.2
OG0000250	XP_012141839.1, XP_012141838.1, XP_012141836.1, XP_012141835.1	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1
OG0000251	XP_012146926.1	XP_017889837.1
OG0000252	XP_003708670.2, XP_012153580.1, XP_012153579.1	XP_026667651.1, XP_026667650.1, XP_026667652.1
OG0000253	XP_003705522.1	XP_017888863.1
OG0000253	XP_003705520.2	XP_026673668.1
OG0000254	XP_003708223.1	XP_026669691.1, XP_017880879.1, XP_017880881.1, XP_026669692.1
OG0000255	XP_012139723.1, XP_012139724.1	XP_017875528.1, XP_017875529.1
OG0000256	XP_003705686.1	XP_017891701.1
OG0000257	XP_003699811.1, XP_012145248.1	XP_017884586.1, XP_026671501.1
OG0000258	XP_012143637.1, XP_012143636.1, XP_012143634.1, XP_012143635.1	XP_017887424.1
OG0000259	XP_003701764.1	XP_026671533.1
OG0000261	XP_003705105.1	XP_017876049.1
OG0000262	XP_012141446.1, XP_012141447.1, XP_012141448.1	XP_017893275.1, XP_017893273.1, XP_017893272.1, XP_017893274.1, XP_017893271.1
OG0000263	XP_012146772.1	XP_017891603.1, XP_017891602.1
OG0000264	XP_003706804.1	XP_017881985.1, XP_026670277.1
OG0000265	XP_003699242.1, XP_012149360.1, XP_012149168.1, XP_012149224.1	XP_026673462.1, XP_026673463.1, XP_017888306.1, XP_017888304.1
OG0000267	XP_012136599.1, XP_003701573.1	XP_026668950.1, XP_017879249.1
OG0000268	XP_012138405.1, XP_012138406.1, XP_012138408.1, XP_012138407.1, XP_003702317.1	XP_026669514.1, XP_026669513.1, XP_017880560.1, XP_026669512.1
OG0000269	XP_003706673.1, XP_012148462.1	XP_026667171.1
OG0000270	XP_003705242.1	XP_017877447.1, XP_017877440.1
OG0000271	XP_012153053.1, XP_012153055.1, XP_012153056.1, XP_012153054.1, XP_012153051.1, XP_012153050.1, XP_012153052.1	XP_026670033.1, XP_017881487.1
OG0000272	XP_012143587.1	XP_017885691.1
OG0000273	XP_012138854.1, XP_012138855.1, XP_003702507.1	XP_017877649.1
OG0000275	XP_003708680.1	XP_017888661.1
OG0000276	XP_012152694.1	XP_017875862.1
OG0000277	XP_003702996.1, XP_012139887.1	XP_026672250.1, XP_026672249.1, XP_026672246.1, XP_017885753.1, XP_026672248.1
OG0000278	XP_012142379.1	XP_017887045.1
OG0000279	XP_012152181.1, XP_012152180.1, XP_003708140.1	XP_017887363.1, XP_017887362.1
OG0000280	XP_012147611.1, XP_012147609.1, XP_012147608.1, XP_012147610.1	XP_017878726.2
OG0000281	XP_003706282.1, XP_012147617.1	XP_026670595.1, XP_017882531.1, XP_017882532.1
OG0000282	XP_012141911.1, XP_012141910.1, XP_012141912.1, XP_012141913.1, XP_012141914.1, XP_012141909.1, XP_012141907.1, XP_012141908.1, XP_003703865.1	XP_017875958.1
OG0000283	XP_012142526.1, XP_003704114.1, XP_012142524.1, XP_012142527.1, XP_012142525.1	XP_017888487.1, XP_017888485.1, XP_017888486.1, XP_017888479.1, XP_017888481.1, XP_017888482.1, XP_017888484.1, XP_026673529.1
OG0000284	XP_003708557.1, XP_012153468.1, XP_012153467.1	XP_017889643.1
OG0000285	XP_003699608.1	XP_026672526.1
OG0000286	XP_012154241.1, XP_003700419.1, XP_012154242.1	XP_026674245.1, XP_026674244.1, XP_017889974.1
OG0000288	XP_003700371.1	XP_026674327.1, XP_026674326.1, XP_017890165.1
OG0000289	XP_012139726.1, XP_012139725.1, XP_003702817.1	XP_017875530.1, XP_017875531.1
OG0000290	XP_003702393.1, XP_012138556.1, XP_012138559.1, XP_012138552.1, XP_012138553.1, XP_012138550.1, XP_012138551.1, XP_012138545.1, XP_012138554.1, XP_012138555.1, XP_012138549.1, XP_012138548.1, XP_012138558.1, XP_012138547.1	XP_017887868.1
OG0000291	XP_003702122.1	XP_017892510.1, XP_017892508.1, XP_017892509.1
OG0000292	XP_012138377.1, XP_012138380.1, XP_012138379.1, XP_012138382.1, XP_012138381.1, XP_003702251.1	XP_026671317.1, XP_017883991.1, XP_026671319.1, XP_026671318.1
OG0000293	XP_003708059.1, XP_012151917.1, XP_012151918.1, XP_012151919.1	XP_017888002.2
OG0000294	XP_003705404.1	XP_017888724.1, XP_017888723.1, XP_017888726.1, XP_017888725.1
OG0000295	XP_012141054.1, XP_003703438.1	XP_017891153.1, XP_017891154.1
OG0000296	XP_012141148.1	XP_017893250.1
OG0000297	XP_012141111.1	XP_017885576.1
OG0000298	XP_012142874.1	XP_026666798.1, XP_026666797.1, XP_017893510.1
OG0000299	XP_012150636.1, XP_012150635.1	XP_017881228.1, XP_017881225.1, XP_017881227.1
OG0000299	XP_012150637.1	XP_026674566.1, XP_017881231.1
OG0000300	XP_012143146.1, XP_012143151.1	XP_017887481.1, XP_017887484.1
OG0000301	XP_003706965.2	XP_017876666.1, XP_017876667.1, XP_026667677.1, XP_017876668.1
OG0000302	XP_003705898.1, XP_012146893.1, XP_012146892.1, XP_012146891.1, XP_012146894.1	XP_026672568.1, XP_017886502.1, XP_017886500.1, XP_017886498.1
OG0000303	XP_012135873.1, XP_012135875.1	XP_017888875.2, XP_026673685.1
OG0000304	XP_012146264.1	XP_026675088.1, XP_026675087.1, XP_026675086.1, XP_026675085.1, XP_026675089.1, XP_026675084.1
OG0000305	XP_012145591.1	XP_017885393.1
OG0000306	XP_003705529.1, XP_012145887.1	XP_017880083.1, XP_017880079.1
OG0000307	XP_003706109.1	XP_017888893.1, XP_026673915.1, XP_017888902.1, XP_026673940.1, XP_026673919.1, XP_026673923.1, XP_026673934.1
OG0000308	XP_012147844.1	XP_017889038.1, XP_017889035.1, XP_017889036.1
OG0000309	XP_003707993.1, XP_012151646.1	XP_026666993.1, XP_017875728.1
OG0000310	XP_003706389.1	XP_017882961.1, XP_017882960.1
OG0000311	XP_003703636.1	XP_017879973.1, XP_026668982.1
OG0000312	XP_012149801.1	XP_017877095.2, XP_017877094.1
OG0000313	XP_003704846.1	XP_017892605.1
OG0000314	XP_012138725.1, XP_012138718.1, XP_012138710.1	XP_017887380.2, XP_017885792.1, XP_026668832.1, XP_017875300.2, XP_017877436.1, XP_017890717.1
OG0000315	XP_012138849.1, XP_003699520.1	XP_026675531.1, XP_026675529.1, XP_017892631.1, XP_017892630.1, XP_017892633.1, XP_017892632.1, XP_017892635.1, XP_017892634.1, XP_017892636.1
OG0000316	XP_003705773.1, XP_012146496.1, XP_012146495.1, XP_012146497.1	XP_026673470.1, XP_026673471.1, XP_017888358.1
OG0000317	XP_012135338.1, XP_012135339.1, XP_012135341.1, XP_012135337.1, XP_012135336.1, XP_012135335.1, XP_012135334.1, XP_003701022.1, XP_012135340.1	XP_026671441.1
OG0000318	XP_012146187.1, XP_003705664.1	XP_017881510.1
OG0000319	XP_012147417.1, XP_012147416.1	XP_026666844.1, XP_017893640.1, XP_017893639.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1
OG0000320	XP_012148632.1, XP_012145428.1	XP_017875127.1
OG0000321	XP_003705555.2, XP_012145928.1, XP_003706752.1, XP_012145922.1, XP_012150572.1, XP_012148634.1, XP_012148635.1, XP_012152076.1	XP_017892218.2, XP_017893148.1, XP_017892229.1, XP_017883003.2
OG0000322	XP_012147629.1	XP_017891414.1
OG0000323	XP_003705303.1	XP_017876987.2
OG0000324	XP_012136018.1, XP_012136019.1, XP_012136020.1, XP_012136016.1, XP_012136017.1, XP_012136015.1, XP_003701339.1	XP_017882576.1, XP_017882577.1, XP_026670617.1
OG0000325	XP_003708252.2	XP_026668693.1, XP_017878751.1, XP_017878758.1, XP_026668694.1, XP_026668691.1, XP_026668692.1
OG0000326	XP_003702879.1, XP_012139396.1, XP_012139397.1	XP_026671812.1
OG0000327	XP_012152006.1, XP_012152007.1, XP_012152008.1, XP_012152009.1, XP_003708091.1	XP_017884792.1, XP_017884791.1
OG0000328	XP_003706446.1	XP_017888309.1, XP_017888308.1
OG0000329	XP_003703047.1, XP_012139953.1	XP_017888722.1, XP_017888721.1
OG0000330	XP_012142950.1	XP_026667060.1, XP_017875307.1
OG0000331	XP_003701955.1	XP_026666632.1, XP_017893300.1
OG0000332	XP_012141409.1, XP_003703532.1	XP_017885849.1
OG0000333	XP_012137107.1, XP_012137109.1, XP_012137110.1, XP_012137108.1, XP_003701751.1	XP_017875615.1, XP_017875618.1, XP_017875613.1, XP_017875617.1, XP_017875611.1, XP_026667188.1
OG0000334	XP_012145769.1, XP_012145767.1, XP_012145766.1, XP_012145768.1	XP_017882301.1, XP_026670260.1
OG0000335	XP_003700636.1	XP_026668042.1
OG0000335	XP_012134540.1	XP_026668036.1
OG0000336	XP_012152837.1, XP_012152859.1, XP_012152833.1, XP_012152852.1, XP_012152845.1, XP_012152866.1	XP_017877209.1
OG0000337	XP_003699914.1	XP_017882334.1, XP_017882333.1
OG0000339	XP_012143277.1, XP_012143284.1, XP_012143300.1, XP_003699782.1	XP_017882127.1
OG0000340	XP_012135653.1	XP_026667384.1
OG0000341	XP_012145091.1, XP_012145093.1, XP_003705216.1, XP_012145090.1	XP_017883067.1
OG0000342	XP_003702782.1, XP_012139606.1, XP_012139604.1, XP_012139607.1	XP_017884928.1
OG0000343	XP_003706929.1, XP_012149372.1, XP_012149371.1	XP_026670462.1, XP_017882114.1
OG0000344	XP_012143303.1	XP_017890442.1, XP_017890441.1
OG0000345	XP_012149683.1, XP_003700130.1, XP_012149672.1	XP_026673878.1
OG0000347	XP_003702097.1	XP_017887891.1
OG0000348	XP_012137646.1, XP_012137640.1	XP_026671105.1
OG0000348	XP_012137649.1	XP_026671107.1
OG0000349	XP_012139018.1	XP_017882631.1
OG0000350	XP_003700582.1	XP_017879015.1
OG0000351	XP_003699339.1	XP_017879431.1, XP_017880104.1, XP_026670745.1, XP_017881611.1
OG0000352	XP_012134664.1, XP_012134663.1, XP_012134661.1, XP_012134660.1, XP_012134659.1, XP_012134658.1, XP_012134665.1, XP_003700783.1	XP_017879420.1
OG0000353	XP_003706394.1	XP_017875776.1
OG0000354	XP_012151564.1	XP_017877011.1, XP_017877008.1
OG0000355	XP_012150339.1	XP_017876220.1, XP_017876219.1, XP_017876221.1, XP_017876223.1, XP_017876222.1
OG0000356	XP_003707364.1	XP_026674338.1, XP_026674337.1, XP_026674336.1, XP_017890043.1, XP_017890045.1, XP_017890044.1, XP_026674339.1
OG0000357	XP_012144930.1, XP_003705151.1	XP_017883601.1, XP_017883604.1, XP_017883603.1, XP_017883602.1
OG0000358	XP_012139833.1, XP_012139834.1	XP_026671665.1, XP_026671666.1
OG0000360	XP_003705061.1	XP_026674774.1, XP_017891265.1
OG0000361	XP_012144057.1, XP_012144064.1	XP_026674571.1, XP_026674574.1
OG0000362	XP_012145905.1, XP_012145914.1, XP_012145908.1, XP_012145909.1, XP_012145906.1, XP_012145907.1, XP_003705537.1, XP_012145913.1, XP_012145911.1, XP_012145912.1, XP_012145903.1, XP_012145904.1	XP_017878368.1, XP_017888803.1
OG0000363	XP_012138798.1, XP_012138799.1	XP_026670020.1, XP_017881399.1, XP_017881397.1
OG0000364	XP_012145582.1, XP_012145587.1, XP_012145586.1, XP_012145585.1, XP_012145590.1, XP_012145581.1, XP_012145584.1, XP_012145583.1	XP_017890425.1
OG0000365	XP_012136054.1	XP_026673913.1, XP_026673911.1, XP_026673910.1, XP_026673912.1, XP_017889314.1, XP_026673914.1
OG0000366	XP_012143007.1	XP_017891024.1
OG0000367	XP_003706114.1	XP_017885102.1
OG0000368	XP_012141615.1	XP_017892741.1, XP_026675616.1
OG0000369	XP_012136410.1, XP_012136416.1, XP_012136415.1, XP_012136412.1, XP_012136411.1, XP_012136414.1, XP_012136413.1, XP_012136408.1, XP_012136409.1	XP_017884211.1
OG0000370	XP_003699188.2	XP_017875724.1
OG0000371	XP_012154342.1, XP_012154341.1, XP_012154340.1, XP_012154339.1, XP_012154343.1	XP_017890681.1
OG0000372	XP_012137394.1, XP_012137395.1, XP_003701894.1	XP_017891787.1, XP_017891786.1, XP_026675153.1, XP_017891788.1, XP_017891789.1
OG0000373	XP_012146762.1, XP_012146726.1, XP_012146725.1, XP_012146727.1, XP_012146761.1	XP_017890716.2
OG0000375	XP_012154264.1	XP_017880003.1
OG0000377	XP_012138539.1, XP_003699502.1, XP_012138557.1, XP_012138546.1, XP_012138564.1	XP_017876705.1
OG0000378	XP_012144020.1	XP_026672229.1, XP_026672228.1, XP_017885746.1, XP_026672230.1
OG0000379	XP_003706328.1	XP_017876756.1, XP_017876755.1, XP_017876754.1
OG0000380	XP_003701479.1	XP_017879217.1
OG0000381	XP_012148330.1	XP_017887720.1, XP_017887719.1
OG0000382	XP_003703522.1	XP_017885079.1
OG0000383	XP_012134804.1	XP_017886713.1, XP_017886711.1, XP_017886710.1
OG0000384	XP_003701958.1, XP_012137518.1, XP_012137519.1, XP_012137520.1	XP_017885722.1, XP_017885721.1, XP_026672240.1, XP_017885720.1
OG0000385	XP_012137581.1, XP_003701965.1	XP_017885097.1, XP_017885107.1
OG0000386	XP_003701161.1	XP_017876004.1
OG0000387	XP_003699194.1	XP_026671246.1
OG0000388	XP_012142780.1	XP_017893520.1
OG0000389	XP_012154253.1, XP_003700424.1	XP_026674256.1, XP_017889984.1
OG0000390	XP_003704346.1	XP_017893445.1
OG0000391	XP_012138624.1, XP_012138621.1, XP_012138622.1, XP_012138625.1, XP_012138620.1	XP_017880384.1, XP_026669442.1
OG0000392	XP_003699198.1, XP_012138000.1, XP_012138045.1	XP_017883836.1, XP_017883835.1, XP_026671267.1
OG0000393	XP_003706913.1, XP_012149325.1	XP_026670585.1, XP_026670575.1, XP_017882535.1, XP_017882550.1, XP_017882558.1, XP_017882527.1
OG0000394	XP_003699955.1, XP_012148056.1	XP_017876721.1, XP_017876729.1
OG0000395	XP_003704986.1	XP_017879917.1
OG0000396	XP_003702038.1, XP_012137929.1, XP_012137930.1, XP_012137927.1, XP_012137928.1	XP_017892526.1, XP_017892525.1, XP_026675422.1
OG0000397	XP_003704122.1, XP_012142456.1	XP_017886844.1, XP_017886843.1
OG0000398	XP_012149989.1	XP_017876425.1, XP_017876424.1, XP_017876422.1, XP_017876423.1, XP_026667570.1
OG0000399	XP_012141726.1, XP_012141725.1	XP_026669802.1, XP_026669801.1, XP_017881043.1, XP_017881044.1
OG0000400	XP_003705040.1	XP_026673753.1, XP_017889124.1, XP_026673754.1, XP_026673752.1
OG0000401	XP_003703610.1	XP_017879321.1, XP_017883946.1, XP_017879308.1, XP_026672076.1, XP_017885395.1, XP_017885625.1
OG0000402	XP_012142153.1, XP_012142152.1, XP_012142151.1, XP_003703973.1	XP_026669663.1, XP_026669664.1, XP_017880753.1, XP_026669665.1
OG0000404	XP_012149713.1	XP_017886597.1
OG0000404	XP_012149693.1	XP_017886589.1
OG0000405	XP_012153717.1, XP_012153716.1, XP_012153715.1, XP_012153714.1, XP_003700293.1, XP_012153718.1, XP_012153719.1	XP_017888647.2, XP_017888646.2
OG0000406	XP_012136781.1	XP_017884207.1, XP_017884205.1
OG0000407	XP_003705715.1	XP_017884491.1, XP_026671512.1
OG0000408	XP_012146106.1	XP_017888925.2, XP_017886275.1, XP_017886249.1, XP_017886267.1, XP_017886258.1
OG0000409	XP_012141492.1, XP_003703548.1	XP_017893314.1
OG0000410	XP_012144747.1, XP_012144749.1, XP_003705112.1	XP_017883453.1
OG0000411	XP_003700087.2, XP_003699993.2, XP_003708666.1	XP_026670019.1
OG0000412	XP_012149378.1, XP_012149382.1	XP_017882168.1
OG0000413	XP_003699355.1	XP_017879984.1
OG0000414	XP_012135049.1, XP_012145365.1	XP_017890267.2, XP_017885094.2, XP_026675167.1, XP_026668991.1, XP_017891813.1
OG0000415	XP_003699272.2	XP_026668790.1
OG0000416	XP_012150998.1	XP_017886684.1, XP_026672663.1
OG0000417	XP_012140389.1	XP_026675222.1, XP_026675220.1, XP_017891912.1
OG0000418	XP_003704387.2	XP_026669751.1, XP_017892956.2, XP_017891025.1
OG0000419	XP_003705779.1	XP_017890927.1
OG0000420	XP_012151688.1, XP_012151687.1	XP_017889183.1
OG0000421	XP_003700573.1, XP_012154517.1	XP_026674530.1, XP_017890537.1, XP_017890536.1
OG0000422	XP_003702054.1	XP_026666859.1, XP_026666852.1, XP_026666870.1, XP_026666867.1
OG0000423	XP_003702635.1, XP_012139198.1, XP_012139197.1, XP_012139199.1, XP_012139196.1, XP_012139195.1	XP_017890189.1
OG0000424	XP_003706121.1, XP_012147314.1, XP_012147313.1, XP_012147312.1	XP_017886107.1, XP_026672373.1, XP_017886106.1
OG0000425	XP_012148622.1	XP_017879825.1
OG0000427	XP_012139520.1, XP_012139518.1	XP_026671739.1, XP_026671742.1
OG0000427	XP_012139519.1	XP_017884799.1
OG0000428	XP_003702318.1	XP_017880475.1
OG0000428	XP_012138419.1	XP_017880489.1
OG0000429	XP_012146364.1	XP_017887009.1, XP_017887008.1
OG0000430	XP_012149505.1	XP_017879641.1
OG0000430	XP_012149510.1	XP_017888125.1
OG0000431	XP_012139696.1, XP_012139694.1, XP_012139695.1, XP_003702944.1	XP_017875410.1, XP_017875412.1, XP_017875411.1
OG0000432	XP_012147700.1, XP_012147701.1, XP_012147702.1, XP_003706331.1	XP_017875152.1, XP_017875151.1, XP_017875150.1, XP_017885804.1
OG0000433	XP_012135622.1	XP_017892969.1
OG0000433	XP_003701242.1	XP_017892982.1
OG0000434	XP_012142550.1, XP_012142543.1	XP_017877208.1, XP_017877206.1
OG0000435	XP_003708655.1	XP_017881584.1
OG0000436	XP_003700512.1	XP_026674594.1, XP_026674590.1, XP_026674595.1, XP_017890652.1, XP_026674592.1, XP_026674591.1, XP_017890651.1
OG0000437	XP_012135755.1, XP_012135756.1	XP_026670221.1, XP_017887042.1, XP_017881880.1
OG0000438	XP_003706526.1	XP_017881113.1
OG0000439	XP_003707140.1, XP_012149518.1	XP_026672207.1, XP_026672206.1, XP_026672208.1, XP_026672209.1, XP_026672210.1, XP_017885740.1, XP_026672205.1, XP_026672211.1
OG0000440	XP_012153937.1, XP_012153932.1	XP_017880238.1, XP_017880240.1
OG0000441	XP_012154176.1	XP_026675559.1, XP_017875980.2
OG0000442	XP_012145943.1, XP_012145986.1, XP_012145987.1, XP_012145952.1, XP_012145961.1, XP_012145975.1, XP_012145981.1, XP_012145970.1, XP_012145947.1	XP_017886157.1
OG0000443	XP_003703446.1	XP_017885599.1, XP_026672148.1
OG0000444	XP_012149602.1, XP_012149603.1, XP_012149601.1, XP_012149605.1, XP_003707125.1	XP_017875538.1
OG0000445	XP_003704206.1	XP_017893539.1, XP_026666681.1, XP_026666682.1
OG0000446	XP_012137392.1, XP_012137391.1, XP_012137393.1, XP_012137388.1, XP_012137387.1, XP_012137390.1, XP_012137389.1, XP_003701896.1	XP_017875382.1
OG0000449	XP_012140704.1, XP_012140703.1, XP_012140702.1, XP_012140700.1, XP_012140701.1, XP_003703286.1	XP_017875153.1
OG0000450	XP_003705691.1	XP_017890988.1, XP_017890987.1, XP_017890986.1
OG0000451	XP_003708299.1	XP_026671702.1
OG0000452	XP_003704685.1, XP_012143794.1	XP_017886888.1, XP_017886889.1
OG0000453	XP_003705100.1, XP_012144875.1, XP_012144877.1	XP_017883445.1
OG0000454	XP_012154573.1, XP_012154575.1, XP_012154571.1, XP_012154572.1, XP_003700629.1, XP_012154574.1	XP_017886230.2
OG0000455	XP_003700700.2, XP_012134602.1	XP_017882596.1, XP_026670620.1
OG0000456	XP_012147656.1	XP_017878611.1, XP_017878615.1, XP_017878613.1, XP_017878614.1, XP_017878612.1
OG0000457	XP_003699290.1	XP_017890593.1, XP_026674563.1, XP_017890591.1
