Orthogroup	Acyrthosiphon_pisum	Megachile_rotundata
OG0000137	XP_029345533.1, XP_029345535.1, XP_029345534.1, XP_001949204.1, XP_008183005.1, XP_008183006.1, XP_001951358.1, XP_001943488.1	XP_003705868.1, XP_012135720.1, XP_012140417.1
OG0000138	XP_029344015.1, XP_029344014.1, XP_029344016.1, XP_001948700.2	XP_012141572.1, XP_012141209.1
OG0000139	XP_001949990.1	XP_003700273.1, XP_012153876.1, XP_012153877.1, XP_012153878.1, XP_012153875.1
OG0000140	XP_001950680.1, XP_029341066.1, XP_003245538.1, XP_003244834.1	XP_012139579.1, XP_012139878.1, XP_012139616.1, XP_012139622.1, XP_012139623.1, XP_012139620.1, XP_012139621.1, XP_012139617.1, XP_003702933.1, XP_012139615.1
OG0000141	XP_029343859.1	XP_003701926.1, XP_003704620.1
OG0000143	XP_008183821.1, XP_001945042.2	XP_003702327.1, XP_012138200.1, XP_012138199.1, XP_012138201.1, XP_012138202.1, XP_003702328.1
OG0000146	NP_001119627.1	XP_003705369.1, XP_012151898.1, XP_012151891.1, XP_012151896.1, XP_003708217.1
OG0000147	NP_001119678.1	XP_012151556.1, XP_003707862.1, XP_012151555.1, XP_012149993.1, XP_003707471.1
OG0000149	NP_001233210.1, XP_008189229.1	XP_012147339.1
OG0000149	XP_001945852.2	XP_012147343.1, XP_012147342.1, XP_003706133.1
OG0000150	XP_003241608.1, XP_001943456.1, XP_008178725.1, XP_008178726.1	XP_012149657.1, XP_012149656.1, XP_012149659.1, XP_012149658.1, XP_003707166.1, XP_012149660.1, XP_012149661.1
OG0000151	NP_001232992.1	XP_003704470.2
OG0000152	XP_001950609.1	XP_012135668.1, XP_012135673.1, XP_012135674.1, XP_012135671.1, XP_012135669.1, XP_012135670.1, XP_003701272.1
OG0000153	XP_001952790.2	XP_012139835.1
OG0000154	XP_029348690.1, XP_029346266.1, XP_016657976.1, XP_029348689.1	XP_012152021.1
OG0000156	XP_016659611.1	XP_012150894.1
OG0000160	XP_001951963.1	XP_012147327.1
OG0000160	XP_008184790.2, NP_001280442.1, XP_001944828.2, XP_001944881.1, XP_029342333.1, NP_001280272.1, NP_001233238.1, XP_008184532.1, XP_029342331.1, NP_001280469.1, XP_029341215.1	XP_012138102.1, XP_003702188.1
OG0000161	XP_001950765.1	XP_003703976.1
OG0000162	XP_029346510.1	XP_003699383.2
OG0000162	XP_016657938.1, XP_008180629.1	XP_012151345.1
OG0000164	XP_016661577.1	XP_012138610.1, XP_012138588.1, XP_012138609.1
OG0000165	XP_029343832.1	XP_012141446.1, XP_012141448.1, XP_012141447.1
OG0000165	XP_029343481.1	XP_012138919.1
OG0000166	XP_029347644.1, XP_029347638.1, XP_029347646.1	XP_012138260.1, XP_012138247.1, XP_012138255.1, XP_012138249.1
OG0000168	XP_001951684.4, XP_003248836.2	XP_012142201.1
OG0000168	XP_001942542.1, XP_008186133.1	XP_012136943.1
OG0000169	XP_016663900.2, XP_001944382.3	XP_003705463.1, XP_003705446.1, XP_003705458.1, XP_003705457.1, XP_003705455.2
OG0000170	XP_008188310.1	XP_012135505.1
OG0000170	XP_029343183.1	XP_003701076.1, XP_012135503.1, XP_012143625.1
OG0000171	XP_029345553.1	XP_003704787.1, XP_012144044.1
OG0000173	NP_001233019.1	XP_012141604.1
OG0000174	XP_008185372.1, XP_008189584.3, XP_008183684.1, XP_001944323.1, XP_008186867.1, XP_029343098.1, XP_029343097.1	XP_012139778.1, XP_012139779.1, XP_012139777.1, XP_012139776.1, XP_012139775.1, XP_012139774.1
OG0000175	XP_029344556.1, XP_001951192.1	XP_012137455.1, XP_012137456.1, XP_012137454.1, XP_003701918.1
OG0000176	XP_016657241.2, XP_029347801.1	XP_012142410.1, XP_012149521.1
OG0000177	XP_016657898.1, XP_008180564.2	XP_003707752.1
OG0000177	XP_001952775.1	XP_012151117.1, XP_012151116.1
OG0000179	XP_003240433.1	XP_003700764.1, XP_012134930.1
OG0000179	NP_001155435.1, NP_001280333.1	XP_003707098.1
OG0000180	NP_001232980.1	XP_012138838.1, XP_012138835.1, XP_012138836.1, XP_012138837.1, XP_003702490.1
OG0000181	XP_029343194.1, XP_001948653.1	XP_012135659.1
OG0000182	XP_003241873.1	XP_003700170.2, XP_012149750.1, XP_012149742.1
OG0000183	XP_016663191.1, XP_016662030.1	XP_012144139.1, XP_012136967.1
OG0000184	XP_029341516.1	XP_012151665.1
OG0000185	XP_029344304.1	XP_012152010.1, XP_012152006.1, XP_012152009.1, XP_012152008.1, XP_003708091.1, XP_012152007.1, XP_012152005.1, XP_003708093.1
OG0000188	XP_029344969.1, XP_029345698.1	XP_003705392.1
OG0000188	XP_001944994.1	XP_003703034.1
OG0000189	XP_029345137.1, XP_008180387.1, XP_029345828.1	XP_012147949.1
OG0000190	XP_008187339.1	XP_012142605.1
OG0000191	XP_029346818.1, XP_016659446.1, XP_029346152.1, XP_029344343.1, XP_029342439.1	XP_012136269.1
OG0000192	XP_029345853.1	XP_003702365.2
OG0000196	XP_001943581.2	XP_012134628.1
OG0000196	XP_003248273.1, XP_008188605.1, XP_029347409.1, XP_029347413.1	XP_012143079.1
OG0000197	XP_001949247.2, XP_001943809.2	XP_012144858.1, XP_003699822.1
OG0000198	XP_003240145.1, XP_016656873.1	XP_012136053.1, XP_012136051.1
OG0000200	XP_001949978.1	XP_003701725.1
OG0000200	XP_008182512.1	XP_003700547.1, XP_012154376.1
OG0000201	XP_001951690.2	XP_012148479.1
OG0000201	NP_001313588.1	XP_012148478.1
OG0000202	XP_003246184.1, XP_016661945.1	XP_012139160.1
OG0000202	XP_001944687.1	XP_012137745.1
OG0000203	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2	XP_003705579.2
OG0000204	XP_003243588.1, XP_001948363.2	XP_003704418.1
OG0000205	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1	XP_003705021.1, XP_012144620.1, XP_012144622.1, XP_012144618.1, XP_012144619.1
OG0000207	NP_001155712.1	XP_012146454.1
OG0000207	NP_001192033.1, XP_001942674.1	XP_012134609.1, XP_012134607.1
OG0000208	XP_001950788.1	XP_012134606.1, XP_012135224.1, XP_012139840.1, XP_003699567.1, XP_012136964.1
OG0000209	XP_008183529.1	XP_012150853.1, XP_012150852.1, XP_003707562.1
OG0000212	NP_001232971.1, XP_008179391.1	XP_003700908.2, XP_003702537.1, XP_003702536.2
OG0000213	XP_001945623.2, NP_001280334.1	XP_012141554.1, XP_003703563.1, XP_012141555.1, XP_012141556.1, XP_012141557.1
OG0000214	XP_001945750.1	XP_003703502.1
OG0000214	XP_008186309.1, XP_008186310.1, XP_008186312.3	XP_003700432.2
OG0000215	XP_001949004.1, XP_016656471.1, XP_003241622.1	XP_003705904.2
OG0000216	XP_029341236.1, XP_029347825.1, XP_001952110.2	XP_003699552.2
OG0000217	XP_001952229.3, XP_008178352.2	XP_003703360.2
OG0000218	XP_008186264.1	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1
OG0000223	XP_001944473.2, XP_029342159.1	XP_003700060.2, XP_012141734.1
OG0000224	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2	XP_003703036.2, XP_012139938.1, XP_012139967.1
OG0000225	XP_008183136.1, XP_001946333.2, XP_016659881.1	XP_012147417.1, XP_012147416.1, XP_012142097.1
OG0000226	XP_008185421.1	XP_012142844.1, XP_012142842.1, XP_012142841.1
OG0000226	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1	XP_012142847.1
OG0000227	XP_003245308.1, XP_008184764.2	XP_012152961.1, XP_012152968.1, XP_012152963.1, XP_012152971.1
OG0000228	XP_029345773.1	XP_012153562.1
OG0000229	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1	XP_012153002.1, XP_012153001.1
OG0000230	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1	XP_003707766.1, XP_012151176.1, XP_012151175.1, XP_012142731.1, XP_012142730.1, XP_003704424.1
OG0000231	XP_001946956.2, XP_001948201.2	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1
OG0000232	XP_001947878.1, XP_029346471.1	XP_012139351.1, XP_003702791.1
OG0000233	XP_001947951.2, XP_029343172.1	XP_012151529.1, XP_012151530.1
OG0000234	XP_001948143.1	XP_003705839.1
OG0000235	XP_001952457.1, XP_016662192.1	XP_012152694.1, XP_003705795.2
OG0000236	XP_016661843.1, XP_008185403.1	XP_003705969.1, XP_012146799.1
OG0000237	XP_008186243.2, XP_029346011.1	XP_012139348.1, XP_012137591.1, XP_012137578.1
OG0000241	NP_001155771.1	XP_012141585.1, XP_012138646.1, XP_012138647.1, XP_012138648.1, XP_012138644.1
OG0000243	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1	XP_012137098.1
OG0000244	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1	XP_003702794.2
OG0000245	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1	XP_003707107.1
OG0000246	XP_001950555.2	XP_012143780.1
OG0000246	XP_001950143.1	XP_003704683.1
OG0000247	XP_029344228.1, XP_029345461.1, XP_008184353.2	XP_012150345.1, XP_012150346.1
OG0000248	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1	XP_012151217.1, XP_012151211.1
OG0000249	XP_016665112.1	XP_012140332.1, XP_012140328.1, XP_012140331.1
OG0000251	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1	XP_012148950.1, XP_012148951.1, XP_012138655.1, XP_012144355.1
OG0000252	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2	XP_003706376.1
OG0000253	NP_001280380.1	XP_003708641.2
OG0000254	XP_029344545.1, XP_016656660.1	XP_012141089.1
OG0000254	XP_001944239.2, XP_003240062.1, XP_008180377.1	XP_012150104.1
OG0000255	XP_003246526.1, XP_001947928.2, XP_003242730.1	XP_003707576.1
OG0000256	XP_001951894.2, XP_029341156.1	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1
OG0000257	XP_003246666.1	XP_012152627.1
OG0000257	XP_003248173.1	XP_003708278.1, XP_012152634.1
OG0000260	XP_001950434.1	XP_012147130.1
OG0000260	NP_001153849.1, XP_001948486.1, XP_016659711.1, XP_001947010.1	XP_012149801.1
OG0000261	NP_001155383.1	XP_003708378.2, XP_012152145.1, XP_012152140.1, XP_003708132.1, XP_003703046.1, XP_012139949.1
OG0000263	NP_001155556.1, XP_008180933.1	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1
OG0000264	NP_001156153.1	XP_012141565.1
OG0000264	NP_001156243.1	XP_003706549.1, XP_012148148.1
OG0000266	XP_003240676.1, XP_001948034.1	XP_012142351.1, XP_012142346.1
OG0000266	XP_008186329.1, NP_001280475.1	XP_003701377.1
OG0000268	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1	XP_012147628.1, XP_012151349.1, XP_003705563.2, XP_003704992.1
OG0000269	XP_001943745.1	XP_003707502.1
OG0000270	XP_029345241.1, XP_001948521.2	XP_003701984.1, XP_012137596.1
OG0000270	XP_029346495.1, XP_001944827.2	XP_003701983.1
OG0000271	XP_008186229.1	XP_003703932.2
OG0000272	XP_016665096.1, XP_016665095.1	XP_012137264.1
OG0000272	XP_029346328.1, XP_016662315.1	XP_012137477.1
OG0000273	XP_016664122.1	XP_012152922.1, XP_003708387.1
OG0000274	XP_029346089.1	XP_012150333.1
OG0000275	XP_008179793.1, NP_001156725.1	XP_003707508.1, XP_012150479.1
OG0000276	XP_001946172.1	XP_012146515.1
OG0000277	XP_001946581.1	XP_012139530.1, XP_003702918.1, XP_012139529.1
OG0000278	XP_008186457.1, XP_029342789.1, XP_001947217.2	XP_012140846.1
OG0000279	XP_003249025.3, XP_001949725.2, XP_029343956.1	XP_003704233.1
OG0000280	XP_008182582.2	XP_012145329.1
OG0000281	XP_008179649.2	XP_003705781.1, XP_003707314.1
OG0000282	XP_029341668.1, XP_008181184.1, XP_008180525.1, XP_029346210.1, XP_008188541.1, XP_008181183.1, XP_008189763.1, XP_029348064.1, XP_008189097.2, XP_008189995.1, XP_008183257.1, XP_008189828.1, XP_008180523.1, XP_008179688.1	XP_012151413.1
OG0000284	NP_001155502.1	XP_012138543.1
OG0000284	NP_001165432.1	XP_012145095.1, XP_012137964.1
OG0000285	NP_001155560.1, XP_008179924.1	XP_003699411.2
OG0000286	XP_016661131.1, NP_001280318.1	XP_003701800.2
OG0000287	NP_001313583.1	XP_012148331.1
OG0000287	XP_003241653.1	XP_003706601.1
OG0000288	XP_003245506.1	XP_012136951.1
OG0000288	XP_001942634.2	XP_003707452.1
OG0000289	XP_003246644.1, XP_029343790.1, XP_001943261.1	XP_012144635.1
OG0000290	XP_008185669.1, XP_001947171.2, XP_016662037.1	XP_012141017.1, XP_012141018.1, XP_012141019.1, XP_012141016.1
OG0000291	XP_003240981.1, XP_001950806.2	XP_012136291.1
OG0000291	XP_001950838.2	XP_012136349.1, XP_012136290.1
OG0000292	XP_029346347.1	XP_012139889.1, XP_012146321.1
OG0000295	NP_001155488.1	XP_012145127.1, XP_012145128.1, XP_003705274.1
OG0000296	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1
OG0000297	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1	XP_003703683.1
OG0000298	NP_001232973.1, XP_008186594.1	XP_012139175.1, XP_003702628.1
OG0000299	XP_029346685.1, XP_016660445.1, XP_001943308.1	XP_003707712.2
OG0000300	XP_001943999.2	XP_012153075.1
OG0000300	XP_001944983.2	XP_003705565.1
OG0000301	XP_001944205.2	XP_012145465.1, XP_003705403.1
OG0000301	XP_008181889.1	XP_003700755.1
OG0000302	XP_003240620.1	XP_012135451.1
OG0000302	XP_001944852.2	XP_003705687.2, XP_003707086.1, XP_012149383.1
OG0000303	XP_029342096.1, XP_001948339.2, XP_029341254.1	XP_012154089.1, XP_012151306.1, XP_012151111.1, XP_003700589.2
OG0000304	XP_001949605.1	XP_003702511.1
OG0000305	XP_001950929.2, XP_029344333.1	XP_003705033.1
OG0000306	XP_003245388.1, XP_016660941.1	XP_003705265.2, XP_012145085.1, XP_012145087.1, XP_012145089.1, XP_012145088.1
OG0000307	XP_008185684.1, XP_008185680.1	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1
OG0000311	NP_001119633.3, XP_001950423.2	XP_012145310.1
OG0000312	NP_001155477.1	XP_012149526.1
OG0000313	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1	XP_003701165.1, XP_003701166.1
OG0000314	XP_001949676.1, XP_016665120.1	XP_012143927.1, XP_012143925.1, XP_012143926.1
OG0000314	XP_008189786.1, NP_001155636.1	XP_003704743.2, XP_012143918.1
OG0000315	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1	XP_012147116.1, XP_012147112.1, XP_012147113.1
OG0000316	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1	XP_012149717.1
OG0000316	XP_001946148.2	XP_012137523.1
OG0000317	XP_001943954.1	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1
OG0000318	XP_001946391.1, XP_029347084.1	XP_003704099.2
OG0000319	XP_029345590.1, XP_001945303.1	XP_012135023.1
OG0000320	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1	XP_012152561.1
OG0000321	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1	XP_003708518.1
OG0000322	XP_003244377.1	XP_003706986.1
OG0000322	XP_003241550.1	XP_003703099.1
OG0000323	XP_008186397.1	XP_003702453.2
OG0000324	XP_008186869.1	XP_012141998.1, XP_012143166.1
OG0000325	XP_008187895.1	XP_003702122.1
OG0000326	XP_029343584.1	XP_003700119.1
OG0000327	XP_029344255.1, XP_029344257.1, XP_029344259.1	XP_012137702.1, XP_003701781.1
OG0000332	NP_001156093.1	XP_012149524.1, XP_003707142.1
OG0000333	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1	XP_003703002.2
OG0000334	NP_001233012.1	XP_003706965.2
OG0000335	NP_001280436.1	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1
OG0000336	XP_001944889.1	XP_012148014.1, XP_003706072.1
OG0000337	XP_001945953.2	XP_012135630.1
OG0000338	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1	XP_012142275.1
OG0000339	XP_001951491.1	XP_003702674.1
OG0000339	XP_001952053.1, XP_008184766.1	XP_003705530.1, XP_012145886.1
OG0000340	XP_029347555.1	XP_012136431.1
OG0000340	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2	XP_012145764.1, XP_012145765.1
OG0000341	XP_016658787.1, XP_016658761.1, XP_003240047.1	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1
OG0000342	XP_003244576.2	XP_012154374.1
OG0000342	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1	XP_012154383.1
OG0000343	XP_008181491.1	XP_012135157.1
OG0000344	XP_008180648.1	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1
OG0000345	XP_008183479.1	XP_003708164.2, XP_003708165.1
OG0000347	XP_016658988.1	XP_003702599.1, XP_012139080.1
OG0000348	XP_016660203.1	XP_012147890.1
OG0000349	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1	XP_012154317.1
OG0000350	XP_029346452.1	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1
OG0000356	XP_008181612.1, NP_001153533.1	XP_012152175.1
OG0000357	XP_008179483.1, NP_001153852.1	XP_012152486.1, XP_003708319.1
OG0000358	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1
OG0000360	XP_029344378.1, XP_001943379.1	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1
OG0000361	XP_016662090.1, XP_001944543.2	XP_012153467.1, XP_012153468.1, XP_003708557.1
OG0000362	XP_001945004.2	XP_003708510.2
OG0000362	XP_016659074.1, XP_001944949.2	XP_003708511.1
OG0000363	XP_001949431.1	XP_012135320.1
OG0000363	XP_001949637.1, XP_001947106.2	XP_012150517.1
OG0000364	XP_001949061.2	XP_003707298.1, XP_012150131.1, XP_012150132.1
OG0000365	XP_003241353.1	XP_012137131.1, XP_012137132.1, XP_012137133.1, XP_012137130.1
OG0000367	XP_029341559.1	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1
OG0000368	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1	XP_003700684.1, XP_003701289.1
OG0000369	XP_001943004.2, XP_001943611.1	XP_012141445.1, XP_003707668.1, XP_012150874.1
OG0000370	XP_016664382.1	XP_012144316.1
OG0000371	XP_001948534.2	XP_003705927.2
OG0000372	XP_003242425.1	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1, XP_003704661.1
OG0000373	XP_029346852.1, XP_029346851.1, XP_003249038.2, XP_029341393.1, XP_029348500.1	XP_012153214.1
OG0000373	XP_029348143.1, XP_029342286.1, XP_029341107.1, XP_029345774.1, XP_029343469.1, XP_003244832.1, XP_029347722.1, XP_029345790.1, XP_029341262.1, XP_029346062.1, XP_016655762.1	XP_012139969.1
OG0000373	XP_016665045.1, XP_029342214.1, XP_029348529.1	XP_012145662.1, XP_012137712.1, XP_012137711.1
OG0000375	XP_008182314.2	XP_012138104.1, XP_003702089.1
OG0000376	XP_008185153.1	XP_012143339.1, XP_012143348.1, XP_012143353.1, XP_003699743.1, XP_012143367.1, XP_012143361.1, XP_012143333.1
OG0000377	XP_008189819.1	XP_003703779.1, XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1
OG0000378	XP_029342427.1	XP_012146654.1, XP_012140754.1, XP_012140758.1
OG0000379	XP_029344225.1, XP_029344226.1, XP_029344227.1	XP_012136830.1
OG0000381	XP_001944422.1	XP_012140183.1
OG0000381	XP_001945902.2	XP_003701471.1
OG0000382	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1	XP_003706910.1, XP_012149297.1, XP_003708419.1
OG0000383	XP_001946138.2	XP_012135466.1, XP_012140362.1, XP_012138672.1
OG0000384	XP_001948311.2, XP_029346600.1	XP_012148688.1, XP_012148686.1
OG0000384	XP_016656417.1, XP_008178646.1, XP_008178647.1	XP_012148701.1
OG0000385	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1	XP_012135512.1, XP_003702425.1
OG0000386	XP_001949230.2, XP_029342856.1, XP_029342854.1	XP_003706715.2, XP_003706716.1
OG0000387	XP_001949903.1, XP_029342415.1	XP_012152085.1, XP_003708136.1, XP_012148651.1, XP_012153573.1, XP_012148653.1, XP_012137203.1
OG0000388	XP_001950440.1	XP_012135627.1, XP_012135626.1, XP_003701232.1
OG0000388	XP_001950495.1	XP_003699232.1
OG0000389	XP_001950486.2, XP_008182516.1	XP_012151722.1, XP_003708000.1, XP_012147824.1, XP_012147823.1
OG0000390	XP_008187641.1, XP_008187645.1	XP_003702207.2
OG0000391	XP_003244758.1	XP_003701456.1
OG0000392	XP_008178670.1	XP_012152710.1, XP_012153221.1, XP_012147487.1, XP_012147630.1, XP_012151022.1, XP_012136803.1
OG0000393	XP_029347733.1, XP_029342879.1, XP_016660058.1, XP_008188820.1, XP_008184273.1, XP_008183967.1, XP_008178758.1	XP_012152405.1, XP_012145935.1, XP_012143809.1, XP_012144580.1, XP_012143810.1
