Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti
OG0000118	XP_029341141.1, XP_008185311.1, XP_008187147.1, XP_029348257.1, XP_029348362.1, XP_008182359.1, XP_029343705.1	XP_021693048.1, XP_021707566.1, XP_021707125.1, XP_021697078.1, XP_021700766.1, XP_021698879.1
OG0000118	XP_016664517.2	XP_021710468.1
OG0000118	XP_008187919.1	XP_021703512.1
OG0000118	XP_008189839.1, XP_008189627.1, XP_008179538.1, XP_016662321.1, XP_008189592.1, XP_029348354.1, XP_008183318.1, XP_008178708.2, XP_003244711.3, XP_029343559.1, XP_008182581.1, XP_029342924.1, XP_029341532.1	XP_021693212.1
OG0000118	XP_001946195.2, XP_029346355.1, XP_029344563.1, XP_016661588.1, XP_008184858.1, XP_016659312.1, XP_029348067.1	XP_021704426.1, XP_021707283.1, XP_021693541.1, XP_021698572.1, XP_021713242.1
OG0000119	XP_001950896.2, XP_001946809.2	XP_021699975.1, XP_021699973.1, XP_021699978.1, XP_021699974.1
OG0000120	XP_008183102.1, XP_008183682.2, XP_001946812.2, XP_016660349.1	XP_021702687.1
OG0000121	XP_008183345.1, XP_029345745.1, XP_008188786.1	XP_021706922.1
OG0000121	XP_029348186.1, XP_003241093.1, XP_003240188.1, XP_016664577.1, XP_008188998.1, XP_008187751.1, XP_008186009.1	XP_021703681.1, XP_021707262.1, XP_021711713.1, XP_021696466.1, XP_021696467.1, XP_021712906.1, XP_021712905.1, XP_021694710.1
OG0000122	XP_029345164.1	XP_001650409.1, XP_021711773.1
OG0000123	XP_001944241.1	XP_001658691.1, XP_021703858.1, XP_021703857.1, XP_021703856.1, XP_021703860.1, XP_021703865.1, XP_021703863.1, XP_021703864.1, XP_021703861.1, XP_021703862.1, XP_021703859.1
OG0000124	XP_001946145.1, XP_029344203.1, XP_016657907.1, XP_003240297.1	XP_021693241.1, XP_021693242.1, XP_021693243.1, XP_021693244.1, XP_021693245.1, XP_021693246.1, XP_021693247.1, XP_021693248.1
OG0000125	XP_029343174.1, XP_029343175.1	XP_001657204.2
OG0000126	XP_029344350.1	XP_021694197.1
OG0000127	XP_008184238.2, XP_008185467.1, XP_008185468.2, XP_001944157.3, XP_001947156.2	XP_021695483.1, XP_021695480.1, XP_021695481.1, XP_021695484.1
OG0000127	XP_016661891.1	XP_021705806.1, XP_021705807.1, XP_001657917.3
OG0000129	XP_029342557.1, XP_003243980.1, XP_008182280.1	XP_021700581.1, XP_021700580.1, XP_021700583.1, XP_001650044.1, XP_021700585.1, XP_021700582.1, XP_021700584.1
OG0000130	XP_008188212.1	XP_021695251.1
OG0000130	XP_029347188.1	XP_021700367.1
OG0000131	NP_001119635.1	XP_021705306.1
OG0000131	XP_001944342.1, NP_001280296.1	XP_021707624.1, XP_021707623.1, XP_021707625.1, XP_001652515.1
OG0000132	XP_001944867.2, XP_008188761.1	XP_001653225.3, XP_021709729.1, XP_021709728.1, XP_021709730.1, XP_021709732.1, XP_021709733.1, XP_021709734.1, XP_021695163.1, XP_021700410.1, XP_001660044.3, XP_001660042.3
OG0000133	XP_001947717.2, XP_029346829.1	XP_021702724.1, XP_021702723.1, XP_021702554.1, XP_021702589.1
OG0000134	XP_016659080.1, XP_016655735.1, XP_029341669.1, XP_003244662.1, XP_016658650.1, XP_008186020.1	XP_001659678.1, XP_021709873.1
OG0000134	XP_008188674.1, XP_029347700.1, XP_029347701.1	XP_001655292.1
OG0000134	XP_016656058.1	XP_001652277.1
OG0000135	XP_008183617.1, XP_016660307.1, XP_008183620.1, XP_008183619.1, XP_016660306.1, XP_029348611.1	XP_021711278.1, XP_021711277.1, XP_001651832.2, XP_021697743.1, XP_021697742.1, XP_001649900.1, XP_021697746.1, XP_021697744.1, XP_021697745.1
OG0000137	XP_029345533.1, XP_029345535.1, XP_029345534.1, XP_001949204.1, XP_008183005.1, XP_008183006.1, XP_001951358.1, XP_001943488.1	XP_021710706.1, XP_021710707.1, XP_021710708.1, XP_021710709.1
OG0000138	XP_029344015.1, XP_029344014.1, XP_029344016.1, XP_001948700.2	XP_021712084.1, XP_021694527.1
OG0000139	XP_001949990.1	XP_001663072.2
OG0000140	XP_016660676.1	XP_021704953.1, XP_021704952.1, XP_001664287.1
OG0000140	XP_001950680.1, XP_029341066.1, XP_003245538.1, XP_003244834.1	XP_001652519.1, XP_021702905.1
OG0000141	XP_029343859.1	XP_021706046.1, XP_001663030.2
OG0000143	XP_001945042.2	XP_021706097.1, XP_021706098.1, XP_021706096.1, XP_021706093.1, XP_021706094.1
OG0000146	NP_001119627.1	XP_001662762.1, XP_021707130.1, XP_001649220.1, XP_001660580.2
OG0000147	NP_001119678.1	XP_021708848.1, XP_001659371.1
OG0000149	NP_001233210.1, XP_008189229.1	XP_021701465.1
OG0000149	XP_001945852.2	XP_021701466.1, XP_021701469.1, XP_021701468.1, XP_021701472.1, XP_021701467.1
OG0000150	XP_003241608.1, XP_001943456.1, XP_008178725.1, XP_008178726.1	XP_021698126.1, XP_021698125.1, XP_021698128.1, XP_021698127.1
OG0000151	NP_001232992.1	XP_021697798.1
OG0000152	XP_001950609.1	XP_001653160.1
OG0000153	XP_001952790.2	XP_021705481.1, XP_021697591.1, XP_021697584.1, XP_021697583.1, XP_021697588.1, XP_021697587.1, XP_021697586.1, XP_021697585.1, XP_021697590.1, XP_021697589.1
OG0000154	XP_029348690.1, XP_029346266.1, XP_016657976.1, XP_029348689.1	XP_001662815.2
OG0000154	XP_029344492.1, XP_029344491.1, XP_003246127.1	XP_001654315.1, XP_021709760.1, XP_021709756.1, XP_021697249.1, XP_001662813.2, XP_021697250.1, XP_021697252.1, XP_021697253.1
OG0000156	XP_016659611.1	XP_021696919.1, XP_021712121.1
OG0000160	XP_001951963.1	XP_021709766.1
OG0000160	XP_008184790.2, NP_001280442.1, XP_001944828.2, XP_001944881.1, XP_029342333.1, NP_001280272.1, NP_001233238.1, XP_008184532.1, XP_029342331.1, NP_001280469.1, XP_029341215.1	XP_021707900.1, XP_021710525.1, XP_001662274.1
OG0000161	XP_001950765.1	XP_001656119.2
OG0000162	XP_029346510.1	XP_021694432.1
OG0000162	XP_008186164.1, XP_029342674.1	XP_021704010.1
OG0000162	XP_016657938.1, XP_008180629.1	XP_021706951.1
OG0000164	XP_016661577.1	XP_021710131.1, XP_021698765.1, XP_001654887.2, XP_021701278.1, XP_001654888.2, XP_021697710.1, XP_021695328.1
OG0000165	XP_029343832.1	XP_021697212.1
OG0000165	XP_029343481.1	XP_021704115.1, XP_021704136.1, XP_021704202.1
OG0000166	XP_029347644.1, XP_029347638.1, XP_029347646.1	XP_021694247.1, XP_021704926.1, XP_021704934.1, XP_021704935.1
OG0000168	XP_001951684.4, XP_003248836.2	XP_021712003.1, XP_021699894.1
OG0000168	XP_001942542.1, XP_008186133.1	XP_021705545.1
OG0000169	XP_016663900.2, XP_001944382.3	XP_021702706.1
OG0000170	XP_008188310.1	XP_001654345.1
OG0000170	XP_029343183.1	XP_021699236.1
OG0000171	XP_029345553.1	XP_001654890.1, XP_001654889.1, XP_001654886.2, XP_001656792.2, XP_001653329.2, XP_001653331.1, XP_001653330.2, XP_001653328.2
OG0000173	NP_001233019.1	XP_021694163.1, XP_001649426.1
OG0000174	XP_008185372.1, XP_008189584.3, XP_008183684.1, XP_001944323.1, XP_008186867.1, XP_029343098.1, XP_029343097.1	XP_021704325.1, XP_021704326.1
OG0000175	XP_029344556.1, XP_001951192.1	XP_001654240.1
OG0000176	XP_001949308.1, XP_029348491.1, XP_001948738.1, NP_001280270.1	XP_001656692.1
OG0000177	XP_016657898.1, XP_008180564.2	XP_001651644.2
OG0000177	XP_001952775.1	XP_021707471.1, XP_021707472.1, XP_001651645.1
OG0000179	NP_001155435.1, NP_001280333.1	XP_001655662.1, XP_021712235.1
OG0000180	NP_001232980.1	XP_001654382.1, XP_001654381.1, XP_021693530.1, XP_021693529.1
OG0000181	XP_029343194.1, XP_001948653.1	XP_001656977.3
OG0000183	XP_016663191.1, XP_016662030.1	XP_001655456.2, XP_021704629.1, XP_021704627.1, XP_021693217.1, XP_021693215.1, XP_021693216.1
OG0000184	XP_029341516.1	XP_011493295.2, XP_021702574.1, XP_001655087.1, XP_011493580.2
OG0000185	XP_029344304.1	XP_001651366.1
OG0000188	XP_029344969.1, XP_029345698.1	XP_021694895.1
OG0000188	XP_001944994.1	XP_021704883.1
OG0000189	XP_008180383.1	XP_001655460.2
OG0000189	XP_029345137.1, XP_008180387.1, XP_029345828.1	XP_001655465.2, XP_001655464.2
OG0000190	XP_008187339.1	XP_001660557.1
OG0000191	XP_029346818.1	XP_021708624.1, XP_021708625.1
OG0000191	XP_016659446.1, XP_029346152.1, XP_029344343.1, XP_029342439.1	XP_001651643.2, XP_021711114.1, XP_001658852.2, XP_021709915.1, XP_021708162.1, XP_021706594.1, XP_001647986.1, XP_021707346.1, XP_021705110.1, XP_001661290.1, XP_021706490.1
OG0000192	XP_029345853.1	XP_001664087.2
OG0000196	XP_001943581.2	XP_021709422.1, XP_021709426.1
OG0000197	XP_001949247.2, XP_001943809.2	XP_021697283.1, XP_021697282.1, XP_021697285.1, XP_021697284.1, XP_001661709.1, XP_021697516.1, XP_021697517.1, XP_021697518.1, XP_021697519.1
OG0000198	XP_003240145.1, XP_016656873.1	XP_021706486.1
OG0000200	XP_001949978.1	XP_001655242.1
OG0000201	XP_001951690.2	XP_001663057.1
OG0000201	NP_001313588.1	XP_011493157.1, XP_001652982.2, XP_021711304.1, XP_001659011.2, XP_001659009.1, XP_021712798.1, XP_001654269.2
OG0000202	XP_001944687.1	XP_021695300.1
OG0000203	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2	XP_001662504.2, XP_021697410.1
OG0000204	XP_003243588.1, XP_001948363.2	XP_021704598.1, XP_021704597.1, XP_001656463.1
OG0000205	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1	XP_021697855.1, XP_021697857.1, XP_021697856.1, XP_021697859.1, XP_021697858.1, XP_021697862.1, XP_021697860.1
OG0000207	NP_001155712.1	XP_001650660.1
OG0000207	NP_001192033.1	XP_021698130.1
OG0000208	XP_001950788.1	XP_021698134.1, XP_021698133.1, XP_001653727.1
OG0000209	XP_008183529.1	XP_021711015.1, XP_021711016.1
OG0000212	NP_001232971.1, XP_008179391.1	XP_001650168.2, XP_001650170.2, XP_001650169.2, XP_021705033.1
OG0000213	XP_001945623.2, NP_001280334.1	XP_001660162.2
OG0000214	XP_001945750.1	XP_001653648.2
OG0000214	XP_008186309.1, XP_008186310.1, XP_008186312.3	XP_001660495.2, XP_001648014.1
OG0000215	XP_001949004.1, XP_016656471.1, XP_003241622.1	XP_001650687.1
OG0000216	XP_029341236.1, XP_029347825.1, XP_001952110.2	XP_021695787.1, XP_021695812.1, XP_001658816.2, XP_001660657.2, XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2
OG0000218	XP_008186264.1	XP_021706089.1, XP_001660419.1
OG0000223	XP_001944473.2, XP_029342159.1	XP_021710530.1, XP_001658512.3, XP_001652521.1, XP_001664288.1, XP_021711746.1, XP_001659796.1, XP_001659797.2, XP_001664289.1
OG0000224	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2	XP_001654732.1, XP_001654733.2
OG0000225	XP_008183136.1, XP_001946333.2, XP_016659881.1	XP_001647679.1
OG0000226	XP_008185421.1	XP_021708650.1
OG0000226	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1	XP_021706929.1
OG0000227	XP_003245308.1, XP_008184764.2	XP_021696785.1
OG0000228	XP_029345773.1	XP_021712416.1
OG0000229	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1	XP_021701846.1, XP_021701848.1, XP_001652694.2, XP_001652693.2
OG0000230	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1	XP_021699383.1, XP_021699390.1
OG0000231	XP_001946956.2, XP_001948201.2	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	XP_001947878.1, XP_029346471.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	XP_001947951.2, XP_029343172.1	XP_001657370.2
OG0000234	XP_001948143.1	XP_001659472.1, XP_001659474.1, XP_001659473.2
OG0000235	XP_001952457.1, XP_016662192.1	XP_021707634.1, XP_021707632.1, XP_021707627.1, XP_021707639.1
OG0000236	XP_016661843.1, XP_008185403.1	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1, XP_001652725.2
OG0000237	XP_008186243.2, XP_029346011.1	XP_021707698.1, XP_021708376.1
OG0000238	XP_016659406.1	XP_021695204.1
OG0000241	NP_001155771.1	XP_001661295.2, XP_001652449.1
OG0000242	XP_016662935.1, XP_001952439.2, XP_029342720.1, XP_001951034.3, XP_029348454.1, NP_001352059.1, XP_016656341.1, NP_001352061.1, XP_001944051.2, XP_016655899.1, XP_029343853.1, XP_016664232.1	XP_001662864.3, XP_021705201.1, XP_001662868.2, XP_021709352.1, XP_021707901.1, XP_021706401.1, XP_021706946.1, XP_021704581.1, XP_001662870.1, XP_001662865.3
OG0000243	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1
OG0000244	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1	XP_001652340.2
OG0000245	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	XP_001950555.2	XP_021702972.1
OG0000246	XP_001950143.1	XP_001661057.2
OG0000247	XP_029344228.1, XP_029345461.1, XP_008184353.2	XP_021693011.1, XP_001651225.2, XP_001651227.2, XP_001650550.2, XP_021694288.1
OG0000248	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1	XP_001654001.2, XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000248	XP_008188587.2	XP_001659313.2
OG0000249	XP_016665112.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1, XP_021693333.1
OG0000251	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1	XP_021703650.1, XP_021703600.1, XP_021703627.1
OG0000252	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2	XP_001659013.1, XP_021711486.1
OG0000253	NP_001280380.1	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000254	XP_029344545.1, XP_016656660.1	XP_001664252.1
OG0000254	XP_001944239.2, XP_003240062.1, XP_008180377.1	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000255	XP_003244428.2	XP_021695873.1
OG0000256	XP_001951894.2, XP_029341156.1	XP_001659923.1
OG0000257	XP_003246666.1	XP_021707001.1
OG0000257	XP_003248173.1	XP_001653528.1
OG0000260	XP_001950434.1	XP_021710146.1
OG0000260	NP_001153849.1, XP_001948486.1, XP_016659711.1, XP_001947010.1	XP_001651266.2
OG0000261	NP_001155383.1	XP_001653512.1
OG0000262	XP_008190218.1	XP_021710972.1, XP_021710978.1
OG0000262	NP_001155542.1	XP_021694838.1, XP_021694837.1
OG0000263	NP_001155556.1, XP_008180933.1	XP_021695756.1, XP_001659895.1
OG0000264	NP_001156153.1	XP_021699793.1
OG0000264	NP_001156243.1	XP_001654772.1
OG0000265	XP_008179776.1, XP_016663154.1	XP_021696088.1
OG0000266	XP_003240676.1, XP_001948034.1	XP_001663718.1
OG0000266	XP_008186329.1, NP_001280475.1	XP_001648452.3
OG0000267	XP_008186032.1, XP_001942695.1, XP_029346534.1, XP_008184326.1, XP_029347148.1, XP_008180332.1, XP_029343696.1, XP_029348021.1, XP_029342547.1, XP_029341549.1, XP_008188237.1, XP_016657347.1, XP_016658735.1, XP_029346623.1, XP_029346624.1, XP_003243542.1, XP_016658733.1, XP_029345287.1, XP_016663960.1, XP_016661791.1, XP_008185060.1, XP_001952210.1, XP_029341231.1, XP_008189699.2, XP_008182179.2, XP_029345359.1, XP_029345360.1, XP_029342478.1, XP_029342476.1, XP_029342477.1, XP_029342481.1, XP_029342482.1, XP_029342480.1, XP_029342479.1, XP_029346552.1, XP_029341265.1, XP_016656480.1, XP_029347841.1, XP_029347840.1, XP_008181003.1, XP_001951371.2, XP_003244382.1, XP_029342403.1, XP_008182251.1, XP_008182250.1, XP_029341161.1, XP_016664542.1, XP_008188664.1, XP_003248298.1, XP_003247122.1, XP_001950909.2, XP_029346542.1, XP_029346541.1, XP_029346970.1, XP_029346969.1, XP_008188524.2, XP_029347203.1	XP_021704071.1
OG0000268	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	XP_001943745.1	XP_021694258.1
OG0000270	XP_029345241.1, XP_001948521.2	XP_021693340.1
OG0000270	XP_029346495.1, XP_001944827.2	XP_021693342.1
OG0000271	XP_008186229.1	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1
OG0000272	XP_029346328.1, XP_016662315.1	XP_021702656.1, XP_001651408.2
OG0000273	XP_016664122.1	XP_021697010.1
OG0000274	XP_029346089.1	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1
OG0000274	XP_029346856.1	XP_021708647.1, XP_021712554.1
OG0000275	XP_008179793.1, NP_001156725.1	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000276	XP_001946172.1	XP_001659080.1, XP_021706827.1, XP_001659081.1, XP_001659077.2, XP_001653647.2
OG0000277	XP_001946581.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_008186457.1, XP_029342789.1, XP_001947217.2	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	XP_003249025.3, XP_001949725.2	XP_021701402.1
OG0000279	XP_029343956.1	XP_021704615.1
OG0000281	XP_008179649.2	XP_021704238.1, XP_021704239.1, XP_001651431.1
OG0000284	NP_001155502.1	XP_021713281.1
OG0000284	NP_001165432.1	XP_001649911.1
OG0000285	NP_001155560.1, XP_008179924.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	NP_001313583.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1
OG0000287	XP_003241653.1	XP_001653434.1
OG0000288	XP_003245506.1	XP_021708643.1
OG0000288	XP_001942634.2	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_003246644.1, XP_029343790.1, XP_001943261.1	XP_001653392.1, XP_021700629.1
OG0000290	XP_016659221.1	XP_001655226.2, XP_001655212.2, XP_001655228.2, XP_021696041.1, XP_001662283.2
OG0000291	XP_001950838.2	XP_001660325.1
OG0000292	XP_029346347.1	XP_021705719.1, XP_021705801.1, XP_001652397.2, XP_021712603.1
OG0000295	NP_001155488.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1	XP_021696627.1, XP_001652037.1
OG0000297	XP_001947537.1	XP_001655779.1, XP_021712622.1
OG0000298	NP_001232973.1, XP_008186594.1	XP_001653995.1
OG0000299	XP_029346685.1, XP_016660445.1, XP_001943308.1	XP_001651322.2
OG0000300	XP_001943999.2	XP_001648404.2
OG0000300	XP_001944983.2	XP_001655172.1
OG0000301	XP_001944205.2	XP_001648376.1
OG0000301	XP_008181889.1	XP_001658068.2
OG0000302	XP_003240620.1	XP_021704818.1
OG0000302	XP_001944852.2	XP_011493002.2
OG0000303	XP_029342096.1, XP_001948339.2, XP_029341254.1	XP_001654671.2
OG0000304	XP_001949605.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	XP_001950929.2, XP_029344333.1	XP_021713275.1, XP_021709869.1
OG0000306	XP_029347902.1	XP_021703646.1
OG0000306	XP_003245388.1, XP_016660941.1	XP_021713149.1, XP_001657736.2
OG0000307	XP_008185684.1, XP_008185680.1	XP_001648503.2, XP_021709490.1
OG0000311	NP_001119633.3, XP_001950423.2	XP_001663796.1
OG0000312	NP_001155477.1	XP_011493181.2
OG0000313	XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1	XP_021711596.1
OG0000314	XP_001949676.1, XP_016665120.1	XP_001651916.1, XP_021710674.1, XP_001651919.1
OG0000314	XP_008189786.1, NP_001155636.1	XP_021694403.1
OG0000315	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1	XP_001659462.2
OG0000316	XP_001946148.2	XP_021708459.1
OG0000317	XP_001943954.1	XP_021709328.1
OG0000318	XP_008180052.1, XP_008180053.1, XP_008180054.1, XP_016657503.1, XP_001944081.2, XP_008180056.1, XP_029342133.1, XP_001951977.1	XP_001650490.2
OG0000318	XP_001946391.1, XP_029347084.1	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
