Orthogroup	Acyrthosiphon_pisum	Tribolium_castaneum
OG0000118	XP_029341141.1, XP_008185311.1, XP_008187147.1, XP_029348257.1, XP_029348362.1, XP_008182359.1, XP_029343705.1	XP_015834547.1, XP_008200548.1, XP_015834543.1, XP_015833294.1, XP_015835116.1, XP_015840487.1, XP_015834751.1, XP_008200539.1, XP_015835309.1, XP_015837361.1
OG0000119	XP_001950896.2, XP_001946809.2	NP_001157311.1
OG0000120	XP_008183102.1, XP_008183682.2, XP_001946812.2, XP_016660349.1	XP_015838347.1
OG0000121	XP_016665078.1, XP_029340963.1, XP_029340913.1	XP_008191076.1, XP_015836860.1
OG0000121	XP_016655922.1	XP_015839703.1
OG0000121	XP_029345005.1	XP_015839411.1
OG0000122	XP_029345164.1	XP_015834556.1
OG0000122	XP_001945817.2	XP_008191923.1
OG0000122	XP_029345159.1, XP_001942872.1	XP_008190630.1, XP_970917.2, NP_001280526.1
OG0000123	XP_001944241.1	XP_001813105.1
OG0000124	XP_001946145.1, XP_029344203.1, XP_016657907.1, XP_003240297.1	XP_015834874.1
OG0000125	XP_029343174.1, XP_029343175.1	XP_975608.1, XP_975649.1, XP_975653.1, XP_015837066.1, XP_975651.1
OG0000126	XP_029344350.1	NP_001034505.1
OG0000127	XP_008184238.2, XP_008185467.1, XP_008185468.2, XP_001944157.3, XP_001947156.2	XP_008201644.1
OG0000127	XP_016661891.1	NP_001280519.1, XP_015839687.1
OG0000129	XP_029342557.1, XP_003243980.1, XP_008182280.1	XP_008192539.1, XP_008192541.1, XP_970374.1, XP_008192542.1, XP_015834648.1
OG0000130	XP_008188212.1	XP_008200084.1
OG0000130	XP_029347188.1	XP_008200083.1
OG0000131	NP_001119635.1	XP_001808435.1
OG0000131	XP_001944342.1, NP_001280296.1	XP_008198189.1, XP_968387.1, XP_008198188.1
OG0000132	XP_001944867.2, XP_008188761.1	XP_008198166.1, XP_015839207.1
OG0000133	XP_001947717.2, XP_029346829.1	XP_975308.3, XP_015840591.1
OG0000134	XP_016657924.1	XP_008195592.1
OG0000135	XP_008183617.1, XP_016660307.1, XP_008183620.1, XP_008183619.1, XP_016660306.1, XP_029348611.1	XP_015833857.1, XP_008194086.1, XP_008190640.1, XP_008190639.1, NP_001153713.1
OG0000137	XP_029345533.1, XP_029345535.1, XP_029345534.1, XP_001949204.1, XP_008183005.1, XP_008183006.1, XP_001951358.1, XP_001943488.1	XP_015835481.1, XP_015835482.1, XP_015835483.1, XP_015835484.1, XP_015835486.1, XP_015835485.1
OG0000138	XP_029344015.1, XP_029344014.1, XP_029344016.1, XP_001948700.2	XP_015840574.1, XP_967720.2, XP_015840573.1
OG0000139	XP_001949990.1	XP_001808164.2, XP_967589.2, XP_967061.2, XP_015838049.1
OG0000140	XP_016660676.1	XP_008194732.1, XP_969266.1
OG0000140	XP_001950680.1, XP_029341066.1, XP_003245538.1, XP_003244834.1	XP_015836386.1, XP_008194986.1, XP_008194985.1, XP_008195037.1, XP_015836615.1, XP_008195039.1, XP_971347.1, XP_971406.1, XP_973264.1
OG0000141	XP_029343859.1	XP_015833202.1, XP_008193877.2
OG0000143	XP_001945042.2	XP_008192676.1
OG0000146	NP_001119627.1	XP_966544.1, XP_001811608.2, XP_974294.1
OG0000147	NP_001119678.1	XP_966688.1
OG0000148	XP_008186069.1, XP_008187270.1, XP_029341856.1, XP_008185892.1, XP_016659824.2, XP_029340969.1, XP_029348101.1, XP_008180516.1, XP_016664821.2, XP_029346337.1, XP_008181692.2, XP_003243638.3, XP_008179706.1	XP_015836604.1
OG0000148	XP_008178788.1, XP_029348541.1, XP_029348708.1, XP_029342283.1, XP_029341950.1, XP_029340955.1, XP_029340924.1	XP_015836603.1, XP_015840016.1
OG0000149	NP_001233210.1, XP_008189229.1	XP_008191323.1
OG0000150	XP_003241608.1, XP_001943456.1, XP_008178725.1, XP_008178726.1	XP_015838556.1, XP_015838555.1, XP_015838554.1
OG0000151	NP_001232992.1	XP_969439.1, XP_015840091.1
OG0000152	XP_001950609.1	XP_966734.2
OG0000153	XP_001952790.2	XP_970869.1, XP_008195606.1
OG0000154	XP_029348690.1, XP_029346266.1, XP_016657976.1, XP_029348689.1	XP_008195104.1
OG0000154	XP_029344492.1, XP_029344491.1, XP_003246127.1	XP_015839325.1, XP_015839324.1, XP_008199705.2, XP_015838950.1, XP_015833663.1, XP_008193592.1, XP_015840362.1, XP_008199148.1, XP_015840355.1
OG0000155	XP_016660926.1, XP_016656167.1, XP_008182084.1, XP_008181927.1, XP_029341009.1	XP_015840329.1
OG0000155	XP_016662187.1	XP_015840229.1, XP_015840425.1
OG0000156	XP_016659611.1	XP_008199571.1, XP_008199569.1, XP_008199570.1
OG0000160	XP_001951963.1	XP_008199283.1
OG0000160	XP_008184790.2, NP_001280442.1, XP_001944828.2, XP_001944881.1, XP_029342333.1, NP_001280272.1, NP_001233238.1, XP_008184532.1, XP_029342331.1, NP_001280469.1, XP_029341215.1	XP_967023.4
OG0000161	XP_001950765.1	NP_001164097.1, XP_015838131.1, XP_968215.1, XP_968291.1, XP_008198786.1, XP_015839834.1, XP_970896.1, XP_968653.3
OG0000162	XP_029346510.1	XP_008201498.1, NP_001103246.1
OG0000162	XP_008186164.1, XP_029342674.1	XP_008200302.1, NP_001107770.1
OG0000162	XP_016657938.1, XP_008180629.1	NP_001103245.1
OG0000163	XP_016657074.1, XP_029347854.1, XP_029342845.1, XP_016658164.1, XP_029345834.1, XP_016656576.1, XP_029347331.1, XP_016659815.1	XP_008197923.1, XP_015840038.1
OG0000163	XP_029341157.1	XP_015834329.1
OG0000164	XP_016661577.1	XP_008196039.2, XP_015837358.1, XP_008196049.2, XP_015833602.1, XP_015840341.1, XP_015833616.1
OG0000165	XP_029343832.1	XP_008192571.1
OG0000165	XP_029343481.1	XP_974173.2
OG0000166	XP_029347644.1, XP_029347638.1, XP_029347646.1	XP_008199436.1, XP_008199431.1
OG0000168	XP_001942542.1, XP_008186133.1	XP_015838873.1, NP_001107841.1
OG0000169	XP_016663900.2, XP_001944382.3	XP_008195237.1, XP_008191380.1, XP_973188.1, XP_015833980.1, XP_015837683.1, XP_969004.1
OG0000170	XP_029343183.1	XP_008193117.1, XP_008193116.1
OG0000171	XP_029345553.1	XP_971346.1, XP_015836633.1
OG0000173	NP_001233019.1	XP_008194517.1
OG0000174	XP_008185372.1, XP_008189584.3, XP_008183684.1, XP_001944323.1, XP_008186867.1, XP_029343098.1, XP_029343097.1	XP_015838513.1
OG0000175	XP_029344556.1, XP_001951192.1	XP_974770.1, XP_015836695.1
OG0000176	XP_001949308.1	XP_001808109.1
OG0000176	XP_029348491.1, XP_001948738.1, NP_001280270.1	XP_008198121.1
OG0000176	XP_003241676.1	XP_015838737.1, XP_001811685.2
OG0000177	XP_016657898.1, XP_008180564.2	XP_971910.1
OG0000177	XP_001952775.1	XP_008194311.1, XP_972072.1, XP_015836135.1, XP_972019.2
OG0000179	XP_003240433.1	XP_008194977.1
OG0000179	NP_001155435.1, NP_001280333.1	XP_966308.2
OG0000180	NP_001232980.1	XP_976031.1, XP_008200320.1
OG0000181	XP_029343194.1, XP_001948653.1	NP_001280548.1, XP_008193833.1
OG0000182	XP_003241873.1	XP_015832992.1
OG0000183	XP_016663191.1, XP_016662030.1	XP_975025.1, XP_970665.1, XP_973463.1
OG0000184	XP_029341516.1	XP_015832887.1, XP_015837621.1, XP_015837372.1, XP_015837383.1, XP_975520.3
OG0000185	XP_029344304.1	XP_008197397.1
OG0000188	XP_001944994.1	XP_967501.2
OG0000189	XP_008180383.1	XP_966528.2, XP_008201661.1
OG0000189	XP_029345137.1, XP_008180387.1, XP_029345828.1	XP_008198457.1, XP_008193919.1
OG0000190	XP_008187339.1	XP_015839424.1, XP_968802.1
OG0000191	XP_029346818.1	XP_015840404.1
OG0000191	XP_016659446.1, XP_029346152.1, XP_029344343.1, XP_029342439.1	XP_972346.1, XP_008197015.2, XP_015838363.1, XP_015838365.1, XP_972237.1, XP_015833908.1, XP_015833861.1, XP_015838439.1, XP_966412.2, XP_015833969.1, XP_001812470.1, XP_972442.2, XP_008193548.2
OG0000192	XP_029345853.1	XP_976201.3, XP_008197081.1, XP_015838219.1, XP_008197084.1, XP_008197085.1, XP_008197082.1
OG0000196	XP_001943581.2	XP_969047.2
OG0000196	XP_003248273.1, XP_008188605.1, XP_029347409.1, XP_029347413.1	XP_967948.2
OG0000197	XP_001949247.2, XP_001943809.2	XP_015837925.1
OG0000198	XP_003240145.1, XP_016656873.1	XP_008196149.1
OG0000200	XP_001949978.1, XP_008178192.1, NP_001155706.1	XP_974164.1
OG0000200	XP_008182512.1	XP_967143.1, XP_015839106.1, XP_974030.1
OG0000201	XP_001951690.2	XP_015833113.1
OG0000201	NP_001313588.1	XP_974115.1
OG0000202	XP_003246184.1, XP_016661945.1	XP_008196489.1, XP_008196491.1, XP_008196490.1
OG0000203	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2	XP_972061.1
OG0000204	XP_003243588.1, XP_001948363.2	XP_008192748.1, XP_015834354.1, XP_015834322.1, XP_001810985.1, XP_015834355.1, XP_966892.1
OG0000205	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1	XP_015834252.1, XP_969899.1, XP_972246.2, XP_969838.2
OG0000207	XP_001942674.1	XP_008190794.1
OG0000208	XP_001950788.1	NP_001034487.2, XP_008199220.1
OG0000209	XP_008183529.1	XP_015833617.1
OG0000212	NP_001232971.1, XP_008179391.1	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1
OG0000213	XP_001945623.2, NP_001280334.1	XP_970612.2
OG0000214	XP_001945750.1	XP_967960.2
OG0000214	XP_008186309.1, XP_008186310.1, XP_008186312.3	XP_970835.1
OG0000215	XP_001949004.1, XP_016656471.1, XP_003241622.1	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1
OG0000216	XP_029341236.1, XP_029347825.1, XP_001952110.2	NP_001107836.1, XP_967724.1, NP_001123993.1, XP_008193185.1, XP_008199996.1, XP_971612.1, NP_001123994.1
OG0000217	XP_001952229.3	XP_973791.2
OG0000217	XP_008178352.2	XP_975130.2
OG0000218	XP_008186264.1	XP_967940.2
OG0000223	XP_001944473.2, XP_029342159.1	NP_001164284.1, XP_972063.1, XP_970010.1
OG0000224	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2	XP_970766.1, XP_008193916.1
OG0000225	XP_008183136.1, XP_001946333.2, XP_016659881.1	XP_971086.2
OG0000226	XP_008185421.1	NP_001280522.1, XP_008197480.1
OG0000226	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1	XP_015838522.1
OG0000227	XP_003245308.1, XP_008184764.2	XP_008198897.2
OG0000229	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1	XP_008190759.1, XP_008190780.1
OG0000230	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1	XP_015836723.1, XP_008195159.1
OG0000231	XP_001946956.2, XP_001948201.2	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1
OG0000232	XP_001947878.1, XP_029346471.1	XP_970131.1
OG0000233	XP_001947951.2, XP_029343172.1	XP_015835661.1, XP_008191353.1, XP_972561.1, XP_970529.1, XP_008196062.1, XP_008196018.1, XP_008196019.1
OG0000234	XP_001948143.1	XP_972520.3, XP_001814003.1
OG0000235	XP_001952457.1, XP_016662192.1	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1
OG0000236	XP_016661843.1, XP_008185403.1	NP_001155991.1
OG0000237	XP_008186243.2, XP_029346011.1	XP_015836500.1, NP_001071090.1, XP_008197452.1, XP_008197451.1
OG0000242	XP_016662935.1, XP_001952439.2, XP_029342720.1, XP_001951034.3, XP_029348454.1, NP_001352059.1, XP_016656341.1, NP_001352061.1, XP_001944051.2, XP_016655899.1, XP_029343853.1, XP_016664232.1	XP_967642.2, XP_968884.1, XP_015833766.1
OG0000244	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1	XP_974579.1, XP_015836330.1
OG0000245	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1	XP_008194988.1, NP_001034522.1, NP_001034493.1
OG0000246	XP_001950555.2	NP_001096056.1
OG0000246	XP_001950143.1	XP_973068.2, XP_008193582.1
OG0000247	XP_029344228.1, XP_029345461.1, XP_008184353.2	XP_015836651.1, XP_967265.2, XP_015836758.1, XP_967437.1, XP_015836650.1, XP_015836187.1, XP_015840017.1, XP_008190606.2, XP_015833810.1
OG0000248	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1	XP_015836653.1, XP_015836652.1, XP_015839338.1, XP_008193359.2, XP_015835108.1
OG0000248	XP_008188587.2	XP_008196466.2
OG0000249	XP_016665112.1	XP_966587.1
OG0000251	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1	XP_008201187.1, XP_008199428.1, XP_008199420.1, XP_015840048.1, XP_008201191.1
OG0000252	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2	XP_970662.1
OG0000253	NP_001280380.1	XP_008198043.1
OG0000254	XP_029344545.1, XP_016656660.1	XP_008195945.1
OG0000254	XP_001944239.2, XP_003240062.1, XP_008180377.1	XP_008195412.1, XP_971164.2
OG0000255	XP_003244428.2	XP_970270.1, XP_008199406.1
OG0000256	XP_001951894.2, XP_029341156.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	XP_003246666.1	XP_015838389.1
OG0000257	XP_003248173.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000260	XP_001950434.1	NP_001034506.1
OG0000261	NP_001155383.1	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1
OG0000263	NP_001155556.1, XP_008180933.1	XP_966512.1, XP_975893.1
OG0000264	NP_001156153.1	XP_008198346.1, NP_001164126.1
OG0000264	NP_001156243.1	XP_968284.1, XP_015835141.1
OG0000266	XP_003240676.1, XP_001948034.1	XP_967356.1
OG0000266	XP_008186329.1, NP_001280475.1	XP_970881.1, XP_970797.1
OG0000268	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1	XP_967796.2, XP_015832932.1, XP_015838161.1
OG0000269	XP_001943745.1	XP_974272.1, XP_971005.2
OG0000270	XP_029345241.1, XP_001948521.2	XP_008198078.1, NP_001280505.1
OG0000270	XP_029346495.1, XP_001944827.2	XP_008198076.1, NP_001280501.1
OG0000271	XP_008186229.1	NP_001290187.1, NP_001280499.1, XP_015839433.1, NP_001280518.1
OG0000272	XP_016665096.1, XP_016665095.1	XP_008193383.1, NP_001107763.1
OG0000272	XP_029346328.1, XP_016662315.1	NP_001103420.1
OG0000273	XP_016664122.1	XP_008191036.1
OG0000274	XP_029346089.1	XP_008199963.1
OG0000275	XP_008179793.1, NP_001156725.1	XP_970514.2
OG0000276	XP_001946172.1	XP_970318.1, XP_968368.1, XP_008193315.2, XP_969460.1
OG0000277	XP_001946581.1	XP_015837443.1
OG0000278	XP_008186457.1, XP_029342789.1, XP_001947217.2	XP_015834844.1
OG0000279	XP_003249025.3, XP_001949725.2	NP_001280538.1, XP_015838925.1
OG0000279	XP_029343956.1	XP_015838796.1
OG0000281	XP_008179649.2	XP_967340.1, XP_968478.1, XP_968177.1
OG0000282	XP_008187535.1, XP_008179985.1, XP_008181149.1	XP_015839963.1, XP_015837078.1, XP_015838612.1, XP_015840021.1
OG0000284	NP_001155502.1	XP_968561.1
OG0000284	NP_001165432.1	XP_008195942.1, XP_973257.1
OG0000285	XP_001942945.2	XP_015839148.1, XP_008196660.1, XP_008196662.1, XP_972302.1, XP_008192227.1
OG0000285	NP_001155560.1, XP_008179924.1	XP_970530.1
OG0000286	XP_016661131.1, NP_001280318.1	XP_008193140.1
OG0000287	NP_001313583.1	XP_008197596.1
OG0000287	XP_003241653.1	XP_001814592.1
OG0000288	XP_003245506.1	XP_015833077.1, XP_008200294.1
OG0000288	XP_003248976.4, XP_003247139.1, XP_001942634.2	XP_966392.1
OG0000289	XP_003246644.1, XP_029343790.1, XP_001943261.1	XP_973833.1
OG0000290	XP_008185669.1, XP_001947171.2, XP_016662037.1	XP_008193818.1
OG0000290	XP_016659221.1	XP_008195647.1
OG0000291	XP_003240981.1, XP_001950806.2	NP_001161313.1
OG0000291	XP_001950838.2	XP_008192535.1, XP_968745.1, XP_001809578.1, XP_966333.1
OG0000292	XP_029346347.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000295	NP_001155488.1	XP_974942.1
OG0000296	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000297	XP_001947537.1	XP_015840904.1
OG0000297	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1
OG0000298	NP_001232973.1, XP_008186594.1	XP_975374.1
OG0000299	XP_029346685.1, XP_016660445.1, XP_001943308.1	XP_008196759.1
OG0000300	XP_001943999.2	XP_969695.1
OG0000300	XP_001944983.2	XP_001811015.1
OG0000301	XP_001944205.2	NP_001107791.1
OG0000301	XP_008181889.1	NP_001107860.1
OG0000302	XP_003240620.1	XP_008196651.1
OG0000302	XP_001944852.2	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000303	XP_029342096.1, XP_001948339.2, XP_029341254.1	XP_971548.1, XP_008199064.1
OG0000304	XP_001949605.1	XP_015835772.1, XP_008193751.1
OG0000305	XP_001950929.2, XP_029344333.1	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1
OG0000306	XP_003245388.1, XP_016660941.1	XP_008195672.2
OG0000307	XP_008185684.1, XP_008185680.1	XP_973197.1
OG0000311	NP_001119633.3, XP_001950423.2	NP_001164089.1, XP_015836774.1
OG0000312	NP_001155477.1	XP_015833546.1
OG0000313	NP_001313580.1	XP_008197561.1, XP_008197562.1, XP_971420.2
OG0000313	XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1	XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000314	XP_001949676.1, XP_016665120.1	XP_968893.1, XP_008193080.1, XP_966924.1
OG0000314	XP_008189786.1, NP_001155636.1	XP_967017.1
OG0000315	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1
OG0000316	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1	XP_008190751.1, NP_001182329.1
OG0000316	XP_001946148.2	XP_008190752.1, NP_001161320.1
OG0000317	XP_001943954.1	XP_008200064.1
OG0000318	XP_008180052.1, XP_008180053.1, XP_008180054.1, XP_016657503.1, XP_001944081.2, XP_008180056.1, XP_029342133.1, XP_001951977.1	XP_973404.1
OG0000318	XP_001946391.1, XP_029347084.1	XP_008192121.1, XP_974398.1
OG0000319	XP_029345590.1, XP_001945303.1	XP_967713.1, XP_971783.1
OG0000320	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	XP_003244377.1	XP_974306.1
OG0000322	XP_003241550.1	XP_008191340.1
OG0000323	XP_008186397.1	XP_015839632.1, XP_015839647.1
OG0000324	XP_008186869.1	XP_015834170.1, XP_015834173.1
OG0000325	XP_008187895.1	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1
OG0000326	XP_029343584.1	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	XP_029344255.1, XP_029344257.1, XP_029344259.1	XP_015833709.1, XP_008191189.2
OG0000332	NP_001156093.1	XP_971957.1
OG0000333	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1	XP_015839725.1
OG0000334	NP_001233012.1	XP_015836026.1
OG0000335	NP_001280436.1	XP_971201.1
OG0000336	XP_001944889.1	XP_001814361.1
OG0000337	XP_001945953.2	XP_008198111.1, XP_008198112.1
OG0000338	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1	XP_008197000.1
OG0000339	XP_001951491.1	XP_975511.1
OG0000339	XP_001952053.1, XP_008184766.1	NP_001177648.1, XP_008193158.1
OG0000340	XP_029347555.1	XP_008200736.1
OG0000340	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2, XP_029342378.1, XP_029340944.1, XP_029341480.1, XP_029341666.1	XP_015838405.1, XP_973952.1, XP_973891.1
OG0000341	XP_016658787.1, XP_016658761.1, XP_003240047.1	XP_975221.1
OG0000342	XP_003244576.2	XP_008198162.1
OG0000342	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1	XP_968153.2
OG0000343	XP_008178969.2, XP_008178970.2, XP_029346679.1	XP_008191833.1
OG0000343	XP_008181491.1	XP_969204.1, XP_008193357.1, XP_008196870.1
OG0000344	XP_008180648.1	XP_015840052.1, XP_015840053.1
OG0000345	XP_008183479.1	XP_015838177.1
OG0000346	XP_016662312.1, XP_029342116.1	XP_015835157.1, XP_015833308.1, XP_015835120.1, XP_015834553.1, XP_015834551.1, XP_015840492.1, XP_015835313.1, XP_015834755.1, XP_015840412.1, XP_008200534.1, XP_015837755.1, XP_008198731.1, XP_008194917.1
OG0000347	XP_016658988.1	XP_008196770.1
OG0000348	XP_016660203.1	XP_008195650.1
OG0000349	XP_029342686.1, XP_029342685.1, XP_029342687.1	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	XP_029346452.1	XP_008197841.1, XP_971237.1
OG0000356	XP_008181612.1, NP_001153533.1	XP_008197708.1, XP_008197784.2
OG0000357	XP_008179483.1, NP_001153852.1	XP_008194728.1
OG0000358	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1	XP_972062.1
OG0000360	XP_029344378.1, XP_001943379.1	XP_008195292.1, XP_967057.1
OG0000361	XP_016662090.1, XP_001944543.2	XP_973660.1
OG0000362	XP_001945004.2	NP_001161782.1
OG0000362	XP_016659074.1, XP_001944949.2	NP_001161781.1
OG0000363	XP_001949431.1	XP_970320.1
OG0000363	XP_001949637.1, XP_001947106.2	XP_015834105.1
