Orthogroup	Acyrthosiphon_pisum	Osmia_bicornis
OG0000115	XP_001952040.2, NP_001156113.1, NP_001280393.1, XP_008184829.1, NP_001313601.1, XP_016662440.1, NP_001156063.1	XP_029035566.1, XP_029048286.1
OG0000117	XP_001947242.1	XP_029050106.1
OG0000117	XP_001945228.1	XP_029053280.1, XP_029053279.1, XP_029053278.1, XP_029053281.1
OG0000118	XP_008187919.1	XP_029055266.1
OG0000119	XP_001950896.2, XP_001946809.2	XP_029036980.1, XP_029036750.1, XP_029036919.1, XP_029036815.1, XP_029036844.1
OG0000120	XP_008183102.1, XP_008183682.2, XP_001946812.2, XP_016660349.1	XP_029051756.1, XP_029038490.1, XP_029038486.1, XP_029038485.1, XP_029038483.1, XP_029038484.1, XP_029038488.1, XP_029038489.1
OG0000122	XP_029345164.1	XP_029051575.1
OG0000123	XP_001944241.1	XP_029043158.1, XP_029043156.1, XP_029043157.1, XP_029043153.1, XP_029043155.1, XP_029043150.1, XP_029043149.1, XP_029043151.1, XP_029043152.1, XP_029043147.1, XP_029043148.1
OG0000124	XP_001946145.1, XP_029344203.1, XP_016657907.1, XP_003240297.1	XP_029037788.1, XP_029036850.1, XP_029037019.1, XP_029036756.1, XP_029037535.1, XP_029037363.1, XP_029037873.1, XP_029037101.1, XP_029037448.1, XP_029037702.1, XP_029036672.1, XP_029037621.1, XP_029036938.1
OG0000125	XP_029343174.1, XP_029343175.1	XP_029038301.1, XP_029032057.1, XP_029036162.1, XP_029037018.1, XP_029032043.1, XP_029035307.1, XP_029032032.1, XP_029032023.1
OG0000126	XP_029344350.1	XP_029049817.1, XP_029049833.1, XP_029049843.1, XP_029049826.1, XP_029049807.1, XP_029049849.1
OG0000127	XP_016661891.1	XP_029049523.1, XP_029049524.1
OG0000128	XP_029345826.1, XP_029345827.1, XP_008188521.1, XP_016657782.1, XP_008189685.1, XP_008184134.1, XP_008178513.1, XP_029348364.1, XP_029343003.1, XP_029341219.1, XP_008185930.1, XP_029348270.1, XP_008182354.1, XP_029346138.1, XP_029341006.1, XP_029340934.1, XP_008180083.1, XP_008186851.1, XP_016661445.1, XP_029343301.1, XP_008189791.1, XP_008188404.1, XP_008185634.1, XP_008181540.1, XP_008187091.1, XP_008178668.1, XP_029343946.1, XP_008189392.1, XP_008184893.1, XP_008186326.1, XP_008188684.1, XP_008189767.1, XP_008181532.1, XP_029347900.1, XP_001943532.2, XP_008178799.1, XP_008187309.1	XP_029054570.1
OG0000129	XP_029342557.1, XP_003243980.1, XP_008182280.1	XP_029038381.1, XP_029038382.1, XP_029038380.1, XP_029038379.1, XP_029038378.1, XP_029038377.1, XP_029038376.1, XP_029038375.1
OG0000130	XP_008188212.1	XP_029040004.1, XP_029040144.1, XP_029040135.1, XP_029040130.1
OG0000130	XP_029347188.1	XP_029040646.1
OG0000131	NP_001119635.1	XP_029035464.1
OG0000131	XP_001944342.1, NP_001280296.1	XP_029032564.1, XP_029032565.1, XP_029032563.1
OG0000132	XP_001944867.2, XP_008188761.1	XP_029042885.1, XP_029042884.1, XP_029046706.1, XP_029046715.1
OG0000133	XP_001947717.2, XP_029346829.1	XP_029032942.1, XP_029032943.1, XP_029032944.1, XP_029035782.1
OG0000134	XP_008188674.1, XP_029347700.1, XP_029347701.1	XP_029037364.1
OG0000134	XP_016660817.1	XP_029054768.1
OG0000134	XP_029344030.1	XP_029054636.1, XP_029055298.1
OG0000135	XP_008183617.1, XP_016660307.1, XP_008183620.1, XP_008183619.1, XP_016660306.1, XP_029348611.1	XP_029032688.1, XP_029052001.1, XP_029033778.1
OG0000137	XP_029345533.1, XP_029345535.1, XP_029345534.1, XP_001949204.1, XP_008183005.1, XP_008183006.1, XP_001951358.1, XP_001943488.1	XP_029048064.1, XP_029046790.1, XP_029046789.1, XP_029046791.1, XP_029046788.1, XP_029051312.1
OG0000138	XP_029344015.1, XP_029344014.1, XP_029344016.1, XP_001948700.2	XP_029043735.1, XP_029043737.1, XP_029043736.1, XP_029043739.1, XP_029043738.1, XP_029043741.1, XP_029043740.1, XP_029043742.1
OG0000139	XP_001949990.1	XP_029050502.1
OG0000140	XP_001950680.1, XP_029341066.1, XP_003245538.1, XP_003244834.1	XP_029050611.1
OG0000141	XP_029343859.1	XP_029038466.1, XP_029038465.1, XP_029036213.1, XP_029036212.1, XP_029044664.1
OG0000143	XP_008183821.1, XP_001945042.2	XP_029041592.1, XP_029041591.1, XP_029041594.1, XP_029041621.1, XP_029041620.1, XP_029041624.1, XP_029041623.1, XP_029041622.1
OG0000146	NP_001119627.1	XP_029045164.1, XP_029045163.1, XP_029038795.1, XP_029038794.1
OG0000147	NP_001119678.1	XP_029050244.1, XP_029048716.1, XP_029048715.1, XP_029048711.1, XP_029048710.1, XP_029048714.1, XP_029048709.1, XP_029048708.1, XP_029048717.1
OG0000149	NP_001233210.1, XP_008189229.1	XP_029047226.1
OG0000149	XP_001945852.2	XP_029047230.1, XP_029047231.1, XP_029047232.1
OG0000150	XP_003241608.1, XP_001943456.1, XP_008178725.1, XP_008178726.1	XP_029041950.1
OG0000151	NP_001232992.1	XP_029031892.1, XP_029031893.1, XP_029031895.1, XP_029031894.1, XP_029031896.1
OG0000152	XP_001950609.1	XP_029047059.1
OG0000153	XP_001952790.2	XP_029039104.1, XP_029039105.1, XP_029039106.1, XP_029039101.1, XP_029039103.1
OG0000154	XP_029348690.1, XP_029346266.1, XP_016657976.1, XP_029348689.1	XP_029038796.1
OG0000155	XP_016660926.1, XP_016656167.1, XP_008182084.1, XP_008181927.1, XP_029341009.1	XP_029054519.1, XP_029054243.1, XP_029054664.1, XP_029054222.1, XP_029054908.1, XP_029054822.1, XP_029055114.1, XP_029055113.1, XP_029054581.1, XP_029054469.1, XP_029055110.1, XP_029054996.1, XP_029053298.1, XP_029054989.1, XP_029054103.1, XP_029055151.1, XP_029055184.1, XP_029054486.1, XP_029054826.1, XP_029055087.1
OG0000155	XP_029348437.1, XP_016656063.1, XP_016662687.1, XP_008181355.1, XP_016662187.1	XP_029054807.1, XP_029054237.1
OG0000156	XP_016659611.1	XP_029035328.1
OG0000160	XP_001951963.1	XP_029042735.1
OG0000160	XP_008184790.2, NP_001280442.1, XP_001944828.2, XP_001944881.1, XP_029342333.1, NP_001280272.1, NP_001233238.1, XP_008184532.1, XP_029342331.1, NP_001280469.1, XP_029341215.1	XP_029032546.1
OG0000161	XP_001950765.1	XP_029049654.1, XP_029049653.1
OG0000162	XP_029346510.1	XP_029035080.1
OG0000162	XP_016657938.1, XP_008180629.1	XP_029037503.1
OG0000163	XP_016657074.1, XP_029347854.1, XP_029342845.1, XP_016658164.1, XP_029345834.1, XP_016656576.1, XP_029347331.1, XP_016659815.1	XP_029054127.1, XP_029041264.1
OG0000164	XP_016661577.1	XP_029053418.1, XP_029053381.1, XP_029053299.1, XP_029053407.1
OG0000165	XP_029343832.1	XP_029038180.1, XP_029038179.1
OG0000165	XP_029343481.1	XP_029047501.1
OG0000166	XP_029347644.1, XP_029347638.1, XP_029347646.1	XP_029043654.1, XP_029043635.1, XP_029043629.1
OG0000168	XP_001951684.4, XP_003248836.2	XP_029052804.1
OG0000169	XP_016663900.2, XP_001944382.3	XP_029040131.1, XP_029040198.1
OG0000170	XP_029343183.1	XP_029033623.1, XP_029033620.1, XP_029033633.1, XP_029033625.1
OG0000171	XP_029345553.1	XP_029047309.1, XP_029047311.1
OG0000173	NP_001233019.1	XP_029045882.1, XP_029045886.1, XP_029045884.1, XP_029045883.1, XP_029045881.1, XP_029045880.1
OG0000174	XP_008185372.1, XP_008189584.3, XP_008183684.1, XP_001944323.1, XP_008186867.1, XP_029343098.1, XP_029343097.1	XP_029038443.1, XP_029038444.1, XP_029038447.1, XP_029038446.1, XP_029038448.1
OG0000175	XP_029344556.1, XP_001951192.1	XP_029032769.1, XP_029032767.1, XP_029032768.1
OG0000176	XP_016657241.2, XP_029347801.1	XP_029039386.1
OG0000177	XP_016657898.1, XP_008180564.2	XP_029035382.1, XP_029035383.1
OG0000177	XP_001952775.1	XP_029035403.1, XP_029035380.1
OG0000179	XP_003240433.1	XP_029046643.1
OG0000179	NP_001155435.1, NP_001280333.1	XP_029038918.1
OG0000180	NP_001232980.1	XP_029046844.1, XP_029046842.1, XP_029046843.1
OG0000181	XP_029343194.1, XP_001948653.1	XP_029051355.1, XP_029051353.1, XP_029051352.1, XP_029051351.1, XP_029051350.1, XP_029051349.1, XP_029051354.1, XP_029051348.1
OG0000182	XP_003241873.1	XP_029044796.1, XP_029044797.1, XP_029044799.1, XP_029044800.1, XP_029044801.1, XP_029044793.1, XP_029044794.1, XP_029044795.1
OG0000183	XP_016663191.1, XP_016662030.1	XP_029047940.1, XP_029053202.1
OG0000184	XP_029341516.1	XP_029034044.1, XP_029034077.1
OG0000185	XP_029344304.1	XP_029037648.1, XP_029037641.1, XP_029037640.1, XP_029037652.1, XP_029037651.1
OG0000188	XP_029344969.1, XP_029345698.1	XP_029045188.1
OG0000188	XP_001944994.1	XP_029035546.1
OG0000189	XP_029345137.1, XP_008180387.1, XP_029345828.1	XP_029035806.1, XP_029035810.1, XP_029035809.1, XP_029035808.1
OG0000190	XP_008187339.1	XP_029056400.1, XP_029056399.1, XP_029056401.1
OG0000191	XP_029346818.1, XP_016659446.1, XP_029346152.1, XP_029344343.1, XP_029342439.1	XP_029036825.1
OG0000192	XP_029345853.1	XP_029034267.1, XP_029034266.1
OG0000196	XP_001943581.2	XP_029041657.1, XP_029041656.1
OG0000196	XP_003248273.1, XP_008188605.1, XP_029347409.1, XP_029347413.1	XP_029053549.1
OG0000197	XP_001949247.2, XP_001943809.2	XP_029032736.1, XP_029032735.1, XP_029032734.1
OG0000198	XP_003240145.1, XP_016656873.1	XP_029048757.1, XP_029048766.1, XP_029048776.1
OG0000200	XP_001949978.1	XP_029052014.1
OG0000200	XP_008178192.1, NP_001155706.1	XP_029037779.1
OG0000200	XP_008182512.1	XP_029049081.1, XP_029049085.1
OG0000201	XP_001951690.2	XP_029039891.1
OG0000202	XP_003246184.1, XP_016661945.1	XP_029044324.1
OG0000202	XP_001944687.1	XP_029032521.1, XP_029032520.1
OG0000203	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2	XP_029047463.1, XP_029042308.1, XP_029042310.1
OG0000204	XP_003243588.1, XP_001948363.2	XP_029049274.1, XP_029049273.1, XP_029049272.1, XP_029049275.1
OG0000205	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1	XP_029047201.1, XP_029047202.1, XP_029047200.1, XP_029047205.1, XP_029047203.1, XP_029047204.1
OG0000207	NP_001155712.1	XP_029046518.1
OG0000207	NP_001192033.1, XP_001942674.1	XP_029041769.1, XP_029041771.1
OG0000208	XP_001950788.1	XP_029041765.1, XP_029055923.1, XP_029055922.1, XP_029033072.1
OG0000209	XP_008183529.1	XP_029047963.1, XP_029047965.1, XP_029047964.1
OG0000212	NP_001232971.1, XP_008179391.1	XP_029034391.1, XP_029034390.1, XP_029051924.1, XP_029051929.1
OG0000213	XP_001945623.2, NP_001280334.1	XP_029041152.1, XP_029041153.1, XP_029041150.1, XP_029041151.1
OG0000214	XP_001945750.1	XP_029041256.1
OG0000215	XP_001949004.1, XP_016656471.1, XP_003241622.1	XP_029040889.1, XP_029040887.1, XP_029040888.1, XP_029040891.1
OG0000216	XP_029341236.1, XP_029347825.1, XP_001952110.2	XP_029052235.1, XP_029052237.1
OG0000217	XP_001952229.3, XP_008178352.2	XP_029041283.1
OG0000218	XP_008186264.1	XP_029034776.1, XP_029034777.1, XP_029034772.1, XP_029034773.1, XP_029034774.1, XP_029034775.1
OG0000223	XP_001944473.2, XP_029342159.1	XP_029038992.1, XP_029044364.1
OG0000224	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2	XP_029035644.1
OG0000225	XP_008183136.1, XP_001946333.2, XP_016659881.1	XP_029035976.1, XP_029035979.1, XP_029035978.1, XP_029032932.1
OG0000226	XP_008185421.1	XP_029036179.1
OG0000226	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1	XP_029036153.1
OG0000227	XP_003245308.1, XP_008184764.2	XP_029056277.1, XP_029056278.1, XP_029056276.1, XP_029056274.1, XP_029056306.1, XP_029056308.1, XP_029056307.1, XP_029056309.1, XP_029056279.1
OG0000228	XP_029341222.1, XP_016657354.1, XP_029348343.1, XP_008183215.1	XP_029054322.1, XP_029054146.1
OG0000229	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1	XP_029043983.1
OG0000230	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1	XP_029052179.1, XP_029052178.1
OG0000231	XP_001946956.2, XP_001948201.2	XP_029054484.1, XP_029039829.1
OG0000232	XP_001947878.1, XP_029346471.1	XP_029039432.1
OG0000233	XP_001947951.2, XP_029343172.1	XP_029038096.1, XP_029038095.1
OG0000234	XP_001948143.1	XP_029050333.1, XP_029050356.1, XP_029050344.1, XP_029050517.1
OG0000235	XP_001952457.1, XP_016662192.1	XP_029045311.1, XP_029045317.1, XP_029045324.1, XP_029045318.1
OG0000236	XP_016661843.1, XP_008185403.1	XP_029036862.1, XP_029036865.1, XP_029036864.1, XP_029036869.1
OG0000237	XP_008186243.2, XP_029346011.1	XP_029032722.1, XP_029051857.1, XP_029051872.1
OG0000238	XP_016659406.1	XP_029055021.1, XP_029054727.1, XP_029054859.1, XP_029054643.1, XP_029054158.1, XP_029054118.1, XP_029055040.1, XP_029054071.1, XP_029054385.1, XP_029054890.1, XP_029054915.1, XP_029055064.1, XP_029053760.1, XP_029054193.1, XP_029054595.1
OG0000241	NP_001155771.1	XP_029044589.1, XP_029038589.1
OG0000243	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1	XP_029053744.1
OG0000244	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1	XP_029039027.1
OG0000245	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1	XP_029039448.1
OG0000246	XP_001950555.2	XP_029043282.1, XP_029043284.1, XP_029043283.1
OG0000246	XP_001950143.1	XP_029043287.1, XP_029043289.1, XP_029043288.1
OG0000247	XP_029344228.1, XP_029345461.1, XP_008184353.2	XP_029036519.1, XP_029036516.1, XP_029036521.1
OG0000248	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1	XP_029042768.1
OG0000249	XP_016665112.1	XP_029044045.1
OG0000251	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1	XP_029045709.1, XP_029045708.1, XP_029038523.1, XP_029038522.1
OG0000252	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2	XP_029037839.1
OG0000253	NP_001280380.1	XP_029036723.1
OG0000254	XP_029344545.1, XP_016656660.1	XP_029046368.1
OG0000254	XP_001944239.2, XP_003240062.1, XP_008180377.1	XP_029055807.1
OG0000256	XP_001951894.2, XP_029341156.1	XP_029042504.1, XP_029042508.1, XP_029042505.1, XP_029042506.1, XP_029042511.1, XP_029042512.1, XP_029042509.1, XP_029042507.1
OG0000257	XP_003246666.1	XP_029045410.1
OG0000257	XP_003248173.1	XP_029045406.1
OG0000260	NP_001153849.1, XP_001948486.1, XP_016659711.1, XP_001947010.1	XP_029053188.1
OG0000261	NP_001155383.1	XP_029035663.1, XP_029035664.1, XP_029035662.1
OG0000263	NP_001155556.1, XP_008180933.1	XP_029042765.1, XP_029042764.1, XP_029042763.1
OG0000264	NP_001156153.1	XP_029053644.1
OG0000264	NP_001156243.1	XP_029053659.1, XP_029053657.1
OG0000266	XP_003240676.1, XP_001948034.1	XP_029049979.1
OG0000266	XP_008186329.1, NP_001280475.1	XP_029049312.1
OG0000268	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1	XP_029053715.1
OG0000269	XP_001943745.1	XP_029036205.1, XP_029036204.1
OG0000270	XP_029345241.1, XP_001948521.2	XP_029047487.1
OG0000270	XP_029346495.1, XP_001944827.2	XP_029045046.1
OG0000271	XP_008186229.1	XP_029048607.1, XP_029047035.1
OG0000272	XP_016665096.1, XP_016665095.1	XP_029034319.1
OG0000272	XP_029346328.1, XP_016662315.1	XP_029032785.1, XP_029032787.1
OG0000273	XP_016664122.1	XP_029044326.1, XP_029044327.1
OG0000274	XP_029346856.1	XP_029046053.1
OG0000275	XP_008179793.1, NP_001156725.1	XP_029051562.1
OG0000276	XP_001946172.1	XP_029053712.1
OG0000277	XP_001946581.1	XP_029032823.1, XP_029032828.1, XP_029032829.1, XP_029032830.1, XP_029032831.1, XP_029032824.1, XP_029032825.1, XP_029032832.1, XP_029032833.1, XP_029032827.1
OG0000278	XP_008186457.1, XP_029342789.1, XP_001947217.2	XP_029051961.1, XP_029049618.1
OG0000279	XP_003249025.3, XP_001949725.2, XP_029343956.1	XP_029036092.1, XP_029036091.1, XP_029036094.1, XP_029036095.1, XP_029036096.1
OG0000280	XP_016657663.1	XP_029046043.1, XP_029053069.1
OG0000281	XP_008179649.2	XP_029053027.1, XP_029045750.1, XP_029045751.1, XP_029045752.1, XP_029045754.1, XP_029045756.1, XP_029045753.1, XP_029045757.1
OG0000284	NP_001155502.1	XP_029055634.1
OG0000284	NP_001165432.1	XP_029055784.1, XP_029055401.1
OG0000285	NP_001155560.1, XP_008179924.1	XP_029048555.1, XP_029048564.1, XP_029048573.1, XP_029048581.1
OG0000286	XP_016661131.1, NP_001280318.1	XP_029033341.1
OG0000287	XP_003241653.1	XP_029055707.1
OG0000288	XP_003245506.1	XP_029037231.1
OG0000288	XP_001942634.2	XP_029048238.1
OG0000289	XP_003246644.1, XP_029343790.1, XP_001943261.1	XP_029040796.1
OG0000290	XP_008185669.1, XP_001947171.2, XP_016662037.1	XP_029051156.1
OG0000291	XP_001950838.2	XP_029034855.1
OG0000292	XP_029346347.1	XP_029042887.1, XP_029037740.1
OG0000295	NP_001155488.1	XP_029042145.1
OG0000296	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1	XP_029049544.1, XP_029049545.1, XP_029049543.1
OG0000297	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1	XP_029038213.1
OG0000298	NP_001232973.1, XP_008186594.1	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1
OG0000299	XP_029346685.1, XP_016660445.1, XP_001943308.1	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1
OG0000300	XP_001943999.2	XP_029032385.1
OG0000300	XP_001944983.2	XP_029032635.1
OG0000301	XP_001944205.2	XP_029048644.1, XP_029048643.1
OG0000301	XP_008181889.1	XP_029043020.1
OG0000302	XP_003240620.1	XP_029039652.1
OG0000302	XP_001944852.2	XP_029045566.1
OG0000303	XP_029342096.1, XP_001948339.2, XP_029341254.1	XP_029051023.1, XP_029035381.1, XP_029048888.1
OG0000304	XP_001949605.1	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1
OG0000305	XP_001950929.2, XP_029344333.1	XP_029047339.1, XP_029048754.1
OG0000306	XP_003245388.1, XP_016660941.1	XP_029055772.1, XP_029055770.1, XP_029055768.1
OG0000307	XP_008185684.1, XP_008185680.1	XP_029042359.1, XP_029042358.1
OG0000311	NP_001119633.3, XP_001950423.2	XP_029054207.1
OG0000312	NP_001155477.1	XP_029039443.1, XP_029039442.1
OG0000313	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1	XP_029044195.1
OG0000314	XP_001949676.1, XP_016665120.1	XP_029040843.1, XP_029040844.1
OG0000314	XP_008189786.1, NP_001155636.1	XP_029040842.1
OG0000315	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1	XP_029050380.1
OG0000316	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1	XP_029052013.1
OG0000316	XP_001946148.2	XP_029037315.1
OG0000317	XP_001943954.1	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1
OG0000318	XP_001946391.1, XP_029347084.1	XP_029045169.1
OG0000319	XP_029345590.1, XP_001945303.1	XP_029049730.1
OG0000320	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1	XP_029043380.1
OG0000321	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1	XP_029032312.1, XP_029032313.1
OG0000322	XP_003244377.1	XP_029045710.1, XP_029050313.1, XP_029040429.1
OG0000322	XP_003241550.1	XP_029035236.1
OG0000323	XP_008186397.1	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1
OG0000324	XP_008186869.1	XP_029032343.1, XP_029032272.1
OG0000325	XP_008187895.1	XP_029032468.1, XP_029032467.1
OG0000326	XP_029343584.1	XP_029036522.1, XP_029036513.1
OG0000327	XP_029344255.1, XP_029344257.1, XP_029344259.1	XP_029044880.1, XP_029044872.1
OG0000332	NP_001156093.1	XP_029039444.1, XP_029039445.1, XP_029039447.1
OG0000333	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1	XP_029035562.1, XP_029048672.1
OG0000334	NP_001233012.1	XP_029040536.1
OG0000335	NP_001280436.1	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1
OG0000336	XP_001944889.1	XP_029050296.1, XP_029053215.1
OG0000337	XP_001945953.2	XP_029044048.1
OG0000338	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1	XP_029049651.1, XP_029048723.1
OG0000339	XP_001951491.1	XP_029036574.1
OG0000339	XP_001952053.1, XP_008184766.1	XP_029035057.1
OG0000340	XP_029347555.1	XP_029043213.1
OG0000341	XP_016658787.1, XP_016658761.1, XP_003240047.1	XP_029047897.1
OG0000342	XP_003244576.2	XP_029049079.1, XP_029049078.1, XP_029049080.1, XP_029049076.1
OG0000342	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1	XP_029048895.1
OG0000343	XP_008181491.1	XP_029055935.1, XP_029055937.1, XP_029055936.1
OG0000344	XP_008180648.1	XP_029040724.1
OG0000345	XP_008183479.1	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1
OG0000346	XP_029347720.1, XP_029348069.1, XP_029344673.1, XP_016665113.1, XP_016655897.1, XP_029348166.1, XP_029347697.1, XP_016660317.1, XP_029344393.1, XP_029344394.1, XP_029341647.1, XP_016658173.1	XP_029054467.1, XP_029053741.1, XP_029054418.1, XP_029055177.1
