Orthogroup	Acyrthosiphon_pisum	Apis_mellifera
OG0000280	XP_016657008.1, XP_029347945.1, XP_016657000.1	XP_026300514.1
OG0000281	XP_008179649.2	NP_001011574.1
OG0000284	NP_001155502.1	NP_001010975.1
OG0000284	NP_001165432.1	XP_026296666.1, XP_395934.2
OG0000285	NP_001155560.1, XP_008179924.1	XP_016767133.1, XP_001120198.1
OG0000286	XP_016661131.1, NP_001280318.1	NP_001164443.1
OG0000287	NP_001313583.1	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1
OG0000287	XP_003241653.1	XP_624121.2
OG0000288	XP_003245506.1	XP_026295225.1
OG0000288	XP_001942634.2	XP_624678.1
OG0000289	XP_003246644.1, XP_029343790.1, XP_001943261.1	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1
OG0000290	XP_008185669.1, XP_001947171.2, XP_016662037.1	XP_006563910.1, XP_016769242.1
OG0000291	XP_003240981.1, XP_001950806.2	NP_001257755.1
OG0000291	XP_001950838.2	XP_026298041.1, XP_006560155.1, XP_006560156.1
OG0000292	XP_029346347.1	XP_026302029.1, XP_026302031.1, XP_026302030.1, XP_016772487.1
OG0000295	NP_001155488.1	XP_026296372.1, XP_026296371.1
OG0000296	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1	XP_003249767.1, XP_392285.1
OG0000297	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1	NP_001011640.1
OG0000298	NP_001232973.1, XP_008186594.1	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1
OG0000299	XP_029346685.1, XP_016660445.1, XP_001943308.1	XP_006563972.1, XP_006563971.1, XP_396934.4
OG0000300	XP_001943999.2	XP_016773009.2
OG0000300	XP_001944983.2	XP_624183.1
OG0000301	XP_001944205.2	XP_016772392.1, NP_001035323.1
OG0000302	XP_003240620.1	XP_006571833.1
OG0000302	XP_001944852.2	XP_395048.4
OG0000303	XP_029342096.1, XP_001948339.2, XP_029341254.1	XP_016772523.1, XP_026299472.1, XP_026299848.1
OG0000304	XP_001949605.1	XP_006568070.1
OG0000306	XP_003245388.1, XP_016660941.1	XP_016767898.1, XP_016767897.1
OG0000307	XP_008185684.1, XP_008185680.1	XP_006561447.1, XP_026301562.1, XP_016772425.1
OG0000311	NP_001119633.3, XP_001950423.2	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1
OG0000312	NP_001155477.1	XP_397055.1, XP_006558287.1
OG0000313	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1	XP_026298038.1
OG0000314	XP_001949676.1, XP_016665120.1	XP_026301105.1
OG0000314	XP_008189786.1, NP_001155636.1	XP_396447.3
OG0000315	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1	XP_006571730.2
OG0000316	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1	XP_006563165.2
OG0000317	XP_001943954.1	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1
OG0000318	XP_001946391.1, XP_029347084.1	XP_026296489.1, XP_006570321.2
OG0000319	XP_029345590.1, XP_001945303.1	XP_026299509.1, XP_026299510.1
OG0000320	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1	XP_026300661.1, NP_001159378.1
OG0000321	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1	XP_026299571.1
OG0000322	XP_003244377.1	XP_006565594.3
OG0000322	XP_003241550.1	XP_001121102.2
OG0000323	XP_008186397.1	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1
OG0000324	XP_008186869.1	XP_026296234.1, XP_026296228.1, XP_026295817.1, XP_026295816.1, XP_026296204.1
OG0000325	XP_008187895.1	XP_003251224.2, XP_006568360.2
OG0000326	XP_029343584.1	XP_006567415.1, XP_001120061.2
OG0000327	XP_029344255.1, XP_029344257.1, XP_029344259.1	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1
OG0000332	NP_001156093.1	XP_026300806.1, XP_026300805.1
OG0000333	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1	XP_006560640.1, XP_026296150.1
OG0000334	NP_001233012.1	XP_006562896.1
OG0000335	NP_001280436.1	XP_026299572.1, XP_003249498.1, XP_003249499.1
OG0000336	XP_001944889.1	XP_006568577.1, XP_026298127.1, XP_394886.4
OG0000337	XP_001945953.2	XP_006570477.1
OG0000338	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1	XP_016766952.1
OG0000339	XP_001951491.1	XP_393356.1
OG0000339	XP_001952053.1, XP_008184766.1	XP_623285.1
OG0000340	XP_029347555.1	XP_026302145.1, NP_001106141.1
OG0000341	XP_016658787.1, XP_016658761.1, XP_003240047.1	XP_003249977.1, XP_006561675.1
OG0000342	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1	XP_026299722.1
OG0000343	XP_008181491.1	XP_392617.4
OG0000344	XP_008180648.1	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1
OG0000345	XP_008183479.1	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1
OG0000347	XP_016658988.1	XP_623076.2
OG0000348	XP_016660203.1	XP_026295623.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_006571069.1, XP_006571070.1, XP_016769192.1, XP_006571068.1
OG0000349	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1	XP_026301664.1, XP_026301665.1
OG0000350	XP_029346452.1	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1
OG0000356	XP_008181612.1, NP_001153533.1	NP_001011588.1, NP_001011593.1, XP_006567383.1
OG0000357	XP_008179483.1, NP_001153852.1	XP_006563129.1, XP_623083.1
OG0000358	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1	XP_016768555.1, XP_006565559.1
OG0000360	XP_029344378.1, XP_001943379.1	XP_003249464.1
OG0000361	XP_016662090.1, XP_001944543.2	XP_026301193.1
OG0000362	XP_001945004.2	XP_006559006.1
OG0000362	XP_016659074.1, XP_001944949.2	XP_396824.1
OG0000363	XP_001949431.1	XP_001120232.3
OG0000363	XP_001949637.1, XP_001947106.2	NP_001136109.1
OG0000364	XP_001949061.2	XP_006562214.1
OG0000365	XP_003241353.1	XP_006564303.1
OG0000367	XP_029341559.1	XP_006562894.1, XP_006562893.1
OG0000368	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1	XP_001120432.1, NP_001170961.1
OG0000369	XP_001943004.2, XP_001943611.1	XP_016772111.2, XP_006570176.2
OG0000370	XP_016664382.1	XP_026298736.1
OG0000371	XP_001948534.2	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3
OG0000372	XP_003242425.1	XP_026297975.1, XP_394846.2
OG0000375	XP_008182314.2	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2
OG0000376	XP_008185153.1	XP_026298975.1, XP_026298976.1
OG0000377	XP_008189819.1	XP_006571428.1, XP_393285.1
OG0000378	XP_029342427.1	XP_394649.3, XP_006564195.1, XP_026297110.1
OG0000379	XP_029344225.1, XP_029344226.1, XP_029344227.1	XP_006569276.1
OG0000381	XP_001944422.1	XP_623273.1
OG0000381	XP_001945902.2	XP_392943.3
OG0000382	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1	XP_391836.2, XP_006567371.1
OG0000383	XP_001946138.2	XP_006565095.2, XP_001120578.2
OG0000384	XP_001948311.2, XP_029346600.1	XP_392769.5
OG0000384	XP_016656417.1, XP_008178646.1, XP_008178647.1	XP_016766394.2
OG0000385	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1	XP_026298045.1, XP_026297284.1
OG0000386	XP_001949230.2, XP_029342856.1, XP_029342854.1	XP_003250298.1, XP_026301328.1, XP_006563697.2
OG0000387	XP_001949903.1, XP_029342415.1	XP_026297715.1, XP_624193.2, XP_006571990.1
OG0000388	XP_001950440.1	XP_006564597.1
OG0000389	XP_001950486.2, XP_008182516.1	XP_026296199.1, XP_016771975.2
OG0000390	XP_008187641.1, XP_008187645.1	XP_016768447.1
OG0000391	XP_003244758.1	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1
OG0000394	XP_029342189.1, XP_008185056.1	XP_006559712.2, XP_006559711.2, XP_397062.3
OG0000395	XP_029345118.1, XP_029345120.1, XP_029345119.1, XP_008185423.1	XP_026298838.1, XP_006568548.2
OG0000396	XP_029343296.1, XP_008187965.1	XP_016768985.2
OG0000397	XP_016658097.1	XP_001123187.2
OG0000398	XP_016658330.1, XP_016662388.1	XP_006562405.1
OG0000399	XP_029343899.1, XP_029343897.1	XP_006564719.2, XP_016769093.2, XP_006564729.1
OG0000405	NP_001155436.1	XP_395824.1, XP_395771.3
OG0000406	NP_001233090.1, XP_001948752.2, NP_001155579.1	XP_624150.2
OG0000407	NP_001155820.1	XP_016768376.1, XP_392398.3, XP_001122213.5
OG0000408	XP_008181014.1	XP_003251385.1
OG0000408	NP_001156125.1	XP_393143.2
OG0000409	NP_001233114.1	XP_006570965.1
OG0000410	XP_001942763.2	XP_393523.5
OG0000410	XP_029342080.1	XP_391942.5
OG0000411	XP_001950696.1	XP_624548.2
OG0000411	XP_001943590.2	XP_006557483.1
OG0000412	XP_001943813.2	XP_026302239.1, XP_006568843.1
OG0000413	XP_001943927.1	XP_026300633.1, XP_026300632.1, XP_026300636.1
OG0000414	XP_008183039.1, XP_029342242.1, XP_029344409.1, XP_001944439.1	XP_016769079.1
OG0000415	XP_001946323.1, XP_008186249.2	XP_026295887.1, XP_395146.3
OG0000416	XP_001946589.2	XP_006570866.1, XP_026299610.1
OG0000417	XP_029342090.1, XP_029346635.1	XP_026296264.1, XP_026296267.1
OG0000418	XP_008183261.1	XP_006570570.1, NP_001177850.1
OG0000419	XP_001949820.1, XP_008182810.1	XP_006569847.1
OG0000420	XP_001951592.1	XP_006568996.1, XP_006572449.2
OG0000421	XP_001952351.1	XP_001121869.2, XP_026296772.1
OG0000422	XP_029343422.1, XP_003240036.1	XP_006572088.1
OG0000423	XP_003244943.1	XP_026295804.1
OG0000424	XP_008178833.1	XP_016768639.1
OG0000424	XP_008178836.1	XP_006562644.1
OG0000425	XP_008182785.1	XP_395221.4
OG0000426	XP_008184733.1	XP_393189.1, XP_006559877.1
OG0000427	XP_008186677.1	XP_394389.3, XP_396915.4
OG0000427	XP_016658325.1	XP_016767660.1
OG0000428	XP_029347163.1, XP_008188845.1	XP_026301054.1, NP_001314884.1
OG0000429	XP_029341827.1	XP_026296787.1
OG0000436	NP_001156218.1, XP_008190188.1	XP_006564598.1, XP_006564601.1
OG0000436	XP_008178871.1	XP_001120684.2
OG0000437	NP_001233035.1, XP_008185851.1	XP_006566943.1, XP_393874.3
OG0000438	XP_029340966.1, NP_001280392.1	XP_006567961.1, XP_397205.2, XP_006559947.1
OG0000439	XP_001942570.1, XP_016657731.1	XP_006569984.1
OG0000440	XP_001942580.2, XP_016659788.1	XP_026298705.1
OG0000441	XP_001942661.1, XP_029346655.1	XP_003251165.1, XP_006568081.1
OG0000442	XP_001942867.2	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1
OG0000443	XP_029341360.1, XP_029341358.1, XP_016659770.1, XP_016659771.1, XP_029347456.1, XP_029347416.1, XP_016661199.1, XP_001947561.2, XP_008183316.1, XP_029341187.1, XP_001944412.2, XP_029341376.1, XP_003248512.2, XP_001948997.1, XP_029347418.1	XP_016771723.2
OG0000444	XP_001944680.1	XP_624349.1
OG0000445	XP_001947747.2	XP_392097.5
OG0000445	XP_001951336.2, XP_008188005.2	XP_006563187.2
OG0000446	XP_001948595.1	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2
OG0000447	XP_001948711.2, XP_008180133.1	XP_006559494.1
OG0000448	XP_008182788.1, XP_003244318.1, XP_001949326.1, XP_029343895.1	XP_016767931.1
OG0000449	XP_016657987.1, XP_001950351.1	XP_003250896.1, XP_001120350.1, XP_003250898.1
OG0000450	XP_029346527.1, XP_001951822.2	XP_026295436.1, XP_026295214.1, XP_026295210.1, XP_026295212.1
OG0000451	XP_001952700.2	XP_006572424.1, NP_001265256.1
OG0000452	XP_008180644.1, XP_008180645.1, XP_008180643.1	XP_006566781.2
OG0000452	XP_003240691.1	XP_026299462.1
OG0000453	XP_003243118.1	XP_392026.2, XP_006565842.1
OG0000454	XP_003243419.1, XP_008181420.1, XP_008181421.1	XP_006567039.1
OG0000455	XP_016659034.1, XP_003243797.2, XP_008181948.1	XP_006568930.1
OG0000456	XP_003244188.1, XP_016655925.1	XP_026299592.1, XP_026301733.1, XP_006572147.1
OG0000457	XP_008183896.1, XP_016660552.1, XP_029343084.1, XP_008183895.1, XP_008183894.1, XP_016660551.1, XP_003245097.1	XP_001122652.2
OG0000458	XP_003247036.2	XP_003251707.1, XP_006571340.1, XP_003251708.1
OG0000459	XP_008178719.1	XP_016769739.2
OG0000460	XP_008180950.1	XP_016772943.1
OG0000461	XP_008187909.2	XP_396991.5, XP_006560484.2, XP_006560483.2
OG0000462	XP_008188422.1	XP_026301426.1
OG0000463	XP_016655975.1	XP_006571243.1, XP_006571228.1, XP_006571233.1
OG0000464	XP_016659460.1	XP_026302089.1
OG0000465	XP_016661611.1	XP_016766748.2, XP_026295428.1
OG0000466	XP_016664343.1	XP_026298283.1, XP_003249882.1, XP_026298282.1
OG0000467	XP_029341946.1	XP_006566644.1
OG0000468	XP_029343179.1	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1
OG0000475	NP_001155500.1, XP_008186946.1, XP_008185283.1, XP_001947882.2, NP_001161422.1, XP_001949401.4	XP_016772190.1
OG0000476	XP_001943729.1, XP_016663095.1, NP_001156251.1, XP_003244299.1, XP_016658235.2	NP_001314896.1
OG0000477	NP_001280361.1, XP_008187021.1	XP_003250526.1, XP_026296405.1, XP_006570759.1, NP_001171493.1, NP_001171492.1
OG0000478	NP_001280419.1	XP_006562526.1, XP_006562527.1, XP_003250091.1
OG0000479	XP_001942569.2, XP_003248982.3	XP_006570497.1, XP_006570499.1, XP_006570498.1
OG0000480	XP_001942787.2, XP_016662919.1, XP_008186707.1, XP_029344591.1	XP_016767961.2
OG0000482	XP_001943945.2, XP_016659378.1, XP_001950950.1	XP_016772171.1
OG0000483	XP_001946449.1, XP_001944207.1	XP_394164.3, XP_006571261.2, XP_006571260.2
OG0000484	XP_001944913.2, XP_001949051.2, XP_029345896.1	XP_016772038.1
OG0000485	XP_016659832.1, XP_001946395.2	XP_003250116.1, XP_623182.1
OG0000486	XP_001946484.1	XP_006569489.2
OG0000487	XP_001946657.4	XP_026296477.1, XP_394584.4
OG0000488	XP_016661074.1, XP_016657699.1, XP_001947034.1, XP_016657697.1, XP_029345349.1, XP_016656731.1	XP_396989.2, XP_006569713.1
OG0000489	XP_001948090.1	XP_006568168.1
OG0000490	XP_001948446.1	XP_016770813.1, XP_006566536.1
OG0000491	XP_029345020.1, XP_001948797.2	XP_395083.5, XP_016766993.2
OG0000492	XP_001949862.1, XP_003243665.1, XP_029346769.1	XP_006560558.2
OG0000493	XP_001950924.1	XP_016769823.2, XP_006566138.2
OG0000494	XP_001951241.2, XP_029344062.1	XP_026296030.1, XP_026295994.1, XP_026295775.1, XP_026299539.1, XP_026300392.1
OG0000495	XP_001951377.2, XP_016661330.1, XP_029348624.1	XP_003250662.1
OG0000496	XP_001952719.2	XP_026297623.1
OG0000497	XP_003242591.1	XP_006565605.1
OG0000497	XP_003244296.1	XP_006572414.1
OG0000498	XP_016659293.1, XP_003247153.1	XP_006559579.1, XP_006559581.1, XP_006559580.1, XP_006559582.1, XP_026298357.1, XP_395441.2
OG0000500	XP_008178689.1	XP_026297088.1
OG0000500	XP_016656435.1	XP_026297184.1
OG0000501	XP_029341662.1, XP_029341370.1, XP_016657046.1, XP_008183546.1	XP_026300273.1
OG0000502	XP_008183726.1	XP_394423.4, XP_006560966.1
OG0000503	XP_008186252.1	XP_624930.1
OG0000504	XP_008187060.2	XP_026295426.1, XP_026295199.1
OG0000505	XP_016660620.1	XP_394013.5, XP_001121886.1
OG0000506	XP_029342869.1, XP_029342870.1	XP_026298297.1, XP_006569806.2, XP_006569804.2, XP_006569805.2, XP_026298298.1
OG0000516	NP_001155401.1	XP_016773635.1, XP_006568839.1, XP_006568840.1
OG0000517	XP_008181724.1, NP_001156105.1, NP_001155509.1, XP_008189433.2, XP_001943189.2, XP_003241190.1	XP_026297099.1, XP_016768325.1
OG0000518	XP_008184004.1, NP_001155635.1	XP_006564978.1, XP_001120242.1
OG0000519	NP_001156110.1	XP_006557422.2, XP_006557421.1, XP_016770405.1
OG0000520	NP_001156168.1	XP_001122715.3
OG0000521	NP_001156836.1, XP_003248597.4, XP_016664153.1, XP_016664155.1, XP_003248120.2, XP_016664154.1, XP_003248118.2, XP_003248109.2, XP_008188350.1, XP_016664818.2, XP_029341139.1, XP_003243936.2, XP_003248556.2	XP_026297064.1
OG0000522	XP_001942648.2, XP_016656931.1, XP_029343768.1, XP_029343766.1, XP_029343765.1, XP_001942700.2	XP_006558991.2, NP_001091698.1, XP_001122824.1
OG0000523	XP_001943221.2, XP_029348269.1, XP_029346547.1	XP_006571136.1, XP_006571134.1, XP_006571132.1
OG0000524	XP_016659141.2, XP_001952716.1, XP_029346814.1, XP_001943408.2, XP_029346187.1, XP_001944168.2	XP_026299046.1
OG0000525	XP_001944463.1	XP_006559446.1, XP_026301500.1
OG0000526	XP_001946463.2, XP_001949359.2	XP_001121571.1, XP_006568337.1
OG0000527	XP_001947193.2, XP_008182669.1	XP_624589.2, XP_006558596.1, XP_016771317.1
OG0000528	XP_001952133.1, XP_001948549.1, XP_008183196.1, XP_029345833.1, XP_029346543.1, XP_001947370.2	XP_001121565.2
OG0000529	XP_001948161.1, XP_016655758.1	XP_026300411.1, XP_006562554.1
OG0000530	XP_016660077.1, XP_029341308.1	XP_026300735.1
OG0000530	XP_029341162.1, XP_001948635.1	XP_391988.2
OG0000531	XP_001951628.2	XP_006568661.1
OG0000533	XP_003246614.1	XP_001122688.2, XP_006570133.1
OG0000536	XP_016662970.1	XP_006571287.1
OG0000536	XP_029343473.1, XP_008178628.1, XP_029341398.1	XP_006561141.1, NP_001071279.1
OG0000537	XP_008180502.1	XP_003251102.1, NP_001314883.1
OG0000537	XP_016664622.1	NP_001314886.1, XP_026301730.1, NP_001306197.1, XP_006567860.1
OG0000538	XP_008181269.1	XP_006565069.2
OG0000540	XP_008185527.1	XP_016767358.1, NP_001011603.1
OG0000541	XP_008186894.1, XP_008188891.1	XP_001121151.3
OG0000543	XP_029342046.1, XP_016656843.1	XP_006572407.1
OG0000544	XP_016660589.1	XP_006559256.3
OG0000551	XP_001951455.1, NP_001119648.1	XP_026297520.1
OG0000552	NP_001156200.1	NP_001071278.1
OG0000552	XP_029342990.1, XP_016661164.1, XP_029342991.1, XP_029342989.1, XP_016661165.1	NP_001072129.1, XP_026298840.1
OG0000553	NP_001191883.1	XP_016768542.1, XP_016768543.1, XP_006558879.1, XP_016768544.1, XP_396692.3
OG0000554	XP_008187575.1, NP_001280349.1	XP_016772339.1
OG0000555	XP_001943052.1, XP_029348327.1, XP_008178644.1, NP_001280403.1	XP_393605.1, XP_006566260.1
OG0000556	XP_001944253.1	XP_006567941.1
OG0000557	XP_029347272.1, XP_001944299.2, XP_003245550.1, XP_008184580.1	XP_006567437.1, XP_392511.2
OG0000558	XP_001949231.1, XP_001945992.1	XP_026296849.1, XP_006565635.1
OG0000558	XP_008185702.1, XP_001944475.1	XP_395507.4
OG0000559	XP_001947194.1, XP_001947237.1	XP_392994.4, XP_006559458.1
OG0000560	XP_001948149.1	XP_016772137.1, XP_394090.1
OG0000561	XP_001948592.1, XP_008188807.2, XP_029347783.1	XP_026297724.1
OG0000561	XP_008178984.1	XP_006557696.2
OG0000562	XP_001950339.2	XP_016766579.1, XP_006568498.2, XP_623065.2
OG0000563	XP_001952016.2, XP_008190012.1, XP_008190013.1	XP_016767764.1
OG0000564	XP_003240399.1	XP_006566631.1
OG0000565	XP_003242459.1, XP_016662147.1, XP_016662144.1	XP_016770567.2, XP_003251270.1
OG0000567	XP_003244447.1, XP_016659775.2	XP_026299856.1, XP_016773439.2
OG0000568	XP_003246264.1	XP_006559506.1, XP_006559507.1
OG0000569	XP_003247517.1, XP_016663472.1, XP_029346544.1	XP_016767448.1, XP_016770736.1
OG0000570	XP_008183161.1	XP_393447.2, XP_006559055.1
OG0000571	XP_029344041.1, XP_029344046.1	NP_001013024.1, XP_006565650.1
OG0000572	XP_029346603.1	XP_026300580.1
OG0000582	XP_016660284.1, XP_016660285.1, XP_008183584.1, XP_001950854.1, XP_029343251.1, XP_029343252.1, XP_029343253.1, XP_029343255.1, XP_029343254.1, XP_008183585.1, NP_001280323.1, XP_029342001.1, XP_008179951.1, NP_001155374.1, XP_003246890.1, XP_008186557.1	XP_006572085.1
OG0000583	XP_029343725.1, XP_008181439.1	XP_026300849.1, XP_026300967.1
OG0000584	XP_029341217.1, XP_029344802.1, NP_001233020.1, XP_008184503.1, XP_029344785.1, NP_001155674.1	XP_392465.3
OG0000584	XP_001946745.1	XP_006568824.1
OG0000585	NP_001155736.1	XP_395145.1
OG0000586	NP_001155908.1	XP_026295167.1, XP_026295177.1
OG0000587	XP_001948433.1, XP_001944178.3, NP_001156229.1	XP_001120306.1
OG0000588	NP_001156462.1, XP_008185322.1	XP_006565324.1
OG0000589	XP_008183583.1, XP_001949827.1, XP_001947598.1, XP_029347133.1, XP_001946532.1, NP_001313590.1, XP_029347135.1, XP_029347136.1, XP_029345006.1, XP_016663019.1, XP_029346473.1	XP_016772822.2
OG0000590	XP_001942520.2	XP_393594.3
OG0000591	XP_001943166.1, XP_001949496.4	XP_006561389.1
OG0000591	XP_001948414.2	XP_006562189.1
OG0000592	XP_003247762.1, XP_001946696.2, XP_001943565.2	XP_001121836.2, XP_016771112.2
OG0000593	XP_001944454.2, XP_016656599.1	XP_026300821.1, XP_006569709.2
OG0000594	XP_001944510.1, XP_016659956.1	XP_397140.4, XP_006557693.1
OG0000595	XP_001945171.1	XP_016772178.1
OG0000595	XP_008187736.1, XP_029343107.1, XP_008186391.1	XP_003249784.1
OG0000596	XP_001945526.2	XP_026294730.1
OG0000597	XP_029346194.1, XP_001950872.3, XP_016662072.1, XP_016662073.1, XP_001947992.2, XP_008183663.1, XP_001946757.2, XP_016660310.1, XP_008183665.1	XP_394670.3
